env_steps,return,length,success,train/return,train/length,train/success,op_loss,critic_loss,FPS
0,-0.4135,42.9,0.1,,,,,,
10000,0.192,82.0,0.3,-0.9847,5.4083,0.0081,0.8287,0.0071,424.489
20000,0.8506,16.6,1.0,-0.9825,5.571,0.0095,0.3728,0.0053,670.2775
30000,0.8686,14.6,1.0,-0.9736,5.7803,0.0139,0.2306,0.0059,669.5076
40000,0.9001,11.1,1.0,-0.9769,5.8072,0.0122,0.2016,0.0054,668.1041
50000,0.8695,14.5,1.0,-0.9674,5.9347,0.0172,0.1842,0.0039,665.6353
60000,0.9118,9.8,1.0,-0.9707,6.25,0.0156,0.1771,0.0027,667.8499
70000,0.8704,14.4,1.0,-0.9517,6.3816,0.0255,0.1711,0.0021,663.736
80000,0.8866,12.6,1.0,-0.9403,6.6269,0.0318,0.1661,0.0018,659.9202
90000,0.8875,12.5,1.0,-0.9346,6.4226,0.0347,0.1623,0.0017,660.8795
100000,0.928,8.0,1.0,-0.9115,6.5232,0.047,0.1604,0.0017,658.0415
110000,0.9037,10.7,1.0,-0.8871,7.0472,0.0599,0.1588,0.0017,654.5628
120000,0.8641,15.1,1.0,-0.902,6.7249,0.0518,0.1582,0.0017,652.1742
130000,0.9154,9.4,1.0,-0.8894,6.9979,0.0588,0.1571,0.0017,652.9898
140000,0.892,12.0,1.0,-0.8613,7.1023,0.0739,0.1568,0.0016,650.4884
150000,0.9118,9.8,1.0,-0.8561,7.1994,0.0763,0.1567,0.0016,648.5259
160000,0.9199,8.9,1.0,-0.8473,7.4074,0.0815,0.1567,0.0016,646.736
170000,0.9064,10.4,1.0,-0.8077,7.3801,0.1018,0.1567,0.0015,646.4795
180000,0.8983,11.3,1.0,-0.8115,7.5019,0.0998,0.1571,0.0015,643.1392
190000,0.9181,9.1,1.0,-0.7915,7.8864,0.1112,0.1572,0.0015,640.2678
200000,0.9055,10.5,1.0,-0.7571,7.8927,0.1294,0.1573,0.0015,639.4685
210000,0.9082,10.2,1.0,-0.722,7.9051,0.1478,0.1578,0.0014,638.8414
220000,0.8587,15.7,1.0,-0.7179,8.2102,0.1502,0.1582,0.0014,634.3553
230000,0.9073,10.3,1.0,-0.7126,8.19,0.1523,0.1586,0.0014,636.4999
240000,0.8965,11.5,1.0,-0.6717,8.5763,0.1741,0.1591,0.0014,636.4887
250000,0.9118,9.8,1.0,-0.6596,8.3333,0.1808,0.1594,0.0014,633.5402
260000,0.9073,10.3,1.0,-0.6362,8.2034,0.1936,0.1598,0.0014,632.2836
270000,0.9019,10.9,1.0,-0.6268,8.2508,0.198,0.1604,0.0014,632.1585
280000,0.9064,10.4,1.0,-0.5924,8.3264,0.2157,0.1607,0.0014,631.0152
290000,0.8947,11.7,1.0,-0.5812,8.3822,0.2221,0.1613,0.0014,628.6055
300000,0.8983,11.3,1.0,-0.5576,8.4034,0.2353,0.1615,0.0014,628.2824
310000,0.9217,8.7,1.0,-0.5632,8.658,0.232,0.1618,0.0013,628.6042
320000,0.8911,12.1,1.0,-0.5235,8.7719,0.2526,0.1624,0.0013,628.9147
330000,0.9019,10.9,1.0,-0.5049,9.1075,0.2632,0.1627,0.0013,629.7329
340000,0.8938,11.8,1.0,-0.4894,8.6505,0.2699,0.163,0.0013,627.6261
350000,0.9037,10.7,1.0,-0.4993,8.8496,0.2655,0.1635,0.0013,625.6038
360000,0.9199,8.9,1.0,-0.4478,8.7642,0.2927,0.1642,0.0013,627.193
370000,0.9145,9.5,1.0,-0.3907,8.9767,0.3232,0.1643,0.0013,626.5599
380000,0.9055,10.5,1.0,-0.3687,9.1996,0.3349,0.1646,0.0013,625.9157
390000,0.9064,10.4,1.0,-0.3723,9.009,0.3315,0.1652,0.0013,626.5222
400000,0.9334,7.4,1.0,-0.2832,9.1659,0.3795,0.1653,0.0013,623.0864
410000,0.8893,12.3,1.0,-0.2965,9.1324,0.3726,0.1657,0.0013,621.7959
420000,0.8965,11.5,1.0,-0.2802,9.4607,0.3813,0.166,0.0013,619.4436
430000,0.8947,11.7,1.0,-0.2766,9.4607,0.3832,0.1665,0.0015,618.7562
440000,0.9019,10.9,1.0,-0.218,9.3284,0.4142,0.1666,0.0014,618.759
450000,0.8821,13.1,1.0,-0.2062,9.1158,0.4193,0.1668,0.0012,618.0711
460000,0.9091,10.1,1.0,-0.1892,9.3458,0.429,0.1672,0.0012,617.5733
470000,0.9055,10.5,1.0,-0.1344,9.3633,0.4569,0.1675,0.0012,615.9509
480000,0.8866,12.6,1.0,-0.145,9.4073,0.4525,0.1681,0.0012,615.8458
490000,0.9055,10.5,1.0,-0.1191,9.6246,0.4658,0.1683,0.0012,615.7177
500000,0.9019,10.9,1.0,-0.1204,9.6061,0.4649,0.1686,0.0012,611.6915
510000,0.9073,10.3,1.0,-0.1448,9.3809,0.4512,0.169,0.0012,611.9695
520000,0.8884,12.4,1.0,-0.0423,9.4607,0.5061,0.169,0.0012,613.1371
530000,0.8848,12.8,1.0,-0.0719,9.8522,0.4906,0.1694,0.0012,612.5883
540000,0.9181,9.1,1.0,-0.0203,9.7466,0.5175,0.1696,0.0012,609.4935
550000,0.9217,8.7,1.0,-0.0458,9.8039,0.5049,0.1699,0.0012,608.9729
560000,0.9073,10.3,1.0,0.0236,9.901,0.5406,0.1705,0.0012,609.5225
570000,0.8839,12.9,1.0,-0.0374,9.6432,0.5082,0.1704,0.0013,608.8558
580000,0.8938,11.8,1.0,0.0333,9.901,0.5465,0.1709,0.0012,608.5457
590000,0.9307,7.7,1.0,0.0158,9.5602,0.5363,0.1714,0.0012,607.3364
600000,0.9172,9.2,1.0,0.084,9.98,0.5729,0.1714,0.0012,606.6926
610000,0.8974,11.4,1.0,0.0815,9.7561,0.5698,0.1718,0.0012,604.9391
620000,0.883,13.0,1.0,0.1291,10.1523,0.597,0.172,0.0012,605.7049
630000,0.9019,10.9,1.0,0.1192,9.4967,0.5897,0.1723,0.0012,604.906
640000,0.8992,11.2,1.0,0.1417,9.7943,0.6024,0.1726,0.0012,603.6514
650000,0.9172,9.2,1.0,0.1806,9.9502,0.6229,0.1728,0.0012,604.2851
660000,0.91,10.0,1.0,0.1781,10.1833,0.6222,0.1728,0.0012,602.8082
670000,0.9208,8.8,1.0,0.123,9.8328,0.5919,0.1731,0.0012,603.584
680000,0.919,9.0,1.0,0.1403,10.142,0.6024,0.1733,0.0012,601.9627
690000,0.9064,10.4,1.0,0.1896,10.2987,0.6282,0.1738,0.0012,601.0565
700000,0.8947,11.7,1.0,0.161,9.8232,0.612,0.1739,0.0012,601.1846
710000,0.9019,10.9,1.0,0.1993,9.9305,0.6326,0.1744,0.0012,601.3207
720000,0.8974,11.4,1.0,0.2219,9.5238,0.6429,0.1747,0.0012,599.099
730000,0.9145,9.5,1.0,0.222,9.6712,0.6431,0.1748,0.0012,599.3731
740000,0.928,8.0,1.0,0.2788,9.8619,0.6736,0.1749,0.0012,595.2426
750000,0.9064,10.4,1.0,0.249,9.9206,0.6587,0.1752,0.0012,597.2183
760000,0.9028,10.8,1.0,0.318,9.9502,0.6935,0.1753,0.0012,597.0534
770000,0.8893,12.3,1.0,0.2911,10.1112,0.6805,0.1754,0.0012,598.2491
780000,0.9064,10.4,1.0,0.2993,10.3627,0.686,0.1757,0.0012,598.5517
790000,0.9082,10.2,1.0,0.2892,10.1523,0.6802,0.1757,0.0012,598.3688
800000,0.9055,10.5,1.0,0.2676,10.1937,0.6687,0.1759,0.0012,595.4185
810000,0.9154,9.4,1.0,0.341,10.1215,0.7065,0.1763,0.0012,595.9982
820000,0.9001,11.1,1.0,0.3448,10.1215,0.7085,0.1764,0.0012,595.3827
830000,0.883,13.0,1.0,0.3141,9.7561,0.6917,0.1765,0.0012,595.3928
840000,0.901,11.0,1.0,0.3943,10.101,0.7343,0.1768,0.0012,593.4424
850000,0.9253,8.3,1.0,0.3608,10.1317,0.7173,0.1769,0.0012,595.4994
860000,0.9334,7.4,1.0,0.4006,10.4932,0.7387,0.177,0.0012,595.7288
870000,0.9073,10.3,1.0,0.4148,10.0402,0.744,0.1774,0.0012,594.695
880000,0.8974,11.4,1.0,0.3879,9.9602,0.7301,0.1773,0.0012,593.6185
890000,0.8668,14.8,1.0,0.3861,10.1215,0.7298,0.1774,0.0012,593.1839
900000,0.9154,9.4,1.0,0.4118,10.1112,0.7432,0.1778,0.0012,592.8883
910000,0.9109,9.9,1.0,0.4344,10.1317,0.7548,0.1779,0.0012,591.2515
920000,0.9163,9.3,1.0,0.4622,10.2249,0.7699,0.1781,0.0012,591.2182
930000,0.8974,11.4,1.0,0.4648,10.0604,0.7706,0.1785,0.0012,589.443
940000,0.901,11.0,1.0,0.4797,10.0301,0.7783,0.1783,0.0012,590.1963
950000,0.9154,9.4,1.0,0.4391,10.1626,0.7581,0.1787,0.0012,591.0264
960000,0.9163,9.3,1.0,0.4614,10.3306,0.7696,0.1786,0.0012,587.1783
970000,0.9001,11.1,1.0,0.4504,10.1937,0.7635,0.1788,0.0012,587.3353
980000,0.9046,10.6,1.0,0.4675,10.3093,0.7732,0.1792,0.0012,587.1822
990000,0.9154,9.4,1.0,0.4417,10.2775,0.7595,0.1791,0.0012,584.8789
1000000,0.9235,8.5,1.0,0.4799,10.0806,0.7782,0.1792,0.0012,583.7948
1010000,0.8983,11.3,1.0,0.501,10.4822,0.7904,0.1796,0.0012,583.8521
