env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-101.0919,148.9,,,,,,,,,,,,,,,,,,
70,,,70,-111.8751,7.3431,,,,,,,,,,,,,,,
149,,,79,-116.2381,28.5634,,,,,,,,,,,,,,,
191,,,42,-115.9124,29.7696,,,,,,,,,,,,,,,
247,,,56,-114.7489,28.76,,,,,,,,,,,,,,,
327,,,80,-118.6006,28.748,,,,,,,,,,,,,,,
392,,,65,-113.8601,29.1558,,,,,,,,,,,,,,,
438,,,46,-119.5897,29.5008,,,,,,,,,,,,,,,
500,,,,,,13,4,1,15295.249,0.0561,0.0018,0.0091,0.0027,-0.6422,0.4653,0.0538,-0.0163,0.9373,5.8842,0.0365
563,,,125,-126.5494,32.2442,,,,,,,,,,,,,,,
620,,,57,-113.6912,32.0992,,,,,,,,,,,,,,,
765,,,145,-113.0806,31.7994,,,,,,,,,,,,,,,
829,,,64,-115.0245,32.826,,,,,,,,,,,,,,,
904,,,75,-118.9749,32.1503,,,,,,,,,,,,,,,
1000,,,,,,14,4,1,16528.416,0.0588,0.0009,0.0105,0.0019,-0.4527,0.2325,0.0569,-0.0189,3.2141,33.0276,0.2224
1208,,,304,-143.2006,31.3434,,,,,,,,,,,,,,,
1400,,,192,-122.1404,28.9569,,,,,,,,,,,,,,,
1483,,,83,-116.9523,28.4716,,,,,,,,,,,,,,,
1500,,,,,,20,7,2,8518.5605,0.143,0.0012,0.0273,0.0039,-0.0145,0.4588,0.1391,-0.05,6.1059,22.7272,0.0282
1699,,,216,-122.585,29.2973,,,,,,,,,,,,,,,
1766,,,67,-113.7728,29.9333,,,,,,,,,,,,,,,
1842,,,76,-112.5357,30.0951,,,,,,,,,,,,,,,
1992,,,150,-116.4006,29.4467,,,,,,,,,,,,,,,
2000,,,,,,20,9,2,6117.1655,0.1796,0.0012,0.0364,0.0048,1.2241,1.4076,0.1748,-0.0724,1.4915,19.5748,0.0805
2120,,,128,-116.0035,29.6011,,,,,,,,,,,,,,,
2224,,,104,-113.9758,29.4586,,,,,,,,,,,,,,,
2392,,,168,-118.8511,29.8686,,,,,,,,,,,,,,,
2500,,,,,,22,9,2,5581.0967,0.2246,0.0006,0.051,0.0057,2.6901,0.5499,0.2189,-0.1016,2.0746,15.0488,0.1113
2510,,,118,-113.5507,30.1379,,,,,,,,,,,,,,,
2622,,,112,-114.8057,29.7604,,,,,,,,,,,,,,,
2790,,,168,-117.0576,29.8316,,,,,,,,,,,,,,,
3000,,,,,,24,10,2,4697.1655,0.234,0.0022,0.0423,0.0064,3.2007,0.6369,0.2276,-0.087,1.5872,14.6961,0.1953
3500,,,,,,27,12,3,4273.8945,0.2745,0.0009,0.0488,0.0057,4.1171,1.7011,0.2688,-0.0978,1.3389,11.0061,0.2481
4000,,,,,,27,12,3,3939.7104,0.279,0.0012,0.0562,0.0068,4.0775,0.7287,0.2722,-0.1127,1.9687,11.3097,0.1435
4105,,,1315,-189.0267,29.5945,,,,,,,,,,,,,,,
4209,,,104,-122.0791,29.7325,,,,,,,,,,,,,,,
4275,,,66,-120.057,29.9493,,,,,,,,,,,,,,,
4389,,,114,-124.1289,29.8786,,,,,,,,,,,,,,,
4480,,,91,-122.1672,29.9204,,,,,,,,,,,,,,,
4500,,,,,,27,12,3,3834.4165,0.2459,0.0009,0.0475,0.0056,4.1453,0.7832,0.2402,-0.0948,2.2955,14.9439,0.5092
4550,,,70,-114.481,29.8408,,,,,,,,,,,,,,,
4632,,,82,-120.2142,29.7284,,,,,,,,,,,,,,,
4705,,,73,-118.7954,29.7866,,,,,,,,,,,,,,,
4903,,,198,-127.6822,29.8278,,,,,,,,,,,,,,,
5000,,,,,,29,12,3,3542.3232,0.2419,0.0012,0.0462,0.0058,3.8062,0.6489,0.2361,-0.0891,1.5501,17.0908,0.6083
5000,-131.9104,140.0,,,,,,,,,,,,,,,,,,
5017,,,114,-126.2006,26.5252,,,,,,,,,,,,,,,
5129,,,112,-139.7688,29.9603,,,,,,,,,,,,,,,
5222,,,93,-115.0221,29.4543,,,,,,,,,,,,,,,
5328,,,106,-125.1415,29.8811,,,,,,,,,,,,,,,
5380,,,52,-113.7109,29.6978,,,,,,,,,,,,,,,
5487,,,107,-117.8986,29.7723,,,,,,,,,,,,,,,
5500,,,,,,31,13,3,3190.5771,0.2781,0.0019,0.056,0.0075,5.3655,0.6382,0.2706,-0.114,1.4932,14.6185,0.3972
5579,,,92,-117.5716,29.2633,,,,,,,,,,,,,,,
5695,,,116,-126.4106,29.3863,,,,,,,,,,,,,,,
5756,,,61,-108.6007,29.6261,,,,,,,,,,,,,,,
5849,,,93,-108.7153,29.7118,,,,,,,,,,,,,,,
5944,,,95,-125.2578,29.9295,,,,,,,,,,,,,,,
6000,,,,,,34,13,3,2644.2998,0.3169,0.0019,0.0748,0.0093,8.1906,0.6582,0.3075,-0.1456,1.1491,24.4147,0.4174
6257,,,313,-127.2367,29.8194,,,,,,,,,,,,,,,
6485,,,228,-125.5873,30.6328,,,,,,,,,,,,,,,
6500,,,,,,36,13,3,2587.968,0.3048,0.0019,0.0648,0.0083,7.609,0.6101,0.2965,-0.1293,1.8663,45.6555,0.1178
6710,,,225,-121.8963,32.3487,,,,,,,,,,,,,,,
6817,,,107,-122.3511,29.6676,,,,,,,,,,,,,,,
6860,,,43,-112.4206,29.6895,,,,,,,,,,,,,,,
7000,,,,,,38,13,3,2031.9095,0.3322,0.0009,0.0721,0.0081,9.5324,0.7186,0.3241,-0.1446,1.6365,69.3403,0.1413
