env_steps,return,length,train/length,train/return,FPS,op-kl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
112500,,,,,,-9.6213,-205.0478,356.124,-9.6213,13.0574,598.797,3.8454
112503,,,1000,961.1764,100.3337,,,,,,,
112735,,,232,530.6236,100.3134,,,,,,,
113000,,,,,,-9.7612,-205.7938,213.1928,-9.7612,18.5301,678.8313,4.2551
113500,,,,,,-9.8817,-211.6379,251.9718,-9.8817,18.0067,954.1702,4.373
113735,,,1000,1037.354,100.2391,,,,,,,
114000,,,,,,-9.9164,-208.3344,271.6058,-9.9164,21.7353,811.6067,5.7227
114398,,,663,653.8048,103.1635,,,,,,,
114469,,,71,57.7172,104.4172,,,,,,,
114500,,,,,,-9.8721,-207.7626,360.8962,-9.8721,14.671,512.2051,4.4814
114528,,,59,38.2679,104.0877,,,,,,,
114734,,,206,174.1183,101.2803,,,,,,,
114885,,,151,163.9668,100.5681,,,,,,,
114950,,,65,45.5661,100.6227,,,,,,,
115000,,,,,,-9.9758,-210.6906,343.7039,-9.9758,12.9752,317.7325,3.5146
115000,239.6487,256.6,,,,,,,,,,
115105,,,155,136.1057,69.6463,,,,,,,
115500,,,,,,-9.9689,-205.5298,272.6678,-9.9689,33.3997,930.6409,5.1456
115695,,,590,783.6068,101.2236,,,,,,,
115807,,,112,101.2282,100.3427,,,,,,,
116000,,,,,,-10.2598,-206.5529,210.8282,-10.2598,16.8005,763.2865,4.9743
116119,,,312,640.9096,99.2001,,,,,,,
116457,,,338,529.9163,100.5367,,,,,,,
116500,,,,,,-9.9052,-211.8629,261.264,-9.9052,15.0725,701.6768,4.3928
116644,,,187,347.9173,100.229,,,,,,,
116769,,,125,105.5269,100.3445,,,,,,,
117000,,,,,,-10.0827,-212.1962,295.0544,-10.0827,29.288,1429.1543,4.7358
117103,,,334,754.34,100.6833,,,,,,,
117114,,,11,-4.4622,100.8511,,,,,,,
117360,,,246,618.1461,100.5657,,,,,,,
117500,,,,,,-10.394,-211.8676,245.466,-10.394,18.5936,1056.8618,3.9258
117557,,,197,526.4256,100.6668,,,,,,,
117787,,,230,580.7526,103.0793,,,,,,,
117845,,,58,53.295,104.2827,,,,,,,
118000,,,,,,-10.1362,-214.4746,220.0069,-10.1362,72.839,1563.0372,5.812
118052,,,207,559.3448,100.54,,,,,,,
118254,,,202,446.7622,103.1181,,,,,,,
118453,,,199,498.5337,102.5165,,,,,,,
118500,,,,,,-10.2697,-215.4344,367.1295,-10.2697,18.7915,780.4858,4.714
118781,,,328,833.9225,100.9639,,,,,,,
119000,,,,,,-9.8293,-215.281,392.4291,-9.8293,33.3065,1169.3213,4.4044
119064,,,283,702.5131,100.4382,,,,,,,
119276,,,212,427.3241,100.6888,,,,,,,
119488,,,212,582.4989,100.4115,,,,,,,
119500,,,,,,-10.1081,-213.9548,317.6599,-10.1081,17.9389,659.0862,3.9512
119720,,,232,642.4498,103.432,,,,,,,
119939,,,219,550.4657,104.0252,,,,,,,
120000,,,,,,-10.3363,-215.3998,309.4849,-10.3363,15.009,480.073,4.7937
120000,406.5295,216.0,,,,,,,,,,
120250,,,311,647.5713,87.2316,,,,,,,
120500,,,,,,-10.227,-214.2529,455.1455,-10.227,90.5137,861.6929,6.0876
120525,,,275,615.5304,103.9946,,,,,,,
121000,,,,,,-10.7467,-215.6291,213.6524,-10.7467,17.756,700.3749,4.9243
121020,,,495,1079.2328,104.0056,,,,,,,
121347,,,327,825.7224,104.1095,,,,,,,
121500,,,,,,-10.2956,-212.5971,221.2634,-10.2956,12.1328,412.1552,4.5439
121667,,,320,785.4364,103.9712,,,,,,,
122000,,,,,,-10.4205,-212.6174,320.3643,-10.4205,40.3682,1829.303,4.0534
122045,,,378,898.8673,100.7876,,,,,,,
122376,,,331,856.3144,100.6362,,,,,,,
122500,,,,,,-10.8002,-216.0689,224.7355,-10.8002,63.5182,1874.5935,3.545
122742,,,366,887.1835,100.4487,,,,,,,
123000,,,,,,-10.6222,-213.0457,281.8013,-10.6222,21.6667,968.2823,3.8668
123042,,,300,662.2139,100.6334,,,,,,,
123330,,,288,601.8775,100.6127,,,,,,,
123397,,,67,49.5676,100.5607,,,,,,,
123437,,,40,19.2681,100.6386,,,,,,,
123500,,,,,,-10.6407,-213.0842,355.8254,-10.6407,10.7574,357.8189,3.3389
123796,,,359,900.3505,100.6892,,,,,,,
123860,,,64,53.0742,100.4539,,,,,,,
124000,,,,,,-10.5808,-216.3939,280.4377,-10.5808,99.4822,706.6355,3.9744
124110,,,250,501.6461,100.5768,,,,,,,
124161,,,51,34.9562,100.5427,,,,,,,
124404,,,243,563.1776,100.3186,,,,,,,
124500,,,,,,-10.7129,-216.5039,393.2336,-10.7129,13.1956,592.2609,4.4762
124631,,,227,370.4521,100.4508,,,,,,,
125000,,,,,,-10.5487,-217.4764,363.5223,-10.5487,25.5925,1191.1692,4.0132
125000,840.083,351.8,,,,,,,,,,
125046,,,415,922.5939,82.5648,,,,,,,
125473,,,427,961.8009,104.2687,,,,,,,
125500,,,,,,-10.5916,-213.0896,309.0115,-10.5916,13.8517,583.4018,3.4761
125555,,,82,62.4055,104.2275,,,,,,,
125603,,,48,30.3257,104.0922,,,,,,,
125657,,,54,38.5763,104.1358,,,,,,,
125894,,,237,649.7938,104.1718,,,,,,,
126000,,,,,,-11.0302,-218.0857,170.6596,-11.0302,14.2718,1046.3988,2.9822
126140,,,246,563.4483,104.2027,,,,,,,
126193,,,53,36.3104,103.6468,,,,,,,
126250,,,57,40.6975,104.0227,,,,,,,
126500,,,,,,-10.7692,-213.2901,281.4368,-10.7692,14.9296,911.5878,3.475
126502,,,252,574.2178,104.2357,,,,,,,
126843,,,341,870.9527,104.2987,,,,,,,
126905,,,62,42.5633,104.3184,,,,,,,
127000,,,,,,-11.1669,-214.8984,249.1176,-11.1669,16.5692,580.4374,3.9106
127199,,,294,625.2423,104.108,,,,,,,
127461,,,262,629.3724,104.2455,,,,,,,
127500,,,,,,-10.8818,-216.9299,295.8467,-10.8818,21.6463,1120.0582,5.9749
127668,,,207,588.0882,104.0877,,,,,,,
127783,,,115,95.9222,104.0142,,,,,,,
127978,,,195,561.4984,104.104,,,,,,,
128000,,,,,,-11.0096,-214.9793,272.2273,-11.0096,9.7852,339.511,3.3724
128007,,,29,5.5402,104.2886,,,,,,,
128251,,,244,652.6081,104.0554,,,,,,,
128500,,,,,,-10.9958,-218.1419,289.6659,-10.9958,13.2963,578.2747,3.7654
128503,,,252,623.9722,103.8481,,,,,,,
128844,,,341,740.906,102.6583,,,,,,,
129000,,,,,,-10.5437,-211.346,327.4673,-10.5437,14.7069,627.693,3.0786
129187,,,343,698.0527,104.2012,,,,,,,
129241,,,54,24.8912,104.0805,,,,,,,
129250,,,9,-4.6683,104.3971,,,,,,,
129262,,,12,-5.8227,104.256,,,,,,,
129500,,,,,,-10.8043,-214.9802,239.2309,-10.8043,18.1927,772.0348,4.1432
129613,,,351,644.0038,104.0365,,,,,,,
129625,,,12,-5.2477,103.0976,,,,,,,
129949,,,324,679.0751,104.1219,,,,,,,
130000,,,,,,-11.028,-219.8773,286.6146,-11.028,108.4871,1670.2661,3.2897
130000,703.1793,308.0,,,,,,,,,,
130475,,,526,829.9225,88.544,,,,,,,
130500,,,,,,-11.1144,-217.4403,211.1173,-11.1144,9.173,379.603,4.5825
130765,,,290,672.0846,100.5204,,,,,,,
131000,,,,,,-11.1207,-210.1418,249.2834,-11.1207,25.2927,1077.5214,3.8227
131020,,,255,615.7353,102.4139,,,,,,,
131120,,,100,95.5449,101.1954,,,,,,,
131461,,,341,831.2671,100.3578,,,,,,,
131500,,,,,,-11.1003,-215.58,289.3308,-11.1003,12.2336,699.8109,3.7342
131701,,,240,287.0704,100.2031,,,,,,,
131927,,,226,572.8398,100.3936,,,,,,,
131996,,,69,52.4903,100.4184,,,,,,,
132000,,,,,,-11.1261,-212.9605,333.9044,-11.1261,10.8772,221.0093,3.6684
132256,,,260,244.4847,100.2839,,,,,,,
132422,,,166,191.9743,100.4128,,,,,,,
132489,,,67,57.1553,100.559,,,,,,,
132500,,,,,,-11.3505,-212.183,302.2408,-11.3505,11.8373,758.7879,3.7053
132540,,,51,38.604,100.6538,,,,,,,
132602,,,62,51.4567,100.4254,,,,,,,
133000,,,,,,-10.4692,-209.4221,302.4564,-10.4692,53.7553,969.5259,4.0025
133004,,,402,856.8826,100.3249,,,,,,,
133297,,,293,618.736,100.4455,,,,,,,
133402,,,105,97.0042,100.4099,,,,,,,
133482,,,80,67.4023,100.801,,,,,,,
133500,,,,,,-11.1873,-212.5449,405.7699,-11.1873,78.6374,1403.1014,3.6639
133578,,,96,74.5474,100.1429,,,,,,,
133653,,,75,58.1795,100.6437,,,,,,,
133717,,,64,32.8281,99.8223,,,,,,,
133863,,,146,135.8348,100.315,,,,,,,
134000,,,,,,-11.4142,-213.7546,221.1266,-11.4142,11.9494,760.9171,4.312
134011,,,148,138.1805,100.6136,,,,,,,
134301,,,290,252.5125,100.5968,,,,,,,
134482,,,181,94.5382,100.8618,,,,,,,
134500,,,,,,-11.1888,-207.1421,270.8602,-11.1888,15.9207,559.5382,4.763
134582,,,100,87.5729,100.6938,,,,,,,
134695,,,113,35.7584,100.7303,,,,,,,
134758,,,63,40.4023,100.2479,,,,,,,
134827,,,69,45.3771,100.6028,,,,,,,
135000,,,,,,-11.3062,-208.6831,264.9745,-11.3062,16.5025,1260.9084,3.5644
135000,312.6502,242.1,,,,,,,,,,
135044,,,217,572.2149,77.4524,,,,,,,
135192,,,148,97.3418,100.358,,,,,,,
135281,,,89,40.7953,100.2283,,,,,,,
135483,,,202,99.0646,100.4472,,,,,,,
135500,,,,,,-11.0011,-214.3939,350.6463,-11.0011,58.3932,1309.7367,3.7932
135543,,,60,14.2404,100.3861,,,,,,,
135754,,,211,577.0105,100.6078,,,,,,,
135908,,,154,88.5788,100.7276,,,,,,,
135966,,,58,43.4368,100.7128,,,,,,,
136000,,,,,,-10.5592,-211.4037,466.9236,-10.5592,15.134,531.0219,5.0525
136283,,,317,626.3041,102.3616,,,,,,,
136370,,,87,53.2258,104.0472,,,,,,,
136500,,,,,,-10.9613,-210.9526,353.3458,-10.9613,23.8479,1043.829,3.3714
136545,,,175,491.7158,102.7165,,,,,,,
136626,,,81,82.6211,100.7933,,,,,,,
136831,,,205,542.099,100.8034,,,,,,,
136871,,,40,20.9659,100.5238,,,,,,,
136913,,,42,20.1005,100.7961,,,,,,,
136992,,,79,83.3114,100.8209,,,,,,,
137000,,,,,,-10.8948,-212.7551,305.1037,-10.8948,15.9135,1011.3402,4.4749
137242,,,250,619.2146,100.3842,,,,,,,
137284,,,42,22.6892,100.0034,,,,,,,
137321,,,37,14.2841,100.5611,,,,,,,
137368,,,47,30.3183,100.5149,,,,,,,
137447,,,79,74.4765,100.6504,,,,,,,
137487,,,40,21.0871,99.8578,,,,,,,
137500,,,,,,-11.7475,-212.3221,220.2342,-11.7475,32.0323,1297.4532,3.6576
137526,,,39,17.6503,100.9417,,,,,,,
137566,,,40,20.929,100.5848,,,,,,,
137830,,,264,646.5044,100.7344,,,,,,,
138000,,,,,,-11.57,-214.7464,272.1515,-11.57,62.5512,1523.1069,4.2237
138050,,,220,410.8045,101.1796,,,,,,,
138060,,,10,-8.1036,103.877,,,,,,,
138273,,,213,576.5553,103.8709,,,,,,,
138453,,,180,502.0993,103.9971,,,,,,,
138500,,,,,,-11.5802,-210.4724,173.4891,-11.5802,112.49,2200.4941,3.695
138657,,,204,535.6033,101.9596,,,,,,,
138847,,,190,531.5094,103.9664,,,,,,,
139000,,,,,,-11.1598,-208.5283,407.571,-11.1598,19.4489,733.1213,5.5797
139030,,,183,533.6124,104.0761,,,,,,,
139221,,,191,501.5983,103.4623,,,,,,,
139257,,,36,15.6742,103.6129,,,,,,,
139421,,,164,477.9618,101.5928,,,,,,,
139500,,,,,,-11.4794,-213.2281,346.1672,-11.4794,15.7807,488.2643,4.2687
139617,,,196,540.1319,100.6654,,,,,,,
139821,,,204,570.3213,100.354,,,,,,,
139866,,,45,23.1312,103.9997,,,,,,,
140000,,,,,,-11.3983,-215.5545,405.2983,-11.3983,22.9061,905.1313,3.1017
140000,521.5243,169.1,,,,,,,,,,
140097,,,231,613.0155,84.0801,,,,,,,
140304,,,207,533.2296,100.3792,,,,,,,
140500,,,,,,-11.721,-211.6136,281.2579,-11.721,21.0206,1388.0742,5.1367
140506,,,202,543.8878,100.3769,,,,,,,
140727,,,221,620.9689,100.2688,,,,,,,
140955,,,228,695.7241,100.2695,,,,,,,
141000,,,,,,-11.0269,-213.3713,385.4359,-11.0269,12.9346,557.7912,4.2905
141318,,,363,963.5909,101.8962,,,,,,,
141500,,,,,,-11.4169,-210.9128,383.6902,-11.4169,47.9578,1335.7721,4.722
141514,,,196,561.0487,101.3464,,,,,,,
141768,,,254,749.1184,104.0189,,,,,,,
141981,,,213,530.7002,102.5747,,,,,,,
142000,,,,,,-12.2115,-215.8372,252.9009,-12.2115,20.1732,960.5419,5.9391
142038,,,57,41.716,102.6843,,,,,,,
142421,,,383,1035.3344,103.8532,,,,,,,
142500,,,,,,-11.8713,-216.7282,259.3405,-11.8713,35.1425,1336.0231,3.7914
142633,,,212,524.9804,104.344,,,,,,,
142893,,,260,852.4115,104.3472,,,,,,,
142927,,,34,12.7717,104.3497,,,,,,,
143000,,,,,,-11.8506,-214.959,338.8857,-11.8506,81.3232,846.1633,4.0049
143138,,,211,526.5692,104.1413,,,,,,,
143383,,,245,604.0492,104.2044,,,,,,,
143500,,,,,,-11.5441,-216.0844,423.1928,-11.5441,22.4567,1435.246,4.2464
143629,,,246,729.6214,104.2849,,,,,,,
143872,,,243,633.1542,102.1482,,,,,,,
143910,,,38,16.8537,100.4536,,,,,,,
143978,,,68,52.5368,100.7656,,,,,,,
144000,,,,,,-12.0564,-215.0051,342.2586,-12.0564,20.1638,828.0182,3.863
144041,,,63,46.0517,100.5564,,,,,,,
144244,,,203,552.4734,100.7214,,,,,,,
144268,,,24,-0.4166,100.5723,,,,,,,
144305,,,37,18.6315,100.2801,,,,,,,
144500,,,,,,-12.1363,-217.0716,279.697,-12.1363,12.7268,456.9929,5.3905
144510,,,205,570.2325,100.5264,,,,,,,
144587,,,77,66.778,100.5361,,,,,,,
144995,,,408,1191.9293,100.538,,,,,,,
145000,,,,,,-11.7581,-217.3313,407.0015,-11.7581,11.8828,711.3701,4.9447
145000,157.7142,81.1,,,,,,,,,,
145368,,,373,1062.778,94.9645,,,,,,,
145500,,,,,,-11.9314,-216.7882,340.9908,-11.9314,14.5726,448.5416,5.4066
145779,,,411,1222.5119,100.6416,,,,,,,
145920,,,141,122.9754,99.8624,,,,,,,
146000,,,,,,-11.9446,-214.7553,340.5562,-11.9446,13.8817,461.2699,3.9781
146067,,,147,200.8219,100.5031,,,,,,,
146325,,,258,577.841,100.8224,,,,,,,
146496,,,171,395.557,100.5588,,,,,,,
146500,,,,,,-11.8148,-212.0084,280.5651,-11.8148,11.3103,497.2989,4.6716
146730,,,234,620.7119,100.6944,,,,,,,
147000,,,,,,-11.8028,-217.2314,353.135,-11.8028,104.7168,2253.4023,3.7107
147154,,,424,965.1291,100.5945,,,,,,,
147331,,,177,470.1939,100.7297,,,,,,,
147364,,,33,9.9249,100.5747,,,,,,,
147402,,,38,12.377,100.9855,,,,,,,
147500,,,,,,-11.7317,-212.8234,339.217,-11.7317,41.1616,2056.6931,5.3175
147790,,,388,1039.5921,100.4806,,,,,,,
148000,,,,,,-12.0799,-216.9352,381.1574,-12.0799,14.6328,384.7457,4.7228
148024,,,234,629.2692,101.8963,,,,,,,
148500,,,,,,-12.3599,-217.3012,365.6002,-12.3599,14.4748,526.9057,4.6885
148737,,,713,2134.5907,104.1646,,,,,,,
148767,,,30,8.04,104.1025,,,,,,,
148779,,,12,-8.2936,104.2935,,,,,,,
149000,,,,,,-12.1084,-214.131,305.6804,-12.1084,16.7141,777.327,4.8949
149079,,,300,667.8386,102.5751,,,,,,,
149372,,,293,501.8089,100.8387,,,,,,,
149500,,,,,,-11.9885,-218.734,267.5844,-11.9885,20.387,849.7588,3.7288
150000,,,,,,-12.1213,-217.561,370.196,-12.1213,15.1437,951.886,3.9196
150000,263.5667,134.8,,,,,,,,,,
150148,,,776,1962.6691,95.9815,,,,,,,
150459,,,311,919.2244,100.3681,,,,,,,
150500,,,,,,-11.984,-219.5803,261.3447,-11.984,23.3668,1002.7204,4.4643
150906,,,447,1205.2402,100.5603,,,,,,,
151000,,,,,,-11.8592,-213.7644,380.6977,-11.8592,34.9809,919.2924,4.2542
151500,,,,,,-11.9946,-220.6532,298.679,-11.9946,18.0032,956.4781,2.8616
151869,,,963,2544.488,100.6934,,,,,,,
151981,,,112,102.9393,100.5821,,,,,,,
152000,,,,,,-12.7165,-216.1239,232.9859,-12.7165,13.1881,786.2159,3.2028
152500,,,,,,-12.6829,-216.9065,216.8197,-12.6829,12.2844,525.7225,3.3276
152581,,,600,1188.3734,100.5716,,,,,,,
152650,,,69,40.8952,100.9809,,,,,,,
152694,,,44,23.0352,100.7604,,,,,,,
152725,,,31,10.0936,100.8239,,,,,,,
153000,,,,,,-12.4923,-218.4879,192.2715,-12.4923,15.743,510.9085,4.6699
153184,,,459,1265.7328,100.6898,,,,,,,
153283,,,99,77.2531,100.5247,,,,,,,
153500,,,,,,-12.244,-219.8342,323.9337,-12.244,45.5618,1989.6464,4.321
154000,,,,,,-12.5066,-219.5618,334.6811,-12.5066,13.1425,502.2947,3.278
154283,,,1000,2775.9635,101.8009,,,,,,,
154500,,,,,,-12.3491,-221.0285,335.4951,-12.3491,14.5787,471.8869,2.7205
155000,,,,,,-12.6448,-222.0017,280.9438,-12.6448,13.0723,612.9319,3.4529
155000,2141.8221,766.5,,,,,,,,,,
155283,,,1000,2674.7509,83.9455,,,,,,,
155500,,,,,,-12.6906,-222.8081,278.1969,-12.6906,12.0481,659.9554,4.7095
155719,,,436,1288.6367,102.9158,,,,,,,
156000,,,,,,-12.6933,-221.7628,217.13,-12.6933,14.4693,428.1764,4.3447
156008,,,289,858.3403,100.685,,,,,,,
156417,,,409,1220.7332,100.5834,,,,,,,
156458,,,41,16.0857,100.9285,,,,,,,
156500,,,,,,-12.5266,-223.4403,363.942,-12.5266,22.4615,774.2507,3.8719
157000,,,,,,-12.4868,-220.4495,278.4637,-12.4868,70.2043,1423.3507,3.8895
157458,,,1000,2809.547,100.4976,,,,,,,
157500,,,,,,-12.187,-220.7554,329.2697,-12.187,42.9125,1468.0773,7.3272
157813,,,355,1050.3827,100.4927,,,,,,,
158000,,,,,,-12.5599,-221.5043,201.3426,-12.5599,15.4513,668.5651,3.3177
158500,,,,,,-12.6525,-225.8383,344.5145,-12.6525,40.2445,1371.7388,6.4978
158696,,,883,2943.8469,100.4453,,,,,,,
158745,,,49,33.5668,100.6784,,,,,,,
159000,,,,,,-12.1088,-222.6421,208.3797,-12.1088,12.3582,617.2168,3.3531
159123,,,378,1102.7351,100.511,,,,,,,
159287,,,164,160.7242,100.3674,,,,,,,
159349,,,62,50.4836,100.4583,,,,,,,
159500,,,,,,-12.3092,-224.5464,307.5044,-12.3092,14.6173,712.545,4.1256
159565,,,216,331.0176,102.5544,,,,,,,
159694,,,129,124.57,100.6686,,,,,,,
160000,,,,,,-12.3781,-223.9481,265.6805,-12.3781,11.6687,454.1668,4.5561
160000,121.8515,78.5,,,,,,,,,,
160500,,,,,,-12.7586,-227.7729,329.5301,-12.7586,14.893,696.978,3.8828
160565,,,871,2595.2028,98.3222,,,,,,,
160717,,,152,366.526,100.5178,,,,,,,
160830,,,113,103.6111,100.7389,,,,,,,
161000,,,,,,-12.5492,-222.4976,307.6484,-12.5492,69.9977,1200.0813,4.5222
161088,,,258,754.4226,100.7785,,,,,,,
161267,,,179,389.0035,100.8258,,,,,,,
161429,,,162,312.3398,100.6366,,,,,,,
161500,,,,,,-12.9296,-228.0308,169.339,-12.9296,18.6009,897.4246,3.8061
161520,,,91,96.9646,100.5779,,,,,,,
161909,,,389,1272.3715,101.9347,,,,,,,
161988,,,79,69.9637,104.1753,,,,,,,
162000,,,,,,-12.2856,-225.2484,279.6646,-12.2856,18.948,639.5629,3.4759
162030,,,42,24.1149,104.0267,,,,,,,
162054,,,24,1.2303,104.3937,,,,,,,
162500,,,,,,-12.539,-224.9303,362.056,-12.539,15.6683,588.9821,3.8193
162583,,,529,1837.6799,103.1743,,,,,,,
163000,,,,,,-12.5105,-227.4416,201.8767,-12.5105,12.3912,558.5174,3.5557
163003,,,420,1385.1327,100.6916,,,,,,,
163143,,,140,275.3543,100.6622,,,,,,,
163500,,,,,,-12.4693,-227.9413,303.7398,-12.4693,20.5694,1527.2362,4.4181
163584,,,441,1603.0507,100.6089,,,,,,,
163592,,,8,-4.5291,100.2367,,,,,,,
164000,,,,,,-12.6805,-229.518,349.0872,-12.6805,18.9507,755.7521,5.247
164149,,,557,1940.536,100.3661,,,,,,,
164500,,,,,,-12.6368,-227.8991,281.1366,-12.6368,12.0919,583.5918,3.6222
164604,,,455,1547.2953,100.6075,,,,,,,
164656,,,52,25.7425,100.3905,,,,,,,
165000,,,,,,-12.7042,-231.1897,304.5175,-12.7042,17.7193,936.7609,4.6759
165000,1714.7338,504.7,,,,,,,,,,
165101,,,445,1471.8726,77.3191,,,,,,,
165500,,,,,,-12.7599,-232.3852,377.5331,-12.7599,14.4551,585.5291,4.2872
166000,,,,,,-12.9889,-233.0373,204.198,-12.9889,15.2824,669.9736,3.1232
166101,,,1000,3278.7086,102.3143,,,,,,,
166112,,,11,-7.431,104.1689,,,,,,,
166500,,,,,,-12.6581,-229.715,319.7042,-12.6581,8.9586,354.6502,3.6296
167000,,,,,,-12.6223,-232.1427,314.8222,-12.6223,59.0306,2163.4958,4.1886
167112,,,1000,3472.5334,103.1686,,,,,,,
167185,,,73,111.2117,100.5925,,,,,,,
167221,,,36,17.9541,100.5332,,,,,,,
167500,,,,,,-12.5666,-235.122,354.3365,-12.5666,22.4508,1378.7986,4.6741
168000,,,,,,-12.8233,-234.7056,229.5394,-12.8233,12.0787,409.277,3.6918
168221,,,1000,3600.762,102.9774,,,,,,,
168500,,,,,,-12.2202,-234.4762,363.2661,-12.2202,12.4084,559.5768,3.9566
169000,,,,,,-12.5799,-234.3294,305.3668,-12.5799,42.1603,1589.0428,4.1694
169178,,,957,3718.2708,100.875,,,,,,,
169500,,,,,,-13.1324,-236.6752,244.5833,-13.1324,17.1817,778.4747,6.1387
169520,,,342,1035.3132,100.7055,,,,,,,
170000,,,,,,-12.8005,-236.4032,295.9588,-12.8005,18.4303,626.6884,4.6572
170000,1169.1439,352.1,,,,,,,,,,
170091,,,571,2014.2471,86.6894,,,,,,,
170500,,,,,,-12.7865,-239.3849,376.5772,-12.7865,12.4774,477.3067,5.3886
171000,,,,,,-13.0506,-240.4508,312.5845,-13.0506,13.7084,536.6663,3.3376
171091,,,1000,3829.0141,100.5495,,,,,,,
171500,,,,,,-12.8571,-240.6556,400.2018,-12.8571,19.5933,754.0284,5.4768
171688,,,597,2248.2028,103.052,,,,,,,
172000,,,,,,-13.3171,-242.2926,255.2136,-13.3171,33.1408,1051.0468,5.006
172197,,,509,1793.3365,100.7594,,,,,,,
172500,,,,,,-12.6169,-243.4221,409.9314,-12.6169,36.2097,1673.3966,4.9224
172571,,,374,1358.3635,100.8169,,,,,,,
172645,,,74,122.8562,100.7905,,,,,,,
173000,,,,,,-12.4767,-245.4083,426.3058,-12.4767,23.3124,813.9764,4.395
173468,,,823,3229.7733,102.565,,,,,,,
173500,,,,,,-12.5303,-242.3382,221.1481,-12.5303,12.6556,572.9885,3.2952
173548,,,80,177.3504,100.507,,,,,,,
174000,,,,,,-12.9977,-243.5741,347.995,-12.9977,14.6566,645.1454,3.4631
174500,,,,,,-13.0455,-245.4862,217.0329,-13.0455,39.5514,1469.5686,3.6903
174548,,,1000,4098.7881,100.7512,,,,,,,
175000,,,,,,-13.591,-246.811,150.091,-13.591,17.2548,580.7006,4.8033
175000,3844.4224,922.4,,,,,,,,,,
175500,,,,,,-13.1173,-247.0105,362.9937,-13.1173,14.7288,460.3895,4.5872
175548,,,1000,4184.7979,82.786,,,,,,,
176000,,,,,,-13.188,-246.5599,303.9034,-13.188,25.7572,1634.9229,4.3681
176500,,,,,,-12.7926,-249.5638,356.7895,-12.7926,17.5208,980.2626,3.7861
176548,,,1000,4285.9023,104.4006,,,,,,,
177000,,,,,,-12.772,-248.7202,224.9732,-12.772,15.9105,490.4708,3.9594
177500,,,,,,-13.0831,-251.019,227.571,-13.0831,18.4228,1054.4412,3.3926
177548,,,1000,4223.2732,102.7449,,,,,,,
178000,,,,,,-13.1804,-254.6691,255.9522,-13.1804,19.7028,878.0009,4.6916
178500,,,,,,-13.1154,-257.4492,334.4604,-13.1154,14.7681,753.952,3.4573
178548,,,1000,4326.7685,100.5391,,,,,,,
179000,,,,,,-12.9945,-258.0827,230.1527,-12.9945,16.4816,641.3599,3.6088
179500,,,,,,-13.5887,-258.9803,283.7462,-13.5887,14.5348,412.3529,5.5894
179548,,,1000,4368.7611,102.574,,,,,,,
179901,,,353,1344.9401,100.6455,,,,,,,
180000,,,,,,-13.4525,-261.087,260.8614,-13.4525,18.9414,559.1796,5.8676
180000,2630.6628,619.8,,,,,,,,,,
180500,,,,,,-13.1528,-265.0276,281.5235,-13.1528,20.4534,761.7027,5.4237
180901,,,1000,4184.3232,86.6628,,,,,,,
181000,,,,,,-13.0075,-264.3433,353.7621,-13.0075,16.9556,701.5975,3.8566
181039,,,138,378.7302,100.8164,,,,,,,
181500,,,,,,-13.4556,-270.4384,187.0137,-13.4556,16.2103,436.7068,3.9241
182000,,,,,,-13.6936,-271.4732,210.5976,-13.6936,13.4486,543.2764,3.5189
182039,,,1000,4388.511,100.6081,,,,,,,
182052,,,13,-7.8344,100.2472,,,,,,,
182500,,,,,,-13.3555,-268.3955,240.9957,-13.3555,14.8048,433.3523,3.6397
182682,,,630,2460.718,101.8243,,,,,,,
183000,,,,,,-12.9654,-271.1162,230.3357,-12.9654,19.6909,774.8331,5.0872
183008,,,326,1091.3416,100.6042,,,,,,,
183500,,,,,,-13.3865,-271.8834,348.9912,-13.3865,16.7571,702.4026,3.9272
184000,,,,,,-13.2356,-272.5714,223.6034,-13.2356,17.1134,618.9239,5.113
184008,,,1000,4403.0837,101.3828,,,,,,,
184238,,,230,817.6921,100.8373,,,,,,,
184500,,,,,,-13.4764,-276.4725,224.6341,-13.4764,14.4285,635.9714,6.2378
185000,,,,,,-12.8954,-275.3187,285.347,-12.8954,17.6402,793.9298,4.9314
185000,1117.0995,342.7,,,,,,,,,,
185238,,,1000,4324.7243,92.3618,,,,,,,
185500,,,,,,-13.341,-280.0162,299.844,-13.341,17.8751,592.0269,4.2433
185711,,,473,1765.8709,100.5817,,,,,,,
186000,,,,,,-13.714,-283.2766,257.5859,-13.714,16.8511,518.407,4.3397
186116,,,405,1289.4471,100.5511,,,,,,,
186152,,,36,20.2175,99.7143,,,,,,,
186185,,,33,12.4241,100.4495,,,,,,,
186232,,,47,27.4032,100.4607,,,,,,,
186316,,,84,149.9098,100.5146,,,,,,,
186427,,,111,201.7177,100.6792,,,,,,,
186500,,,,,,-13.1157,-279.2056,319.4632,-13.1157,19.6468,675.5326,3.9
186923,,,496,1973.4633,100.5106,,,,,,,
187000,,,,,,-13.5386,-283.1776,256.1475,-13.5386,19.7115,669.2347,4.8874
187500,,,,,,-13.1007,-283.8656,313.5228,-13.1007,24.6347,1364.7191,3.5601
187923,,,1000,4535.1665,100.5115,,,,,,,
188000,,,,,,-13.6019,-284.4493,232.6911,-13.6019,18.0595,634.5206,6.0791
