env_steps,return,length,train/length,train/return,FPS,op-kl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
47266,,,203,361.3767,101.0025,,,,,,,
47450,,,184,352.02,100.9534,,,,,,,
47500,,,,,,-5.0261,-139.2447,164.0222,-5.0261,12.5928,626.9605,3.4617
47632,,,182,354.2416,101.0876,,,,,,,
47799,,,167,309.7744,100.9488,,,,,,,
48000,,,,,,-5.0149,-137.8552,190.6754,-5.0149,15.0175,846.1882,3.3918
48020,,,221,356.4725,101.0519,,,,,,,
48210,,,190,373.3681,100.9233,,,,,,,
48433,,,223,353.3288,101.1331,,,,,,,
48500,,,,,,-4.7979,-137.1161,135.8016,-4.7979,15.3129,512.2198,3.4917
48561,,,128,93.5504,101.0611,,,,,,,
48735,,,174,321.7119,101.2149,,,,,,,
48932,,,197,382.692,104.2669,,,,,,,
49000,,,,,,-4.51,-136.7822,193.8546,-4.51,13.1793,409.3995,5.4372
49064,,,132,238.5281,104.5763,,,,,,,
49242,,,178,323.4611,104.6801,,,,,,,
49391,,,149,270.3598,104.7524,,,,,,,
49500,,,,,,-5.1231,-139.2155,169.366,-5.1231,20.7866,661.4813,4.7717
49593,,,202,378.6213,104.6777,,,,,,,
49623,,,30,7.9222,104.5646,,,,,,,
49772,,,149,248.3583,104.372,,,,,,,
49937,,,165,363.4967,104.5833,,,,,,,
50000,,,,,,-5.0821,-135.1101,159.377,-5.0821,18.3497,876.7236,4.9073
50000,330.8651,182.1,,,,,,,,,,
50123,,,186,369.757,80.2903,,,,,,,
50262,,,139,199.4418,100.9401,,,,,,,
50373,,,111,159.8902,100.8871,,,,,,,
50500,,,,,,-5.0385,-139.6064,188.6965,-5.0385,17.3865,579.3116,4.244
50542,,,169,343.6736,101.0383,,,,,,,
50741,,,199,379.573,100.9204,,,,,,,
50763,,,22,-2.6269,100.9961,,,,,,,
50876,,,113,219.2286,100.9778,,,,,,,
51000,,,,,,-5.3351,-134.5372,134.1425,-5.3351,43.2816,893.5715,6.4786
51040,,,164,288.7383,100.7716,,,,,,,
51072,,,32,8.5197,100.4791,,,,,,,
51281,,,209,398.008,100.9673,,,,,,,
51465,,,184,241.2469,103.8831,,,,,,,
51500,,,,,,-5.2836,-137.4364,172.7052,-5.2836,14.1295,833.6266,3.0595
51621,,,156,207.6312,104.2882,,,,,,,
51815,,,194,387.8325,102.5159,,,,,,,
51963,,,148,279.3402,104.6186,,,,,,,
52000,,,,,,-5.4993,-135.9978,134.9098,-5.4993,18.5259,797.9528,4.1713
52216,,,253,424.2893,104.4799,,,,,,,
52265,,,49,32.9468,104.3679,,,,,,,
52430,,,165,329.4956,100.6347,,,,,,,
52478,,,48,36.6721,101.32,,,,,,,
52500,,,,,,-5.3027,-133.6707,167.9946,-5.3027,10.9516,516.4628,6.5143
52508,,,30,5.177,101.0842,,,,,,,
52690,,,182,314.9668,101.1134,,,,,,,
52922,,,232,431.0173,100.9781,,,,,,,
52941,,,19,-3.8143,101.1259,,,,,,,
53000,,,,,,-5.3114,-133.4365,134.0093,-5.3114,12.9766,542.8911,4.7454
53117,,,176,380.5472,101.0664,,,,,,,
53154,,,37,14.8701,101.1094,,,,,,,
53500,,,,,,-5.391,-135.8471,130.7032,-5.391,13.1651,680.8136,3.5567
53553,,,399,572.2699,101.0398,,,,,,,
53786,,,233,362.0534,100.8242,,,,,,,
53929,,,143,229.6861,100.7865,,,,,,,
54000,,,,,,-5.2768,-133.4943,204.3659,-5.2768,13.8851,671.9078,5.2622
54094,,,165,306.9233,100.885,,,,,,,
54223,,,129,208.8269,100.5874,,,,,,,
54381,,,158,219.1412,100.5924,,,,,,,
54402,,,21,1.6084,101.022,,,,,,,
54500,,,,,,-5.6068,-134.4664,192.0727,-5.6068,17.0179,638.4785,3.793
54605,,,203,398.5325,102.956,,,,,,,
54747,,,142,251.1573,104.6428,,,,,,,
54896,,,149,235.6481,104.8517,,,,,,,
55000,,,,,,-5.5546,-133.6918,143.7269,-5.5546,13.2164,504.9258,3.778
55000,269.1865,170.1,,,,,,,,,,
55250,,,354,-20.5446,92.5285,,,,,,,
55447,,,197,384.9672,104.7229,,,,,,,
55500,,,,,,-5.2173,-131.9123,176.648,-5.2173,11.2858,408.1575,3.0837
55590,,,143,291.6044,101.5433,,,,,,,
55829,,,239,494.2291,100.5821,,,,,,,
56000,,,,,,-5.5813,-129.7314,133.9773,-5.5813,10.4066,469.149,3.1192
56032,,,203,431.9863,100.5597,,,,,,,
56242,,,210,431.6232,100.9945,,,,,,,
56500,,,,,,-5.9745,-134.6759,183.019,-5.9745,12.494,439.8465,3.3157
56623,,,381,611.9681,100.9039,,,,,,,
56790,,,167,89.8821,100.4852,,,,,,,
57000,,,,,,-6.0718,-135.2801,171.5322,-6.0718,32.7118,1238.6869,3.4969
57097,,,307,551.9739,100.6889,,,,,,,
57281,,,184,27.9369,100.4905,,,,,,,
57476,,,195,48.1788,100.7974,,,,,,,
57500,,,,,,-5.8849,-133.2041,195.1046,-5.8849,10.963,733.1277,3.5117
57701,,,225,451.0335,101.6102,,,,,,,
57984,,,283,541.0182,104.5953,,,,,,,
58000,,,,,,-6.0489,-134.4685,149.6224,-6.0489,16.1227,610.0078,5.4283
58351,,,367,607.4681,104.5406,,,,,,,
58500,,,,,,-6.1591,-132.5427,193.0437,-6.1591,13.4248,439.7966,3.1258
58588,,,237,476.6635,101.7775,,,,,,,
58799,,,211,423.1176,100.5702,,,,,,,
59000,,,,,,-6.2094,-131.9076,171.4,-6.2094,10.7466,538.2419,3.2469
59014,,,215,132.7932,103.6701,,,,,,,
59296,,,282,543.9605,103.9965,,,,,,,
59500,,,,,,-6.4257,-136.6424,153.0075,-6.4257,12.3713,731.2954,2.9779
59531,,,235,498.5897,101.009,,,,,,,
59813,,,282,536.3686,100.8086,,,,,,,
59942,,,129,216.1616,100.7715,,,,,,,
59971,,,29,9.0815,100.8311,,,,,,,
60000,,,,,,-6.3143,-134.7083,143.6982,-6.3143,12.1053,424.9428,3.8288
60000,444.7787,211.5,,,,,,,,,,
60239,,,268,514.1735,83.3835,,,,,,,
60429,,,190,338.0895,100.6287,,,,,,,
60447,,,18,-0.7415,100.4657,,,,,,,
60500,,,,,,-6.7348,-137.2016,185.1109,-6.7348,10.2664,454.6997,3.6028
60583,,,136,189.5642,100.6796,,,,,,,
60596,,,13,-4.0832,101.1011,,,,,,,
60619,,,23,1.062,100.3586,,,,,,,
60738,,,119,171.4022,100.7183,,,,,,,
60957,,,219,372.6968,100.5085,,,,,,,
61000,,,,,,-6.5554,-132.6046,176.8042,-6.5554,11.3924,539.6611,3.0264
61301,,,344,510.7705,103.6549,,,,,,,
61314,,,13,-4.5471,103.7779,,,,,,,
61453,,,139,334.6052,104.4814,,,,,,,
61500,,,,,,-6.6446,-134.2211,140.1485,-6.6446,13.3988,732.6876,4.1358
61570,,,117,203.6968,104.4341,,,,,,,
61609,,,39,19.5719,103.8046,,,,,,,
61750,,,141,236.0743,103.9631,,,,,,,
61891,,,141,324.529,104.4284,,,,,,,
62000,,,,,,-6.0374,-133.4641,179.5312,-6.0374,12.9026,538.4918,3.1486
62011,,,120,224.8124,104.1466,,,,,,,
62228,,,217,197.8385,103.1857,,,,,,,
62244,,,16,-3.6868,104.3864,,,,,,,
62483,,,239,487.0652,102.8549,,,,,,,
62500,,,,,,-6.1462,-134.5616,160.6125,-6.1462,11.9967,600.5939,4.0476
62526,,,43,27.4929,100.7131,,,,,,,
62580,,,54,33.1107,100.9505,,,,,,,
62725,,,145,300.3069,100.7557,,,,,,,
62831,,,106,170.3164,100.3156,,,,,,,
62844,,,13,-4.2593,100.7786,,,,,,,
62910,,,66,57.4639,100.8005,,,,,,,
63000,,,,,,-6.4428,-137.889,150.1534,-6.4428,13.8521,447.3596,6.3225
63186,,,276,508.6103,100.7521,,,,,,,
63203,,,17,-4.7705,101.1114,,,,,,,
63428,,,225,480.7068,100.7203,,,,,,,
63459,,,31,4.0331,100.6685,,,,,,,
63475,,,16,-2.092,100.3886,,,,,,,
63500,,,,,,-6.3451,-138.2264,199.6432,-6.3451,17.2688,802.1732,6.6724
63765,,,290,523.0798,100.7135,,,,,,,
64000,,,,,,-6.5715,-138.3901,156.5873,-6.5715,14.0111,631.7773,3.4763
64247,,,482,973.3358,100.4135,,,,,,,
64478,,,231,474.1642,100.7814,,,,,,,
64487,,,9,-5.2717,100.6188,,,,,,,
64500,,,,,,-6.5276,-137.1276,148.6242,-6.5276,16.0054,815.351,3.2266
64736,,,249,448.7323,100.4597,,,,,,,
65000,,,,,,-7.2111,-139.2153,178.8663,-7.2111,11.7791,259.6121,4.384
65000,471.738,282.6,,,,,,,,,,
65323,,,587,637.2897,89.4065,,,,,,,
65338,,,15,-4.6244,100.9644,,,,,,,
65500,,,,,,-6.4905,-140.4844,148.2631,-6.4905,12.1805,511.681,3.8949
65769,,,431,414.4979,102.8104,,,,,,,
66000,,,,,,-6.6237,-140.2535,139.7639,-6.6237,14.3668,444.3277,4.3179
66500,,,,,,-6.9472,-140.7364,153.4426,-6.9472,13.6934,592.9799,2.9026
66769,,,1000,1468.254,100.461,,,,,,,
66974,,,205,459.934,100.6256,,,,,,,
67000,,,,,,-6.5614,-141.9954,217.6646,-6.5614,16.2866,395.7613,3.5298
67084,,,110,96.5022,100.4985,,,,,,,
67499,,,415,607.1455,100.7952,,,,,,,
67500,,,,,,-6.514,-139.5633,223.8717,-6.514,13.3341,441.2018,3.3687
67958,,,459,971.6591,103.739,,,,,,,
68000,,,,,,-7.1269,-140.9025,179.752,-7.1269,42.6231,394.3535,3.6139
68500,,,,,,-7.1374,-142.7462,144.936,-7.1374,28.3392,1206.9075,3.3335
68571,,,613,1169.0089,100.7361,,,,,,,
68790,,,219,444.1937,102.3355,,,,,,,
69000,,,,,,-6.9498,-143.7985,129.2167,-6.9498,11.594,443.6474,3.6764
69255,,,465,785.679,100.4511,,,,,,,
69454,,,199,453.17,100.3656,,,,,,,
69500,,,,,,-6.9928,-144.906,171.67,-6.9928,16.4221,602.7017,3.657
69622,,,168,371.3853,100.4197,,,,,,,
69934,,,312,635.3903,100.9642,,,,,,,
70000,,,,,,-7.012,-142.5387,171.1344,-7.012,12.1565,436.235,4.8582
70000,539.3285,239.0,,,,,,,,,,
70120,,,186,457.0837,75.6991,,,,,,,
70278,,,158,366.1733,100.8814,,,,,,,
70500,,,,,,-7.1479,-146.9012,206.16,-7.1479,11.2034,578.2286,4.3886
70661,,,383,821.2196,101.8066,,,,,,,
70834,,,173,421.6578,100.6153,,,,,,,
71000,,,,,,-6.9114,-142.8356,152.166,-6.9114,13.2782,714.1731,3.6462
71151,,,317,630.9681,100.8254,,,,,,,
71323,,,172,445.8752,104.2806,,,,,,,
71500,,,,,,-6.6075,-146.7829,204.3178,-6.6075,12.0956,437.8099,3.5702
71507,,,184,378.9898,104.234,,,,,,,
71672,,,165,445.5074,104.3889,,,,,,,
72000,,,,,,-7.0623,-144.5615,168.4207,-7.0623,12.3046,258.5237,3.6895
72004,,,332,660.1786,104.175,,,,,,,
72202,,,198,504.9044,104.0859,,,,,,,
72399,,,197,519.4886,100.4512,,,,,,,
72500,,,,,,-6.9818,-147.4919,185.4023,-6.9818,14.954,706.1492,4.3577
72552,,,153,401.5249,102.0759,,,,,,,
72741,,,189,482.6761,103.7174,,,,,,,
73000,,,,,,-7.1619,-147.4717,168.3148,-7.1619,14.2544,623.7598,3.7419
73107,,,366,623.9994,100.5973,,,,,,,
73500,,,,,,-7.3929,-148.7991,164.5214,-7.3929,13.9861,632.1022,3.3552
73519,,,412,868.1898,100.5245,,,,,,,
73836,,,317,759.5491,100.3745,,,,,,,
74000,,,,,,-7.161,-149.9562,158.3336,-7.161,13.2622,540.2542,3.529
74072,,,236,434.4302,100.6437,,,,,,,
74273,,,201,493.4655,100.6111,,,,,,,
74500,,,,,,-7.3267,-150.5974,190.5404,-7.3267,26.7973,720.4839,4.2192
74525,,,252,494.2425,100.4739,,,,,,,
74765,,,240,475.8375,100.4875,,,,,,,
75000,,,,,,-7.3725,-149.9042,153.3004,-7.3725,22.6868,731.9865,4.5206
75000,546.6871,280.5,,,,,,,,,,
75030,,,265,544.6459,78.7806,,,,,,,
75244,,,214,479.7264,100.6168,,,,,,,
75500,,,,,,-7.149,-151.0893,167.1699,-7.149,15.813,770.9845,4.0308
75729,,,485,887.7124,100.6025,,,,,,,
76000,,,,,,-7.1669,-150.1246,238.1062,-7.1669,15.5602,1342.647,4.6158
76138,,,409,939.8441,100.5454,,,,,,,
76150,,,12,-6.141,100.1611,,,,,,,
76412,,,262,586.7749,100.3882,,,,,,,
76439,,,27,2.9312,100.5384,,,,,,,
76500,,,,,,-7.2556,-150.2556,249.7469,-7.2556,15.2643,779.6447,3.7154
76717,,,278,585.9421,100.453,,,,,,,
76929,,,212,504.7408,100.439,,,,,,,
77000,,,,,,-7.1877,-151.8349,202.5078,-7.1877,10.7554,363.4669,2.8205
77136,,,207,376.4864,100.6339,,,,,,,
77500,,,,,,-7.4872,-150.4113,166.6021,-7.4872,11.457,605.1398,2.7504
77502,,,366,675.3886,101.8999,,,,,,,
77831,,,329,756.8422,101.4606,,,,,,,
78000,,,,,,-7.3165,-153.7076,248.3513,-7.3165,13.016,614.5236,4.0156
78024,,,193,524.1322,100.2614,,,,,,,
78048,,,24,0.2688,101.077,,,,,,,
78067,,,19,-5.1661,100.6554,,,,,,,
78343,,,276,620.1803,100.2823,,,,,,,
78500,,,,,,-7.3482,-154.5447,179.0376,-7.3482,12.1051,430.4452,5.6408
78546,,,203,503.9567,103.2978,,,,,,,
78822,,,276,591.8584,100.7776,,,,,,,
79000,,,,,,-7.7806,-154.2458,154.7795,-7.7806,12.4236,537.7753,5.1354
79050,,,228,618.0497,98.7558,,,,,,,
79252,,,202,467.0473,100.5441,,,,,,,
79430,,,178,463.2221,100.658,,,,,,,
79500,,,,,,-7.8147,-155.6371,214.3096,-7.8147,13.9441,504.0647,3.7777
79629,,,199,518.6623,100.3875,,,,,,,
79894,,,265,618.8032,100.5173,,,,,,,
80000,,,,,,-7.9043,-155.8524,162.9759,-7.9043,27.157,1178.0114,4.5084
80000,501.7443,218.9,,,,,,,,,,
80100,,,206,481.7064,79.1645,,,,,,,
80316,,,216,491.0387,104.0616,,,,,,,
80341,,,25,0.1685,104.1952,,,,,,,
80386,,,45,24.4326,103.8419,,,,,,,
80411,,,25,-0.2131,103.6593,,,,,,,
80500,,,,,,-7.8567,-156.1915,154.4763,-7.8567,13.6824,593.1557,4.0359
80500,,,89,173.1638,104.0053,,,,,,,
80522,,,22,-0.8626,104.1219,,,,,,,
80704,,,182,508.2616,103.1713,,,,,,,
80931,,,227,492.7576,100.4282,,,,,,,
81000,,,,,,-7.6806,-157.6162,229.1451,-7.6806,15.3881,584.4889,4.0797
81198,,,267,577.2058,100.5857,,,,,,,
81423,,,225,521.2387,103.827,,,,,,,
81500,,,,,,-7.4955,-157.7515,200.9968,-7.4955,23.6463,721.0381,4.2511
81595,,,172,450.8943,104.2612,,,,,,,
81826,,,231,544.7562,104.2992,,,,,,,
82000,,,,,,-7.5914,-156.4218,208.9226,-7.5914,12.7835,628.8636,4.1755
82063,,,237,470.7466,104.1629,,,,,,,
82308,,,245,553.4664,104.1781,,,,,,,
82500,,,,,,-7.7723,-160.5655,194.056,-7.7723,22.5204,1147.2903,2.5868
82606,,,298,676.6825,104.2202,,,,,,,
83000,,,,,,-7.6836,-155.584,235.4998,-7.6836,13.2103,593.4166,4.6758
83076,,,470,1045.3936,104.0619,,,,,,,
83443,,,367,804.0327,103.9389,,,,,,,
83500,,,,,,-7.9777,-159.4757,152.2975,-7.9777,12.3605,398.5742,3.2045
83620,,,177,461.1701,102.0611,,,,,,,
83944,,,324,736.5971,100.3156,,,,,,,
84000,,,,,,-7.782,-158.6543,212.365,-7.782,15.0028,553.1457,4.6206
84140,,,196,349.9182,100.4942,,,,,,,
84167,,,27,2.3881,100.6971,,,,,,,
84260,,,93,118.2,100.3975,,,,,,,
84465,,,205,475.271,100.4336,,,,,,,
84500,,,,,,-7.9105,-159.6137,156.1329,-7.9105,12.5918,432.5259,3.6953
84657,,,192,428.2153,100.1439,,,,,,,
84989,,,332,691.9747,100.433,,,,,,,
85000,,,,,,-8.007,-160.2646,207.1183,-8.007,13.5309,815.2331,3.3974
85000,589.6607,264.5,,,,,,,,,,
85178,,,189,517.252,73.9406,,,,,,,
85428,,,250,608.0234,100.328,,,,,,,
85500,,,,,,-7.9903,-158.2183,192.777,-7.9903,12.148,286.3123,3.3518
85698,,,270,673.9678,100.4347,,,,,,,
85881,,,183,488.3251,100.1697,,,,,,,
86000,,,,,,-7.8117,-159.6347,182.6481,-7.8117,13.353,306.0436,3.7945
86064,,,183,461.8498,100.105,,,,,,,
86243,,,179,489.7843,99.8736,,,,,,,
86439,,,196,504.8274,100.4844,,,,,,,
86500,,,,,,-7.7612,-161.8295,182.0487,-7.7612,10.5741,494.575,3.994
86662,,,223,565.4757,100.368,,,,,,,
86880,,,218,466.339,103.451,,,,,,,
87000,,,,,,-8.3523,-162.7337,220.7796,-8.3523,16.4785,1178.166,3.4731
87134,,,254,440.9741,103.0585,,,,,,,
87331,,,197,481.1203,100.6438,,,,,,,
87500,,,,,,-8.0928,-164.9605,204.432,-8.0928,14.7867,610.5347,3.7702
87511,,,180,454.8052,100.3545,,,,,,,
87732,,,221,527.2757,100.5662,,,,,,,
87910,,,178,409.8943,100.5826,,,,,,,
88000,,,,,,-7.7411,-161.5027,251.7861,-7.7411,12.0557,591.5998,5.2943
88092,,,182,434.2169,100.4201,,,,,,,
88322,,,230,466.6448,100.6666,,,,,,,
88500,,,,,,-8.0771,-163.1505,218.6844,-8.0771,12.7024,607.8712,3.1591
88569,,,247,563.4088,100.5136,,,,,,,
88768,,,199,525.7348,100.3806,,,,,,,
89000,,,,,,-8.3072,-163.3886,229.374,-8.3072,11.1315,697.4958,2.5369
89004,,,236,565.6131,100.2958,,,,,,,
89178,,,174,429.7002,100.7823,,,,,,,
89355,,,177,473.8418,104.3265,,,,,,,
89500,,,,,,-8.1457,-163.8925,175.1672,-8.1457,13.2085,526.1893,4.4469
89513,,,158,428.59,104.1708,,,,,,,
89743,,,230,446.1907,104.2693,,,,,,,
89933,,,190,488.8281,104.1788,,,,,,,
90000,,,,,,-8.2584,-165.5429,269.3105,-8.2584,11.0324,397.5525,6.0028
90000,487.0319,229.0,,,,,,,,,,
90188,,,255,528.9904,82.5998,,,,,,,
90461,,,273,573.5376,101.2649,,,,,,,
90500,,,,,,-8.5302,-165.7957,163.8011,-8.5302,12.7526,418.609,4.8359
90630,,,169,478.1871,104.2487,,,,,,,
90812,,,182,531.7397,104.1508,,,,,,,
91000,,,,,,-8.3594,-167.8648,294.8651,-8.3594,10.6587,460.422,4.1655
91034,,,222,450.1952,104.2383,,,,,,,
91136,,,102,193.0338,104.3628,,,,,,,
91267,,,131,237.3837,104.0934,,,,,,,
91385,,,118,168.5473,104.0835,,,,,,,
91500,,,,,,-8.3225,-164.526,171.9749,-8.3225,12.8379,514.6993,5.0172
91620,,,235,447.9207,102.6774,,,,,,,
91832,,,212,503.3184,102.6336,,,,,,,
92000,,,,,,-8.1571,-166.1791,232.4909,-8.1571,14.5546,492.3773,4.8452
92022,,,190,387.4397,100.6929,,,,,,,
92247,,,225,519.1018,100.6592,,,,,,,
92459,,,212,453.3543,101.2595,,,,,,,
92500,,,,,,-8.388,-168.0648,237.2096,-8.388,13.1604,672.8777,3.737
92689,,,230,498.157,103.9868,,,,,,,
92921,,,232,525.9608,103.6753,,,,,,,
93000,,,,,,-8.6485,-166.3316,169.3042,-8.6485,11.2121,448.1546,3.2633
93161,,,240,515.9692,101.0127,,,,,,,
93357,,,196,461.6094,100.4484,,,,,,,
93366,,,9,-4.5723,100.445,,,,,,,
93500,,,,,,-8.4041,-166.9133,261.2212,-8.4041,13.2108,702.5801,4.4024
93518,,,152,214.6527,100.2621,,,,,,,
93624,,,106,212.4477,100.5761,,,,,,,
93723,,,99,176.6965,100.5069,,,,,,,
93732,,,9,-4.1865,100.5247,,,,,,,
93931,,,199,451.4821,100.4851,,,,,,,
94000,,,,,,-8.3589,-166.9308,226.4198,-8.3589,12.73,447.63,3.1132
94035,,,104,158.3521,100.5335,,,,,,,
94242,,,207,466.6833,100.2714,,,,,,,
94443,,,201,456.1163,100.374,,,,,,,
94500,,,,,,-8.1524,-169.2903,232.0262,-8.1524,11.4985,398.1719,3.4086
94631,,,188,451.5007,101.1649,,,,,,,
94840,,,209,427.5124,98.5782,,,,,,,
94863,,,23,-2.954,100.2146,,,,,,,
95000,,,,,,-8.2784,-167.5485,187.8111,-8.2784,16.5946,850.2115,3.9748
95000,510.5722,203.3,,,,,,,,,,
95090,,,227,519.0209,81.8814,,,,,,,
95241,,,151,387.0006,100.6645,,,,,,,
95352,,,111,203.6651,100.6989,,,,,,,
95370,,,18,-3.9439,98.9425,,,,,,,
95500,,,,,,-8.3892,-169.8254,292.3786,-8.3892,13.5945,607.5201,4.0107
95587,,,217,569.8774,100.5453,,,,,,,
95784,,,197,384.5085,100.5258,,,,,,,
95951,,,167,461.8231,102.0247,,,,,,,
96000,,,,,,-8.284,-174.3274,197.7852,-8.284,17.937,881.7745,3.8514
96122,,,171,429.4973,102.9527,,,,,,,
96288,,,166,497.0509,100.9236,,,,,,,
96447,,,159,437.82,100.419,,,,,,,
96500,,,,,,-8.2906,-171.85,225.3513,-8.2906,11.2962,353.7519,5.4315
96663,,,216,562.1131,102.481,,,,,,,
96829,,,166,352.3483,104.1669,,,,,,,
97000,,,,,,-8.6431,-175.4464,230.9247,-8.6431,13.6594,648.4795,5.6194
97017,,,188,472.4786,103.9939,,,,,,,
97185,,,168,439.4918,104.2148,,,,,,,
97371,,,186,522.5476,104.0603,,,,,,,
97500,,,,,,-8.4796,-170.2466,208.981,-8.4796,15.0679,697.4062,4.1037
97509,,,138,335.4985,104.1269,,,,,,,
97679,,,170,505.244,104.1277,,,,,,,
97855,,,176,482.8421,101.7971,,,,,,,
98000,,,,,,-8.3191,-166.2949,222.1838,-8.3191,13.5586,432.1326,3.6388
98032,,,177,495.7046,100.4764,,,,,,,
98040,,,8,-3.9774,100.0248,,,,,,,
98223,,,183,473.4927,100.587,,,,,,,
98441,,,218,543.0647,100.3067,,,,,,,
98500,,,,,,-8.4288,-172.8195,317.7488,-8.4288,13.1311,489.6497,3.4357
98653,,,212,549.0734,103.6657,,,,,,,
98862,,,209,536.7301,103.1478,,,,,,,
99000,,,,,,-8.5,-171.507,316.6573,-8.5,13.953,616.3231,4.2969
99038,,,176,413.5233,100.6443,,,,,,,
99085,,,47,22.2999,101.9943,,,,,,,
99115,,,30,7.3204,104.1122,,,,,,,
99148,,,33,8.8305,104.1978,,,,,,,
99318,,,170,510.0343,104.113,,,,,,,
99500,,,,,,-8.0754,-173.5517,361.8305,-8.0754,13.538,597.3735,4.1538
99529,,,211,485.2951,103.4113,,,,,,,
99690,,,161,398.6096,100.7173,,,,,,,
99872,,,182,453.8905,100.6744,,,,,,,
100000,,,,,,-8.7597,-175.9372,288.8376,-8.7597,14.3807,518.5112,3.2423
100000,568.3804,237.5,,,,,,,,,,
100056,,,184,485.0627,67.919,,,,,,,
100087,,,31,7.9325,99.6395,,,,,,,
100320,,,233,548.0575,103.1371,,,,,,,
100457,,,137,106.5283,103.8402,,,,,,,
100500,,,,,,-8.9466,-178.6745,263.3662,-8.9466,11.8239,383.1062,4.3137
100627,,,170,451.3507,100.7892,,,,,,,
100662,,,35,11.9161,100.6864,,,,,,,
100888,,,226,523.6548,100.3073,,,,,,,
101000,,,,,,-8.9091,-178.6685,224.6326,-8.9091,15.3731,747.7342,3.8366
101073,,,185,388.9342,100.4024,,,,,,,
101275,,,202,501.7094,100.6045,,,,,,,
101500,,,,,,-8.7888,-179.9414,260.6807,-8.7888,18.3618,746.059,5.7233
101507,,,232,556.4999,100.2598,,,,,,,
101736,,,229,521.9658,100.514,,,,,,,
101935,,,199,467.5684,100.6148,,,,,,,
102000,,,,,,-8.9446,-183.1089,193.3812,-8.9446,23.5341,783.766,3.9311
102113,,,178,397.5691,102.2044,,,,,,,
102304,,,191,386.4013,99.8514,,,,,,,
102421,,,117,87.9102,100.252,,,,,,,
102500,,,,,,-8.7538,-181.1875,204.996,-8.7538,19.0153,953.1236,5.8964
102588,,,167,401.4064,100.4708,,,,,,,
102599,,,11,-7.018,100.8429,,,,,,,
102775,,,176,445.4036,100.782,,,,,,,
102840,,,65,65.3278,100.3857,,,,,,,
103000,,,,,,-9.0301,-188.324,263.987,-9.0301,13.5066,495.1837,3.6086
103024,,,184,451.5901,100.6232,,,,,,,
103199,,,175,436.1877,100.3567,,,,,,,
103390,,,191,461.7216,101.4299,,,,,,,
103500,,,,,,-9.035,-186.8842,261.8458,-9.035,16.8022,683.2842,4.3831
103582,,,192,442.0439,103.8006,,,,,,,
103756,,,174,435.0248,100.8133,,,,,,,
103946,,,190,524.4016,100.404,,,,,,,
104000,,,,,,-8.7735,-186.7279,218.4569,-8.7735,20.1933,707.8677,4.8687
104169,,,223,546.7549,101.0687,,,,,,,
104350,,,181,483.7476,100.6103,,,,,,,
104500,,,,,,-9.0466,-189.4597,156.8532,-9.0466,12.6722,432.1835,4.088
104512,,,162,421.8999,100.5923,,,,,,,
104694,,,182,499.4756,100.201,,,,,,,
104858,,,164,422.7627,102.4563,,,,,,,
105000,,,,,,-9.3128,-191.2371,203.2334,-9.3128,13.9209,408.9231,5.1276
105000,429.1804,169.1,,,,,,,,,,
105016,,,158,435.5567,70.0324,,,,,,,
105211,,,195,515.8121,100.6245,,,,,,,
105370,,,159,329.0512,100.4268,,,,,,,
105500,,,,,,-8.943,-192.3488,270.0034,-8.943,19.5008,706.6504,5.3372
105511,,,141,331.5604,100.1512,,,,,,,
105670,,,159,381.7291,100.5228,,,,,,,
105882,,,212,490.1223,100.8155,,,,,,,
106000,,,,,,-9.14,-190.2999,268.1954,-9.14,13.5061,366.7284,4.3904
106038,,,156,379.501,103.5667,,,,,,,
106220,,,182,404.4347,104.1439,,,,,,,
106446,,,226,501.9946,104.149,,,,,,,
106500,,,,,,-9.3876,-191.2633,215.1619,-9.3876,17.9584,378.6913,4.5173
106653,,,207,516.7143,103.4582,,,,,,,
106819,,,166,422.0119,100.4246,,,,,,,
107000,,,,,,-9.2789,-195.3806,189.957,-9.2789,13.7462,488.3399,4.4663
107028,,,209,582.8087,100.2454,,,,,,,
107500,,,,,,-9.2677,-195.2049,272.3877,-9.2677,12.5843,363.1587,3.5512
108000,,,,,,-9.403,-195.1968,207.6689,-9.403,16.6656,577.9574,4.6385
108028,,,1000,987.4361,100.4075,,,,,,,
108235,,,207,415.0502,100.694,,,,,,,
108500,,,,,,-8.9055,-197.2717,365.5236,-8.9055,15.5773,721.1602,4.047
108503,,,268,527.0799,100.3127,,,,,,,
109000,,,,,,-8.9724,-195.1144,410.8644,-8.9724,15.335,518.0025,3.7525
109500,,,,,,-9.212,-192.7241,181.4017,-9.212,13.2249,569.6699,4.3358
109503,,,1000,958.6792,101.0365,,,,,,,
110000,,,,,,-9.1683,-204.2146,310.3958,-9.1683,18.6396,882.7657,4.3655
110000,919.0341,925.1,,,,,,,,,,
110500,,,,,,-9.5951,-197.1436,251.7165,-9.5951,14.4168,595.9301,3.8764
110503,,,1000,962.7824,79.8849,,,,,,,
111000,,,,,,-9.4629,-198.9079,215.9568,-9.4629,14.1883,561.6945,3.9523
111500,,,,,,-9.4262,-201.2747,424.5628,-9.4262,13.9315,495.995,5.2204
111503,,,1000,925.8664,100.2691,,,,,,,
112000,,,,,,-9.858,-204.4551,238.502,-9.858,13.3897,732.4252,6.2344
