env_steps,return,length,train/length,train/return,FPS,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
27740,,,8,6.1352,83.7326,,,,,,,
27773,,,33,41.9094,83.5556,,,,,,,
27800,,,27,31.5979,83.5217,,,,,,,
28000,,,,,,-251.8013,16.7084,0.0002,-0.0071,198.4083,3666.2305,6.7046
28006,,,206,542.7726,88.3907,,,,,,,
28045,,,39,54.5377,89.327,,,,,,,
28057,,,12,10.063,89.2907,,,,,,,
28266,,,209,590.8272,85.9969,,,,,,,
28281,,,15,15.2204,83.5605,,,,,,,
28290,,,9,6.4684,85.4227,,,,,,,
28442,,,152,458.5578,86.3979,,,,,,,
28454,,,12,10.5875,83.4939,,,,,,,
28500,,,,,,-246.1525,22.3686,0.0005,-0.0146,339.9738,14397.127,9.8113
28531,,,77,120.741,83.1839,,,,,,,
28633,,,102,123.7452,83.3205,,,,,,,
28658,,,25,27.6749,83.2661,,,,,,,
28810,,,152,318.4455,83.2764,,,,,,,
28819,,,9,6.7342,83.6489,,,,,,,
28836,,,17,16.5478,82.9661,,,,,,,
28892,,,56,67.9481,83.2738,,,,,,,
28911,,,19,20.6143,83.3842,,,,,,,
28926,,,15,14.266,83.0731,,,,,,,
29000,,,,,,-240.0558,32.5885,0.0004,-0.0145,145.8503,3274.8315,17.8314
29133,,,207,485.5679,83.2755,,,,,,,
29253,,,120,121.08,83.2129,,,,,,,
29264,,,11,8.8079,83.4327,,,,,,,
29297,,,33,41.7725,82.6457,,,,,,,
29308,,,11,9.1249,83.5419,,,,,,,
29320,,,12,10.2797,83.4257,,,,,,,
29332,,,12,10.6239,82.8775,,,,,,,
29355,,,23,24.954,82.4894,,,,,,,
29366,,,11,9.3188,83.8175,,,,,,,
29376,,,10,9.2364,83.8829,,,,,,,
29385,,,9,7.5412,82.8817,,,,,,,
29397,,,12,10.0347,81.1904,,,,,,,
29463,,,66,62.8743,83.5907,,,,,,,
29477,,,14,13.2843,83.4214,,,,,,,
29490,,,13,12.1605,83.1114,,,,,,,
29500,,,,,,-248.7185,21.7712,0.0007,-0.0133,103.8626,2424.3909,10.4805
29587,,,97,115.827,83.155,,,,,,,
29611,,,24,27.2528,83.2857,,,,,,,
29619,,,8,5.8528,83.4727,,,,,,,
29627,,,8,6.5024,81.2222,,,,,,,
29715,,,88,102.4196,83.377,,,,,,,
29726,,,11,9.8713,83.8716,,,,,,,
29737,,,11,8.7455,81.82,,,,,,,
29935,,,198,325.8736,83.3379,,,,,,,
29945,,,10,7.5266,83.6552,,,,,,,
30000,,,,,,-247.037,23.7466,0.0005,-0.0156,55.8929,1951.2548,4.8839
30000,1000.4966,1000.0,,,,,,,,,,
30032,,,87,121.3359,29.3017,,,,,,,
30261,,,229,323.2167,84.6804,,,,,,,
30270,,,9,7.0357,80.7586,,,,,,,
30281,,,11,10.1498,83.2957,,,,,,,
30376,,,95,114.879,83.7564,,,,,,,
30487,,,111,142.5396,88.0646,,,,,,,
30500,,,,,,-243.577,21.2428,0.0004,-0.0124,101.1311,4539.6875,4.8909
30568,,,81,130.3022,90.1134,,,,,,,
30622,,,54,81.5021,90.0649,,,,,,,
30632,,,10,8.4851,90.4941,,,,,,,
30641,,,9,6.5808,90.2946,,,,,,,
30653,,,12,10.7585,89.7997,,,,,,,
30706,,,53,87.4592,88.2399,,,,,,,
30825,,,119,271.7248,82.9081,,,,,,,
30998,,,173,531.3556,83.6532,,,,,,,
31000,,,,,,-248.4625,4.5596,0.0004,-0.0126,143.1896,5394.5913,7.6615
31111,,,113,251.3688,83.9092,,,,,,,
31224,,,113,287.6314,83.4479,,,,,,,
31364,,,140,404.7299,83.3048,,,,,,,
31500,,,,,,-239.8632,7.4005,0.0004,-0.013,188.2604,8687.8203,9.2258
31514,,,150,427.4798,82.7029,,,,,,,
31661,,,147,432.8134,83.5775,,,,,,,
31722,,,61,107.5418,83.0857,,,,,,,
31737,,,15,15.0021,83.0258,,,,,,,
31801,,,64,114.0492,83.2732,,,,,,,
31991,,,190,419.0718,83.3402,,,,,,,
32000,,,,,,-242.9733,14.3558,0.0003,-0.0126,165.9528,6866.0083,7.2271
32125,,,134,104.9474,83.1414,,,,,,,
32179,,,54,36.2462,83.5409,,,,,,,
32355,,,176,508.3165,83.353,,,,,,,
32500,,,,,,-243.4159,16.4792,0.0003,-0.0109,184.9929,6051.8135,8.5265
32534,,,179,462.4,83.7869,,,,,,,
32624,,,90,64.255,83.128,,,,,,,
32693,,,69,42.7153,83.2916,,,,,,,
32795,,,102,72.5562,83.7659,,,,,,,
32864,,,69,40.3603,83.6427,,,,,,,
32953,,,89,60.1007,83.6002,,,,,,,
33000,,,,,,-245.8549,13.3171,0.0004,-0.0122,158.8877,2352.0134,8.7236
33047,,,94,65.4831,83.5146,,,,,,,
33143,,,96,65.5983,89.0882,,,,,,,
33238,,,95,68.7409,88.6273,,,,,,,
33397,,,159,347.7759,82.7742,,,,,,,
33472,,,75,49.2845,83.4065,,,,,,,
33500,,,,,,-241.3278,17.5835,0.0005,-0.0154,136.2502,7450.5161,6.6292
33911,,,439,405.3179,83.5567,,,,,,,
34000,,,,,,-242.5573,10.7152,0.0006,-0.0127,93.617,4060.9426,5.7053
34145,,,234,618.6802,83.3101,,,,,,,
34385,,,240,211.3348,83.5558,,,,,,,
34500,,,,,,-239.0508,13.5443,0.0008,-0.0192,170.0187,5212.377,6.3828
34995,,,610,580.1522,83.4771,,,,,,,
35000,,,,,,-239.1404,11.5729,0.0005,-0.0154,88.0397,2399.3313,11.7168
35000,976.5612,1000.0,,,,,,,,,,
35310,,,315,710.1823,56.2132,,,,,,,
35493,,,183,393.0215,90.3532,,,,,,,
35500,,,,,,-240.1152,7.9666,0.0004,-0.0126,210.5106,7887.605,5.2349
35746,,,253,569.5102,90.3501,,,,,,,
35969,,,223,536.0294,86.3045,,,,,,,
36000,,,,,,-239.0784,9.4748,0.0002,-0.0101,202.5345,9304.1377,9.2314
36171,,,202,468.8015,90.3691,,,,,,,
36394,,,223,573.3232,86.1493,,,,,,,
36500,,,,,,-238.9848,20.2452,0.0004,-0.0108,159.4694,4237.1167,5.8259
36596,,,202,505.6146,86.5022,,,,,,,
36777,,,181,520.6258,86.8377,,,,,,,
36979,,,202,530.2503,87.307,,,,,,,
37000,,,,,,-238.5463,10.927,0.0004,-0.0107,168.0561,5475.6831,7.0237
37146,,,167,456.5248,89.5709,,,,,,,
37170,,,24,25.5178,90.3685,,,,,,,
37186,,,16,14.5057,89.7212,,,,,,,
37227,,,41,58.082,89.5131,,,,,,,
37265,,,38,53.1905,90.2804,,,,,,,
37305,,,40,57.795,90.3004,,,,,,,
37347,,,42,61.5385,90.2296,,,,,,,
37391,,,44,65.8642,90.3167,,,,,,,
37408,,,17,16.4368,90.007,,,,,,,
37457,,,49,75.3841,90.0611,,,,,,,
37497,,,40,57.6035,90.3616,,,,,,,
37500,,,,,,-234.8456,15.6415,0.0005,-0.0153,201.0697,11498.5088,6.8161
37770,,,273,805.3531,90.3048,,,,,,,
37804,,,34,47.1836,90.1331,,,,,,,
37842,,,38,54.6019,90.2637,,,,,,,
38000,,,,,,-241.3447,17.7806,0.0006,-0.0101,134.4056,5926.9819,4.997
38064,,,222,513.7588,86.8208,,,,,,,
38073,,,9,6.5849,83.0356,,,,,,,
38111,,,38,55.9604,88.0758,,,,,,,
38158,,,47,69.3902,90.0737,,,,,,,
38195,,,37,51.4616,89.9985,,,,,,,
38452,,,257,657.2922,90.0851,,,,,,,
38462,,,10,7.5765,90.1319,,,,,,,
38470,,,8,6.205,89.9785,,,,,,,
38484,,,14,12.9943,87.3282,,,,,,,
38500,,,,,,-238.9461,24.3677,0.0004,-0.0142,173.2574,8542.3779,5.8189
38721,,,237,613.6361,89.4302,,,,,,,
38760,,,39,55.5314,89.9016,,,,,,,
38800,,,40,57.6694,89.3854,,,,,,,
38822,,,22,23.8293,83.332,,,,,,,
38831,,,9,6.8806,83.4728,,,,,,,
38842,,,11,8.636,82.9212,,,,,,,
38891,,,49,75.1107,82.8468,,,,,,,
39000,,,,,,-239.5461,18.5549,0.0003,-0.0117,137.6581,7787.7349,6.6372
39101,,,210,570.0466,83.3327,,,,,,,
39298,,,197,548.8453,83.2995,,,,,,,
39348,,,50,77.6962,83.5959,,,,,,,
39360,,,12,10.3127,83.9754,,,,,,,
39393,,,33,45.105,83.5739,,,,,,,
39500,,,,,,-241.7011,14.3274,0.0003,-0.0102,227.3398,6650.0425,5.2547
39717,,,324,947.2195,88.5989,,,,,,,
39997,,,280,741.8934,89.8338,,,,,,,
40000,,,,,,-239.4686,11.2043,0.0004,-0.0109,154.0007,7283.7036,4.1302
40000,849.5793,289.9,,,,,,,,,,
40008,,,11,9.6037,16.3611,,,,,,,
40018,,,10,7.8065,83.7524,,,,,,,
40245,,,227,695.0597,83.6532,,,,,,,
40254,,,9,6.4592,83.4689,,,,,,,
40477,,,223,544.1583,83.6583,,,,,,,
40500,,,,,,-244.2023,6.8098,0.0006,-0.0175,127.2856,6779.1196,6.8138
40725,,,248,722.273,83.7425,,,,,,,
40738,,,13,10.8475,84.101,,,,,,,
40957,,,219,525.5599,83.7214,,,,,,,
41000,,,,,,-248.7785,15.085,0.0003,-0.0106,113.4289,2812.7266,5.2031
41187,,,230,750.4311,84.1802,,,,,,,
41237,,,50,76.3534,90.0769,,,,,,,
41245,,,8,5.7586,91.0052,,,,,,,
41266,,,21,22.271,90.1278,,,,,,,
41500,,,,,,-246.2722,15.3686,0.0003,-0.0103,604.0898,27556.7031,4.7612
41534,,,268,745.6476,90.3865,,,,,,,
41552,,,18,18.1381,90.2512,,,,,,,
41561,,,9,6.7858,90.2916,,,,,,,
41589,,,28,32.7581,90.1603,,,,,,,
41897,,,308,877.5075,90.4188,,,,,,,
41921,,,24,25.6609,90.429,,,,,,,
41930,,,9,6.1655,90.1962,,,,,,,
41938,,,8,5.5644,88.8348,,,,,,,
41977,,,39,52.7947,89.7269,,,,,,,
42000,,,,,,-245.9438,16.7546,0.0003,-0.012,117.1775,4120.4419,4.9953
42009,,,32,39.8593,90.1973,,,,,,,
42047,,,38,51.7713,90.1888,,,,,,,
42186,,,139,286.5842,90.2899,,,,,,,
42448,,,262,782.2276,90.474,,,,,,,
42457,,,9,6.6672,90.281,,,,,,,
42484,,,27,30.5161,90.3501,,,,,,,
42500,,,,,,-246.4203,16.7444,0.0003,-0.0127,154.9025,5551.1738,7.2779
42516,,,32,40.2349,89.5388,,,,,,,
42782,,,266,764.0813,90.4426,,,,,,,
43000,,,,,,-246.4351,20.0196,0.0003,-0.0123,65.0773,2082.3801,6.9626
43080,,,298,894.1647,87.503,,,,,,,
43122,,,42,59.4469,83.1637,,,,,,,
43142,,,20,20.3513,84.3152,,,,,,,
43500,,,,,,-245.5307,17.4657,0.0003,-0.0122,103.3499,4453.7178,5.5589
43535,,,393,1105.7134,84.1567,,,,,,,
43543,,,8,5.4957,90.3626,,,,,,,
43551,,,8,5.4017,90.3546,,,,,,,
43863,,,312,853.6273,87.4284,,,,,,,
43895,,,32,40.1622,83.6335,,,,,,,
43904,,,9,6.2473,83.9611,,,,,,,
44000,,,,,,-240.4095,10.3438,0.0003,-0.0103,71.6595,1801.2068,7.6937
44185,,,281,833.6923,83.5208,,,,,,,
44195,,,10,7.9009,90.9717,,,,,,,
44224,,,29,34.9446,90.1346,,,,,,,
44281,,,57,91.2224,90.4473,,,,,,,
44323,,,42,59.581,90.2218,,,,,,,
44352,,,29,34.6895,89.9165,,,,,,,
44367,,,15,13.9385,90.6019,,,,,,,
44376,,,9,6.3917,90.2756,,,,,,,
44404,,,28,33.2778,90.2218,,,,,,,
44500,,,,,,-244.1998,16.9965,0.0003,-0.0085,151.5858,3695.9844,5.9721
44796,,,392,1093.9392,90.4336,,,,,,,
44841,,,45,65.8332,90.3834,,,,,,,
45000,,,,,,-249.1278,29.2848,0.0003,-0.0115,220.6425,6761.7686,7.7002
45000,243.1623,127.0,,,,,,,,,,
45116,,,275,755.8544,83.6054,,,,,,,
45124,,,8,5.4827,90.0812,,,,,,,
45176,,,52,81.8351,90.2746,,,,,,,
45186,,,10,7.3842,90.1181,,,,,,,
45194,,,8,5.5906,90.243,,,,,,,
45202,,,8,5.8003,89.5628,,,,,,,
45211,,,9,6.7058,90.1469,,,,,,,
45220,,,9,6.621,90.1777,,,,,,,
45231,,,11,9.2223,90.0144,,,,,,,
45239,,,8,5.848,89.8949,,,,,,,
45250,,,11,8.7653,90.2195,,,,,,,
45274,,,24,25.9471,89.8334,,,,,,,
45285,,,11,9.5597,90.5586,,,,,,,
45321,,,36,47.4014,90.2623,,,,,,,
45332,,,11,8.6106,90.3867,,,,,,,
45341,,,9,6.6341,89.7788,,,,,,,
45353,,,12,9.9905,89.3113,,,,,,,
45500,,,,,,-243.5557,9.633,0.0005,-0.0153,60.2321,2842.0701,7.7508
45675,,,322,934.5392,87.5306,,,,,,,
45684,,,9,6.6752,83.745,,,,,,,
46000,,,,,,-245.9777,8.4587,0.0003,-0.0121,136.9889,5126.6792,3.7027
46030,,,346,1001.3146,83.7553,,,,,,,
46040,,,10,7.5621,83.1105,,,,,,,
46053,,,13,10.9709,83.6433,,,,,,,
46062,,,9,6.4246,83.3942,,,,,,,
46071,,,9,6.589,83.3679,,,,,,,
46451,,,380,915.3822,86.4742,,,,,,,
46459,,,8,5.6371,90.2607,,,,,,,
46500,,,,,,-244.4422,17.1225,0.0002,-0.01,88.3085,2923.3523,7.4588
47000,,,,,,-249.9796,14.7432,0.0001,-0.0067,142.3936,7488.7422,12.0045
47003,,,544,1493.0014,88.527,,,,,,,
47013,,,10,7.668,83.4834,,,,,,,
47024,,,11,8.7898,83.6556,,,,,,,
47039,,,15,13.4711,83.242,,,,,,,
47048,,,9,6.2778,83.6719,,,,,,,
47057,,,9,6.7346,83.792,,,,,,,
47065,,,8,6.1495,83.5074,,,,,,,
47100,,,35,45.2869,83.518,,,,,,,
47109,,,9,6.7943,83.5891,,,,,,,
47118,,,9,6.2404,83.1908,,,,,,,
47176,,,58,96.6381,83.3853,,,,,,,
47500,,,,,,-246.7639,29.1211,0.0003,-0.0104,124.9492,5913.7231,7.5908
47604,,,428,1205.9367,83.653,,,,,,,
47648,,,44,63.8611,83.7496,,,,,,,
47944,,,296,857.628,83.4812,,,,,,,
47965,,,21,21.8388,83.341,,,,,,,
48000,,,,,,-249.057,11.5596,0.0004,-0.0104,93.2076,3913.4622,3.3694
48009,,,44,64.1816,83.1953,,,,,,,
48040,,,31,38.0601,83.3751,,,,,,,
48058,,,18,17.9184,83.8341,,,,,,,
48079,,,21,21.5511,83.4211,,,,,,,
48116,,,37,48.7787,83.6568,,,,,,,
48127,,,11,8.7635,83.4167,,,,,,,
48136,,,9,7.252,83.1912,,,,,,,
48143,,,7,4.7855,82.9281,,,,,,,
48440,,,297,901.89,83.5882,,,,,,,
48500,,,,,,-250.1963,9.0072,0.0006,-0.0155,135.4537,5020.0161,3.3919
48655,,,215,507.2151,85.5981,,,,,,,
48665,,,10,7.8371,90.5023,,,,,,,
48675,,,10,8.0982,90.3836,,,,,,,
48684,,,9,6.8102,89.8732,,,,,,,
48694,,,10,7.8359,90.2395,,,,,,,
48735,,,41,58.462,89.9742,,,,,,,
48774,,,39,53.5897,90.2375,,,,,,,
48803,,,29,34.8742,90.1746,,,,,,,
48999,,,196,529.8102,89.4175,,,,,,,
49000,,,,,,-255.2004,14.1166,0.0003,-0.011,107.7096,3889.6082,6.7118
49012,,,13,11.2493,90.374,,,,,,,
49021,,,9,6.6605,89.9651,,,,,,,
49034,,,13,11.7038,89.8563,,,,,,,
49042,,,8,5.7755,90.0237,,,,,,,
49051,,,9,6.7087,89.9733,,,,,,,
49073,,,22,23.847,90.0372,,,,,,,
49089,,,16,15.0894,89.8599,,,,,,,
49109,,,20,19.999,89.8828,,,,,,,
49425,,,316,932.3687,87.727,,,,,,,
49447,,,22,23.5667,90.0758,,,,,,,
49500,,,,,,-254.2271,13.6128,0.0003,-0.0099,138.1995,3681.2634,6.0928
49633,,,186,498.0461,87.5407,,,,,,,
49834,,,201,603.1835,89.0379,,,,,,,
50000,,,,,,-253.9352,10.421,0.0002,-0.0094,102.7602,4096.6777,6.7822
50000,483.2138,213.5,,,,,,,,,,
50150,,,316,924.5279,76.0938,,,,,,,
50183,,,33,42.1369,83.4299,,,,,,,
50209,,,26,29.6171,83.3464,,,,,,,
50237,,,28,33.416,85.2986,,,,,,,
50247,,,10,7.3988,90.689,,,,,,,
50429,,,182,543.3792,90.2948,,,,,,,
50468,,,39,54.4209,90.1587,,,,,,,
50500,,,,,,-258.2349,5.6128,0.0006,-0.0109,109.542,6178.3916,4.6683
50503,,,35,45.3738,88.835,,,,,,,
50533,,,30,36.8347,83.5229,,,,,,,
50802,,,269,848.6961,83.6769,,,,,,,
50837,,,35,46.6556,83.5217,,,,,,,
50867,,,30,36.3366,83.7058,,,,,,,
50875,,,8,5.5251,83.5841,,,,,,,
50904,,,29,35.3783,82.8515,,,,,,,
51000,,,,,,-254.8918,11.0126,0.0003,-0.0122,198.0385,10322.1924,4.1605
51143,,,239,723.9685,83.2097,,,,,,,
51165,,,22,23.3376,83.5365,,,,,,,
51186,,,21,22.3928,82.9131,,,,,,,
51235,,,49,76.33,83.3123,,,,,,,
51500,,,,,,-262.4284,28.1237,0.0002,-0.0111,358.2749,10252.0684,8.1359
51520,,,285,879.4561,87.2248,,,,,,,
51798,,,278,846.1812,83.2195,,,,,,,
51808,,,10,7.4997,83.6243,,,,,,,
52000,,,,,,-253.1971,5.4495,0.0002,-0.0096,191.1433,7994.4009,4.8832
52028,,,220,655.2664,83.2923,,,,,,,
52070,,,42,61.2017,90.0429,,,,,,,
52294,,,224,708.1747,85.7944,,,,,,,
52500,,,,,,-258.1508,17.4322,0.0002,-0.0107,87.106,3291.792,5.5036
52580,,,286,867.6211,83.3233,,,,,,,
52811,,,231,781.6114,85.6458,,,,,,,
52819,,,8,5.3525,89.3208,,,,,,,
52828,,,9,6.1489,89.6794,,,,,,,
52835,,,7,4.6132,90.8386,,,,,,,
53000,,,,,,-256.4717,14.8439,0.0004,-0.0133,73.3214,5545.5288,5.108
53012,,,177,502.7906,86.362,,,,,,,
53234,,,222,693.1425,83.2526,,,,,,,
53271,,,37,49.9865,87.7788,,,,,,,
53291,,,20,20.0517,89.7403,,,,,,,
53317,,,26,29.6239,89.7901,,,,,,,
53326,,,9,6.4112,90.022,,,,,,,
53335,,,9,7.3432,89.6696,,,,,,,
53500,,,,,,-257.5691,13.8064,0.0003,-0.0127,206.7549,7349.0879,7.4321
53528,,,193,595.9096,84.2665,,,,,,,
53735,,,207,660.937,83.3679,,,,,,,
53766,,,31,38.7577,83.4993,,,,,,,
53794,,,28,33.151,83.6111,,,,,,,
53807,,,13,11.5762,83.3975,,,,,,,
54000,,,,,,-258.946,107.9899,0.0002,-0.009,236.918,13598.0,6.4353
54052,,,245,742.8844,83.3961,,,,,,,
54078,,,26,29.9585,83.4605,,,,,,,
54272,,,194,652.2103,83.4118,,,,,,,
54480,,,208,693.5985,83.5847,,,,,,,
54489,,,9,6.3708,83.6728,,,,,,,
54500,,,,,,-261.211,26.3397,0.0002,-0.0098,83.3618,2840.21,7.7988
54706,,,217,689.5595,83.2433,,,,,,,
54871,,,165,506.1213,83.4794,,,,,,,
54913,,,42,60.0885,83.3333,,,,,,,
54928,,,15,13.6665,83.4117,,,,,,,
54974,,,46,69.164,83.6899,,,,,,,
55000,,,,,,-261.9809,11.4536,0.0003,-0.0093,205.3149,11646.8252,9.2386
55000,1387.9988,538.6,,,,,,,,,,
55199,,,225,668.7432,61.7644,,,,,,,
55208,,,9,6.9021,90.0561,,,,,,,
55403,,,195,607.2897,87.7179,,,,,,,
55430,,,27,31.6591,83.4804,,,,,,,
55451,,,21,22.3024,83.6721,,,,,,,
55481,,,30,37.2164,83.3839,,,,,,,
55489,,,8,5.8278,83.6938,,,,,,,
55498,,,9,6.4545,82.4347,,,,,,,
55500,,,,,,-261.7857,14.7395,0.0003,-0.0087,110.4147,4978.8291,5.7495
55509,,,11,9.1478,83.523,,,,,,,
55543,,,34,43.7832,83.651,,,,,,,
55590,,,47,71.1419,83.6258,,,,,,,
55598,,,8,6.0276,83.5998,,,,,,,
55774,,,176,507.8458,83.727,,,,,,,
55955,,,181,505.7609,83.9439,,,,,,,
55996,,,41,59.0884,84.4715,,,,,,,
56000,,,,,,-262.9707,12.3401,0.0003,-0.0097,288.3526,10004.1562,5.2013
56028,,,32,40.7926,83.8325,,,,,,,
56209,,,181,582.7192,83.7698,,,,,,,
56223,,,14,13.1032,83.8529,,,,,,,
56239,,,16,14.3564,83.2762,,,,,,,
56267,,,28,34.1658,83.7054,,,,,,,
56276,,,9,7.0555,82.9652,,,,,,,
56498,,,222,646.2832,83.0835,,,,,,,
56500,,,,,,-264.2852,8.3544,0.0003,-0.011,77.1445,2812.4062,6.4456
56707,,,209,589.1981,83.2672,,,,,,,
56715,,,8,6.1413,83.1249,,,,,,,
56735,,,20,20.9131,82.8518,,,,,,,
56751,,,16,16.0377,83.2722,,,,,,,
56760,,,9,6.9593,83.2455,,,,,,,
56778,,,18,18.6507,82.6819,,,,,,,
56788,,,10,7.5524,83.4525,,,,,,,
56797,,,9,7.3547,82.5087,,,,,,,
56842,,,45,66.713,83.3716,,,,,,,
57000,,,,,,-262.4982,17.2025,0.0003,-0.0095,230.3235,11217.4092,6.5693
57041,,,199,570.5039,83.1205,,,,,,,
57240,,,199,560.3518,83.4116,,,,,,,
57263,,,23,25.0581,82.1436,,,,,,,
57277,,,14,12.453,82.8899,,,,,,,
57319,,,42,60.7825,83.5344,,,,,,,
57500,,,,,,-258.9341,11.7342,0.0002,-0.0109,228.7674,11132.2725,6.4961
57505,,,186,535.5038,83.5304,,,,,,,
57514,,,9,7.0234,82.9593,,,,,,,
57650,,,136,370.8958,83.6828,,,,,,,
57832,,,182,490.8123,82.9834,,,,,,,
57840,,,8,5.8952,82.9609,,,,,,,
57874,,,34,44.0862,83.5396,,,,,,,
58000,,,,,,-262.7502,10.5503,0.0004,-0.0116,54.7664,2556.4668,5.036
58074,,,200,656.7833,83.5676,,,,,,,
58117,,,43,63.0156,83.301,,,,,,,
58294,,,177,535.9101,83.3144,,,,,,,
58309,,,15,13.9363,83.5586,,,,,,,
58500,,,,,,-266.9983,22.6737,0.0003,-0.0102,169.9199,8012.0127,6.7118
58514,,,205,560.2115,89.1799,,,,,,,
58525,,,11,8.954,90.1148,,,,,,,
58694,,,169,464.9994,89.9776,,,,,,,
58877,,,183,506.1602,84.0254,,,,,,,
59000,,,,,,-264.8799,16.6424,0.0002,-0.0086,62.6431,2360.2573,5.9941
59500,,,,,,-263.566,43.7173,0.0003,-0.0124,210.888,10273.2324,9.384
59877,,,1000,2468.3085,85.5493,,,,,,,
60000,,,,,,-258.8755,16.3252,0.0002,-0.0087,171.3678,10829.373,7.2508
60000,498.0489,179.2,,,,,,,,,,
60110,,,233,634.9349,76.2769,,,,,,,
60500,,,,,,-262.2205,9.6897,0.0002,-0.0118,103.4594,5436.5249,5.474
60768,,,658,1621.2918,83.3967,,,,,,,
61000,,,,,,-259.525,7.7136,0.0003,-0.0125,103.6564,7074.999,8.1906
61108,,,340,1006.0519,83.599,,,,,,,
61159,,,51,81.2016,82.9033,,,,,,,
61500,,,,,,-261.2522,14.2367,0.0005,-0.0144,285.1222,13815.877,4.5754
62000,,,,,,-262.5567,10.5064,0.0005,-0.0123,273.468,9164.251,5.4802
62159,,,1000,2459.8441,83.4469,,,,,,,
62500,,,,,,-255.0742,11.7222,0.0002,-0.0088,132.2087,6028.02,9.5596
62606,,,447,1219.0595,83.3827,,,,,,,
62944,,,338,1003.4282,83.5643,,,,,,,
63000,,,,,,-252.0859,14.2854,0.0002,-0.0098,326.1013,13428.918,8.2017
63238,,,294,702.6741,83.5102,,,,,,,
63500,,,,,,-253.6845,7.4117,0.0002,-0.008,72.6864,4675.2305,4.3424
63508,,,270,852.442,83.2534,,,,,,,
63733,,,225,646.152,83.3287,,,,,,,
63956,,,223,646.1016,83.5717,,,,,,,
64000,,,,,,-260.8905,12.3231,0.0002,-0.009,140.6073,4831.4502,6.0209
64217,,,261,826.5359,83.2793,,,,,,,
64442,,,225,664.5059,83.4803,,,,,,,
64500,,,,,,-253.2562,19.9197,0.0005,-0.0141,89.9065,2590.2244,2.9123
64651,,,209,629.314,83.3426,,,,,,,
64857,,,206,604.1537,83.5235,,,,,,,
65000,,,,,,-255.8554,5.8294,0.0002,-0.0092,67.4812,3995.5024,4.2237
65000,1403.8467,452.3,,,,,,,,,,
65108,,,251,816.7739,65.2112,,,,,,,
65305,,,197,599.8792,82.8556,,,,,,,
65500,,,,,,-253.112,8.6602,0.0002,-0.0105,53.5503,2557.5747,8.0529
65562,,,257,804.6994,83.3519,,,,,,,
65780,,,218,658.1617,83.5211,,,,,,,
66000,,,,,,-251.9698,4.9107,0.0004,-0.0132,61.9538,2726.2432,5.5083
66039,,,259,771.3861,83.5545,,,,,,,
66255,,,216,664.4527,83.6738,,,,,,,
66402,,,147,403.9382,83.4137,,,,,,,
66500,,,,,,-254.2159,12.3446,0.0002,-0.0069,125.0812,9084.3613,10.364
66575,,,173,505.887,83.3412,,,,,,,
66723,,,148,424.9762,83.3306,,,,,,,
66745,,,22,37.8552,83.339,,,,,,,
66883,,,138,396.2255,83.3463,,,,,,,
67000,,,,,,-253.5788,10.8644,0.0003,-0.0107,64.1205,3074.991,5.8961
67081,,,198,590.8205,83.54,,,,,,,
67289,,,208,607.0979,88.0379,,,,,,,
67437,,,148,397.5691,89.992,,,,,,,
67500,,,,,,-255.2427,6.5183,0.0002,-0.008,93.2044,3369.3845,6.3988
67586,,,149,404.8129,87.1162,,,,,,,
67738,,,152,416.8894,90.1327,,,,,,,
67931,,,193,566.1984,90.0293,,,,,,,
68000,,,,,,-247.5729,19.8588,0.0003,-0.0109,77.2997,2476.5659,3.4238
68235,,,304,912.2071,90.0569,,,,,,,
68413,,,178,520.952,86.2054,,,,,,,
68500,,,,,,-248.9673,7.9504,0.0003,-0.0103,121.0312,7929.7837,3.5644
68606,,,193,571.271,83.5003,,,,,,,
68726,,,120,272.8399,83.4154,,,,,,,
68977,,,251,761.9275,83.4236,,,,,,,
69000,,,,,,-256.478,7.299,0.0003,-0.0077,115.6061,4046.2878,5.7744
69171,,,194,548.889,83.5737,,,,,,,
69385,,,214,545.2335,83.1245,,,,,,,
69500,,,,,,-251.8295,8.6771,0.0003,-0.0095,84.279,5958.2305,9.1085
69576,,,191,533.5423,83.4469,,,,,,,
69814,,,238,790.9694,88.4068,,,,,,,
70000,,,,,,-247.41,18.6765,0.0003,-0.0123,66.919,2853.7964,5.3487
70000,557.7809,211.9,,,,,,,,,,
70463,,,649,1788.8521,83.7744,,,,,,,
70500,,,,,,-251.4723,7.9264,0.0002,-0.0091,48.4862,2136.8494,3.1875
70753,,,290,656.3592,83.0932,,,,,,,
70994,,,241,642.7528,85.5019,,,,,,,
71000,,,,,,-251.4196,9.5349,0.0003,-0.0094,120.4183,8082.7314,6.3118
71229,,,235,687.1223,85.2565,,,,,,,
71482,,,253,776.2537,85.2266,,,,,,,
71500,,,,,,-252.2495,5.38,0.0002,-0.0089,147.7784,7653.7544,4.1107
71698,,,216,625.3607,86.9087,,,,,,,
72000,,,,,,-249.1998,9.0317,0.0003,-0.0092,90.4118,1423.6306,6.2228
72035,,,337,968.9686,83.1906,,,,,,,
72249,,,214,573.22,83.0894,,,,,,,
72500,,,,,,-252.9311,9.7876,0.0006,-0.0153,97.1772,4170.2998,6.2702
72632,,,383,1078.2269,83.8304,,,,,,,
72682,,,50,76.7271,90.1983,,,,,,,
