env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
12000,,,,,,0.4599,0.7549,0.1552,-378.83,41.5054,0.1012,-0.2884,714.3208,8029.2114,17.8467
12500,,,,,,0.4574,0.7527,0.1359,-380.1933,41.823,0.1113,-0.2538,763.1981,6178.9507,14.9272
12945,,,1000,-1254.8938,74.5388,,,,,,,,,,
13000,,,,,,0.4661,0.7442,0.1474,-403.9793,54.1827,0.1113,-0.2783,851.879,6808.4531,19.0039
13500,,,,,,0.4631,0.755,0.1511,-436.5928,50.6474,0.1068,-0.2848,878.5873,6808.5796,16.7531
13945,,,1000,-1153.5028,75.6516,,,,,,,,,,
14000,,,,,,0.4682,0.7459,0.1536,-450.9925,47.963,0.1088,-0.2912,804.6025,7162.4419,24.943
14023,,,78,-76.9441,74.0916,,,,,,,,,,
14500,,,,,,0.4663,0.7487,0.1435,-464.2985,49.2903,0.1135,-0.2868,1053.2661,12393.1006,26.5242
15000,,,,,,0.4658,0.7488,0.1576,-473.2838,46.2722,0.1054,-0.2911,1799.302,10476.0508,15.5757
15000,-600.9906,1000.0,,,,,,,,,,,,,
15023,,,1000,-1150.2209,57.1809,,,,,,,,,,
15065,,,42,-51.613,75.0197,,,,,,,,,,
15140,,,75,-126.3147,75.7274,,,,,,,,,,
15155,,,15,-18.6417,77.1921,,,,,,,,,,
15216,,,61,-77.158,75.7026,,,,,,,,,,
15230,,,14,-21.6457,75.2054,,,,,,,,,,
15258,,,28,-57.8266,75.6427,,,,,,,,,,
15343,,,85,-148.0443,75.4366,,,,,,,,,,
15383,,,40,-59.9755,75.4556,,,,,,,,,,
15476,,,93,-45.4575,75.4739,,,,,,,,,,
15500,,,,,,0.474,0.7583,0.1579,-547.5117,48.1142,0.1103,-0.2934,1334.5049,7372.4082,24.0869
15819,,,343,-408.5252,75.5971,,,,,,,,,,
15880,,,61,-59.375,77.1988,,,,,,,,,,
