env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
0,-0.5463,1000.0,,,,,,,,,,,,,
500,,,0.8546,0.7405,0.2586,-0.4458,0.8895,0.3524,-0.2582,0.165,0.7852,0.1544,,,
1000,,,0.9406,0.7034,0.3118,-1.2482,0.5944,0.3092,-0.3044,0.336,2.4476,0.3464,,,
1000,,,,,,,,,,,,,1000,-210.0503,29.2321
1500,,,0.9637,0.7336,0.3335,-1.537,1.2279,0.3231,-0.351,0.4558,4.403,0.28,,,
2000,,,0.9791,0.7109,0.343,-3.2298,1.6312,0.2952,-0.3405,0.5523,5.8929,0.4156,,,
2000,,,,,,,,,,,,,1000,-363.3342,44.7278
2500,,,1.0018,0.7343,0.3539,-4.5136,2.3944,0.343,-0.3509,0.6942,5.6206,0.8252,,,
