env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1422,97.3,,,,,,,,,,,,,,,,,,
59,,,59,-113.9234,4.5189,,,,,,,,,,,,,,,
156,,,97,-121.8074,6.2216,,,,,,,,,,,,,,,
206,,,50,-109.9904,4.7045,,,,,,,,,,,,,,,
251,,,45,-118.3125,4.7311,,,,,,,,,,,,,,,
295,,,44,-120.9941,4.035,,,,,,,,,,,,,,,
355,,,60,-113.2558,5.3576,,,,,,,,,,,,,,,
420,,,65,-112.1278,5.5696,,,,,,,,,,,,,,,
470,,,50,-120.5715,5.8439,,,,,,,,,,,,,,,
500,,,,,,14,5,1,23497.2891,0.4005,0.0195,2.5412,0.2736,-0.2852,1.0571,0.2673,-2.3575,22.3237,9.9202,0.002
513,,,43,-122.0233,4.7713,,,,,,,,,,,,,,,
571,,,58,-110.878,4.9126,,,,,,,,,,,,,,,
683,,,112,-125.1516,4.8957,,,,,,,,,,,,,,,
