env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,847.0479,983.2,,,,,,,,,,,,,
19,,,19,-21.9552,2.2376,,,,,,,,,,
75,,,56,-99.6019,54.0931,,,,,,,,,,
123,,,48,-97.1026,54.2879,,,,,,,,,,
152,,,29,-23.4222,59.5948,,,,,,,,,,
173,,,21,-29.5885,60.1166,,,,,,,,,,
189,,,16,-20.9597,59.8081,,,,,,,,,,
236,,,47,-94.6586,60.1794,,,,,,,,,,
286,,,50,-67.1628,60.0489,,,,,,,,,,
410,,,124,-153.2497,60.1602,,,,,,,,,,
453,,,43,-30.2621,56.4261,,,,,,,,,,
480,,,27,-19.7295,54.6413,,,,,,,,,,
499,,,19,-22.6768,53.254,,,,,,,,,,
500,,,,,,1.5318,0.914,0.2592,-0.4826,1.474,0.6363,-0.2651,0.5452,1.8761,0.4416
519,,,20,-32.4793,53.6176,,,,,,,,,,
1000,,,,,,1.6735,0.9633,0.4457,-3.3696,2.2988,0.6244,-0.3984,1.2917,2.2797,0.5315
1500,,,,,,1.686,0.9026,0.4565,-5.7225,2.2363,0.666,-0.4007,1.3102,8.076,0.3401
1519,,,1000,-1128.0805,54.5537,,,,,,,,,,
1532,,,13,-9.7829,54.7801,,,,,,,,,,
1633,,,101,-99.434,54.6697,,,,,,,,,,
1658,,,25,-28.415,54.7274,,,,,,,,,,
1676,,,18,-15.6798,54.6532,,,,,,,,,,
1693,,,17,-13.8009,54.6151,,,,,,,,,,
1789,,,96,-77.9054,54.7833,,,,,,,,,,
1812,,,23,-29.4593,54.5195,,,,,,,,,,
1840,,,28,-36.7239,54.7465,,,,,,,,,,
1885,,,45,-49.668,54.608,,,,,,,,,,
1918,,,33,-64.4044,54.3558,,,,,,,,,,
2000,,,,,,1.7378,0.9676,0.4384,-8.5149,3.6684,0.7426,-0.404,2.2825,4.9975,1.024
2008,,,90,-70.9059,54.5131,,,,,,,,,,
2231,,,223,-293.8311,54.1199,,,,,,,,,,
2272,,,41,-51.4863,54.5919,,,,,,,,,,
2333,,,61,-16.3854,54.7835,,,,,,,,,,
2345,,,12,-12.0888,60.2426,,,,,,,,,,
2411,,,66,-44.9139,57.3933,,,,,,,,,,
2444,,,33,-39.1726,54.5946,,,,,,,,,,
2500,,,,,,1.8702,0.9904,0.4595,-11.6407,3.5466,0.8656,-0.4381,2.7908,5.9607,0.8041
2553,,,109,-173.7611,58.5847,,,,,,,,,,
2574,,,21,-26.1952,60.0374,,,,,,,,,,
2629,,,55,-64.0864,55.3774,,,,,,,,,,
2666,,,37,-60.5402,54.7469,,,,,,,,,,
2700,,,34,-30.4667,54.5307,,,,,,,,,,
3000,,,,,,2.0047,0.9631,0.5214,-14.4698,5.6063,0.9658,-0.4736,4.3947,14.1365,0.9434
3149,,,449,-484.595,56.4709,,,,,,,,,,
3500,,,,,,2.1201,0.9904,0.5385,-18.1069,6.5731,0.9684,-0.5158,5.4263,34.0612,1.5884
4000,,,,,,2.2485,0.9976,0.5796,-22.1188,7.2046,1.1364,-0.558,7.962,34.8345,1.1349
4149,,,1000,-1077.066,54.4616,,,,,,,,,,
4175,,,26,-21.9712,54.411,,,,,,,,,,
4223,,,48,-71.7076,55.4335,,,,,,,,,,
4319,,,96,-130.8891,58.2171,,,,,,,,,,
4331,,,12,-19.3548,58.1341,,,,,,,,,,
4347,,,16,-15.574,53.8713,,,,,,,,,,
4414,,,67,-30.9589,54.6073,,,,,,,,,,
4500,,,,,,2.3086,0.9975,0.6204,-27.0129,6.2752,1.1653,-0.6048,8.1294,26.2893,1.4792
4532,,,118,-145.5264,53.5942,,,,,,,,,,
4557,,,25,-28.9476,54.4712,,,,,,,,,,
4626,,,69,-90.3794,54.3991,,,,,,,,,,
4691,,,65,-67.1217,54.4714,,,,,,,,,,
4727,,,36,-45.2209,54.6781,,,,,,,,,,
4821,,,94,-54.3985,54.7832,,,,,,,,,,
4849,,,28,-38.0234,54.7268,,,,,,,,,,
4945,,,96,-67.442,58.7072,,,,,,,,,,
4970,,,25,-23.9018,59.5653,,,,,,,,,,
5000,,,,,,2.2925,0.9854,0.5965,-31.8784,12.7856,1.2306,-0.5904,11.4732,86.5362,2.8794
5000,717.9005,1000.0,,,,,,,,,,,,,
5500,,,,,,2.3617,1.0085,0.6698,-35.7698,9.8095,1.1943,-0.6757,11.4833,45.0206,2.9135
5970,,,1000,-1070.3915,44.5545,,,,,,,,,,
6000,,,,,,2.3722,1.0151,0.6386,-38.9832,8.3548,1.233,-0.6289,13.4383,81.2304,1.7334
6500,,,,,,2.3734,1.055,0.6375,-44.0871,10.1689,1.2192,-0.6226,13.633,73.5142,2.0868
