env_steps,return,length,train/length,train/return,FPS,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
67500,,,,,,1783.9829,1352.9174,15420.3994,1783.9829,772.4013,15932.9941,43.6367
67994,,,937,-1274.2917,90.2822,,,,,,,
68000,,,,,,1689.4103,1275.8677,15436.9141,1689.4103,778.9119,19781.2422,42.452
68082,,,88,-84.1222,88.779,,,,,,,
68257,,,175,-188.8812,92.5854,,,,,,,
68445,,,188,-211.6904,94.1092,,,,,,,
68500,,,,,,1789.0482,1335.5278,14561.2344,1789.0482,1022.374,25279.0059,45.2099
68516,,,71,-39.9589,88.4516,,,,,,,
68627,,,111,-149.6956,88.7642,,,,,,,
68869,,,242,-171.6671,91.421,,,,,,,
68940,,,71,-65.024,93.716,,,,,,,
69000,,,,,,1701.8855,1281.2225,12615.6807,1701.8855,1087.6936,23588.1914,47.6106
69080,,,140,-113.9066,93.5101,,,,,,,
69429,,,349,-370.2961,88.8077,,,,,,,
