env_steps,return,length,success,train/return,train/length,train/success,op_loss,rp_loss,critic_loss,FPS
820000,0.9481,8.3,1.0,0.5878,7.6453,0.8142,0.2532,0.0001,0.001,574.7798
830000,0.9519,7.7,1.0,0.6022,7.5019,0.8207,0.2533,0.0001,0.001,576.9422
840000,0.9494,8.1,1.0,0.6301,7.4239,0.8352,0.2531,0.0001,0.001,574.9677
850000,0.9581,6.7,1.0,0.6399,7.446,0.8399,0.2532,0.0001,0.001,571.3506
860000,0.9594,6.5,1.0,0.6556,7.5415,0.8484,0.2531,0.0001,0.0009,566.271
870000,0.9563,7.0,1.0,0.6361,7.3638,0.838,0.2533,0.0001,0.0009,568.1949
880000,0.9644,5.7,1.0,0.6001,7.3368,0.8195,0.2537,0.0001,0.0009,564.0233
890000,0.9556,7.1,1.0,0.651,7.5472,0.846,0.2533,0.0001,0.0009,567.364
900000,0.9594,6.5,1.0,0.6376,7.485,0.8391,0.2537,0.0001,0.0009,566.8738
910000,0.9506,7.9,1.0,0.6361,7.5131,0.8385,0.2533,0.0001,0.0009,569.4889
920000,0.9656,5.5,1.0,0.667,7.4184,0.8539,0.2536,0.0001,0.0009,568.1731
930000,0.9594,6.5,1.0,0.6793,7.7399,0.8615,0.2537,0.0001,0.0009,569.1231
940000,0.95,8.0,1.0,0.6634,7.5245,0.8525,0.2537,0.0001,0.0009,567.7381
950000,0.9506,7.9,1.0,0.6567,7.6104,0.8493,0.2541,0.0001,0.0009,568.0358
960000,0.9531,7.5,1.0,0.6915,7.4906,0.8667,0.2538,0.0001,0.0009,567.0591
970000,0.9525,7.6,1.0,0.6861,7.5131,0.864,0.254,0.0001,0.0009,563.6672
980000,0.9456,8.7,1.0,0.7125,7.5529,0.8776,0.254,0.0001,0.0009,563.1096
990000,0.9456,8.7,1.0,0.71,7.5758,0.8765,0.2541,0.0001,0.0009,562.2653
1000000,0.9425,9.2,1.0,0.7038,7.2622,0.8722,0.2542,0.0001,0.0009,562.4551
1010000,0.9387,9.8,1.0,0.6821,7.5075,0.8619,0.2545,0.0001,0.0009,558.502
1020000,0.9525,7.6,1.0,0.7159,7.5758,0.8795,0.2543,0.0001,0.0009,564.4037
1030000,0.9494,8.1,1.0,0.6911,7.391,0.8662,0.2545,0.0001,0.0009,562.0561
1040000,0.9319,10.9,1.0,0.7153,7.5245,0.8789,0.2549,0.0001,0.0009,562.8669
1050000,0.9463,8.6,1.0,0.7072,7.3964,0.8743,0.2547,0.0001,0.0009,560.1501
1060000,0.9537,7.4,1.0,0.7137,7.6923,0.8785,0.2543,0.0001,0.0009,557.2434
1070000,0.9556,7.1,1.0,0.717,7.5529,0.8799,0.255,0.0001,0.0009,562.0539
1080000,0.9569,6.9,1.0,0.7449,7.3964,0.8935,0.2544,0.0001,0.0009,560.5298
1090000,0.95,8.0,1.0,0.7188,7.3099,0.8801,0.2549,0.0001,0.0009,553.5803
1100000,0.9413,9.4,1.0,0.7316,7.2411,0.8863,0.2548,0.0001,0.0009,555.3586
1110000,0.9662,5.4,1.0,0.7468,7.4571,0.8949,0.2551,0.0001,0.0009,554.9724
1120000,0.9569,6.9,1.0,0.7184,7.5873,0.8809,0.255,0.0001,0.0009,558.8569
1130000,0.9581,6.7,1.0,0.7284,7.5758,0.8856,0.2553,0.0001,0.0009,555.688
1140000,0.9675,5.2,1.0,0.7323,7.6923,0.8877,0.2554,0.0001,0.0009,557.7314
1150000,0.9631,5.9,1.0,0.7626,7.446,0.9025,0.2549,0.0001,0.0009,556.2083
1160000,0.9631,5.9,1.0,0.7274,7.4738,0.8849,0.2554,0.0001,0.0009,554.4794
1170000,0.9488,8.2,1.0,0.7603,7.4516,0.9016,0.2556,0.0001,0.0009,552.554
1180000,0.9519,7.7,1.0,0.7492,7.6628,0.8966,0.2556,0.0001,0.0009,553.7093
1190000,0.9519,7.7,1.0,0.7534,7.4349,0.8981,0.2555,0.0001,0.0009,553.9915
1200000,0.9594,6.5,1.0,0.7527,7.5131,0.8978,0.2557,0.0001,0.0009,554.3896
1210000,0.9575,6.8,1.0,0.7606,7.7459,0.9024,0.2554,0.0001,0.0008,553.5559
1220000,0.9338,10.6,1.0,0.7717,7.6982,0.9084,0.2557,0.0001,0.0009,554.6191
1230000,0.9375,10.0,1.0,0.7816,7.5188,0.9128,0.2561,0.0001,0.0008,549.0772
1240000,0.955,7.2,1.0,0.7722,7.5415,0.908,0.2557,0.0001,0.0009,549.5338
1250000,0.9437,9.0,1.0,0.7719,7.3638,0.9072,0.256,0.0001,0.0008,546.3146
1260000,0.9656,5.5,1.0,0.7772,7.3746,0.91,0.2561,0.0001,0.0008,550.4506
1270000,0.9513,7.8,1.0,0.797,7.3964,0.9201,0.2562,0.0001,0.0008,550.5665
1280000,0.9569,6.9,1.0,0.7744,7.57,0.9092,0.2564,0.0001,0.0008,548.0422
1290000,0.9631,5.9,1.0,0.7822,7.4906,0.9131,0.2564,0.0001,0.0008,547.2389
1300000,0.9638,5.8,1.0,0.7931,7.2674,0.9179,0.2564,0.0001,0.0008,551.1051
1310000,0.955,7.2,1.0,0.7835,7.5815,0.9136,0.2563,0.0001,0.0008,552.2053
1320000,0.9625,6.0,1.0,0.7761,7.2622,0.9092,0.2567,0.0001,0.0008,551.1392
1330000,0.9656,5.5,1.0,0.7732,7.4627,0.9082,0.2571,0.0001,0.0008,548.5046
1340000,0.9556,7.1,1.0,0.8153,7.4239,0.9295,0.2567,0.0001,0.0008,549.8793
1350000,0.9675,5.2,1.0,0.7563,7.391,0.8995,0.2571,0.0001,0.0008,550.4018
1360000,0.955,7.2,1.0,0.7856,7.4349,0.9145,0.2569,0.0001,0.0008,548.655
1370000,0.9531,7.5,1.0,0.8016,7.4906,0.9228,0.2568,0.0001,0.0008,549.5473
1380000,0.9569,6.9,1.0,0.7812,7.4906,0.9124,0.2571,0.0001,0.0008,546.6728
1390000,0.9537,7.4,1.0,0.816,7.6161,0.9307,0.2571,0.0001,0.0008,546.4451
1400000,0.9494,8.1,1.0,0.8052,7.3206,0.9239,0.2571,0.0001,0.0008,547.0549
1410000,0.9488,8.2,1.0,0.7671,7.5188,0.9053,0.2572,0.0001,0.0008,545.4512
1420000,0.9569,6.9,1.0,0.7834,7.3638,0.9131,0.2571,0.0001,0.0008,546.7189
1430000,0.9444,8.9,1.0,0.8125,7.1839,0.9274,0.2572,0.0001,0.0008,546.2886
1440000,0.9475,8.4,1.0,0.806,7.391,0.9246,0.2571,0.0001,0.0008,540.5495
1450000,0.9506,7.9,1.0,0.7965,7.1994,0.9194,0.2574,0.0001,0.0008,539.2275
1460000,0.9581,6.7,1.0,0.8212,7.4794,0.9327,0.2573,0.0001,0.0008,538.698
1470000,0.9538,7.4,1.0,0.8028,7.1378,0.9222,0.2575,0.0001,0.0008,543.155
1480000,0.9431,9.1,1.0,0.8141,7.5358,0.9292,0.2581,0.0001,0.0008,540.5678
1490000,0.9544,7.3,1.0,0.7745,7.5188,0.909,0.258,0.0001,0.0008,538.7316
1500000,0.9475,8.4,1.0,0.8178,7.622,0.9314,0.2577,0.0001,0.0008,540.9486
1510000,0.9563,7.0,1.0,0.8153,7.3475,0.9295,0.2581,0.0001,0.0008,542.0191
1520000,0.9506,7.9,1.0,0.8216,7.4683,0.9328,0.2582,0.0001,0.0008,537.5145
1530000,0.9619,6.1,1.0,0.7869,7.2411,0.9146,0.2581,0.0001,0.0008,539.2877
1540000,0.9713,4.6,1.0,0.8038,7.2622,0.923,0.258,0.0001,0.0008,535.1405
1550000,0.95,8.0,1.0,0.8247,7.6511,0.935,0.2585,0.0001,0.0008,539.8781
1560000,0.9519,7.7,1.0,0.8184,7.8003,0.9321,0.2583,0.0001,0.0008,534.1175
1570000,0.9519,7.7,1.0,0.8292,7.446,0.9367,0.2584,0.0001,0.0008,535.586
1580000,0.9469,8.5,1.0,0.8244,7.1531,0.9335,0.2586,0.0001,0.0008,537.0451
1590000,0.9563,7.0,1.0,0.8001,7.446,0.9218,0.2585,0.0001,0.0008,539.9448
1600000,0.9469,8.5,1.0,0.8238,7.3692,0.9337,0.2581,0.0001,0.0008,537.4034
1610000,0.9462,8.6,1.0,0.81,7.326,0.9267,0.2587,0.0001,0.0008,534.2524
1620000,0.9638,5.8,1.0,0.8482,7.4349,0.9465,0.2591,0.0001,0.0008,537.3299
1630000,0.9575,6.8,1.0,0.8239,7.2993,0.9336,0.2587,0.0001,0.0008,537.0331
1640000,0.9675,5.2,1.0,0.8214,7.2307,0.932,0.2586,0.0001,0.0008,534.4703
1650000,0.9494,8.1,1.0,0.8155,7.4239,0.9295,0.2588,0.0001,0.0008,529.4807
1660000,0.9575,6.8,1.0,0.8386,7.2307,0.9407,0.2592,0.0001,0.0008,524.8717
1670000,0.96,6.4,1.0,0.8266,7.2516,0.9347,0.2589,0.0001,0.0008,526.1982
1680000,0.95,8.0,1.0,0.8157,7.3421,0.9295,0.2588,0.0001,0.0008,525.2811
1690000,0.93,11.2,1.0,0.8433,7.278,0.9432,0.2595,0.0001,0.0008,525.2147
1700000,0.9444,8.9,1.0,0.8228,7.4074,0.9333,0.2592,0.0001,0.0008,525.5829
1710000,0.9506,7.9,1.0,0.8381,7.5873,0.9416,0.2593,0.0001,0.0008,523.2672
1720000,0.9519,7.7,1.0,0.8394,7.5873,0.9423,0.2594,0.0001,0.0008,525.3032
1730000,0.9531,7.5,1.0,0.8269,7.4794,0.9357,0.2594,0.0001,0.0008,522.1673
1740000,0.9531,7.5,1.0,0.8265,7.3692,0.9352,0.2595,0.0001,0.0008,528.7647
1750000,0.9331,10.7,1.0,0.8332,7.0872,0.9376,0.2597,0.0001,0.0008,526.6101
1760000,0.9481,8.3,1.0,0.8377,7.5988,0.9415,0.2597,0.0001,0.0008,528.069
1770000,0.9481,8.3,1.0,0.8336,7.7101,0.9399,0.2597,0.0001,0.0008,527.5503
1780000,0.9437,9.0,1.0,0.8264,7.3746,0.9351,0.2597,0.0001,0.0008,519.6843
1790000,0.9469,8.5,1.0,0.86,7.446,0.9523,0.2598,0.0001,0.0008,523.7889
1800000,0.9431,9.1,1.0,0.8369,7.2359,0.9399,0.2597,0.0001,0.0008,524.2712
1810000,0.9662,5.4,1.0,0.8357,7.3638,0.9396,0.2601,0.0001,0.0008,519.7209
1820000,0.9463,8.6,1.0,0.8505,7.5586,0.9478,0.2598,0.0001,0.0008,519.0287
1830000,0.9581,6.7,1.0,0.8355,7.4794,0.9402,0.2597,0.0001,0.0008,521.7884
1840000,0.9431,9.1,1.0,0.8419,7.6104,0.9437,0.2602,0.0001,0.0008,516.8519
1850000,0.9544,7.3,1.0,0.8369,7.4349,0.9405,0.2603,0.0001,0.0008,519.7049
1860000,0.965,5.6,1.0,0.8447,7.5415,0.9449,0.2602,0.0001,0.0008,519.5026
1870000,0.9688,5.0,1.0,0.8208,7.3638,0.9323,0.26,0.0001,0.0008,520.6624
1880000,0.9331,10.7,1.0,0.8465,7.3314,0.945,0.2605,0.0001,0.0008,519.6227
1890000,0.9413,9.4,1.0,0.8315,7.4074,0.9378,0.2603,0.0001,0.0008,511.6099
1900000,0.9581,6.7,1.0,0.8199,7.5188,0.9323,0.2603,0.0001,0.0008,513.859
1910000,0.9638,5.8,1.0,0.8534,7.4906,0.9491,0.26,0.0001,0.0008,512.9905
1920000,0.9562,7.0,1.0,0.8416,7.3529,0.9426,0.2603,0.0001,0.0008,511.6327
1930000,0.9537,7.4,1.0,0.8476,7.2674,0.9455,0.2606,0.0001,0.0008,516.9941
1940000,0.9456,8.7,1.0,0.8545,7.3529,0.9493,0.2606,0.0001,0.0008,510.7433
1950000,0.9625,6.0,1.0,0.8564,7.3855,0.9505,0.2604,0.0001,0.0008,511.9341
1960000,0.9544,7.3,1.0,0.8459,7.4184,0.9451,0.2608,0.0001,0.0008,510.8988
1970000,0.96,6.4,1.0,0.8313,7.6161,0.9383,0.2609,0.0001,0.0008,507.1426
1980000,0.9456,8.7,1.0,0.8308,7.4405,0.9375,0.2604,0.0001,0.0008,510.362
1990000,0.9506,7.9,1.0,0.8592,7.4129,0.9518,0.261,0.0001,0.0008,508.4241
2000000,0.9681,5.1,1.0,0.8523,7.3801,0.9483,0.2607,0.0001,0.0008,507.4419
2010000,0.9406,9.5,1.0,0.8529,7.4405,0.9487,0.2608,0.0001,0.0008,507.1821
2020000,0.9469,8.5,1.0,0.8763,7.2569,0.9601,0.2613,0.0001,0.0008,503.9017
2030000,0.9431,9.1,1.0,0.8341,7.5529,0.9396,0.261,0.0001,0.0008,506.1979
2040000,0.9444,8.9,1.0,0.8389,7.5472,0.9419,0.2608,0.0001,0.0008,503.9741
2050000,0.9738,4.2,1.0,0.8329,7.2833,0.9381,0.2613,0.0001,0.0008,502.7152
2060000,0.9594,6.5,1.0,0.8527,7.3746,0.9484,0.2609,0.0001,0.0008,501.5506
2070000,0.9537,7.4,1.0,0.8447,7.6278,0.9451,0.261,0.0001,0.0008,503.6822
2080000,0.9487,8.2,1.0,0.8432,7.5019,0.9437,0.261,0.0001,0.0008,504.2078
2090000,0.9656,5.5,1.0,0.8281,7.4349,0.9361,0.2616,0.0001,0.0008,505.7141
2100000,0.9494,8.1,1.0,0.8485,7.57,0.947,0.2614,0.0001,0.0008,509.6369
2110000,0.9425,9.2,1.0,0.8708,7.4906,0.9581,0.2611,0.0001,0.0008,503.2043
2120000,0.9313,11.0,1.0,0.8455,7.3584,0.9448,0.2613,0.0001,0.0008,506.7437
2130000,0.9463,8.6,1.0,0.8569,7.2939,0.9504,0.2614,0.0001,0.0008,503.3487
2140000,0.9575,6.8,1.0,0.8465,7.3099,0.9452,0.2619,0.0001,0.0008,501.8361
2150000,0.925,12.0,1.0,0.8535,7.6336,0.9496,0.2617,0.0001,0.0008,498.7779
