env_steps,return,length,success,train/return,train/length,train/success,op_loss,critic_loss,FPS
0,0.0,250.0,0.0,,,,,,
10000,0.0,250.0,0.0,0.0205,250.0,0.075,0.464,0.0014,655.9413
20000,0.0,250.0,0.0,0.0245,243.9024,0.0976,0.1299,0.0001,995.0268
30000,0.0,250.0,0.0,0.0615,238.0952,0.1667,0.0803,0.0001,989.8052
40000,0.0,250.0,0.0,0.1093,227.2727,0.2727,0.057,0.0002,983.9679
50000,0.4762,131.6,0.5,0.2248,200.0,0.48,0.0475,0.0005,957.9942
60000,0.1903,202.7,0.2,0.2098,208.3333,0.4792,0.0422,0.0008,960.1025
70000,0.573,107.5,0.6,0.3985,158.7302,0.746,0.0406,0.0011,954.3161
80000,0.9651,9.7,1.0,0.571,116.2791,0.9419,0.0402,0.0014,943.1678
90000,0.9644,9.9,1.0,0.6323,101.0101,0.9596,0.039,0.0019,930.2128
100000,0.9672,9.1,1.0,0.6766,90.0901,1.0,0.0358,0.0021,925.5773
110000,0.9647,9.8,1.0,0.7503,69.4444,1.0,0.0328,0.002,909.9187
120000,0.9622,10.5,1.0,0.7572,67.1141,1.0,0.0302,0.0021,906.9819
130000,0.9665,9.3,1.0,0.7905,58.4795,1.0,0.0274,0.0021,902.3101
140000,0.9658,9.5,1.0,0.8072,53.4759,1.0,0.0252,0.002,904.7421
150000,0.9654,9.6,1.0,0.81,52.6316,1.0,0.0233,0.002,900.2997
160000,0.96,11.1,1.0,0.8365,45.4545,1.0,0.0215,0.002,891.1861
170000,0.964,10.0,1.0,0.8431,43.4783,1.0,0.0202,0.002,890.0508
180000,0.9654,9.6,1.0,0.8572,39.6825,1.0,0.019,0.002,878.8815
190000,0.9672,9.1,1.0,0.8693,36.3636,1.0,0.0179,0.002,880.761
200000,0.9672,9.1,1.0,0.8739,34.965,1.0,0.017,0.002,871.3849
210000,0.9622,10.5,1.0,0.8836,32.3625,1.0,0.0163,0.002,859.0703
220000,0.9644,9.9,1.0,0.8838,32.2581,1.0,0.0155,0.002,862.1318
230000,0.9651,9.7,1.0,0.8915,30.1205,1.0,0.015,0.002,865.812
240000,0.9658,9.5,1.0,0.8972,28.6533,1.0,0.0145,0.002,859.8148
250000,0.9633,10.2,1.0,0.9025,27.1003,1.0,0.014,0.002,853.7702
260000,0.9629,10.3,1.0,0.9004,27.6243,1.0,0.0136,0.0019,853.6834
270000,0.9629,10.3,1.0,0.9043,26.5252,1.0,0.0132,0.0019,854.0136
280000,0.9665,9.3,1.0,0.9137,23.9808,1.0,0.0128,0.0019,857.0056
290000,0.9665,9.3,1.0,0.9132,24.1546,1.0,0.0125,0.0019,849.4786
300000,0.9654,9.6,1.0,0.9147,23.6407,1.0,0.0122,0.0019,852.3453
310000,0.9629,10.3,1.0,0.9136,24.0385,1.0,0.0119,0.0019,846.9556
320000,0.9636,10.1,1.0,0.9199,22.2222,1.0,0.0116,0.0019,851.2774
330000,0.9672,9.1,1.0,0.922,21.692,1.0,0.0114,0.0018,849.7901
340000,0.9647,9.8,1.0,0.9268,20.3666,1.0,0.0111,0.0018,846.313
350000,0.9633,10.2,1.0,0.9277,20.0803,1.0,0.0109,0.0018,841.2768
360000,0.9647,9.8,1.0,0.9275,20.1207,1.0,0.0106,0.0018,838.7203
370000,0.9672,9.1,1.0,0.9301,19.4175,1.0,0.0105,0.0018,841.5807
380000,0.9626,10.4,1.0,0.9314,19.0476,1.0,0.0103,0.0018,844.546
390000,0.9636,10.1,1.0,0.9326,18.7266,1.0,0.0101,0.0018,840.221
400000,0.9687,8.7,1.0,0.9343,18.2482,1.0,0.0099,0.0018,841.6132
410000,0.9662,9.4,1.0,0.9347,18.1488,1.0,0.0098,0.0018,832.6375
420000,0.9676,9.0,1.0,0.9354,17.9533,1.0,0.0097,0.0017,834.6729
430000,0.9651,9.7,1.0,0.9372,17.452,1.0,0.0095,0.0017,837.6471
440000,0.9662,9.4,1.0,0.9379,17.2414,1.0,0.0094,0.0017,836.8174
450000,0.9615,10.7,1.0,0.9383,17.1527,1.0,0.0092,0.0017,838.0668
460000,0.9672,9.1,1.0,0.9393,16.835,1.0,0.0091,0.0017,836.592
470000,0.9651,9.7,1.0,0.9401,16.6389,1.0,0.009,0.0017,824.3731
480000,0.9644,9.9,1.0,0.9421,16.1031,1.0,0.0089,0.0017,834.1652
490000,0.964,10.0,1.0,0.9425,15.9744,1.0,0.0088,0.0017,828.8554
500000,0.9633,10.2,1.0,0.9438,15.6006,1.0,0.0087,0.0017,823.2179
510000,0.9647,9.8,1.0,0.9436,15.6986,1.0,0.0086,0.0017,830.8085
520000,0.9626,10.4,1.0,0.9432,15.748,1.0,0.0085,0.0017,830.1382
530000,0.8633,35.2,0.9,0.9459,15.0376,1.0,0.0084,0.0016,828.1122
540000,0.9662,9.4,1.0,0.9456,15.1286,1.0,0.0083,0.0016,827.0177
550000,0.9665,9.3,1.0,0.9452,15.2207,1.0,0.0082,0.0016,822.5038
560000,0.9618,10.6,1.0,0.9464,14.9031,1.0,0.0082,0.0015,824.006
570000,0.968,8.9,1.0,0.9472,14.6843,1.0,0.008,0.0015,820.9014
580000,0.9611,10.8,1.0,0.9477,14.5138,1.0,0.008,0.0015,821.3842
590000,0.9658,9.5,1.0,0.9489,14.2045,1.0,0.0079,0.0015,818.7164
600000,0.9629,10.3,1.0,0.9484,14.3472,1.0,0.0078,0.0015,815.7209
610000,0.9622,10.5,1.0,0.9493,14.0647,1.0,0.0077,0.0014,816.5713
620000,0.9622,10.5,1.0,0.9484,14.3472,1.0,0.0077,0.0014,812.727
630000,0.9665,9.3,1.0,0.9503,13.7931,1.0,0.0076,0.0014,814.5556
640000,0.9633,10.2,1.0,0.9504,13.7741,1.0,0.0075,0.0014,809.7958
650000,0.9611,10.8,1.0,0.951,13.6054,1.0,0.0075,0.0013,813.6909
660000,0.9644,9.9,1.0,0.9521,13.2979,1.0,0.0074,0.0013,809.7146
670000,0.9647,9.8,1.0,0.9522,13.2979,1.0,0.0074,0.0013,810.6213
680000,0.9622,10.5,1.0,0.9515,13.4771,1.0,0.0073,0.0013,811.4227
690000,0.9665,9.3,1.0,0.9514,13.4953,1.0,0.0072,0.0013,811.5896
700000,0.9636,10.1,1.0,0.9521,13.2979,1.0,0.0071,0.0012,806.0881
