env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
15000,2461.6022,1000.0,,,,,,,,,,,,,
15000,,,,,,,,,,,,,1000,1001.6589,11.8892
15500,,,0.439,0.7534,0.151,-60.8789,7.8899,0.0949,-0.2957,3.4846,83.0523,2.7844,,,
16000,,,0.4441,0.7384,0.1468,-64.7695,6.8557,0.1004,-0.2809,3.39,73.5919,2.7731,,,
16000,,,,,,,,,,,,,1000,757.347,13.0106
16500,,,0.4468,0.748,0.1549,-66.0553,5.6393,0.0968,-0.2977,3.2253,52.7976,1.553,,,
17000,,,0.4406,0.7507,0.1454,-73.6078,6.1337,0.0989,-0.2777,3.5096,173.7738,2.4639,,,
17000,,,,,,,,,,,,,1000,1161.1934,12.5702
17500,,,0.4418,0.7493,0.141,-76.254,6.8333,0.1022,-0.276,3.2772,85.9227,1.9399,,,
18000,,,0.4409,0.7572,0.1454,-77.6863,6.5094,0.0989,-0.2967,2.862,57.6458,2.2699,,,
18000,,,,,,,,,,,,,1000,706.8356,12.57
18500,,,0.4446,0.7704,0.1446,-79.6193,6.2268,0.1016,-0.289,3.2787,109.391,2.4381,,,
19000,,,0.4499,0.7645,0.1504,-84.4146,8.097,0.1017,-0.2989,3.27,84.7995,2.9502,,,
19000,,,,,,,,,,,,,1000,1240.5643,12.7416
19500,,,0.4512,0.7629,0.1569,-83.274,5.2929,0.0983,-0.3054,3.7589,61.6281,2.1348,,,
20000,,,0.447,0.7598,0.1517,-89.1604,5.0965,0.0988,-0.2983,3.5606,139.9591,1.7326,,,
20000,3429.5129,1000.0,,,,,,,,,,,,,
20000,,,,,,,,,,,,,1000,1214.5469,12.2616
20500,,,0.4467,0.7672,0.1498,-93.7291,6.3181,0.0997,-0.2908,3.8176,103.5105,2.6821,,,
21000,,,0.4383,0.7643,0.145,-97.5351,5.9367,0.097,-0.3021,3.0549,63.9841,2.2214,,,
21000,,,,,,,,,,,,,1000,1368.8346,12.4989
21500,,,0.4404,0.769,0.1468,-97.4694,6.0876,0.0964,-0.2994,2.9507,90.0314,3.2855,,,
22000,,,0.4389,0.7744,0.1474,-104.0934,5.9112,0.0959,-0.2984,3.4189,124.5098,2.4238,,,
22000,,,,,,,,,,,,,1000,1472.2912,13.0269
22500,,,0.4411,0.7747,0.1475,-103.6133,5.1305,0.0965,-0.2997,2.6205,139.8848,1.3415,,,
23000,,,0.4445,0.7778,0.1526,-106.7988,5.4935,0.0961,-0.3015,3.0241,82.953,2.3111,,,
23000,,,,,,,,,,,,,1000,1647.274,12.978
23500,,,0.4428,0.7739,0.1478,-109.3225,4.1281,0.0981,-0.2807,3.0282,39.116,1.5227,,,
24000,,,0.4395,0.7792,0.1504,-113.7276,4.3396,0.0948,-0.2908,2.5652,56.1436,1.707,,,
24000,,,,,,,,,,,,,1000,1698.116,12.3903
24500,,,0.4351,0.7824,0.1457,-115.2518,5.2494,0.0954,-0.2908,2.5799,86.6839,2.8493,,,
25000,,,0.4335,0.7987,0.1314,-117.4896,4.9944,0.1047,-0.2623,2.2899,62.5159,2.5654,,,
25000,3474.779,1000.0,,,,,,,,,,,,,
25000,,,,,,,,,,,,,1000,1763.8181,11.9406
25500,,,0.4416,0.7968,0.1503,-123.0494,6.813,0.0965,-0.2987,2.7428,170.8584,3.5914,,,
26000,,,0.4362,0.7859,0.1368,-122.2298,4.7241,0.1024,-0.283,2.849,102.0506,2.6377,,,
26000,,,,,,,,,,,,,1000,933.4585,12.9937
26500,,,0.4353,0.7962,0.1439,-129.1606,6.3254,0.0966,-0.2885,3.463,149.0415,3.2896,,,
27000,,,0.433,0.8052,0.1422,-124.9743,6.7411,0.0961,-0.2858,3.4729,122.8218,4.4208,,,
27000,,,,,,,,,,,,,1000,1986.8747,12.9577
27500,,,0.4417,0.7915,0.1468,-130.9598,5.6095,0.098,-0.2923,2.9763,105.2871,2.4632,,,
28000,,,0.4299,0.8023,0.1466,-130.8677,5.2545,0.0918,-0.2987,2.6783,81.9284,2.6224,,,
28000,,,,,,,,,,,,,1000,2035.7333,13.181
28500,,,0.4295,0.7951,0.1443,-140.5576,4.6609,0.0933,-0.2976,2.7545,184.6767,2.5188,,,
29000,,,0.4421,0.7962,0.1534,-135.695,5.1721,0.0961,-0.3021,3.3793,109.8926,2.8888,,,
29000,,,,,,,,,,,,,1000,1829.5899,12.7929
29500,,,0.4292,0.8049,0.1465,-143.0152,5.9242,0.0924,-0.2911,3.4782,182.7468,3.884,,,
30000,,,0.4423,0.8002,0.1488,-144.6482,5.2322,0.0972,-0.2949,3.0706,97.7074,2.6741,,,
30000,3694.9942,1000.0,,,,,,,,,,,,,
30000,,,,,,,,,,,,,1000,2129.0716,12.0261
30500,,,0.4367,0.8223,0.147,-149.7873,4.5026,0.0954,-0.2835,2.2863,78.5285,2.0996,,,
31000,,,0.4298,0.8157,0.1436,-150.4961,4.3735,0.0937,-0.2823,2.3609,83.1543,3.4961,,,
31000,,,,,,,,,,,,,1000,2128.1269,12.4779
31500,,,0.4228,0.8219,0.1394,-158.0532,6.0589,0.0917,-0.2767,2.7147,217.8394,3.7335,,,
32000,,,0.4216,0.8138,0.1417,-155.2872,5.9144,0.0901,-0.2878,2.6657,71.4605,3.7549,,,
32000,,,,,,,,,,,,,1000,2260.8391,12.6107
32500,,,0.4348,0.824,0.1484,-163.8236,4.5733,0.0939,-0.2905,2.7189,93.0235,3.0732,,,
33000,,,0.4161,0.8164,0.1349,-170.0871,5.2699,0.0894,-0.2674,2.3653,80.7705,2.408,,,
33000,,,,,,,,,,,,,1000,2426.7344,12.359
33500,,,0.4255,0.8207,0.1416,-166.9073,4.7038,0.0912,-0.2796,2.7897,141.7033,2.5333,,,
34000,,,0.4224,0.8134,0.1402,-170.6223,3.9126,0.0924,-0.2773,2.8691,118.8938,2.7426,,,
34000,,,,,,,,,,,,,1000,2386.9442,12.8276
34500,,,0.4249,0.8436,0.134,-173.405,5.0961,0.0957,-0.2564,3.0947,183.2651,2.5329,,,
35000,,,0.4299,0.8127,0.1431,-168.9189,6.0076,0.0943,-0.2795,2.8125,173.9643,3.1241,,,
35000,3858.6968,1000.0,,,,,,,,,,,,,
35000,,,,,,,,,,,,,1000,2426.1466,11.6736
35500,,,0.4206,0.8254,0.1363,-183.9952,6.3311,0.0932,-0.2661,3.1646,151.61,3.5185,,,
36000,,,0.4207,0.8302,0.1394,-187.045,4.5934,0.0916,-0.2759,3.2596,149.6899,2.7372,,,
36000,,,,,,,,,,,,,1000,2616.427,12.1334
36500,,,0.416,0.8203,0.1344,-186.0535,5.1074,0.0914,-0.2715,2.8425,212.7591,3.4467,,,
37000,,,0.4133,0.8378,0.1378,-189.2213,5.4662,0.0876,-0.2717,2.7018,156.8746,3.6433,,,
37000,,,,,,,,,,,,,1000,2446.7117,12.686
37500,,,0.4074,0.8223,0.1301,-191.0318,6.2925,0.0879,-0.2642,2.6956,196.5303,2.1336,,,
38000,,,0.4153,0.8446,0.1368,-195.9314,4.8554,0.0887,-0.261,3.2731,181.7824,4.2385,,,
38000,,,,,,,,,,,,,1000,2577.6688,12.7592
38500,,,0.4132,0.8314,0.1344,-198.6848,5.0879,0.089,-0.2643,3.5756,106.2717,2.5038,,,
39000,,,0.4143,0.8338,0.1344,-199.9204,3.9091,0.0906,-0.2694,3.4412,326.7017,3.7708,,,
39000,,,,,,,,,,,,,1000,2539.3543,12.6338
39500,,,0.4089,0.836,0.1315,-204.0417,6.3115,0.0884,-0.2592,3.1515,217.9823,2.5977,,,
40000,,,0.4058,0.8458,0.1341,-203.6326,5.1734,0.0853,-0.2721,2.5518,181.2905,1.8771,,,
40000,4163.6208,1000.0,,,,,,,,,,,,,
40000,,,,,,,,,,,,,1000,2766.0107,11.9331
40500,,,0.4049,0.833,0.1275,-211.2891,4.2728,0.0883,-0.2551,2.6515,179.0464,2.3675,,,
41000,,,0.4014,0.837,0.1292,-211.9687,4.981,0.0841,-0.2502,2.7833,109.7348,2.4021,,,
41000,,,,,,,,,,,,,1000,2802.3205,12.7225
41500,,,0.3928,0.8332,0.123,-215.8724,5.9959,0.0822,-0.2491,2.7593,219.4054,3.8621,,,
42000,,,0.3959,0.8334,0.126,-218.0773,4.3773,0.0836,-0.2567,2.7988,194.7515,2.2241,,,
42000,,,,,,,,,,,,,1000,2801.5752,12.5918
42500,,,0.4076,0.8484,0.1322,-215.0209,4.8937,0.0875,-0.2667,3.0059,215.0567,2.2096,,,
43000,,,0.4081,0.8448,0.1317,-220.1555,5.4119,0.0877,-0.2675,2.6708,237.6205,3.0925,,,
43000,,,,,,,,,,,,,1000,2930.2575,12.4962
43500,,,0.4104,0.8375,0.1355,-221.9796,4.9813,0.0866,-0.2738,2.8004,131.9364,3.193,,,
44000,,,0.4016,0.8455,0.1454,-227.3573,4.9682,0.0748,-0.3069,2.98,251.7135,3.9293,,,
44000,,,,,,,,,,,,,1000,3004.2457,12.6603
44500,,,0.4049,0.8554,0.1325,-229.3141,6.946,0.0861,-0.2581,2.8521,105.9325,4.8459,,,
45000,,,0.4029,0.8433,0.1309,-231.3118,4.8539,0.086,-0.2549,2.5115,204.0071,3.0657,,,
45000,4317.1763,1000.0,,,,,,,,,,,,,
45000,,,,,,,,,,,,,1000,3048.5008,12.0093
45500,,,0.3938,0.8419,0.1268,-237.5788,4.5289,0.0815,-0.2548,2.7707,146.8069,1.4893,,,
46000,,,0.4039,0.8513,0.1316,-241.9795,5.1105,0.0863,-0.2516,2.5488,118.4469,2.8428,,,
46000,,,,,,,,,,,,,1000,2953.9407,12.6055
46500,,,0.4024,0.8584,0.1311,-242.6832,4.5685,0.0855,-0.2597,2.5856,151.6363,2.0212,,,
47000,,,0.4007,0.8566,0.1326,-240.4625,4.5057,0.0836,-0.2617,3.0182,263.5185,2.0464,,,
47000,,,,,,,,,,,,,1000,3153.7151,12.8845
47500,,,0.4049,0.8473,0.1276,-247.9976,5.58,0.0882,-0.2535,2.9348,151.4277,3.3891,,,
48000,,,0.4005,0.8523,0.1285,-244.9918,5.0345,0.0847,-0.2515,3.0398,324.6304,3.6387,,,
48000,,,,,,,,,,,,,1000,3057.1699,12.5286
48500,,,0.3884,0.8454,0.2502,-252.6212,5.5293,0.0284,-0.5333,2.6986,209.1486,4.1388,,,
49000,,,0.4084,0.8577,0.1301,-252.3444,4.5622,0.0912,-0.2568,2.6669,168.6143,3.8441,,,
49000,,,,,,,,,,,,,1000,3326.8113,12.8224
49500,,,0.4066,0.8529,0.1177,-249.8172,6.5797,0.0973,-0.2315,2.5241,204.7346,3.5004,,,
50000,,,0.4041,0.858,0.1313,-255.3514,4.9302,0.0858,-0.2542,3.3193,243.0022,2.9637,,,
50000,4469.9283,1000.0,,,,,,,,,,,,,
50000,,,,,,,,,,,,,1000,3309.2283,12.0793
50500,,,0.4044,0.8664,0.132,-258.2435,5.7331,0.0868,-0.2529,2.6403,167.7978,3.0753,,,
51000,,,0.3958,0.8647,0.1257,-261.0918,6.5971,0.0842,-0.251,2.7962,146.443,5.0212,,,
51000,,,,,,,,,,,,,1000,3254.3226,12.5041
51500,,,0.3959,0.8638,0.1231,-264.2128,4.2942,0.0849,-0.2482,2.8274,104.4907,3.2366,,,
52000,,,0.3918,0.8616,0.1197,-268.2508,4.4904,0.0833,-0.234,2.6021,110.8437,1.7218,,,
52000,,,,,,,,,,,,,1000,3447.4048,12.8828
52500,,,0.3981,0.8549,0.3771,-268.0072,4.9202,0.0097,-0.7601,2.9084,180.3352,3.3773,,,
53000,,,0.3904,0.8706,0.1245,-271.2551,4.3448,0.0805,-0.2411,2.6343,181.5534,3.7469,,,
53000,,,,,,,,,,,,,1000,3288.1599,13.1567
53500,,,0.3885,0.8733,0.1203,-270.8127,5.4591,0.0817,-0.2373,2.6864,199.8624,2.1944,,,
54000,,,0.3872,0.8566,0.1197,-278.1324,5.8116,0.0821,-0.2375,2.69,241.8466,2.1273,,,
54000,,,,,,,,,,,,,1000,3596.6584,12.6718
54500,,,0.3807,0.8638,0.1061,-277.9126,5.0619,0.0851,-0.2137,2.8644,140.6415,4.7587,,,
55000,,,0.3904,0.8594,0.1245,-279.2331,5.4827,0.0811,-0.2415,2.7694,201.0469,5.9073,,,
55000,4822.8692,1000.0,,,,,,,,,,,,,
55000,,,,,,,,,,,,,1000,3584.1296,12.2436
55500,,,0.3819,0.857,0.1167,-288.222,5.2423,0.0801,-0.2326,2.6302,116.6156,4.38,,,
56000,,,0.3908,0.8659,0.1214,-281.3465,4.9097,0.0835,-0.2357,2.9084,180.1468,2.9427,,,
56000,,,,,,,,,,,,,1000,3772.0104,12.7051
56500,,,0.3804,0.865,0.1176,-289.0952,5.0202,0.0789,-0.2444,3.0389,315.2905,4.3821,,,
57000,,,0.384,0.8724,0.1197,-287.7124,5.573,0.0807,-0.2422,2.5876,150.1628,2.2525,,,
57000,,,,,,,,,,,,,1000,3451.4794,12.5567
57500,,,0.3888,0.8689,0.1229,-291.1637,4.8628,0.0817,-0.244,3.19,223.4608,4.1434,,,
58000,,,0.3849,0.8635,0.1204,-289.0446,5.0099,0.0774,-0.2613,2.8026,194.3091,4.1967,,,
58000,,,,,,,,,,,,,1000,3582.2179,12.8186
58500,,,0.3799,0.865,0.1193,-290.303,5.5356,0.0777,-0.2396,2.5669,157.3481,4.1072,,,
59000,,,0.3885,0.8699,0.1186,-299.1651,5.2583,0.084,-0.2376,3.0514,209.7076,4.0878,,,
59000,,,,,,,,,,,,,1000,3872.6394,12.9901
59500,,,0.3873,0.8764,0.1219,-299.7459,5.0991,0.0819,-0.2418,2.7185,159.1177,5.9965,,,
60000,,,0.3885,0.8774,0.1216,-303.629,5.1966,0.0816,-0.2408,2.6922,201.2781,3.072,,,
60000,4927.3863,1000.0,,,,,,,,,,,,,
60000,,,,,,,,,,,,,1000,3864.6136,11.998
60500,,,0.3837,0.8786,0.1184,-302.4073,5.0044,0.0805,-0.2364,2.9344,106.3128,4.2781,,,
61000,,,0.391,0.8761,0.1214,-309.4528,5.8119,0.0843,-0.2374,2.6339,165.3526,4.6624,,,
61000,,,,,,,,,,,,,1000,3980.6236,12.5748
61500,,,0.382,0.8708,0.1201,-303.7986,6.7042,0.0783,-0.2413,3.0806,288.6644,5.2504,,,
62000,,,0.3921,0.8805,0.1138,-308.8988,4.7388,0.0885,-0.2246,2.8039,292.1279,2.6224,,,
62000,,,,,,,,,,,,,1000,4012.4804,13.0885
62500,,,0.3844,0.872,0.1174,-312.9328,5.6061,0.0821,-0.2405,3.0385,174.8459,3.3122,,,
63000,,,0.392,0.8797,0.1197,-312.3002,5.4376,0.0849,-0.2339,2.9312,151.2396,4.3487,,,
63000,,,,,,,,,,,,,1000,4033.0678,12.5291
63500,,,0.3936,0.8861,0.2625,-315.7346,6.0907,0.0253,-0.537,3.1704,175.0093,4.8417,,,
64000,,,0.3869,0.8708,0.1216,-317.8119,5.3387,0.0808,-0.2392,3.0679,332.3078,3.6374,,,
64000,,,,,,,,,,,,,1000,4154.355,12.5225
64500,,,0.3814,0.8744,0.1173,-326.0326,6.1503,0.0793,-0.2307,2.6365,186.7404,2.4304,,,
65000,,,0.3929,0.8818,0.1235,-324.1972,5.4136,0.0842,-0.245,2.6853,135.0434,5.0327,,,
65000,4996.9935,1000.0,,,,,,,,,,,,,
65000,,,,,,,,,,,,,1000,4074.4627,11.7536
65500,,,0.3922,0.8938,0.1235,-321.3873,4.9657,0.0825,-0.238,3.1276,209.0024,2.3885,,,
66000,,,0.38,0.8753,0.1179,-330.1622,5.5806,0.0791,-0.2373,2.7316,208.9382,3.0772,,,
66000,,,,,,,,,,,,,1000,4177.5104,13.2233
66500,,,0.3931,0.8718,0.1069,-327.187,5.8599,0.0924,-0.2182,3.0993,143.0161,2.6783,,,
67000,,,0.3891,0.8859,0.1219,-326.8949,6.8684,0.0827,-0.2387,3.2823,134.7671,6.647,,,
67000,,,,,,,,,,,,,1000,4137.85,13.1487
67500,,,0.3882,0.8885,0.1188,-333.784,6.09,0.0831,-0.2401,3.0606,185.3912,5.7119,,,
68000,,,0.3846,0.8897,0.1188,-332.9765,4.0059,0.0813,-0.2314,3.5196,356.0148,1.7396,,,
68000,,,,,,,,,,,,,1000,4150.8032,12.5782
68500,,,0.3896,0.8778,0.1575,-337.0475,4.3972,0.0626,-0.3304,3.2825,331.0211,3.5076,,,
69000,,,0.3796,0.8857,0.1169,-333.7896,4.831,0.0798,-0.2372,3.304,210.8349,5.2804,,,
69000,,,,,,,,,,,,,1000,4361.1201,12.602
69500,,,0.3894,0.8893,0.1411,-334.5315,4.4568,0.0692,-0.2932,3.2801,358.4808,5.3006,,,
70000,,,0.3769,0.8711,0.1162,-342.3293,5.0268,0.0788,-0.2329,3.4405,185.95,3.5467,,,
70000,4979.8645,1000.0,,,,,,,,,,,,,
70000,,,,,,,,,,,,,1000,4290.4044,12.4434
70500,,,0.3847,0.8899,0.1194,-340.3501,6.1371,0.0815,-0.2456,3.1577,338.7791,3.8064,,,
71000,,,0.3875,0.8991,0.1191,-345.5059,5.9899,0.0828,-0.2382,2.8631,233.3079,3.5178,,,
71000,,,,,,,,,,,,,1000,4225.333,12.881
71500,,,0.3765,0.8859,0.1148,-350.7316,4.9171,0.0792,-0.2325,3.2452,381.273,3.3234,,,
72000,,,0.3749,0.8884,0.1487,-352.9892,3.6811,0.0589,-0.3035,2.8589,214.0002,2.3092,,,
72000,,,,,,,,,,,,,1000,4453.1755,12.7876
72500,,,0.3763,0.8887,0.1168,-350.1588,6.1155,0.0771,-0.2259,3.1753,178.2574,3.433,,,
73000,,,0.3743,0.8861,0.1139,-356.2977,5.7589,0.0776,-0.232,2.9718,247.2268,4.2464,,,
73000,,,,,,,,,,,,,1000,4184.4177,12.8335
73500,,,0.3657,0.8885,0.1117,-356.8712,5.4946,0.0745,-0.232,3.0844,156.2069,3.8553,,,
74000,,,0.3686,0.8787,0.113,-353.8814,5.8894,0.074,-0.2336,3.3668,172.3427,6.4494,,,
74000,,,,,,,,,,,,,1000,4358.2776,12.3999
74500,,,0.3664,0.8892,0.1124,-355.945,5.567,0.0736,-0.2229,2.6942,163.9797,4.2549,,,
75000,,,0.3573,0.8821,0.1091,-360.5343,6.7285,0.0708,-0.2186,2.6468,171.0121,5.4917,,,
75000,5204.4858,1000.0,,,,,,,,,,,,,
75000,,,,,,,,,,,,,1000,4564.4639,11.8674
75500,,,0.3634,0.8899,0.1034,-361.942,6.001,0.076,-0.2059,2.7312,149.6743,5.1203,,,
76000,,,0.361,0.8922,0.1096,-366.5155,5.3101,0.0729,-0.2171,3.2912,437.9,3.0792,,,
76000,,,,,,,,,,,,,1000,4634.3285,12.431
76500,,,0.3642,0.8908,0.1104,-365.0692,5.6385,0.0733,-0.2193,3.2733,422.3056,4.5615,,,
77000,,,0.3707,0.889,0.1106,-365.9304,5.1351,0.0774,-0.2259,3.2213,242.5909,4.8712,,,
77000,,,,,,,,,,,,,1000,4634.4197,12.3946
77500,,,0.3795,0.8901,0.1153,-366.6344,5.261,0.0793,-0.2291,2.8238,233.3205,4.3277,,,
78000,,,0.3694,0.8963,0.1138,-364.4271,5.4105,0.0742,-0.2276,2.9475,252.2715,3.3485,,,
78000,,,,,,,,,,,,,1000,4650.7847,12.7001
78500,,,0.3583,0.8944,0.1082,-365.6057,4.9642,0.0719,-0.2257,3.316,390.6326,3.6143,,,
79000,,,0.3618,0.8866,0.107,-373.0795,6.0655,0.0736,-0.2137,3.0813,390.0448,5.7669,,,
79000,,,,,,,,,,,,,1000,4768.0785,12.7483
79500,,,0.3623,0.9059,0.1098,-380.2739,3.8149,0.0737,-0.2172,3.1998,226.2785,5.239,,,
80000,,,0.3582,0.8907,0.1097,-377.1451,4.6515,0.0708,-0.2247,3.0757,186.1512,3.1712,,,
80000,5347.4845,1000.0,,,,,,,,,,,,,
80000,,,,,,,,,,,,,1000,4642.3206,11.6945
80500,,,0.365,0.8901,0.1129,-377.4714,5.0236,0.0736,-0.2189,3.3832,400.3969,3.7653,,,
81000,,,0.3629,0.8868,0.1116,-381.3215,5.3053,0.072,-0.2138,3.3896,192.9845,3.4393,,,
81000,,,,,,,,,,,,,1000,4753.0316,12.6211
81500,,,0.365,0.9109,0.111,-381.9885,3.8093,0.0738,-0.2155,2.8355,212.0301,2.4094,,,
82000,,,0.353,0.8898,0.1057,-389.291,5.1618,0.0696,-0.2055,2.6769,206.1534,4.794,,,
82000,,,,,,,,,,,,,1000,4821.1493,12.5496
82500,,,0.3555,0.8981,0.1078,-386.4558,4.7204,0.0703,-0.2163,3.487,352.6971,5.0629,,,
83000,,,0.3633,0.9004,0.1101,-380.7935,4.7961,0.0738,-0.218,2.899,242.6806,3.4805,,,
83000,,,,,,,,,,,,,1000,4781.4405,12.3694
83500,,,0.3539,0.9033,0.1087,-386.305,6.0189,0.0685,-0.2147,3.278,398.4863,6.9265,,,
84000,,,0.3485,0.9048,0.105,-393.0165,4.6325,0.0672,-0.205,3.0794,163.3653,2.8535,,,
84000,,,,,,,,,,,,,1000,4972.1291,12.7486
84500,,,0.3624,0.9035,0.1108,-387.6365,5.1288,0.0724,-0.2199,2.6475,120.3333,4.7594,,,
85000,,,0.3497,0.8954,0.1069,-391.4568,5.3381,0.0678,-0.2145,2.7101,186.6304,4.8508,,,
85000,5380.0869,1000.0,,,,,,,,,,,,,
85000,,,,,,,,,,,,,1000,4944.4403,12.3077
85500,,,0.3529,0.9076,0.1047,-397.769,6.445,0.0704,-0.2078,2.701,232.2857,4.5319,,,
86000,,,0.3534,0.8955,0.1074,-392.6486,5.0179,0.0686,-0.2163,2.8735,127.2198,4.9271,,,
86000,,,,,,,,,,,,,1000,5010.2617,12.7311
86500,,,0.3517,0.8949,0.1061,-392.041,5.5675,0.0682,-0.2143,2.8283,319.0369,3.5966,,,
87000,,,0.3466,0.9124,0.1059,-400.1253,4.4999,0.0657,-0.214,2.7253,212.8627,5.4332,,,
87000,,,,,,,,,,,,,1000,5032.0092,12.3183
87500,,,0.346,0.8945,0.106,-399.9784,5.4916,0.0658,-0.2069,2.7274,127.0473,3.6851,,,
88000,,,0.3484,0.9086,0.1058,-402.9054,4.5364,0.0672,-0.2072,2.9348,279.1354,4.0037,,,
88000,,,,,,,,,,,,,1000,5011.1758,12.6452
88500,,,0.3533,0.9119,0.109,-398.7509,4.8142,0.0679,-0.2182,2.7349,434.2972,5.1482,,,
89000,,,0.3485,0.913,0.141,-408.6286,5.9059,0.0501,-0.293,3.1244,224.4015,4.7352,,,
89000,,,,,,,,,,,,,1000,5106.9066,12.9367
89500,,,0.346,0.9077,0.1051,-403.5126,5.667,0.0662,-0.2075,2.6526,160.9161,3.2593,,,
90000,,,0.3432,0.912,0.1854,-406.8102,6.4028,0.0319,-0.3658,2.8584,310.5284,6.3164,,,
90000,5287.9663,1000.0,,,,,,,,,,,,,
90000,,,,,,,,,,,,,1000,5142.2515,12.043
90500,,,0.3425,0.9046,0.1033,-408.063,4.6995,0.0655,-0.2065,2.4132,116.5619,3.1464,,,
