env_steps,return,length,success,train/return,train/length,train/success,bisim_loss,critic_loss,FPS
0,-0.9,125.7,0.0,,,,,,
10000,0.0,256.0,0.0,-0.9916,8.8574,0.0044,0.0476,0.0069,393.8088
20000,0.3,184.9,0.5,-0.9966,9.7276,0.0019,0.043,0.0015,860.6905
30000,0.0,256.0,0.0,-0.9945,9.8039,0.0029,0.0457,0.0019,858.7938
40000,0.5324,133.0,1.0,-0.9928,9.8328,0.0039,0.0467,0.0019,848.3521
50000,0.8211,50.9,1.0,-0.9904,10.1523,0.0051,0.0463,0.0019,850.0963
60000,0.7184,80.1,1.0,-0.9897,10.9529,0.0055,0.0488,0.0018,851.2136
70000,0.0,256.0,0.0,-0.9958,11.4155,0.0023,0.0481,0.0022,845.0
80000,0.5276,123.0,0.6,-1.0,11.2994,0.0,0.0494,0.003,841.4295
90000,0.7142,81.3,1.0,-0.9979,11.2613,0.0011,0.0493,0.0045,840.5219
100000,0.0,256.0,0.0,-0.9912,11.7925,0.0047,0.051,0.0082,838.784
110000,0.1555,220.3,0.3,-0.9954,11.9904,0.0024,0.0514,0.0109,834.516
120000,0.4792,139.6,0.7,-0.9883,13.0548,0.0065,0.0518,0.0148,835.9864
130000,0.0,256.0,0.0,-0.9907,12.5156,0.005,0.0537,0.0297,832.8651
140000,0.0,256.0,0.0,-0.9927,12.8866,0.0039,0.0531,0.0343,829.2769
150000,0.0,256.0,0.0,-0.9802,13.0208,0.0104,0.0529,0.0491,824.0052
160000,0.0,256.0,0.0,-0.9899,14.5349,0.0058,0.0539,0.0694,824.5855
170000,0.0,256.0,0.0,-0.9841,14.2045,0.0085,0.0535,0.0705,818.9965
180000,0.0,256.0,0.0,-0.9784,14.7493,0.0118,0.0541,0.0701,822.548
190000,0.3233,181.1,0.6,-0.9835,14.6628,0.0088,0.054,0.0645,821.3036
200000,0.0,256.0,0.0,-0.9779,14.9477,0.012,0.0556,0.0654,816.6623
210000,0.0,256.0,0.0,-0.9879,15.9744,0.0064,0.0556,0.0698,816.0792
220000,-0.1,234.3,0.0,-0.9893,14.1044,0.0056,0.0553,0.0656,810.2674
230000,0.0,256.0,0.0,-0.9721,16.5017,0.0149,0.0574,0.0866,818.6733
240000,0.0,256.0,0.0,-0.9727,14.3885,0.0144,0.0597,0.1003,801.1598
250000,0.0237,252.1,0.1,-0.9613,14.9701,0.021,0.059,0.107,809.3356
260000,0.1793,210.7,0.2,-0.9861,14.9254,0.0075,0.0582,0.1,804.8861
270000,0.0705,238.8,0.1,-0.974,17.6056,0.0141,0.0596,0.1375,803.3348
280000,0.0,256.0,0.0,-0.9691,16.7504,0.0168,0.062,0.1336,804.1875
290000,0.0,256.0,0.0,-0.9726,16.4745,0.0148,0.0618,0.1527,796.8054
300000,0.1258,225.9,0.2,-0.9781,17.1821,0.012,0.0611,0.136,797.5608
310000,0.0,256.0,0.0,-0.9522,18.5529,0.026,0.0618,0.1497,793.8431
320000,0.0,256.0,0.0,-0.9505,16.9779,0.0272,0.0648,0.1505,797.0617
330000,0.152,221.3,0.3,-0.9471,19.3424,0.029,0.0606,0.1083,793.5724
340000,0.0554,243.1,0.1,-0.9652,19.1571,0.0192,0.0605,0.091,792.3024
350000,0.0,256.0,0.0,-0.9365,19.1205,0.0344,0.0603,0.0676,795.1244
360000,0.1819,212.8,0.3,-0.9242,20.8333,0.0417,0.0577,0.0471,795.3176
370000,0.4107,153.4,0.5,-0.9079,21.7865,0.0501,0.0583,0.0328,784.3737
380000,0.2736,186.7,0.3,-0.887,21.5983,0.0605,0.0574,0.0227,783.7338
390000,0.0887,233.6,0.1,-0.8682,21.5517,0.0711,0.0569,0.0146,784.5664
400000,0.0441,246.3,0.1,-0.9034,19.9203,0.0518,0.0561,0.009,786.5825
410000,0.1483,219.5,0.2,-0.8729,20.1613,0.0685,0.0561,0.0056,783.4588
420000,0.8696,37.1,1.0,-0.8178,20.6186,0.0969,0.0558,0.0035,785.856
430000,0.8548,41.3,1.0,-0.6913,21.0526,0.1642,0.055,0.0025,786.0928
440000,0.8784,34.6,1.0,-0.7082,19.6464,0.1552,0.0544,0.0026,782.8779
450000,0.8601,39.8,1.0,-0.7268,19.4932,0.1442,0.0546,0.003,784.2833
