env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
5139,,,25,126.8716,70.8464,,,,,,,,,,
5157,,,18,85.9904,71.2344,,,,,,,,,,
5173,,,16,76.238,70.5932,,,,,,,,,,
5191,,,18,86.7457,71.0655,,,,,,,,,,
5210,,,19,93.9567,71.2601,,,,,,,,,,
5226,,,16,76.2912,71.1075,,,,,,,,,,
5244,,,18,86.2802,70.6887,,,,,,,,,,
5262,,,18,87.1173,70.8616,,,,,,,,,,
5281,,,19,91.0485,71.1976,,,,,,,,,,
5321,,,40,207.56,70.8862,,,,,,,,,,
5339,,,18,86.5314,71.2912,,,,,,,,,,
5363,,,24,119.7051,70.8984,,,,,,,,,,
5386,,,23,114.5274,70.5489,,,,,,,,,,
5403,,,17,81.0908,70.8309,,,,,,,,,,
5420,,,17,81.4041,70.7588,,,,,,,,,,
5436,,,16,76.5966,70.7196,,,,,,,,,,
5452,,,16,76.1838,70.6269,,,,,,,,,,
5472,,,20,97.4865,71.2501,,,,,,,,,,
5499,,,27,134.1504,71.0783,,,,,,,,,,
5500,,,,,,0.3652,0.5785,0.1042,-156.5106,23.9077,0.0746,-0.2038,34.5126,302.0037,4.9265
5516,,,17,81.3954,70.8864,,,,,,,,,,
5533,,,17,81.2597,70.6075,,,,,,,,,,
5551,,,18,86.4186,71.4709,,,,,,,,,,
5569,,,18,86.1434,71.3677,,,,,,,,,,
5586,,,17,81.2557,71.2479,,,,,,,,,,
5605,,,19,90.5102,70.8053,,,,,,,,,,
5626,,,21,103.6646,71.1346,,,,,,,,,,
5641,,,15,71.8715,71.1643,,,,,,,,,,
5658,,,17,81.088,71.2685,,,,,,,,,,
5674,,,16,76.1653,70.43,,,,,,,,,,
5691,,,17,82.131,71.4422,,,,,,,,,,
5724,,,33,164.4357,71.0392,,,,,,,,,,
5741,,,17,81.1853,70.9517,,,,,,,,,,
5761,,,20,97.7236,70.9899,,,,,,,,,,
5777,,,16,76.337,70.9108,,,,,,,,,,
5804,,,27,134.8938,70.9603,,,,,,,,,,
5826,,,22,109.8787,70.9936,,,,,,,,,,
5866,,,40,215.1207,70.7849,,,,,,,,,,
5885,,,19,92.6529,70.9027,,,,,,,,,,
5902,,,17,81.0004,71.0687,,,,,,,,,,
5921,,,19,91.5131,71.4263,,,,,,,,,,
5947,,,26,130.4535,69.4174,,,,,,,,,,
5963,,,16,76.5119,65.1547,,,,,,,,,,
5980,,,17,81.3527,68.218,,,,,,,,,,
6000,,,,,,0.3745,0.577,0.1142,-173.2672,25.872,0.0744,-0.2214,37.4127,169.0161,4.2421
6000,,,20,96.0447,65.0844,,,,,,,,,,
6017,,,17,81.1313,64.8421,,,,,,,,,,
6036,,,19,91.627,67.8682,,,,,,,,,,
6053,,,17,81.1412,69.6872,,,,,,,,,,
6070,,,17,81.3672,70.3314,,,,,,,,,,
6087,,,17,81.3846,70.4745,,,,,,,,,,
6106,,,19,92.9006,67.0955,,,,,,,,,,
6128,,,22,108.3794,66.3788,,,,,,,,,,
6148,,,20,99.2359,70.5552,,,,,,,,,,
6165,,,17,81.6095,70.8985,,,,,,,,,,
6181,,,16,76.4948,71.2495,,,,,,,,,,
6199,,,18,86.2007,71.3129,,,,,,,,,,
6223,,,24,120.6485,70.1244,,,,,,,,,,
6239,,,16,76.4379,70.0822,,,,,,,,,,
6256,,,17,81.1608,70.6194,,,,,,,,,,
6279,,,23,117.1826,70.3445,,,,,,,,,,
6304,,,25,126.0762,69.8402,,,,,,,,,,
6321,,,17,81.2414,69.16,,,,,,,,,,
6345,,,24,120.1815,65.28,,,,,,,,,,
6362,,,17,81.3032,69.9662,,,,,,,,,,
6381,,,19,93.6462,70.4576,,,,,,,,,,
6414,,,33,169.6274,70.1557,,,,,,,,,,
6430,,,16,76.3545,66.2714,,,,,,,,,,
6447,,,17,81.4248,69.7678,,,,,,,,,,
6467,,,20,97.1895,60.2711,,,,,,,,,,
6489,,,22,107.049,59.1114,,,,,,,,,,
6500,,,,,,0.3944,0.5777,0.1418,-198.073,22.4001,0.0703,-0.234,76.9819,500.3335,5.6052
6505,,,16,76.3525,67.6737,,,,,,,,,,
6536,,,31,156.2292,70.0709,,,,,,,,,,
6554,,,18,85.6703,70.345,,,,,,,,,,
6570,,,16,76.1516,69.7768,,,,,,,,,,
6586,,,16,76.0691,70.3802,,,,,,,,,,
6602,,,16,76.5686,70.2259,,,,,,,,,,
6624,,,22,105.5711,70.497,,,,,,,,,,
6646,,,22,107.8768,69.9568,,,,,,,,,,
6671,,,25,127.1408,70.2725,,,,,,,,,,
6689,,,18,87.6121,69.8357,,,,,,,,,,
6706,,,17,81.3396,69.8289,,,,,,,,,,
6746,,,40,197.1379,69.8829,,,,,,,,,,
6763,,,17,81.0729,69.8651,,,,,,,,,,
6784,,,21,105.3756,69.1562,,,,,,,,,,
6806,,,22,109.0489,69.4735,,,,,,,,,,
6824,,,18,85.8419,69.5479,,,,,,,,,,
6840,,,16,76.6144,69.321,,,,,,,,,,
6857,,,17,80.6328,67.5884,,,,,,,,,,
6872,,,15,71.6428,69.646,,,,,,,,,,
6888,,,16,76.3466,70.0853,,,,,,,,,,
6906,,,18,85.7439,69.5294,,,,,,,,,,
6926,,,20,98.0786,67.2415,,,,,,,,,,
6956,,,30,151.3189,68.7851,,,,,,,,,,
6975,,,19,90.6134,70.1445,,,,,,,,,,
7000,,,,,,0.3953,0.5737,0.1182,-212.4559,26.8208,0.0834,-0.2275,60.607,227.2471,4.2982
7000,,,25,126.692,69.6792,,,,,,,,,,
7034,,,34,164.3856,70.0127,,,,,,,,,,
7056,,,22,107.9902,69.5453,,,,,,,,,,
7074,,,18,85.2119,70.0057,,,,,,,,,,
7091,,,17,81.931,70.7167,,,,,,,,,,
7116,,,25,120.5161,70.0281,,,,,,,,,,
7132,,,16,76.5076,69.6586,,,,,,,,,,
7157,,,25,123.2554,70.3233,,,,,,,,,,
7173,,,16,76.1977,70.3413,,,,,,,,,,
7199,,,26,130.7008,70.1143,,,,,,,,,,
7218,,,19,92.4818,69.9951,,,,,,,,,,
7237,,,19,91.4305,68.8701,,,,,,,,,,
7255,,,18,87.7155,66.875,,,,,,,,,,
7278,,,23,108.3924,66.6075,,,,,,,,,,
7294,,,16,76.3388,71.3516,,,,,,,,,,
7310,,,16,76.5159,71.765,,,,,,,,,,
7327,,,17,81.1269,70.8674,,,,,,,,,,
7364,,,37,192.0362,71.0024,,,,,,,,,,
7382,,,18,85.0022,71.2566,,,,,,,,,,
7408,,,26,132.2511,69.9088,,,,,,,,,,
7427,,,19,91.9488,71.1751,,,,,,,,,,
7450,,,23,114.8645,70.9512,,,,,,,,,,
7473,,,23,106.1592,70.9827,,,,,,,,,,
7500,,,,,,0.4144,0.5786,0.1319,-227.5743,29.9601,0.0871,-0.2597,110.2243,404.0692,6.1134
7501,,,28,140.2235,70.9556,,,,,,,,,,
7525,,,24,121.3363,71.3318,,,,,,,,,,
7551,,,26,131.2086,70.644,,,,,,,,,,
7568,,,17,81.3589,71.0773,,,,,,,,,,
7585,,,17,82.5872,71.2585,,,,,,,,,,
7601,,,16,76.3891,71.3531,,,,,,,,,,
7620,,,19,91.6908,71.1606,,,,,,,,,,
7638,,,18,85.8992,70.6715,,,,,,,,,,
7671,,,33,161.3018,70.2668,,,,,,,,,,
7698,,,27,133.9379,69.8667,,,,,,,,,,
7717,,,19,94.6382,69.898,,,,,,,,,,
7738,,,21,103.7399,70.3584,,,,,,,,,,
7766,,,28,144.9366,69.7918,,,,,,,,,,
7782,,,16,76.2388,70.1351,,,,,,,,,,
7803,,,21,103.1281,70.4984,,,,,,,,,,
7831,,,28,133.4954,69.921,,,,,,,,,,
7847,,,16,76.6355,69.752,,,,,,,,,,
7864,,,17,81.2222,70.0135,,,,,,,,,,
7881,,,17,81.0139,70.6501,,,,,,,,,,
7899,,,18,86.0357,70.6135,,,,,,,,,,
7928,,,29,141.6022,70.0042,,,,,,,,,,
7954,,,26,129.0864,70.5908,,,,,,,,,,
7975,,,21,104.8524,70.1173,,,,,,,,,,
7993,,,18,88.3036,69.7104,,,,,,,,,,
8000,,,,,,0.4193,0.5751,0.133,-249.6044,33.5964,0.09,-0.2522,199.8183,785.5485,5.1049
8023,,,30,153.0021,70.2779,,,,,,,,,,
8040,,,17,83.1109,70.4081,,,,,,,,,,
8057,,,17,81.7291,69.2881,,,,,,,,,,
8081,,,24,111.3834,69.7684,,,,,,,,,,
8099,,,18,86.4563,69.6645,,,,,,,,,,
8118,,,19,94.2289,69.9769,,,,,,,,,,
8139,,,21,98.2281,69.6889,,,,,,,,,,
8168,,,29,141.6003,70.0753,,,,,,,,,,
8186,,,18,88.2085,70.0924,,,,,,,,,,
8202,,,16,76.3577,69.7584,,,,,,,,,,
8223,,,21,107.2754,70.2324,,,,,,,,,,
8240,,,17,82.1047,69.8824,,,,,,,,,,
8260,,,20,95.8191,70.4585,,,,,,,,,,
8279,,,19,92.1177,70.1997,,,,,,,,,,
