env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,176.8021,36.1,,,,,,,,,,,,,
33,,,33,162.2231,4.0612,,,,,,,,,,
63,,,30,134.347,70.1204,,,,,,,,,,
78,,,15,71.7628,70.1433,,,,,,,,,,
92,,,14,66.6814,74.535,,,,,,,,,,
107,,,15,71.6039,74.6525,,,,,,,,,,
123,,,16,76.4598,74.8847,,,,,,,,,,
139,,,16,76.265,75.3853,,,,,,,,,,
154,,,15,71.4267,75.0061,,,,,,,,,,
170,,,16,76.3475,74.7423,,,,,,,,,,
185,,,15,71.6474,75.51,,,,,,,,,,
200,,,15,71.5972,75.0719,,,,,,,,,,
215,,,15,71.1707,75.3613,,,,,,,,,,
230,,,15,71.5372,75.2775,,,,,,,,,,
244,,,14,66.7038,75.4878,,,,,,,,,,
259,,,15,71.6109,74.9126,,,,,,,,,,
274,,,15,71.5212,74.901,,,,,,,,,,
288,,,14,67.0325,75.094,,,,,,,,,,
302,,,14,66.9131,75.3492,,,,,,,,,,
317,,,15,71.2884,75.6211,,,,,,,,,,
331,,,14,66.9114,75.3365,,,,,,,,,,
346,,,15,71.5736,75.3358,,,,,,,,,,
362,,,16,76.6014,69.7439,,,,,,,,,,
377,,,15,71.8998,69.9443,,,,,,,,,,
413,,,36,189.4913,70.0412,,,,,,,,,,
429,,,16,76.2993,70.1712,,,,,,,,,,
446,,,17,81.2546,70.2208,,,,,,,,,,
462,,,16,76.3464,70.4532,,,,,,,,,,
477,,,15,71.9297,70.9877,,,,,,,,,,
493,,,16,76.5019,70.4947,,,,,,,,,,
500,,,,,,2.035,0.234,0.3507,-14.6924,21.0405,2.2621,-0.3365,3.3731,25.2459,0.6481
523,,,30,151.3967,70.5648,,,,,,,,,,
549,,,26,128.5945,70.7955,,,,,,,,,,
568,,,19,92.8273,70.4612,,,,,,,,,,
584,,,16,76.3779,70.3475,,,,,,,,,,
601,,,17,81.4177,72.7403,,,,,,,,,,
620,,,19,94.4302,75.4871,,,,,,,,,,
638,,,18,88.1397,75.5926,,,,,,,,,,
661,,,23,118.2761,75.234,,,,,,,,,,
681,,,20,97.7789,75.105,,,,,,,,,,
698,,,17,81.4056,75.476,,,,,,,,,,
717,,,19,92.1672,75.1506,,,,,,,,,,
735,,,18,87.7463,75.2909,,,,,,,,,,
752,,,17,81.6591,75.1258,,,,,,,,,,
768,,,16,76.4911,68.3827,,,,,,,,,,
784,,,16,76.4213,74.5998,,,,,,,,,,
801,,,17,82.8491,75.3158,,,,,,,,,,
819,,,18,87.374,75.9085,,,,,,,,,,
835,,,16,76.5578,75.7548,,,,,,,,,,
855,,,20,93.7933,75.4556,,,,,,,,,,
871,,,16,76.4375,75.5144,,,,,,,,,,
900,,,29,141.9008,75.3326,,,,,,,,,,
917,,,17,80.9818,72.5775,,,,,,,,,,
944,,,27,133.2848,70.2684,,,,,,,,,,
961,,,17,81.1018,70.6856,,,,,,,,,,
982,,,21,103.8856,70.3092,,,,,,,,,,
998,,,16,76.5497,70.4524,,,,,,,,,,
1000,,,,,,1.6175,0.2184,0.144,-24.2214,15.0973,1.6935,-0.1066,3.5543,24.7089,0.4499
1017,,,19,92.2584,70.5359,,,,,,,,,,
1033,,,16,76.3944,70.504,,,,,,,,,,
1049,,,16,76.3086,68.4196,,,,,,,,,,
1076,,,27,142.9859,70.4228,,,,,,,,,,
1098,,,22,104.5328,70.4514,,,,,,,,,,
1114,,,16,76.5124,68.889,,,,,,,,,,
1135,,,21,101.9713,70.4179,,,,,,,,,,
1152,,,17,81.0143,70.6725,,,,,,,,,,
1168,,,16,76.804,70.6846,,,,,,,,,,
1185,,,17,81.2124,70.3363,,,,,,,,,,
1202,,,17,81.5882,70.1033,,,,,,,,,,
1228,,,26,133.7526,70.1032,,,,,,,,,,
1245,,,17,81.3406,70.4989,,,,,,,,,,
1265,,,20,99.5114,69.6301,,,,,,,,,,
1289,,,24,123.1508,69.6822,,,,,,,,,,
1305,,,16,76.3077,70.2909,,,,,,,,,,
1325,,,20,92.1197,70.4576,,,,,,,,,,
1344,,,19,94.1633,74.1038,,,,,,,,,,
1370,,,26,125.9251,75.7254,,,,,,,,,,
1397,,,27,134.8087,75.4407,,,,,,,,,,
1420,,,23,113.9494,75.6906,,,,,,,,,,
1437,,,17,82.125,75.8454,,,,,,,,,,
1465,,,28,135.0368,75.6788,,,,,,,,,,
1482,,,17,81.3976,75.474,,,,,,,,,,
1500,,,,,,1.5585,0.2129,0.2425,-33.7771,33.0738,1.3445,-0.1921,7.9233,18.8148,0.6572
1506,,,24,119.9603,75.3611,,,,,,,,,,
