env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-111.4966,103.2,,,,,,,,,,,,,,,,,,
57,,,57,-110.6989,6.2439,,,,,,,,,,,,,,,
104,,,47,-121.933,31.4514,,,,,,,,,,,,,,,
182,,,78,-120.2289,32.6857,,,,,,,,,,,,,,,
228,,,46,-116.3317,32.4198,,,,,,,,,,,,,,,
276,,,48,-119.9372,32.7003,,,,,,,,,,,,,,,
319,,,43,-115.5667,32.7112,,,,,,,,,,,,,,,
369,,,50,-115.5586,32.5528,,,,,,,,,,,,,,,
414,,,45,-122.1767,32.7017,,,,,,,,,,,,,,,
461,,,47,-120.8756,31.888,,,,,,,,,,,,,,,
500,,,,,,30,6,1,3108.7437,0.889,1.1195,0.375,1.307,0.1266,1.6894,1.5242,-0.3114,8.6914,11.4843,0.0028
619,,,158,-128.0442,31.1842,,,,,,,,,,,,,,,
670,,,51,-116.9242,29.8413,,,,,,,,,,,,,,,
712,,,42,-121.2967,29.4317,,,,,,,,,,,,,,,
752,,,40,-114.6294,29.1519,,,,,,,,,,,,,,,
800,,,48,-118.8461,29.3941,,,,,,,,,,,,,,,
840,,,40,-118.2509,29.4166,,,,,,,,,,,,,,,
901,,,61,-116.8099,31.683,,,,,,,,,,,,,,,
1000,,,,,,31,7,1,2775.1826,0.8464,0.3414,0.3844,0.5335,0.636,1.7463,0.7082,-0.3544,1.4787,12.7507,0.0028
1024,,,123,-125.7156,32.1491,,,,,,,,,,,,,,,
1069,,,45,-120.5581,32.5646,,,,,,,,,,,,,,,
1284,,,215,-131.3696,30.9954,,,,,,,,,,,,,,,
1337,,,53,-111.9052,31.9836,,,,,,,,,,,,,,,
1406,,,69,-115.08,32.6913,,,,,,,,,,,,,,,
1466,,,60,-113.7746,32.7877,,,,,,,,,,,,,,,
1500,,,,,,39,9,2,2041.6146,0.7854,1.1373,0.2979,1.2862,2.8385,1.4724,1.3905,-0.2876,2.958,19.9187,0.0222
1518,,,52,-113.1789,32.7449,,,,,,,,,,,,,,,
1589,,,71,-112.0207,32.6168,,,,,,,,,,,,,,,
1690,,,101,-116.2798,32.6988,,,,,,,,,,,,,,,
1744,,,54,-112.2951,31.1227,,,,,,,,,,,,,,,
1805,,,61,-113.8198,32.7895,,,,,,,,,,,,,,,
1881,,,76,-114.7831,31.9625,,,,,,,,,,,,,,,
1951,,,70,-116.0685,32.5905,,,,,,,,,,,,,,,
2000,,,,,,43,10,2,1723.4052,0.7814,1.3265,0.3331,1.4931,4.0419,1.9731,1.5736,-0.3403,1.7187,10.4992,0.2543
2015,,,64,-115.3386,31.2231,,,,,,,,,,,,,,,
2091,,,76,-115.38,29.4706,,,,,,,,,,,,,,,
2150,,,59,-113.9256,33.0247,,,,,,,,,,,,,,,
2213,,,63,-112.4234,30.6116,,,,,,,,,,,,,,,
2276,,,63,-113.7916,29.9067,,,,,,,,,,,,,,,
2339,,,63,-113.0803,31.4598,,,,,,,,,,,,,,,
2406,,,67,-114.2595,32.2335,,,,,,,,,,,,,,,
2500,,,,,,46,12,3,1295.6185,0.7448,0.5645,0.3233,0.7261,5.6636,1.7261,0.7872,-0.3048,1.0384,16.7834,0.1402
2502,,,96,-120.2565,33.1215,,,,,,,,,,,,,,,
2548,,,46,-119.2774,32.6199,,,,,,,,,,,,,,,
2645,,,97,-116.833,33.1698,,,,,,,,,,,,,,,
2687,,,42,-114.4666,31.5698,,,,,,,,,,,,,,,
2778,,,91,-124.1634,32.7812,,,,,,,,,,,,,,,
2839,,,61,-113.7999,29.8371,,,,,,,,,,,,,,,
2926,,,87,-120.9154,29.655,,,,,,,,,,,,,,,
3000,,,,,,49,13,3,1105.2572,0.7559,1.7299,0.3121,1.8859,8.7043,2.0175,1.9248,-0.3072,2.6073,21.0101,0.0433
3132,,,206,-121.1022,29.7231,,,,,,,,,,,,,,,
3216,,,84,-110.1399,32.6138,,,,,,,,,,,,,,,
3288,,,72,-118.4864,29.6014,,,,,,,,,,,,,,,
3373,,,85,-116.1992,29.6476,,,,,,,,,,,,,,,
3500,,,,,,50,15,4,855.8608,0.6916,0.7493,0.299,0.8988,7.2598,1.5594,0.949,-0.3005,2.6903,20.2362,0.1089
3590,,,217,-116.9932,29.6184,,,,,,,,,,,,,,,
3636,,,46,-102.5747,30.9285,,,,,,,,,,,,,,,
3688,,,52,-102.8458,32.8665,,,,,,,,,,,,,,,
3763,,,75,-105.777,32.5216,,,,,,,,,,,,,,,
3822,,,59,-106.9578,32.9491,,,,,,,,,,,,,,,
3870,,,48,-102.5428,33.3296,,,,,,,,,,,,,,,
3938,,,68,-103.5655,33.1734,,,,,,,,,,,,,,,
4000,,,,,,50,18,5,661.7554,0.6392,0.9536,0.271,1.0891,8.3174,1.3889,1.0921,-0.2703,4.6725,38.3176,0.1871
4034,,,96,-106.2011,33.1068,,,,,,,,,,,,,,,
4107,,,73,-102.7657,32.936,,,,,,,,,,,,,,,
4500,,,,,,50,19,5,598.4691,0.6571,1.1462,0.2671,1.2797,10.6959,1.4807,1.3034,-0.272,5.6406,78.7524,0.1895
5000,,,,,,50,20,6,577.1796,0.56,1.332,0.2218,1.4429,7.4881,1.8191,1.4341,-0.2139,3.6859,76.1232,0.073
5000,-177.4498,1600.0,,,,,,,,,,,,,,,,,,
