env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
79000,,,,,,,,,,,,,1000,4525.5543,77.703
79500,,,0.3601,0.9095,0.1254,-324.4955,6.5034,0.0598,-0.2538,3.7984,295.3359,4.0811,,,
80000,,,0.3463,0.9026,0.1174,-330.6372,6.1705,0.0566,-0.2341,3.3312,209.1501,3.242,,,
80000,4964.8882,1000.0,,,,,,,,,,,,,
80000,,,,,,,,,,,,,1000,4566.3239,63.6813
80500,,,0.3528,0.9002,0.1224,-334.3784,6.6517,0.057,-0.2384,3.3384,141.1197,3.9539,,,
81000,,,0.3464,0.9057,0.1173,-329.8381,4.089,0.0571,-0.2335,3.2923,100.0074,2.7867,,,
81000,,,,,,,,,,,,,1000,4696.7107,78.3172
81500,,,0.3508,0.9038,0.1243,-338.0798,5.1775,0.0553,-0.2534,3.0299,211.7718,2.5193,,,
82000,,,0.3457,0.9055,0.1168,-340.0584,6.0883,0.0563,-0.2288,3.0953,245.5266,3.1234,,,
82000,,,,,,,,,,,,,1000,4622.3718,78.7912
82500,,,0.3534,0.9222,0.1235,-336.1056,5.8033,0.0569,-0.2435,3.5649,142.0863,2.5138,,,
83000,,,0.3441,0.9084,0.119,-339.8191,5.1238,0.0544,-0.2436,4.7182,185.8889,2.9344,,,
83000,,,,,,,,,,,,,1000,4677.6714,79.6711
83500,,,0.3384,0.9051,0.1097,-343.7726,5.279,0.0583,-0.2189,3.7655,330.6567,4.2649,,,
84000,,,0.3424,0.9109,0.1168,-348.3658,5.3872,0.0551,-0.2337,3.6192,142.8399,2.9685,,,
84000,,,,,,,,,,,,,1000,4782.1565,80.6097
84500,,,0.3478,0.9163,0.121,-342.6978,5.5536,0.0554,-0.2399,5.2961,131.8988,3.5119,,,
