env_steps,return,length,success,train/return,train/length,train/success,bisim_loss,critic_loss,FPS
0,-1.0,2.2,0.0,,,,,,
10000,0.0,100.0,0.0,-0.9919,5.4885,0.0044,0.1227,0.0056,400.011
20000,0.8902,12.2,1.0,-0.9853,5.5218,0.0077,0.1184,0.0031,888.4289
30000,0.901,11.0,1.0,-0.9821,5.596,0.0095,0.1202,0.006,883.1073
40000,0.82,20.0,1.0,-0.9793,5.767,0.011,0.1213,0.0067,874.3547
50000,0.8389,17.9,1.0,-0.9643,5.9102,0.0189,0.1237,0.0066,872.355
60000,0.8542,16.2,1.0,-0.9671,6.215,0.0174,0.1233,0.0059,870.5004
70000,0.7894,23.4,1.0,-0.9619,6.3131,0.0202,0.1218,0.0041,867.4607
80000,0.8128,20.8,1.0,-0.9431,6.7659,0.0304,0.1215,0.0034,871.5356
90000,0.8992,11.2,1.0,-0.951,6.4893,0.026,0.1225,0.0028,859.5769
100000,0.9055,10.5,1.0,-0.9205,6.5876,0.0422,0.1204,0.0023,863.0527
110000,0.8974,11.4,1.0,-0.9245,7.215,0.0404,0.1209,0.0022,857.7172
120000,0.7821,23.1,0.9,-0.9179,6.8166,0.0436,0.1201,0.0022,853.4655
130000,0.8578,15.8,1.0,-0.9106,7.1633,0.0473,0.1191,0.0022,851.5157
140000,0.8308,18.8,1.0,-0.9016,7.2569,0.0522,0.1192,0.0022,847.3359
150000,0.8947,11.7,1.0,-0.8741,6.9686,0.0669,0.1194,0.0021,845.451
160000,0.8407,17.7,1.0,-0.8528,7.4405,0.0781,0.1188,0.0021,848.9215
170000,0.874,14.0,1.0,-0.8652,7.5472,0.0717,0.1175,0.0021,837.8772
180000,0.8749,13.9,1.0,-0.8266,7.6628,0.092,0.1191,0.0021,833.9537
190000,0.9028,10.8,1.0,-0.8122,7.8802,0.1001,0.1177,0.002,835.6555
200000,0.7992,21.2,0.9,-0.7879,7.9239,0.1125,0.1173,0.0021,835.9113
210000,0.8524,16.4,1.0,-0.7661,8.1566,0.124,0.1176,0.002,832.2605
220000,0.9055,10.5,1.0,-0.7378,8.2102,0.1396,0.1171,0.002,826.6242
230000,0.8875,12.5,1.0,-0.7282,8.1301,0.1439,0.1167,0.0021,829.5376
240000,0.8965,11.5,1.0,-0.6816,8.3333,0.1692,0.1158,0.0019,824.7614
250000,0.901,11.0,1.0,-0.7151,8.4674,0.1516,0.1162,0.0019,823.7213
260000,0.8749,13.9,1.0,-0.7106,8.2372,0.1532,0.1148,0.002,821.2839
270000,0.9037,10.7,1.0,-0.6993,8.3542,0.1596,0.1159,0.002,816.9031
280000,0.8029,21.9,1.0,-0.6707,8.3056,0.1744,0.1142,0.002,820.6395
290000,0.865,15.0,1.0,-0.6659,8.5324,0.1775,0.1143,0.0019,820.1383
