env_steps,return,length,train/length,train/return,FPS,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
144061,,,50,-70.8535,101.8568,,,,,,,
144117,,,56,-63.6281,101.7189,,,,,,,
144136,,,19,-24.7249,101.7922,,,,,,,
144159,,,23,-25.1017,101.9424,,,,,,,
144187,,,28,-38.3825,102.1458,,,,,,,
144500,,,,,,3.3339,-919.1647,70.3301,3.3339,810.0713,26733.9102,22.6343
145000,,,,,,2.8913,-912.4479,57.1959,2.8913,543.959,15835.7383,39.0078
145000,-81.6167,64.8,,,,,,,,,,
145029,,,842,-904.6569,102.4036,,,,,,,
145046,,,17,-15.8976,105.7117,,,,,,,
145106,,,60,-88.4972,105.7833,,,,,,,
145129,,,23,-24.1644,106.0048,,,,,,,
145136,,,7,-8.4102,106.4278,,,,,,,
145145,,,9,-12.9671,104.3604,,,,,,,
145153,,,8,-7.8047,105.6004,,,,,,,
145161,,,8,-11.6396,105.6457,,,,,,,
145168,,,7,-8.1921,106.6454,,,,,,,
145199,,,31,-43.1685,105.8749,,,,,,,
145241,,,42,-89.6832,105.8854,,,,,,,
145292,,,51,-73.1564,104.6796,,,,,,,
145314,,,22,-22.6838,105.8604,,,,,,,
145323,,,9,-14.9379,105.1834,,,,,,,
145333,,,10,-11.6576,105.8027,,,,,,,
145497,,,164,-277.7086,105.2763,,,,,,,
145500,,,,,,2.8501,-893.1587,64.6112,2.8501,502.7041,16529.2676,25.5649
145614,,,117,-176.1987,105.6541,,,,,,,
146000,,,,,,3.0725,-879.4562,60.9692,3.0725,537.2087,10091.585,25.174
146500,,,,,,3.336,-859.0688,59.9284,3.336,422.4211,15189.2002,30.5643
146588,,,974,-1634.6266,104.3115,,,,,,,
146648,,,60,-101.9154,105.643,,,,,,,
147000,,,,,,3.2882,-843.9557,54.264,3.2882,397.601,15966.6221,23.722
147346,,,698,-914.0141,104.0801,,,,,,,
147412,,,66,-63.2067,105.8759,,,,,,,
147492,,,80,-102.2926,105.535,,,,,,,
147500,,,,,,3.1148,-831.5128,62.7958,3.1148,468.6391,15910.1309,21.7264
148000,,,,,,2.8097,-818.8049,56.0546,2.8097,442.5105,10295.5566,29.4063
148492,,,1000,-1248.2224,104.4383,,,,,,,
148500,,,,,,3.1361,-801.0133,53.5628,3.1361,336.8366,13139.5273,23.2116
148835,,,343,-395.2505,104.3161,,,,,,,
148843,,,8,-9.3481,106.9737,,,,,,,
148916,,,73,-118.0534,105.4735,,,,,,,
148950,,,34,-38.3499,105.7362,,,,,,,
148964,,,14,-19.9705,106.0128,,,,,,,
149000,,,,,,2.927,-794.0345,60.0606,2.927,888.2419,20167.5957,22.7182
149122,,,158,-293.1923,104.5483,,,,,,,
149140,,,18,-19.9177,105.4873,,,,,,,
149194,,,54,-34.8717,105.5496,,,,,,,
149238,,,44,-58.8988,105.5979,,,,,,,
149253,,,15,-17.9758,106.2489,,,,,,,
149500,,,,,,3.0725,-775.305,55.9369,3.0725,329.2132,7643.6538,28.0019
150000,,,,,,3.278,-764.7476,54.7349,3.278,880.8497,13358.7939,22.2011
150000,-107.7966,74.3,,,,,,,,,,
150253,,,1000,-1443.4881,101.592,,,,,,,
150328,,,75,-79.8148,105.7862,,,,,,,
150500,,,,,,2.9697,-756.6332,63.9906,2.9697,333.0547,7846.1895,18.3798
150511,,,183,-380.568,105.3411,,,,,,,
151000,,,,,,2.9894,-740.4441,58.0924,2.9894,407.369,9051.376,19.4721
151469,,,958,-1204.1583,102.9554,,,,,,,
151500,,,,,,2.9782,-732.5746,56.7408,2.9782,382.3011,7285.814,22.4405
151519,,,50,-81.3647,103.6282,,,,,,,
151566,,,47,-80.0173,102.3029,,,,,,,
152000,,,,,,3.0548,-724.8596,63.2293,3.0548,484.5917,11721.751,24.0816
152500,,,,,,3.1499,-703.6679,66.7097,3.1499,365.2953,7489.1104,19.9736
152565,,,999,-2111.4099,101.9715,,,,,,,
152606,,,41,-42.7606,102.0614,,,,,,,
152619,,,13,-19.4749,102.3366,,,,,,,
152646,,,27,-32.2958,102.1783,,,,,,,
152720,,,74,-117.562,102.0843,,,,,,,
152737,,,17,-27.1735,102.5812,,,,,,,
152759,,,22,-19.0972,102.2441,,,,,,,
152981,,,222,-321.3969,101.9851,,,,,,,
152995,,,14,-24.8582,101.764,,,,,,,
153000,,,,,,3.1258,-701.8897,68.4923,3.1258,359.2941,11119.6445,28.9856
153016,,,21,-40.8642,101.6013,,,,,,,
153031,,,15,-25.38,101.7478,,,,,,,
153054,,,23,-16.5095,102.2836,,,,,,,
153066,,,12,-20.0429,102.4554,,,,,,,
153288,,,222,-351.3291,101.8184,,,,,,,
153325,,,37,-33.7099,101.7034,,,,,,,
153500,,,,,,3.2776,-687.6795,66.1919,3.2776,389.2182,10041.4277,22.4473
153960,,,635,-1160.3996,101.8814,,,,,,,
153977,,,17,-28.6317,101.5953,,,,,,,
153991,,,14,-9.7191,102.1476,,,,,,,
154000,,,,,,3.2746,-685.9755,59.904,3.2746,729.2706,23769.9512,25.0053
154005,,,14,-13.6562,101.6746,,,,,,,
154023,,,18,-27.6801,101.8152,,,,,,,
154043,,,20,-34.7757,102.4849,,,,,,,
154490,,,447,-648.5568,102.9097,,,,,,,
154500,,,,,,2.9161,-675.7185,63.4904,2.9161,424.2878,10615.2197,27.3616
155000,,,,,,3.0606,-670.5632,59.0535,3.0606,381.2992,9956.4209,22.8274
155000,-358.842,239.4,,,,,,,,,,
155490,,,1000,-1611.1321,97.669,,,,,,,
155500,,,,,,2.8219,-659.6225,59.9238,2.8219,453.6087,10187.9785,23.4535
155507,,,17,-20.9907,105.4439,,,,,,,
155874,,,367,-596.1673,104.8229,,,,,,,
155890,,,16,-11.2449,105.0579,,,,,,,
155903,,,13,-14.3429,105.643,,,,,,,
156000,,,,,,2.9499,-661.0607,58.7817,2.9499,660.1721,11375.1475,18.6579
156183,,,280,-468.9748,103.8199,,,,,,,
156303,,,120,-114.5022,101.9784,,,,,,,
156319,,,16,-11.0609,102.0933,,,,,,,
156339,,,20,-41.8641,101.9387,,,,,,,
156381,,,42,-56.1747,101.8149,,,,,,,
156500,,,,,,3.1993,-642.126,72.6541,3.1993,474.4133,10653.3262,22.1765
156727,,,346,-511.5205,101.0472,,,,,,,
156776,,,49,-120.6336,101.851,,,,,,,
156819,,,43,-73.621,101.4723,,,,,,,
156829,,,10,-18.6276,102.3305,,,,,,,
156844,,,15,-7.5788,102.0633,,,,,,,
157000,,,,,,2.8435,-636.2643,60.8101,2.8435,400.9076,9631.6719,26.9237
157457,,,613,-944.9876,101.3453,,,,,,,
157500,,,,,,3.322,-631.4257,69.6878,3.322,418.5257,12214.3447,43.1809
157714,,,257,-369.1196,101.7665,,,,,,,
157739,,,25,-20.2992,101.3261,,,,,,,
157760,,,21,-33.9098,102.012,,,,,,,
158000,,,,,,3.1681,-622.096,70.0094,3.1681,352.4945,6650.894,25.7406
158285,,,525,-838.1527,101.8966,,,,,,,
158304,,,19,-36.11,101.9628,,,,,,,
158334,,,30,-19.7131,100.648,,,,,,,
158349,,,15,-19.3268,102.5912,,,,,,,
158500,,,,,,3.049,-610.3814,63.7105,3.049,658.8782,10170.3047,31.8546
159000,,,,,,3.0961,-612.8909,59.7102,3.0961,326.0551,8100.6274,30.1515
159285,,,936,-1513.8088,101.7766,,,,,,,
159338,,,53,-126.1707,101.5395,,,,,,,
159390,,,52,-85.2193,102.1431,,,,,,,
159500,,,,,,2.8059,-595.9,59.3304,2.8059,383.8289,7353.9116,20.619
160000,,,,,,3.0896,-596.8867,78.396,3.0896,402.8535,7928.9331,27.2319
160000,-399.4529,255.8,,,,,,,,,,
160321,,,931,-1392.4416,95.2425,,,,,,,
160500,,,,,,2.9887,-592.4911,61.1189,2.9887,357.5367,7594.2383,23.1231
160593,,,272,-452.981,102.0318,,,,,,,
161000,,,,,,3.054,-585.1486,65.397,3.054,430.894,7585.9399,20.8497
161500,,,,,,3.1296,-582.6229,72.151,3.1296,408.6302,13846.2607,28.8018
161593,,,1000,-1502.5666,101.9654,,,,,,,
161607,,,14,-12.8641,102.3807,,,,,,,
161635,,,28,-12.1695,101.9321,,,,,,,
161683,,,48,-56.5263,102.2794,,,,,,,
161696,,,13,-18.1996,102.3952,,,,,,,
161736,,,40,-76.4254,102.1506,,,,,,,
161758,,,22,-37.2685,102.2054,,,,,,,
161794,,,36,-86.4248,102.3411,,,,,,,
161808,,,14,-7.7358,101.4142,,,,,,,
161823,,,15,-6.6257,102.3226,,,,,,,
161843,,,20,5.7869,102.2664,,,,,,,
161863,,,20,3.9681,102.5253,,,,,,,
161880,,,17,-21.3467,102.131,,,,,,,
161926,,,46,-38.1625,102.1748,,,,,,,
162000,,,,,,2.9926,-570.6741,63.1647,2.9926,440.8147,13270.7861,21.9655
162152,,,226,-258.0744,104.4319,,,,,,,
162164,,,12,-11.0409,105.9032,,,,,,,
162195,,,31,-47.5817,106.215,,,,,,,
162208,,,13,-6.5469,105.9794,,,,,,,
162221,,,13,-22.9983,106.06,,,,,,,
162314,,,93,-151.9415,106.1322,,,,,,,
162329,,,15,-5.5786,106.0884,,,,,,,
162354,,,25,-61.3364,106.2973,,,,,,,
162371,,,17,-2.3343,105.8963,,,,,,,
162422,,,51,-80.076,106.0889,,,,,,,
162435,,,13,-17.4578,106.2838,,,,,,,
162447,,,12,-17.378,106.0469,,,,,,,
162457,,,10,-3.8646,106.1489,,,,,,,
162480,,,23,1.5692,105.9479,,,,,,,
162500,,,,,,3.0431,-569.2424,71.0072,3.0431,359.8811,9251.8516,27.8872
162623,,,143,-199.3529,105.172,,,,,,,
162671,,,48,-8.5789,102.2174,,,,,,,
162686,,,15,-28.4673,102.748,,,,,,,
162699,,,13,-17.275,102.6864,,,,,,,
162756,,,57,-49.4172,102.2495,,,,,,,
162847,,,91,-100.4093,101.8742,,,,,,,
163000,,,,,,3.0938,-560.9568,71.032,3.0938,380.502,12098.3008,26.7827
163403,,,556,-845.4105,101.9617,,,,,,,
163461,,,58,-25.2848,102.0217,,,,,,,
163500,,,,,,3.1142,-551.6374,64.0557,3.1142,344.4634,7818.8936,25.7927
163517,,,56,-68.3815,102.4693,,,,,,,
163621,,,104,-144.3722,102.0378,,,,,,,
163814,,,193,-258.9958,102.0163,,,,,,,
163827,,,13,-22.1137,101.9436,,,,,,,
163913,,,86,-118.5667,102.1218,,,,,,,
164000,,,,,,3.1784,-548.8085,62.445,3.1784,351.6484,8136.7349,21.4538
164009,,,96,-97.574,102.2938,,,,,,,
164500,,,,,,3.1071,-553.2609,62.1379,3.1071,331.079,6906.3662,21.6584
165000,,,,,,2.7764,-545.4614,60.7434,2.7764,418.3499,8192.1777,22.2174
165000,-1072.0734,560.3,,,,,,,,,,
165009,,,1000,-1674.5449,86.7241,,,,,,,
165461,,,452,-736.9326,101.9551,,,,,,,
165500,,,,,,2.8642,-535.5037,69.5192,2.8642,349.2207,8294.0566,33.0252
165954,,,493,-807.4525,102.103,,,,,,,
165966,,,12,-7.6151,102.5824,,,,,,,
166000,,,,,,3.1686,-537.8755,55.695,3.1686,523.4141,12298.9453,28.6981
166071,,,105,-99.1936,102.1837,,,,,,,
166500,,,,,,3.0243,-532.2899,63.5464,3.0243,369.0496,6270.771,25.8033
166511,,,440,-711.1259,103.0918,,,,,,,
166567,,,56,-91.2173,106.1269,,,,,,,
166641,,,74,-68.033,106.2088,,,,,,,
166811,,,170,-220.2694,102.9451,,,,,,,
166830,,,19,-8.007,102.0801,,,,,,,
167000,,,,,,2.9938,-526.3162,63.7097,2.9938,422.5874,8669.1641,24.3123
167500,,,,,,2.747,-529.7567,57.1669,2.747,376.7927,8568.7715,21.3937
167830,,,1000,-2257.6581,102.2196,,,,,,,
167849,,,19,-25.4247,102.5125,,,,,,,
167923,,,74,-37.4776,102.1372,,,,,,,
167964,,,41,-79.5386,102.53,,,,,,,
168000,,,,,,2.888,-520.4091,61.9734,2.888,312.1835,5208.3945,17.8971
168500,,,,,,3.0584,-515.7681,56.2032,3.0584,354.2087,5531.1899,20.2921
168964,,,1000,-1874.2437,101.7983,,,,,,,
169000,,,,,,2.8245,-514.2471,60.6047,2.8245,314.0927,7974.5854,29.8256
169196,,,232,-234.7749,101.6477,,,,,,,
169258,,,62,-63.3279,101.9,,,,,,,
169500,,,,,,3.0927,-510.0444,61.5269,3.0927,342.5196,6021.0054,21.081
169738,,,480,-849.421,103.3953,,,,,,,
169766,,,28,-40.5538,106.1303,,,,,,,
169961,,,195,-251.854,105.9361,,,,,,,
170000,,,,,,2.9093,-503.8394,56.5721,2.9093,326.9312,6540.3604,23.8548
170000,-760.4335,327.7,,,,,,,,,,
170500,,,,,,3.0041,-512.5934,58.7454,3.0041,327.6432,8178.752,28.2426
170961,,,1000,-1408.7018,94.2906,,,,,,,
170969,,,8,-3.1497,105.8029,,,,,,,
170987,,,18,-0.3652,104.6337,,,,,,,
171000,,,,,,2.8657,-506.2767,63.9096,2.8657,336.8854,7183.4951,22.1366
171002,,,15,-0.5381,106.3488,,,,,,,
171068,,,66,-67.483,106.0798,,,,,,,
171500,,,,,,3.1048,-504.45,61.7628,3.1048,362.3617,6669.166,18.5864
171526,,,458,-664.5168,102.1252,,,,,,,
172000,,,,,,2.904,-498.6676,63.5474,2.904,422.4569,8863.7939,30.014
172500,,,,,,2.9457,-496.4317,61.9441,2.9457,367.7213,8863.1855,26.6477
172526,,,1000,-2218.5736,102.0479,,,,,,,
172545,,,19,-17.007,102.3264,,,,,,,
172566,,,21,-15.8264,102.4117,,,,,,,
172597,,,31,-34.2433,102.1714,,,,,,,
172649,,,52,-0.6178,102.53,,,,,,,
172672,,,23,-10.0559,103.6009,,,,,,,
172711,,,39,-60.6142,106.0549,,,,,,,
172724,,,13,-14.2684,105.9015,,,,,,,
172889,,,165,-229.0738,104.4599,,,,,,,
172995,,,106,-162.3396,106.1468,,,,,,,
173000,,,,,,2.9139,-492.065,60.4774,2.9139,413.6394,8058.0474,22.9333
173049,,,54,-16.7873,105.9146,,,,,,,
173447,,,398,-539.9254,104.1057,,,,,,,
173490,,,43,-16.7325,102.1713,,,,,,,
173500,,,,,,2.8693,-485.8838,54.4849,2.8693,394.247,15032.3623,25.8066
173965,,,475,-779.6305,102.06,,,,,,,
174000,,,,,,2.9554,-485.8194,56.9493,2.9554,385.1856,6277.3828,30.2835
174009,,,44,-51.2712,102.2861,,,,,,,
174025,,,16,-18.2706,102.5883,,,,,,,
174061,,,36,-28.4189,102.2313,,,,,,,
174070,,,9,1.029,101.7629,,,,,,,
174080,,,10,-7.8431,101.4651,,,,,,,
174369,,,289,-486.7801,102.1542,,,,,,,
174378,,,9,-8.4183,102.42,,,,,,,
174500,,,,,,2.8088,-485.5932,65.081,2.8088,295.7531,6575.5747,24.3607
175000,,,,,,3.1153,-484.4276,61.3997,3.1153,388.3346,12111.6924,23.7031
175000,-695.7144,370.5,,,,,,,,,,
175378,,,1000,-1993.8232,92.4177,,,,,,,
175473,,,95,-108.972,106.2273,,,,,,,
175500,,,,,,3.0543,-478.3932,69.4654,3.0543,303.4145,4965.7798,23.3879
176000,,,,,,3.2588,-479.3374,57.8551,3.2588,317.2028,7411.084,25.3024
176275,,,802,-1356.3792,105.8867,,,,,,,
176293,,,18,-22.2617,105.841,,,,,,,
176342,,,49,-48.6408,105.8477,,,,,,,
176388,,,46,-65.6004,106.1131,,,,,,,
176433,,,45,0.3935,105.8829,,,,,,,
176500,,,,,,3.1352,-468.5152,59.8591,3.1352,334.7427,9890.8066,26.5605
176700,,,267,-358.7655,103.4484,,,,,,,
177000,,,,,,2.8234,-464.354,56.6176,2.8234,312.3218,7684.7388,21.6992
177098,,,398,-580.4998,102.1408,,,,,,,
177176,,,78,-83.3131,102.3893,,,,,,,
177186,,,10,-9.3195,102.5465,,,,,,,
177451,,,265,-362.4663,102.6123,,,,,,,
177500,,,,,,2.679,-464.4953,59.212,2.679,274.7129,5857.1782,20.2245
177969,,,518,-745.2215,103.3891,,,,,,,
177983,,,14,-10.35,102.1344,,,,,,,
178000,,,,,,2.874,-461.6356,64.4004,2.874,349.0862,7039.937,25.5026
178019,,,36,-29.0154,101.9022,,,,,,,
178056,,,37,15.4493,102.2907,,,,,,,
178270,,,214,-316.6416,101.8766,,,,,,,
178500,,,,,,2.9348,-452.7235,59.3768,2.9348,250.5243,6312.8091,26.2242
179000,,,,,,2.821,-453.7311,64.7532,2.821,242.9668,4954.1865,18.4674
179256,,,986,-1337.2427,102.0515,,,,,,,
179364,,,108,-129.2101,102.2876,,,,,,,
179500,,,,,,3.2724,-446.0433,66.0893,3.2724,280.6409,6502.9619,29.0641
180000,,,,,,2.9527,-441.8905,50.3181,2.9527,239.0492,6731.8442,19.4477
180000,-187.3272,186.6,,,,,,,,,,
180033,,,669,-829.3723,93.7065,,,,,,,
180041,,,8,-0.5744,102.0704,,,,,,,
180060,,,19,-1.5244,101.7393,,,,,,,
180083,,,23,-16.0054,102.2425,,,,,,,
180098,,,15,-24.5949,101.7539,,,,,,,
180130,,,32,-30.7073,102.2971,,,,,,,
180152,,,22,-7.8135,102.156,,,,,,,
180163,,,11,3.5377,102.46,,,,,,,
180181,,,18,1.4959,102.2609,,,,,,,
180195,,,14,-9.763,102.5205,,,,,,,
180215,,,20,-8.7415,102.2692,,,,,,,
180500,,,,,,3.1512,-438.2282,55.8601,3.1512,290.3392,6768.3267,19.0799
181000,,,,,,2.9461,-426.5638,64.6548,2.9461,267.7158,4243.9795,24.7597
181000,,,785,-963.1682,102.3449,,,,,,,
181500,,,,,,2.9101,-427.0549,63.5348,2.9101,206.4535,4747.5093,20.0249
181907,,,907,-1152.4678,103.996,,,,,,,
182000,,,,,,2.942,-417.3285,56.0085,2.942,319.5406,6320.25,24.2411
182445,,,538,-715.4522,101.9799,,,,,,,
182500,,,,,,3.0017,-410.728,63.4878,3.0017,171.7015,4125.147,18.1929
183000,,,,,,3.0339,-404.7275,54.7849,3.0339,161.6078,4703.4487,24.6152
183060,,,615,-965.2803,102.0259,,,,,,,
183086,,,26,1.1315,101.5071,,,,,,,
183500,,,,,,2.9845,-395.6795,54.0278,2.9845,170.2394,4503.4912,14.8836
184000,,,,,,2.8454,-389.2109,59.8155,2.8454,167.432,4513.5264,19.2101
184086,,,1000,-1844.1049,101.9815,,,,,,,
184137,,,51,-87.6431,102.3765,,,,,,,
184187,,,50,-36.695,102.3156,,,,,,,
184198,,,11,-5.2971,102.3482,,,,,,,
184243,,,45,-41.084,101.8124,,,,,,,
184255,,,12,-19.7849,101.4616,,,,,,,
184289,,,34,-31.3362,102.5776,,,,,,,
184500,,,,,,3.1133,-386.3673,61.2657,3.1133,143.7286,3461.8464,18.5392
185000,,,,,,2.7111,-377.2192,57.989,2.7111,144.8516,5164.0527,21.6394
185000,-1189.2087,590.5,,,,,,,,,,
185129,,,840,-1325.079,84.0609,,,,,,,
185145,,,16,-22.1454,105.4672,,,,,,,
185500,,,,,,3.003,-370.406,54.7788,3.003,141.2772,2918.27,15.4402
186000,,,,,,3.2685,-363.0086,57.3477,3.2685,123.7741,3463.1135,16.1914
186076,,,931,-1408.3704,102.4082,,,,,,,
186084,,,8,-15.9843,103.1463,,,,,,,
186407,,,323,-551.9038,102.1349,,,,,,,
186436,,,29,-24.6461,102.1736,,,,,,,
186446,,,10,-3.3369,102.8013,,,,,,,
186500,,,,,,2.9484,-356.9261,59.4714,2.9484,137.1224,3324.501,19.376
187000,,,,,,2.8648,-351.7378,57.0001,2.8648,154.7948,3256.729,21.5477
187188,,,742,-1076.7553,102.8564,,,,,,,
187500,,,,,,3.0908,-345.1257,58.5214,3.0908,119.0882,3082.2319,23.6973
187818,,,630,-1063.6563,103.6068,,,,,,,
187897,,,79,-86.3326,102.2746,,,,,,,
187913,,,16,-23.2182,102.3238,,,,,,,
187939,,,26,-36.0615,102.1489,,,,,,,
187954,,,15,-6.0654,102.9737,,,,,,,
188000,,,,,,3.1741,-339.525,53.7846,3.1741,153.4984,4733.478,23.3799
188347,,,393,-472.7966,102.1723,,,,,,,
188369,,,22,-30.2051,102.3257,,,,,,,
188399,,,30,-23.0251,102.2491,,,,,,,
188500,,,,,,2.9655,-329.5021,52.0329,2.9655,125.7023,2561.9187,19.7868
188881,,,482,-646.1538,102.2988,,,,,,,
188923,,,42,-59.1739,102.2909,,,,,,,
188938,,,15,2.0056,102.5166,,,,,,,
188963,,,25,-64.9493,102.0184,,,,,,,
189000,,,,,,3.317,-327.8311,72.026,3.317,120.5863,2811.958,13.4624
189088,,,125,-187.5149,102.2278,,,,,,,
189315,,,227,-337.0563,102.2401,,,,,,,
189500,,,,,,2.9824,-314.6057,68.2604,2.9824,112.927,2941.9912,12.3934
190000,,,,,,3.2072,-307.7049,48.3056,3.2072,109.2416,3051.0896,13.7238
190000,-370.7456,200.0,,,,,,,,,,
190315,,,1000,-1609.7292,97.3685,,,,,,,
190336,,,21,-28.5144,102.0832,,,,,,,
190356,,,20,-5.11,102.4166,,,,,,,
190396,,,40,29.0272,102.4506,,,,,,,
190408,,,12,-22.1489,102.4281,,,,,,,
190421,,,13,-12.5613,102.5059,,,,,,,
190440,,,19,-5.6026,101.9177,,,,,,,
190470,,,30,-65.4937,102.2384,,,,,,,
190496,,,26,-0.1048,102.3308,,,,,,,
190500,,,,,,2.9364,-305.9117,50.9376,2.9364,87.5528,2867.614,16.6161
190515,,,19,-9.9556,97.9974,,,,,,,
190708,,,193,-306.0082,105.8678,,,,,,,
190720,,,12,-11.3403,106.4934,,,,,,,
190957,,,237,-376.8625,104.3857,,,,,,,
191000,,,,,,2.86,-296.3766,54.1397,2.86,106.5287,2945.6121,17.7004
191500,,,,,,2.9847,-288.1899,60.9991,2.9847,91.4428,2493.5979,15.7367
191957,,,1000,-1401.7969,105.6268,,,,,,,
192000,,,,,,3.1232,-284.6266,56.6926,3.1232,94.0943,2246.0977,15.7601
192220,,,263,-342.6355,106.139,,,,,,,
192286,,,66,-61.1262,106.1273,,,,,,,
192500,,,,,,3.1741,-275.5816,47.6157,3.1741,86.3472,2689.3887,19.5005
193000,,,,,,2.9757,-268.4673,58.1563,2.9757,105.8555,3635.1653,15.0389
193286,,,1000,-1757.4514,103.4157,,,,,,,
193357,,,71,-101.7984,102.1012,,,,,,,
193373,,,16,-14.2141,102.2893,,,,,,,
193407,,,34,8.9267,101.8316,,,,,,,
193431,,,24,-21.3981,102.3977,,,,,,,
193500,,,,,,2.7957,-265.3893,50.4037,2.7957,104.1082,2520.9238,14.7836
194000,,,,,,3.095,-256.0127,67.212,3.095,63.5518,1913.954,13.5615
194431,,,1000,-1884.55,103.3925,,,,,,,
194450,,,19,-29.8596,103.0486,,,,,,,
194500,,,,,,3.2961,-249.1605,52.6599,3.2961,80.3882,2287.7788,12.3529
195000,,,,,,3.0739,-246.3056,56.6607,3.0739,68.7878,1970.5785,12.7064
195000,-1003.4476,548.5,,,,,,,,,,
195450,,,1000,-1543.2154,87.1796,,,,,,,
195476,,,26,-71.7528,102.1556,,,,,,,
195500,,,,,,3.0858,-240.4486,61.7472,3.0858,63.5661,2325.5503,18.9376
196000,,,,,,2.982,-235.584,50.2304,2.982,57.8206,1389.3091,11.5032
196252,,,776,-1656.0774,102.1125,,,,,,,
196305,,,53,-56.367,102.2057,,,,,,,
196346,,,41,-43.0143,102.2482,,,,,,,
196500,,,,,,3.0016,-228.5442,65.903,3.0016,81.8717,2312.1514,16.7723
197000,,,,,,3.1456,-226.5968,50.2535,3.1456,67.3495,1936.1804,10.1919
197346,,,1000,-1455.6067,105.526,,,,,,,
197500,,,,,,2.7377,-222.1702,48.5778,2.7377,78.171,2154.8982,14.3301
198000,,,,,,3.0627,-217.2189,50.1522,3.0627,63.8543,1658.361,12.486
198346,,,1000,-2226.9659,105.6528,,,,,,,
198395,,,49,-52.9219,104.7424,,,,,,,
198500,,,,,,2.9604,-211.419,59.1736,2.9604,67.0306,1326.0457,13.3768
199000,,,,,,2.9351,-208.1248,48.466,2.9351,58.2509,1827.9719,13.9645
199395,,,1000,-2058.0496,102.2481,,,,,,,
199404,,,9,-9.4007,102.3048,,,,,,,
199500,,,,,,3.0245,-203.746,63.2973,3.0245,64.4911,1876.54,12.0008
199519,,,115,-64.2392,102.3953,,,,,,,
199573,,,54,-88.3237,102.2049,,,,,,,
199594,,,21,-28.207,101.8026,,,,,,,
199618,,,24,-40.4818,101.972,,,,,,,
199632,,,14,7.6937,102.5825,,,,,,,
199639,,,7,-7.9915,101.8349,,,,,,,
200000,,,,,,2.9253,-198.8415,49.9598,2.9253,60.8365,1688.3048,11.1419
200000,-675.727,321.4,,,,,,,,,,
200500,,,,,,2.6521,-195.2708,45.8157,2.6521,65.5097,1504.9424,13.3475
200639,,,1000,-1909.5032,92.3253,,,,,,,
200647,,,8,-1.7654,102.0282,,,,,,,
200654,,,7,-3.5468,103.1229,,,,,,,
200861,,,207,-294.2247,102.1619,,,,,,,
200901,,,40,-28.76,101.8186,,,,,,,
201000,,,,,,2.9543,-192.3229,49.4782,2.9543,73.8301,1747.973,12.173
201500,,,,,,2.7096,-189.5011,45.6009,2.7096,61.4684,1694.0514,11.728
201901,,,1000,-2453.4099,101.9914,,,,,,,
201973,,,72,-43.9428,102.528,,,,,,,
202000,,,,,,2.8556,-184.3562,57.906,2.8556,68.9245,1709.984,13.7867
202318,,,345,-546.5906,102.0901,,,,,,,
202331,,,13,-5.5816,102.3915,,,,,,,
202374,,,43,-45.0902,101.9381,,,,,,,
202478,,,104,-133.3775,101.966,,,,,,,
202500,,,,,,3.003,-181.0402,53.6746,3.003,66.8156,1868.246,17.1768
202514,,,36,32.4977,101.7939,,,,,,,
202747,,,233,-343.7448,104.7431,,,,,,,
203000,,,,,,2.778,-179.3046,47.3564,2.778,73.5371,2023.9417,11.1284
203120,,,373,-548.1506,102.1492,,,,,,,
203180,,,60,-24.4896,102.3594,,,,,,,
203209,,,29,-40.0485,102.136,,,,,,,
203279,,,70,-87.6243,102.1738,,,,,,,
203500,,,,,,2.8527,-173.2798,65.78,2.8527,57.7063,1438.1372,11.651
203507,,,228,-314.0589,101.9571,,,,,,,
203721,,,214,-290.9815,104.3024,,,,,,,
203732,,,11,-8.7326,105.643,,,,,,,
203773,,,41,-10.1631,105.6797,,,,,,,
203817,,,44,-37.6017,106.1706,,,,,,,
203840,,,23,-5.0818,106.1318,,,,,,,
203887,,,47,-45.0198,106.1461,,,,,,,
203978,,,91,-103.4292,106.1562,,,,,,,
203989,,,11,-12.602,106.0438,,,,,,,
204000,,,,,,2.7082,-167.5905,49.193,2.7082,80.6062,2299.4419,13.908
204154,,,165,-172.8435,106.1443,,,,,,,
204216,,,62,-23.1579,106.3532,,,,,,,
204230,,,14,-7.7283,105.8318,,,,,,,
204282,,,52,-68.5886,106.4817,,,,,,,
204343,,,61,-108.0326,106.0818,,,,,,,
204390,,,47,-20.4016,106.0817,,,,,,,
204418,,,28,1.0887,105.8107,,,,,,,
204500,,,,,,2.5959,-167.1527,53.6352,2.5959,72.6978,1649.1897,10.9473
204735,,,317,-505.1682,106.0261,,,,,,,
204819,,,84,-163.3898,101.385,,,,,,,
205000,,,,,,2.6717,-161.9653,48.0209,2.6717,104.1166,1815.9543,16.5424
205000,-408.3021,270.3,,,,,,,,,,
205408,,,589,-990.3833,91.8689,,,,,,,
205500,,,,,,2.7467,-158.8426,52.4998,2.7467,74.7498,1807.5807,13.2808
206000,,,,,,2.894,-158.579,57.9505,2.894,65.0077,1909.3936,13.8973
206408,,,1000,-1595.7675,105.6762,,,,,,,
206443,,,35,-73.9162,106.1843,,,,,,,
206500,,,,,,2.661,-155.1943,54.7678,2.661,65.6375,1722.3271,12.6811
206500,,,57,-74.6462,105.9226,,,,,,,
