env_steps,return,length,train/length,train/return,FPS,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
71093,,,13,-10.1161,102.4562,,,,,,,
71150,,,57,-78.2999,102.5256,,,,,,,
71164,,,14,-10.7098,101.8713,,,,,,,
71500,,,,,,4.1872,-1958.0366,137.7571,4.1872,10069.3867,161570.1719,106.0756
72000,,,,,,4.0357,-2010.4128,161.1448,4.0357,7835.6201,227616.4062,83.6724
72164,,,1000,-1328.7279,102.7246,,,,,,,
72181,,,17,4.2574,105.7639,,,,,,,
72208,,,27,-51.1241,106.3101,,,,,,,
72271,,,63,-37.6812,106.1523,,,,,,,
72500,,,,,,3.8896,-1899.9974,139.3281,3.8896,6967.0884,149938.2344,96.9709
73000,,,,,,4.0291,-1965.6115,143.1841,4.0291,7402.3154,200768.4375,120.6317
73040,,,769,-132.1192,102.6845,,,,,,,
73487,,,447,-141.8281,105.6238,,,,,,,
73500,,,,,,4.0339,-1974.1694,141.615,4.0339,11279.96,203949.8125,86.235
74000,,,,,,4.1183,-2011.1334,127.3225,4.1183,9511.0205,240813.7188,75.3452
74211,,,724,-176.485,102.1198,,,,,,,
74315,,,104,-47.9859,102.2305,,,,,,,
74414,,,99,-95.5269,102.1259,,,,,,,
74500,,,,,,3.9544,-1887.7222,135.5094,3.9544,7681.0771,170703.2344,98.315
75000,,,,,,3.623,-1947.4796,134.6205,3.623,6145.3926,140808.6406,67.1706
75000,-164.5044,511.9,,,,,,,,,,
75414,,,1000,-800.6639,87.9913,,,,,,,
75497,,,83,-23.7024,101.6315,,,,,,,
75500,,,,,,3.7079,-1923.7473,111.6187,3.7079,8443.4043,167405.7344,97.7409
75511,,,14,-21.3275,102.1559,,,,,,,
75540,,,29,-33.0097,101.8389,,,,,,,
75623,,,83,-45.4703,101.891,,,,,,,
76000,,,,,,3.6644,-1883.0964,138.0605,3.6644,5910.4897,106790.7734,108.6957
76500,,,,,,3.6117,-2009.1483,152.1927,3.6117,6402.3799,170100.9531,72.788
76623,,,1000,-554.3165,103.2589,,,,,,,
77000,,,,,,3.814,-2102.2559,136.2997,3.814,7080.5522,139787.875,76.3047
77500,,,,,,3.7277,-2010.3801,112.4523,3.7277,4607.3774,110158.5781,79.6003
77623,,,1000,-771.9011,101.8677,,,,,,,
77649,,,26,-20.0953,101.5521,,,,,,,
77689,,,40,-51.2431,102.2096,,,,,,,
78000,,,,,,3.5083,-2022.0297,106.6896,3.5083,6369.5669,219237.0,99.4775
78500,,,,,,3.7183,-2035.9204,121.0987,3.7183,5213.1831,147601.6719,63.3262
78689,,,1000,-620.0842,102.7967,,,,,,,
78731,,,42,-57.1684,102.2039,,,,,,,
78745,,,14,-11.2287,102.6576,,,,,,,
79000,,,,,,4.0225,-2094.2522,99.5681,4.0225,4534.9116,97136.75,106.3509
79500,,,,,,3.7058,-2099.9973,110.6749,3.7058,4474.3848,97318.1328,81.2914
79745,,,1000,-416.8263,102.8263,,,,,,,
79783,,,38,-62.3941,105.7789,,,,,,,
79795,,,12,-26.9557,105.9192,,,,,,,
79813,,,18,-25.0242,106.5205,,,,,,,
80000,,,,,,3.7379,-2024.319,118.5134,3.7379,5395.1377,141802.7812,73.6292
80000,33.3308,616.6,,,,,,,,,,
80172,,,359,-176.1857,67.8155,,,,,,,
80500,,,,,,3.432,-1988.8347,135.572,3.432,5324.9727,135168.1719,100.056
81000,,,,,,3.6017,-2056.7776,91.9144,3.6017,4796.5,100710.3672,69.6894
81172,,,1000,-425.5244,104.0061,,,,,,,
81500,,,,,,3.8128,-2204.5818,111.1486,3.8128,4587.2256,127639.8125,61.6222
82000,,,,,,3.4071,-2149.6445,104.1381,3.4071,4812.6582,152471.0469,84.3782
82172,,,1000,-714.3974,101.9197,,,,,,,
82191,,,19,-3.3027,101.9607,,,,,,,
82500,,,,,,3.2811,-2029.2178,95.6175,3.2811,4422.978,110488.9062,69.3503
83000,,,,,,3.3688,-2059.4131,136.3289,3.3688,4590.7939,90151.7891,72.0402
83191,,,1000,-313.9595,102.996,,,,,,,
83500,,,,,,3.4494,-2075.0403,122.0629,3.4494,5565.7139,127710.0859,63.4263
83861,,,670,-669.8132,104.8957,,,,,,,
83910,,,49,-75.3142,105.7146,,,,,,,
83919,,,9,-18.5162,105.3075,,,,,,,
84000,,,,,,3.6017,-2092.1064,117.3837,3.6017,6331.2173,112437.6562,64.1103
84500,,,,,,3.42,-2045.3187,122.3582,3.42,4733.9248,115433.8906,80.8748
84919,,,1000,-985.8292,102.8066,,,,,,,
84938,,,19,-42.0428,105.8419,,,,,,,
84969,,,31,-38.2082,105.4378,,,,,,,
85000,,,,,,3.7138,-2116.5752,92.5293,3.7138,4892.2148,92052.3672,65.1933
85000,-346.2014,244.6,,,,,,,,,,
85500,,,,,,3.3392,-2012.9996,139.5653,3.3392,6421.0527,177534.1719,70.4032
85969,,,1000,-608.0934,95.6099,,,,,,,
85986,,,17,-25.7472,102.2395,,,,,,,
86000,,,,,,3.427,-1976.0879,90.5774,3.427,4710.1392,97385.4453,52.7824
86153,,,167,-247.7474,102.8734,,,,,,,
86198,,,45,-66.5659,106.1712,,,,,,,
86284,,,86,-27.8758,106.0843,,,,,,,
86304,,,20,-27.8232,105.8586,,,,,,,
86500,,,,,,3.5322,-2035.0764,107.4991,3.5322,5405.7061,162310.7812,68.8441
87000,,,,,,3.6547,-2005.7633,112.3039,3.6547,4598.7793,87904.9062,53.3736
87304,,,1000,-380.9878,105.8914,,,,,,,
87500,,,,,,3.4438,-2051.5798,102.316,3.4438,5340.0859,107265.5312,67.1375
88000,,,,,,3.325,-1941.832,110.959,3.325,6122.8525,176882.0625,41.5494
88304,,,1000,-426.3548,102.7079,,,,,,,
88500,,,,,,3.4586,-1943.7684,126.6296,3.4586,3861.7295,85890.625,61.1332
89000,,,,,,3.3709,-1984.2749,88.9177,3.3709,4509.5146,118888.125,60.8053
89304,,,1000,-598.5293,104.7375,,,,,,,
89347,,,43,-72.1961,106.0343,,,,,,,
89500,,,,,,3.3152,-1991.1305,104.0911,3.3152,5280.9536,82641.0859,58.4387
90000,,,,,,3.33,-1881.3893,96.0736,3.33,6751.0361,89182.9766,51.6258
90000,-824.9815,524.1,,,,,,,,,,
90347,,,1000,-1408.7559,89.5432,,,,,,,
90369,,,22,-6.4825,105.8242,,,,,,,
90385,,,16,-7.8656,105.6763,,,,,,,
90406,,,21,-36.9187,106.5109,,,,,,,
90417,,,11,-8.7093,106.1009,,,,,,,
90477,,,60,-60.2865,105.3155,,,,,,,
90500,,,,,,3.0225,-1857.4193,81.6198,3.0225,6594.2002,155499.6719,60.6219
90586,,,109,-170.4968,105.3902,,,,,,,
90596,,,10,-6.0259,101.5435,,,,,,,
90631,,,35,-30.7773,102.3735,,,,,,,
91000,,,,,,3.3271,-1900.34,93.2073,3.3271,4635.585,104361.1406,55.7856
91500,,,,,,3.1493,-1901.787,100.6836,3.1493,3731.2668,83482.8438,46.156
91631,,,1000,-1161.8309,101.8909,,,,,,,
92000,,,,,,3.2682,-1954.8436,81.1695,3.2682,5316.793,101334.8438,39.9419
92500,,,,,,3.4453,-1923.6711,90.6424,3.4453,4131.1436,96159.8594,54.9455
92631,,,1000,-1515.951,101.8044,,,,,,,
93000,,,,,,3.2406,-1857.8403,133.4422,3.2406,3561.4702,74780.7578,56.2612
93186,,,555,-534.2592,102.0899,,,,,,,
93244,,,58,-104.0872,102.2718,,,,,,,
93489,,,245,-275.8334,102.029,,,,,,,
93500,,,,,,3.1829,-1862.767,115.0725,3.1829,5775.4565,106111.6797,50.1766
93625,,,136,-207.1756,102.0197,,,,,,,
94000,,,,,,3.2045,-1767.4563,90.5984,3.2045,4261.1484,115826.5859,69.7655
94500,,,,,,3.2272,-1846.9495,90.764,3.2272,6153.3496,106608.3672,49.9628
94625,,,1000,-1332.2593,102.9881,,,,,,,
94729,,,104,-135.7752,102.0879,,,,,,,
95000,,,,,,3.2194,-1900.1766,101.2525,3.2194,5198.0459,75216.2344,59.4131
95000,-391.1697,229.0,,,,,,,,,,
95500,,,,,,3.4872,-1801.2506,96.4682,3.4872,4723.9033,83947.7812,40.8326
95729,,,1000,-1236.5209,97.0454,,,,,,,
95743,,,14,-32.7804,102.1423,,,,,,,
95754,,,11,-15.3138,102.2724,,,,,,,
95780,,,26,-17.8037,100.3051,,,,,,,
96000,,,,,,3.167,-1782.9026,96.303,3.167,5469.4072,81522.4297,61.8795
96500,,,,,,3.1665,-1822.9849,101.7643,3.1665,4940.54,83152.0469,54.5797
96723,,,943,-1186.0592,102.4602,,,,,,,
96875,,,152,-196.1908,102.5611,,,,,,,
96908,,,33,-54.8644,102.3999,,,,,,,
96932,,,24,-37.7479,103.0452,,,,,,,
97000,,,,,,3.2627,-1794.4565,93.4495,3.2627,4518.8867,122225.1797,67.042
97011,,,79,-163.937,102.7034,,,,,,,
97025,,,14,-14.4531,102.5368,,,,,,,
97101,,,76,-125.3805,102.3848,,,,,,,
97500,,,,,,3.0219,-1659.7229,118.6116,3.0219,5833.4424,111929.3281,40.6537
97757,,,656,-785.9394,102.4248,,,,,,,
98000,,,,,,3.3814,-1787.7549,112.9044,3.3814,5443.3975,97057.7656,51.1978
98025,,,268,-384.5651,104.9362,,,,,,,
98500,,,,,,3.4777,-1750.3889,75.0641,3.4777,3578.6304,69006.2266,39.4937
98590,,,565,-710.6413,102.871,,,,,,,
98602,,,12,-19.2366,102.8814,,,,,,,
98799,,,197,-290.0068,102.5921,,,,,,,
99000,,,,,,3.2791,-1717.8126,88.3932,3.2791,4778.2534,67795.1406,41.1032
99500,,,,,,3.317,-1737.8947,118.5102,3.317,4400.5981,81644.1641,49.9897
99612,,,813,-1007.3401,103.7366,,,,,,,
99706,,,94,-127.7898,106.0138,,,,,,,
100000,,,,,,3.233,-1705.8776,139.2603,3.233,3510.6472,65917.4688,38.6616
100000,-149.0649,112.3,,,,,,,,,,
100494,,,788,-1040.3958,95.3735,,,,,,,
100500,,,,,,3.2773,-1697.0259,104.4763,3.2773,4070.2261,93245.6719,48.5522
100517,,,23,-35.7234,101.5814,,,,,,,
100525,,,8,-14.0859,102.0037,,,,,,,
100550,,,25,-3.2304,101.7528,,,,,,,
100567,,,17,-32.889,102.3461,,,,,,,
100605,,,38,2.0116,102.1632,,,,,,,
100644,,,39,-3.5842,102.1308,,,,,,,
100679,,,35,-82.019,102.6965,,,,,,,
100737,,,58,-67.0424,102.4074,,,,,,,
100800,,,63,-139.3197,102.4892,,,,,,,
100853,,,53,-75.5455,102.46,,,,,,,
100885,,,32,-79.0784,102.4385,,,,,,,
100982,,,97,-139.8878,102.343,,,,,,,
101000,,,,,,3.4848,-1771.101,94.6619,3.4848,4840.3662,114747.9297,61.8927
101000,,,18,-20.1713,102.0513,,,,,,,
101500,,,,,,2.9901,-1663.4662,88.5832,2.9901,4361.2505,115821.4766,50.1788
101705,,,705,-908.8057,101.9835,,,,,,,
101716,,,11,-7.6575,105.8436,,,,,,,
101735,,,19,-9.4865,106.1602,,,,,,,
101807,,,72,-114.6576,106.0705,,,,,,,
101876,,,69,-103.7194,106.0966,,,,,,,
101985,,,109,-148.542,106.0265,,,,,,,
102000,,,,,,3.2848,-1663.0387,89.2779,3.2848,3547.8057,65244.7852,46.4154
102011,,,26,-49.3192,105.7051,,,,,,,
102500,,,,,,3.5262,-1644.1493,97.3916,3.5262,3137.8071,63927.2227,60.0435
103000,,,,,,3.117,-1637.0471,78.2287,3.117,4783.3345,84141.2891,47.1919
103011,,,1000,-1156.7632,104.5512,,,,,,,
103338,,,327,-535.1361,102.0514,,,,,,,
103500,,,,,,3.1294,-1633.5154,82.1433,3.1294,4273.5791,81760.4219,50.1275
103566,,,228,-370.3291,101.9573,,,,,,,
104000,,,,,,3.2292,-1671.2224,115.3125,3.2292,3243.5747,95911.8281,54.5549
104500,,,,,,3.2543,-1624.714,105.861,3.2543,3580.1211,47968.2812,62.2442
104566,,,1000,-1237.1079,102.369,,,,,,,
104647,,,81,-98.9201,102.3116,,,,,,,
104658,,,11,-23.9573,102.284,,,,,,,
105000,,,,,,3.0423,-1617.6122,96.1388,3.0423,3615.8843,75875.4297,59.5071
105000,-499.7392,349.6,,,,,,,,,,
105493,,,835,-918.1068,88.6306,,,,,,,
105500,,,,,,3.0879,-1610.8824,87.9593,3.0879,3794.7996,84847.625,42.3305
106000,,,,,,3.3655,-1596.5908,94.3418,3.3655,3156.4028,57965.0078,43.8585
106493,,,1000,-1090.468,101.9732,,,,,,,
106500,,,,,,3.0739,-1622.8563,106.8341,3.0739,4187.0938,69453.6797,50.8371
107000,,,,,,3.0877,-1563.1541,88.8518,3.0877,3445.3472,87238.9844,62.3307
107493,,,1000,-1117.873,103.5326,,,,,,,
107500,,,,,,3.2367,-1613.9233,119.406,3.2367,3332.438,53607.1406,43.2304
108000,,,,,,3.0599,-1593.0653,89.2314,3.0599,3759.0989,77144.0234,46.8643
108493,,,1000,-1305.2326,103.6219,,,,,,,
108500,,,,,,3.2701,-1609.2596,77.0443,3.2701,4203.1123,118380.7266,51.0429
108534,,,41,-73.4999,106.1753,,,,,,,
108555,,,21,-31.9086,105.9735,,,,,,,
109000,,,,,,3.0655,-1592.3998,94.2947,3.0655,4223.7852,67311.1562,31.7679
109383,,,828,-1108.3118,104.8859,,,,,,,
109500,,,,,,3.3376,-1594.7161,99.2053,3.3376,3981.0347,44971.3008,34.389
109822,,,439,-607.6749,102.0269,,,,,,,
109835,,,13,-17.1842,102.5579,,,,,,,
110000,,,,,,3.0583,-1594.5983,96.4932,3.0583,3198.1816,59694.5625,41.8219
110000,-487.9069,279.2,,,,,,,,,,
110500,,,,,,3.2138,-1614.4122,91.6167,3.2138,4322.1514,89531.7031,37.108
110835,,,1000,-1604.2561,93.9263,,,,,,,
110851,,,16,-20.9619,102.2886,,,,,,,
110982,,,131,-226.0792,105.8583,,,,,,,
111000,,,,,,3.2465,-1579.135,110.5411,3.2465,5637.8877,88791.2266,52.6998
111445,,,463,-673.8086,102.3802,,,,,,,
111500,,,,,,3.3005,-1596.6075,109.1095,3.3005,5043.4443,82112.1172,55.1636
111720,,,275,-332.1121,102.0204,,,,,,,
111795,,,75,-159.7179,102.3475,,,,,,,
111858,,,63,-122.3754,102.3382,,,,,,,
112000,,,,,,3.2995,-1619.3032,101.8807,3.2995,3871.6802,68595.3203,57.6259
112500,,,,,,3.4483,-1630.4133,97.4678,3.4483,4803.7227,82123.7969,54.8947
112602,,,744,-958.5099,102.16,,,,,,,
113000,,,,,,3.4541,-1597.3132,88.4095,3.4541,4150.3276,87772.0938,37.3361
113377,,,775,-1001.0232,102.6701,,,,,,,
113399,,,22,-58.8081,102.3075,,,,,,,
113419,,,20,-39.4801,102.0056,,,,,,,
113500,,,,,,3.4683,-1609.433,108.1431,3.4683,3941.5293,64227.8281,45.8547
114000,,,,,,3.2895,-1582.6633,87.8622,3.2895,3655.4539,46600.8594,48.0367
114419,,,1000,-1306.8955,101.9809,,,,,,,
114500,,,,,,3.2372,-1639.5964,87.9281,3.2372,3616.4404,70879.6797,38.981
115000,,,,,,3.1135,-1586.6348,97.1177,3.1135,3792.7388,77285.8906,43.4637
115000,-394.1512,340.4,,,,,,,,,,
115287,,,868,-1192.4745,91.4989,,,,,,,
115500,,,,,,3.3077,-1615.2782,87.0605,3.3077,4196.832,80376.5,37.671
116000,,,,,,3.3018,-1562.3964,91.422,3.3018,3503.9307,73190.9375,48.9968
116287,,,1000,-1537.9294,104.0683,,,,,,,
116500,,,,,,3.1834,-1578.4213,93.9201,3.1834,3915.0757,96473.1406,52.7478
117000,,,,,,3.0562,-1586.7401,91.5182,3.0562,3183.7603,47099.4141,35.2895
117287,,,1000,-1876.2308,102.007,,,,,,,
117330,,,43,-77.8814,102.2263,,,,,,,
117500,,,,,,3.087,-1603.8324,75.7124,3.087,3238.1694,74680.3516,37.9591
118000,,,,,,3.3534,-1604.828,89.0344,3.3534,2800.6021,40027.4414,38.3224
118300,,,970,-1313.1837,102.6031,,,,,,,
118309,,,9,-26.135,102.9589,,,,,,,
118360,,,51,-33.3514,101.9579,,,,,,,
118388,,,28,-33.5383,101.9691,,,,,,,
118397,,,9,-16.0098,101.8373,,,,,,,
118500,,,,,,3.2529,-1569.9325,87.9476,3.2529,3431.543,78033.0312,58.7678
119000,,,,,,3.2207,-1582.812,98.2673,3.2207,2246.2102,36852.8477,38.9117
119397,,,1000,-1347.8402,102.801,,,,,,,
119423,,,26,-65.0396,105.5931,,,,,,,
119432,,,9,-21.1699,107.0582,,,,,,,
119440,,,8,-12.1027,105.7002,,,,,,,
119500,,,,,,3.2036,-1559.8914,80.6261,3.2036,2728.4258,46154.6602,43.1628
119823,,,383,-442.0428,105.6617,,,,,,,
119833,,,10,-13.9895,102.6642,,,,,,,
119883,,,50,-75.1263,101.7022,,,,,,,
119892,,,9,-26.6789,100.5659,,,,,,,
119900,,,8,-13.4867,101.4207,,,,,,,
119949,,,49,-73.0087,101.3155,,,,,,,
119958,,,9,-18.45,101.6804,,,,,,,
120000,,,,,,3.1351,-1563.7859,80.0666,3.1351,3755.9253,68117.9531,48.0067
120000,-80.2579,63.8,,,,,,,,,,
120500,,,,,,3.0977,-1536.6034,97.7203,3.0977,2680.2163,41157.7852,56.8672
120704,,,746,-928.1828,100.0963,,,,,,,
120735,,,31,-31.561,101.8763,,,,,,,
120760,,,25,-25.0811,102.0412,,,,,,,
120813,,,53,-109.3625,101.7408,,,,,,,
120862,,,49,-118.3958,102.2068,,,,,,,
121000,,,,,,3.0952,-1560.9854,82.2785,3.0952,2277.2256,49175.0,48.9243
121016,,,154,-264.0687,101.9032,,,,,,,
121500,,,,,,3.3123,-1536.2234,107.0243,3.3123,3150.0425,49087.2617,52.8693
121764,,,748,-912.548,102.0681,,,,,,,
121788,,,24,-45.1414,102.1031,,,,,,,
121840,,,52,-133.8137,102.0046,,,,,,,
121885,,,45,-73.5276,102.1884,,,,,,,
121919,,,34,-47.9481,102.2326,,,,,,,
121940,,,21,-41.5339,101.9882,,,,,,,
121976,,,36,-61.668,101.756,,,,,,,
122000,,,,,,2.9363,-1510.3602,90.0936,2.9363,2746.5396,62171.9414,61.6164
122021,,,45,-85.7988,102.1426,,,,,,,
122360,,,339,-442.8438,105.6644,,,,,,,
122500,,,,,,3.2837,-1513.1208,74.8799,3.2837,3158.8687,48379.9141,41.7469
122858,,,498,-530.6467,103.17,,,,,,,
122876,,,18,-46.8983,105.9386,,,,,,,
122888,,,12,-24.5184,105.3678,,,,,,,
122896,,,8,-13.6299,105.3597,,,,,,,
123000,,,,,,3.1849,-1501.864,83.1743,3.1849,3443.3311,58743.5742,62.248
123196,,,300,-342.8748,105.8769,,,,,,,
123500,,,,,,3.3681,-1492.3318,85.2494,3.3681,2438.0474,43260.8906,38.7424
124000,,,,,,3.4135,-1489.1029,94.2844,3.4135,2231.6179,57199.1758,29.4708
124110,,,914,-1027.0999,105.8763,,,,,,,
124118,,,8,-10.21,106.9467,,,,,,,
124146,,,28,-20.7542,106.0762,,,,,,,
124196,,,50,-73.9138,106.1117,,,,,,,
124439,,,243,-311.9726,105.851,,,,,,,
124467,,,28,-49.2878,106.2304,,,,,,,
124500,,,,,,3.6488,-1453.1393,90.6934,3.6488,2605.239,30886.9707,31.8587
125000,,,,,,3.0305,-1468.0151,74.3692,3.0305,2036.6047,44133.8203,54.9896
125000,-180.7382,134.7,,,,,,,,,,
125003,,,536,-626.6113,94.7303,,,,,,,
125056,,,53,-79.2111,101.9481,,,,,,,
125475,,,419,-385.207,101.9198,,,,,,,
125500,,,,,,2.9455,-1417.3468,75.3388,2.9455,2354.6104,44875.6836,36.7584
125523,,,48,-74.6616,102.0995,,,,,,,
125537,,,14,-36.9628,102.6171,,,,,,,
125578,,,41,-54.6026,102.3164,,,,,,,
126000,,,,,,3.3308,-1458.79,104.3732,3.3308,2397.522,45004.5547,47.228
126500,,,,,,2.9068,-1418.5876,72.3267,2.9068,1641.7222,42239.1289,39.678
126578,,,1000,-2049.493,102.4641,,,,,,,
126822,,,244,-421.7749,105.8402,,,,,,,
126934,,,112,-185.4032,105.9142,,,,,,,
127000,,,,,,3.3248,-1405.1896,68.3289,3.3248,1686.1873,39155.3125,43.109
127406,,,472,-633.609,102.3133,,,,,,,
127414,,,8,-17.4047,101.4925,,,,,,,
127465,,,51,-87.0018,102.246,,,,,,,
127500,,,,,,3.2692,-1384.401,85.8117,3.2692,1833.3031,43870.5195,53.9246
127575,,,110,-189.6592,102.0287,,,,,,,
127861,,,286,-415.6876,102.2586,,,,,,,
127887,,,26,-42.102,101.842,,,,,,,
128000,,,,,,3.131,-1392.5623,68.7914,3.131,1750.478,37112.2891,37.5602
128214,,,327,-568.1387,101.8349,,,,,,,
128316,,,102,-109.3166,102.4727,,,,,,,
128415,,,99,-71.6415,102.257,,,,,,,
128500,,,,,,3.2672,-1361.5541,62.5001,3.2672,2038.9402,53815.082,41.5011
128847,,,432,-641.6003,104.0055,,,,,,,
129000,,,,,,3.0251,-1367.4487,75.8774,3.0251,1419.4802,38240.1875,31.2016
129057,,,210,-338.7403,104.0583,,,,,,,
129079,,,22,-35.7,101.8776,,,,,,,
129289,,,210,-330.5541,101.8326,,,,,,,
129334,,,45,-13.785,101.6395,,,,,,,
129353,,,19,-19.042,101.9483,,,,,,,
129374,,,21,-21.8723,101.912,,,,,,,
129500,,,,,,3.262,-1360.7783,78.7388,3.262,1489.4744,41200.2266,39.23
130000,,,,,,3.0562,-1330.2722,79.3806,3.0562,1898.1809,69834.4922,53.019
130000,-168.3351,119.9,,,,,,,,,,
130042,,,668,-888.1712,97.2787,,,,,,,
130113,,,71,-119.011,105.6346,,,,,,,
130147,,,34,-16.0976,105.7603,,,,,,,
130181,,,34,-51.0958,104.7843,,,,,,,
130237,,,56,-64.4311,105.5685,,,,,,,
130249,,,12,-14.4857,105.6258,,,,,,,
130257,,,8,-5.1034,105.2757,,,,,,,
130294,,,37,-36.4145,105.742,,,,,,,
130500,,,,,,3.2429,-1321.8601,72.9258,3.2429,1780.1409,28099.4219,32.312
131000,,,,,,3.1252,-1300.8593,75.9118,3.1252,1563.8601,32455.2188,43.6475
131294,,,1000,-1320.8219,103.1878,,,,,,,
131304,,,10,-22.0486,101.9044,,,,,,,
131315,,,11,-26.9958,102.1868,,,,,,,
131327,,,12,-12.4182,102.4429,,,,,,,
131338,,,11,-11.9923,102.1314,,,,,,,
131500,,,,,,3.1725,-1303.7133,76.0772,3.1725,1388.9443,33559.5469,37.0553
131826,,,488,-550.2086,101.9768,,,,,,,
132000,,,,,,3.3122,-1286.1949,89.3222,3.3122,1401.7772,35083.6445,33.5138
132294,,,468,-771.8285,101.8329,,,,,,,
132379,,,85,-72.2335,101.8962,,,,,,,
132416,,,37,-61.323,101.9429,,,,,,,
132426,,,10,-22.7201,101.8727,,,,,,,
132436,,,10,-18.7253,102.0142,,,,,,,
132500,,,,,,3.0479,-1262.0072,78.3683,3.0479,1364.3069,38870.6523,34.498
132709,,,273,-546.8576,104.4318,,,,,,,
132766,,,57,-108.8368,105.434,,,,,,,
132789,,,23,-51.509,105.7396,,,,,,,
132809,,,20,-28.8027,106.0223,,,,,,,
132828,,,19,-37.5861,106.3917,,,,,,,
133000,,,,,,3.0436,-1244.3666,79.6298,3.0436,2727.9312,63600.9062,30.198
133111,,,283,-433.0753,103.379,,,,,,,
133125,,,14,-24.9989,101.2891,,,,,,,
133188,,,63,-128.6869,105.6552,,,,,,,
133500,,,,,,3.0955,-1227.0068,72.1758,3.0955,1326.8433,22498.8555,30.1983
134000,,,,,,3.3595,-1217.8995,69.7805,3.3595,1319.3966,28392.0566,33.6287
134105,,,917,-1611.8577,105.6235,,,,,,,
134176,,,71,-90.853,105.3562,,,,,,,
134235,,,59,-109.8323,105.8638,,,,,,,
134500,,,,,,3.1494,-1196.0123,78.3357,3.1494,1115.5597,37428.4883,37.4257
134507,,,272,-394.2126,105.6219,,,,,,,
134645,,,138,-162.7144,105.7073,,,,,,,
134665,,,20,-31.5184,106.2689,,,,,,,
134680,,,15,-24.7997,104.7708,,,,,,,
134950,,,270,-409.4976,105.5983,,,,,,,
135000,,,,,,3.2503,-1206.2678,80.8278,3.2503,1100.26,27745.7578,31.5799
135000,-884.5096,499.3,,,,,,,,,,
135014,,,64,-79.9949,29.9357,,,,,,,
135500,,,,,,3.0103,-1188.572,80.4043,3.0103,1209.644,38224.3047,51.584
135505,,,491,-727.9034,105.6069,,,,,,,
135572,,,67,-96.6282,105.5759,,,,,,,
136000,,,,,,3.1224,-1156.8312,68.6726,3.1224,974.908,27058.502,38.0454
136500,,,,,,2.988,-1155.2091,67.9331,2.988,1341.2118,46503.25,33.7644
136572,,,1000,-1452.1251,103.3426,,,,,,,
136655,,,83,-136.7094,102.0226,,,,,,,
136707,,,52,-68.7985,101.9332,,,,,,,
137000,,,,,,3.1989,-1134.6395,74.036,3.1989,875.1544,23665.9258,28.8836
137266,,,559,-731.4687,101.9241,,,,,,,
137370,,,104,-172.3354,101.876,,,,,,,
137386,,,16,-28.9819,101.2359,,,,,,,
137426,,,40,-46.8729,102.0571,,,,,,,
137500,,,,,,3.1693,-1124.7336,68.9098,3.1693,1015.9952,17730.543,35.217
137523,,,97,-134.4523,101.7918,,,,,,,
137539,,,16,-26.4866,101.8992,,,,,,,
137600,,,61,-58.2677,104.7011,,,,,,,
138000,,,,,,3.1621,-1114.786,64.0078,3.1621,912.2797,22040.502,54.2007
138274,,,674,-1141.9496,101.9503,,,,,,,
138295,,,21,-40.8232,100.7808,,,,,,,
138500,,,,,,3.2274,-1096.7762,68.9567,3.2274,760.2323,18538.2852,32.3757
139000,,,,,,3.3596,-1083.1854,68.6374,3.3596,626.8516,15783.8926,29.671
139118,,,823,-707.3389,104.0151,,,,,,,
139135,,,17,-33.2761,101.851,,,,,,,
139500,,,,,,3.1353,-1058.4514,74.2224,3.1353,737.7883,25977.6367,26.5677
140000,,,,,,2.9268,-1054.682,72.1493,2.9268,599.417,14702.8311,25.3346
140000,-369.6672,245.2,,,,,,,,,,
140135,,,1000,-901.2695,94.8177,,,,,,,
140179,,,44,-53.7086,101.8442,,,,,,,
140202,,,23,-39.5902,101.9689,,,,,,,
140215,,,13,-9.6328,101.4689,,,,,,,
140245,,,30,-45.1893,102.6908,,,,,,,
140278,,,33,-34.984,105.8049,,,,,,,
140352,,,74,-136.8828,105.4725,,,,,,,
140379,,,27,-24.8904,105.7409,,,,,,,
140500,,,,,,3.169,-1032.7723,66.8301,3.169,614.8464,11800.3418,28.2103
141000,,,,,,3.245,-1033.9426,69.3317,3.245,615.5397,14573.4111,43.2529
141379,,,1000,-1064.161,102.5942,,,,,,,
141500,,,,,,3.1343,-1010.3472,68.6079,3.1343,670.351,19200.1973,37.6973
141878,,,499,-668.7722,101.594,,,,,,,
141899,,,21,-17.3975,101.9388,,,,,,,
142000,,,,,,3.0927,-1002.7435,69.0459,3.0927,545.3945,15659.2119,26.8682
142368,,,469,-609.9997,101.8091,,,,,,,
142500,,,,,,3.1226,-983.1878,66.3603,3.1226,495.9822,11008.8125,25.4429
142558,,,190,-260.3294,101.7255,,,,,,,
142638,,,80,-91.9964,101.8889,,,,,,,
142658,,,20,-28.4181,102.0401,,,,,,,
143000,,,,,,3.1998,-964.8842,56.9847,3.1998,421.1968,16616.6914,26.3283
143500,,,,,,3.0109,-950.6712,66.5969,3.0109,539.0912,25712.6855,22.5096
143658,,,1000,-1209.1891,102.4784,,,,,,,
143765,,,107,-132.52,101.9328,,,,,,,
143942,,,177,-225.1322,102.0041,,,,,,,
144000,,,,,,3.1955,-941.5764,60.8072,3.1955,471.7452,14836.2402,20.9672
144011,,,69,-28.0487,101.7177,,,,,,,
