env_steps,return,length,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
10000,,,,,,,,,,1000,353.4159,15.5857
10500,,,-45.8827,5.7391,0.0152,-0.1129,2.5406,46.8537,1.6439,,,
11000,,,-48.9737,6.1025,0.015,-0.1164,2.6592,40.9947,2.3365,,,
11000,,,,,,,,,,1000,742.1049,17.4278
11500,,,-54.1018,5.8285,0.014,-0.1114,2.7204,81.8795,2.2219,,,
12000,,,-56.7224,5.6468,0.0141,-0.1113,3.162,50.6624,3.0582,,,
12000,,,,,,,,,,1000,833.3013,17.044
12500,,,-62.0095,6.4676,0.0148,-0.1183,3.0449,63.3001,2.2585,,,
13000,,,-67.5644,6.5545,0.0167,-0.121,3.4673,54.581,3.0533,,,
13000,,,,,,,,,,1000,942.7905,16.8066
13500,,,-73.563,5.5943,0.0131,-0.1082,3.3114,50.9306,3.4003,,,
14000,,,-78.103,6.105,0.0171,-0.1219,3.2039,76.6494,2.334,,,
14000,,,,,,,,,,1000,881.7862,16.9897
14500,,,-81.5842,5.5167,0.0122,-0.1044,3.4363,78.5527,3.4304,,,
15000,,,-86.0543,6.8018,0.0134,-0.1082,3.3303,56.3751,4.0222,,,
15000,2028.0705,1000.0,,,,,,,,,,
15000,,,,,,,,,,1000,919.1042,15.8316
15500,,,-91.3887,5.0371,0.0136,-0.1084,2.9185,69.1919,2.4477,,,
16000,,,-95.1398,5.0037,0.0109,-0.0983,2.7837,69.993,3.3214,,,
16000,,,,,,,,,,1000,750.1674,17.0031
16500,,,-96.8857,4.4323,0.0128,-0.1049,2.429,80.6189,2.6138,,,
17000,,,-99.1064,4.737,0.0109,-0.0973,2.1251,43.9633,1.5407,,,
17000,,,,,,,,,,1000,1346.8147,17.3953
17500,,,-101.397,4.954,0.0087,-0.0873,2.4834,71.1211,3.064,,,
18000,,,-100.3178,4.6723,0.0096,-0.0913,2.2079,85.4592,2.2886,,,
18000,,,,,,,,,,1000,-185.0372,17.9225
18500,,,-103.7648,4.7341,0.0084,-0.0858,2.3195,70.0564,2.048,,,
19000,,,-105.5248,4.9193,0.0078,-0.0828,1.9978,55.6561,2.3878,,,
19000,,,,,,,,,,1000,1016.9243,16.287
19500,,,-104.8416,3.494,0.0085,-0.0857,2.3232,61.5461,2.153,,,
20000,,,-108.0494,3.89,0.0077,-0.0822,2.5115,49.3551,2.3396,,,
20000,2711.3027,1000.0,,,,,,,,,,
20000,,,,,,,,,,1000,1177.9616,15.109
20500,,,-112.1087,3.8113,0.0075,-0.0803,2.8066,93.1914,3.8019,,,
21000,,,-113.4743,4.0905,0.0093,-0.0884,2.6779,104.4034,2.8019,,,
21000,,,,,,,,,,1000,1430.6737,16.3541
21500,,,-113.9527,4.1302,0.0077,-0.082,2.05,46.8654,2.7874,,,
22000,,,-111.6056,4.095,0.0061,-0.0711,2.6649,63.5812,2.9505,,,
22000,,,,,,,,,,1000,-175.8197,16.9487
22500,,,-112.8122,3.7735,0.0048,-0.064,2.7786,79.0551,3.4117,,,
23000,,,-113.0629,3.5578,0.006,-0.0726,2.7159,62.052,2.5278,,,
23000,,,,,,,,,,1000,171.4335,18.4168
23500,,,-114.7859,3.943,0.0077,-0.081,2.8563,85.0794,2.3505,,,
24000,,,-117.7113,4.4056,0.0074,-0.0785,2.8708,117.7049,2.5564,,,
24000,,,,,,,,,,1000,883.0593,16.4425
24500,,,-120.0492,3.5263,0.006,-0.0675,2.5994,62.5463,3.3693,,,
25000,,,-120.0699,4.2907,0.005,-0.0646,3.4214,83.27,1.9353,,,
25000,2202.3917,1000.0,,,,,,,,,,
25000,,,,,,,,,,1000,1388.6454,16.1414
25500,,,-123.7585,4.3607,0.006,-0.0689,2.6163,88.4571,2.7088,,,
26000,,,-123.0017,4.4093,0.0064,-0.0714,2.58,52.2316,3.186,,,
26000,,,,,,,,,,1000,637.9516,17.277
26500,,,-128.2897,4.0303,0.0039,-0.0576,2.8156,98.6579,2.0272,,,
27000,,,-127.8645,4.5767,0.0052,-0.0648,2.7068,64.4095,2.9204,,,
27000,,,,,,,,,,1000,1693.7824,17.2604
27500,,,-128.7052,4.4495,0.0067,-0.0735,2.6582,90.6538,3.0482,,,
28000,,,-131.3972,3.7919,0.0047,-0.0625,2.4927,58.3769,1.9981,,,
28000,,,,,,,,,,1000,505.6634,16.7363
28500,,,-133.3848,5.0229,0.0054,-0.0673,2.5594,59.1344,3.1189,,,
29000,,,-136.7732,4.3186,0.0051,-0.0613,2.9362,57.9068,2.0594,,,
29000,,,,,,,,,,1000,1851.3456,16.8386
29500,,,-139.3042,4.1237,0.0035,-0.0526,3.6353,71.1289,2.7604,,,
30000,,,-138.1532,4.5282,0.0037,-0.0536,3.3779,131.0964,3.1785,,,
30000,3533.1328,1000.0,,,,,,,,,,
30000,,,,,,,,,,1000,2202.4489,15.2992
30500,,,-139.1431,4.3864,0.0048,-0.0613,3.2918,64.4278,2.9714,,,
31000,,,-146.5162,5.0731,0.0046,-0.0607,3.6082,65.2872,3.5649,,,
31000,,,,,,,,,,1000,2153.4355,16.6143
31500,,,-144.4665,4.603,0.0036,-0.0532,5.5618,168.0944,2.085,,,
32000,,,-145.9112,4.9858,0.0047,-0.0623,2.9567,60.6033,2.7608,,,
32000,,,,,,,,,,1000,593.9946,16.9332
32500,,,-151.784,5.529,0.0038,-0.0535,2.83,80.6283,2.5124,,,
33000,,,-152.1617,4.6823,0.004,-0.0568,3.1903,80.654,3.8451,,,
33000,,,,,,,,,,1000,2183.5584,16.942
33500,,,-156.6066,4.035,0.0042,-0.0572,3.0919,67.3266,3.7514,,,
34000,,,-155.6201,5.3925,0.0049,-0.0622,4.4857,96.5801,4.6011,,,
34000,,,,,,,,,,1000,2159.8262,16.9907
34500,,,-162.191,7.022,0.004,-0.0563,3.8887,193.4934,5.2842,,,
35000,,,-165.089,4.6976,0.0038,-0.0525,3.2776,86.1239,3.0552,,,
35000,3884.6046,1000.0,,,,,,,,,,
35000,,,,,,,,,,1000,2303.884,15.2361
35500,,,-166.1563,4.734,0.0044,-0.0595,3.5394,129.1099,2.4059,,,
36000,,,-172.6973,4.767,0.0038,-0.0536,3.1851,89.5278,4.8179,,,
36000,,,,,,,,,,1000,2578.5782,16.5784
36500,,,-176.3528,6.1041,0.0038,-0.0529,3.13,81.8282,3.3389,,,
37000,,,-179.9944,5.6226,0.0038,-0.0532,3.4716,149.6187,3.8339,,,
37000,,,,,,,,,,1000,2561.2964,16.5024
37500,,,-174.7962,5.1305,0.0035,-0.0503,3.596,182.4427,2.9925,,,
38000,,,-185.1915,5.0553,0.0038,-0.0543,3.6578,117.1091,2.2035,,,
38000,,,,,,,,,,1000,2503.1229,16.5706
38500,,,-186.3676,5.1017,0.0029,-0.0466,4.5219,113.1846,2.8526,,,
39000,,,-188.1121,5.4629,0.0038,-0.053,3.4896,76.5573,3.9316,,,
39000,,,,,,,,,,1000,2605.9748,16.8456
39500,,,-190.7327,4.9794,0.0038,-0.0534,2.8986,88.4427,3.7371,,,
40000,,,-194.6461,5.8072,0.0034,-0.0514,3.3794,164.2043,3.9889,,,
40000,4141.4454,1000.0,,,,,,,,,,
40000,,,,,,,,,,1000,2574.9344,15.5709
40500,,,-202.2946,5.3418,0.0043,-0.057,3.5327,68.0809,6.8561,,,
41000,,,-204.094,5.6932,0.0035,-0.05,3.083,131.3225,3.9961,,,
41000,,,,,,,,,,1000,2966.1419,16.5193
41500,,,-206.4219,5.9076,0.0039,-0.055,3.5567,98.7955,4.8572,,,
42000,,,-205.3807,5.3872,0.0037,-0.0521,3.3338,127.6508,3.11,,,
42000,,,,,,,,,,1000,2988.9189,16.4689
42500,,,-210.6636,4.6464,0.0032,-0.0478,3.7817,161.4895,5.6054,,,
43000,,,-213.331,5.6289,0.0031,-0.0462,3.601,158.2595,5.7175,,,
43000,,,,,,,,,,1000,2810.133,17.0854
43500,,,-216.6162,4.834,0.0037,-0.052,4.081,102.591,3.7265,,,
44000,,,-221.9918,4.3238,0.0032,-0.0477,3.8315,108.0109,4.9113,,,
44000,,,,,,,,,,1000,2937.7694,16.7712
44500,,,-226.754,5.342,0.0033,-0.0488,3.1799,88.7968,2.9757,,,
45000,,,-228.4783,5.2284,0.0035,-0.0496,3.3864,125.4402,5.5699,,,
45000,4373.1849,1000.0,,,,,,,,,,
45000,,,,,,,,,,1000,2982.8381,15.9189
45500,,,-232.9527,4.6024,0.0032,-0.0492,3.4953,120.1796,3.7753,,,
46000,,,-226.6629,5.6853,0.0028,-0.0442,3.9447,206.2302,4.2058,,,
46000,,,,,,,,,,1000,3160.5722,16.9116
46500,,,-237.2932,6.6862,0.0033,-0.0487,4.2675,211.8169,4.2669,,,
47000,,,-233.5567,5.9928,0.0028,-0.0452,3.7318,182.9994,3.8601,,,
47000,,,,,,,,,,1000,3179.8293,17.1889
47500,,,-242.9037,6.4243,0.0033,-0.0477,3.7916,184.7696,4.8723,,,
48000,,,-242.8157,6.5845,0.0032,-0.0483,3.7461,91.8642,3.4092,,,
48000,,,,,,,,,,1000,3218.1861,17.0002
48500,,,-246.3885,5.6627,0.0033,-0.0478,4.032,129.5498,5.1112,,,
49000,,,-249.1903,5.8287,0.0032,-0.0475,3.7362,255.0625,6.5422,,,
49000,,,,,,,,,,1000,3396.1699,16.901
49500,,,-246.626,6.4099,0.0027,-0.0436,3.8926,132.0011,8.9124,,,
50000,,,-257.3148,7.3528,0.0038,-0.0513,3.7318,147.361,9.3946,,,
50000,4484.6536,1000.0,,,,,,,,,,
50000,,,,,,,,,,1000,3413.7925,15.1076
50500,,,-262.7313,6.5723,0.0026,-0.0426,4.773,146.7593,2.486,,,
51000,,,-260.1614,5.7045,0.0028,-0.0449,3.6657,227.9423,4.3964,,,
51000,,,,,,,,,,1000,3293.0104,16.1801
51500,,,-266.6443,4.915,0.0027,-0.0441,3.4236,167.9442,7.3912,,,
52000,,,-264.7053,5.6727,0.0029,-0.0443,4.2075,143.616,6.5732,,,
52000,,,,,,,,,,1000,3425.5977,16.5332
52500,,,-268.2022,5.2623,0.0032,-0.0454,3.4871,144.7803,5.6754,,,
53000,,,-269.8229,4.7979,0.0026,-0.0424,3.3585,88.5471,5.1068,,,
53000,,,,,,,,,,1000,3511.9658,16.9231
53500,,,-273.7669,6.0512,0.0031,-0.0462,3.1206,217.1733,4.5658,,,
54000,,,-272.9612,4.98,0.0028,-0.0448,3.2446,223.0539,4.0122,,,
54000,,,,,,,,,,1000,3444.891,16.6735
54500,,,-277.7741,4.9128,0.003,-0.0434,2.995,97.8528,2.7813,,,
55000,,,-284.9734,5.6296,0.0029,-0.0455,3.6355,216.1993,6.9946,,,
55000,4698.7816,1000.0,,,,,,,,,,
55000,,,,,,,,,,1000,3529.1778,15.0085
55500,,,-288.4203,6.0251,0.0028,-0.0446,3.3085,202.4086,4.0168,,,
56000,,,-289.937,8.2893,0.0031,-0.0455,2.9639,196.3952,5.6335,,,
56000,,,,,,,,,,1000,3551.6052,16.8613
56500,,,-287.8167,6.586,0.0029,-0.0459,3.1389,103.1163,3.123,,,
57000,,,-291.1685,6.042,0.0034,-0.0477,3.3316,213.1372,5.358,,,
57000,,,,,,,,,,1000,3617.159,16.759
57500,,,-297.2747,5.8144,0.0027,-0.043,3.0488,128.2805,4.9066,,,
58000,,,-287.9844,5.318,0.0025,-0.0406,2.9442,142.6039,5.0572,,,
58000,,,,,,,,,,1000,3668.6878,16.3049
58500,,,-296.7237,5.5084,0.0029,-0.0453,3.0185,154.18,4.3278,,,
59000,,,-298.8532,4.9993,0.0025,-0.0405,2.9793,143.6078,3.7369,,,
59000,,,,,,,,,,1000,3626.0643,16.3522
59500,,,-300.7348,5.9906,0.0025,-0.0417,3.4127,126.5486,3.1416,,,
60000,,,-306.0282,4.6081,0.0032,-0.0469,2.9465,110.2122,6.2403,,,
60000,4727.1407,1000.0,,,,,,,,,,
60000,,,,,,,,,,1000,3623.5854,15.4147
60500,,,-306.0151,3.9904,0.0027,-0.0438,3.2259,318.6695,3.0163,,,
61000,,,-311.0918,4.3019,0.0027,-0.0433,3.0222,148.6098,3.2311,,,
61000,,,,,,,,,,1000,3835.3297,17.1213
61500,,,-305.4108,5.6833,0.0036,-0.0492,3.4246,294.4109,7.4594,,,
62000,,,-311.5857,4.1786,0.0024,-0.0414,2.9453,82.3377,4.0043,,,
62000,,,,,,,,,,1000,3818.3003,16.9307
62500,,,-315.6663,5.9653,0.0025,-0.0407,3.3338,221.6136,6.403,,,
63000,,,-311.2172,5.0316,0.0025,-0.0412,3.0184,107.4721,6.6082,,,
63000,,,,,,,,,,1000,3840.0413,16.728
63500,,,-316.2258,4.8369,0.0024,-0.0407,2.9989,131.9387,4.9757,,,
64000,,,-318.0572,5.2277,0.0031,-0.0456,3.5736,302.6682,4.5817,,,
64000,,,,,,,,,,1000,4009.6783,16.1724
64500,,,-324.032,4.2617,0.0027,-0.0415,2.7064,138.0033,7.1563,,,
65000,,,-322.1682,5.8167,0.0022,-0.0389,2.8416,133.0891,4.5549,,,
65000,4748.536,1000.0,,,,,,,,,,
65000,,,,,,,,,,1000,3906.427,15.252
65500,,,-326.3416,5.2388,0.0022,-0.0379,2.0257,95.6308,5.5847,,,
66000,,,-326.4157,5.2409,0.0025,-0.0403,3.2428,154.5817,5.1589,,,
66000,,,,,,,,,,1000,3969.3609,17.319
66500,,,-324.6265,4.8316,0.0027,-0.0431,2.6406,191.5621,6.0553,,,
67000,,,-322.717,6.9253,0.0024,-0.0402,3.0744,159.4328,12.6727,,,
67000,,,,,,,,,,1000,4060.8862,16.7378
67500,,,-332.1982,4.484,0.0024,-0.0384,2.6862,96.8956,6.0106,,,
68000,,,-328.7112,5.4706,0.0021,-0.0368,2.6661,123.2132,10.1949,,,
68000,,,,,,,,,,1000,4155.2617,16.7477
68500,,,-332.0648,7.982,0.0025,-0.0418,2.7194,285.3527,7.2947,,,
69000,,,-332.3831,5.3137,0.0021,-0.0368,3.0954,184.766,5.3362,,,
69000,,,,,,,,,,1000,4244.1537,17.1601
69500,,,-333.6867,4.2299,0.0024,-0.0401,2.3997,78.3463,4.1663,,,
70000,,,-340.4266,5.6191,0.0024,-0.0406,2.6259,161.3811,4.8068,,,
70000,4860.4745,1000.0,,,,,,,,,,
70000,,,,,,,,,,1000,4217.6863,15.2025
70500,,,-336.6678,3.8053,0.0024,-0.041,2.2972,117.6826,4.6859,,,
71000,,,-337.8308,5.0805,0.0021,-0.0357,2.7239,124.364,5.4138,,,
71000,,,,,,,,,,1000,4210.5225,16.9478
71500,,,-339.9638,5.0444,0.0022,-0.0379,2.6635,159.285,6.0508,,,
72000,,,-344.4999,4.7203,0.0019,-0.0355,2.9593,235.0953,3.5604,,,
72000,,,,,,,,,,1000,4237.6819,16.4663
72500,,,-344.7964,4.4715,0.0022,-0.0379,2.3062,67.8447,4.1553,,,
73000,,,-346.5561,4.4564,0.0022,-0.0384,2.692,128.2037,4.1634,,,
73000,,,,,,,,,,1000,4408.9785,16.5707
73500,,,-348.3767,4.269,0.0022,-0.0384,2.2556,176.952,5.0539,,,
74000,,,-350.3586,3.5084,0.0031,-0.0448,2.546,130.3117,3.6262,,,
74000,,,,,,,,,,1000,4435.0455,16.7287
74500,,,-350.0759,4.5313,0.0021,-0.037,3.3071,142.956,5.5825,,,
75000,,,-355.1044,5.5779,0.0027,-0.042,3.9632,221.2355,4.2238,,,
75000,5147.9718,1000.0,,,,,,,,,,
75000,,,,,,,,,,1000,4387.2192,15.7087
75500,,,-355.1955,5.3911,0.0023,-0.0364,2.6845,265.124,5.3962,,,
76000,,,-354.1638,5.3856,0.0023,-0.0403,2.4045,197.203,4.4187,,,
76000,,,,,,,,,,1000,4489.2068,16.8528
76500,,,-355.5056,5.2408,0.0023,-0.0372,2.6967,214.235,4.5699,,,
77000,,,-359.3997,4.5943,0.0025,-0.0399,2.9593,388.1619,7.5249,,,
77000,,,,,,,,,,1000,4546.7487,16.9835
77500,,,-355.7888,4.2461,0.002,-0.0343,2.3309,106.0989,5.298,,,
78000,,,-357.6942,4.3921,0.0022,-0.0372,2.3686,128.8522,7.3695,,,
78000,,,,,,,,,,1000,4551.8702,16.8996
78500,,,-361.935,4.5707,0.0022,-0.0365,2.397,125.0908,6.7666,,,
79000,,,-358.3079,4.5905,0.0022,-0.0364,2.5037,156.3703,3.9564,,,
79000,,,,,,,,,,1000,4717.1094,16.7764
79500,,,-362.8824,5.0734,0.0019,-0.0357,2.1744,233.6323,6.4334,,,
80000,,,-365.882,4.2754,0.0022,-0.0387,2.6114,119.4507,5.6969,,,
80000,5275.4854,1000.0,,,,,,,,,,
80000,,,,,,,,,,1000,4676.524,15.3878
80500,,,-365.9413,6.1458,0.0023,-0.0382,2.4115,109.1738,9.8313,,,
81000,,,-368.757,3.864,0.0022,-0.0362,2.5312,90.7671,3.3682,,,
81000,,,,,,,,,,1000,4744.9124,16.4708
81500,,,-369.9269,5.0339,0.0024,-0.0385,2.4929,125.2951,7.717,,,
82000,,,-376.8199,4.7595,0.002,-0.0354,2.6745,271.9834,3.8457,,,
82000,,,,,,,,,,1000,4789.047,17.5901
82500,,,-383.4908,4.8282,0.0023,-0.0377,2.0097,190.0141,3.0164,,,
83000,,,-370.5834,3.9645,0.0022,-0.0389,2.3056,93.238,5.931,,,
83000,,,,,,,,,,1000,4869.1918,17.0194
83500,,,-370.716,3.6857,0.002,-0.0353,2.5852,113.7162,5.6193,,,
84000,,,-379.3081,3.7641,0.0025,-0.0408,2.4122,213.7919,5.2204,,,
84000,,,,,,,,,,1000,4857.7315,16.9984
84500,,,-378.1733,4.5721,0.0019,-0.0347,2.7684,120.6914,5.2997,,,
85000,,,-378.4233,3.6191,0.002,-0.0353,2.2336,118.2055,5.2158,,,
85000,5320.611,1000.0,,,,,,,,,,
85000,,,,,,,,,,1000,4933.3132,15.6845
85500,,,-384.7519,3.8739,0.0022,-0.0365,2.5377,93.2572,4.5922,,,
86000,,,-377.0515,4.7709,0.003,-0.0439,2.3293,118.7806,6.6226,,,
86000,,,,,,,,,,1000,4891.0217,16.8108
86500,,,-381.5124,5.8222,0.0019,-0.0349,2.3687,130.2405,4.7586,,,
87000,,,-389.6403,3.7181,0.0026,-0.0393,2.3239,204.7144,4.2513,,,
87000,,,,,,,,,,1000,5047.2101,16.8788
87500,,,-385.9305,4.917,0.0017,-0.03,2.1276,172.2983,2.5965,,,
88000,,,-389.6256,5.4542,0.0022,-0.0352,2.3363,67.2385,4.0561,,,
88000,,,,,,,,,,1000,5087.4582,16.7483
88500,,,-393.2086,4.2014,0.0021,-0.0367,2.8302,162.6192,6.6613,,,
89000,,,-396.0495,4.7292,0.002,-0.0362,2.4891,150.5632,6.7884,,,
89000,,,,,,,,,,1000,5083.6302,17.2563
89500,,,-399.2241,4.3511,0.0029,-0.0446,2.3223,133.9223,6.1707,,,
90000,,,-398.8709,4.0758,0.0022,-0.038,2.4566,265.2587,4.7479,,,
90000,5469.3489,1000.0,,,,,,,,,,
90000,,,,,,,,,,1000,5234.1476,15.1992
90500,,,-395.2055,4.2371,0.0024,-0.0392,2.7668,310.122,3.8613,,,
91000,,,-402.9259,4.3986,0.0021,-0.0366,2.3044,195.3061,5.3926,,,
91000,,,,,,,,,,1000,5162.4491,16.524
91500,,,-401.3751,3.6868,0.0022,-0.0365,2.416,112.9709,4.6542,,,
92000,,,-397.5372,4.3056,0.0024,-0.0403,2.337,177.5346,3.5812,,,
92000,,,,,,,,,,1000,5179.0662,17.3006
92500,,,-408.3535,5.8653,0.002,-0.0364,2.463,205.1426,7.4743,,,
93000,,,-404.459,5.6645,0.002,-0.0358,2.4932,116.0762,4.0004,,,
93000,,,,,,,,,,1000,5223.9514,17.5305
93500,,,-410.9393,3.296,0.002,-0.0358,2.1914,121.8583,5.9056,,,
94000,,,-402.726,4.7039,0.0018,-0.0328,2.3909,107.3869,10.4968,,,
94000,,,,,,,,,,1000,5287.7256,16.9886
94500,,,-410.383,4.4383,0.0018,-0.0342,2.5392,256.0656,4.0467,,,
95000,,,-405.9473,6.0533,0.0023,-0.0381,3.2925,218.2201,6.6763,,,
95000,5599.0457,1000.0,,,,,,,,,,
95000,,,,,,,,,,1000,5147.5153,15.0397
95500,,,-419.2649,5.5097,0.0019,-0.0342,2.2822,133.3141,8.8118,,,
96000,,,-418.1838,4.3948,0.0018,-0.0335,2.4292,137.7748,3.079,,,
96000,,,,,,,,,,1000,5351.1775,16.4938
96500,,,-412.6025,4.1761,0.002,-0.0345,2.3551,215.5352,4.0945,,,
97000,,,-420.151,3.8426,0.0018,-0.0348,2.4467,199.34,7.2622,,,
97000,,,,,,,,,,1000,5336.3039,17.097
97500,,,-423.9886,6.1112,0.0017,-0.0324,2.4081,233.0704,5.6425,,,
98000,,,-421.8868,4.7752,0.0021,-0.035,2.2906,121.2949,4.5664,,,
98000,,,,,,,,,,1000,5449.8662,16.8315
98500,,,-429.4293,5.017,0.0016,-0.0306,2.5327,274.0577,7.929,,,
99000,,,-432.1651,5.4097,0.0019,-0.032,2.4107,305.3528,8.1211,,,
99000,,,,,,,,,,1000,5435.0156,16.515
99500,,,-432.113,4.3101,0.0021,-0.0351,2.5847,226.9486,4.5484,,,
100000,,,-433.9695,5.4275,0.0018,-0.0332,2.25,251.3742,7.3356,,,
100000,5663.4864,1000.0,,,,,,,,,,
100000,,,,,,,,,,1000,5540.2238,15.338
100500,,,-431.1386,5.7335,0.0027,-0.0399,2.8869,379.4644,6.7098,,,
101000,,,-430.9131,5.5037,0.002,-0.0344,2.2375,174.2266,8.8795,,,
101000,,,,,,,,,,1000,5615.082,16.8829
101500,,,-437.5514,4.2507,0.0019,-0.0351,2.3523,106.4984,2.9916,,,
102000,,,-439.7899,5.5378,0.002,-0.034,1.9088,147.933,6.5276,,,
102000,,,,,,,,,,1000,5512.9392,16.9851
102500,,,-441.2876,4.9243,0.0018,-0.0334,2.0793,114.747,6.3003,,,
103000,,,-448.9931,5.5091,0.0023,-0.0391,2.0992,153.0663,7.2294,,,
103000,,,,,,,,,,1000,5605.7254,16.4841
103500,,,-446.752,4.5365,0.0019,-0.0332,2.7357,398.4488,5.4105,,,
104000,,,-445.1651,3.9479,0.002,-0.0335,2.6934,217.9696,6.5958,,,
104000,,,,,,,,,,1000,5615.8011,17.3702
104500,,,-450.1577,4.0891,0.0022,-0.0383,2.4225,183.6712,5.0932,,,
105000,,,-456.3461,4.1495,0.0015,-0.0304,2.1776,117.9111,6.081,,,
105000,5843.9497,1000.0,,,,,,,,,,
105000,,,,,,,,,,1000,5732.9105,15.5058
105500,,,-459.5523,4.3861,0.0019,-0.0349,2.2642,245.7742,5.8149,,,
106000,,,-465.8777,5.2991,0.0026,-0.0419,2.333,115.9272,9.086,,,
106000,,,,,,,,,,1000,5643.1109,17.4445
106500,,,-463.3039,3.5176,0.0015,-0.0299,2.7779,420.5967,6.0853,,,
107000,,,-458.5245,4.7682,0.0019,-0.0336,2.4411,176.6423,5.9397,,,
107000,,,,,,,,,,1000,5825.1996,16.8296
107500,,,-462.1999,4.5227,0.0019,-0.0348,2.1745,207.647,5.5418,,,
108000,,,-463.0312,3.7674,0.0017,-0.0331,2.7139,130.6894,3.2752,,,
108000,,,,,,,,,,1000,5734.0218,16.6834
108500,,,-475.3639,3.5186,0.0022,-0.037,2.7411,270.3279,3.0336,,,
109000,,,-470.6159,3.8403,0.0021,-0.0376,2.4777,262.9329,5.475,,,
109000,,,,,,,,,,1000,5818.5466,17.0882
109500,,,-467.9124,4.3454,0.002,-0.035,2.6578,204.8344,8.466,,,
110000,,,-475.1626,4.7935,0.0018,-0.0332,2.4782,190.121,3.9246,,,
110000,5888.7484,1000.0,,,,,,,,,,
110000,,,,,,,,,,1000,5852.6977,15.572
110500,,,-474.1599,5.3909,0.0018,-0.0339,2.6391,194.8927,6.737,,,
111000,,,-473.822,4.7782,0.0022,-0.0365,2.4883,182.0285,4.9902,,,
111000,,,,,,,,,,1000,5600.6067,16.8145
111500,,,-476.4893,3.8341,0.0018,-0.0326,2.6995,239.7943,3.8894,,,
112000,,,-477.6534,5.1711,0.0022,-0.0374,2.5387,255.9247,8.5635,,,
112000,,,,,,,,,,1000,5952.1377,16.8212
112500,,,-482.3063,4.2216,0.002,-0.0346,2.7843,172.9288,6.1701,,,
113000,,,-474.2404,4.8528,0.0015,-0.0314,2.5062,101.3936,7.381,,,
113000,,,,,,,,,,1000,6120.811,16.45
113500,,,-481.452,4.4365,0.0018,-0.0319,2.8344,311.3445,6.8883,,,
114000,,,-483.1793,4.923,0.0017,-0.034,2.8758,198.8091,7.0207,,,
114000,,,,,,,,,,1000,6005.9455,16.5039
114500,,,-484.2253,4.4382,0.0018,-0.0333,2.5599,182.1411,6.04,,,
115000,,,-486.6719,4.3626,0.0018,-0.0317,3.4772,325.336,7.6329,,,
115000,6246.9926,1000.0,,,,,,,,,,
115000,,,,,,,,,,1000,5630.4251,15.9742
115500,,,-493.0544,5.4977,0.0017,-0.0317,4.3865,226.9451,4.4329,,,
116000,,,-494.4081,4.8694,0.0019,-0.0337,3.2329,255.7407,6.8495,,,
116000,,,,,,,,,,1000,6102.2836,16.7059
116500,,,-497.6355,3.9638,0.0018,-0.0322,3.9476,313.967,6.5643,,,
