env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,847.0479,983.2,,,,,,,,,,,,,
42,,,42,-34.1372,4.5421,,,,,,,,,,
58,,,16,-21.4358,30.6206,,,,,,,,,,
144,,,86,-107.1162,28.5374,,,,,,,,,,
190,,,46,-29.3255,26.8156,,,,,,,,,,
217,,,27,-56.2899,30.9428,,,,,,,,,,
282,,,65,-140.232,31.0021,,,,,,,,,,
293,,,11,-4.9051,31.0586,,,,,,,,,,
310,,,17,-9.6296,26.9199,,,,,,,,,,
351,,,41,-40.5842,24.9721,,,,,,,,,,
448,,,97,-143.8547,26.3144,,,,,,,,,,
500,,,,,,1.4203,0.8645,0.2489,3.3592,15.8842,0.5154,-0.238,0.5405,1.1566,0.6231
531,,,83,-60.0972,26.484,,,,,,,,,,
548,,,17,-13.1218,26.4159,,,,,,,,,,
566,,,18,-11.9993,26.4856,,,,,,,,,,
1000,,,,,,1.5317,0.929,0.4123,0.5421,22.8701,0.532,-0.3504,1.5115,3.0085,0.4081
1500,,,,,,1.5106,0.95,0.4408,-2.0809,21.9591,0.5492,-0.3588,1.7073,1.6794,0.7079
1566,,,1000,-999.5131,28.8102,,,,,,,,,,
1606,,,40,-37.7584,26.4714,,,,,,,,,,
1628,,,22,-25.9558,28.3079,,,,,,,,,,
2000,,,,,,1.5229,0.9558,0.4263,-4.2621,15.6548,0.5814,-0.374,2.8723,5.5056,0.6627
2500,,,,,,1.5408,0.9082,0.4393,-7.314,23.6463,0.564,-0.3744,3.5492,6.9211,1.1337
2628,,,1000,-1043.8727,27.6373,,,,,,,,,,
2652,,,24,-47.2925,26.5151,,,,,,,,,,
2686,,,34,-26.6548,26.5347,,,,,,,,,,
2741,,,55,-61.2811,26.6844,,,,,,,,,,
2772,,,31,-19.8736,30.6751,,,,,,,,,,
3000,,,,,,1.5636,0.9472,0.3953,-9.1108,36.3195,0.622,-0.3411,4.3434,5.5386,1.3828
3500,,,,,,1.5744,0.9633,0.4389,-12.6566,33.8301,0.5801,-0.3815,5.9335,11.6463,1.9756
3772,,,1000,-1124.177,28.4933,,,,,,,,,,
3812,,,40,-44.1236,26.3137,,,,,,,,,,
3882,,,70,-89.6084,26.569,,,,,,,,,,
3945,,,63,-121.5595,27.2743,,,,,,,,,,
4000,,,,,,1.5758,0.944,0.3992,-14.5686,23.1995,0.5948,-0.3643,7.4196,28.8372,1.7872
4041,,,96,-148.2527,28.3668,,,,,,,,,,
4117,,,76,-47.4949,26.2394,,,,,,,,,,
4203,,,86,-65.9128,26.2068,,,,,,,,,,
4223,,,20,-11.3543,25.5869,,,,,,,,,,
4259,,,36,-47.5553,25.9561,,,,,,,,,,
4320,,,61,-59.1754,26.2681,,,,,,,,,,
4364,,,44,-107.7776,26.4317,,,,,,,,,,
4414,,,50,-16.0459,26.4261,,,,,,,,,,
4476,,,62,-56.613,26.0211,,,,,,,,,,
4489,,,13,-20.6875,26.3134,,,,,,,,,,
4500,,,,,,1.6286,0.9544,0.4516,-18.0826,23.0087,0.6453,-0.4006,12.1211,30.1087,1.0897
4522,,,33,-28.0325,26.4281,,,,,,,,,,
4591,,,69,-47.2831,26.1666,,,,,,,,,,
4754,,,163,-210.0108,26.3278,,,,,,,,,,
5000,,,,,,1.6498,1.0049,0.4387,-21.216,25.9931,0.6615,-0.4035,13.7068,24.9319,1.3959
5000,793.4394,1000.0,,,,,,,,,,,,,
5500,,,,,,1.6655,1.0445,0.4492,-25.2074,22.4531,0.6199,-0.4206,13.6346,42.3069,1.8967
5754,,,1000,-1082.7349,24.0692,,,,,,,,,,
5779,,,25,4.9975,26.3749,,,,,,,,,,
5795,,,16,-8.8534,26.4392,,,,,,,,,,
5814,,,19,-27.0225,26.2109,,,,,,,,,,
