env_steps,return,length,success,train/return,train/length,train/success,op_loss,critic_loss,FPS
0,-0.3,71.1,0.0,,,,,,
10000,0.847,17.0,1.0,-0.8118,5.1493,0.0963,0.7764,0.0225,393.7941
20000,0.9505,5.5,1.0,-0.7887,5.2165,0.108,0.4691,0.0254,667.6051
30000,0.9514,5.4,1.0,-0.7664,5.1203,0.1193,0.3925,0.0209,662.1049
40000,0.9649,3.9,1.0,-0.7582,5.3135,0.1238,0.2396,0.0122,662.702
50000,0.9442,6.2,1.0,-0.6911,5.2994,0.1585,0.2143,0.0076,662.9906
60000,0.9388,6.8,1.0,-0.6603,5.4025,0.174,0.1944,0.0051,662.2031
70000,0.9235,8.5,1.0,-0.6345,5.3277,0.1875,0.1771,0.004,658.062
80000,0.9523,5.3,1.0,-0.6116,5.6754,0.1998,0.1632,0.0035,657.8606
90000,0.9559,4.9,1.0,-0.6205,5.423,0.1947,0.1556,0.0033,654.1573
100000,0.937,7.0,1.0,-0.5697,5.4171,0.2205,0.1498,0.0031,650.266
110000,0.9505,5.5,1.0,-0.5294,5.5897,0.2415,0.1461,0.0029,647.8554
120000,0.9586,4.6,1.0,-0.5345,5.6948,0.2392,0.1437,0.0028,649.4703
130000,0.9568,4.8,1.0,-0.4842,5.6465,0.2648,0.1429,0.0027,647.6664
140000,0.9361,7.1,1.0,-0.4691,5.7274,0.2726,0.142,0.0026,646.4659
150000,0.9406,6.6,1.0,-0.4263,5.6148,0.2948,0.1417,0.0025,640.193
160000,0.9523,5.3,1.0,-0.4265,5.8038,0.2948,0.1416,0.0024,641.4902
170000,0.9325,7.5,1.0,-0.401,5.9137,0.3081,0.1415,0.0023,640.6936
180000,0.9235,8.5,1.0,-0.3273,6.0241,0.3464,0.1413,0.0022,641.4059
190000,0.9478,5.8,1.0,-0.3205,5.8514,0.3499,0.1411,0.0021,640.8302
200000,0.9595,4.5,1.0,-0.3468,5.9701,0.3361,0.1411,0.002,637.5728
210000,0.9388,6.8,1.0,-0.3058,5.7803,0.3572,0.141,0.002,634.2735
220000,0.9505,5.5,1.0,-0.2828,5.9737,0.3692,0.141,0.0019,634.0035
230000,0.9604,4.4,1.0,-0.2256,5.8343,0.3985,0.1412,0.0019,631.7936
240000,0.9604,4.4,1.0,-0.2121,6.0096,0.4056,0.1411,0.0018,633.0844
250000,0.9694,3.4,1.0,-0.1734,5.872,0.4251,0.1417,0.0018,627.9059
260000,0.9523,5.3,1.0,-0.2054,6.1162,0.4092,0.1417,0.0018,629.2568
270000,0.9388,6.8,1.0,-0.1324,6.0386,0.4469,0.1418,0.0017,625.6196
280000,0.9622,4.2,1.0,-0.0963,5.8651,0.4651,0.1418,0.0017,628.5611
290000,0.9469,5.9,1.0,-0.116,6.12,0.4553,0.1419,0.0017,626.907
300000,0.9415,6.5,1.0,-0.0722,6.2814,0.4786,0.1421,0.0017,626.3252
310000,0.9316,7.6,1.0,-0.0783,6.0643,0.4748,0.1422,0.0017,626.7687
320000,0.9451,6.1,1.0,-0.0608,6.0938,0.4839,0.1423,0.0017,626.148
330000,0.9397,6.7,1.0,0.0067,6.0459,0.5181,0.1426,0.0016,625.6909
340000,0.9676,3.6,1.0,-0.0069,6.3091,0.511,0.1426,0.0016,623.708
350000,0.9253,8.3,1.0,0.0484,5.8754,0.5394,0.1429,0.0016,621.4362
360000,0.9586,4.6,1.0,0.0766,6.3331,0.5548,0.1431,0.0016,618.6025
370000,0.955,5.0,1.0,0.0493,6.0314,0.5404,0.143,0.0016,619.489
380000,0.9172,9.2,1.0,0.1106,6.068,0.5716,0.1433,0.0016,619.2041
390000,0.9316,7.6,1.0,0.1114,6.3251,0.5731,0.1436,0.0016,620.4243
400000,0.9388,6.8,1.0,0.1315,6.1125,0.5825,0.1436,0.0016,610.3523
410000,0.9469,5.9,1.0,0.1345,6.0205,0.584,0.1439,0.0015,614.7408
420000,0.9316,7.6,1.0,0.1686,6.1881,0.6021,0.144,0.0015,613.6327
430000,0.9406,6.6,1.0,0.1926,6.2854,0.6147,0.1441,0.0015,613.9866
440000,0.9676,3.6,1.0,0.1439,6.0569,0.5893,0.1443,0.0015,611.5807
450000,0.946,6.0,1.0,0.2259,6.3291,0.6323,0.1444,0.0015,611.6617
460000,0.9586,4.6,1.0,0.2425,6.2814,0.6401,0.1447,0.0015,609.1212
470000,0.9361,7.1,1.0,0.228,6.1087,0.6323,0.1449,0.0015,608.2198
480000,0.937,7.0,1.0,0.2406,6.2617,0.6387,0.1452,0.0015,610.251
490000,0.9172,9.2,1.0,0.2649,5.9952,0.6505,0.1455,0.0015,607.2358
500000,0.9109,9.9,1.0,0.2812,6.4144,0.66,0.1456,0.0015,607.6441
510000,0.9451,6.1,1.0,0.3131,6.1501,0.6759,0.1458,0.0015,607.8297
520000,0.9649,3.9,1.0,0.316,6.3654,0.6785,0.1458,0.0015,606.6775
530000,0.9667,3.7,1.0,0.3244,6.2617,0.6819,0.1461,0.0015,605.1935
540000,0.9307,7.7,1.0,0.3598,6.2578,0.7003,0.1461,0.0015,604.1759
550000,0.9424,6.4,1.0,0.3622,6.079,0.7009,0.1466,0.0015,601.4157
560000,0.9631,4.1,1.0,0.3859,6.3012,0.7139,0.1467,0.0015,601.725
570000,0.9307,7.7,1.0,0.3596,6.0901,0.6998,0.1469,0.0015,604.2333
580000,0.9451,6.1,1.0,0.3777,6.3091,0.7098,0.147,0.0015,601.5068
590000,0.9469,5.9,1.0,0.3952,6.0314,0.7177,0.1471,0.0015,599.7937
600000,0.964,4.0,1.0,0.4228,6.1767,0.7319,0.1474,0.0015,599.245
610000,0.9469,5.9,1.0,0.4095,6.2814,0.7261,0.1478,0.0015,598.2104
620000,0.9334,7.4,1.0,0.4551,6.1843,0.7489,0.1479,0.0015,597.2231
630000,0.9649,3.9,1.0,0.4615,6.1881,0.7525,0.1478,0.0015,597.0506
640000,0.9568,4.8,1.0,0.4429,6.2383,0.743,0.1479,0.0015,598.272
650000,0.946,6.0,1.0,0.4546,6.2228,0.7492,0.1482,0.0016,596.5668
660000,0.9271,8.1,1.0,0.5192,6.3694,0.7828,0.1484,0.0016,595.5217
670000,0.937,7.0,1.0,0.4752,5.9312,0.7586,0.1484,0.0016,594.4879
680000,0.9388,6.8,1.0,0.4494,6.0938,0.7459,0.1486,0.0016,593.5771
690000,0.9613,4.3,1.0,0.4858,6.4061,0.7655,0.1489,0.0016,594.9244
700000,0.946,6.0,1.0,0.5336,6.2735,0.7898,0.149,0.0016,590.7917
710000,0.9226,8.6,1.0,0.4819,6.1576,0.7629,0.1489,0.0016,591.9461
720000,0.9541,5.1,1.0,0.5112,6.1013,0.7779,0.149,0.0016,591.4947
730000,0.9379,6.9,1.0,0.5324,6.1162,0.7884,0.1495,0.0016,590.3559
740000,0.9415,6.5,1.0,0.5568,5.9382,0.8005,0.1496,0.0016,587.995
750000,0.937,7.0,1.0,0.5523,6.0827,0.7981,0.1493,0.0016,587.0494
760000,0.9541,5.1,1.0,0.5551,6.1162,0.8006,0.1496,0.0017,588.2143
770000,0.9343,7.3,1.0,0.5923,6.068,0.8192,0.1501,0.0017,586.6272
780000,0.946,6.0,1.0,0.5465,6.1125,0.7958,0.1502,0.0017,587.4076
790000,0.946,6.0,1.0,0.5719,5.9952,0.8082,0.1501,0.0017,586.2825
800000,0.9415,6.5,1.0,0.5938,6.0901,0.8197,0.1502,0.0018,584.2345
810000,0.955,5.0,1.0,0.5961,6.079,0.8213,0.1505,0.0018,584.6341
820000,0.9388,6.8,1.0,0.5805,5.9916,0.8131,0.1505,0.0018,582.4348
830000,0.9415,6.5,1.0,0.6038,6.1767,0.8258,0.1508,0.0018,581.0495
840000,0.955,5.0,1.0,0.6007,6.0132,0.8232,0.1507,0.0018,580.2739
850000,0.9559,4.9,1.0,0.6297,6.0386,0.8382,0.151,0.0018,578.5484
860000,0.9532,5.2,1.0,0.6517,6.0024,0.8493,0.1513,0.0019,579.3615
870000,0.9568,4.8,1.0,0.6459,6.1652,0.8471,0.1513,0.0019,577.8794
880000,0.9244,8.4,1.0,0.6184,6.0606,0.8327,0.1513,0.0019,575.8744
890000,0.9559,4.9,1.0,0.6191,6.0459,0.8325,0.1515,0.0019,576.714
900000,0.9541,5.1,1.0,0.6258,6.0864,0.8363,0.1516,0.0019,576.1682
910000,0.9415,6.5,1.0,0.6919,6.0277,0.8698,0.1519,0.0019,577.3154
