env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
149000,,,,,,50,41,5,126.6429,4.2188,22.1712,27.1636,-0.8801,8.2583,73.3739,1.3008
149500,,,,,,50,49,8,100.2759,3.3594,22.1315,25.957,-0.0405,6.9498,97.465,1.0494
150000,,,,,,50,31,3,217.1484,78.5652,34.39,98.0988,-2.464,5.3708,67.0047,1.4246
150000,-100.5989,285.7,,,,,,,,,,,,,,
150212,,,1600,158.9048,15.2323,,,,,,,,,,,
150500,,,,,,50,32,4,169.413,48.8158,35.7448,72.7028,-2.0288,3.9836,64.3417,1.0746
150831,,,619,-40.798,15.6074,,,,,,,,,,,
151000,,,,,,50,45,5,115.615,12.3452,356.5251,35.0404,-0.9911,4.9404,80.8817,1.9717
151500,,,,,,50,48,7,102.8423,-4.067,12.8394,23.6614,-0.7424,7.2149,90.5519,1.0475
151630,,,799,-42.0309,15.4648,,,,,,,,,,,
151703,,,73,-122.6001,15.2189,,,,,,,,,,,
151799,,,96,-133.341,15.1502,,,,,,,,,,,
151858,,,59,-122.0359,15.2513,,,,,,,,,,,
151928,,,70,-129.0806,15.2038,,,,,,,,,,,
151990,,,62,-120.3878,15.2751,,,,,,,,,,,
152000,,,,,,50,47,8,108.4531,-25.2088,15.5781,2.9215,-1.2454,10.7048,100.5892,1.7173
152045,,,55,-122.1992,15.0011,,,,,,,,,,,
152104,,,59,-123.8612,15.155,,,,,,,,,,,
152164,,,60,-120.4222,15.2235,,,,,,,,,,,
152220,,,56,-119.3204,15.2765,,,,,,,,,,,
152307,,,87,-103.5282,15.6577,,,,,,,,,,,
152500,,,,,,50,30,3,232.6871,53.7198,52.5813,80.9082,-3.0627,4.8753,58.5958,1.5548
152606,,,299,-98.7647,15.6873,,,,,,,,,,,
152726,,,120,-138.8558,16.0528,,,,,,,,,,,
152807,,,81,-122.0102,16.2016,,,,,,,,,,,
153000,,,,,,50,50,12,74.6576,-27.8456,10.3457,1.579,-0.7809,5.3025,71.2824,1.5417
153024,,,217,-129.2753,15.9191,,,,,,,,,,,
153084,,,60,-119.9519,16.2235,,,,,,,,,,,
153195,,,111,-134.0046,16.1107,,,,,,,,,,,
153297,,,102,-131.303,15.4732,,,,,,,,,,,
153375,,,78,-118.9054,15.9816,,,,,,,,,,,
153454,,,79,-118.2369,16.2547,,,,,,,,,,,
153500,,,,,,50,33,3,183.7093,23.5174,48.4877,54.1605,-1.953,8.4064,83.0,1.9196
153574,,,120,-122.9829,15.8724,,,,,,,,,,,
153638,,,64,-123.4566,15.1051,,,,,,,,,,,
153757,,,119,-128.5275,15.2557,,,,,,,,,,,
153855,,,98,-124.869,15.7702,,,,,,,,,,,
154000,,,,,,50,39,5,145.2591,-3.9682,31.5202,28.7933,-6.5175,10.6744,169.8834,1.6761
154030,,,175,-138.6213,15.9382,,,,,,,,,,,
154081,,,51,-115.6484,15.9294,,,,,,,,,,,
154253,,,172,-124.7432,16.2866,,,,,,,,,,,
154419,,,166,-128.107,16.0802,,,,,,,,,,,
154500,,,,,,50,50,9,96.6129,-29.8645,16.1085,2.2324,-0.8933,10.5865,129.4132,1.8748
154522,,,103,-114.9306,16.3285,,,,,,,,,,,
154635,,,113,-126.9878,16.146,,,,,,,,,,,
154817,,,182,-141.9392,16.2958,,,,,,,,,,,
154931,,,114,-129.9771,16.309,,,,,,,,,,,
155000,,,,,,50,42,6,135.412,-31.7365,20.5759,4.3624,-0.1469,7.6316,84.6278,2.2766
155000,-103.7445,228.7,,,,,,,,,,,,,,
155160,,,229,-119.8327,14.5218,,,,,,,,,,,
155218,,,58,-117.4588,16.332,,,,,,,,,,,
155338,,,120,-134.4215,15.4472,,,,,,,,,,,
155499,,,161,-139.3381,15.3043,,,,,,,,,,,
155500,,,,,,50,32,3,204.7588,36.43,21.6372,70.655,-6.9952,7.7259,126.3377,1.5254
155602,,,103,-124.1665,15.2652,,,,,,,,,,,
155774,,,172,-111.6391,15.2822,,,,,,,,,,,
155968,,,194,-139.5278,15.6688,,,,,,,,,,,
156000,,,,,,50,42,5,129.4281,8.1988,38.8246,45.2283,-0.8776,8.3171,89.293,1.1547
156173,,,205,-141.1936,15.4199,,,,,,,,,,,
156394,,,221,-141.7588,15.4724,,,,,,,,,,,
156500,,,,,,50,38,4,144.7389,-29.7483,14.2531,5.4585,-1.523,5.7335,74.7649,1.6917
156512,,,118,-125.2683,15.1088,,,,,,,,,,,
156726,,,214,-111.2672,15.3599,,,,,,,,,,,
156847,,,121,-135.1793,15.5034,,,,,,,,,,,
157000,,,,,,50,42,4,129.1645,-12.4733,18.2745,23.6239,1.6767,6.2822,82.8061,1.6566
157070,,,223,-142.0192,15.3913,,,,,,,,,,,
157301,,,231,-144.8857,15.8878,,,,,,,,,,,
157500,,,,,,50,38,4,150.6885,-14.1678,16.9467,25.8634,-0.2112,5.736,91.2607,1.6454
157531,,,230,-141.6688,15.5933,,,,,,,,,,,
157839,,,308,-145.1766,15.87,,,,,,,,,,,
158000,,,,,,50,42,5,126.9032,-37.3128,18.2711,3.6701,-1.2561,10.3038,133.6717,1.6939
158105,,,266,-74.1839,15.2343,,,,,,,,,,,
158500,,,,,,50,48,7,104.3148,-39.0918,10.8619,2.4246,-2.8337,6.6612,88.511,1.405
158896,,,791,19.0131,15.5383,,,,,,,,,,,
159000,,,,,,50,47,7,116.9811,-16.235,14.4307,22.7694,-1.5103,10.8034,137.6227,2.7188
159500,,,,,,50,33,4,196.1185,48.3853,28.1411,88.787,-1.4943,5.4385,101.1649,2.4452
159680,,,784,-0.7719,15.2428,,,,,,,,,,,
159917,,,237,-139.9775,15.4925,,,,,,,,,,,
160000,,,,,,50,41,5,134.9057,-18.7294,10.5014,25.2416,-0.7122,6.677,107.8069,1.8156
160000,-141.2286,233.9,,,,,,,,,,,,,,
160242,,,325,-147.899,14.9672,,,,,,,,,,,
160460,,,218,-141.7416,15.2959,,,,,,,,,,,
160500,,,,,,50,37,4,153.8804,21.8453,38.8755,59.3253,-1.898,6.3311,80.6148,4.9247
161000,,,,,,50,31,3,210.8144,16.0916,24.548,58.1697,0.3944,10.433,90.7054,1.7436
161399,,,939,-159.0709,15.381,,,,,,,,,,,
161500,,,,,,50,41,5,130.8589,-18.2169,24.7736,25.8507,-1.4984,7.5586,103.2375,1.3383
161881,,,482,-74.3404,15.8579,,,,,,,,,,,
162000,,,,,,50,32,3,211.9235,-9.1439,25.8553,29.8282,-2.3243,9.2058,157.0693,2.3854
162150,,,269,-143.9742,16.1816,,,,,,,,,,,
162500,,,,,,50,49,8,104.5161,-42.215,18.1923,2.448,-1.0044,10.5419,191.8506,2.3893
163000,,,,,,50,49,7,102.7692,12.4219,24.4299,56.6539,-1.0184,9.8008,174.0616,1.6312
163500,,,,,,50,49,8,103.5391,-40.3132,15.256,2.9013,-2.0295,4.8954,59.1981,1.2165
163750,,,1600,-81.6227,15.535,,,,,,,,,,,
164000,,,,,,50,34,4,173.7119,6.5051,43.7648,50.2151,-1.3102,6.931,120.084,2.45
164197,,,447,-150.7543,15.6208,,,,,,,,,,,
164500,,,,,,50,37,4,162.3627,36.6839,36.0796,81.7303,-1.3833,43.3128,120.4851,1.7986
164647,,,450,-140.1736,15.6294,,,,,,,,,,,
165000,,,,,,50,42,5,128.7478,1.0971,41.4356,47.3534,-0.84,7.3157,171.7946,3.2526
165000,-94.3284,1498.0,,,,,,,,,,,,,,
165500,,,,,,50,35,4,171.2106,4.876,19.1316,50.0769,-3.8535,5.6362,86.7919,1.5984
166000,,,,,,50,29,3,212.4265,-10.5453,24.7079,31.3704,-2.2916,6.2486,104.539,2.2747
166247,,,1600,-65.1248,14.5135,,,,,,,,,,,
166500,,,,,,50,34,4,173.1857,-15.8688,15.0887,28.859,-1.7164,3.8053,63.6032,1.0276
167000,,,,,,50,42,5,128.6842,-42.7367,34.8614,4.4963,-1.3395,5.1473,93.8677,1.422
167500,,,,,,50,45,5,119.2536,-23.2277,22.4479,24.3565,-0.8146,5.1036,91.1642,2.0426
167847,,,1600,-83.7606,15.6145,,,,,,,,,,,
168000,,,,,,50,41,4,144.8499,-19.525,17.3517,25.9593,-0.8172,5.8046,96.1128,1.2238
168500,,,,,,50,43,5,125.7718,-23.4795,24.0983,22.6724,-1.1767,5.1048,72.6118,1.3775
169000,,,,,,50,41,4,134.183,-40.6672,19.3774,4.7703,-1.9202,7.0681,137.1647,1.9052
169447,,,1600,-65.1535,15.5727,,,,,,,,,,,
169500,,,,,,50,47,5,112.9109,-15.9536,25.0614,32.5007,-1.0218,5.341,66.0233,1.7114
169689,,,242,-132.1334,16.0515,,,,,,,,,,,
169929,,,240,-124.9867,15.9581,,,,,,,,,,,
170000,,,,,,50,36,4,176.2181,-17.4083,21.2772,28.056,-1.6983,4.3769,64.8302,1.3567
170000,-38.4996,1332.2,,,,,,,,,,,,,,
170031,,,102,-106.0309,8.4068,,,,,,,,,,,
170500,,,,,,50,38,4,141.7551,-21.5924,18.0189,25.9643,-1.2844,7.4226,127.5254,1.3347
170627,,,596,-131.1168,16.0404,,,,,,,,,,,
171000,,,,,,50,50,23,33.9737,-43.5708,3.8698,0.476,-0.65,8.9102,194.2688,1.9701
171000,,,373,-140.5106,15.5341,,,,,,,,,,,
171140,,,140,-121.0137,15.1414,,,,,,,,,,,
171500,,,,,,50,38,4,163.8533,7.6176,37.8699,49.7707,-1.2389,7.4802,116.2175,1.4006
171801,,,661,-117.8179,15.687,,,,,,,,,,,
172000,,,,,,50,34,3,178.763,24.9649,33.8029,69.7058,-0.3356,4.9155,78.3302,1.244
172133,,,332,-133.1088,15.2495,,,,,,,,,,,
172500,,,,,,50,50,8,91.1294,-18.0253,20.8044,24.5819,-2.2405,3.0285,56.6167,1.3492
172526,,,393,-144.618,15.1254,,,,,,,,,,,
172847,,,321,-142.6082,15.7447,,,,,,,,,,,
172967,,,120,-127.5369,15.2745,,,,,,,,,,,
173000,,,,,,50,36,4,173.7356,8.0624,20.9199,50.7686,-1.4714,47.9075,87.3292,1.2559
173271,,,304,-138.6574,15.391,,,,,,,,,,,
173435,,,164,-132.8093,15.2651,,,,,,,,,,,
173500,,,,,,50,35,4,170.7422,29.7867,42.4107,71.3131,-1.9496,2.8119,81.0448,1.2917
173760,,,325,-143.3895,15.3278,,,,,,,,,,,
174000,,,,,,50,43,4,121.4118,-29.419,568.5242,11.1662,-14.0014,10.6712,203.3304,1.5871
174099,,,339,-147.7553,15.2332,,,,,,,,,,,
174268,,,169,-133.4509,15.2406,,,,,,,,,,,
174500,,,,,,50,34,4,197.9124,36.5561,38.2765,73.6112,-1.6959,6.5185,211.8016,1.1101
174840,,,572,-139.3663,15.1873,,,,,,,,,,,
175000,,,,,,50,40,3,136.9996,-13.8695,16.0868,25.9973,-1.5628,4.8973,118.096,1.3805
175000,-91.4633,865.8,,,,,,,,,,,,,,
175483,,,643,-135.9501,14.1775,,,,,,,,,,,
175500,,,,,,50,43,4,127.5424,-33.436,8.3711,4.4404,-0.9458,9.1527,97.6443,1.546
175750,,,267,-137.2392,15.1911,,,,,,,,,,,
175995,,,245,-140.1098,15.6843,,,,,,,,,,,
176000,,,,,,50,42,3,128.8763,-12.6885,9.4513,25.4582,-1.9728,4.3074,82.7336,1.0772
176178,,,183,-130.7006,15.2662,,,,,,,,,,,
176500,,,,,,50,50,15,58.0542,2.7542,9.1371,38.714,-1.1852,5.4775,73.3192,1.4809
176533,,,355,-88.5373,15.2152,,,,,,,,,,,
176818,,,285,-136.9849,15.2956,,,,,,,,,,,
177000,,,,,,50,38,4,155.7124,14.9916,74.3815,51.0496,-1.5317,5.0588,76.2411,1.4839
177500,,,,,,50,39,3,152.7054,6.9198,30.0458,44.1196,-1.7622,10.0302,153.5802,1.3991
178000,,,,,,50,42,4,138.1071,-9.0834,13.2612,25.2476,-1.4763,5.8361,116.0008,0.984
178052,,,1234,-140.0428,15.8273,,,,,,,,,,,
178500,,,,,,50,48,4,107.8499,-12.4174,23.4365,24.0785,-0.9818,40.3234,70.1024,1.0298
179000,,,,,,50,50,16,53.8875,-35.9834,4.7678,0.6577,-0.7467,13.409,105.2503,0.9899
179500,,,,,,50,38,4,154.7612,-8.7279,16.4574,26.0392,-1.6305,1.6321,52.1122,0.9363
179652,,,1600,-110.5978,15.6162,,,,,,,,,,,
179760,,,108,-108.1222,15.2062,,,,,,,,,,,
180000,,,,,,50,38,3,147.6763,-27.9796,7.537,4.1066,-1.3009,2.975,70.2802,1.4881
180000,-100.4969,991.3,,,,,,,,,,,,,,
180500,,,,,,50,39,3,141.7448,-7.9745,19.3719,26.2737,-1.1648,2.2412,53.5212,0.8834
180787,,,1027,-116.0968,14.3032,,,,,,,,,,,
181000,,,,,,50,45,4,121.2005,-8.6942,12.9573,24.5587,-2.0004,3.5275,92.9871,1.0882
181311,,,524,-155.2452,15.7144,,,,,,,,,,,
181500,,,,,,50,50,5,92.7363,-11.0748,10.7734,21.0562,-1.0308,4.8157,84.0656,0.954
182000,,,,,,50,36,4,172.1712,-4.9728,12.4144,26.0008,-1.7831,4.6532,109.8839,0.7477
182370,,,1059,-193.6517,15.4125,,,,,,,,,,,
182500,,,,,,50,44,3,126.0127,-27.5552,14.0774,2.903,-1.1849,10.3319,133.3752,0.8222
182600,,,230,-106.6277,15.8839,,,,,,,,,,,
182988,,,388,-147.8975,16.0166,,,,,,,,,,,
183000,,,,,,50,50,6,96.475,-5.0412,41.3619,25.8415,-0.7301,2.6911,56.3318,1.01
183161,,,173,-90.4685,16.0935,,,,,,,,,,,
183500,,,,,,50,37,3,159.6662,2.0535,124.7242,28.476,-7.7385,2.5226,61.6758,0.9518
183631,,,470,-158.258,15.6501,,,,,,,,,,,
184000,,,,,,50,50,20,35.3553,-30.6473,7.8587,0.5094,0.8178,1.7606,31.4246,0.943
184500,,,,,,50,41,4,133.9558,-24.1953,21.5989,4.8256,0.2878,3.7091,69.7886,1.5519
185000,,,,,,50,50,6,98.9817,-0.8742,23.5184,24.6752,-1.0994,2.7492,50.702,1.53
185000,13.3735,1083.7,,,,,,,,,,,,,,
185231,,,1600,186.0889,14.6623,,,,,,,,,,,
185500,,,,,,50,46,4,113.5615,-24.5067,30.6633,2.9831,-1.3341,34.0669,63.5181,0.759
186000,,,,,,50,47,5,110.8849,3.9443,94.6995,29.8578,-4.8029,1.6406,42.7919,1.2492
186500,,,,,,50,35,4,173.3835,22.5679,14.5163,47.3964,-1.4751,3.3622,58.8432,0.8747
186831,,,1600,120.396,15.4003,,,,,,,,,,,
187000,,,,,,50,36,4,160.2701,27.5208,34.7003,51.5868,-1.3505,3.4023,62.706,1.0976
187110,,,279,-146.8191,15.2274,,,,,,,,,,,
187500,,,,,,50,50,12,66.968,-24.77,13.1533,1.1905,-0.8062,2.9015,40.5628,1.0275
188000,,,,,,50,43,4,128.6231,2.525,19.4865,27.0031,-1.2645,3.4662,58.792,0.8641
188094,,,984,5.1006,15.2843,,,,,,,,,,,
188177,,,83,-119.5373,15.1082,,,,,,,,,,,
188396,,,219,-144.6401,15.2248,,,,,,,,,,,
188500,,,,,,50,34,2,189.0634,4.1644,22.6546,29.2899,-1.5817,5.3854,89.0822,1.3164
188556,,,160,-144.6036,15.3115,,,,,,,,,,,
188708,,,152,-138.8383,16.0524,,,,,,,,,,,
189000,,,,,,50,39,4,141.5456,-0.0882,18.2329,24.5983,-1.0087,4.2167,62.2014,1.4157
189076,,,368,-58.5982,15.7247,,,,,,,,,,,
189500,,,,,,50,50,22,35.6165,-23.6352,4.6435,0.3132,-0.4972,5.273,120.9794,0.8603
189553,,,477,-42.9097,15.6965,,,,,,,,,,,
190000,,,,,,50,50,5,94.4161,1.6128,28.6927,23.7205,-1.4616,1.9029,41.9166,0.867
190000,-145.7061,269.8,,,,,,,,,,,,,,
190138,,,585,-182.4807,15.6282,,,,,,,,,,,
190372,,,234,-144.5186,16.3125,,,,,,,,,,,
190500,,,,,,50,43,3,130.1268,2.7661,5.755,25.2096,-1.4963,2.0988,35.4093,0.7863
190635,,,263,-147.7009,15.842,,,,,,,,,,,
191000,,,,,,50,50,8,77.492,16.6869,12.3985,39.7157,-0.8194,1.6272,31.4169,0.839
191181,,,546,-20.657,15.8829,,,,,,,,,,,
191500,,,,,,50,50,6,91.8299,-21.9313,3.9262,2.2474,-1.0192,10.5097,116.7496,1.2076
191744,,,563,8.3864,15.4104,,,,,,,,,,,
191891,,,147,-81.1688,15.3386,,,,,,,,,,,
192000,,,,,,50,46,5,116.1137,-16.8406,14.3091,3.3526,-1.3543,1.6567,31.254,0.96
192312,,,421,-48.6918,15.7756,,,,,,,,,,,
192398,,,86,-92.6156,15.2775,,,,,,,,,,,
192500,,,,,,50,40,4,147.3148,23.2755,2988.8206,45.1701,-30.7345,1.9369,35.5516,0.7079
192710,,,312,-67.9685,15.2253,,,,,,,,,,,
193000,,,,,,50,48,5,109.328,-16.6448,14.2101,2.997,-0.4476,5.5874,67.8802,0.9765
193179,,,469,-44.9577,15.2992,,,,,,,,,,,
193244,,,65,-101.0669,15.3262,,,,,,,,,,,
193500,,,,,,50,50,16,51.3662,-19.1483,7.1425,0.7319,-0.8947,3.8851,34.2539,0.7731
193702,,,458,-49.4193,15.2738,,,,,,,,,,,
193916,,,214,-73.873,15.2412,,,,,,,,,,,
193979,,,63,-115.863,15.3079,,,,,,,,,,,
194000,,,,,,50,36,3,191.252,-10.0717,20.1166,8.286,-1.9862,2.3505,36.9418,0.7959
194042,,,63,-111.3262,15.268,,,,,,,,,,,
194100,,,58,-102.486,15.0032,,,,,,,,,,,
194500,,,,,,50,44,4,128.4863,45.7043,16.1191,63.9604,-1.6876,1.2984,27.622,0.7588
194628,,,528,-52.7683,15.4141,,,,,,,,,,,
194973,,,345,-79.5409,15.2147,,,,,,,,,,,
195000,,,,,,50,40,4,141.774,8.6464,9.4844,26.8668,-1.5476,4.7847,62.0424,1.1245
195000,-86.3257,642.3,,,,,,,,,,,,,,
195155,,,182,-141.9767,12.411,,,,,,,,,,,
195407,,,252,-95.4423,15.558,,,,,,,,,,,
195500,,,,,,50,38,4,153.3835,8.8571,48.2838,26.9699,-1.6934,1.5284,38.5869,0.9309
195602,,,195,-95.0809,15.4932,,,,,,,,,,,
196000,,,,,,50,47,4,117.1445,-16.2822,14.5077,3.2208,-1.2937,2.503,59.2287,0.9319
196265,,,663,-67.4305,15.4137,,,,,,,,,,,
196500,,,,,,50,39,3,149.9572,7.3524,22.7023,25.8102,-1.0819,2.3249,83.0461,0.699
196511,,,246,-98.7327,16.3166,,,,,,,,,,,
196700,,,189,-104.8288,15.3755,,,,,,,,,,,
196742,,,42,-113.1937,15.3086,,,,,,,,,,,
197000,,,,,,50,50,7,90.2509,-16.1817,5.3638,2.3242,-0.6727,3.7071,57.6735,1.2206
197178,,,436,-57.0903,15.3867,,,,,,,,,,,
197384,,,206,-93.198,15.8381,,,,,,,,,,,
197500,,,,,,50,48,5,103.8111,-13.98,11.1126,3.202,-0.8315,3.8096,53.3589,0.7988
197650,,,266,-93.6933,15.159,,,,,,,,,,,
197719,,,69,-102.5005,15.264,,,,,,,,,,,
197943,,,224,-87.6977,15.213,,,,,,,,,,,
198000,,,,,,50,32,3,219.5297,101.1139,75.9599,115.5692,-1.7869,3.6531,58.5009,0.8791
198500,,,,,,50,45,4,123.9015,-12.7017,8.951,4.3326,-1.2373,4.4413,58.1395,0.9727
198888,,,945,-18.6893,15.3105,,,,,,,,,,,
199000,,,,,,50,47,4,129.9078,7.7523,17.4905,22.239,-0.4165,3.4868,48.9837,1.1407
199132,,,244,-89.7281,15.5311,,,,,,,,,,,
199348,,,216,-84.5207,16.2818,,,,,,,,,,,
199500,,,,,,50,44,3,121.1716,8.9178,28.0907,25.1082,-1.2584,22.7927,45.1391,0.5247
199846,,,498,-84.985,15.3235,,,,,,,,,,,
200000,,,,,,50,50,8,82.695,-13.8918,30.7536,2.0,-1.0699,2.6691,35.6319,0.8602
200000,-83.3285,388.9,,,,,,,,,,,,,,
200453,,,607,-65.374,14.7463,,,,,,,,,,,
200500,,,,,,50,45,4,128.3417,7.4646,16.2526,23.0918,-1.0499,1.8737,26.4407,0.834
201000,,,,,,50,48,5,115.3925,-11.4145,18.9906,3.4346,-1.5898,5.4897,53.5569,0.4038
201148,,,695,-69.4016,15.425,,,,,,,,,,,
201500,,,,,,50,47,5,110.8786,8.8608,15.0056,24.3671,-1.4011,3.0809,39.784,0.8612
202000,,,,,,50,50,22,38.6421,-15.3515,6.5125,0.4644,-0.6578,3.1165,41.9631,1.0896
202178,,,1030,-61.926,15.3676,,,,,,,,,,,
202500,,,,,,50,45,4,119.9296,-9.9399,9.2232,3.8588,-1.0882,26.4538,62.0431,0.8873
202958,,,780,-54.374,15.5457,,,,,,,,,,,
203000,,,,,,50,50,6,94.0834,-12.7111,3.7032,2.2786,-0.8828,3.1226,36.4306,1.6008
203085,,,127,-88.909,15.5678,,,,,,,,,,,
203194,,,109,-123.6053,15.2753,,,,,,,,,,,
203500,,,,,,50,44,3,132.8546,14.9883,34.7484,28.2498,-1.6401,5.3845,93.116,0.7299
204000,,,,,,50,37,4,157.7615,32.6679,18.2101,46.6495,-1.0873,6.1418,79.7018,1.0841
204310,,,1116,53.9582,15.5267,,,,,,,,,,,
204500,,,,,,50,50,12,66.0939,-13.1587,11.1668,1.34,-1.0448,1.6156,31.0675,0.7511
205000,,,,,,50,48,4,110.6131,-8.4653,11.2577,3.5,-1.1547,1.757,24.3366,0.983
205000,71.0104,958.1,,,,,,,,,,,,,,
205500,,,,,,50,43,4,139.5623,11.5729,34.4441,25.9805,-2.8999,2.0524,28.5237,1.3244
205631,,,1321,263.68,15.0454,,,,,,,,,,,
206000,,,,,,50,45,4,116.2182,-6.0329,17.8676,3.7803,-1.6144,4.0273,54.0828,0.9004
206313,,,682,-156.0739,15.5663,,,,,,,,,,,
206500,,,,,,50,40,4,140.1994,29.4416,16.4569,41.8767,-1.0034,2.701,41.9383,0.9073
206824,,,511,-5.2305,15.4172,,,,,,,,,,,
206952,,,128,-86.4113,15.6289,,,,,,,,,,,
207000,,,,,,50,40,3,154.7443,53.3359,32.2928,65.0984,-1.0648,1.9359,39.9238,1.0505
207100,,,148,-138.6632,16.2357,,,,,,,,,,,
207443,,,343,-83.0982,15.3712,,,,,,,,,,,
207500,,,,,,50,42,4,142.0047,-7.5693,18.0579,5.2868,-1.0744,1.8744,26.9754,1.0779
207636,,,193,-136.984,15.4722,,,,,,,,,,,
207695,,,59,-124.479,15.319,,,,,,,,,,,
207910,,,215,-142.2479,15.5961,,,,,,,,,,,
208000,,,,,,50,41,4,144.8031,53.6422,34.1371,67.6529,-1.206,7.9317,64.3185,0.9076
208076,,,166,-145.5953,15.3732,,,,,,,,,,,
208158,,,82,-101.0275,15.0332,,,,,,,,,,,
208500,,,,,,50,47,4,108.6479,11.1115,32.8709,24.4334,-1.0775,2.3985,37.4555,0.6724
208692,,,534,-158.2046,15.1917,,,,,,,,,,,
208754,,,62,-101.1334,15.0753,,,,,,,,,,,
209000,,,,,,50,43,4,120.8962,31.0611,31.79,41.3695,-0.7584,22.4599,56.5018,0.7999
209026,,,272,-143.6817,15.2806,,,,,,,,,,,
209500,,,,,,50,38,4,160.9164,35.6961,122.7409,48.1153,2.1634,2.7511,51.8268,0.8876
209789,,,763,-16.6447,15.5149,,,,,,,,,,,
210000,,,,,,50,48,5,109.2956,32.0284,45.3146,44.2148,-0.504,3.0186,46.2335,0.6286
210000,-55.6781,295.0,,,,,,,,,,,,,,
210159,,,370,-109.9489,14.7987,,,,,,,,,,,
210500,,,,,,50,50,7,83.1728,-11.7942,4.2611,2.2659,0.6081,25.8254,62.0856,0.8496
210693,,,534,-20.0069,15.9525,,,,,,,,,,,
211000,,,,,,50,44,4,124.3634,36.9878,16.044,46.303,-1.3636,3.2212,45.1363,0.8843
211500,,,,,,50,48,6,107.2059,14.0113,36.9705,24.3746,-0.778,5.0727,55.935,0.827
211941,,,1248,273.8424,15.541,,,,,,,,,,,
212000,,,,,,50,50,25,31.9041,26.5972,6.6459,38.7947,-0.5016,20.6811,90.438,1.15
212151,,,210,-80.8395,15.2687,,,,,,,,,,,
212500,,,,,,50,50,5,95.6558,10.5979,15.9282,22.0842,-0.9592,3.091,61.3438,0.8423
213000,,,,,,50,43,4,141.9156,13.2851,19.3534,22.8497,-2.7194,2.4609,44.0164,0.8945
213500,,,,,,50,44,4,125.6602,-5.5788,16.0852,4.6533,-1.369,20.7282,168.7608,1.2914
213726,,,1575,254.9699,15.5397,,,,,,,,,,,
214000,,,,,,50,50,6,90.2209,14.0393,26.5675,25.2243,-1.4567,20.353,47.0543,1.0239
214251,,,525,4.5121,16.0025,,,,,,,,,,,
214500,,,,,,50,36,4,179.6397,107.9363,83.5387,115.5282,-1.5392,4.3766,70.2255,1.2799
215000,,,,,,50,41,4,142.7202,35.2692,16.5307,46.7924,-1.2073,2.0229,45.4329,1.1948
215000,32.9647,1197.5,,,,,,,,,,,,,,
215357,,,1106,110.2415,14.7074,,,,,,,,,,,
215500,,,,,,50,44,4,127.3215,-3.975,14.5758,5.0599,-1.6536,2.7567,44.2751,0.8331
216000,,,,,,50,43,3,124.2581,-6.299,18.1999,4.7588,-1.312,2.4693,34.9783,1.0462
216265,,,908,56.6925,15.6477,,,,,,,,,,,
216418,,,153,-105.9798,15.421,,,,,,,,,,,
216500,,,,,,50,50,19,43.3442,-11.1332,7.4265,0.4435,-0.6754,3.1291,52.914,0.9086
217000,,,,,,50,37,3,181.4931,78.1285,65.641,88.8291,-1.3836,2.6995,48.0101,0.8396
217045,,,627,17.47,15.4275,,,,,,,,,,,
217500,,,,,,50,46,4,114.7591,-5.1345,156.0389,4.9243,-8.8861,4.4209,56.9531,0.6536
218000,,,,,,50,50,19,43.1792,-11.7762,7.6947,0.6265,-1.1564,5.0498,49.3212,0.8679
218294,,,1249,278.772,15.4267,,,,,,,,,,,
218500,,,,,,50,46,4,117.6381,30.2946,17.491,43.9398,-0.781,3.2277,45.2622,0.9031
219000,,,,,,50,50,5,93.6422,-7.2677,41.9995,2.8651,-0.5679,2.1144,39.9259,0.8391
219049,,,755,83.5103,15.7027,,,,,,,,,,,
219500,,,,,,50,48,5,106.479,16.4475,19.5538,25.9596,-1.4621,2.951,54.4891,1.2411
219926,,,877,102.447,15.7293,,,,,,,,,,,
220000,,,,,,50,50,11,64.2251,28.808,22.1917,40.0016,-0.7437,2.7084,48.2752,0.8759
220000,-6.084,420.1,,,,,,,,,,,,,,
220500,,,,,,50,49,6,100.7512,-8.0025,21.4554,3.1237,-2.3697,2.6337,59.5347,0.9556
221000,,,,,,50,50,24,32.9445,-11.752,4.5873,0.497,-0.105,2.9573,51.1414,1.5366
221133,,,1207,281.7047,15.2531,,,,,,,,,,,
221500,,,,,,50,50,23,33.1544,29.2329,3.8446,38.7288,-0.9047,2.5348,64.9956,0.8034
221782,,,649,19.7958,15.7706,,,,,,,,,,,
222000,,,,,,50,50,23,33.8145,-11.3896,6.6874,0.4025,-0.5536,3.9002,64.3384,0.8751
222361,,,579,15.3075,15.61,,,,,,,,,,,
222500,,,,,,50,50,6,96.4018,11.968,26.6676,23.0695,-1.4515,3.4749,80.5777,1.4987
222669,,,308,-48.2829,15.866,,,,,,,,,,,
223000,,,,,,50,46,3,121.1328,-7.7938,17.1947,4.158,-1.4506,2.1976,43.4736,1.081
223500,,,,,,50,38,3,174.0879,63.5085,31.7469,73.61,-2.7291,2.8757,56.1677,1.5881
223774,,,1105,284.6533,15.7117,,,,,,,,,,,
224000,,,,,,50,43,4,128.4982,34.0882,37.9533,44.7238,-0.6519,6.5462,62.809,1.1973
