env_steps,return,length,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
258500,,,50,47,15,120.4034,703.829,-44.1821,-44.1823,-385.2772,85743.5234,7.144,231.4515,8.4268,,,
259000,,,50,45,15,129.4628,548.8243,-44.1821,-44.1823,-534.7819,78130.4062,8.5758,236.9279,36.2655,,,
259000,,,,,,,,,,,,,,,1000,11175.4423,18.5332
259500,,,50,47,14,121.1948,719.3897,-44.1822,-44.1823,-365.218,67558.7812,10.9927,242.5921,7.2302,,,
260000,,,50,46,15,117.9034,515.7862,-44.1822,-44.1823,-570.5616,26431.1328,7.6217,238.7636,37.7894,,,
260000,11620.1442,1000.0,,,,,,,,,,,,,,,
260000,,,,,,,,,,,,,,,1000,11116.0478,16.7518
260500,,,50,44,13,125.4582,545.6008,-44.1821,-44.1823,-542.5475,58738.0938,7.8987,490.3808,27.502,,,
261000,,,50,46,14,127.8349,630.8486,-44.1821,-44.1823,-461.4288,25367.627,9.2657,574.108,13.0863,,,
261000,,,,,,,,,,,,,,,1000,11034.0657,22.0588
261500,,,50,46,15,123.947,711.8016,-44.1821,-44.1823,-382.1696,55840.1367,8.2547,392.8719,31.8734,,,
262000,,,50,44,14,125.7767,492.8059,-44.1822,-44.1823,-602.2861,28881.7383,6.3514,256.4435,20.1637,,,
262000,,,,,,,,,,,,,,,1000,11011.1302,22.2335
262500,,,50,44,14,127.1741,612.6015,-44.182,-44.1823,-484.2081,55309.8398,7.6353,508.5435,7.8402,,,
263000,,,50,45,13,125.4138,755.2394,-44.1821,-44.1823,-338.7997,146581.6875,9.8122,495.1043,8.3048,,,
263000,,,,,,,,,,,,,,,1000,10859.1077,22.3713
263500,,,50,47,15,114.917,521.4054,-44.1822,-44.1823,-568.8256,30748.8184,6.1121,195.59,15.9689,,,
264000,,,50,45,14,127.3376,558.502,-44.1821,-44.1823,-535.075,39634.2344,10.055,462.1314,8.7974,,,
264000,,,,,,,,,,,,,,,1000,11058.639,22.7518
264500,,,50,46,15,121.3504,587.3134,-44.1821,-44.1823,-513.3137,58644.3047,9.2344,266.6139,13.8529,,,
265000,,,50,47,15,117.4821,773.0325,-44.1822,-44.1823,-321.7026,105739.2266,7.8411,399.1664,5.9082,,,
265000,11632.1716,1000.0,,,,,,,,,,,,,,,
265000,,,,,,,,,,,,,,,1000,11107.7594,16.5715
265500,,,50,46,16,118.937,595.3729,-44.1822,-44.1823,-501.0793,50381.7891,10.1052,352.679,19.879,,,
266000,,,50,46,15,118.517,589.9481,-44.1822,-44.1823,-508.4594,90404.4922,7.8678,239.8152,22.9517,,,
266000,,,,,,,,,,,,,,,1000,11469.9268,22.2156
266500,,,50,46,15,119.3375,519.5216,-44.1822,-44.1823,-582.4904,32646.4141,8.0869,359.7681,13.9015,,,
267000,,,50,47,15,119.5298,618.6203,-44.1822,-44.1823,-479.4761,53190.3438,9.9442,361.9927,12.5532,,,
267000,,,,,,,,,,,,,,,1000,11196.6098,21.8295
267500,,,50,46,15,125.2037,551.2266,-44.1822,-44.1823,-551.3458,61017.2656,9.5687,208.2947,21.3639,,,
268000,,,50,47,15,122.2624,595.7196,-44.1821,-44.1823,-502.5835,38924.5234,8.7633,287.1418,17.1741,,,
268000,,,,,,,,,,,,,,,1000,11242.035,22.503
268500,,,50,47,16,117.2724,555.6954,-44.1821,-44.1823,-550.4735,42533.3008,7.6744,204.5822,9.4016,,,
269000,,,50,47,15,117.2639,518.6221,-44.1822,-44.1823,-582.0388,43774.5781,10.5017,588.5743,19.3231,,,
269000,,,,,,,,,,,,,,,1000,11303.6291,23.3637
269500,,,50,47,15,116.1695,530.8347,-44.1822,-44.1823,-569.5031,48045.3203,9.5366,256.2975,7.8309,,,
270000,,,50,47,15,110.4531,652.6364,-44.1821,-44.1823,-454.1811,109715.2969,9.2649,352.8514,13.1771,,,
270000,11593.0328,1000.0,,,,,,,,,,,,,,,
270000,,,,,,,,,,,,,,,1000,10920.8703,16.4851
270500,,,50,47,16,117.9683,855.5902,-44.1821,-44.1823,-249.7948,79858.2969,7.9958,290.6738,9.8208,,,
271000,,,50,48,15,107.3987,615.9093,-44.1822,-44.1823,-487.2073,77002.25,9.3049,236.5378,27.0721,,,
271000,,,,,,,,,,,,,,,1000,11126.0501,22.3851
271500,,,50,47,15,123.7723,659.2692,-44.1821,-44.1823,-446.8287,42096.6016,10.3437,435.7974,6.4851,,,
272000,,,50,46,15,114.6351,591.5632,-44.1821,-44.1823,-518.9719,50917.2188,9.5147,400.8528,8.0849,,,
272000,,,,,,,,,,,,,,,1000,11247.6172,21.7919
272500,,,50,47,16,114.2159,624.9156,-44.1821,-44.1823,-483.6693,81378.5859,8.7214,565.6749,12.1293,,,
273000,,,50,46,15,115.0099,672.3287,-44.1822,-44.1823,-432.2576,74008.8359,12.9818,634.7065,19.7672,,,
273000,,,,,,,,,,,,,,,1000,11206.861,22.4071
273500,,,50,46,14,120.6921,593.0014,-44.1821,-44.1823,-521.1251,54670.3242,9.3652,327.7856,14.1695,,,
274000,,,50,47,16,111.2352,708.1661,-44.1821,-44.1823,-395.4396,102433.3828,10.815,488.9274,16.8454,,,
274000,,,,,,,,,,,,,,,1000,11418.5667,22.6237
274500,,,50,47,16,112.8524,692.0684,-44.1822,-44.1823,-415.4075,77680.6484,12.058,291.6019,13.8939,,,
275000,,,50,48,15,111.8417,527.4188,-44.1821,-44.1823,-586.2247,28328.582,7.4978,195.1751,22.5771,,,
275000,11759.7714,1000.0,,,,,,,,,,,,,,,
275000,,,,,,,,,,,,,,,1000,11350.0548,16.4634
275500,,,50,46,15,125.4872,639.7825,-44.1822,-44.1823,-474.1752,52124.4805,8.9355,321.963,18.0251,,,
276000,,,50,46,15,114.3055,634.6864,-44.1822,-44.1823,-481.4266,60060.9688,8.6061,197.166,17.1982,,,
276000,,,,,,,,,,,,,,,1000,11101.1409,22.1023
276500,,,50,47,15,117.8504,719.265,-44.1821,-44.1823,-390.7664,146136.5625,11.7245,690.6108,8.6155,,,
277000,,,50,46,15,114.6813,637.7457,-44.1821,-44.1823,-478.3575,142734.9062,8.4513,167.5327,14.423,,,
277000,,,,,,,,,,,,,,,1000,11402.1672,21.7002
277500,,,50,47,16,111.4243,601.9768,-44.1821,-44.1823,-515.8992,72612.2344,9.641,179.5238,31.8563,,,
278000,,,50,48,15,110.0791,652.5019,-44.1821,-44.1823,-466.0247,49347.3047,13.1584,735.3603,7.5078,,,
278000,,,,,,,,,,,,,,,1000,11471.2443,22.7806
278500,,,50,48,16,104.1554,726.3715,-44.1822,-44.1823,-390.7201,100599.4609,10.2513,608.0004,16.4191,,,
279000,,,50,48,17,106.7633,694.4769,-44.1822,-44.1823,-425.0106,63181.3008,9.2924,295.4294,15.5648,,,
279000,,,,,,,,,,,,,,,1000,11244.7886,23.2074
279500,,,50,47,15,107.4463,659.5151,-44.1821,-44.1823,-461.3001,113638.1406,8.6103,314.2802,26.9226,,,
280000,,,50,48,16,110.8176,692.7352,-44.1822,-44.1823,-433.0889,82512.5938,12.119,448.4567,14.5939,,,
280000,11896.0469,1000.0,,,,,,,,,,,,,,,
280000,,,,,,,,,,,,,,,1000,11141.7903,16.6778
280500,,,50,47,15,123.1845,638.1642,-44.1821,-44.1823,-487.019,56062.8164,12.5517,430.8985,29.3015,,,
281000,,,50,48,16,112.536,729.9763,-44.1822,-44.1823,-399.9684,72433.7266,12.5913,981.0159,9.9234,,,
281000,,,,,,,,,,,,,,,1000,11452.756,22.073
281500,,,50,48,16,108.6573,599.7969,-44.1822,-44.1823,-520.4483,52632.6797,8.617,467.799,16.6043,,,
282000,,,50,47,15,118.1062,681.5119,-44.1822,-44.1823,-441.0443,62969.1523,9.0922,384.8245,13.3491,,,
282000,,,,,,,,,,,,,,,1000,11342.287,22.4071
282500,,,50,47,16,121.3027,510.326,-44.1822,-44.1823,-618.3024,29790.1387,8.9471,293.2249,7.346,,,
283000,,,50,47,16,118.8332,654.5698,-44.1822,-44.1823,-470.5999,52230.0273,8.8316,372.8113,7.8577,,,
283000,,,,,,,,,,,,,,,1000,11421.7796,21.9814
283500,,,50,47,16,109.1225,669.0543,-44.1822,-44.1823,-459.4523,86051.5547,9.7126,564.8893,14.5558,,,
284000,,,50,48,15,108.382,677.687,-44.1822,-44.1823,-454.672,49286.3516,8.4928,218.7401,14.7057,,,
284000,,,,,,,,,,,,,,,1000,11391.7439,22.1542
284500,,,50,47,15,120.1313,680.1215,-44.1822,-44.1823,-449.0814,71130.25,10.8887,274.5648,16.0253,,,
285000,,,50,47,15,112.078,528.0808,-44.1822,-44.1823,-599.0591,35421.2148,10.6641,309.2632,8.3084,,,
285000,11954.9815,1000.0,,,,,,,,,,,,,,,
285000,,,,,,,,,,,,,,,1000,11441.3006,16.7069
285500,,,50,48,16,109.8035,738.6499,-44.1821,-44.1823,-389.4995,84630.1953,10.3602,221.8512,23.0404,,,
286000,,,50,47,16,109.9365,593.5428,-44.1822,-44.1823,-537.6719,90888.2656,8.4856,441.3812,7.8161,,,
286000,,,,,,,,,,,,,,,1000,11360.7841,23.3761
286500,,,50,48,16,112.2387,570.2177,-44.1822,-44.1823,-563.277,33592.1953,8.2035,255.5231,9.9414,,,
287000,,,50,49,16,109.5312,748.3539,-44.1822,-44.1823,-382.8594,126944.6094,6.9179,208.9207,24.7237,,,
287000,,,,,,,,,,,,,,,1000,11243.8852,22.4569
287500,,,50,48,16,106.03,613.2249,-44.1822,-44.1823,-524.7216,47377.6523,9.5062,398.1529,13.5244,,,
288000,,,50,49,16,101.2406,678.7424,-44.1821,-44.1823,-457.6036,71566.8203,10.6453,295.7569,9.7225,,,
288000,,,,,,,,,,,,,,,1000,11534.5106,23.0295
288500,,,50,49,17,106.2049,636.9922,-44.1822,-44.1823,-495.9503,74834.1172,7.5166,455.6183,10.3297,,,
289000,,,50,47,16,121.04,565.4845,-44.1822,-44.1823,-570.7518,54993.2344,10.8819,364.1447,19.4467,,,
289000,,,,,,,,,,,,,,,1000,11206.3958,21.3074
289500,,,50,48,17,120.73,695.4913,-44.1822,-44.1823,-445.677,72691.5547,7.1638,223.8582,17.0717,,,
290000,,,50,49,16,113.1474,694.2339,-44.1822,-44.1823,-441.8625,89375.6016,7.376,338.6722,7.5544,,,
290000,11907.6837,1000.0,,,,,,,,,,,,,,,
290000,,,,,,,,,,,,,,,1000,11333.1336,15.2578
290500,,,50,48,16,113.4895,624.3888,-44.1822,-44.1823,-509.4454,70138.5078,10.1688,303.3283,15.5292,,,
291000,,,50,48,16,111.005,561.7465,-44.1822,-44.1823,-581.8033,77357.4531,10.655,593.3095,9.834,,,
291000,,,,,,,,,,,,,,,1000,11562.137,20.7459
291500,,,50,48,15,106.8573,956.6631,-44.1822,-44.1823,-185.8779,219009.7656,8.5714,333.0333,12.1123,,,
292000,,,50,50,17,95.8033,702.6371,-44.1822,-44.1823,-432.3909,93578.5469,8.9761,183.4973,10.2435,,,
292000,,,,,,,,,,,,,,,1000,11467.856,20.7579
292500,,,50,50,17,97.3394,662.0754,-44.1822,-44.1823,-473.2821,78336.9922,9.6896,451.3366,19.8956,,,
293000,,,50,49,17,102.5765,728.1252,-44.1821,-44.1823,-415.5005,118447.8828,8.0114,415.2309,10.1251,,,
293000,,,,,,,,,,,,,,,1000,11759.7887,20.1125
293500,,,50,49,17,107.061,562.679,-44.1822,-44.1823,-580.2214,36384.4023,7.8951,283.2566,8.2257,,,
294000,,,50,48,17,109.2728,563.334,-44.1822,-44.1823,-576.5892,57558.8984,9.0406,245.774,11.4933,,,
294000,,,,,,,,,,,,,,,1000,11620.4138,20.0482
294500,,,50,49,17,100.8522,651.1776,-44.1822,-44.1823,-491.9673,76036.5859,10.3799,351.1731,14.8736,,,
295000,,,50,48,16,111.6127,703.2664,-44.1822,-44.1823,-446.0416,127067.9297,7.3525,233.0322,13.5703,,,
295000,11904.2112,1000.0,,,,,,,,,,,,,,,
295000,,,,,,,,,,,,,,,1000,11619.6442,14.6598
295500,,,50,48,16,111.5406,693.7426,-44.1822,-44.1823,-448.7798,142252.0,9.4135,330.8246,10.0442,,,
296000,,,50,48,16,109.2551,654.4174,-44.1822,-44.1823,-493.0072,47954.6523,10.1909,529.0571,28.3144,,,
296000,,,,,,,,,,,,,,,1000,11513.5001,20.0376
296500,,,50,48,17,110.8564,596.6917,-44.1822,-44.1823,-543.4419,32672.666,9.324,177.3679,13.4886,,,
297000,,,50,49,17,104.1736,592.4321,-44.1822,-44.1823,-552.9451,53070.9805,9.3017,201.9091,10.788,,,
297000,,,,,,,,,,,,,,,1000,11050.3256,20.1925
297500,,,50,49,16,110.2276,601.2668,-44.1822,-44.1823,-547.1882,58953.7969,9.4988,866.4404,13.1827,,,
298000,,,50,48,16,114.4822,709.631,-44.1822,-44.1823,-442.3898,63396.1133,10.7779,212.0927,13.6299,,,
298000,,,,,,,,,,,,,,,1000,11628.2811,21.5209
298500,,,50,49,16,104.4537,740.8865,-44.1821,-44.1823,-406.9808,115663.1953,8.6598,325.7523,6.2144,,,
299000,,,50,49,17,101.9851,752.7026,-44.1822,-44.1823,-397.2207,92471.625,11.2781,540.96,13.6217,,,
299000,,,,,,,,,,,,,,,1000,10880.2021,21.5535
299500,,,50,48,16,111.7109,618.5969,-44.1822,-44.1823,-533.4764,52463.3867,10.0923,444.7402,12.52,,,
300000,,,50,49,17,108.2349,728.8425,-44.1822,-44.1823,-425.1162,156831.1094,11.3354,543.6469,14.1928,,,
300000,12040.5656,1000.0,,,,,,,,,,,,,,,
300000,,,,,,,,,,,,,,,1000,11559.2908,15.8583
300500,,,50,49,16,107.345,708.3982,-44.1821,-44.1823,-441.104,70981.2031,7.0087,182.0523,15.7091,,,
301000,,,50,49,17,100.1631,659.4969,-44.1822,-44.1823,-494.9097,46304.7617,8.4328,322.8664,48.7403,,,
301000,,,,,,,,,,,,,,,1000,11557.4829,21.3558
301500,,,50,49,16,105.9942,653.3553,-44.1822,-44.1823,-500.9128,102052.8281,8.7067,410.7527,13.8013,,,
302000,,,50,48,16,102.0136,586.3075,-44.1822,-44.1823,-569.7866,47602.957,7.6733,284.6473,11.7527,,,
302000,,,,,,,,,,,,,,,1000,10985.0072,21.5171
302500,,,50,49,16,108.4525,658.6381,-44.1822,-44.1823,-496.7507,69663.0703,14.1469,237.0608,8.2921,,,
303000,,,50,49,16,107.1262,648.6165,-44.1821,-44.1823,-507.1248,61613.3164,10.5151,494.8198,28.1143,,,
303000,,,,,,,,,,,,,,,1000,11762.0542,21.7297
303500,,,50,49,16,100.5,706.4749,-44.1822,-44.1823,-444.9446,53471.2422,10.4091,615.8511,12.8507,,,
304000,,,50,48,17,102.6558,838.7327,-44.1822,-44.1823,-320.093,109905.7969,8.866,167.7249,7.6019,,,
304000,,,,,,,,,,,,,,,1000,11526.102,21.9008
304500,,,50,48,16,113.894,758.9272,-44.1821,-44.1823,-402.5364,100471.4688,9.6176,486.8795,7.5389,,,
305000,,,50,49,16,105.1559,862.2434,-44.1821,-44.1823,-297.9056,210463.75,11.7782,343.3936,20.769,,,
305000,12043.7876,1000.0,,,,,,,,,,,,,,,
305000,,,,,,,,,,,,,,,1000,11312.4959,15.7641
305500,,,50,48,16,108.3797,634.8254,-44.1822,-44.1823,-524.521,44702.5547,8.93,488.3679,8.4792,,,
306000,,,50,49,16,106.0894,949.6508,-44.1822,-44.1823,-205.6515,126536.8516,7.4173,371.7104,24.6217,,,
306000,,,,,,,,,,,,,,,1000,11658.8645,21.643
306500,,,50,49,16,110.1539,693.8023,-44.1822,-44.1823,-464.8637,31428.3184,8.3744,311.5632,12.0438,,,
307000,,,50,48,15,102.9503,570.8916,-44.1822,-44.1823,-581.4508,49538.1406,8.4642,199.1367,16.0931,,,
307000,,,,,,,,,,,,,,,1000,11692.6013,21.6793
307500,,,50,48,16,111.1052,672.2324,-44.1822,-44.1823,-492.0762,43080.1953,7.4682,172.8557,19.8178,,,
308000,,,50,48,16,109.5072,735.0166,-44.1822,-44.1823,-429.8678,61869.4375,8.3015,547.1585,18.7205,,,
308000,,,,,,,,,,,,,,,1000,11563.5995,21.5158
308500,,,50,48,16,111.4665,720.0651,-44.1822,-44.1823,-444.3029,117708.8984,8.6348,203.7811,35.671,,,
309000,,,50,48,16,116.3839,633.6897,-44.1822,-44.1823,-528.8635,51088.9609,9.3096,286.2414,12.3491,,,
309000,,,,,,,,,,,,,,,1000,11668.3281,21.9268
309500,,,50,48,16,107.2434,560.7156,-44.1821,-44.1823,-608.2472,36526.7266,8.1278,217.4772,14.127,,,
310000,,,50,49,15,119.7819,741.3373,-44.1822,-44.1823,-427.2988,90282.8125,7.4122,303.6245,7.7455,,,
310000,12132.6394,1000.0,,,,,,,,,,,,,,,
310000,,,,,,,,,,,,,,,1000,11736.6409,16.0334
310500,,,50,48,16,104.9254,557.8536,-44.1822,-44.1823,-610.9516,35278.3672,9.4209,328.0219,12.3009,,,
311000,,,50,49,16,103.9453,735.7805,-44.1822,-44.1823,-429.3544,137733.9844,7.4706,344.1544,17.0413,,,
311000,,,,,,,,,,,,,,,1000,11799.1997,21.4867
311500,,,50,48,16,112.0596,614.3604,-44.1822,-44.1823,-550.6655,123317.5781,10.0376,674.4998,15.6008,,,
312000,,,50,50,17,93.6955,653.1744,-44.1821,-44.1823,-515.8748,35933.793,8.006,320.2538,39.4001,,,
312000,,,,,,,,,,,,,,,1000,11747.4207,21.8692
312500,,,50,48,16,110.906,636.7361,-44.1821,-44.1823,-534.2849,55810.6602,9.0004,326.1715,18.8849,,,
313000,,,50,49,17,105.363,742.0681,-44.1821,-44.1823,-427.713,64645.8672,9.2288,302.1764,17.7928,,,
313000,,,,,,,,,,,,,,,1000,11483.7675,20.3577
313500,,,50,50,17,95.6118,578.1165,-44.1822,-44.1823,-591.4163,32618.584,8.4991,542.6099,8.6658,,,
314000,,,50,48,16,113.886,680.9283,-44.1821,-44.1823,-491.9524,126867.3281,8.3675,294.2769,13.6386,,,
314000,,,,,,,,,,,,,,,1000,11903.7942,21.0128
314500,,,50,48,16,109.4376,646.1512,-44.1821,-44.1823,-531.543,71377.6953,10.89,511.252,20.862,,,
315000,,,50,50,17,98.3224,786.4984,-44.1822,-44.1823,-382.6871,145045.6406,8.4243,330.7779,15.2549,,,
315000,12286.1943,1000.0,,,,,,,,,,,,,,,
315000,,,,,,,,,,,,,,,1000,11808.9753,15.3632
315500,,,50,48,16,120.005,736.8918,-44.1821,-44.1823,-435.7422,150065.1094,9.2081,430.4416,24.1658,,,
316000,,,50,50,17,98.8873,653.0046,-44.1821,-44.1823,-524.355,109636.1641,8.4482,650.5095,11.7181,,,
316000,,,,,,,,,,,,,,,1000,11680.1327,20.8618
316500,,,50,49,17,105.1395,630.0082,-44.1822,-44.1823,-541.8682,57975.3633,10.8531,518.9078,9.5208,,,
317000,,,50,49,16,113.3253,643.6555,-44.1821,-44.1823,-533.1617,52495.9453,7.8281,243.4374,9.2571,,,
317000,,,,,,,,,,,,,,,1000,11565.4168,20.8677
317500,,,50,49,15,111.7408,690.3348,-44.1821,-44.1823,-486.3171,94637.1641,11.7922,387.9075,9.0114,,,
318000,,,50,50,17,96.5451,1038.8914,-44.1821,-44.1823,-134.6294,331698.9688,9.676,415.9867,16.5517,,,
318000,,,,,,,,,,,,,,,1000,11713.2831,21.3717
318500,,,50,49,16,101.8665,670.3776,-44.1822,-44.1823,-508.239,116854.6562,8.7839,452.102,14.8525,,,
319000,,,50,48,16,106.6124,820.8349,-44.1822,-44.1823,-359.7774,93133.0938,8.603,257.5852,27.0757,,,
319000,,,,,,,,,,,,,,,1000,11861.5244,20.3921
319500,,,50,49,16,105.3609,654.8031,-44.1821,-44.1823,-524.0602,87322.5938,7.988,179.2411,22.6385,,,
320000,,,50,49,16,101.8752,666.9999,-44.1821,-44.1823,-512.0455,59612.875,9.023,301.18,8.1974,,,
320000,12322.4275,1000.0,,,,,,,,,,,,,,,
320000,,,,,,,,,,,,,,,1000,11615.5704,15.43
320500,,,50,50,16,98.2123,611.2444,-44.1821,-44.1823,-570.3447,42562.0078,8.6977,210.0588,21.5451,,,
321000,,,50,49,16,104.6374,652.064,-44.1821,-44.1823,-530.9521,46306.6758,9.4082,474.2914,21.8899,,,
321000,,,,,,,,,,,,,,,1000,11644.2943,20.8469
321500,,,50,49,16,108.1963,672.2716,-44.1822,-44.1823,-507.4457,99988.0234,7.4472,161.2273,27.7604,,,
322000,,,50,50,16,97.6864,609.3276,-44.1822,-44.1823,-572.7136,39726.3438,7.6481,338.9627,14.8479,,,
322000,,,,,,,,,,,,,,,1000,11779.2655,20.8318
322500,,,50,49,17,103.6216,637.5811,-44.1822,-44.1823,-539.9071,50615.4492,8.5373,583.0862,23.0822,,,
323000,,,50,49,16,102.5273,747.604,-44.1822,-44.1823,-428.0707,81722.0391,11.1104,354.1057,29.115,,,
323000,,,,,,,,,,,,,,,1000,12072.8919,21.6785
323500,,,50,48,15,113.7281,582.6218,-44.1821,-44.1823,-603.5081,27586.6172,8.4374,208.2024,22.4878,,,
324000,,,50,49,16,105.2367,699.086,-44.1821,-44.1823,-483.2228,75474.1875,8.3746,229.1568,8.594,,,
324000,,,,,,,,,,,,,,,1000,12065.5121,20.9812
324500,,,50,49,17,104.3474,553.4623,-44.1821,-44.1823,-631.6878,50302.3164,8.2197,210.2978,13.7213,,,
325000,,,50,49,16,105.774,556.6429,-44.1821,-44.1823,-626.4158,28240.5195,8.23,335.7779,22.5609,,,
325000,12312.1851,1000.0,,,,,,,,,,,,,,,
325000,,,,,,,,,,,,,,,1000,11851.2379,15.6451
325500,,,50,48,16,105.8422,807.8267,-44.182,-44.1823,-379.3638,144714.25,8.4837,237.9723,17.9845,,,
326000,,,50,49,16,108.5979,740.3436,-44.1821,-44.1823,-448.3773,69771.0078,8.0206,215.3447,14.2539,,,
326000,,,,,,,,,,,,,,,1000,11788.9155,20.9152
326500,,,50,49,16,111.4658,612.853,-44.1821,-44.1823,-577.7884,60892.6367,10.1831,355.5745,10.831,,,
327000,,,50,50,17,94.9726,658.7927,-44.182,-44.1823,-530.9199,53862.7812,7.0885,334.4168,18.2586,,,
327000,,,,,,,,,,,,,,,1000,11806.7968,21.6707
327500,,,50,50,16,96.5749,690.9341,-44.1821,-44.1823,-491.5562,69899.5625,7.2937,269.5774,14.0364,,,
328000,,,50,49,16,100.1848,701.3324,-44.1821,-44.1823,-483.2526,83385.6016,7.4893,213.5522,9.5908,,,
328000,,,,,,,,,,,,,,,1000,11990.7198,21.6141
328500,,,50,49,17,100.0927,791.2949,-44.182,-44.1823,-396.9468,116631.2969,7.4821,352.3363,7.6797,,,
329000,,,50,48,16,104.2475,621.0365,-44.1821,-44.1823,-568.9945,85445.9766,8.6149,306.5847,6.0216,,,
329000,,,,,,,,,,,,,,,1000,11715.132,20.9569
329500,,,50,50,17,96.6993,765.9167,-44.1822,-44.1823,-426.0091,89061.2656,7.8905,458.6025,11.5657,,,
330000,,,50,49,16,100.6547,622.9513,-44.1821,-44.1823,-570.5558,50522.4336,11.5412,427.7281,19.9369,,,
330000,12476.7675,1000.0,,,,,,,,,,,,,,,
330000,,,,,,,,,,,,,,,1000,12209.7347,15.1694
330500,,,50,48,16,107.5015,787.2072,-44.1821,-44.1823,-409.5555,102782.6719,7.7336,304.4982,9.4667,,,
331000,,,50,48,16,103.8554,600.3945,-44.1822,-44.1823,-589.6956,40579.5469,8.3244,564.1747,10.4435,,,
331000,,,,,,,,,,,,,,,1000,12235.1779,20.1547
331500,,,50,50,17,95.2021,647.5173,-44.1821,-44.1823,-550.1729,70071.4844,8.3584,443.5858,14.3325,,,
332000,,,50,50,16,97.1315,607.1378,-44.1821,-44.1823,-589.3612,23634.7793,7.9787,250.3387,10.0258,,,
332000,,,,,,,,,,,,,,,1000,12072.4949,21.2972
332500,,,50,50,17,93.4858,725.8232,-44.1821,-44.1823,-471.8788,106990.9531,7.8357,220.0914,9.6008,,,
333000,,,50,50,17,89.0679,666.26,-44.1821,-44.1823,-521.5493,60920.7617,6.3112,151.4411,9.6982,,,
333000,,,,,,,,,,,,,,,1000,11857.4258,20.9736
333500,,,50,50,17,94.3128,614.1953,-44.1821,-44.1823,-577.6924,32552.3867,9.3244,388.6819,15.5042,,,
334000,,,50,50,17,93.9004,774.4496,-44.1821,-44.1823,-424.8525,148263.4219,8.8331,399.1054,7.7823,,,
334000,,,,,,,,,,,,,,,1000,12152.504,21.1237
334500,,,50,49,17,104.6683,907.1078,-44.182,-44.1823,-293.1644,125766.1094,7.8881,262.4387,25.7471,,,
335000,,,50,49,17,101.2879,590.8776,-44.182,-44.1823,-607.7569,58222.3672,8.0345,176.6278,9.7444,,,
335000,12783.7097,1000.0,,,,,,,,,,,,,,,
335000,,,,,,,,,,,,,,,1000,11996.4675,15.4864
335500,,,50,49,16,103.6409,568.7264,-44.1821,-44.1823,-633.8763,82342.0234,7.8965,238.9477,20.5185,,,
336000,,,50,49,17,101.7767,719.1875,-44.1821,-44.1823,-483.9832,55619.1836,8.4381,278.4406,14.264,,,
336000,,,,,,,,,,,,,,,1000,12313.6995,20.9002
336500,,,50,50,16,92.8142,578.6874,-44.1821,-44.1823,-624.8451,49111.3516,13.3753,333.9451,10.3411,,,
337000,,,50,48,16,105.3263,647.9249,-44.1821,-44.1823,-553.9901,43751.5547,12.4913,342.2874,14.1161,,,
337000,,,,,,,,,,,,,,,1000,12057.3153,20.8592
337500,,,50,49,16,103.2345,870.8232,-44.1821,-44.1823,-329.7406,207448.0469,8.4357,218.8049,10.1742,,,
338000,,,50,48,15,111.3719,577.2374,-44.1821,-44.1823,-630.5636,49753.8438,8.522,202.1398,6.563,,,
338000,,,,,,,,,,,,,,,1000,11986.6637,21.8474
338500,,,50,50,16,94.9076,698.6056,-44.1821,-44.1823,-502.0087,32508.459,7.9459,257.5614,28.7182,,,
339000,,,50,50,16,93.3237,821.2471,-44.182,-44.1823,-380.0422,113653.3594,9.2711,228.2488,13.7488,,,
339000,,,,,,,,,,,,,,,1000,12114.0698,22.7917
339500,,,50,48,16,101.4128,647.9573,-44.1821,-44.1823,-553.5075,28207.7949,8.4351,302.2795,9.8028,,,
340000,,,50,50,17,92.8096,694.1511,-44.1821,-44.1823,-505.4332,121258.2891,8.3371,475.118,12.8196,,,
340000,12832.4363,1000.0,,,,,,,,,,,,,,,
340000,,,,,,,,,,,,,,,1000,12166.6813,16.6729
340500,,,50,50,17,96.3073,715.1608,-44.1821,-44.1823,-491.2264,78824.4609,7.7729,485.0119,19.0886,,,
341000,,,50,50,16,97.9178,628.7991,-44.182,-44.1823,-580.9316,85003.4062,8.6678,296.1091,9.9939,,,
341000,,,,,,,,,,,,,,,1000,12118.0702,22.8987
341500,,,50,49,17,104.2444,603.2306,-44.1821,-44.1823,-605.5259,89373.0547,8.198,252.946,7.1284,,,
342000,,,50,50,16,99.8124,656.1338,-44.1821,-44.1823,-550.6919,107513.1875,8.3344,403.4345,18.6685,,,
342000,,,,,,,,,,,,,,,1000,12289.4578,23.0423
342500,,,50,49,16,107.9383,727.9069,-44.182,-44.1823,-478.8329,132566.9844,9.7624,625.3444,23.6373,,,
343000,,,50,48,16,108.4617,590.6867,-44.1821,-44.1823,-621.9168,49600.4062,9.6833,365.0729,37.6121,,,
343000,,,,,,,,,,,,,,,1000,12184.4965,22.4627
343500,,,50,48,16,111.6702,651.5038,-44.1821,-44.1823,-558.0674,74334.4609,7.4292,559.5408,18.4361,,,
344000,,,50,50,16,99.9109,719.9139,-44.1821,-44.1823,-490.0441,117415.7812,8.6292,271.5291,23.9462,,,
344000,,,,,,,,,,,,,,,1000,12375.9787,22.4664
