env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
44372,,,175,-96.5058,72.8628,,,,,,,,,,,,
44500,,,,,,50,50,31,14.5976,0.5865,35.2106,35.1469,-53.5281,9.4944,10.7063,8.1368,0.423
45000,,,,,,50,50,26,15.1777,0.6857,34.9733,35.3337,-52.8967,9.0838,9.3388,11.7565,0.3845
45000,990.874,1000.0,,,,,,,,,,,,,,,
45372,,,1000,-196.5495,52.8965,,,,,,,,,,,,
45418,,,46,-2.8542,69.5414,,,,,,,,,,,,
45500,,,,,,50,50,29,15.8782,0.711,35.0049,35.0009,-53.1005,10.8647,12.9284,12.934,0.4252
45518,,,100,-22.9057,71.8716,,,,,,,,,,,,
45534,,,16,6.1174,70.1731,,,,,,,,,,,,
45620,,,86,-12.7145,71.5821,,,,,,,,,,,,
45635,,,15,2.4731,69.6471,,,,,,,,,,,,
45689,,,54,16.3763,71.482,,,,,,,,,,,,
45902,,,213,-8.568,71.6749,,,,,,,,,,,,
45924,,,22,1.8574,70.4703,,,,,,,,,,,,
46000,,,,,,50,50,28,15.9414,0.4176,35.8152,35.8024,-53.7935,8.3265,6.4058,15.7808,0.3072
46027,,,103,8.9498,71.5968,,,,,,,,,,,,
46062,,,35,-0.3863,71.3767,,,,,,,,,,,,
46078,,,16,-1.1994,67.718,,,,,,,,,,,,
46500,,,,,,50,50,31,14.4455,0.5969,37.0495,36.8489,-53.1021,10.2787,10.1394,13.2304,0.2292
47000,,,,,,50,50,26,15.5436,0.6127,36.2038,36.0936,-52.98,9.778,4.8728,9.3854,0.3381
47078,,,1000,-200.5602,71.8865,,,,,,,,,,,,
47143,,,65,-4.6924,71.873,,,,,,,,,,,,
47213,,,70,22.8765,72.0323,,,,,,,,,,,,
47268,,,55,-12.972,71.4255,,,,,,,,,,,,
47500,,,,,,50,50,24,16.6525,0.6593,35.1798,35.3088,-53.0127,14.3629,15.7885,19.9963,0.353
48000,,,,,,50,50,27,15.824,0.5171,37.3539,37.2991,-53.3129,9.6626,17.6948,14.4546,0.3989
48268,,,1000,-217.6845,72.363,,,,,,,,,,,,
48322,,,54,-20.2914,71.1493,,,,,,,,,,,,
48440,,,118,-33.9089,71.8696,,,,,,,,,,,,
48465,,,25,-0.8109,71.1248,,,,,,,,,,,,
48500,,,,,,50,50,26,16.1451,0.9776,36.5298,36.7521,-52.5375,10.9796,1.9162,20.2892,0.3602
48555,,,90,-42.1577,71.5777,,,,,,,,,,,,
48576,,,21,-15.5575,68.5956,,,,,,,,,,,,
49000,,,,,,50,50,26,16.3691,0.5355,36.3761,36.7272,-53.3004,8.2472,9.0654,8.9837,0.2452
49500,,,,,,50,50,25,16.01,0.6693,37.2447,37.3689,-53.2957,9.8732,8.3815,9.621,0.2762
49576,,,1000,-28.8507,72.1766,,,,,,,,,,,,
49650,,,74,9.9595,71.6381,,,,,,,,,,,,
49723,,,73,-6.5495,71.255,,,,,,,,,,,,
49894,,,171,-17.8674,71.8869,,,,,,,,,,,,
49941,,,47,-14.2199,70.332,,,,,,,,,,,,
50000,,,,,,50,50,23,16.5027,0.6059,36.4107,36.4407,-53.734,8.8285,10.0621,21.1793,0.3793
50000,972.3121,1000.0,,,,,,,,,,,,,,,
50032,,,91,28.2328,13.6837,,,,,,,,,,,,
50124,,,92,-8.0944,74.9063,,,,,,,,,,,,
50154,,,30,-3.8742,74.8449,,,,,,,,,,,,
50256,,,102,8.6047,75.3693,,,,,,,,,,,,
50320,,,64,-7.6732,73.5202,,,,,,,,,,,,
50500,,,,,,50,50,25,16.5565,0.6606,36.6499,36.6998,-52.7178,8.9575,5.402,16.6428,0.2836
51000,,,,,,50,50,22,17.5906,0.456,36.6431,36.7787,-53.6008,6.7322,10.4897,12.9167,0.2923
51320,,,1000,-98.875,72.2939,,,,,,,,,,,,
51336,,,16,2.4082,70.3485,,,,,,,,,,,,
51361,,,25,12.1436,71.1101,,,,,,,,,,,,
51417,,,56,31.1531,71.5435,,,,,,,,,,,,
51425,,,8,-6.9386,67.3435,,,,,,,,,,,,
51481,,,56,-12.9382,71.5964,,,,,,,,,,,,
51497,,,16,-0.8425,70.5453,,,,,,,,,,,,
51500,,,,,,50,50,23,17.3017,0.4601,36.4763,36.805,-53.7005,6.5822,17.208,16.4865,0.4395
51978,,,481,-71.7692,71.8555,,,,,,,,,,,,
52000,,,,,,50,50,23,17.2822,1.1019,36.3272,36.6681,-52.9386,12.5103,7.9094,16.3772,0.254
52020,,,42,-16.9622,71.0603,,,,,,,,,,,,
52125,,,105,-13.4781,71.0916,,,,,,,,,,,,
52500,,,,,,50,50,19,18.2945,0.3784,37.2539,37.1408,-53.986,7.0193,4.9004,11.4302,0.3454
53000,,,,,,50,50,23,17.0766,0.5926,37.257,37.173,-53.6233,7.6877,17.2525,19.1124,0.3721
53125,,,1000,7.276,72.2115,,,,,,,,,,,,
53170,,,45,2.3608,71.8667,,,,,,,,,,,,
53234,,,64,-6.4702,72.0468,,,,,,,,,,,,
53325,,,91,-4.8761,72.3749,,,,,,,,,,,,
53458,,,133,1.0977,71.9577,,,,,,,,,,,,
53500,,,,,,50,50,24,17.708,0.4748,37.6123,37.8595,-53.4384,10.0083,5.1441,13.4274,0.216
53546,,,88,30.5447,71.2874,,,,,,,,,,,,
53606,,,60,14.1488,70.0311,,,,,,,,,,,,
53904,,,298,1.3659,71.671,,,,,,,,,,,,
54000,,,,,,50,50,19,17.674,0.5703,36.5678,36.7119,-53.7594,8.5646,4.5048,3.9975,0.2422
54500,,,,,,50,50,20,19.021,0.6085,37.703,37.8171,-53.5437,8.4239,3.2238,12.3332,0.3234
54904,,,1000,29.4259,72.3187,,,,,,,,,,,,
55000,,,,,,50,50,18,17.6571,0.7483,37.4611,37.7544,-53.5219,9.2865,11.3125,8.747,0.3354
55000,987.6954,1000.0,,,,,,,,,,,,,,,
55014,,,110,15.8353,15.5868,,,,,,,,,,,,
55100,,,86,-3.0263,75.0449,,,,,,,,,,,,
55214,,,114,-17.7552,75.9886,,,,,,,,,,,,
55254,,,40,2.6639,70.9542,,,,,,,,,,,,
55447,,,193,21.6123,71.8537,,,,,,,,,,,,
55500,,,,,,50,50,22,18.4241,0.6195,38.3529,38.4682,-53.8384,9.6961,5.4796,17.2199,0.4253
55544,,,97,-21.5919,71.4285,,,,,,,,,,,,
55628,,,84,1.7757,70.9959,,,,,,,,,,,,
55661,,,33,5.8187,71.1438,,,,,,,,,,,,
55750,,,89,-6.1172,71.3781,,,,,,,,,,,,
55983,,,233,44.7457,74.5837,,,,,,,,,,,,
56000,,,,,,50,50,23,18.093,0.6617,39.2742,39.5563,-53.9336,10.0949,6.0128,12.2431,0.2706
56082,,,99,-13.6311,73.3379,,,,,,,,,,,,
56191,,,109,40.5783,75.9424,,,,,,,,,,,,
56500,,,,,,50,50,16,19.1104,0.5913,38.6619,38.6401,-53.8039,11.8984,3.6358,9.5792,0.2735
57000,,,,,,50,50,21,18.2198,0.7334,39.5287,39.4156,-53.9168,8.7546,17.3539,22.5989,0.3096
57191,,,1000,114.2589,72.9532,,,,,,,,,,,,
57474,,,283,33.7044,71.8588,,,,,,,,,,,,
57500,,,,,,50,50,17,19.2444,0.7812,38.5324,38.7894,-53.6378,12.8584,6.4741,14.5842,0.2844
57527,,,53,-4.9042,71.0371,,,,,,,,,,,,
57760,,,233,23.5982,75.4565,,,,,,,,,,,,
57995,,,235,36.3245,75.3738,,,,,,,,,,,,
58000,,,,,,50,50,14,19.425,0.4391,39.1639,39.1204,-54.4048,7.5961,11.0217,10.2485,0.3073
58273,,,278,63.8809,72.2921,,,,,,,,,,,,
58347,,,74,48.4434,71.6771,,,,,,,,,,,,
58500,,,,,,50,50,16,19.747,0.5835,37.6284,37.7149,-54.2384,6.993,15.7947,22.6516,0.4494
59000,,,,,,50,50,16,19.5739,0.6462,39.448,39.3697,-54.443,11.2594,11.507,8.5592,0.3784
59347,,,1000,172.5249,72.2324,,,,,,,,,,,,
59428,,,81,40.6372,72.0677,,,,,,,,,,,,
59500,,,,,,50,50,12,20.1107,0.5038,38.9505,38.7993,-54.9238,13.9845,4.582,17.8039,0.4266
59616,,,188,33.3943,72.3712,,,,,,,,,,,,
59681,,,65,8.0835,71.4515,,,,,,,,,,,,
60000,,,,,,50,50,14,19.8607,0.8044,39.0421,39.2169,-54.6738,9.9967,9.649,18.4647,0.2715
60000,977.8672,1000.0,,,,,,,,,,,,,,,
60500,,,,,,50,50,12,21.6111,0.4,40.2459,40.2863,-55.3823,6.9111,13.3501,14.3503,0.4634
60681,,,1000,236.8892,52.4423,,,,,,,,,,,,
60773,,,92,10.4041,71.8832,,,,,,,,,,,,
60926,,,153,28.4277,72.0836,,,,,,,,,,,,
61000,,,,,,50,50,14,20.4033,0.5051,39.771,40.0369,-55.2981,9.1466,11.7278,19.632,0.4511
61179,,,253,75.6394,72.1627,,,,,,,,,,,,
61246,,,67,8.5585,71.5,,,,,,,,,,,,
61301,,,55,4.6216,71.2621,,,,,,,,,,,,
61476,,,175,67.4566,75.7962,,,,,,,,,,,,
61500,,,,,,50,50,13,22.9656,0.6487,39.4378,39.615,-55.0123,7.1175,3.6499,19.5115,0.391
62000,,,,,,50,50,15,19.4847,0.5564,40.0434,40.3011,-55.3878,10.8312,11.1472,15.9872,0.2865
62476,,,1000,211.2766,74.9054,,,,,,,,,,,,
62500,,,,,,50,50,15,20.9273,0.515,40.0154,40.0467,-56.2848,7.1087,3.5181,16.4864,0.4563
62599,,,123,51.2897,71.9077,,,,,,,,,,,,
63000,,,,,,50,50,14,21.8692,0.5732,41.1443,41.1299,-55.5579,8.2376,9.429,12.7886,0.4301
63498,,,899,149.8674,72.1615,,,,,,,,,,,,
63500,,,,,,50,50,13,20.9417,0.7679,40.7239,41.0872,-55.4715,9.7135,13.3201,11.241,0.5529
63541,,,43,11.1116,70.4858,,,,,,,,,,,,
64000,,,,,,50,50,13,21.6402,0.7336,41.379,41.227,-55.8471,8.3822,4.5958,13.9927,0.416
64500,,,,,,50,50,11,22.888,0.4688,41.5676,41.7264,-56.5662,7.8358,8.045,15.1969,0.3452
64541,,,1000,248.088,72.7012,,,,,,,,,,,,
64632,,,91,33.7509,73.3415,,,,,,,,,,,,
65000,,,,,,50,50,13,22.5078,0.7907,41.7469,42.0079,-55.8146,7.2962,5.8482,16.8579,0.2187
65000,979.6705,1000.0,,,,,,,,,,,,,,,
65500,,,,,,50,50,12,21.9329,0.6897,41.1745,41.2266,-57.0019,9.5477,13.4922,24.309,0.452
65632,,,1000,305.5595,52.9719,,,,,,,,,,,,
65765,,,133,89.222,72.4761,,,,,,,,,,,,
66000,,,,,,50,50,11,23.706,0.5872,41.7537,41.6318,-56.9902,7.0109,5.6399,9.7906,0.2702
66043,,,278,64.0375,75.0963,,,,,,,,,,,,
66500,,,,,,50,50,10,23.2714,0.5759,42.5465,42.4768,-56.8565,7.4128,8.2279,9.8842,0.5247
67000,,,,,,50,50,9,24.9049,0.661,42.7415,42.7355,-57.2288,7.749,9.301,14.8192,0.1933
67043,,,1000,336.5326,74.058,,,,,,,,,,,,
67129,,,86,23.3427,71.8194,,,,,,,,,,,,
67500,,,,,,50,50,8,25.87,0.694,42.314,42.3103,-57.6388,13.1313,11.4785,23.0537,0.3125
68000,,,,,,50,50,10,23.7472,0.408,42.307,42.3824,-58.1446,5.1969,10.6142,17.1553,0.4131
68129,,,1000,321.5045,72.34,,,,,,,,,,,,
68500,,,,,,50,50,10,26.8837,0.4546,43.6766,43.8088,-58.1884,7.9745,4.0258,12.9338,0.4178
69000,,,,,,50,50,10,24.0869,0.6044,43.6906,43.6578,-58.5894,8.9595,1.2582,9.1517,0.427
69129,,,1000,314.7411,73.2007,,,,,,,,,,,,
69468,,,339,174.0712,72.2102,,,,,,,,,,,,
69500,,,,,,50,50,9,24.1629,0.7207,43.5599,43.4209,-58.1943,12.4493,5.4357,10.5341,0.4369
69501,,,33,-1.2419,71.2543,,,,,,,,,,,,
70000,,,,,,50,50,8,27.737,0.3792,44.4862,44.4071,-59.4549,9.0872,18.5662,24.0133,0.4394
70000,990.8304,1000.0,,,,,,,,,,,,,,,
70500,,,,,,50,50,8,26.834,0.6849,44.0346,44.2319,-58.726,14.3103,6.1278,20.2625,0.5248
70501,,,1000,483.2322,51.8636,,,,,,,,,,,,
71000,,,,,,50,50,8,25.6837,0.6909,44.4243,44.6267,-59.4055,9.3825,1.1823,20.5374,0.2329
71500,,,,,,50,50,10,26.3602,0.5622,45.1953,45.2986,-59.778,8.3114,4.7383,11.6108,0.3694
71501,,,1000,454.1523,72.3701,,,,,,,,,,,,
72000,,,,,,50,50,9,24.9909,0.5208,44.7769,44.7329,-60.0258,10.7733,3.1946,20.2308,0.4364
72500,,,,,,50,50,9,26.9741,0.6287,44.117,44.0525,-60.2729,8.9992,10.8129,6.7476,0.2778
72501,,,1000,552.4641,72.5532,,,,,,,,,,,,
73000,,,,,,50,50,7,27.0331,0.7443,43.7397,43.5253,-60.9583,11.2874,2.6342,13.8138,0.398
73033,,,532,232.0807,72.3594,,,,,,,,,,,,
73420,,,387,202.3179,72.35,,,,,,,,,,,,
73500,,,,,,50,50,7,29.7377,0.445,44.6001,44.5167,-61.362,7.9671,2.5179,12.5477,0.5146
73635,,,215,157.7229,72.7097,,,,,,,,,,,,
73762,,,127,60.4716,72.3072,,,,,,,,,,,,
74000,,,,,,50,50,7,28.0028,0.6811,44.9383,44.7698,-61.3306,16.8863,2.8207,17.3922,0.3856
74500,,,,,,50,50,7,27.838,0.458,45.7451,45.9743,-62.313,9.05,3.4762,15.8435,0.4591
74762,,,1000,456.1311,72.6152,,,,,,,,,,,,
75000,,,,,,50,50,8,26.8141,0.5631,46.5321,46.4723,-61.807,8.565,6.2915,10.3089,0.3599
75000,967.9705,1000.0,,,,,,,,,,,,,,,
75500,,,,,,50,50,7,28.7202,0.485,44.9442,44.8699,-62.5216,12.0483,5.1541,9.6226,0.3633
75762,,,1000,580.2964,52.1428,,,,,,,,,,,,
76000,,,,,,50,50,7,28.9822,0.4604,46.7115,46.8112,-62.6308,7.6837,16.0129,14.4502,0.4366
76500,,,,,,50,50,8,27.572,0.4462,47.259,47.4648,-62.967,7.321,8.8477,15.5373,0.3375
76762,,,1000,551.8762,73.1557,,,,,,,,,,,,
77000,,,,,,50,50,7,30.2414,0.4886,46.7161,46.5936,-63.6087,5.9406,4.5973,20.2939,0.4976
77500,,,,,,50,50,6,29.6629,0.4603,46.4665,46.3155,-64.018,7.517,9.6297,22.0671,0.3935
77762,,,1000,584.3556,75.0421,,,,,,,,,,,,
78000,,,,,,50,50,7,34.1312,0.7736,46.9298,47.0524,-63.4195,12.31,2.0259,8.2266,0.3167
78500,,,,,,50,50,6,30.3239,0.6496,47.1006,47.1781,-63.9787,6.7729,8.4704,14.6536,0.5481
78694,,,932,586.4974,73.1685,,,,,,,,,,,,
79000,,,,,,50,50,6,33.3263,0.4073,47.8287,47.8598,-64.3224,8.829,10.6654,29.7698,0.5167
79500,,,,,,50,50,5,34.6988,0.638,47.2507,47.5095,-64.2788,9.5538,8.924,26.7913,0.453
79694,,,1000,577.9232,73.0909,,,,,,,,,,,,
80000,,,,,,50,50,5,36.0475,0.808,48.4055,48.6064,-65.3176,13.2821,0.8739,7.5176,0.3711
80000,946.7316,1000.0,,,,,,,,,,,,,,,
80500,,,,,,50,50,3,36.5843,0.3887,48.6669,48.6137,-65.7958,7.3595,1.5555,14.4509,0.3863
80694,,,1000,580.43,52.8471,,,,,,,,,,,,
81000,,,,,,50,50,4,37.043,0.4611,48.3861,48.2422,-66.3433,10.8379,2.9582,23.5716,0.6034
81500,,,,,,50,50,3,36.229,0.496,49.7,49.6012,-66.4154,6.6987,15.2226,35.2383,0.4857
81694,,,1000,634.7851,73.198,,,,,,,,,,,,
82000,,,,,,50,50,2,33.9523,0.3909,49.8466,49.6834,-66.8338,5.3362,10.3732,10.991,0.457
82500,,,,,,50,50,2,37.692,0.6285,49.5956,49.5175,-66.4694,8.4822,5.9267,23.6408,0.7431
82694,,,1000,695.1778,74.8739,,,,,,,,,,,,
83000,,,,,,50,50,2,36.5211,0.6614,51.4201,51.4252,-66.5724,8.7289,10.1491,41.7769,0.3892
83500,,,,,,50,50,2,36.0673,0.7525,51.3813,51.6193,-67.0815,10.2088,4.0089,20.1665,0.5425
83694,,,1000,704.1917,73.5468,,,,,,,,,,,,
84000,,,,,,50,50,2,40.337,1.0784,51.5715,51.8213,-66.8873,13.715,9.0814,23.1115,0.4193
84500,,,,,,50,50,1,41.6735,0.5301,52.9906,52.7254,-68.0153,7.9649,6.7162,28.6258,0.8181
84694,,,1000,750.2146,73.3009,,,,,,,,,,,,
85000,,,,,,50,50,2,42.6488,0.4336,52.7838,52.8279,-68.177,9.099,1.6178,34.6245,0.6324
85000,983.5142,1000.0,,,,,,,,,,,,,,,
85500,,,,,,50,50,1,43.0938,0.5853,52.9995,52.8187,-68.2426,10.1767,6.2467,20.2022,0.5951
85694,,,1000,735.3643,52.0286,,,,,,,,,,,,
86000,,,,,,50,50,1,42.1756,0.353,54.3808,54.5413,-69.1897,7.7328,4.137,23.4782,0.4276
86500,,,,,,50,50,1,43.8035,0.4304,54.3601,54.5733,-69.6769,7.5408,20.4478,66.5493,0.5225
86694,,,1000,759.4635,73.626,,,,,,,,,,,,
87000,,,,,,50,50,1,42.0179,0.588,54.2608,54.2129,-69.2413,9.092,7.2606,69.4193,0.4183
87500,,,,,,50,50,1,46.2693,0.8297,54.0889,54.0388,-69.7715,11.1942,6.2974,31.4597,0.6433
87694,,,1000,818.7272,72.2999,,,,,,,,,,,,
88000,,,,,,50,50,1,46.9084,0.4396,53.9738,54.182,-70.6347,8.0624,1.3903,10.912,0.4048
88500,,,,,,50,50,1,50.6114,0.6975,54.9014,54.949,-70.6552,11.391,1.6383,21.3953,0.5605
88694,,,1000,799.1537,72.2799,,,,,,,,,,,,
89000,,,,,,50,50,1,57.501,0.469,53.6546,53.414,-71.411,6.7898,3.8734,27.3241,0.9287
89494,,,800,659.9461,73.5734,,,,,,,,,,,,
89500,,,,,,50,50,1,51.6072,0.5915,55.4033,55.5682,-71.4371,13.3024,5.8789,63.5125,0.4519
90000,,,,,,50,50,1,64.7852,0.5975,54.9071,54.9912,-72.4443,11.4558,0.6394,8.2707,1.1309
90000,967.2073,1000.0,,,,,,,,,,,,,,,
90494,,,1000,833.2385,52.7187,,,,,,,,,,,,
90500,,,,,,50,50,1,61.3571,0.6326,53.4954,53.8523,-72.7029,7.4731,14.2934,39.9114,0.9109
91000,,,,,,50,50,1,66.1562,0.6119,54.9663,55.1085,-72.6222,6.376,14.0829,65.6145,0.6976
91494,,,1000,828.7338,75.2707,,,,,,,,,,,,
91500,,,,,,50,50,1,61.8609,0.3781,54.7016,54.6911,-73.2266,9.9734,20.1871,14.1888,0.8903
92000,,,,,,50,50,1,69.1778,0.5241,54.7982,54.3482,-73.6073,14.3644,3.7304,24.5521,1.2883
92494,,,1000,816.6196,74.2613,,,,,,,,,,,,
92500,,,,,,50,50,1,70.5374,0.4831,55.2558,55.6209,-74.0486,10.9998,12.7152,56.5786,0.7707
93000,,,,,,50,50,1,81.4665,0.5676,56.412,56.2538,-74.363,11.2889,1.6145,26.6638,0.51
93494,,,1000,843.1041,75.2338,,,,,,,,,,,,
93500,,,,,,50,50,1,71.7529,0.4587,56.6466,56.7879,-74.9594,7.0444,1.5942,32.8912,0.6366
94000,,,,,,50,50,1,77.9427,0.7042,56.9728,57.2755,-75.2503,9.5104,4.313,85.6249,0.7869
94494,,,1000,876.8589,75.8364,,,,,,,,,,,,
94500,,,,,,50,50,1,84.5209,0.5399,57.4568,57.6983,-75.8622,9.2227,21.4253,77.7688,0.5841
95000,,,,,,50,50,1,84.184,0.9406,57.8546,58.1771,-75.3052,11.6167,18.0059,153.1262,0.4871
95000,975.9825,1000.0,,,,,,,,,,,,,,,
95494,,,1000,925.8195,51.6801,,,,,,,,,,,,
95500,,,,,,50,50,1,77.4031,1.0824,59.0182,59.2707,-76.3872,11.7432,15.9562,79.1663,0.8526
96000,,,,,,50,50,1,81.2002,0.9531,59.5453,59.7282,-76.8989,15.9614,2.4842,61.9109,0.9992
96494,,,1000,905.7088,72.4119,,,,,,,,,,,,
96500,,,,,,50,50,1,78.9953,0.64,60.0032,60.0671,-77.7033,8.6408,28.7482,106.7554,0.7523
97000,,,,,,50,50,1,86.9539,0.4608,59.8205,60.2795,-78.1908,9.5566,0.6448,33.2427,0.481
97494,,,1000,899.8446,72.4532,,,,,,,,,,,,
97500,,,,,,50,50,1,88.4269,0.5556,59.797,60.2205,-78.6181,8.4887,0.8959,34.8694,0.6245
98000,,,,,,50,50,1,87.7303,0.5931,60.454,60.3931,-79.1047,11.2822,50.8504,99.5877,0.6737
98494,,,1000,900.2151,72.4431,,,,,,,,,,,,
98500,,,,,,50,50,1,92.6998,0.8945,60.2936,61.2143,-79.1183,18.0367,2.0544,53.3926,0.5925
99000,,,,,,50,50,1,94.3671,0.6095,61.5019,61.842,-80.6514,21.9334,8.7224,122.6028,0.6538
99494,,,1000,930.9544,72.6046,,,,,,,,,,,,
99500,,,,,,50,50,1,91.6248,0.3863,61.1274,60.9741,-81.5178,7.078,2.0396,81.0381,0.574
100000,,,,,,50,50,1,96.1439,0.7166,62.5776,63.2418,-81.1989,10.0977,10.3851,135.062,0.7304
100000,964.325,1000.0,,,,,,,,,,,,,,,
100494,,,1000,910.0765,50.326,,,,,,,,,,,,
100500,,,,,,50,50,1,91.2867,0.6127,61.822,61.9963,-82.1572,8.9896,2.1301,83.0125,0.7141
101000,,,,,,50,49,1,102.7904,0.5152,62.3543,62.6145,-82.674,8.4917,6.9853,160.6126,0.5341
101494,,,1000,904.5089,72.5798,,,,,,,,,,,,
101500,,,,,,50,50,1,93.9459,0.5318,63.1061,63.3184,-83.1427,12.4562,3.7619,95.2638,0.4331
102000,,,,,,50,50,1,95.968,0.6234,62.8898,63.3166,-83.4026,23.8251,11.6043,62.7545,1.0171
102494,,,1000,903.1343,75.0203,,,,,,,,,,,,
102500,,,,,,50,50,1,97.1337,0.5601,63.7677,63.0931,-84.3507,13.952,1.6068,60.1507,0.9225
103000,,,,,,50,49,1,101.944,0.4184,64.1917,64.5865,-84.9303,15.0042,13.5951,26.3866,1.2844
103494,,,1000,959.3028,72.4563,,,,,,,,,,,,
103500,,,,,,50,50,1,98.3061,0.6569,66.2188,66.3407,-85.2776,9.3405,5.1273,138.9227,1.6771
104000,,,,,,50,50,1,98.9059,0.3847,64.8559,65.0198,-85.4426,7.9722,3.5117,20.0181,0.8926
104494,,,1000,905.5481,73.1722,,,,,,,,,,,,
104500,,,,,,50,48,1,107.6441,0.2671,65.9652,65.8715,-86.8585,8.9613,1.7392,19.0499,0.8629
105000,,,,,,50,50,1,96.0799,0.5767,67.0583,67.3816,-86.0632,13.6126,2.4294,57.719,1.024
105000,974.8645,1000.0,,,,,,,,,,,,,,,
105494,,,1000,883.1132,52.0512,,,,,,,,,,,,
105500,,,,,,50,50,1,91.5276,0.4158,66.6235,66.4408,-87.4852,14.6979,28.8205,107.5874,1.0449
106000,,,,,,50,50,1,90.4769,0.2818,67.7268,67.6955,-87.6145,9.7545,2.1408,48.51,0.9946
106494,,,1000,901.4994,72.934,,,,,,,,,,,,
106500,,,,,,50,50,1,85.2528,0.3732,66.5721,66.8923,-87.7974,9.9822,1.7783,86.6068,0.5304
107000,,,,,,50,50,1,94.5445,0.334,67.2048,67.3468,-88.3571,9.3987,20.9761,94.1327,0.3964
107494,,,1000,904.4786,73.0205,,,,,,,,,,,,
107500,,,,,,50,50,1,89.0704,0.5991,68.1236,68.3777,-87.6345,15.5747,16.6254,38.3072,1.0241
108000,,,,,,50,50,1,85.2154,0.4752,68.9926,69.1474,-88.6038,13.6439,45.0466,142.4658,0.3188
108494,,,1000,911.8703,72.5978,,,,,,,,,,,,
108500,,,,,,50,50,1,98.9303,0.344,68.1683,68.1359,-89.4891,8.6005,1.5695,59.3649,0.9062
109000,,,,,,50,49,1,120.0197,0.4935,66.821,67.2249,-89.9477,14.3821,1.2266,78.926,1.2468
109494,,,1000,906.9027,72.433,,,,,,,,,,,,
109500,,,,,,50,49,1,110.5022,0.575,68.223,67.7769,-90.5612,17.1572,3.6913,79.5147,0.7492
110000,,,,,,50,49,1,118.8762,0.525,69.0688,69.6259,-90.5274,11.8577,1.3548,56.2179,0.7683
110000,994.1291,1000.0,,,,,,,,,,,,,,,
110494,,,1000,918.8193,53.2238,,,,,,,,,,,,
110500,,,,,,50,50,1,94.7834,0.4324,69.7994,70.3766,-91.2341,11.1196,2.5626,42.6263,0.5244
111000,,,,,,50,49,1,103.8812,0.8971,70.177,70.3896,-90.9928,10.9301,8.6268,86.0518,1.153
111494,,,1000,893.2558,72.4249,,,,,,,,,,,,
111500,,,,,,50,50,1,93.999,0.3831,71.5054,71.194,-92.4781,9.6005,3.5003,151.8281,0.5865
112000,,,,,,50,49,1,106.4438,0.6853,71.0395,71.2526,-91.7259,11.6251,9.3826,121.0832,0.6936
112494,,,1000,897.9913,72.5283,,,,,,,,,,,,
112500,,,,,,50,49,1,102.8709,0.518,70.7372,70.8377,-92.72,10.4263,2.7255,107.2863,1.1398
113000,,,,,,50,50,1,98.4792,0.7104,70.8616,71.241,-92.7437,9.1707,4.7549,30.8674,0.5481
113494,,,1000,906.3411,72.2547,,,,,,,,,,,,
113500,,,,,,50,49,1,106.5413,0.4525,71.5395,71.0576,-93.9561,7.1568,2.205,113.2081,1.502
114000,,,,,,50,50,1,94.0302,0.6646,73.6093,73.5324,-93.846,10.0707,15.6472,87.0618,0.8766
114494,,,1000,884.4478,76.0383,,,,,,,,,,,,
114500,,,,,,50,49,1,104.7431,0.3678,69.2579,69.4162,-94.1271,8.3411,10.2228,28.5097,1.7104
115000,,,,,,50,49,1,114.7712,0.9722,70.8687,71.1244,-94.0491,11.0326,4.2898,85.0167,0.9539
115000,972.5475,1000.0,,,,,,,,,,,,,,,
115494,,,1000,921.7005,53.1169,,,,,,,,,,,,
115500,,,,,,50,49,1,104.0087,0.7877,72.0467,71.7925,-94.6794,11.7495,2.6086,74.6114,1.1814
116000,,,,,,50,49,1,101.2407,0.6616,73.3611,73.47,-94.9753,11.1593,1.2889,58.061,1.4032
116494,,,1000,884.2708,72.4857,,,,,,,,,,,,
116500,,,,,,50,50,1,91.6429,0.5376,72.1388,72.1077,-95.2976,8.6749,12.2975,29.0007,1.1134
117000,,,,,,50,49,1,102.1143,0.5478,70.9617,70.7338,-94.7805,12.6001,1.2514,136.2375,2.854
117494,,,1000,951.9946,74.4026,,,,,,,,,,,,
117500,,,,,,50,50,1,98.8446,0.4062,73.4165,73.3747,-95.7415,6.447,14.5276,45.3534,0.7968
118000,,,,,,50,50,1,84.6781,0.399,73.6932,73.942,-96.0183,7.2654,0.5369,32.8458,0.7741
118494,,,1000,911.0556,72.933,,,,,,,,,,,,
118500,,,,,,50,49,1,100.7922,0.5006,72.7629,72.7142,-96.2147,8.3229,26.5817,285.9582,1.3394
119000,,,,,,50,49,1,109.3229,0.7178,72.6912,72.6208,-96.8414,13.5396,3.6085,194.0333,0.8887
119494,,,1000,896.3019,73.0199,,,,,,,,,,,,
119500,,,,,,50,49,1,104.8052,0.5417,74.3391,74.4547,-96.8026,8.0755,1.4092,96.8151,0.652
120000,,,,,,50,49,1,105.8978,0.352,74.2188,74.3056,-97.5574,4.8453,1.927,37.4997,0.7826
120000,958.2985,1000.0,,,,,,,,,,,,,,,
120494,,,1000,957.9038,52.824,,,,,,,,,,,,
