env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
211000,,,,,,50,50,1,45.5149,0.0002,68.0649,68.0514,-96.29,0.4431,0.0626,4.1149,0.3671
211494,,,1000,971.2819,73.0455,,,,,,,,,,,,
211500,,,,,,50,50,1,45.1021,0.0006,67.9567,67.8727,-96.3292,0.8636,0.0746,1.6976,0.2643
212000,,,,,,50,50,1,41.3227,0.0004,67.7874,67.8638,-96.2872,0.7247,0.0651,0.6168,0.2416
212494,,,1000,947.9671,72.3222,,,,,,,,,,,,
212500,,,,,,50,50,1,44.8191,0.0029,67.7098,67.5113,-96.2811,1.9236,0.0676,0.3989,0.1924
213000,,,,,,50,50,1,44.0965,0.0,67.8623,67.8647,-96.2818,0.0568,0.0625,2.8445,0.2903
213494,,,1000,933.8922,72.8891,,,,,,,,,,,,
213500,,,,,,50,50,1,45.2146,0.0001,67.6088,67.621,-96.2578,0.3699,0.0642,0.5573,0.3275
214000,,,,,,50,50,1,43.4911,0.0005,67.5927,67.5154,-96.2667,0.7264,0.0706,2.4789,0.2467
214494,,,1000,951.9772,72.0246,,,,,,,,,,,,
214500,,,,,,50,50,1,41.4536,0.0,67.5556,67.5458,-96.2425,0.1043,0.0619,0.767,0.2656
215000,,,,,,50,50,1,42.9251,0.0,67.457,67.4728,-96.2317,0.1596,0.0522,1.6442,0.198
215000,989.4519,1000.0,,,,,,,,,,,,,,,
215494,,,1000,961.7857,52.2947,,,,,,,,,,,,
215500,,,,,,50,50,1,43.486,0.0,67.6203,67.6201,-96.2253,0.103,0.0674,1.5717,0.3167
216000,,,,,,50,50,1,44.0622,0.0,67.5323,67.5313,-96.2185,0.1625,0.0586,2.3272,0.1805
216494,,,1000,956.5009,71.976,,,,,,,,,,,,
216500,,,,,,50,50,1,40.8087,0.0,67.479,67.499,-96.1976,0.1862,0.0639,0.3543,0.2097
217000,,,,,,50,50,1,41.8725,0.0004,67.4044,67.468,-96.1561,0.6179,0.0648,3.3349,0.253
217494,,,1000,957.2206,74.0002,,,,,,,,,,,,
217500,,,,,,50,50,1,44.4785,0.0002,67.3758,67.3345,-96.1915,0.4874,0.0715,2.3126,0.3291
218000,,,,,,50,50,1,44.7242,0.0,67.3721,67.3766,-96.1697,0.0638,0.0607,0.743,0.2894
218494,,,1000,952.3393,72.3484,,,,,,,,,,,,
218500,,,,,,50,50,1,42.4707,0.0005,67.5109,67.4863,-96.1371,0.7663,0.06,1.684,0.3071
219000,,,,,,50,50,1,42.854,0.0001,67.2651,67.2833,-96.1603,0.1998,0.0619,0.9278,0.2403
219494,,,1000,946.2472,71.9678,,,,,,,,,,,,
219500,,,,,,50,50,1,44.5221,0.0001,67.1433,67.1613,-96.1384,0.2779,0.0555,1.0047,0.2666
220000,,,,,,50,50,1,39.5963,0.0017,67.1616,67.0154,-96.1175,1.5135,0.0682,1.7381,0.1699
220000,983.8855,1000.0,,,,,,,,,,,,,,,
220494,,,1000,964.4373,52.3738,,,,,,,,,,,,
220500,,,,,,50,50,1,43.1291,0.0003,67.1065,67.0251,-96.166,0.6105,0.0638,3.8232,0.2446
221000,,,,,,50,50,1,39.9847,0.0,67.4096,67.4153,-96.0825,0.0734,0.0679,5.1488,0.2643
221494,,,1000,936.9253,72.0577,,,,,,,,,,,,
221500,,,,,,50,50,1,43.4531,0.0002,67.2647,67.2268,-96.1337,0.3892,0.0567,1.0742,0.204
222000,,,,,,50,50,1,42.683,0.0004,67.1689,67.2409,-96.0528,0.6152,0.0695,3.6607,0.2374
222494,,,1000,963.6415,73.1398,,,,,,,,,,,,
222500,,,,,,50,50,1,42.1087,0.0,67.166,67.1592,-96.063,0.1861,0.0496,2.5748,0.2779
223000,,,,,,50,50,1,43.4437,0.0003,67.1489,67.0702,-96.0696,0.646,0.0536,1.5942,0.3861
223494,,,1000,958.0901,75.5188,,,,,,,,,,,,
223500,,,,,,50,50,1,43.605,0.0002,67.0883,67.0885,-96.1349,0.4527,0.0652,6.4233,0.2356
224000,,,,,,50,50,1,41.8987,0.0001,67.0843,67.1003,-96.0771,0.286,0.0671,0.5596,0.2755
224494,,,1000,956.4586,73.0277,,,,,,,,,,,,
224500,,,,,,50,50,1,40.9423,0.0,67.4507,67.4479,-96.0639,0.0447,0.0644,1.4254,0.2464
225000,,,,,,50,50,1,41.5222,0.0002,67.3066,67.33,-95.957,0.4018,0.0687,7.1628,0.4434
225000,986.0247,1000.0,,,,,,,,,,,,,,,
225494,,,1000,950.1011,52.2599,,,,,,,,,,,,
225500,,,,,,50,50,1,40.3138,0.0001,67.2661,67.3032,-96.0581,0.4072,0.0595,2.2535,0.2676
226000,,,,,,50,50,1,40.3658,0.0001,67.2101,67.2352,-96.0048,0.3669,0.0582,4.0116,0.2102
226494,,,1000,941.8852,71.9628,,,,,,,,,,,,
226500,,,,,,50,50,1,40.509,0.0007,67.171,67.0676,-96.0701,0.8478,0.065,1.5778,0.157
227000,,,,,,50,50,1,40.0607,0.0,67.1503,67.151,-96.0353,0.0768,0.0535,0.2359,0.3032
227494,,,1000,940.1239,71.6044,,,,,,,,,,,,
227500,,,,,,50,50,1,39.1707,0.0004,67.0798,67.0004,-96.035,0.6337,0.0548,0.6814,0.2592
228000,,,,,,50,50,1,41.9456,0.0,67.2685,67.2651,-96.0177,0.0834,0.0618,1.5595,0.2437
228494,,,1000,945.3296,71.9384,,,,,,,,,,,,
228500,,,,,,50,50,1,40.0456,0.0002,67.149,67.1143,-95.9822,0.4518,0.0601,3.1426,0.2874
229000,,,,,,50,50,1,38.9301,0.0001,67.1461,67.1721,-95.984,0.3623,0.0671,0.9081,0.3319
229494,,,1000,939.2121,71.9103,,,,,,,,,,,,
229500,,,,,,50,50,1,39.3978,0.0,67.2015,67.1988,-95.979,0.0426,0.0583,1.4662,0.3844
230000,,,,,,50,50,1,40.3699,0.0001,67.0831,67.093,-95.9937,0.3598,0.0543,1.4094,0.3132
230000,989.0022,1000.0,,,,,,,,,,,,,,,
230494,,,1000,962.6445,52.0773,,,,,,,,,,,,
230500,,,,,,50,50,1,41.5886,0.0,67.1214,67.1252,-95.9903,0.1454,0.0578,2.9132,0.2184
231000,,,,,,50,50,1,41.4226,0.0001,67.1225,67.1176,-96.0206,0.2207,0.0608,6.4511,0.2058
231494,,,1000,944.8273,71.7181,,,,,,,,,,,,
231500,,,,,,50,50,1,40.8353,0.0038,67.2659,67.2149,-95.9331,1.861,0.0415,1.9566,0.2684
232000,,,,,,50,50,1,42.8092,0.0,67.36,67.363,-95.9385,0.1005,0.0511,0.7217,0.2785
232494,,,1000,931.3862,71.5628,,,,,,,,,,,,
232500,,,,,,50,50,1,42.5582,0.0003,67.3541,67.3097,-95.9551,0.6265,0.0518,2.7372,0.2394
233000,,,,,,50,50,1,40.2508,0.0009,67.3471,67.2925,-95.9843,1.0676,0.0503,3.5559,0.1752
233494,,,1000,934.828,72.1368,,,,,,,,,,,,
233500,,,,,,50,50,1,37.8114,0.0,67.8478,67.8539,-95.9378,0.0796,0.0542,1.5057,0.2838
234000,,,,,,50,50,1,40.5249,0.0,67.5247,67.5165,-95.9138,0.0562,0.0567,1.3524,0.2175
234494,,,1000,936.0513,72.0141,,,,,,,,,,,,
234500,,,,,,50,50,1,39.4056,0.0001,67.5077,67.5037,-95.9259,0.2715,0.0495,0.6776,0.174
235000,,,,,,50,50,1,40.2724,0.0001,67.4315,67.4316,-95.8702,0.2533,0.0502,3.9095,0.2277
235000,992.6251,1000.0,,,,,,,,,,,,,,,
235494,,,1000,947.9175,52.2764,,,,,,,,,,,,
235500,,,,,,50,50,1,40.2669,0.0006,67.3581,67.4244,-95.9178,0.8988,0.0466,1.9292,0.2283
236000,,,,,,50,50,1,40.7199,0.0002,67.3611,67.3034,-95.8957,0.4356,0.0495,1.6558,0.2666
236494,,,1000,964.9988,72.4544,,,,,,,,,,,,
236500,,,,,,50,50,1,39.798,0.0002,67.3746,67.3514,-95.8767,0.457,0.0557,1.0006,0.2122
237000,,,,,,50,50,1,39.5364,0.0018,67.3595,67.4913,-95.8872,1.363,0.0387,0.442,0.1941
237494,,,1000,947.6036,72.4412,,,,,,,,,,,,
237500,,,,,,50,50,1,39.5334,0.0,67.8364,67.8375,-95.9111,0.0408,0.0594,2.3847,0.1914
238000,,,,,,50,50,1,41.4277,0.0001,67.5724,67.5341,-95.9195,0.2821,0.0429,3.5129,0.2475
238494,,,1000,942.1288,73.5696,,,,,,,,,,,,
238500,,,,,,50,50,1,38.3468,0.0004,67.498,67.5484,-95.8539,0.6942,0.0509,2.1436,0.2996
239000,,,,,,50,50,1,37.6501,0.0002,67.5262,67.4802,-95.8594,0.4437,0.0478,2.1714,0.2253
239494,,,1000,939.4113,71.8604,,,,,,,,,,,,
239500,,,,,,50,50,1,38.5568,0.0,67.6209,67.6183,-95.842,0.0528,0.0468,0.8203,0.1804
240000,,,,,,50,50,1,38.8445,0.0002,67.5444,67.575,-95.7647,0.3951,0.051,6.2081,0.2519
240000,981.9546,1000.0,,,,,,,,,,,,,,,
240494,,,1000,959.6019,52.6466,,,,,,,,,,,,
240500,,,,,,50,50,1,37.5252,0.0001,67.7409,67.7227,-95.8355,0.2809,0.0459,1.2823,0.3522
241000,,,,,,50,50,1,41.0042,0.0001,67.721,67.7403,-95.8369,0.1999,0.0433,0.4084,0.2805
241494,,,1000,933.7648,71.8346,,,,,,,,,,,,
241500,,,,,,50,50,1,39.9628,0.0005,67.6847,67.7933,-95.7638,0.744,0.0436,6.1681,0.2358
242000,,,,,,50,50,1,40.1913,0.0001,67.6879,67.7118,-95.8231,0.2122,0.038,1.3791,0.2251
242494,,,1000,941.5098,72.2533,,,,,,,,,,,,
242500,,,,,,50,50,1,38.0668,0.0,68.2211,68.2173,-95.8284,0.0472,0.0468,1.7297,0.3551
243000,,,,,,50,50,1,37.9804,0.0,68.0521,68.0648,-95.7774,0.1961,0.0494,2.0344,0.2906
243494,,,1000,921.7113,75.3857,,,,,,,,,,,,
243500,,,,,,50,50,1,40.6465,0.0002,68.0443,68.0706,-95.8233,0.3877,0.0433,1.6539,0.2591
244000,,,,,,50,50,1,39.0583,0.0003,68.0544,68.0356,-95.8109,0.551,0.0449,1.3218,0.2241
244494,,,1000,946.351,75.1555,,,,,,,,,,,,
244500,,,,,,50,50,1,38.4511,0.0,68.023,68.0285,-95.7948,0.2092,0.0404,1.5553,0.1464
245000,,,,,,50,50,1,37.147,0.0001,68.1146,68.1107,-95.8125,0.2014,0.0416,3.5847,0.2136
245000,980.2184,1000.0,,,,,,,,,,,,,,,
245494,,,1000,943.422,53.8565,,,,,,,,,,,,
245500,,,,,,50,50,1,37.4083,0.0001,68.0863,68.1241,-95.7256,0.3142,0.0382,3.5022,0.2823
246000,,,,,,50,50,1,37.3907,0.0,68.7238,68.7275,-95.7475,0.0676,0.044,1.6514,0.1865
246494,,,1000,946.9016,74.7127,,,,,,,,,,,,
246500,,,,,,50,50,1,39.6798,0.0,68.4445,68.447,-95.7187,0.0569,0.034,1.413,0.1822
247000,,,,,,50,50,1,38.6548,0.0001,68.3542,68.3974,-95.7712,0.4163,0.0427,3.1545,0.1923
247494,,,1000,949.1754,72.2484,,,,,,,,,,,,
247500,,,,,,50,50,1,37.6487,0.0002,68.3234,68.3282,-95.7347,0.4886,0.0423,0.7298,0.3812
248000,,,,,,50,50,1,38.4535,0.0001,68.3019,68.2629,-95.7178,0.2795,0.0453,0.7469,0.2613
248494,,,1000,941.8711,71.5272,,,,,,,,,,,,
248500,,,,,,50,50,1,39.1066,0.0004,68.4024,68.3284,-95.7229,0.6614,0.0458,1.1794,0.2839
249000,,,,,,50,50,1,36.2243,0.0,68.5193,68.5392,-95.7238,0.2154,0.0366,1.4437,0.2563
249494,,,1000,955.314,71.7753,,,,,,,,,,,,
249500,,,,,,50,50,1,37.8986,0.0001,68.4288,68.4302,-95.6589,0.3484,0.0535,4.9002,0.2259
250000,,,,,,50,50,1,36.8353,0.0007,68.4293,68.4394,-95.6694,0.7906,0.0462,1.8047,0.4051
250000,991.5941,1000.0,,,,,,,,,,,,,,,
250494,,,1000,939.6634,53.0368,,,,,,,,,,,,
250500,,,,,,50,50,1,37.3308,0.0,68.7652,68.7647,-95.671,0.0303,0.0459,0.6054,0.2879
251000,,,,,,50,50,1,37.2434,0.0005,68.6295,68.6065,-95.5973,0.6769,0.0433,5.799,0.2952
251494,,,1000,953.2258,71.7627,,,,,,,,,,,,
251500,,,,,,50,50,1,38.9946,0.0005,68.6822,68.7159,-95.6501,0.6724,0.0443,0.4114,0.1992
252000,,,,,,50,50,1,37.1557,0.0001,68.7073,68.7232,-95.6598,0.2629,0.038,0.4828,0.2262
252494,,,1000,934.8931,71.7565,,,,,,,,,,,,
252500,,,,,,50,50,1,37.1523,0.0001,68.6976,68.7179,-95.6737,0.2975,0.0486,2.7591,0.2972
253000,,,,,,50,50,1,34.3788,0.0,69.3321,69.331,-95.6574,0.0233,0.0372,3.1625,0.3199
253494,,,1000,933.0962,72.5667,,,,,,,,,,,,
253500,,,,,,50,50,1,35.4771,0.0004,69.1327,69.1822,-95.5992,0.6628,0.0398,3.2386,0.2154
254000,,,,,,50,50,1,35.4625,0.0,69.142,69.1342,-95.6179,0.1468,0.041,0.8068,0.1946
254494,,,1000,926.2332,73.4401,,,,,,,,,,,,
254500,,,,,,50,50,1,37.8325,0.0001,69.0871,69.1116,-95.6038,0.3232,0.0433,0.326,0.2214
255000,,,,,,50,50,1,35.1359,0.0003,69.1271,69.069,-95.5808,0.5343,0.0405,2.0711,0.1711
255000,988.9333,1000.0,,,,,,,,,,,,,,,
255494,,,1000,945.9497,52.2362,,,,,,,,,,,,
255500,,,,,,50,50,1,37.6585,0.0008,69.1622,69.0957,-95.569,0.8458,0.0401,0.7928,0.3041
256000,,,,,,50,50,1,36.0167,0.0003,69.2964,69.3293,-95.5916,0.6004,0.0355,1.2458,0.1746
256494,,,1000,945.4771,72.7851,,,,,,,,,,,,
256500,,,,,,50,50,1,34.395,0.0002,69.2568,69.2919,-95.577,0.4983,0.0354,1.4268,0.1471
257000,,,,,,50,50,1,33.8802,0.0003,69.2871,69.2741,-95.5561,0.52,0.0318,0.4347,0.2653
257494,,,1000,944.3925,71.7624,,,,,,,,,,,,
257500,,,,,,50,50,1,35.6869,0.0,69.6032,69.6026,-95.5449,0.0293,0.0338,1.1372,0.271
258000,,,,,,50,50,1,36.763,0.0001,69.4966,69.5066,-95.53,0.3334,0.0326,0.8284,0.2023
258494,,,1000,948.0029,72.4016,,,,,,,,,,,,
258500,,,,,,50,50,1,35.7151,0.0003,69.535,69.5828,-95.482,0.5884,0.0414,4.0019,0.2144
259000,,,,,,50,50,1,34.9525,0.0002,69.5021,69.5506,-95.5222,0.4307,0.0385,0.6211,0.243
259494,,,1000,942.0621,71.7338,,,,,,,,,,,,
259500,,,,,,50,50,1,36.7035,0.0002,69.6329,69.6238,-95.5049,0.3931,0.0301,0.6368,0.2708
260000,,,,,,50,50,1,35.6999,0.0001,69.6444,69.681,-95.5129,0.3044,0.0351,0.2562,0.3223
260000,992.9558,1000.0,,,,,,,,,,,,,,,
260494,,,1000,948.6812,52.0001,,,,,,,,,,,,
260500,,,,,,50,50,1,33.7011,0.0,70.0837,70.0832,-95.4994,0.0376,0.0319,0.4681,0.2015
261000,,,,,,50,50,1,33.7951,0.0007,69.8077,69.8446,-95.4692,0.8047,0.0355,0.7222,0.1024
261494,,,1000,935.7936,71.7019,,,,,,,,,,,,
261500,,,,,,50,50,1,35.2043,0.0002,69.8633,69.9171,-95.4678,0.4502,0.032,1.0108,0.2281
262000,,,,,,50,50,1,36.2956,0.0005,69.9217,69.9001,-95.4702,0.681,0.0317,0.4398,0.3181
262494,,,1000,964.3513,73.9217,,,,,,,,,,,,
262500,,,,,,50,50,1,35.6964,0.0,70.2569,70.2561,-95.4403,0.0377,0.0387,2.0429,0.2076
263000,,,,,,50,50,1,34.8939,0.0004,70.0669,70.0063,-95.4504,0.6251,0.044,0.73,0.3577
263494,,,1000,943.9474,74.9441,,,,,,,,,,,,
263500,,,,,,50,50,1,33.8058,0.0001,70.0415,70.0516,-95.4365,0.2135,0.0315,0.4486,0.2581
264000,,,,,,50,50,1,36.0899,0.0009,70.0962,70.02,-95.4407,0.992,0.0374,0.3699,0.2188
264494,,,1000,949.7435,74.1869,,,,,,,,,,,,
264500,,,,,,50,50,1,35.7725,0.0003,70.1252,70.0665,-95.4347,0.6119,0.0312,0.1647,0.3145
265000,,,,,,50,50,1,35.9372,0.0005,70.2673,70.1606,-95.4258,0.7149,0.033,1.832,0.2367
265000,994.8496,1000.0,,,,,,,,,,,,,,,
265494,,,1000,928.2344,51.9521,,,,,,,,,,,,
265500,,,,,,50,50,1,34.7613,0.0002,70.2507,70.2858,-95.4353,0.3768,0.0372,1.5297,0.3061
266000,,,,,,50,50,1,34.5626,0.0003,70.289,70.2697,-95.4176,0.4941,0.0356,0.9453,0.2098
266494,,,1000,938.0006,71.8713,,,,,,,,,,,,
266500,,,,,,50,50,1,35.9448,0.0002,70.4149,70.4188,-95.3707,0.3647,0.0314,2.4893,0.1658
267000,,,,,,50,50,1,33.9566,0.0003,70.3349,70.3437,-95.3501,0.4865,0.0445,3.4829,0.2758
267494,,,1000,942.4476,71.9126,,,,,,,,,,,,
267500,,,,,,50,50,1,34.5797,0.0004,70.3796,70.2958,-95.3905,0.6231,0.0375,1.3213,0.2468
268000,,,,,,50,50,1,35.1852,0.0,70.7447,70.7439,-95.3893,0.0341,0.0415,0.2893,0.312
268494,,,1000,949.4631,72.115,,,,,,,,,,,,
268500,,,,,,50,50,1,33.3971,0.0001,70.665,70.6476,-95.3814,0.3045,0.0357,1.1614,0.1123
269000,,,,,,50,50,1,34.1358,0.0007,70.7241,70.6099,-95.3851,0.8774,0.0356,0.6499,0.236
269494,,,1000,953.9767,71.8815,,,,,,,,,,,,
269500,,,,,,50,50,1,34.3894,0.0001,70.6754,70.7032,-95.3472,0.297,0.0349,0.3096,0.2431
270000,,,,,,50,50,1,33.6706,0.0001,70.7291,70.7392,-95.2956,0.2756,0.0291,3.847,0.2933
270000,987.1858,1000.0,,,,,,,,,,,,,,,
270494,,,1000,937.1485,51.2874,,,,,,,,,,,,
270500,,,,,,50,50,1,35.2183,0.0001,70.8383,70.8501,-95.3581,0.3382,0.0368,0.4116,0.1891
271000,,,,,,50,50,1,33.5866,0.0002,70.8687,70.8392,-95.3631,0.3666,0.0326,1.831,0.2098
271494,,,1000,923.2924,71.8679,,,,,,,,,,,,
271500,,,,,,50,50,1,35.0171,0.0002,70.8143,70.8257,-95.3527,0.354,0.0488,1.6521,0.1431
272000,,,,,,50,50,1,33.7054,0.0,71.3219,71.3215,-95.3323,0.0428,0.034,0.4452,0.181
272494,,,1000,937.498,71.3371,,,,,,,,,,,,
272500,,,,,,50,50,1,34.5364,0.0,71.0261,71.0316,-95.3139,0.0698,0.03,0.492,0.2962
273000,,,,,,50,50,1,32.8542,0.0009,71.0002,70.9089,-95.3197,0.979,0.0326,0.7354,0.1906
273494,,,1000,953.5815,72.0882,,,,,,,,,,,,
273500,,,,,,50,50,1,32.9799,0.0001,70.9598,70.9604,-95.2993,0.2671,0.0465,1.7726,0.207
274000,,,,,,50,50,1,35.1878,0.0002,70.983,71.0301,-95.3116,0.3505,0.034,1.8383,0.1855
274494,,,1000,921.6227,71.9446,,,,,,,,,,,,
274500,,,,,,50,50,1,33.6618,0.0001,71.135,71.1757,-95.3078,0.2288,0.0309,3.0195,0.2247
275000,,,,,,50,50,1,34.1342,0.0001,71.1018,71.0987,-95.3053,0.2203,0.0356,1.8818,0.2171
275000,988.9757,1000.0,,,,,,,,,,,,,,,
275494,,,1000,946.4208,52.7006,,,,,,,,,,,,
275500,,,,,,50,50,1,33.1387,0.0002,71.1101,71.1278,-95.2784,0.4215,0.0359,0.1895,0.1756
276000,,,,,,50,50,1,35.8947,0.0,71.2745,71.2691,-95.2933,0.0679,0.0299,3.0392,0.3102
276494,,,1000,953.8926,71.4845,,,,,,,,,,,,
276500,,,,,,50,50,1,34.0301,0.0003,71.2477,71.2736,-95.2599,0.5251,0.0353,0.5342,0.1838
277000,,,,,,50,50,1,32.7158,0.0001,71.2552,71.2432,-95.2862,0.3117,0.0322,3.1135,0.238
277494,,,1000,936.9973,72.3575,,,,,,,,,,,,
277500,,,,,,50,50,1,33.261,0.0,71.5887,71.5888,-95.2631,0.0269,0.0415,1.1686,0.154
278000,,,,,,50,50,1,31.9629,0.0001,71.4275,71.421,-95.2551,0.3049,0.0347,3.1448,0.2945
278494,,,1000,949.1863,70.7682,,,,,,,,,,,,
278500,,,,,,50,50,1,32.0272,0.0009,71.3754,71.4886,-95.2084,0.9686,0.0388,2.6698,0.2341
279000,,,,,,50,50,1,34.3366,0.0,71.4599,71.4608,-95.214,0.1569,0.0324,0.4725,0.267
279494,,,1000,944.2531,65.7026,,,,,,,,,,,,
279500,,,,,,50,50,1,32.7686,0.0,71.5863,71.5829,-95.2799,0.0592,0.0321,4.7244,0.2243
280000,,,,,,50,50,1,32.7084,0.0002,71.547,71.5656,-95.211,0.3516,0.0338,0.8077,0.2096
280000,991.1564,1000.0,,,,,,,,,,,,,,,
280494,,,1000,950.3387,48.3851,,,,,,,,,,,,
280500,,,,,,50,50,1,32.0433,0.0,71.7469,71.749,-95.1926,0.033,0.0398,1.6317,0.3021
281000,,,,,,50,50,1,31.3528,0.0002,71.6415,71.603,-95.1785,0.3375,0.0334,1.5814,0.23
281494,,,1000,950.8087,71.2928,,,,,,,,,,,,
281500,,,,,,50,50,1,34.1304,0.0003,71.6892,71.6091,-95.177,0.4547,0.0389,1.6147,0.2304
282000,,,,,,50,50,1,32.1447,0.0,71.7692,71.7637,-95.235,0.1354,0.0379,4.4704,0.3449
282494,,,1000,935.9113,73.3056,,,,,,,,,,,,
282500,,,,,,50,50,1,32.0192,0.0004,71.778,71.8933,-95.1874,0.6539,0.0305,1.572,0.3028
283000,,,,,,50,50,1,32.5213,0.0002,71.7875,71.8165,-95.194,0.3458,0.0339,0.347,0.1755
283494,,,1000,943.233,74.2303,,,,,,,,,,,,
283500,,,,,,50,50,1,32.3876,0.0,71.8996,71.9033,-95.1694,0.0639,0.0379,0.7319,0.279
284000,,,,,,50,50,1,33.2234,0.0,71.8676,71.8821,-95.185,0.1699,0.0282,1.2165,0.1938
284494,,,1000,923.7875,74.8969,,,,,,,,,,,,
284500,,,,,,50,50,1,32.1411,0.0,72.1327,72.1356,-95.1885,0.0313,0.0308,1.8264,0.1923
285000,,,,,,50,50,1,30.1355,0.0002,72.0091,71.9973,-95.1595,0.4163,0.0319,0.2393,0.1709
285000,983.9053,1000.0,,,,,,,,,,,,,,,
285494,,,1000,959.0763,52.8687,,,,,,,,,,,,
285500,,,,,,50,50,1,31.5601,0.0,72.0509,72.0453,-95.1913,0.1478,0.0422,2.4855,0.2259
286000,,,,,,50,50,1,31.9707,0.0011,72.0133,72.1762,-95.1599,0.8985,0.0359,0.7702,0.1897
286494,,,1000,948.7899,72.3007,,,,,,,,,,,,
286500,,,,,,50,50,1,32.9887,0.0,72.1034,72.0911,-95.1408,0.1266,0.0356,1.4042,0.2091
287000,,,,,,50,50,1,32.6821,0.0,72.1046,72.1118,-95.1435,0.1115,0.0264,1.0325,0.249
287494,,,1000,946.8421,72.7295,,,,,,,,,,,,
287500,,,,,,50,50,1,33.4974,0.0008,72.1395,72.2269,-95.1383,0.8962,0.0383,1.5543,0.1475
288000,,,,,,50,50,1,31.8724,0.0002,72.2426,72.1987,-95.1174,0.4279,0.0428,2.9324,0.202
288494,,,1000,936.099,73.0216,,,,,,,,,,,,
288500,,,,,,50,50,1,30.6468,0.0,72.7535,72.7553,-95.1495,0.0195,0.0357,1.5159,0.1594
289000,,,,,,50,50,1,32.4103,0.0004,72.5492,72.648,-95.1385,0.5678,0.0382,0.4074,0.1169
289494,,,1000,945.0572,71.7599,,,,,,,,,,,,
289500,,,,,,50,50,1,31.9449,0.0006,72.5679,72.6401,-95.1142,0.7317,0.0335,2.6654,0.1825
290000,,,,,,50,50,1,30.6562,0.0002,72.5918,72.6262,-95.1319,0.3152,0.0295,0.472,0.2003
290000,985.8298,1000.0,,,,,,,,,,,,,,,
290494,,,1000,940.6146,52.8465,,,,,,,,,,,,
290500,,,,,,50,50,1,32.2548,0.0001,72.5854,72.5721,-95.1758,0.2282,0.0335,4.7867,0.095
291000,,,,,,50,50,1,32.76,0.0,73.0029,73.003,-95.1135,0.0254,0.0346,0.8268,0.3841
291494,,,1000,953.413,71.4737,,,,,,,,,,,,
291500,,,,,,50,50,1,29.575,0.0002,72.7682,72.8322,-95.0883,0.3909,0.0405,1.7871,0.4069
292000,,,,,,50,50,1,30.993,0.0002,72.7734,72.8179,-95.1027,0.3962,0.0361,0.7717,0.2579
292494,,,1000,938.8164,71.2496,,,,,,,,,,,,
292500,,,,,,50,50,1,32.3432,0.0001,72.8003,72.8009,-95.0702,0.2316,0.0339,2.5745,0.3071
293000,,,,,,50,50,1,31.6073,0.0001,72.8134,72.831,-95.108,0.3383,0.0324,1.4298,0.247
293494,,,1000,940.4862,71.6904,,,,,,,,,,,,
293500,,,,,,50,50,1,30.7603,0.0,73.1437,73.1444,-95.0551,0.0243,0.0436,4.4609,0.2134
294000,,,,,,50,50,1,29.9659,0.0003,73.0239,72.9954,-95.0724,0.4192,0.032,3.0655,0.2569
294494,,,1000,947.9981,71.5611,,,,,,,,,,,,
294500,,,,,,50,50,1,29.5437,0.0,73.068,73.0621,-95.0789,0.1685,0.0411,0.8098,0.2653
295000,,,,,,50,50,1,30.9243,0.0007,73.0338,73.1615,-95.0505,0.8439,0.035,3.3783,0.1608
295000,986.9018,1000.0,,,,,,,,,,,,,,,
295494,,,1000,934.3305,51.4914,,,,,,,,,,,,
295500,,,,,,50,50,1,29.6952,0.0002,73.0528,73.006,-95.0479,0.3464,0.0364,2.8531,0.2807
296000,,,,,,50,50,1,28.611,0.0,73.4864,73.4864,-95.0465,0.0212,0.0408,3.0887,0.1278
296494,,,1000,936.586,70.9991,,,,,,,,,,,,
296500,,,,,,50,50,1,29.3202,0.0005,73.3035,73.3705,-95.0916,0.5576,0.0311,2.7805,0.2906
297000,,,,,,50,50,1,29.936,0.0001,73.2733,73.281,-95.0382,0.2189,0.0347,2.5991,0.0838
297494,,,1000,956.5023,71.5431,,,,,,,,,,,,
297500,,,,,,50,50,1,29.6642,0.0004,73.2796,73.2533,-95.0872,0.5266,0.038,2.5822,0.2027
298000,,,,,,50,50,1,30.4908,0.0,73.1956,73.1731,-95.0547,0.1543,0.0348,1.6006,0.2403
298494,,,1000,952.9828,71.8383,,,,,,,,,,,,
298500,,,,,,50,50,1,30.2275,0.0001,73.2238,73.1963,-95.055,0.2366,0.0351,0.7261,0.426
299000,,,,,,50,50,1,29.5032,0.0002,73.3073,73.2704,-95.0504,0.4106,0.0338,0.8488,0.2833
299494,,,1000,953.184,71.6855,,,,,,,,,,,,
299500,,,,,,50,50,1,31.2613,0.0002,73.3197,73.2781,-95.063,0.4016,0.0315,0.5277,0.2163
300000,,,,,,50,50,1,29.225,0.0,73.5733,73.5722,-95.0359,0.0327,0.0323,1.2846,0.2351
300000,988.5582,1000.0,,,,,,,,,,,,,,,
300494,,,1000,957.3751,52.3149,,,,,,,,,,,,
300500,,,,,,50,50,1,30.5533,0.0,73.4602,73.4499,-95.0642,0.1584,0.0305,1.1923,0.1943
301000,,,,,,50,50,1,28.9624,0.0,73.4838,73.4725,-94.9926,0.1512,0.0376,4.6788,0.2152
301494,,,1000,952.3607,72.2506,,,,,,,,,,,,
