env_steps,return,length,success,train/return,train/length,train/success,op_loss,critic_loss,FPS
0,0.0,256.0,0.0,,,,,,
10000,0.0,256.0,0.0,-0.9984,9.0827,0.0009,1.5788,0.0056,433.2403
20000,0.0,256.0,0.0,-0.9951,9.0171,0.0027,0.7091,0.0011,704.8553
30000,0.0,256.0,0.0,-0.9964,9.5238,0.0019,0.4656,0.0005,702.9348
40000,0.0,256.0,0.0,-1.0,9.8232,0.0,0.4018,0.0004,699.5275
50000,0.345,172.1,0.5,-0.9963,9.7847,0.002,0.3565,0.0003,697.3283
60000,0.3263,183.1,0.7,-1.0,10.0301,0.0,0.3321,0.0003,694.8657
70000,0.4687,142.6,0.7,-0.996,10.6045,0.0021,0.3218,0.0003,690.501
80000,0.7722,64.8,1.0,-0.992,10.4167,0.0042,0.3177,0.0004,680.2577
90000,0.8049,55.5,1.0,-0.9891,11.6822,0.0058,0.3152,0.0007,678.7738
100000,0.6439,101.3,1.0,-0.9875,11.0988,0.0067,0.3143,0.0008,683.831
110000,0.7732,64.5,1.0,-0.978,11.7786,0.0118,0.313,0.0011,685.0176
120000,0.8102,54.0,1.0,-0.9784,12.837,0.0116,0.3132,0.0013,685.0607
130000,0.7527,67.5,0.9,-0.9759,12.7551,0.0128,0.3146,0.0016,683.713
140000,0.8984,28.9,1.0,-0.9561,13.1062,0.0236,0.317,0.0018,684.3071
150000,0.8481,43.2,1.0,-0.9616,14.5773,0.0204,0.3203,0.002,680.9478
160000,0.6082,102.9,0.7,-0.9473,15.5039,0.0279,0.3235,0.0021,680.2869
170000,0.9009,28.2,1.0,-0.9288,15.7233,0.0377,0.3284,0.0024,677.7933
180000,0.9058,26.8,1.0,-0.9312,16.129,0.0371,0.3317,0.0026,678.929
190000,0.8991,28.7,1.0,-0.8479,17.0068,0.0816,0.3365,0.0026,675.3842
200000,0.9184,23.2,1.0,-0.854,16.5563,0.0778,0.3394,0.0026,673.5687
210000,0.9093,25.8,1.0,-0.8511,18.0832,0.0796,0.3424,0.0025,668.5931
220000,0.9297,20.0,1.0,-0.842,17.9533,0.0844,0.3464,0.0024,674.1385
230000,0.9364,18.1,1.0,-0.821,18.3824,0.0956,0.3492,0.0023,673.2362
240000,0.9079,26.2,1.0,-0.7619,18.4162,0.1271,0.3522,0.0022,673.0006
250000,0.9227,22.0,1.0,-0.7648,17.331,0.1248,0.3553,0.0022,668.8041
260000,0.922,22.2,1.0,-0.7384,18.797,0.1391,0.3569,0.0021,669.1338
270000,0.9413,16.7,1.0,-0.767,17.5439,0.1228,0.3594,0.002,667.8426
280000,0.9307,19.7,1.0,-0.6511,18.8679,0.1849,0.3614,0.002,667.4025
290000,0.9448,15.7,1.0,-0.6289,19.0476,0.1962,0.3633,0.002,667.9569
300000,0.9265,20.9,1.0,-0.6018,18.9753,0.2106,0.3657,0.0019,665.4853
310000,0.9311,19.6,1.0,-0.5878,18.1159,0.2174,0.3667,0.0019,664.3868
320000,0.943,16.2,1.0,-0.5193,17.8253,0.2531,0.369,0.0018,660.8674
330000,0.9388,17.4,1.0,-0.4922,18.4162,0.267,0.369,0.0018,659.7966
340000,0.9374,17.8,1.0,-0.4434,19.802,0.2931,0.3708,0.0018,661.0518
350000,0.9434,16.1,1.0,-0.4842,17.8571,0.2714,0.3722,0.0017,658.4712
360000,0.9318,19.4,1.0,-0.4401,17.8253,0.2941,0.373,0.0016,660.4899
370000,0.9353,18.4,1.0,-0.3642,18.9753,0.334,0.3741,0.0016,659.3593
380000,0.9367,18.0,1.0,-0.3356,18.6567,0.3489,0.3746,0.0016,656.4404
390000,0.9441,15.9,1.0,-0.4035,18.2149,0.3133,0.3755,0.0016,653.9015
400000,0.9297,20.0,1.0,-0.221,18.0505,0.4079,0.3769,0.0015,655.5032
410000,0.9395,17.2,1.0,-0.2368,18.8679,0.4,0.3772,0.0015,652.5842
420000,0.9399,17.1,1.0,-0.281,18.0832,0.3761,0.3777,0.0015,655.2726
430000,0.929,20.2,1.0,-0.2459,17.8571,0.3946,0.3785,0.0014,655.0758
440000,0.9339,18.8,1.0,-0.155,18.0832,0.4412,0.379,0.0014,653.2272
450000,0.935,18.5,1.0,-0.1589,17.6367,0.4392,0.3796,0.0014,651.2985
460000,0.942,16.5,1.0,-0.1641,18.3486,0.4367,0.38,0.0014,653.31
470000,0.9399,17.1,1.0,-0.1261,17.6056,0.456,0.38,0.0014,652.3584
480000,0.9399,17.1,1.0,-0.0392,18.8679,0.5019,0.3809,0.0013,649.2274
490000,0.9353,18.4,1.0,-0.0436,18.622,0.4991,0.3811,0.0013,650.7547
500000,0.9413,16.7,1.0,-0.0332,19.3424,0.5048,0.3817,0.0013,651.2329
510000,0.9321,19.3,1.0,-0.0745,18.4502,0.4834,0.3818,0.0013,649.7624
520000,0.9452,15.6,1.0,-0.0319,17.8891,0.5045,0.3821,0.0013,650.438
530000,0.9381,17.6,1.0,-0.037,18.8324,0.5028,0.3829,0.0013,647.7717
540000,0.9459,15.4,1.0,0.02,17.9533,0.5314,0.3827,0.0012,648.2658
550000,0.9385,17.5,1.0,0.0105,17.6056,0.5264,0.3829,0.0012,648.6492
560000,0.9427,16.3,1.0,0.0733,18.5874,0.5595,0.383,0.0012,645.3692
570000,0.9406,16.9,1.0,0.0857,18.1818,0.5655,0.3835,0.0012,645.7304
580000,0.9339,18.8,1.0,0.1462,18.8324,0.597,0.3833,0.0012,643.2994
590000,0.9307,19.7,1.0,0.1251,18.4162,0.5856,0.3839,0.0012,640.6165
600000,0.9452,15.6,1.0,0.1171,18.3824,0.5809,0.3838,0.0012,639.7051
610000,0.9353,18.4,1.0,0.1829,18.5874,0.6152,0.3842,0.0011,637.6421
620000,0.9374,17.8,1.0,0.1631,17.8891,0.6047,0.3848,0.0011,641.0548
630000,0.935,18.5,1.0,0.1954,18.5529,0.6215,0.3845,0.0011,637.6616
640000,0.9381,17.6,1.0,0.2694,18.3824,0.6599,0.3847,0.0011,639.3858
650000,0.9357,18.3,1.0,0.1812,18.0505,0.6137,0.385,0.0011,636.7775
660000,0.9321,19.3,1.0,0.2176,17.762,0.6323,0.3854,0.0011,638.1339
670000,0.9297,20.0,1.0,0.2572,18.0832,0.6528,0.3854,0.0011,636.3666
680000,0.9314,19.5,1.0,0.2222,18.0832,0.6347,0.3855,0.0011,631.9857
690000,0.9329,19.1,1.0,0.2518,18.315,0.6502,0.3857,0.0011,637.3534
700000,0.9325,19.2,1.0,0.3237,18.5874,0.6877,0.3857,0.001,634.2613
710000,0.9244,21.5,1.0,0.2132,18.1159,0.6304,0.3862,0.001,633.9255
720000,0.9406,16.9,1.0,0.2895,17.6056,0.669,0.3864,0.001,632.022
730000,0.9374,17.8,1.0,0.2718,17.6367,0.6596,0.3864,0.001,630.648
740000,0.9413,16.7,1.0,0.3391,17.762,0.6945,0.3865,0.001,629.226
750000,0.9307,19.7,1.0,0.3211,18.2815,0.6856,0.3866,0.001,635.1369
760000,0.9445,15.8,1.0,0.3157,17.7305,0.6826,0.3874,0.001,631.7436
770000,0.9413,16.7,1.0,0.3579,17.6056,0.7042,0.3863,0.001,632.427
780000,0.9381,17.6,1.0,0.3679,18.1488,0.7096,0.3868,0.001,633.9525
790000,0.9276,20.6,1.0,0.3034,17.9856,0.6763,0.3868,0.001,631.7822
800000,0.9381,17.6,1.0,0.3637,18.1818,0.7073,0.3875,0.001,631.2604
810000,0.942,16.5,1.0,0.3547,17.7305,0.7021,0.3868,0.001,625.8146
820000,0.9374,17.8,1.0,0.4451,17.6991,0.7487,0.3878,0.001,625.5326
830000,0.9304,19.8,1.0,0.4014,18.5529,0.7273,0.3875,0.0009,630.8083
840000,0.929,20.2,1.0,0.447,18.5874,0.7509,0.3879,0.0009,629.9234
850000,0.9346,18.6,1.0,0.4301,18.0832,0.7414,0.3876,0.001,630.3721
860000,0.9413,16.7,1.0,0.4155,17.5439,0.7333,0.3879,0.0009,630.3908
870000,0.9416,16.6,1.0,0.4368,17.4216,0.7439,0.3883,0.0009,630.2851
880000,0.9388,17.4,1.0,0.4199,17.4216,0.7352,0.3877,0.0009,627.3656
890000,0.9423,16.4,1.0,0.4588,17.9211,0.7563,0.3884,0.0009,626.4194
900000,0.9378,17.7,1.0,0.4395,18.018,0.7459,0.3883,0.0009,624.6637
910000,0.942,16.5,1.0,0.4841,18.1818,0.7691,0.3879,0.0009,626.4806
920000,0.9448,15.7,1.0,0.4848,17.762,0.7691,0.3881,0.0009,627.0077
930000,0.9413,16.7,1.0,0.479,17.9856,0.7662,0.3884,0.0009,625.4505
940000,0.9441,15.9,1.0,0.4869,17.9533,0.7702,0.3884,0.0009,627.0943
950000,0.9311,19.6,1.0,0.498,17.9211,0.776,0.3882,0.0009,625.9041
960000,0.929,20.2,1.0,0.5627,18.315,0.8095,0.3886,0.0009,623.6474
970000,0.9374,17.8,1.0,0.4869,17.3611,0.7691,0.3884,0.0009,624.6633
980000,0.9353,18.4,1.0,0.5164,17.3611,0.7847,0.3887,0.0009,627.0081
990000,0.9378,17.7,1.0,0.5463,17.6678,0.8004,0.3884,0.0009,626.7471
1000000,0.9395,17.2,1.0,0.4897,17.4825,0.771,0.389,0.0009,624.2396
1010000,0.9455,15.5,1.0,0.5639,17.8253,0.8093,0.3889,0.0009,625.0197
1020000,0.9388,17.4,1.0,0.4868,17.6991,0.7699,0.389,0.0009,624.3633
1030000,0.9406,16.9,1.0,0.5558,17.8571,0.8054,0.3888,0.0009,622.4313
1040000,0.9402,17.0,1.0,0.6004,17.8891,0.8283,0.3887,0.0008,624.3139
1050000,0.9441,15.9,1.0,0.5647,17.7936,0.8096,0.3891,0.0008,624.9507
1060000,0.935,18.5,1.0,0.5624,17.8891,0.8086,0.3891,0.0008,625.2646
1070000,0.9381,17.6,1.0,0.6054,17.8571,0.8304,0.3887,0.0008,624.9744
1080000,0.9336,18.9,1.0,0.5399,17.6678,0.7968,0.3891,0.0008,621.7737
1090000,0.9357,18.3,1.0,0.5538,17.3611,0.8038,0.3889,0.0008,620.5523
1100000,0.9416,16.6,1.0,0.5622,17.9211,0.8082,0.3894,0.0008,623.6637
1110000,0.9346,18.6,1.0,0.6395,18.0505,0.8484,0.3892,0.001,619.3072
1120000,0.9406,16.9,1.0,0.6282,17.3913,0.8417,0.3891,0.0008,618.4756
