env_steps,return,length,success,train/return,train/length,train/success,bisim_loss,critic_loss,FPS
0,0.0,291.7,0.0,,,,,,
10000,0.0,35.1,0.0,0.0,42.5532,0.0,0.0024,0.0022,375.5716
20000,0.0,34.3,0.0,0.0,38.7597,0.0,0.0003,0.0,695.7665
30000,0.0,291.8,0.0,0.0,41.841,0.0,0.0002,0.0,696.0787
40000,0.0,324.0,0.0,0.0,44.0529,0.0,0.0002,0.0,692.668
50000,0.0,324.0,0.0,0.0038,50.0,0.005,0.0002,0.0,691.363
60000,0.0,324.0,0.0,0.0,46.0829,0.0,0.0002,0.0,692.0692
70000,0.0,324.0,0.0,0.0,48.7805,0.0,0.0002,0.0,689.085
80000,0.0,324.0,0.0,0.0039,56.8182,0.0057,0.0002,0.0,683.193
90000,0.0,163.4,0.0,0.0,45.4545,0.0,0.0002,0.0,683.0326
100000,0.0,324.0,0.0,0.0,56.1798,0.0,0.0002,0.0,683.9082
110000,0.0,291.8,0.0,0.005,61.3497,0.0061,0.0002,0.0001,681.714
120000,0.0,99.3,0.0,0.0022,39.3701,0.0039,0.0002,0.0,677.4926
130000,0.0,3.2,0.0,0.0,44.4444,0.0,0.0002,0.0001,676.9984
140000,0.0,70.0,0.0,0.0032,42.0168,0.0042,0.0002,0.0001,675.1615
150000,0.0,324.0,0.0,0.0,41.841,0.0,0.0002,0.0001,673.3929
160000,0.0,195.0,0.0,0.0,39.0625,0.0,0.0002,0.0001,670.8613
170000,0.0,324.0,0.0,0.0041,46.9484,0.0047,0.0002,0.0,674.088
180000,0.0,232.7,0.0,0.0047,32.5733,0.0065,0.0002,0.0,669.4856
190000,0.0,228.0,0.0,0.0053,34.2466,0.0068,0.0002,0.0,666.1428
200000,0.0,137.8,0.0,0.0019,31.6456,0.0032,0.0002,0.0001,665.6349
210000,0.0,291.8,0.0,0.005,37.1747,0.0074,0.0002,0.0001,665.1711
220000,0.0,265.6,0.0,0.0,33.0033,0.0,0.0002,0.0001,665.0904
230000,0.0,324.0,0.0,0.0091,37.594,0.0113,0.0002,0.0001,658.2488
240000,0.0,324.0,0.0,0.0124,37.037,0.0148,0.0002,0.0001,662.5411
250000,0.0,98.6,0.0,0.0097,47.8469,0.0144,0.0002,0.0002,661.332
260000,0.0,293.7,0.0,0.0021,58.1395,0.0058,0.0002,0.0002,660.8311
270000,0.0,196.8,0.0,0.0192,57.4713,0.023,0.0002,0.0003,659.1399
280000,0.0,324.0,0.0,0.0127,55.8659,0.0168,0.0002,0.0003,659.2508
290000,0.0,324.0,0.0,0.0432,56.4972,0.0508,0.0002,0.0004,657.2658
300000,0.0,99.3,0.0,0.0601,54.6448,0.071,0.0002,0.0004,654.059
310000,0.0961,293.0,0.1,0.0755,68.0272,0.0952,0.0003,0.0006,658.2525
320000,0.0964,292.9,0.1,0.0732,85.4701,0.1111,0.0003,0.0008,654.9769
330000,0.0964,292.9,0.1,0.1038,75.7576,0.1364,0.0003,0.0009,656.831
340000,0.0953,261.6,0.1,0.1014,84.7458,0.1356,0.0003,0.0009,650.687
350000,0.1919,262.1,0.2,0.1151,76.9231,0.1538,0.0004,0.0008,649.61
360000,0.1919,262.1,0.2,0.1439,78.7402,0.189,0.0005,0.0009,647.986
370000,0.0964,292.9,0.1,0.1061,57.1429,0.1314,0.0005,0.0009,648.9411
380000,0.1864,264.1,0.2,0.1483,55.5556,0.1722,0.0006,0.001,647.615
390000,0.0803,298.7,0.1,0.1978,56.1798,0.2303,0.0006,0.0011,647.8311
400000,0.0,324.0,0.0,0.1848,72.4638,0.2246,0.0006,0.0011,645.0703
410000,0.0,324.0,0.0,0.2111,65.7895,0.2434,0.0006,0.0012,648.232
420000,0.0964,292.9,0.1,0.2492,57.4713,0.2874,0.0007,0.0012,643.0992
430000,0.0,324.0,0.0,0.2803,68.0272,0.3333,0.0008,0.0013,645.3317
440000,0.1919,262.1,0.2,0.2579,61.3497,0.3129,0.001,0.0014,642.6025
450000,0.1903,262.7,0.2,0.2828,56.1798,0.3258,0.001,0.0014,642.6782
460000,0.2661,239.0,0.3,0.2816,62.5,0.3375,0.0012,0.0015,643.1565
470000,0.1817,265.8,0.2,0.2982,52.6316,0.3526,0.0012,0.0016,642.5967
480000,0.19,262.8,0.2,0.2718,54.0541,0.3135,0.0012,0.0017,638.6024
490000,0.0961,293.0,0.1,0.3133,55.8659,0.3687,0.0012,0.0017,641.3068
500000,0.4742,171.3,0.5,0.3628,65.3595,0.4379,0.0013,0.0018,639.3951
510000,0.2736,236.3,0.3,0.3741,58.1395,0.4477,0.0013,0.0019,637.0655
520000,0.3664,206.5,0.4,0.377,58.8235,0.4353,0.0013,0.002,636.963
530000,0.4789,169.6,0.5,0.4349,55.2486,0.4972,0.0014,0.002,639.2119
540000,0.1928,261.8,0.2,0.3591,70.4225,0.4366,0.0016,0.002,638.8772
550000,0.2697,237.7,0.3,0.4049,63.2911,0.481,0.0016,0.0021,636.544
560000,0.2825,233.1,0.3,0.4711,51.2821,0.5333,0.0016,0.0021,635.4688
570000,0.6533,114.0,0.7,0.4427,50.7614,0.5025,0.0017,0.0022,634.3752
580000,0.3828,200.6,0.4,0.4704,57.8035,0.5434,0.0019,0.0023,637.6395
590000,0.3781,171.0,0.4,0.4909,48.7805,0.5512,0.0019,0.0025,635.6724
600000,0.4575,177.3,0.5,0.4871,57.8035,0.5549,0.0019,0.0026,633.6503
610000,0.5581,144.7,0.6,0.5036,52.6316,0.5684,0.002,0.0026,633.2676
620000,0.5539,146.2,0.6,0.5735,49.505,0.6584,0.0022,0.0027,633.3319
630000,0.2769,235.1,0.3,0.5059,60.6061,0.5818,0.0022,0.0027,634.4993
640000,0.3825,200.7,0.4,0.5694,56.1798,0.6629,0.0022,0.0028,633.3445
650000,0.4783,169.8,0.5,0.5496,52.0833,0.625,0.0022,0.0028,632.4939
660000,0.7528,81.8,0.8,0.6071,48.7805,0.6829,0.0024,0.0029,632.344
670000,0.5108,161.7,0.6,0.5741,51.8135,0.6477,0.0023,0.0029,628.6604
680000,0.6981,101.5,0.8,0.5753,57.8035,0.659,0.0024,0.0029,628.9368
690000,0.7017,100.2,0.8,0.5998,48.7805,0.6683,0.0025,0.003,628.5474
700000,0.7456,84.4,0.8,0.6308,52.356,0.7016,0.0025,0.003,627.8
710000,0.475,171.0,0.5,0.663,51.0204,0.7347,0.0026,0.0031,626.5584
720000,0.4789,169.6,0.5,0.5795,48.0769,0.649,0.0026,0.003,627.7627
730000,0.3822,200.8,0.4,0.663,52.6316,0.7526,0.0027,0.0031,624.4707
740000,0.5694,140.6,0.6,0.6766,49.7512,0.7662,0.0029,0.0031,625.5425
750000,0.5697,140.5,0.6,0.7162,50.2513,0.804,0.0027,0.0032,625.4569
760000,0.7506,82.6,0.8,0.7236,44.2478,0.8142,0.0028,0.0032,626.4206
770000,0.6633,110.4,0.7,0.6925,49.0196,0.7745,0.0029,0.0032,622.7535
780000,0.6714,107.5,0.7,0.6798,48.5437,0.7573,0.0028,0.0033,621.4172
790000,0.8578,47.6,0.9,0.6932,46.0829,0.7742,0.0031,0.0033,621.7945
800000,0.9522,17.2,1.0,0.7583,44.2478,0.8363,0.0029,0.0033,620.201
810000,0.4714,172.3,0.5,0.7328,51.0204,0.8265,0.0032,0.0034,619.612
820000,0.7325,89.1,0.8,0.7394,49.505,0.8267,0.0032,0.0035,619.9825
830000,0.6692,108.3,0.7,0.747,40.3226,0.8185,0.0032,0.0035,618.8676
840000,0.9389,22.0,1.0,0.7302,45.045,0.8198,0.0033,0.0036,616.6809
850000,0.4736,171.5,0.5,0.7571,43.4783,0.8348,0.0035,0.0036,616.3477
860000,0.6647,109.9,0.7,0.7697,39.6825,0.8452,0.0033,0.0036,618.7408
870000,0.7694,79.4,0.9,0.7695,45.045,0.8649,0.0033,0.0036,617.0585
880000,0.7661,77.0,0.8,0.7878,42.9185,0.8712,0.0033,0.0036,616.9613
890000,0.6639,110.2,0.7,0.7939,42.735,0.8761,0.0036,0.0036,616.755
900000,0.635,120.6,0.7,0.7751,37.8788,0.8447,0.0034,0.0037,615.6538
910000,0.8589,47.2,0.9,0.741,45.2489,0.8281,0.0035,0.0037,615.0118
920000,0.7631,78.1,0.8,0.7628,40.6504,0.8455,0.0035,0.0036,615.7937
930000,0.495,167.4,0.6,0.7961,39.6825,0.881,0.0035,0.0037,614.5861
940000,0.7556,80.8,0.8,0.8193,40.4858,0.9028,0.0033,0.0036,615.9349
950000,0.6644,110.0,0.7,0.801,45.2489,0.8778,0.0037,0.0036,615.4061
960000,0.9419,20.9,1.0,0.7998,42.9185,0.8841,0.0035,0.0036,613.7435
970000,0.6886,104.9,0.8,0.8226,43.6681,0.9083,0.0035,0.0037,613.359
980000,0.7428,85.4,0.8,0.8303,31.8471,0.9045,0.0036,0.0038,611.2653
990000,0.7667,76.8,0.8,0.7889,39.8406,0.8566,0.0037,0.0038,612.295
1000000,0.7425,85.5,0.8,0.8021,38.61,0.8842,0.0038,0.0039,610.2485
1010000,0.8608,46.5,0.9,0.8117,37.7358,0.8906,0.0039,0.0039,613.6097
1020000,0.3839,200.2,0.4,0.8287,33.2226,0.897,0.0039,0.0039,610.3652
1030000,0.7639,77.8,0.8,0.8276,38.7597,0.9031,0.0038,0.0039,611.9166
1040000,0.8597,46.9,0.9,0.8308,40.1606,0.9116,0.0038,0.0039,613.9703
1050000,0.8203,61.1,0.9,0.8223,39.8406,0.9044,0.004,0.0039,615.1056
1060000,0.5675,141.3,0.6,0.8309,34.3643,0.9107,0.004,0.0039,610.4183
1070000,0.7647,77.5,0.8,0.8463,36.9004,0.9225,0.004,0.004,609.943
1080000,0.7653,77.3,0.8,0.8549,34.1297,0.9317,0.0042,0.0039,609.0478
1090000,0.7644,77.6,0.8,0.8555,34.3643,0.9313,0.0041,0.004,609.7371
1100000,0.8719,46.1,1.0,0.8579,32.6797,0.9346,0.0042,0.0039,608.965
1110000,0.5419,150.5,0.6,0.8625,33.3333,0.94,0.0045,0.004,607.8373
1120000,0.8597,46.9,0.9,0.8535,32.7869,0.9311,0.0042,0.004,609.7589
1130000,0.7675,76.5,0.8,0.8682,33.8983,0.939,0.0045,0.004,610.2032
1140000,0.9572,15.4,1.0,0.8319,36.9004,0.9041,0.0044,0.004,606.4663
1150000,0.6692,108.3,0.7,0.863,34.2466,0.9418,0.0045,0.004,609.2174
1160000,0.9556,16.0,1.0,0.8276,33.557,0.896,0.0044,0.004,606.8868
1170000,0.7628,78.2,0.8,0.8501,30.303,0.9182,0.0045,0.004,608.0786
1180000,0.8397,54.1,0.9,0.8382,35.9712,0.9173,0.0045,0.004,606.798
1190000,0.6639,110.2,0.7,0.8331,32.8947,0.9013,0.0046,0.004,607.3694
1200000,0.9506,17.8,1.0,0.8556,34.1297,0.9317,0.0045,0.004,606.8932
1210000,0.8614,46.3,0.9,0.8459,31.5457,0.918,0.0046,0.004,607.0836
1220000,0.8561,48.2,0.9,0.8241,37.3134,0.8918,0.0047,0.004,601.9615
1230000,0.6936,103.1,0.8,0.8494,29.7619,0.9107,0.0047,0.004,606.3028
1240000,0.9064,33.7,1.0,0.8669,30.303,0.9394,0.0047,0.0041,605.7523
1250000,0.8592,47.1,0.9,0.864,34.0136,0.9354,0.0048,0.004,606.0034
1260000,0.6106,133.0,0.8,0.883,28.49,0.9516,0.0048,0.0041,601.2729
1270000,0.8319,56.9,0.9,0.8776,29.3255,0.9472,0.0048,0.0041,601.6386
1280000,0.8528,49.4,0.9,0.8663,32.7869,0.9377,0.0049,0.0041,601.4292
1290000,0.8586,47.3,0.9,0.8688,35.8423,0.9462,0.0049,0.0041,601.8157
1300000,0.9378,22.4,1.0,0.8816,29.4118,0.9529,0.005,0.004,601.3188
1310000,0.6603,111.5,0.7,0.8649,31.1526,0.9346,0.0049,0.004,601.0806
1320000,0.8897,39.7,1.0,0.8758,30.1205,0.9458,0.0052,0.004,599.2527
1330000,0.6672,109.0,0.7,0.8701,27.933,0.9413,0.005,0.0039,599.2347
1340000,0.9539,16.6,1.0,0.8901,28.5714,0.96,0.0052,0.0039,595.3909
1350000,0.7639,77.8,0.8,0.8802,26.3158,0.9474,0.0052,0.0038,599.0542
1360000,0.8542,48.9,0.9,0.8961,28.9855,0.9623,0.005,0.0037,599.0731
1370000,0.8567,48.0,0.9,0.8896,26.1097,0.9582,0.0052,0.0037,596.1695
1380000,0.7653,77.3,0.8,0.8808,30.03,0.952,0.005,0.0036,595.6758
1390000,0.8575,47.7,0.9,0.863,29.6736,0.9347,0.0053,0.0036,592.9026
1400000,0.8597,46.9,0.9,0.8939,27.027,0.9595,0.005,0.0036,594.7039
1410000,0.9558,15.9,1.0,0.8932,26.178,0.9581,0.0053,0.0036,593.3553
1420000,0.6617,111.0,0.7,0.8714,28.0899,0.9354,0.0051,0.0036,593.6125
1430000,0.8586,47.3,0.9,0.8908,27.3224,0.9536,0.0054,0.0035,593.5108
1440000,0.8472,51.4,0.9,0.8922,29.1545,0.965,0.0053,0.0035,595.4033
1450000,0.8617,46.2,0.9,0.8819,31.25,0.9531,0.0053,0.0035,592.8366
1460000,0.7653,77.3,0.8,0.9079,23.9808,0.9712,0.0051,0.0035,592.4375
1470000,0.8331,56.5,0.9,0.8712,30.4878,0.939,0.0051,0.0036,591.1826
1480000,0.9503,17.9,1.0,0.8982,30.303,0.9697,0.0052,0.0036,592.9063
1490000,0.9553,16.1,1.0,0.896,25.5102,0.9592,0.0049,0.0035,591.7284
1500000,0.9558,15.9,1.0,0.8916,30.4878,0.9573,0.005,0.0035,594.395
1510000,0.8608,46.5,0.9,0.9008,27.3224,0.9672,0.0051,0.0035,592.3757
1520000,0.9489,18.4,1.0,0.892,25.7069,0.9589,0.0053,0.0035,590.523
1530000,0.8519,49.7,0.9,0.903,26.8097,0.9678,0.0051,0.0035,591.73
1540000,0.9511,17.6,1.0,0.8905,26.0417,0.9531,0.0052,0.0035,592.0134
1550000,0.9494,18.2,1.0,0.9014,25.641,0.9667,0.0053,0.0035,586.9344
1560000,0.8528,49.4,0.9,0.9037,27.248,0.97,0.0053,0.0036,588.6032
1570000,0.7639,77.8,0.8,0.8852,28.169,0.9521,0.0053,0.0035,589.3456
1580000,0.8586,47.3,0.9,0.9134,23.8095,0.9762,0.0052,0.0035,588.8503
1590000,0.9544,16.4,1.0,0.9126,25.3165,0.9797,0.0053,0.0035,586.2646
1600000,0.9481,18.7,1.0,0.8956,26.0417,0.9583,0.0053,0.0035,589.4488
1610000,0.9453,19.7,1.0,0.9182,25.0627,0.9825,0.0053,0.0035,588.691
