env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1423,97.3,,,,,,,,,,,,,,,,,,
48,,,48,-112.1545,3.0078,,,,,,,,,,,,,,,
230,,,182,-132.0493,19.5555,,,,,,,,,,,,,,,
277,,,47,-117.2608,18.724,,,,,,,,,,,,,,,
319,,,42,-120.2685,19.001,,,,,,,,,,,,,,,
375,,,56,-115.6859,19.3562,,,,,,,,,,,,,,,
420,,,45,-120.5851,19.3463,,,,,,,,,,,,,,,
470,,,50,-120.5784,19.3195,,,,,,,,,,,,,,,
500,,,,,,13,3,1,9522.3799,1.1821,0.0194,0.3867,0.0213,2.9795,9.6194,3.5616,-0.6172,20.2224,3.1785,0.002
513,,,43,-122.0191,19.4857,,,,,,,,,,,,,,,
574,,,61,-111.7114,19.6567,,,,,,,,,,,,,,,
625,,,51,-116.2308,20.805,,,,,,,,,,,,,,,
669,,,44,-116.75,19.9695,,,,,,,,,,,,,,,
717,,,48,-115.8154,20.0204,,,,,,,,,,,,,,,
771,,,54,-112.832,20.4474,,,,,,,,,,,,,,,
842,,,71,-117.8127,19.8052,,,,,,,,,,,,,,,
923,,,81,-111.0758,19.1674,,,,,,,,,,,,,,,
995,,,72,-123.172,19.3397,,,,,,,,,,,,,,,
1000,,,,,,10,2,1,13290.1729,1.3974,0.7979,0.4935,0.8004,60.1723,17.9594,60.0739,-0.7543,42.2329,21.1993,0.0377
1092,,,97,-105.6686,19.4275,,,,,,,,,,,,,,,
1500,,,,,,8,3,1,17571.5762,1.1908,0.4064,0.2368,0.4076,37.7155,11.9066,38.0348,-0.4028,12.5463,24.9053,0.1261
