env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
46500,,,1.1654,5.9477,0.4383,350.5869,28.3688,77.6389,-0.4332,58.6847,5094.335,5.9668,,,
46500,,,,,,,,,,,,,500,-9396.9757,37.9338
47000,,,1.174,6.1358,0.4412,348.1357,23.7913,78.4635,-0.4376,192.8112,4457.4556,3.7728,,,
47000,,,,,,,,,,,,,500,-5875.9046,37.791
47500,,,1.1579,5.8864,0.4308,345.5594,19.8223,69.7929,-0.4309,124.9044,5270.7563,1.8726,,,
47500,,,,,,,,,,,,,500,-1172.4028,37.3831
48000,,,1.1623,6.1741,0.4407,349.7986,11.4133,80.4784,-0.4391,74.2711,5693.335,3.6142,,,
48000,,,,,,,,,,,,,500,-6859.0771,37.2501
48500,,,1.2021,6.2955,0.4575,348.8993,26.1023,85.6119,-0.4436,191.8435,3262.6284,2.4246,,,
48500,,,,,,,,,,,,,500,-7751.3377,37.9177
49000,,,1.1815,6.2185,0.4462,359.7579,18.1309,84.9992,-0.4319,75.8641,6360.377,3.7,,,
49000,,,,,,,,,,,,,500,-4338.1816,37.1288
49500,,,1.1648,6.0587,0.4316,356.8158,21.0998,80.9394,-0.4264,111.8519,4233.7241,1.7121,,,
49500,,,,,,,,,,,,,500,-6149.1953,37.4607
50000,,,1.1802,6.1375,0.4465,358.2032,26.2771,76.5361,-0.4431,197.4122,4913.9663,3.4445,,,
50000,-3845.7521,500.0,,,,,,,,,,,,,
50000,,,,,,,,,,,,,500,-7097.4799,33.2115
50500,,,1.1708,6.2578,0.438,364.6811,14.2176,92.2305,-0.4353,169.6165,5082.542,2.9209,,,
50500,,,,,,,,,,,,,500,-7265.1426,37.1004
51000,,,1.194,6.3417,0.4482,363.8318,20.1629,85.5312,-0.4463,128.0901,3081.5417,3.462,,,
51000,,,,,,,,,,,,,500,-7364.6626,38.3672
51500,,,1.1894,6.7325,0.4463,367.3405,15.8348,97.7208,-0.4363,136.4236,4277.2788,3.3292,,,
51500,,,,,,,,,,,,,500,-6048.4474,37.3921
52000,,,1.1995,6.56,0.4673,366.1817,46.5762,90.0683,-0.4528,211.2147,5339.3408,1.7778,,,
52000,,,,,,,,,,,,,500,-4711.7955,37.3521
52500,,,1.1772,6.5296,0.4474,372.2554,13.1462,92.3629,-0.4395,174.1648,6374.1045,1.8713,,,
52500,,,,,,,,,,,,,500,-4863.6414,38.3329
53000,,,1.1568,6.1214,0.4235,367.7438,17.4954,82.0501,-0.431,226.697,6943.6865,2.8263,,,
53000,,,,,,,,,,,,,500,-7664.6339,37.4313
53500,,,1.1692,6.4454,0.4346,377.6295,16.2018,89.9343,-0.4366,329.7569,8795.6543,3.0274,,,
53500,,,,,,,,,,,,,500,-1858.7413,38.4099
54000,,,1.206,6.4901,0.4487,370.8134,20.238,86.5371,-0.4502,154.0163,3875.5371,2.6606,,,
54000,,,,,,,,,,,,,500,-3907.865,38.3937
54500,,,1.185,6.3746,0.444,370.2751,15.3518,90.4601,-0.433,130.5243,13352.7822,3.1186,,,
54500,,,,,,,,,,,,,500,-4049.7625,37.9101
55000,,,1.1887,6.4834,0.4428,375.28,21.2546,89.9,-0.4353,248.0687,3889.2856,2.1485,,,
55000,-6701.6874,500.0,,,,,,,,,,,,,
55000,,,,,,,,,,,,,500,-6084.7919,33.5151
55500,,,1.1508,6.2491,0.42,372.8047,17.5408,86.8597,-0.4365,107.5382,5459.0664,4.8577,,,
55500,,,,,,,,,,,,,500,-3667.1958,36.6529
56000,,,1.1798,6.1863,0.4304,370.3896,33.6565,82.4218,-0.4313,185.2644,14699.9502,4.6395,,,
56000,,,,,,,,,,,,,500,-5950.0575,36.5858
56500,,,1.2027,6.8479,0.4456,382.5699,20.306,99.6347,-0.4438,181.0452,7944.7764,3.2912,,,
56500,,,,,,,,,,,,,500,-2050.6226,36.8737
57000,,,1.1523,6.0716,0.4227,366.0333,26.9482,77.3558,-0.4424,190.3804,6953.9683,3.2415,,,
57000,,,,,,,,,,,,,500,-2073.123,37.4589
57500,,,1.1772,6.7556,0.433,380.1399,23.4758,96.6451,-0.4389,83.0951,5549.6704,2.8137,,,
57500,,,,,,,,,,,,,500,-3097.8267,36.5909
58000,,,1.1529,5.9862,0.421,375.8765,37.4023,76.2534,-0.4266,350.3624,7547.8335,4.2413,,,
58000,,,,,,,,,,,,,500,-3570.8573,38.1614
58500,,,1.1883,6.1377,0.4404,378.4279,23.2568,81.5947,-0.4255,198.2851,8394.2656,3.7594,,,
58500,,,,,,,,,,,,,500,-2672.6983,38.0214
59000,,,1.1648,5.9906,0.4241,377.3173,19.3439,73.8587,-0.4271,300.6842,9974.5322,2.6646,,,
59000,,,,,,,,,,,,,500,-2428.7768,40.0696
59500,,,1.167,6.4406,0.4309,387.6575,30.4964,90.0829,-0.443,190.9974,6353.6816,3.5495,,,
59500,,,,,,,,,,,,,500,-3625.814,36.9339
60000,,,1.1776,5.9308,0.4311,380.8628,28.3164,78.6753,-0.4209,438.9576,14743.0518,3.1892,,,
60000,-3455.0075,500.0,,,,,,,,,,,,,
60000,,,,,,,,,,,,,500,-3849.1717,32.1511
60500,,,1.1957,6.744,0.4409,385.1289,26.5224,101.8742,-0.4349,342.5719,10321.9199,3.2175,,,
60500,,,,,,,,,,,,,500,-3064.8116,37.11
61000,,,1.2053,6.0626,0.446,394.1625,28.0964,75.4695,-0.4333,103.5619,7981.0811,2.8354,,,
61000,,,,,,,,,,,,,500,-3012.5555,36.7363
61500,,,1.1741,6.0148,0.4397,387.8152,19.3804,77.1358,-0.4311,532.2418,9581.8008,3.6436,,,
61500,,,,,,,,,,,,,500,-2870.3076,37.2421
62000,,,1.2108,6.1948,0.4406,386.8726,30.8929,80.7343,-0.4304,107.3721,5551.5664,3.5797,,,
62000,,,,,,,,,,,,,500,-5611.896,37.2883
62500,,,1.1626,5.7764,0.4292,373.2934,17.9106,71.2944,-0.439,84.909,3180.4465,3.0752,,,
62500,,,,,,,,,,,,,500,-2919.6935,37.9853
63000,,,1.1527,6.2528,0.428,378.6448,26.1339,84.7662,-0.4382,155.8595,3910.0693,3.325,,,
63000,,,,,,,,,,,,,500,-1492.1423,36.5317
63500,,,1.2018,6.1186,0.4481,375.2502,24.2668,81.8216,-0.4347,121.8339,5053.8369,3.2609,,,
63500,,,,,,,,,,,,,500,-2821.7245,38.7034
64000,,,1.2024,6.377,0.4445,388.046,13.9944,86.4458,-0.4365,191.6956,6214.6274,2.465,,,
64000,,,,,,,,,,,,,500,-3422.8861,37.6687
64500,,,1.204,6.1784,0.4425,381.2325,15.1196,82.7632,-0.4353,230.3393,6132.5957,3.0615,,,
64500,,,,,,,,,,,,,500,-2228.1073,38.1448
65000,,,1.1525,5.8658,0.4244,380.0,16.9036,75.4928,-0.4293,90.4813,4868.4893,6.2281,,,
65000,-5592.5644,500.0,,,,,,,,,,,,,
65000,,,,,,,,,,,,,500,-2777.4786,32.5027
65500,,,1.1828,6.2532,0.4353,389.3367,23.8995,84.8274,-0.441,190.971,4766.6685,3.7238,,,
65500,,,,,,,,,,,,,500,-2016.9881,37.3655
66000,,,1.1629,6.2344,0.4278,380.4498,19.8519,84.5371,-0.4448,137.7423,4661.1494,4.3616,,,
66000,,,,,,,,,,,,,500,-2396.5789,37.5026
66500,,,1.1586,5.9483,0.4244,366.4608,20.222,82.9536,-0.4271,268.5813,18821.3828,5.8685,,,
66500,,,,,,,,,,,,,500,-3540.2969,37.5202
67000,,,1.1876,5.9301,0.4385,378.119,20.2725,71.8285,-0.4414,192.8891,3827.7104,4.3623,,,
67000,,,,,,,,,,,,,500,-3238.2049,38.685
67500,,,1.1481,5.5058,0.421,360.3444,14.6149,66.0863,-0.4213,100.3858,7417.667,4.3179,,,
67500,,,,,,,,,,,,,500,-2556.2492,36.941
68000,,,1.1468,6.0866,0.422,370.9557,22.0938,81.6579,-0.4285,110.1369,5139.418,3.2694,,,
68000,,,,,,,,,,,,,500,-3831.0279,37.2572
68500,,,1.137,5.5753,0.4145,367.8625,23.319,66.7938,-0.4402,190.8208,9089.5146,4.5816,,,
68500,,,,,,,,,,,,,500,-1122.0013,38.9227
69000,,,1.1743,5.8443,0.4321,366.5382,20.801,74.476,-0.4316,145.7156,6068.0361,4.0489,,,
69000,,,,,,,,,,,,,500,-7237.0208,37.7023
69500,,,1.1813,6.0585,0.4355,378.1418,16.8741,80.1282,-0.4315,232.3799,8013.0015,4.0853,,,
69500,,,,,,,,,,,,,500,-5736.4795,37.7002
70000,,,1.1502,5.7586,0.4135,364.0238,23.1048,78.3905,-0.4314,71.7075,4403.2002,2.8647,,,
70000,-4668.0548,500.0,,,,,,,,,,,,,
70000,,,,,,,,,,,,,500,-1313.9486,33.614
70500,,,1.1966,6.2127,0.4386,363.2175,19.9063,88.5594,-0.4385,75.7863,4130.6392,3.5946,,,
70500,,,,,,,,,,,,,500,-1818.4686,36.6475
71000,,,1.1653,5.7719,0.4145,365.9047,24.4292,70.9849,-0.4205,83.7651,10074.3359,5.3885,,,
71000,,,,,,,,,,,,,500,-2716.2976,36.9545
71500,,,1.1866,6.0798,0.4283,366.5253,29.5487,79.5162,-0.4377,258.8165,5391.7217,3.2689,,,
71500,,,,,,,,,,,,,500,-4009.8506,37.5688
72000,,,1.2108,6.2344,0.4388,363.8293,10.8491,84.244,-0.435,199.9338,5214.0322,2.4981,,,
72000,,,,,,,,,,,,,500,-2393.5706,38.5874
72500,,,1.1801,5.7865,0.4288,358.0589,21.882,76.4392,-0.4238,59.1636,3443.1909,4.0034,,,
72500,,,,,,,,,,,,,500,-3769.5438,38.5122
73000,,,1.1869,6.0292,0.4268,362.1053,17.3431,84.1114,-0.4364,67.7031,4605.5059,3.1745,,,
73000,,,,,,,,,,,,,500,-4089.0283,39.2518
73500,,,1.1737,5.8547,0.4197,362.538,22.5034,75.3386,-0.4311,209.2243,3915.7344,6.1008,,,
73500,,,,,,,,,,,,,500,-3218.6905,38.6551
74000,,,1.2004,6.0523,0.4384,360.4838,23.1024,80.9098,-0.4364,83.4508,4203.5474,3.4716,,,
74000,,,,,,,,,,,,,500,-3347.173,38.919
74500,,,1.1662,5.7152,0.4155,358.677,34.9567,72.8073,-0.4199,169.7547,6676.6152,5.188,,,
74500,,,,,,,,,,,,,500,-3679.2444,40.0563
75000,,,1.1734,5.7745,0.4158,358.356,25.8493,71.9006,-0.4364,70.1437,6385.3052,3.8532,,,
75000,-4312.2047,500.0,,,,,,,,,,,,,
