env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1423,97.3,,,,,,,,,,,,,,,,,,
56,,,56,-112.9648,5.2884,,,,,,,,,,,,,,,
249,,,193,-119.8074,57.9125,,,,,,,,,,,,,,,
294,,,45,-119.4269,58.3685,,,,,,,,,,,,,,,
381,,,87,-115.2331,57.079,,,,,,,,,,,,,,,
427,,,46,-116.7078,57.8571,,,,,,,,,,,,,,,
472,,,45,-120.0757,57.9108,,,,,,,,,,,,,,,
500,,,,,,14,3,1,9342.7754,1.2328,0.4065,0.3593,0.4083,32.3836,8.9935,32.941,-0.6004,11.6482,19.1753,0.0046
515,,,43,-122.3,56.4825,,,,,,,,,,,,,,,
595,,,80,-116.8981,57.8197,,,,,,,,,,,,,,,
674,,,79,-117.617,57.5718,,,,,,,,,,,,,,,
719,,,45,-119.8323,55.0369,,,,,,,,,,,,,,,
846,,,127,-127.2939,55.1175,,,,,,,,,,,,,,,
965,,,119,-127.3174,53.9329,,,,,,,,,,,,,,,
1000,,,,,,12,3,1,9317.8926,1.2405,0.4077,0.3753,0.4096,34.5809,13.5563,34.2259,-0.6397,3.2088,20.6432,0.0171
1103,,,138,-130.82,54.1866,,,,,,,,,,,,,,,
1328,,,225,-134.0341,54.5599,,,,,,,,,,,,,,,
1492,,,164,-144.1257,52.6986,,,,,,,,,,,,,,,
1500,,,,,,11,3,1,10803.499,1.2405,0.0223,0.299,0.0238,4.7565,14.831,4.1493,-0.481,1.592,16.3421,0.1156
1549,,,57,-108.3067,49.1707,,,,,,,,,,,,,,,
1615,,,66,-106.0249,53.3209,,,,,,,,,,,,,,,
1738,,,123,-110.7317,48.9389,,,,,,,,,,,,,,,
1807,,,69,-125.8827,49.2242,,,,,,,,,,,,,,,
1884,,,77,-105.7974,54.9088,,,,,,,,,,,,,,,
1939,,,55,-107.2928,53.0538,,,,,,,,,,,,,,,
1997,,,58,-106.3651,49.139,,,,,,,,,,,,,,,
2000,,,,,,11,3,1,12725.5312,1.232,0.4095,0.3031,0.411,35.3727,16.2115,35.3616,-0.5123,6.3766,80.8211,0.1019
2101,,,104,-103.9603,51.8264,,,,,,,,,,,,,,,
2184,,,83,-103.4974,52.5632,,,,,,,,,,,,,,,
2247,,,63,-105.7197,53.8148,,,,,,,,,,,,,,,
2373,,,126,-134.1737,49.1567,,,,,,,,,,,,,,,
2428,,,55,-101.8252,47.8898,,,,,,,,,,,,,,,
2500,,,,,,10,3,1,17245.002,1.7052,0.8007,0.5031,0.8032,77.7854,52.8319,76.8186,-0.7208,2.6164,29.6963,0.1141
2504,,,76,-105.7124,48.5911,,,,,,,,,,,,,,,
2550,,,46,-107.6209,52.2701,,,,,,,,,,,,,,,
2613,,,63,-104.9134,53.3756,,,,,,,,,,,,,,,
2661,,,48,-104.3468,53.2418,,,,,,,,,,,,,,,
2712,,,51,-102.6334,53.8776,,,,,,,,,,,,,,,
2814,,,102,-130.2035,52.9703,,,,,,,,,,,,,,,
2869,,,55,-104.9158,53.8968,,,,,,,,,,,,,,,
2927,,,58,-104.7127,51.201,,,,,,,,,,,,,,,
3000,,,,,,6,3,1,29307.7188,1.5799,0.8,0.5471,0.8027,68.2481,23.7825,65.5491,-0.7864,2.0101,177.4711,0.033
