env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-74.1996,693.1,,,,,,,,,,,,,,,,,,
61,,,61,-105.7295,15.3939,,,,,,,,,,,,,,,
130,,,69,-117.8662,16.2407,,,,,,,,,,,,,,,
178,,,48,-117.3524,15.3309,,,,,,,,,,,,,,,
318,,,140,-123.7593,15.0878,,,,,,,,,,,,,,,
370,,,52,-115.6448,14.977,,,,,,,,,,,,,,,
422,,,52,-117.7769,15.0356,,,,,,,,,,,,,,,
474,,,52,-118.2972,15.1585,,,,,,,,,,,,,,,
500,,,,,,50,2,1,747.7082,0.933,0.4011,5.1971,0.9208,38.6162,4.1696,36.6866,-4.3703,11.3591,23.3825,0.0006
528,,,54,-115.8144,15.1291,,,,,,,,,,,,,,,
575,,,47,-120.2559,15.0959,,,,,,,,,,,,,,,
617,,,42,-119.4517,15.1009,,,,,,,,,,,,,,,
664,,,47,-118.7438,15.3017,,,,,,,,,,,,,,,
707,,,43,-122.9199,15.189,,,,,,,,,,,,,,,
825,,,118,-126.9764,15.5391,,,,,,,,,,,,,,,
884,,,59,-115.7829,15.2123,,,,,,,,,,,,,,,
953,,,69,-115.9254,14.992,,,,,,,,,,,,,,,
1000,,,,,,7,2,1,1843.0156,1.7673,1.1845,5.5792,1.7425,100.2408,15.482,97.7251,-5.9866,1.9304,16.221,0.0
1006,,,53,-116.1382,15.15,,,,,,,,,,,,,,,
1083,,,77,-116.2137,15.2064,,,,,,,,,,,,,,,
1150,,,67,-117.2196,15.2196,,,,,,,,,,,,,,,
1203,,,53,-114.6003,15.4299,,,,,,,,,,,,,,,
1251,,,48,-116.0921,15.6313,,,,,,,,,,,,,,,
1324,,,73,-111.4889,14.9558,,,,,,,,,,,,,,,
1396,,,72,-113.7127,15.1697,,,,,,,,,,,,,,,
1450,,,54,-112.8902,15.1317,,,,,,,,,,,,,,,
1500,,,,,,4,2,1,2502.5884,1.6404,0.4082,7.9749,1.2057,51.3316,43.5621,46.9395,-8.6402,0.2316,23.4287,0.0
1524,,,74,-112.0868,15.1211,,,,,,,,,,,,,,,
1571,,,47,-120.1103,15.1937,,,,,,,,,,,,,,,
1628,,,57,-116.9349,14.4438,,,,,,,,,,,,,,,
1712,,,84,-111.4828,14.749,,,,,,,,,,,,,,,
1911,,,199,-130.2982,15.7416,,,,,,,,,,,,,,,
1957,,,46,-120.8384,16.0159,,,,,,,,,,,,,,,
2000,,,,,,4,2,1,2616.0183,1.4482,0.407,6.6866,1.0756,52.8065,24.809,47.0307,-6.7894,19.1103,155.7372,0.0
2006,,,49,-120.7692,15.3819,,,,,,,,,,,,,,,
2070,,,64,-117.632,15.1702,,,,,,,,,,,,,,,
2145,,,75,-115.5374,15.0857,,,,,,,,,,,,,,,
2217,,,72,-118.2833,15.5104,,,,,,,,,,,,,,,
2262,,,45,-121.5716,15.205,,,,,,,,,,,,,,,
2344,,,82,-119.6033,16.0603,,,,,,,,,,,,,,,
2424,,,80,-121.1419,15.4326,,,,,,,,,,,,,,,
2500,,,,,,4,3,1,2800.9602,1.957,1.5797,8.834,2.4631,166.59,28.4174,155.5993,-9.1306,32.5289,928.0212,0.0
2603,,,179,-121.216,15.2184,,,,,,,,,,,,,,,
2647,,,44,-122.8434,14.941,,,,,,,,,,,,,,,
2717,,,70,-121.0803,15.1402,,,,,,,,,,,,,,,
2763,,,46,-119.2725,15.1849,,,,,,,,,,,,,,,
2808,,,45,-115.4735,15.1498,,,,,,,,,,,,,,,
2870,,,62,-116.422,15.6373,,,,,,,,,,,,,,,
2941,,,71,-111.7681,15.5356,,,,,,,,,,,,,,,
3000,,,,,,5,3,1,2720.6167,2.4209,0.8024,11.3228,1.9347,84.3725,101.2773,74.1746,-11.2999,13.851,2112.9353,0.0
3184,,,243,-124.5315,15.4839,,,,,,,,,,,,,,,
3243,,,59,-115.5287,15.5544,,,,,,,,,,,,,,,
3334,,,91,-122.0409,15.6935,,,,,,,,,,,,,,,
3417,,,83,-121.6002,15.5334,,,,,,,,,,,,,,,
3500,,,,,,5,2,1,2773.7249,0.9957,0.8035,5.3598,1.3395,82.5734,52.0928,69.8944,-5.2477,8.088,2143.3906,0.0
3517,,,100,-122.8267,15.621,,,,,,,,,,,,,,,
3568,,,51,-119.1618,16.0596,,,,,,,,,,,,,,,
3611,,,43,-114.9619,16.0702,,,,,,,,,,,,,,,
3664,,,53,-112.6351,16.0327,,,,,,,,,,,,,,,
3705,,,41,-114.0906,16.0669,,,,,,,,,,,,,,,
3758,,,53,-112.5599,15.8633,,,,,,,,,,,,,,,
3812,,,54,-117.5707,15.6567,,,,,,,,,,,,,,,
3877,,,65,-111.6259,16.0061,,,,,,,,,,,,,,,
4000,,,,,,6,2,1,2750.9089,1.4216,1.5793,7.9814,2.3774,162.053,26.5981,141.4276,-8.562,4.698,2720.4392,0.0
4001,,,124,-121.9725,15.8787,,,,,,,,,,,,,,,
4184,,,183,-121.2542,15.2948,,,,,,,,,,,,,,,
