env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
282500,,,50,23,2,238.1431,-636.3114,5.4059,0.566,-4.1665,7.7663,155.0514,10.9529,,,
283000,,,50,21,2,242.2916,-632.3725,6.9615,0.7286,-10.4341,7.7959,309.2498,15.2417,,,
283000,,,,,,,,,,,,,,1000,5786.6302,31.6157
283500,,,50,23,2,230.7339,-636.9796,9.8208,0.5348,-7.428,11.2078,542.5164,14.6116,,,
284000,,,50,23,2,223.0865,-642.6936,14.1159,2.8796,-13.7568,8.8697,547.3925,10.1285,,,
284000,,,,,,,,,,,,,,1000,5554.3097,31.3068
284500,,,50,22,2,241.1278,-635.2755,10.2368,0.6008,-10.0869,9.8034,266.2916,10.1371,,,
285000,,,50,24,2,208.1086,-636.4614,17.1869,4.3049,-22.3232,8.941,342.898,17.2409,,,
285000,6514.9231,1000.0,,,,,,,,,,,,,,
285000,,,,,,,,,,,,,,1000,6107.1831,28.2257
285500,,,50,26,2,211.4048,-635.4119,6.4932,0.5961,-5.2322,12.3442,238.9884,15.0426,,,
286000,,,50,27,2,204.4595,-641.5482,10.9505,0.5124,-4.7219,8.243,270.2814,15.4723,,,
286000,,,,,,,,,,,,,,1000,5682.0914,32.2723
286500,,,50,28,2,203.3721,-638.6248,5.7071,0.5022,-5.9431,8.8704,325.182,14.651,,,
287000,,,50,30,2,192.4609,-631.0687,10.9016,1.2105,-13.0869,6.4934,287.8804,6.0417,,,
287000,,,,,,,,,,,,,,1000,6219.0457,32.6153
287500,,,50,24,2,222.6381,-644.821,10.3396,0.4899,-4.5122,5.7993,203.5587,11.27,,,
288000,,,50,28,2,201.7908,-644.9282,8.5934,0.4789,-6.7705,8.9446,266.5473,23.4741,,,
288000,,,,,,,,,,,,,,1000,5802.2605,31.952
288500,,,50,30,2,184.5339,-631.0586,8.8256,6.8503,-29.9512,6.3916,145.6183,7.233,,,
289000,,,50,32,2,178.6712,-637.487,32.1031,0.5602,-8.3203,6.8854,101.9557,10.8111,,,
289000,,,,,,,,,,,,,,1000,6093.8593,31.7264
289500,,,50,33,2,173.732,-641.1973,7.901,1.2017,-11.4927,9.4062,301.0104,7.924,,,
290000,,,50,36,2,156.8254,-636.5214,17.9807,0.6594,-5.5273,8.1459,213.7627,6.1684,,,
290000,6242.7004,1000.0,,,,,,,,,,,,,,
290000,,,,,,,,,,,,,,1000,5973.6665,28.4707
290500,,,50,38,2,144.9122,-615.676,26.7474,20.378,-38.5864,9.8471,232.7047,8.6804,,,
291000,,,50,30,2,181.7874,-637.4916,12.3097,2.3035,-21.8765,8.6974,135.2552,8.8209,,,
291000,,,,,,,,,,,,,,1000,5776.5023,31.3517
291500,,,50,41,2,127.9805,-639.0162,5.8191,0.6802,-4.0137,12.3153,406.1188,9.9921,,,
292000,,,50,43,2,128.2283,-632.1041,19.8621,0.6627,-6.1028,8.0809,106.8229,6.8274,,,
292000,,,,,,,,,,,,,,1000,6030.6193,31.8896
292500,,,50,46,2,122.8186,-623.9581,17.921,17.6683,-32.5659,8.1087,115.9105,16.8208,,,
293000,,,50,30,2,184.8337,-640.2898,10.101,1.4396,-18.8418,7.2935,142.8583,5.6797,,,
293000,,,,,,,,,,,,,,1000,6077.6761,31.406
293500,,,50,44,2,126.8895,-639.1244,7.9536,0.5405,-4.6802,67.8511,5758.1533,9.6899,,,
294000,,,50,39,2,140.2122,-634.693,9.5832,0.6303,-8.6562,7.8486,169.2717,10.8628,,,
294000,,,,,,,,,,,,,,1000,5817.0994,32.2449
294500,,,50,38,2,154.6143,-639.9247,20.8474,1.1998,-9.2476,7.7976,152.8737,9.974,,,
295000,,,50,42,2,124.8783,-622.2301,21.6827,16.4708,-34.6255,7.9976,278.8122,7.48,,,
295000,6482.3109,1000.0,,,,,,,,,,,,,,
295000,,,,,,,,,,,,,,1000,5982.9639,28.4328
295500,,,50,47,3,108.5814,-642.2644,11.4272,0.5503,-5.7195,7.1941,176.4496,8.6279,,,
296000,,,50,42,2,128.4621,-633.1439,27.4554,2.1737,-20.061,8.5395,219.4192,5.5037,,,
296000,,,,,,,,,,,,,,1000,5916.6912,32.3114
296500,,,50,44,2,121.5165,-641.4924,11.6809,0.7382,-6.5,6.6086,94.2978,7.5069,,,
297000,,,50,39,2,142.4509,-635.0773,8.3337,0.7526,-13.4424,8.5625,149.0871,6.7627,,,
297000,,,,,,,,,,,,,,1000,6067.1526,31.9078
297500,,,50,46,2,108.7416,-632.95,12.2104,0.5429,-4.2769,10.8406,368.7866,9.2148,,,
298000,,,50,48,2,123.2728,-648.571,8.1905,0.7344,-11.0781,8.1977,144.0714,7.7785,,,
298000,,,,,,,,,,,,,,1000,5953.3661,32.0105
298500,,,50,43,2,123.0723,-640.6199,8.8986,3.7107,-14.251,8.1079,156.0856,10.6769,,,
299000,,,50,48,2,112.1548,-636.5322,38.9463,8.001,-24.4536,11.3375,184.8448,8.8874,,,
299000,,,,,,,,,,,,,,1000,6068.3398,31.5967
299500,,,50,49,2,104.4306,-646.4662,9.5361,0.533,-6.2297,7.2147,98.6713,6.3051,,,
300000,,,50,37,2,149.5,-633.8831,10.2447,2.3136,-20.9121,8.8896,134.5312,11.6255,,,
300000,4967.119,1000.0,,,,,,,,,,,,,,
300000,,,,,,,,,,,,,,1000,6292.8222,28.3531
300500,,,50,49,2,106.2757,-641.6305,9.0487,1.0038,-9.7556,7.9533,232.4453,15.5524,,,
301000,,,50,42,2,131.8588,-640.1343,8.3199,1.4716,-18.2463,8.4393,72.1502,6.2902,,,
301000,,,,,,,,,,,,,,1000,5621.3617,31.3903
301500,,,50,45,2,117.3859,-641.5984,21.7615,0.5344,-3.9417,10.2304,190.5255,8.6252,,,
302000,,,50,40,2,133.9078,-640.2084,19.049,2.016,-22.0278,6.5016,157.1615,9.0254,,,
302000,,,,,,,,,,,,,,1000,6111.6777,31.5663
302500,,,50,43,2,122.8132,-644.0841,15.2113,1.1295,-5.333,8.7785,181.4714,9.6024,,,
303000,,,50,40,2,137.6053,-641.9294,12.0805,2.1132,-25.1118,8.3031,194.2578,12.0677,,,
303000,,,,,,,,,,,,,,1000,293.0082,31.4826
303500,,,50,44,2,122.4659,-645.1577,6.7349,0.6138,-8.0049,10.7418,119.8876,10.5338,,,
304000,,,50,46,2,114.3552,-629.1851,12.2027,3.5741,-16.8081,8.4475,226.7773,9.5255,,,
304000,,,,,,,,,,,,,,1000,333.74,31.7604
304500,,,50,42,2,134.5679,-624.1612,11.4105,0.501,-5.4521,10.0787,155.1272,8.1735,,,
305000,,,50,35,2,164.4365,-623.2702,13.3584,9.1009,-35.7578,9.8318,288.1395,7.3137,,,
305000,6377.0908,1000.0,,,,,,,,,,,,,,
305000,,,,,,,,,,,,,,1000,5154.4538,28.2559
305500,,,50,47,2,113.5082,-625.5198,12.5515,2.9576,-20.4619,11.4662,459.4401,14.4269,,,
306000,,,50,44,2,120.0866,-630.7634,10.1283,0.6353,-6.3804,9.2741,195.913,9.9705,,,
306000,,,,,,,,,,,,,,1000,5688.1295,32.4743
306500,,,50,43,2,131.4467,-634.0034,9.0941,2.7136,-15.6277,8.0699,224.7458,10.7653,,,
307000,,,50,39,2,137.2827,-623.3034,17.0102,1.3481,-10.2815,11.9774,342.9329,7.2518,,,
307000,,,,,,,,,,,,,,1000,5988.0148,31.4682
307500,,,50,45,2,121.4894,-629.7199,8.4556,1.1609,-7.9912,7.3885,221.649,16.8661,,,
308000,,,50,40,2,135.6708,-620.4296,14.6786,0.7557,-6.4824,9.4349,144.4842,6.8418,,,
308000,,,,,,,,,,,,,,1000,6022.0178,32.0229
308500,,,50,46,2,120.0321,-649.4335,12.6878,0.6447,-4.3701,9.0124,237.8147,8.6998,,,
309000,,,50,47,2,112.1294,-639.3665,16.6772,0.6071,-2.939,9.1513,188.9765,7.9756,,,
309000,,,,,,,,,,,,,,1000,5921.6336,31.5275
309500,,,50,37,2,153.9539,-629.3222,11.108,3.9384,-25.4463,9.5875,145.6917,9.189,,,
310000,,,50,44,2,124.435,-620.8451,13.3299,4.0608,-15.293,7.9815,211.9091,10.651,,,
310000,6380.7301,1000.0,,,,,,,,,,,,,,
310000,,,,,,,,,,,,,,1000,5885.2262,28.7302
310500,,,50,45,2,118.0041,-642.0757,7.8335,0.646,-5.9753,8.5906,198.9217,8.2878,,,
311000,,,50,34,2,163.039,-625.2048,6.7985,1.0151,-14.4409,10.3709,283.1084,7.3841,,,
311000,,,,,,,,,,,,,,1000,5932.5563,31.3562
311500,,,50,38,2,147.0874,-631.9826,9.7857,0.6709,-13.6846,10.5714,237.5236,9.5111,,,
312000,,,50,44,2,124.596,-629.8152,14.2523,3.8248,-19.8811,9.0393,138.8532,10.5107,,,
312000,,,,,,,,,,,,,,1000,5773.12,31.5177
312500,,,50,42,2,138.02,-641.4227,16.1231,3.0894,-24.229,10.1143,245.2314,9.1379,,,
313000,,,50,43,2,124.5655,-634.6072,23.2405,0.591,-8.4541,6.4866,138.8082,4.9609,,,
313000,,,,,,,,,,,,,,1000,463.9099,31.4192
313500,,,50,43,2,133.1481,-616.5645,7.059,0.7045,-6.4414,7.3259,174.302,7.4415,,,
314000,,,50,42,2,132.8614,-605.1876,18.6548,21.0525,-37.4607,7.7208,226.065,9.3242,,,
314000,,,,,,,,,,,,,,1000,6099.9898,31.2875
314500,,,50,30,2,181.2902,-629.0991,12.9333,2.8042,-29.5562,9.2134,295.3871,8.79,,,
315000,,,50,44,2,121.2386,-618.2623,10.3913,1.4331,-5.2654,9.5824,237.788,10.5984,,,
315000,4689.8037,1000.0,,,,,,,,,,,,,,
315000,,,,,,,,,,,,,,1000,6046.3045,28.6528
315500,,,50,41,2,136.2291,-637.8102,8.1134,0.7492,-9.27,8.7261,273.9053,5.5675,,,
316000,,,50,49,2,109.5332,-628.6346,8.8862,9.9313,-28.3044,9.812,223.5014,14.0861,,,
316000,,,,,,,,,,,,,,1000,5862.85,31.2213
316500,,,50,42,2,134.4969,-623.3011,8.2923,1.3846,-17.7051,8.2268,212.331,9.0162,,,
317000,,,50,50,3,97.3059,-618.7468,18.4768,1.0884,-4.4814,8.2938,217.214,8.9942,,,
317000,,,,,,,,,,,,,,1000,6114.5311,31.7131
317500,,,50,45,2,121.441,-620.1525,13.5255,4.1472,-19.4883,9.23,142.9093,7.1507,,,
318000,,,50,32,2,176.137,-631.4856,11.9005,1.8392,-13.6167,8.7874,122.9072,8.8846,,,
318000,,,,,,,,,,,,,,1000,6016.9857,31.7127
318500,,,50,49,3,103.3497,-632.8994,19.6776,2.5676,-11.6665,11.2501,135.6458,16.324,,,
319000,,,50,48,2,109.5777,-638.4864,18.365,0.7692,-3.1992,8.3078,276.6645,10.3132,,,
319000,,,,,,,,,,,,,,1000,5923.7506,31.6199
319500,,,50,37,2,147.8856,-634.0663,9.2096,1.9348,-21.1426,12.1862,374.9751,6.2612,,,
320000,,,50,43,2,128.3965,-628.1398,10.3533,0.8632,-4.0454,12.361,299.0586,13.8575,,,
320000,6321.1619,1000.0,,,,,,,,,,,,,,
320000,,,,,,,,,,,,,,1000,5229.8197,28.9522
320500,,,50,49,3,103.6024,-600.8245,39.6226,29.2887,-34.873,7.6358,159.5296,10.2864,,,
321000,,,50,40,2,135.228,-627.8473,7.306,0.8934,-6.9932,8.7517,129.4346,7.0006,,,
321000,,,,,,,,,,,,,,1000,1724.0517,31.4732
321500,,,50,47,2,118.5053,-626.4418,6.6106,0.967,-10.6943,9.1856,218.3093,12.8094,,,
322000,,,50,33,2,170.5206,-615.1735,13.9798,21.3728,-45.9868,11.6658,226.3002,11.8031,,,
322000,,,,,,,,,,,,,,1000,5719.7893,31.1564
322500,,,50,49,2,104.4875,-634.9982,11.5767,0.918,-5.7759,10.3954,295.5604,12.2036,,,
323000,,,50,43,2,127.893,-619.2816,18.8363,2.0383,-14.7666,8.9621,120.9122,8.0717,,,
323000,,,,,,,,,,,,,,1000,5947.6541,31.7738
323500,,,50,36,2,154.0324,-623.1091,13.0245,1.6883,-17.5269,9.29,392.8101,6.3346,,,
324000,,,50,35,2,158.2712,-599.4807,13.4255,19.7042,-39.7798,9.6301,295.5781,11.7474,,,
324000,,,,,,,,,,,,,,1000,6037.79,31.488
324500,,,50,47,2,111.5273,-635.4224,9.7815,0.8449,-7.9614,9.4138,215.7765,9.0343,,,
325000,,,50,38,2,144.7319,-621.5589,7.3895,1.1231,-8.502,7.9248,137.5396,7.3759,,,
325000,6374.8266,1000.0,,,,,,,,,,,,,,
325000,,,,,,,,,,,,,,1000,5758.0189,28.2583
325500,,,50,41,2,134.7917,-610.8057,17.3922,11.948,-33.7964,11.7857,177.3782,14.0758,,,
326000,,,50,43,2,123.333,-628.5077,13.065,1.1721,-19.4561,8.7743,202.9777,13.5985,,,
326000,,,,,,,,,,,,,,1000,6211.611,31.4807
326500,,,50,42,2,125.4363,-622.7435,11.8411,1.0337,-14.3535,10.1064,274.6917,8.9491,,,
327000,,,50,47,2,112.6267,-622.908,12.0622,1.7526,-18.5312,7.6851,223.9955,6.617,,,
327000,,,,,,,,,,,,,,1000,5715.5734,31.9768
327500,,,50,38,2,151.0602,-623.3467,10.7131,1.3112,-10.8423,8.5571,123.23,9.7549,,,
328000,,,50,46,2,114.4085,-633.0598,16.2939,1.9411,-17.2358,10.4907,174.3381,14.2095,,,
328000,,,,,,,,,,,,,,1000,6189.2114,32.1298
328500,,,50,41,2,136.9658,-622.6121,9.2171,0.8945,-6.6025,7.9805,213.2623,9.1555,,,
329000,,,50,48,2,111.6308,-605.2672,20.8292,19.6936,-29.0664,10.8403,253.0952,6.544,,,
329000,,,,,,,,,,,,,,1000,6093.185,31.4491
329500,,,50,40,2,142.1275,-603.9313,34.4137,30.2333,-33.7988,7.5429,188.2391,14.2596,,,
330000,,,50,50,4,93.7392,-636.5781,8.8769,0.8401,-6.0732,11.7613,234.1595,9.6144,,,
330000,6619.9492,1000.0,,,,,,,,,,,,,,
330000,,,,,,,,,,,,,,1000,6207.7029,28.5221
330500,,,50,50,4,92.1615,-613.0411,18.5284,16.6122,-28.3647,8.7716,243.7888,15.0887,,,
331000,,,50,48,3,104.6832,-619.5488,12.0196,1.1332,-5.0503,15.2742,382.257,8.6014,,,
331000,,,,,,,,,,,,,,1000,5151.8515,31.5576
331500,,,50,50,4,90.9804,-602.2726,19.5528,5.7008,-10.4976,10.8691,185.073,7.2412,,,
332000,,,50,44,3,126.558,-595.1454,11.5514,17.5579,-27.3359,9.2884,154.7942,8.7912,,,
332000,,,,,,,,,,,,,,1000,188.7023,31.3887
332500,,,50,36,2,151.6275,-618.8721,8.0812,5.7205,-28.377,9.9636,513.3053,13.9751,,,
333000,,,50,42,3,132.6487,-617.3232,11.8413,3.2526,-20.9224,10.2169,192.5574,7.7432,,,
333000,,,,,,,,,,,,,,1000,5277.3576,31.4135
333500,,,50,44,3,118.1418,-585.9747,34.6532,30.4208,-49.4102,9.3438,129.2619,7.5075,,,
334000,,,50,46,3,116.1994,-621.1684,11.0625,2.1623,-12.9443,11.2291,138.4087,8.4107,,,
334000,,,,,,,,,,,,,,1000,-76.6153,31.499
334500,,,50,47,3,112.7897,-601.3693,10.5104,12.1389,-27.7305,11.1386,316.5959,12.9681,,,
335000,,,50,49,3,102.1449,-614.3496,13.8259,3.1124,-10.4165,8.761,93.3977,6.747,,,
335000,5856.6318,1000.0,,,,,,,,,,,,,,
335000,,,,,,,,,,,,,,1000,5918.0376,28.3597
335500,,,50,46,3,113.4771,-613.5809,11.1085,2.8208,-13.0933,10.7309,145.7794,11.1224,,,
336000,,,50,42,3,130.5946,-606.5969,10.6924,10.1481,-18.6587,10.0763,244.4643,12.7035,,,
336000,,,,,,,,,,,,,,1000,6116.2485,31.3572
336500,,,50,47,4,112.0191,-608.7741,16.3527,5.5334,-17.1094,14.2568,346.5803,19.9233,,,
337000,,,50,50,5,89.7137,-623.8391,17.9925,5.2468,-11.7441,9.744,330.2522,19.9977,,,
337000,,,,,,,,,,,,,,1000,5710.387,31.0477
337500,,,50,50,5,87.4606,-599.9899,27.6676,21.5352,-27.5249,10.3252,154.3576,9.4286,,,
338000,,,50,50,5,79.3742,-610.9612,11.3283,4.2119,-6.8433,18.6036,451.7183,16.1792,,,
338000,,,,,,,,,,,,,,1000,5698.3783,31.4078
338500,,,50,50,5,72.8938,-616.8082,15.1092,9.5193,-16.6855,10.6085,142.44,7.2966,,,
339000,,,50,40,3,132.417,-605.9855,9.071,5.0902,-20.856,9.7312,160.5237,12.9206,,,
339000,,,,,,,,,,,,,,1000,5907.5578,31.7694
339500,,,50,41,3,147.3432,-606.5408,10.8638,2.3192,-10.1265,9.7911,132.1663,18.2087,,,
340000,,,50,33,3,168.5772,-616.6944,11.4872,5.4172,-26.2417,11.38,223.7542,18.3506,,,
340000,6369.6204,1000.0,,,,,,,,,,,,,,
340000,,,,,,,,,,,,,,1000,6020.1734,28.307
340500,,,50,31,3,192.2721,-614.4127,10.5772,1.8493,-25.5068,10.4555,166.8943,8.2811,,,
341000,,,50,41,3,133.1799,-607.267,12.834,2.8812,-12.1895,10.5875,183.6793,10.7421,,,
341000,,,,,,,,,,,,,,1000,5506.473,30.9837
341500,,,50,33,3,175.6529,-608.5651,13.1209,3.0943,-16.7715,9.6245,312.7585,6.8178,,,
342000,,,50,34,3,167.9647,-606.2032,7.5333,4.8262,-33.8184,9.5169,182.1123,12.9531,,,
342000,,,,,,,,,,,,,,1000,6229.9843,31.4113
342500,,,50,42,3,131.5241,-619.6166,10.915,2.5863,-6.7173,10.9909,363.9406,12.5242,,,
343000,,,50,30,3,189.6657,-597.2432,17.4072,8.8458,-31.9937,9.5103,158.7837,7.4025,,,
343000,,,,,,,,,,,,,,1000,5732.2118,31.6909
343500,,,50,37,3,153.1147,-602.6543,7.6815,1.5192,-10.3818,9.9973,255.9474,8.9671,,,
344000,,,50,47,4,111.8198,-617.746,13.276,3.6689,-9.0718,19.3551,876.9105,7.5402,,,
344000,,,,,,,,,,,,,,1000,5679.8263,32.141
344500,,,50,39,3,143.7591,-632.0018,9.2486,2.9237,-13.9663,11.5495,271.7625,10.4887,,,
345000,,,50,35,3,176.9709,-621.206,18.969,3.9699,-26.626,11.634,223.2174,9.1053,,,
345000,6436.3102,1000.0,,,,,,,,,,,,,,
345000,,,,,,,,,,,,,,1000,6178.7473,29.0739
345500,,,50,42,3,137.8616,-623.0303,30.5385,14.9741,-25.4009,10.1876,100.6587,6.1725,,,
346000,,,50,41,3,133.2836,-627.923,9.5811,4.5681,-20.8008,9.5779,309.7935,8.4452,,,
346000,,,,,,,,,,,,,,1000,5714.9448,32.4935
346500,,,50,39,3,148.5416,-611.9888,12.5056,2.5352,-7.0864,10.655,290.5815,11.2756,,,
347000,,,50,43,3,134.4233,-614.9186,17.2985,7.8751,-21.2905,16.684,915.5496,10.3548,,,
347000,,,,,,,,,,,,,,1000,5995.2355,31.6171
347500,,,50,45,3,118.1345,-637.677,15.445,2.4355,-7.8057,11.1798,189.7613,8.9647,,,
348000,,,50,40,3,139.4691,-630.2612,12.7921,6.7499,-21.2485,9.6183,168.3103,12.3702,,,
348000,,,,,,,,,,,,,,1000,6111.8118,31.3621
348500,,,50,38,3,155.7894,-622.8564,7.7466,2.274,-13.6519,7.5381,83.127,5.1929,,,
349000,,,50,39,3,152.1481,-624.7137,22.8945,2.0659,-10.7637,11.9352,300.5503,10.6336,,,
349000,,,,,,,,,,,,,,1000,6016.8798,31.7845
349500,,,50,34,3,155.3104,-630.4106,10.6232,1.6204,-13.1021,8.8247,223.9539,12.7923,,,
350000,,,50,30,3,182.9255,-619.3589,17.9363,3.2194,-17.6313,9.4226,172.5456,11.4203,,,
350000,5788.9105,1000.0,,,,,,,,,,,,,,
350000,,,,,,,,,,,,,,1000,6014.9193,28.6588
350500,,,50,29,3,194.4268,-611.8273,22.3104,4.8106,-15.291,7.5483,124.2732,13.0156,,,
351000,,,50,33,3,177.7174,-628.8693,9.2912,1.6955,-12.5679,10.676,211.3837,6.3476,,,
351000,,,,,,,,,,,,,,1000,5916.3867,31.1194
351500,,,50,38,3,146.2619,-625.7572,16.3852,1.149,-2.9941,10.5184,540.9052,11.4566,,,
352000,,,50,42,3,146.8672,-627.6396,10.5386,3.4872,-13.9326,10.8589,159.2798,8.0555,,,
352000,,,,,,,,,,,,,,1000,5702.323,31.3933
352500,,,50,36,3,167.0656,-625.6498,14.9157,3.9178,-17.3843,11.7193,216.927,12.629,,,
353000,,,50,34,3,172.9916,-629.5634,10.0439,4.049,-21.2534,14.3251,285.1474,8.0256,,,
353000,,,,,,,,,,,,,,1000,6150.1388,31.326
353500,,,50,38,3,148.5104,-629.5268,20.743,4.636,-29.9941,9.912,207.5622,8.2315,,,
354000,,,50,32,3,183.3029,-621.2047,19.8932,3.3918,-28.6953,7.7398,119.5089,14.1548,,,
354000,,,,,,,,,,,,,,1000,5883.5922,31.6825
354500,,,50,43,3,127.4062,-637.0461,28.8056,1.495,-4.313,8.793,136.3861,6.0265,,,
355000,,,50,40,3,137.4399,-616.2548,10.4531,3.3655,-16.0747,10.3081,266.7524,10.7778,,,
355000,5749.8134,1000.0,,,,,,,,,,,,,,
355000,,,,,,,,,,,,,,1000,5673.7215,28.1632
355500,,,50,36,3,157.2314,-618.1957,11.7356,2.773,-7.9316,10.7735,437.0765,11.3724,,,
356000,,,50,38,3,149.6912,-616.4052,15.6382,1.8409,-5.3984,11.8975,315.562,11.4,,,
356000,,,,,,,,,,,,,,1000,188.6038,31.2892
356500,,,50,42,3,134.0684,-627.1082,28.5386,2.9361,-9.3325,9.7317,115.4087,11.1404,,,
357000,,,50,39,3,140.0398,-630.6525,15.5756,3.4694,-16.0391,12.1025,296.7684,13.2937,,,
357000,,,,,,,,,,,,,,1000,5493.4222,31.5635
357500,,,50,37,3,149.1308,-602.9106,33.0091,15.7499,-30.5591,15.8539,260.6745,13.551,,,
358000,,,50,41,3,130.1203,-613.7774,22.6919,2.6368,-12.3223,13.8893,369.6165,12.6437,,,
358000,,,,,,,,,,,,,,1000,5972.8117,31.1371
358500,,,50,41,3,145.4297,-618.522,17.5072,3.9753,-12.1235,10.1145,154.5527,7.6208,,,
359000,,,50,41,3,137.8967,-618.0966,15.285,2.9344,-15.6665,9.5916,168.9021,13.187,,,
359000,,,,,,,,,,,,,,1000,6263.6143,31.3587
359500,,,50,39,3,141.2652,-619.8246,14.6504,5.3077,-14.292,13.9169,187.2598,14.2782,,,
360000,,,50,41,3,134.5792,-615.3034,10.0934,2.2497,-11.2383,9.6711,172.9587,9.7013,,,
360000,6058.656,1000.0,,,,,,,,,,,,,,
360000,,,,,,,,,,,,,,1000,6256.5274,28.6535
360500,,,50,42,3,134.3504,-605.1782,9.1824,4.4892,-20.5723,9.7069,137.673,8.6147,,,
361000,,,50,37,3,143.1199,-619.2823,11.5495,7.5162,-29.2988,10.5765,286.255,12.9476,,,
361000,,,,,,,,,,,,,,1000,5793.2833,32.5571
361500,,,50,44,3,126.1033,-632.7241,14.5009,1.5225,-10.8516,11.8233,372.0869,12.8178,,,
362000,,,50,41,3,135.2953,-616.5737,15.4956,5.2548,-16.2271,10.7374,357.0435,11.399,,,
362000,,,,,,,,,,,,,,1000,6031.8575,31.726
362500,,,50,40,3,147.6408,-623.3523,8.296,5.6982,-30.9854,14.7746,266.0757,12.8586,,,
363000,,,50,47,3,120.6438,-618.759,14.2581,8.127,-19.9917,11.6147,736.4005,10.6281,,,
363000,,,,,,,,,,,,,,1000,5780.6016,31.2263
363500,,,50,45,3,120.9004,-626.4301,7.3453,4.5266,-19.5845,10.8215,177.7902,11.4202,,,
364000,,,50,45,3,119.1561,-620.2717,40.8387,12.8489,-23.6167,10.9636,200.0111,8.6385,,,
364000,,,,,,,,,,,,,,1000,4739.7091,31.6489
364500,,,50,46,3,118.3079,-618.9081,32.3213,11.2242,-22.7681,13.1676,206.8136,14.1135,,,
365000,,,50,44,3,126.3354,-616.6929,21.9404,10.3576,-24.1924,10.676,133.0351,9.9377,,,
365000,6499.5193,1000.0,,,,,,,,,,,,,,
365000,,,,,,,,,,,,,,1000,6105.4581,28.6458
365500,,,50,41,3,129.3219,-605.934,13.5007,8.9585,-16.4663,9.4351,213.8515,15.2605,,,
366000,,,50,45,4,124.3479,-625.5443,11.2065,4.2701,-15.5215,8.5843,94.4305,17.3107,,,
366000,,,,,,,,,,,,,,1000,5816.23,31.1079
366500,,,50,49,4,101.2893,-633.3195,9.8287,4.4051,-10.1108,8.7668,182.9989,11.1383,,,
367000,,,50,46,3,113.3116,-620.1107,25.8945,5.8239,-19.2964,9.9212,139.0474,11.1582,,,
367000,,,,,,,,,,,,,,1000,6196.4487,31.1719
367500,,,50,44,3,119.7004,-592.6204,27.6125,14.372,-25.5107,7.3432,103.9895,15.3493,,,
368000,,,50,50,5,88.8708,-620.0595,9.9248,3.1248,-6.561,12.4179,177.5184,13.6436,,,
368000,,,,,,,,,,,,,,1000,6064.1229,31.2287
368500,,,50,48,5,105.4204,-615.8274,11.6882,7.2246,-14.9702,9.7192,128.3663,14.1846,,,
369000,,,50,49,4,101.2957,-638.0248,8.3762,4.8649,-15.7124,10.9242,345.6461,6.4662,,,
369000,,,,,,,,,,,,,,1000,6025.3501,31.1021
369500,,,50,44,3,128.666,-617.0113,17.7152,5.1487,-13.0154,11.352,109.0899,14.634,,,
370000,,,50,45,3,123.3033,-616.8525,14.0105,5.5638,-15.6948,9.4231,176.9653,14.7483,,,
370000,5981.6762,1000.0,,,,,,,,,,,,,,
370000,,,,,,,,,,,,,,1000,6241.7295,28.4137
370500,,,50,45,3,125.4432,-614.579,13.2918,4.1341,-13.4551,9.7671,96.926,12.7125,,,
371000,,,50,42,3,129.5404,-611.8585,10.5198,3.9761,-13.8945,25.4565,2485.4341,9.9158,,,
371000,,,,,,,,,,,,,,1000,286.8165,32.1774
371500,,,50,48,4,105.1745,-613.615,21.0263,2.6788,-7.1084,8.7742,97.2085,9.1379,,,
372000,,,50,44,3,123.4177,-604.9193,10.9297,3.9038,-8.9004,10.9809,152.4315,14.6319,,,
372000,,,,,,,,,,,,,,1000,210.1663,32.0924
372500,,,50,45,3,124.6932,-604.6484,16.4856,2.8187,-7.7539,12.6615,486.4167,16.9832,,,
373000,,,50,47,3,114.3884,-606.6752,14.7659,3.79,-12.1372,12.4783,219.1258,15.9923,,,
373000,,,,,,,,,,,,,,1000,140.3388,31.2637
373500,,,50,43,3,127.533,-592.0562,10.9242,3.5006,-7.9028,15.6707,418.5618,10.6546,,,
374000,,,50,38,3,149.7043,-598.1874,21.8348,5.8277,-23.4004,21.4787,582.2933,14.9345,,,
374000,,,,,,,,,,,,,,1000,110.7294,31.2618
374500,,,50,33,3,176.8783,-590.8701,15.8224,2.463,-13.3433,13.6657,325.6833,21.0806,,,
375000,,,50,42,3,135.7585,-609.3419,18.1706,2.1271,-8.9097,10.0829,167.9733,11.0928,,,
375000,6389.5805,1000.0,,,,,,,,,,,,,,
375000,,,,,,,,,,,,,,1000,5978.7188,28.479
375500,,,50,42,3,136.6522,-603.2468,18.7497,2.1295,-8.8911,13.1283,123.5608,9.6398,,,
376000,,,50,31,3,182.3045,-587.7868,15.5543,4.3754,-19.2217,14.2481,224.8117,8.5348,,,
376000,,,,,,,,,,,,,,1000,5675.9462,31.7797
376500,,,50,38,3,141.868,-598.0181,42.2292,5.0935,-23.5562,9.9458,141.5241,13.4075,,,
377000,,,50,27,3,199.0539,-607.7127,11.8916,3.5447,-22.2627,9.8571,161.6021,10.5724,,,
377000,,,,,,,,,,,,,,1000,6332.9228,31.5628
377500,,,50,33,3,169.3273,-596.4352,22.247,3.5827,-16.6011,11.3623,193.1862,11.0341,,,
