env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
92000,,,50,50,3,89.9676,-244.8661,7.5279,0.872,-8.7482,4.4966,158.3344,2.9899,,,
92000,,,,,,,,,,,,,,1000,3823.5621,31.1062
92500,,,50,50,3,96.9521,-243.8327,4.5671,0.8836,-9.2692,6.801,214.7413,3.1945,,,
93000,,,50,50,3,90.1094,-251.5277,7.2215,0.8421,-9.4541,15.5279,306.0275,3.6386,,,
93000,,,,,,,,,,,,,,1000,3503.274,31.4331
93500,,,50,50,3,96.6809,-243.9331,6.9309,0.7929,-8.1309,5.2628,305.4305,2.7865,,,
94000,,,50,50,3,88.1671,-251.8417,6.4463,0.7704,-9.1365,8.6801,234.4452,3.9616,,,
94000,,,,,,,,,,,,,,1000,3798.5762,31.4212
94500,,,50,50,3,88.5558,-249.5668,6.3151,0.8315,-9.0603,7.6212,304.8028,3.8397,,,
95000,,,50,49,3,101.7837,-254.6952,5.2479,0.8235,-9.0099,6.8575,215.4024,3.5003,,,
95000,4541.9677,1000.0,,,,,,,,,,,,,,
95000,,,,,,,,,,,,,,1000,3940.3291,28.4288
95500,,,50,50,3,95.4486,-253.1707,4.8657,0.7762,-8.4994,6.9227,272.6903,3.5036,,,
96000,,,50,50,3,96.411,-255.4739,5.5766,0.7962,-9.7211,5.9752,151.7706,4.3985,,,
96000,,,,,,,,,,,,,,1000,4206.4185,30.821
96500,,,50,48,3,103.6725,-263.3883,5.9853,0.8511,-9.8093,7.134,312.9568,2.8704,,,
97000,,,50,49,3,103.2618,-262.6764,7.4022,0.8063,-9.8288,6.7632,215.2674,2.324,,,
97000,,,,,,,,,,,,,,1000,4135.7197,31.1959
97500,,,50,49,3,101.1068,-268.1728,7.6735,0.7919,-8.7674,6.4771,538.0341,4.474,,,
98000,,,50,50,3,93.6838,-259.5302,5.8417,0.8207,-8.9703,5.3722,164.3585,2.2808,,,
98000,,,,,,,,,,,,,,1000,4240.7444,31.0054
98500,,,50,50,3,92.8425,-272.1579,6.4176,0.7382,-9.0295,6.8039,580.7059,2.5734,,,
99000,,,50,50,3,90.3369,-270.5114,6.5352,0.8556,-10.6917,6.1188,220.0417,4.7131,,,
99000,,,,,,,,,,,,,,1000,4240.3835,31.1037
99500,,,50,49,3,100.3557,-281.0712,4.3351,0.7863,-9.7753,4.8721,134.9817,3.1355,,,
100000,,,50,50,3,98.8019,-275.929,5.7451,0.787,-8.6027,18.2282,630.5107,3.1503,,,
100000,4676.3646,1000.0,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,1000,4194.0144,27.8858
100500,,,50,50,3,98.1704,-276.6297,12.9392,0.8351,-10.2116,7.1271,402.2743,3.9215,,,
101000,,,50,49,3,100.1613,-267.0519,5.4255,0.7892,-9.0773,6.5719,351.17,4.2689,,,
101000,,,,,,,,,,,,,,1000,3102.0132,30.9303
101500,,,50,49,3,100.1017,-272.5391,7.011,0.8068,-8.9239,6.6227,174.5671,4.5899,,,
102000,,,50,50,3,99.9382,-281.9275,6.3738,0.7972,-9.4687,14.6564,300.7599,5.3482,,,
102000,,,,,,,,,,,,,,1000,4372.2982,31.0535
102500,,,50,50,3,92.6808,-285.3922,6.611,0.8484,-9.1166,13.7419,312.9514,3.6215,,,
103000,,,50,50,3,96.3526,-279.3548,6.7068,0.7786,-8.9404,6.5245,237.0233,6.5214,,,
103000,,,,,,,,,,,,,,1000,4385.7611,31.5185
103500,,,50,49,3,104.0129,-291.0756,7.2701,0.8526,-11.3193,11.6277,392.2651,4.3137,,,
104000,,,50,49,3,103.66,-296.3615,8.7235,0.798,-10.1922,6.894,548.5463,3.4276,,,
104000,,,,,,,,,,,,,,1000,4493.7658,31.1586
104500,,,50,50,3,92.305,-299.2574,7.8362,0.7987,-8.6891,7.1692,286.1034,4.3954,,,
105000,,,50,49,3,110.3014,-298.2837,7.6498,0.8743,-10.5923,15.8688,628.7733,5.611,,,
105000,4266.9281,1000.0,,,,,,,,,,,,,,
105000,,,,,,,,,,,,,,1000,4271.2651,28.2092
105500,,,50,45,3,114.9419,-298.4175,7.0296,0.8317,-10.3568,7.5721,499.1203,3.334,,,
106000,,,50,47,3,115.2103,-299.7791,6.1283,0.8759,-11.1013,5.9531,246.4355,3.4051,,,
106000,,,,,,,,,,,,,,1000,4254.3896,30.7924
106500,,,50,46,3,116.004,-308.0297,5.0463,0.8354,-10.7441,6.4997,174.0688,3.8701,,,
107000,,,50,47,3,108.0735,-311.6852,5.8356,0.7796,-9.4736,10.5832,399.2707,3.9197,,,
107000,,,,,,,,,,,,,,1000,4324.9894,30.9461
107500,,,50,49,3,109.3779,-316.3604,11.917,0.8315,-10.2414,10.4851,341.4038,5.0374,,,
108000,,,50,47,3,110.1807,-314.6854,7.2881,0.7958,-10.1081,10.0453,329.73,4.893,,,
108000,,,,,,,,,,,,,,1000,4428.1642,30.942
108500,,,50,45,3,116.849,-303.0255,7.9736,0.7806,-10.0435,8.5425,357.2721,3.7807,,,
109000,,,50,47,3,106.2012,-316.1488,5.2327,0.7653,-10.7648,6.1079,297.3201,3.9755,,,
109000,,,,,,,,,,,,,,1000,4578.3895,30.962
109500,,,50,46,3,118.114,-328.0459,8.6995,0.7503,-9.0484,6.4627,223.9945,4.0232,,,
110000,,,50,47,3,107.1178,-317.9256,12.1587,0.791,-9.6342,4.9283,223.4147,4.5222,,,
110000,3448.4521,1000.0,,,,,,,,,,,,,,
110000,,,,,,,,,,,,,,1000,4421.059,28.3282
110500,,,50,45,3,118.4614,-318.8708,9.714,0.8179,-9.8554,15.8677,836.2032,5.4859,,,
111000,,,50,44,3,123.6916,-315.9908,7.2226,0.7638,-11.2738,6.8005,379.1342,3.0525,,,
111000,,,,,,,,,,,,,,1000,4586.8999,31.0952
111500,,,50,44,3,125.9831,-318.6544,8.8748,0.8459,-11.4529,9.4852,420.1227,3.3329,,,
112000,,,50,44,3,117.992,-322.1856,8.8152,0.8417,-11.5332,6.8041,308.1669,3.5071,,,
112000,,,,,,,,,,,,,,1000,4618.9106,31.5237
112500,,,50,44,3,117.455,-329.9931,6.2717,0.7685,-10.2259,7.7344,686.3571,4.1576,,,
113000,,,50,46,3,115.5593,-329.2491,10.1305,0.8545,-11.2566,6.778,513.4819,4.1924,,,
113000,,,,,,,,,,,,,,1000,4310.3565,31.0825
113500,,,50,45,3,113.7579,-331.2983,5.8788,0.8405,-11.3779,8.2103,592.4097,4.0995,,,
114000,,,50,46,3,121.8399,-332.3123,5.4275,1.0285,-13.8143,6.8559,404.8394,3.8342,,,
114000,,,,,,,,,,,,,,1000,4692.6802,31.1421
114500,,,50,45,3,118.6983,-323.0656,5.7661,0.8332,-9.7371,5.594,182.3917,3.4472,,,
115000,,,50,43,3,125.9752,-336.96,6.1008,0.7606,-12.0569,11.6469,519.2868,6.4018,,,
115000,4667.3929,1000.0,,,,,,,,,,,,,,
115000,,,,,,,,,,,,,,1000,4629.1034,28.1141
115500,,,50,43,3,118.4954,-341.2685,11.6927,0.8016,-12.0425,5.7995,243.2647,3.3481,,,
116000,,,50,43,3,132.9666,-334.939,7.335,0.7626,-10.7063,7.4344,358.6678,4.7069,,,
116000,,,,,,,,,,,,,,1000,4572.0559,31.1308
116500,,,50,43,3,123.9415,-339.5531,6.6054,0.7526,-10.4984,12.9513,722.9136,5.6507,,,
117000,,,50,41,3,136.3795,-351.9059,8.991,0.8823,-13.3475,17.345,684.536,6.045,,,
117000,,,,,,,,,,,,,,1000,2381.5593,31.5679
117500,,,50,42,3,122.1136,-349.5009,8.2773,0.6987,-10.9138,8.7111,472.022,4.8733,,,
118000,,,50,44,3,119.7107,-341.4231,8.9249,0.7703,-9.9598,7.0972,337.9557,4.8337,,,
118000,,,,,,,,,,,,,,1000,4649.2931,31.3183
118500,,,50,40,3,135.077,-353.0204,9.0528,0.707,-10.9046,5.384,178.584,4.4061,,,
119000,,,50,42,3,125.0847,-346.3326,8.2177,0.8253,-14.2542,18.6975,515.4899,4.138,,,
119000,,,,,,,,,,,,,,1000,4538.0526,31.2011
119500,,,50,35,2,141.0537,-362.1218,7.3978,0.7114,-10.4769,13.0356,550.858,3.9094,,,
120000,,,50,41,3,129.2632,-357.5634,7.1095,0.7851,-9.8668,7.2174,482.807,3.6965,,,
120000,5055.9736,1000.0,,,,,,,,,,,,,,
120000,,,,,,,,,,,,,,1000,4399.7985,27.9622
120500,,,50,38,3,132.3088,-351.9944,6.1685,0.6719,-9.806,6.1448,300.0935,4.4814,,,
121000,,,50,39,3,132.5712,-360.6452,11.5745,0.7078,-9.675,9.1494,862.9982,3.7524,,,
121000,,,,,,,,,,,,,,1000,4620.9263,31.1871
121500,,,50,36,3,144.6624,-357.7871,8.4695,0.7418,-12.075,8.859,698.4003,4.1682,,,
122000,,,50,31,2,160.1543,-364.424,9.9475,0.7067,-10.3146,10.013,471.132,4.8805,,,
122000,,,,,,,,,,,,,,1000,4404.0,31.3753
122500,,,50,36,2,144.6754,-363.6185,6.7131,0.689,-11.8946,11.266,707.9276,3.7696,,,
123000,,,50,36,2,153.704,-357.0307,8.8182,0.6639,-10.0341,10.4475,476.4688,5.1108,,,
123000,,,,,,,,,,,,,,1000,4533.8836,31.0382
123500,,,50,38,3,141.0617,-363.3989,5.3462,0.6392,-10.3161,7.0,621.1631,3.1296,,,
124000,,,50,38,2,140.0645,-371.9402,7.1115,0.6647,-10.9751,7.5142,400.1981,4.7047,,,
124000,,,,,,,,,,,,,,1000,4634.9615,31.0534
124500,,,50,35,2,151.6724,-369.728,7.3587,0.618,-10.1997,9.1936,561.8245,7.0126,,,
125000,,,50,36,2,145.5978,-371.3502,5.4111,0.6358,-9.9015,40.262,1960.7681,7.2703,,,
125000,5002.1641,1000.0,,,,,,,,,,,,,,
125000,,,,,,,,,,,,,,1000,4759.955,28.056
125500,,,50,36,2,147.5323,-373.3499,4.8705,0.6599,-9.787,8.3961,507.9071,4.9714,,,
126000,,,50,34,2,154.216,-373.9057,5.5379,0.7291,-14.0993,16.755,555.8615,3.2416,,,
126000,,,,,,,,,,,,,,1000,4594.2328,30.9079
126500,,,50,39,3,139.493,-378.3873,8.3113,0.6138,-8.8136,6.6787,246.2021,3.6252,,,
127000,,,50,40,2,137.3869,-367.2151,9.2164,0.773,-13.9766,10.1312,462.9919,5.1956,,,
127000,,,,,,,,,,,,,,1000,4703.7896,31.031
127500,,,50,35,2,146.1961,-364.2361,7.3318,0.7185,-13.3166,6.7459,481.143,5.8952,,,
128000,,,50,37,3,148.1227,-382.8429,12.9795,0.6641,-10.4235,6.8669,456.1296,3.742,,,
128000,,,,,,,,,,,,,,1000,4817.4298,31.1496
128500,,,50,36,2,145.9787,-388.1055,8.2977,0.6257,-9.991,7.6946,400.2282,6.7235,,,
129000,,,50,36,2,144.7384,-397.7852,8.8909,0.6704,-10.9313,12.4937,915.2901,4.8567,,,
129000,,,,,,,,,,,,,,1000,4684.1641,31.0662
129500,,,50,34,2,157.0905,-390.5793,13.1272,0.6342,-12.7158,10.8959,853.4758,4.1143,,,
130000,,,50,34,2,152.9413,-394.947,7.7218,0.6453,-12.9705,8.101,762.697,5.7215,,,
130000,5112.4596,1000.0,,,,,,,,,,,,,,
130000,,,,,,,,,,,,,,1000,3160.0984,27.8949
130500,,,50,35,2,150.0157,-407.4379,6.4896,0.5888,-9.1591,8.2363,351.4305,4.7069,,,
131000,,,50,35,2,156.142,-403.9818,9.5849,0.5755,-9.4001,9.0065,493.5815,4.3059,,,
131000,,,,,,,,,,,,,,1000,4967.9047,31.4538
131500,,,50,34,2,151.2939,-395.7571,7.8129,0.6455,-10.6697,16.5128,336.8001,5.4267,,,
132000,,,50,34,2,150.3803,-407.8283,9.3568,0.6102,-11.7725,12.5386,1044.849,3.4347,,,
132000,,,,,,,,,,,,,,1000,4755.6295,31.7441
132500,,,50,34,2,164.2342,-402.1153,9.1157,0.588,-10.503,10.04,801.0555,5.4649,,,
133000,,,50,35,2,153.6248,-408.0045,11.4058,0.5833,-11.5253,19.4998,548.7364,7.0571,,,
133000,,,,,,,,,,,,,,1000,4540.5727,31.1516
133500,,,50,34,2,156.3193,-402.2296,7.0112,0.7166,-13.2749,8.0758,570.6312,5.6885,,,
134000,,,50,35,2,156.7796,-414.3075,9.5742,0.5597,-9.1044,8.2811,577.0718,4.6492,,,
134000,,,,,,,,,,,,,,1000,4733.0341,31.0141
134500,,,50,34,2,159.516,-413.601,8.0482,0.8269,-13.9418,7.5901,628.6932,6.4373,,,
135000,,,50,32,2,162.3564,-413.0107,7.9886,0.592,-9.96,5.8381,346.102,4.3303,,,
135000,5231.8044,1000.0,,,,,,,,,,,,,,
135000,,,,,,,,,,,,,,1000,4965.7536,27.889
135500,,,50,33,2,158.3287,-416.6966,6.532,0.6041,-9.6126,7.8047,217.494,4.6368,,,
136000,,,50,32,2,172.2617,-423.7424,8.3107,0.5702,-9.8063,7.8623,312.0048,4.3221,,,
136000,,,,,,,,,,,,,,1000,4884.947,31.0758
136500,,,50,31,2,169.6763,-415.6628,6.2915,0.5826,-9.9039,8.5385,838.0093,7.1121,,,
137000,,,50,32,2,168.967,-420.6953,18.7662,0.659,-11.8786,8.1616,387.0453,3.6973,,,
137000,,,,,,,,,,,,,,1000,4546.2114,30.8624
137500,,,50,32,2,164.9906,-420.8716,8.9385,0.6283,-12.3877,5.7135,276.926,6.2499,,,
138000,,,50,31,2,164.8477,-429.8967,9.8874,0.5905,-8.6524,5.5356,354.0888,3.7913,,,
138000,,,,,,,,,,,,,,1000,4906.8971,30.9569
138500,,,50,32,2,169.5778,-424.1107,8.0067,0.655,-9.3912,10.336,415.6474,2.9851,,,
139000,,,50,30,2,163.2485,-419.3848,9.6521,0.5826,-9.1983,7.8493,465.2965,6.7298,,,
139000,,,,,,,,,,,,,,1000,2400.445,31.0346
139500,,,50,30,2,171.7707,-432.114,6.5935,0.5606,-9.4966,6.8067,268.37,5.947,,,
140000,,,50,31,2,172.5151,-419.6212,11.5775,0.6674,-12.7663,7.145,315.1417,7.1378,,,
140000,5308.8125,1000.0,,,,,,,,,,,,,,
140000,,,,,,,,,,,,,,1000,4805.4844,28.0732
140500,,,50,31,2,167.7556,-429.1922,7.5992,0.6529,-13.1263,6.3558,204.2541,3.702,,,
141000,,,50,31,2,169.1194,-421.4016,7.7728,0.6646,-10.8788,7.5111,253.3309,4.483,,,
141000,,,,,,,,,,,,,,1000,4861.7749,31.4484
141500,,,50,30,2,171.5099,-422.9105,9.4013,0.6156,-10.551,12.9946,526.3391,6.2529,,,
142000,,,50,30,2,162.3492,-427.1041,6.0167,0.6365,-11.7408,6.934,399.1303,3.7037,,,
142000,,,,,,,,,,,,,,1000,5013.8003,30.8244
142500,,,50,30,2,168.0821,-438.5127,14.9387,0.838,-15.592,32.1414,1117.5844,4.5701,,,
143000,,,50,30,2,176.8588,-434.4149,6.3802,0.6203,-10.3706,8.3765,469.384,6.5926,,,
143000,,,,,,,,,,,,,,1000,5012.8328,30.8467
143500,,,50,30,2,170.7781,-436.5868,7.8737,0.611,-9.1196,8.5375,240.1148,6.1476,,,
144000,,,50,30,2,168.0981,-437.0611,7.5128,0.5926,-9.7747,7.2896,358.0961,4.6195,,,
144000,,,,,,,,,,,,,,1000,4985.817,30.9035
144500,,,50,29,2,178.5149,-437.0385,5.3262,0.6061,-10.8237,10.7735,1170.8494,5.3796,,,
145000,,,50,28,2,174.068,-435.601,13.2672,0.6107,-10.2924,7.3886,377.0581,6.8163,,,
145000,5155.3574,1000.0,,,,,,,,,,,,,,
145000,,,,,,,,,,,,,,1000,4943.143,28.5431
145500,,,50,30,2,174.8165,-433.5682,16.0983,0.622,-10.3818,8.2418,602.166,6.5355,,,
146000,,,50,28,2,179.3747,-440.3716,16.4559,0.5693,-9.2733,7.2409,500.2518,5.314,,,
146000,,,,,,,,,,,,,,1000,4876.1837,31.5023
146500,,,50,30,2,173.0886,-456.6128,5.4938,0.583,-10.0088,5.8862,229.1865,5.3603,,,
147000,,,50,29,2,192.1155,-442.7586,8.2953,0.6031,-9.6719,7.753,667.899,5.438,,,
147000,,,,,,,,,,,,,,1000,4970.6817,31.057
147500,,,50,30,2,178.7733,-441.6284,7.622,0.564,-9.5565,6.0569,311.1761,5.207,,,
148000,,,50,33,2,159.8124,-445.0116,7.7387,0.6231,-11.6605,5.8088,180.6005,4.6593,,,
148000,,,,,,,,,,,,,,1000,5143.1616,31.0679
148500,,,50,30,2,174.4128,-450.7368,7.8199,0.6266,-11.256,6.9804,290.0323,8.0016,,,
149000,,,50,29,2,170.3191,-441.8054,13.7974,0.6672,-12.0508,28.9387,2600.4482,6.1808,,,
149000,,,,,,,,,,,,,,1000,5032.1786,30.8763
149500,,,50,29,2,167.2749,-449.9656,17.7061,0.6146,-10.3087,8.2419,184.9268,3.8394,,,
150000,,,50,28,2,183.8504,-451.493,10.8636,0.6581,-11.6628,6.3237,235.1921,4.163,,,
150000,5413.5867,1000.0,,,,,,,,,,,,,,
150000,,,,,,,,,,,,,,1000,5097.088,28.0879
150500,,,50,28,2,183.856,-445.7474,8.1853,0.6522,-11.9578,8.0899,449.4507,5.6982,,,
151000,,,50,28,2,190.851,-447.7683,8.3007,0.5844,-10.0582,6.568,393.0864,4.2416,,,
151000,,,,,,,,,,,,,,1000,5027.4362,31.0215
151500,,,50,28,2,177.6942,-459.7011,8.831,0.6081,-10.092,6.1468,110.9782,3.5255,,,
152000,,,50,30,2,176.8456,-463.9538,6.7968,0.6105,-9.3404,7.1431,249.2547,8.3826,,,
152000,,,,,,,,,,,,,,1000,5079.313,30.6597
152500,,,50,28,2,188.1908,-459.2836,9.4835,0.5942,-9.1509,6.7155,244.9934,4.3519,,,
153000,,,50,29,2,181.6085,-464.1426,9.6374,0.5611,-7.8701,7.6848,232.5005,5.6614,,,
153000,,,,,,,,,,,,,,1000,5089.4343,30.9176
153500,,,50,28,2,182.261,-462.8966,8.9814,0.5841,-8.7124,27.4578,2660.1414,3.7233,,,
154000,,,50,28,2,178.6057,-464.2925,6.7491,0.5675,-8.5459,5.4125,188.6372,5.9242,,,
154000,,,,,,,,,,,,,,1000,5396.3716,31.4134
154500,,,50,29,2,176.4536,-462.3612,12.3924,0.5844,-9.8153,18.2214,1641.5657,5.3468,,,
155000,,,50,28,2,175.9102,-475.4402,7.444,0.634,-12.0869,5.7617,256.1363,4.0782,,,
155000,5539.589,1000.0,,,,,,,,,,,,,,
155000,,,,,,,,,,,,,,1000,5148.8298,28.0065
155500,,,50,28,2,182.6614,-463.8527,6.332,0.5554,-7.7504,11.7362,482.2477,4.3894,,,
156000,,,50,29,2,171.7688,-478.7303,16.2787,0.5134,-7.5241,7.8305,569.3653,5.593,,,
156000,,,,,,,,,,,,,,1000,5224.8301,31.0072
156500,,,50,29,2,169.6463,-466.069,14.8529,0.589,-9.921,6.7645,188.9854,4.0067,,,
157000,,,50,30,2,176.9534,-473.8814,9.8116,0.5596,-9.0195,5.3426,235.2817,5.7049,,,
157000,,,,,,,,,,,,,,1000,5277.1155,31.1683
157500,,,50,30,2,174.3325,-465.8089,5.6897,0.6019,-9.4978,6.2163,228.9973,7.313,,,
158000,,,50,27,2,183.1473,-474.1872,5.3146,0.53,-8.3575,7.1157,330.8273,5.0631,,,
158000,,,,,,,,,,,,,,1000,5124.8085,31.2169
158500,,,50,30,2,185.1644,-478.0549,11.5408,0.5401,-8.02,6.3402,349.8832,4.199,,,
159000,,,50,27,2,182.0584,-479.3994,5.0527,0.5077,-8.0822,7.8445,781.0458,5.2141,,,
159000,,,,,,,,,,,,,,1000,5427.9851,31.2268
159500,,,50,28,2,186.8229,-478.1144,6.1311,0.5785,-9.3995,5.9101,209.4341,4.1825,,,
160000,,,50,28,2,187.9079,-480.8624,6.3268,0.5593,-11.0865,6.4115,183.952,4.7078,,,
160000,5539.0863,1000.0,,,,,,,,,,,,,,
160000,,,,,,,,,,,,,,1000,615.6479,28.2092
160500,,,50,29,2,179.2042,-476.7955,10.0615,0.6531,-11.4778,5.8609,160.7491,6.1023,,,
161000,,,50,27,2,191.6114,-479.1448,4.8329,0.5615,-10.1676,7.14,504.3937,5.6058,,,
161000,,,,,,,,,,,,,,1000,5201.6715,31.4449
161500,,,50,29,2,185.8271,-474.0607,7.5765,0.5166,-8.9068,5.7465,223.2973,4.9295,,,
162000,,,50,29,2,185.5344,-487.3947,6.1875,0.516,-7.8505,7.1662,185.7005,4.9644,,,
162000,,,,,,,,,,,,,,1000,5504.7074,31.0557
162500,,,50,29,2,187.1791,-486.6017,11.4261,0.589,-9.2408,7.0847,400.3528,6.1667,,,
163000,,,50,29,2,188.4235,-481.3626,8.4917,0.5185,-9.3398,6.2718,84.179,10.4428,,,
163000,,,,,,,,,,,,,,1000,5182.4567,31.0422
163500,,,50,31,2,162.7494,-481.727,9.4426,0.5225,-9.2472,6.7471,382.3224,5.7814,,,
164000,,,50,31,2,165.7931,-487.0302,8.2143,0.598,-10.5967,6.3895,377.5679,6.2625,,,
164000,,,,,,,,,,,,,,1000,5316.9167,31.0636
164500,,,50,28,2,186.4813,-487.715,19.4309,0.5635,-10.7267,5.5009,207.6517,5.3212,,,
165000,,,50,27,2,183.7001,-484.7262,6.2903,0.6513,-13.5176,6.4547,369.349,3.634,,,
165000,5828.5363,1000.0,,,,,,,,,,,,,,
165000,,,,,,,,,,,,,,1000,5395.866,28.1375
165500,,,50,30,2,158.6187,-487.6646,52.6889,0.5223,-8.8259,11.1742,1330.3311,6.8503,,,
166000,,,50,33,2,154.2265,-497.1711,9.4281,0.5146,-7.4015,6.8806,208.6044,4.0974,,,
166000,,,,,,,,,,,,,,1000,5167.013,31.5799
166500,,,50,34,2,156.6391,-503.0786,7.7431,0.4819,-7.7781,9.256,528.0561,9.866,,,
167000,,,50,34,2,156.8883,-500.4775,4.6944,0.4883,-6.7327,6.6158,140.2379,4.7321,,,
167000,,,,,,,,,,,,,,1000,5375.1513,31.6017
167500,,,50,34,2,154.9596,-505.0516,23.4169,0.4857,-8.3424,6.0187,201.6308,4.9667,,,
168000,,,50,34,2,154.6689,-500.6056,5.4132,0.4889,-7.2596,6.8974,282.7733,6.8019,,,
168000,,,,,,,,,,,,,,1000,5319.8015,31.6723
168500,,,50,35,2,156.4772,-498.0037,9.0058,0.6244,-10.8855,5.2951,221.0705,3.4888,,,
169000,,,50,34,2,156.3931,-502.5363,12.9926,0.4661,-7.7111,5.6982,210.7466,6.3698,,,
169000,,,,,,,,,,,,,,1000,5300.4572,31.2679
169500,,,50,35,2,152.8637,-512.723,8.1558,0.5488,-10.2402,9.792,229.8013,7.8409,,,
170000,,,50,29,2,178.609,-499.0472,5.8078,0.4881,-8.2866,5.4425,139.5888,4.7783,,,
170000,5737.6075,1000.0,,,,,,,,,,,,,,
170000,,,,,,,,,,,,,,1000,5175.9285,27.9634
170500,,,50,28,2,177.0863,-502.7814,20.6611,0.4996,-9.0884,6.0574,139.74,5.5449,,,
171000,,,50,27,2,181.9604,-501.3381,9.1475,0.6141,-10.5863,6.3801,155.5331,4.5066,,,
171000,,,,,,,,,,,,,,1000,5370.9145,31.1636
171500,,,50,28,2,185.413,-502.9701,7.3231,0.5051,-8.0328,6.944,169.4293,4.2035,,,
172000,,,50,27,2,188.3263,-510.5093,7.7074,0.483,-8.6328,6.235,299.3646,10.6577,,,
172000,,,,,,,,,,,,,,1000,5354.5008,31.4313
172500,,,50,31,2,165.6532,-511.9178,13.9959,0.4577,-8.4263,7.3904,267.0222,3.4871,,,
173000,,,50,31,2,170.4126,-505.3858,9.4576,0.4889,-8.4041,6.6574,246.6328,3.9084,,,
173000,,,,,,,,,,,,,,1000,5573.5953,31.6759
173500,,,50,33,2,158.635,-511.025,10.4171,0.5919,-12.1886,7.8241,177.688,8.5777,,,
174000,,,50,33,2,161.4066,-517.2579,9.3762,0.457,-7.3889,6.4867,144.568,5.8136,,,
174000,,,,,,,,,,,,,,1000,5408.5989,30.9696
174500,,,50,34,2,151.4136,-522.459,9.1142,0.4714,-8.1202,5.94,133.8082,8.7426,,,
175000,,,50,33,2,155.2891,-519.8701,14.2415,1.3015,-15.8104,6.3511,339.354,2.5997,,,
175000,5890.9419,1000.0,,,,,,,,,,,,,,
175000,,,,,,,,,,,,,,1000,5580.256,28.1897
175500,,,50,32,2,160.9318,-510.9007,8.1636,0.4895,-9.1257,7.0961,239.8219,4.5427,,,
176000,,,50,35,2,157.4722,-523.631,14.8108,0.5138,-7.3654,16.3124,362.713,6.9511,,,
176000,,,,,,,,,,,,,,1000,5249.5425,31.0431
176500,,,50,35,2,154.1846,-518.1603,5.4313,0.5669,-11.1588,6.4301,147.9677,5.106,,,
177000,,,50,36,2,137.6452,-517.4453,8.2896,0.4934,-10.2959,7.0921,184.8773,5.6854,,,
177000,,,,,,,,,,,,,,1000,5411.9396,31.0801
177500,,,50,32,2,167.973,-514.6968,8.8155,0.4835,-9.057,6.3156,278.8708,5.7178,,,
178000,,,50,32,2,172.8464,-520.0535,12.3665,0.4203,-6.2029,6.6226,265.951,8.1982,,,
178000,,,,,,,,,,,,,,1000,5615.8204,31.0962
178500,,,50,31,2,170.6297,-520.3271,3.9355,0.4581,-7.771,7.1037,324.049,4.9951,,,
179000,,,50,34,2,153.1702,-519.8176,5.8978,0.4417,-8.7421,5.4649,104.3654,5.0762,,,
179000,,,,,,,,,,,,,,1000,5685.1438,31.2112
179500,,,50,34,2,151.086,-525.2198,14.5574,0.4387,-7.4068,6.7244,248.0058,3.5744,,,
180000,,,50,36,2,151.6688,-525.1915,6.9124,0.4591,-8.9956,8.6911,482.5297,7.4033,,,
180000,5750.0304,1000.0,,,,,,,,,,,,,,
180000,,,,,,,,,,,,,,1000,5462.4952,28.4795
180500,,,50,34,2,155.8257,-524.2175,12.7845,0.5585,-10.7842,8.7367,222.3398,6.4945,,,
181000,,,50,34,2,157.1355,-529.1576,9.3639,0.4193,-9.0677,6.1955,377.4014,4.997,,,
181000,,,,,,,,,,,,,,1000,5526.4801,31.0252
181500,,,50,32,2,159.7807,-522.3762,5.4007,0.4352,-8.3197,8.9154,379.0738,10.919,,,
182000,,,50,33,2,160.5501,-531.018,8.3198,0.4671,-7.4162,6.9974,374.384,4.4807,,,
182000,,,,,,,,,,,,,,1000,5593.8424,30.9373
182500,,,50,37,2,144.1488,-537.3777,15.1342,0.5172,-7.5717,6.4738,137.1732,7.9477,,,
183000,,,50,33,2,155.873,-534.9059,15.2719,0.4154,-8.919,6.6153,156.7763,8.5785,,,
183000,,,,,,,,,,,,,,1000,5478.4886,31.9828
183500,,,50,38,2,135.0704,-533.0743,7.8314,0.4453,-6.0216,6.2875,269.1753,6.2401,,,
184000,,,50,32,2,173.793,-531.511,8.4268,0.4575,-9.2576,7.3527,190.843,4.2177,,,
184000,,,,,,,,,,,,,,1000,5393.9095,31.4518
184500,,,50,35,2,160.5737,-534.7801,5.1844,0.4897,-7.7631,5.8469,187.3197,4.6763,,,
185000,,,50,42,3,120.9931,-544.1406,8.1243,0.4602,-6.6465,4.9862,101.3655,5.7104,,,
185000,4778.7555,1000.0,,,,,,,,,,,,,,
185000,,,,,,,,,,,,,,1000,5617.2439,28.3393
185500,,,50,36,2,147.8102,-536.7709,13.7071,0.7088,-12.4083,5.7633,91.6513,4.7329,,,
186000,,,50,41,2,126.7354,-539.0544,6.8278,0.4779,-7.0047,6.7022,218.5111,4.5481,,,
186000,,,,,,,,,,,,,,1000,5479.4491,30.9839
186500,,,50,40,2,129.6418,-534.2238,13.051,0.9547,-14.3063,7.0705,165.2605,13.7624,,,
187000,,,50,40,2,138.4994,-544.3707,23.6529,0.4522,-9.5536,6.0241,236.1307,4.7938,,,
