env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1423,97.3,,,,,,,,,,,,,,,,,,
55,,,55,-116.2909,2.6315,,,,,,,,,,,,,,,
138,,,83,-112.6579,14.0377,,,,,,,,,,,,,,,
187,,,49,-121.2833,12.6956,,,,,,,,,,,,,,,
228,,,41,-116.5209,12.9877,,,,,,,,,,,,,,,
328,,,100,-123.4972,12.9504,,,,,,,,,,,,,,,
373,,,45,-122.2314,13.1187,,,,,,,,,,,,,,,
430,,,57,-119.7599,13.055,,,,,,,,,,,,,,,
475,,,45,-118.0807,12.8941,,,,,,,,,,,,,,,
500,,,,,,25,6,1,3674.0667,0.8207,0.9202,0.359,0.9382,1.3045,1.7249,1.3875,-0.3347,3.173,8.2759,0.079
520,,,45,-117.6905,13.0124,,,,,,,,,,,,,,,
566,,,46,-120.6816,13.1346,,,,,,,,,,,,,,,
