env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
15429,,,48,257.5306,7.2247,,,,,,,,,,,
15500,,,,,,50,50,9,22.6905,-376.6904,27.9799,0.2593,-1.7211,402.6603,2652.9812,6.398
15500,,,71,336.4077,7.8479,,,,,,,,,,,
15547,,,47,245.9516,7.2043,,,,,,,,,,,
15564,,,17,81.8055,9.9155,,,,,,,,,,,
15581,,,17,81.41,7.4685,,,,,,,,,,,
15619,,,38,210.1983,7.488,,,,,,,,,,,
15667,,,48,262.8985,7.8799,,,,,,,,,,,
15704,,,37,190.8517,7.1995,,,,,,,,,,,
15742,,,38,200.8204,6.845,,,,,,,,,,,
15798,,,56,279.4981,8.111,,,,,,,,,,,
15863,,,65,331.7497,7.5166,,,,,,,,,,,
15889,,,26,132.885,6.9726,,,,,,,,,,,
15930,,,41,219.7791,7.6804,,,,,,,,,,,
15966,,,36,179.2576,8.1253,,,,,,,,,,,
16000,,,,,,50,50,7,24.9879,-412.0759,37.9414,0.2224,-1.7074,307.7647,1002.1788,20.3829
16026,,,60,258.7001,7.4172,,,,,,,,,,,
16077,,,51,228.763,6.9774,,,,,,,,,,,
16119,,,42,215.5596,7.2727,,,,,,,,,,,
16137,,,18,86.7496,8.2635,,,,,,,,,,,
16185,,,48,256.0959,7.187,,,,,,,,,,,
16226,,,41,209.2627,7.539,,,,,,,,,,,
16273,,,47,240.3285,6.205,,,,,,,,,,,
16337,,,64,345.0355,6.6377,,,,,,,,,,,
16376,,,39,213.3074,6.7574,,,,,,,,,,,
16412,,,36,186.6035,7.6059,,,,,,,,,,,
16461,,,49,261.8577,6.4611,,,,,,,,,,,
16482,,,21,103.358,6.2579,,,,,,,,,,,
16500,,,,,,50,50,7,25.1294,-401.9612,30.8951,0.243,-1.8374,359.691,915.3994,14.5391
16503,,,21,102.6542,9.2698,,,,,,,,,,,
16523,,,20,99.3581,7.1583,,,,,,,,,,,
16543,,,20,98.5761,7.1088,,,,,,,,,,,
16576,,,33,166.7746,7.6285,,,,,,,,,,,
16592,,,16,76.2597,6.6878,,,,,,,,,,,
16635,,,43,228.4119,6.15,,,,,,,,,,,
16665,,,30,157.7813,6.5001,,,,,,,,,,,
16707,,,42,215.4485,7.7395,,,,,,,,,,,
16764,,,57,287.7105,8.8985,,,,,,,,,,,
16833,,,69,366.564,7.4743,,,,,,,,,,,
16852,,,19,92.8124,7.6961,,,,,,,,,,,
16904,,,52,281.5591,8.6463,,,,,,,,,,,
16947,,,43,232.0624,7.3961,,,,,,,,,,,
16998,,,51,278.1668,6.5931,,,,,,,,,,,
17000,,,,,,50,50,7,24.6781,-406.4014,34.5015,0.25,-1.8362,479.7178,929.0653,4.553
17059,,,61,324.6614,6.6159,,,,,,,,,,,
17076,,,17,82.1352,6.9092,,,,,,,,,,,
17100,,,24,120.9699,7.91,,,,,,,,,,,
17149,,,49,262.8836,7.003,,,,,,,,,,,
17176,,,27,134.4897,10.4317,,,,,,,,,,,
17225,,,49,256.2686,7.3914,,,,,,,,,,,
17249,,,24,118.3985,6.7934,,,,,,,,,,,
17292,,,43,231.3406,7.7467,,,,,,,,,,,
17320,,,28,142.4114,7.8622,,,,,,,,,,,
17359,,,39,185.7212,7.1508,,,,,,,,,,,
17400,,,41,216.8801,6.653,,,,,,,,,,,
17446,,,46,250.1602,6.3165,,,,,,,,,,,
17491,,,45,237.652,6.5065,,,,,,,,,,,
17500,,,,,,50,50,8,23.5169,-408.5448,30.1576,0.2738,-1.6469,417.9145,687.1901,6.9761
17542,,,51,276.8829,6.2229,,,,,,,,,,,
17600,,,58,278.9584,7.4524,,,,,,,,,,,
17638,,,38,191.4885,6.7956,,,,,,,,,,,
17676,,,38,185.0593,7.348,,,,,,,,,,,
17723,,,47,233.6701,6.1954,,,,,,,,,,,
17746,,,23,111.1603,6.4445,,,,,,,,,,,
17793,,,47,236.8621,6.5956,,,,,,,,,,,
17862,,,69,319.1779,6.7576,,,,,,,,,,,
17905,,,43,236.3961,6.2596,,,,,,,,,,,
17949,,,44,228.2198,6.47,,,,,,,,,,,
18000,,,,,,50,50,9,22.8753,-425.3288,38.1005,0.2734,-1.5641,611.0343,1489.0927,13.2597
18020,,,71,354.7962,6.6075,,,,,,,,,,,
18060,,,40,211.2307,7.3111,,,,,,,,,,,
18104,,,44,221.6088,7.6462,,,,,,,,,,,
18147,,,43,224.9238,6.9568,,,,,,,,,,,
18208,,,61,320.1815,6.6823,,,,,,,,,,,
18250,,,42,211.7495,7.64,,,,,,,,,,,
18306,,,56,290.8702,7.0779,,,,,,,,,,,
18329,,,23,114.6711,5.9964,,,,,,,,,,,
18369,,,40,203.4514,6.7564,,,,,,,,,,,
18410,,,41,218.2066,8.8637,,,,,,,,,,,
18437,,,27,133.014,8.4241,,,,,,,,,,,
18469,,,32,151.4032,7.5975,,,,,,,,,,,
18500,,,,,,50,50,9,24.3294,-455.4316,43.3368,0.2498,-1.7771,491.6731,1116.4376,22.2471
18509,,,40,197.2648,6.1706,,,,,,,,,,,
18549,,,40,197.4759,6.3399,,,,,,,,,,,
18579,,,30,150.9607,6.289,,,,,,,,,,,
18632,,,53,258.9323,7.7541,,,,,,,,,,,
18665,,,33,157.9063,7.5532,,,,,,,,,,,
18707,,,42,212.8891,6.9571,,,,,,,,,,,
18736,,,29,147.2078,6.3935,,,,,,,,,,,
18781,,,45,239.466,6.7537,,,,,,,,,,,
18830,,,49,259.2066,6.4143,,,,,,,,,,,
18858,,,28,140.275,6.8811,,,,,,,,,,,
18881,,,23,111.6613,7.6857,,,,,,,,,,,
18906,,,25,126.0459,8.0732,,,,,,,,,,,
18930,,,24,119.0503,8.3621,,,,,,,,,,,
18994,,,64,344.3744,6.75,,,,,,,,,,,
19000,,,,,,50,50,9,22.6218,-449.64,29.0333,0.2601,-2.0006,717.0142,958.2149,14.1271
19046,,,52,269.6186,7.66,,,,,,,,,,,
19102,,,56,292.4765,6.4318,,,,,,,,,,,
19151,,,49,240.039,6.5398,,,,,,,,,,,
19198,,,47,241.1361,6.863,,,,,,,,,,,
19270,,,72,347.108,6.6321,,,,,,,,,,,
19308,,,38,155.1543,6.6922,,,,,,,,,,,
19346,,,38,202.098,5.9468,,,,,,,,,,,
19378,,,32,159.1737,5.9703,,,,,,,,,,,
19403,,,25,122.1434,6.5405,,,,,,,,,,,
19485,,,82,402.0302,6.0471,,,,,,,,,,,
19500,,,,,,50,50,9,22.7504,-459.8148,31.0467,0.2461,-1.62,556.2314,1017.5083,14.1517
19532,,,47,217.3399,6.0718,,,,,,,,,,,
19568,,,36,189.8918,6.6566,,,,,,,,,,,
19626,,,58,274.8294,6.655,,,,,,,,,,,
19671,,,45,251.0581,6.0508,,,,,,,,,,,
19742,,,71,342.1839,5.7045,,,,,,,,,,,
19813,,,71,382.4622,5.9397,,,,,,,,,,,
19856,,,43,226.9912,6.9907,,,,,,,,,,,
19930,,,74,391.9298,5.8748,,,,,,,,,,,
19976,,,46,230.2138,6.1707,,,,,,,,,,,
20000,,,,,,50,50,10,21.3726,-458.0827,36.3182,0.2714,-2.0684,767.8216,3408.7866,6.1757
20000,257.6218,51.5,,,,,,,,,,,,,,
20035,,,59,307.9342,4.9522,,,,,,,,,,,
20069,,,34,162.6511,5.64,,,,,,,,,,,
20088,,,19,92.13,6.0393,,,,,,,,,,,
20130,,,42,211.0901,6.6091,,,,,,,,,,,
20178,,,48,249.3942,5.9993,,,,,,,,,,,
20200,,,22,109.8181,6.1772,,,,,,,,,,,
20245,,,45,218.4862,6.4473,,,,,,,,,,,
20265,,,20,98.9803,5.8021,,,,,,,,,,,
20310,,,45,237.7784,6.8893,,,,,,,,,,,
20358,,,48,239.5918,6.1036,,,,,,,,,,,
20438,,,80,403.3441,6.1199,,,,,,,,,,,
20483,,,45,241.5636,6.7867,,,,,,,,,,,
20500,,,,,,50,50,9,23.2906,-479.8423,34.9334,0.2467,-1.7329,784.3514,1566.5532,17.3961
20539,,,56,284.8131,5.7917,,,,,,,,,,,
20607,,,68,338.9826,6.3973,,,,,,,,,,,
20643,,,36,174.0713,6.2111,,,,,,,,,,,
20676,,,33,159.2743,5.8716,,,,,,,,,,,
20745,,,69,355.0555,6.265,,,,,,,,,,,
20790,,,45,229.5372,5.9384,,,,,,,,,,,
20829,,,39,210.9676,5.7878,,,,,,,,,,,
20863,,,34,168.255,6.2024,,,,,,,,,,,
20906,,,43,232.9899,6.045,,,,,,,,,,,
20948,,,42,222.0969,6.3334,,,,,,,,,,,
20998,,,50,254.369,6.2187,,,,,,,,,,,
21000,,,,,,50,50,11,23.7691,-465.2848,27.7759,0.2704,-1.8429,647.1695,2532.8875,6.2204
21060,,,62,327.5885,5.7578,,,,,,,,,,,
21101,,,41,208.14,6.2741,,,,,,,,,,,
21146,,,45,236.8948,6.385,,,,,,,,,,,
21214,,,68,348.164,5.9105,,,,,,,,,,,
21238,,,24,119.9756,6.1164,,,,,,,,,,,
21273,,,35,181.8617,5.7691,,,,,,,,,,,
21342,,,69,298.7114,6.2442,,,,,,,,,,,
21381,,,39,198.0248,5.518,,,,,,,,,,,
21450,,,69,302.1579,5.9261,,,,,,,,,,,
21500,,,,,,50,50,11,21.9586,-467.4218,33.2457,0.2562,-2.058,818.5777,2112.4468,5.9937
21502,,,52,257.5104,5.8763,,,,,,,,,,,
21544,,,42,214.434,6.076,,,,,,,,,,,
21592,,,48,233.071,6.4925,,,,,,,,,,,
21636,,,44,224.9254,5.8809,,,,,,,,,,,
21714,,,78,353.2204,6.3847,,,,,,,,,,,
21750,,,36,186.7371,7.0279,,,,,,,,,,,
21833,,,83,423.6775,6.7429,,,,,,,,,,,
21900,,,67,354.1688,6.7312,,,,,,,,,,,
21959,,,59,290.6625,7.4838,,,,,,,,,,,
22000,,,,,,50,50,9,23.172,-475.7872,38.5611,0.2639,-1.5367,939.8771,4043.6599,10.28
22002,,,43,228.3675,6.497,,,,,,,,,,,
22061,,,59,317.1879,6.6067,,,,,,,,,,,
22106,,,45,238.6047,6.7948,,,,,,,,,,,
22149,,,43,219.4058,6.5713,,,,,,,,,,,
22218,,,69,375.0046,6.5288,,,,,,,,,,,
22250,,,32,163.6691,6.7499,,,,,,,,,,,
22302,,,52,285.1537,6.7313,,,,,,,,,,,
