env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
340500,,,50,19,2,267.5492,-561.7682,8.2037,11.549,319.635,9.7825,,,
341000,,,50,19,2,267.8572,-557.2798,14.4213,13.7425,820.5076,4.6714,,,
341000,,,,,,,,,,,,1000,5729.5347,21.044
341500,,,50,19,2,273.509,-573.7708,14.9635,7.0836,280.2155,5.4154,,,
342000,,,50,19,2,287.1286,-584.1092,10.6291,11.286,623.0607,8.3199,,,
342000,,,,,,,,,,,,1000,5868.0795,21.1484
342500,,,50,20,2,261.8924,-566.6334,12.4081,13.9861,728.9773,6.9901,,,
343000,,,50,20,2,289.9583,-580.3599,29.3407,8.8333,269.6766,7.9637,,,
343000,,,,,,,,,,,,1000,5468.1607,21.5584
343500,,,50,20,2,273.8065,-583.8113,21.2496,9.7139,323.5325,11.5214,,,
344000,,,50,20,2,257.7339,-558.0255,11.0711,29.4315,1971.2231,6.6221,,,
344000,,,,,,,,,,,,1000,6014.7575,21.4092
344500,,,50,22,2,234.7059,-573.056,10.3101,9.2294,442.7595,12.7429,,,
345000,,,50,22,2,238.2138,-575.8472,8.1337,11.5393,343.2532,11.4816,,,
345000,6350.6179,1000.0,,,,,,,,,,,,
345000,,,,,,,,,,,,1000,5924.9567,15.8317
345500,,,50,20,2,251.0275,-567.9932,6.4231,10.8794,385.678,6.0361,,,
346000,,,50,19,2,278.7371,-563.0243,27.1886,8.9489,352.8404,9.8173,,,
346000,,,,,,,,,,,,1000,5898.3585,23.53
346500,,,50,20,2,256.5328,-558.2898,11.591,9.4041,796.0973,15.7658,,,
347000,,,50,19,2,255.4317,-573.0602,5.4487,8.1036,178.5123,7.889,,,
347000,,,,,,,,,,,,1000,6018.2443,22.3477
347500,,,50,20,2,245.6461,-582.828,8.5375,20.0683,1942.5721,4.1576,,,
348000,,,50,21,2,247.1809,-589.3192,11.8703,22.1211,920.5314,7.352,,,
348000,,,,,,,,,,,,1000,5647.7379,23.4317
348500,,,50,22,2,258.4554,-569.3853,14.6744,7.2377,158.9189,11.0119,,,
349000,,,50,20,2,261.8517,-569.6445,11.4452,10.1033,614.3531,6.9562,,,
349000,,,,,,,,,,,,1000,5970.8886,23.6725
349500,,,50,19,2,266.2159,-577.8512,18.8943,10.3754,494.149,6.2582,,,
350000,,,50,21,2,246.7995,-563.6285,11.2505,6.6653,148.7809,6.7482,,,
350000,6498.9218,1000.0,,,,,,,,,,,,
350000,,,,,,,,,,,,1000,6054.2612,16.6792
350500,,,50,22,2,246.7897,-569.0656,13.4586,8.5282,256.8405,8.0579,,,
351000,,,50,22,2,245.0899,-569.4843,9.7071,7.9842,389.1407,5.3661,,,
351000,,,,,,,,,,,,1000,5866.3158,23.3953
351500,,,50,22,2,239.4965,-568.1633,8.0474,10.7454,315.5312,11.4377,,,
352000,,,50,21,2,244.0614,-570.3193,6.6924,8.0966,264.4394,9.4215,,,
352000,,,,,,,,,,,,1000,6119.6502,22.4027
352500,,,50,24,2,230.3664,-575.0487,9.821,8.3011,357.631,7.222,,,
353000,,,50,20,2,240.3397,-568.2766,5.0118,11.5596,326.4222,16.7436,,,
353000,,,,,,,,,,,,1000,5912.3036,22.5156
353500,,,50,23,2,234.5754,-575.1666,9.4858,8.8124,207.2031,13.1221,,,
354000,,,50,22,2,248.4464,-569.4291,5.0661,6.8892,334.5908,9.8092,,,
354000,,,,,,,,,,,,1000,530.2745,22.6586
354500,,,50,22,2,252.733,-553.0296,6.2608,11.717,243.1062,9.9393,,,
355000,,,50,24,2,241.1113,-572.7419,7.7153,11.6263,630.9745,14.224,,,
355000,6562.1619,1000.0,,,,,,,,,,,,
355000,,,,,,,,,,,,1000,6011.0229,16.3999
355500,,,50,24,3,210.7099,-553.5806,4.7964,58.3253,2091.4521,9.0593,,,
356000,,,50,22,2,232.4554,-555.1234,5.7292,7.04,197.8396,5.2836,,,
356000,,,,,,,,,,,,1000,6091.3245,22.7622
356500,,,50,24,2,226.9933,-552.3676,17.1596,12.7364,693.1052,12.0055,,,
357000,,,50,24,2,225.6661,-569.759,5.2393,11.8527,433.6753,7.8195,,,
357000,,,,,,,,,,,,1000,5705.5458,22.2194
357500,,,50,22,2,246.2339,-571.7221,6.594,8.2333,260.9745,12.7292,,,
358000,,,50,23,2,257.6063,-578.3776,6.0726,7.5824,120.5141,13.5779,,,
358000,,,,,,,,,,,,1000,6122.5161,22.8459
358500,,,50,23,2,248.1441,-564.5072,9.4376,8.752,227.376,9.6262,,,
359000,,,50,25,2,226.8753,-599.9031,10.7157,12.8186,877.265,7.0303,,,
359000,,,,,,,,,,,,1000,6117.5452,22.8472
359500,,,50,24,2,219.3239,-574.5438,19.9033,8.7066,308.2625,8.8322,,,
360000,,,50,23,2,236.775,-574.7402,9.8218,13.1023,1453.351,6.7631,,,
360000,6002.7259,1000.0,,,,,,,,,,,,
360000,,,,,,,,,,,,1000,5874.4192,16.8327
360500,,,50,25,3,216.6832,-577.724,15.8995,10.7937,302.1742,10.0593,,,
361000,,,50,26,3,221.5477,-561.4052,5.7119,13.8771,340.6346,11.6984,,,
361000,,,,,,,,,,,,1000,697.3465,22.3719
361500,,,50,23,2,235.6328,-547.7391,6.5535,47.7289,519.5705,8.5292,,,
362000,,,50,24,2,213.9721,-568.7657,10.313,8.0225,181.0661,10.4492,,,
362000,,,,,,,,,,,,1000,6091.3045,22.1886
362500,,,50,23,2,234.443,-561.4453,6.5156,7.1789,127.8414,8.366,,,
363000,,,50,26,2,221.0361,-573.3347,5.9388,9.3414,155.4283,5.7606,,,
363000,,,,,,,,,,,,1000,5905.3718,23.9115
363500,,,50,23,2,243.562,-554.4539,10.4984,15.5885,986.1517,10.5749,,,
364000,,,50,25,3,219.19,-570.4431,4.3427,14.5361,499.7649,9.7198,,,
364000,,,,,,,,,,,,1000,3392.9945,22.7542
364500,,,50,24,3,237.5109,-563.7285,9.8344,8.4984,267.7969,6.3296,,,
365000,,,50,23,2,251.4969,-559.9091,7.0047,9.6984,346.724,10.5474,,,
365000,6708.4914,1000.0,,,,,,,,,,,,
365000,,,,,,,,,,,,1000,576.3182,16.404
365500,,,50,22,2,234.8831,-546.9773,11.4943,10.5537,275.2442,16.3452,,,
366000,,,50,22,2,235.1136,-555.2861,11.8588,9.4864,568.5327,11.1811,,,
366000,,,,,,,,,,,,1000,586.3782,23.3532
366500,,,50,22,2,242.4799,-575.0935,9.9563,14.4284,1265.464,7.524,,,
367000,,,50,21,2,245.58,-539.81,10.5839,10.6867,460.2559,8.7084,,,
367000,,,,,,,,,,,,1000,5691.0107,23.06
367500,,,50,23,2,234.8249,-556.7986,24.9116,7.4994,406.4098,8.2504,,,
368000,,,50,21,2,224.6485,-562.0736,5.3525,11.1141,376.3727,8.2178,,,
368000,,,,,,,,,,,,1000,6081.9125,23.3007
368500,,,50,23,2,238.4262,-556.409,10.8754,9.2972,203.5309,12.6297,,,
369000,,,50,24,2,216.6542,-571.9724,15.8872,10.9268,507.8766,7.9623,,,
369000,,,,,,,,,,,,1000,5801.4655,23.2546
369500,,,50,24,3,226.3787,-553.7927,22.2043,8.7567,239.4267,12.4092,,,
370000,,,50,22,2,233.1004,-558.3378,7.7944,9.5374,450.5797,7.2177,,,
370000,5470.5146,1000.0,,,,,,,,,,,,
370000,,,,,,,,,,,,1000,5548.0168,16.9385
370500,,,50,23,2,245.1803,-547.4763,5.2927,13.4115,428.9778,13.9643,,,
371000,,,50,24,2,239.1754,-555.2541,5.7191,11.1062,363.2975,7.0213,,,
371000,,,,,,,,,,,,1000,6041.7854,22.7339
371500,,,50,23,2,239.9261,-542.3533,18.1113,9.6815,324.9881,7.5782,,,
372000,,,50,24,2,221.5244,-544.9178,11.7615,13.4793,279.9636,6.1959,,,
372000,,,,,,,,,,,,1000,6103.6014,22.0485
372500,,,50,25,3,221.8909,-559.4058,13.0034,10.4291,520.9794,9.5975,,,
373000,,,50,22,2,237.9107,-551.1641,13.5671,8.5634,199.2817,13.8762,,,
373000,,,,,,,,,,,,1000,5798.6536,23.4793
373500,,,50,26,2,212.9888,-576.1301,9.2812,9.2398,199.6322,8.2266,,,
374000,,,50,26,2,218.5465,-561.4622,5.4323,10.0818,314.3268,6.438,,,
374000,,,,,,,,,,,,1000,5753.063,22.7064
374500,,,50,25,3,226.3028,-564.4649,7.0056,10.6493,380.4653,7.9956,,,
375000,,,50,24,2,225.6789,-545.6382,15.8056,8.1104,239.5329,10.0342,,,
375000,6098.8749,1000.0,,,,,,,,,,,,
375000,,,,,,,,,,,,1000,5847.1813,16.6021
375500,,,50,26,3,218.9235,-550.7554,6.8558,8.7242,126.9671,9.2232,,,
376000,,,50,26,2,202.7772,-553.4079,7.3489,9.556,162.7331,8.7708,,,
376000,,,,,,,,,,,,1000,5891.426,22.7381
376500,,,50,26,3,205.2139,-563.2668,7.333,6.8371,218.0158,6.8023,,,
377000,,,50,28,3,207.5979,-568.9178,11.8871,7.4069,132.8631,7.9127,,,
377000,,,,,,,,,,,,1000,5372.8538,24.0328
377500,,,50,28,3,196.3428,-579.0035,9.6391,11.6291,296.0873,11.8678,,,
378000,,,50,28,3,206.4336,-571.2705,13.6693,11.4388,283.9297,12.1419,,,
378000,,,,,,,,,,,,1000,5608.56,22.8136
378500,,,50,29,3,195.0645,-583.5324,5.3208,7.8609,94.1235,8.2894,,,
379000,,,50,27,3,193.5078,-573.6498,5.3513,7.3212,224.7775,11.1454,,,
379000,,,,,,,,,,,,1000,6309.5248,23.5885
379500,,,50,29,3,198.9615,-552.3498,5.6202,7.7366,146.1316,8.1091,,,
380000,,,50,29,3,203.9134,-580.3188,6.7698,8.8469,157.7851,10.7189,,,
380000,6452.6044,1000.0,,,,,,,,,,,,
380000,,,,,,,,,,,,1000,5708.0264,16.4565
380500,,,50,27,3,197.3272,-563.4983,10.7481,9.4694,304.4019,21.2507,,,
381000,,,50,28,3,202.5986,-564.9722,7.5192,14.6567,355.3558,8.8779,,,
381000,,,,,,,,,,,,1000,6082.3604,22.6502
381500,,,50,29,3,197.2829,-574.4296,8.6869,9.4455,282.0528,10.3044,,,
382000,,,50,26,3,203.4984,-571.507,8.1121,7.5259,201.3362,12.7458,,,
382000,,,,,,,,,,,,1000,5696.5726,22.2588
382500,,,50,29,3,200.2963,-573.712,14.3092,10.4368,381.9812,7.9542,,,
383000,,,50,29,3,193.0138,-559.5751,5.3275,16.5715,207.7072,7.7328,,,
383000,,,,,,,,,,,,1000,5920.4714,22.8071
383500,,,50,25,3,214.1336,-553.6139,6.6097,7.9385,177.3598,5.42,,,
384000,,,50,29,3,203.9782,-573.7094,9.6097,9.5242,184.9659,9.0003,,,
384000,,,,,,,,,,,,1000,6100.7807,22.7165
384500,,,50,26,2,201.6663,-558.6309,5.7012,11.3314,404.8878,10.8196,,,
385000,,,50,27,3,198.4626,-558.3268,11.8042,8.9124,226.3677,13.1578,,,
385000,5975.4717,1000.0,,,,,,,,,,,,
385000,,,,,,,,,,,,1000,5814.2281,16.3406
385500,,,50,28,3,197.2093,-561.2291,11.1508,10.8802,302.4683,8.8829,,,
386000,,,50,26,2,201.7097,-576.2194,7.3311,7.8741,164.0215,8.4677,,,
386000,,,,,,,,,,,,1000,6098.9192,23.3962
386500,,,50,26,2,225.7412,-581.9425,7.1294,8.9964,200.4677,5.2099,,,
387000,,,50,27,3,202.9793,-579.7994,11.4876,9.2272,346.2449,10.6528,,,
387000,,,,,,,,,,,,1000,5986.5768,22.5278
387500,,,50,25,3,210.6414,-568.9935,16.9548,7.9169,285.8692,6.0744,,,
388000,,,50,25,2,214.8495,-568.301,11.6509,9.3029,257.9394,18.7329,,,
388000,,,,,,,,,,,,1000,6022.2887,24.0732
388500,,,50,27,3,200.2658,-573.9638,11.4991,8.378,269.5388,9.2755,,,
389000,,,50,26,3,208.3615,-568.7996,10.6169,8.2126,102.3621,11.4326,,,
389000,,,,,,,,,,,,1000,5878.7323,22.4499
389500,,,50,26,3,215.6276,-572.0898,5.6746,11.1145,263.0306,10.1576,,,
390000,,,50,26,3,225.2492,-554.0928,7.2844,10.1834,153.5597,9.6888,,,
390000,6552.8722,1000.0,,,,,,,,,,,,
390000,,,,,,,,,,,,1000,6098.5062,17.7304
390500,,,50,23,2,229.4752,-573.996,9.652,9.7846,223.8876,10.2236,,,
391000,,,50,26,2,210.8045,-581.8469,9.8324,11.0815,482.3351,24.0578,,,
391000,,,,,,,,,,,,1000,6066.8437,23.6361
391500,,,50,24,2,212.5946,-575.9444,15.0445,11.164,297.2366,15.1377,,,
392000,,,50,26,2,206.9712,-573.9963,6.8667,9.8291,455.4832,8.7853,,,
392000,,,,,,,,,,,,1000,5884.7916,22.8678
392500,,,50,26,2,226.2822,-587.3053,28.2369,12.954,291.0278,7.6317,,,
393000,,,50,25,2,212.2349,-580.9721,12.4898,9.0708,97.7482,10.0717,,,
393000,,,,,,,,,,,,1000,5886.4534,23.7433
393500,,,50,26,2,210.5998,-581.5294,5.8757,6.6842,293.7845,9.2015,,,
394000,,,50,26,3,218.231,-575.5973,10.8267,9.3407,217.5122,10.1447,,,
394000,,,,,,,,,,,,1000,6113.9475,23.1824
394500,,,50,28,3,204.6586,-583.5493,10.7969,6.3295,217.9665,4.2222,,,
395000,,,50,26,2,206.4452,-579.4747,8.3109,9.0918,410.5875,11.6929,,,
395000,6700.4221,1000.0,,,,,,,,,,,,
395000,,,,,,,,,,,,1000,5890.8912,16.9416
395500,,,50,26,3,204.4023,-574.5314,24.914,10.0986,398.2675,9.2502,,,
396000,,,50,25,2,218.1576,-573.6855,5.4559,6.9388,201.5488,6.7829,,,
396000,,,,,,,,,,,,1000,6100.0654,24.3091
396500,,,50,24,2,222.3279,-574.0241,16.5273,8.9854,171.6891,14.653,,,
397000,,,50,27,3,203.4054,-590.3375,11.3135,7.1827,216.6971,7.5591,,,
397000,,,,,,,,,,,,1000,5713.8047,22.1215
397500,,,50,29,3,196.6183,-599.3711,7.088,11.6419,225.0325,7.1234,,,
398000,,,50,30,3,187.0033,-603.9742,19.267,8.1626,289.6777,15.3242,,,
398000,,,,,,,,,,,,1000,5526.1818,21.8986
398500,,,50,28,3,201.7313,-578.9547,13.7675,12.0107,282.3243,12.1777,,,
399000,,,50,25,2,209.797,-588.4507,7.2678,11.5091,222.2353,11.9594,,,
399000,,,,,,,,,,,,1000,5913.5766,20.7908
399500,,,50,28,3,193.0365,-604.4637,7.3637,9.2615,343.0159,10.847,,,
400000,,,50,30,3,190.9025,-596.0635,6.579,7.2214,220.2323,7.7011,,,
400000,6693.996,1000.0,,,,,,,,,,,,
400000,,,,,,,,,,,,1000,5874.5831,16.6087
400500,,,50,27,3,212.0993,-591.1854,10.2723,8.9064,225.581,7.0182,,,
401000,,,50,28,3,192.1586,-601.4257,9.2578,10.0756,321.2664,12.826,,,
401000,,,,,,,,,,,,1000,6243.5802,21.7606
401500,,,50,29,3,197.6224,-599.9792,7.3318,9.4954,299.7387,8.0929,,,
402000,,,50,27,3,195.9093,-603.5139,12.3591,9.5903,121.4419,5.9062,,,
402000,,,,,,,,,,,,1000,5920.0328,21.815
402500,,,50,27,2,199.4948,-605.5711,24.4147,10.0312,240.5641,10.2335,,,
403000,,,50,27,2,202.5506,-595.5704,5.5336,11.8282,349.8276,7.7618,,,
403000,,,,,,,,,,,,1000,5858.0612,21.7381
403500,,,50,28,3,193.1961,-595.5005,14.083,10.447,195.1457,8.9042,,,
404000,,,50,30,3,187.8689,-601.408,9.692,9.6034,436.5823,6.8502,,,
404000,,,,,,,,,,,,1000,6050.1843,22.6131
404500,,,50,28,3,184.0174,-603.1269,7.4088,9.4157,313.0662,4.2229,,,
405000,,,50,26,3,214.6918,-588.9512,8.6068,8.5667,132.9132,11.4272,,,
405000,6775.4872,1000.0,,,,,,,,,,,,
405000,,,,,,,,,,,,1000,6204.9846,16.1301
405500,,,50,28,3,204.6008,-594.5839,14.171,9.1954,290.7325,17.1365,,,
406000,,,50,27,3,215.496,-605.6796,6.0568,13.5466,433.0791,8.874,,,
406000,,,,,,,,,,,,1000,6161.6777,21.8727
406500,,,50,23,2,218.0543,-587.4268,5.7817,9.499,260.1111,12.8568,,,
407000,,,50,28,3,212.5612,-600.4018,14.1149,11.5461,515.8121,9.3766,,,
407000,,,,,,,,,,,,1000,6193.4454,22.334
407500,,,50,28,3,193.216,-596.7424,8.8447,10.248,142.1488,8.8749,,,
408000,,,50,29,3,184.9228,-586.8729,10.9747,10.1892,204.8868,15.3083,,,
408000,,,,,,,,,,,,1000,6123.4622,22.0107
408500,,,50,29,3,203.1107,-599.2656,23.7144,8.5969,259.4656,13.375,,,
409000,,,50,32,3,176.9284,-596.9714,6.0853,8.5926,165.616,10.0872,,,
409000,,,,,,,,,,,,1000,6033.896,21.8558
409500,,,50,32,3,172.1335,-602.6375,6.7005,7.664,321.2708,15.9103,,,
410000,,,50,29,3,186.9459,-592.7341,16.4863,6.8577,135.9178,9.9903,,,
410000,6140.0748,1000.0,,,,,,,,,,,,
410000,,,,,,,,,,,,1000,545.0781,16.5514
410500,,,50,30,3,187.3407,-598.0731,12.1324,22.5972,649.3599,10.7846,,,
411000,,,50,28,3,197.5309,-579.4795,6.901,9.3016,154.1462,8.5748,,,
411000,,,,,,,,,,,,1000,6094.8991,21.3921
411500,,,50,27,3,194.6665,-587.9586,12.6927,12.5418,133.8972,5.6739,,,
412000,,,50,29,3,190.7692,-586.2274,5.8284,7.1191,161.5629,6.6394,,,
412000,,,,,,,,,,,,1000,6228.2279,22.3064
412500,,,50,26,2,211.8203,-602.1048,9.6108,7.9955,284.6432,5.2337,,,
413000,,,50,28,2,206.0778,-593.549,10.7956,12.0641,199.3888,8.271,,,
413000,,,,,,,,,,,,1000,5715.1315,21.776
413500,,,50,28,3,198.9135,-602.5828,10.825,7.7053,136.1662,17.1753,,,
414000,,,50,26,3,204.8908,-607.7167,17.9688,8.0163,114.7851,8.1457,,,
414000,,,,,,,,,,,,1000,6177.3512,21.6915
414500,,,50,27,2,205.4495,-614.4639,9.0686,10.6432,564.2532,7.6424,,,
415000,,,50,28,3,204.1671,-608.9033,7.1535,9.5159,326.1289,9.7634,,,
415000,6520.4779,1000.0,,,,,,,,,,,,
415000,,,,,,,,,,,,1000,5935.8336,16.3066
415500,,,50,29,2,194.1594,-610.3594,13.1043,10.8504,260.7809,15.3092,,,
416000,,,50,28,2,194.7217,-607.2397,6.0868,7.8254,218.275,9.3815,,,
416000,,,,,,,,,,,,1000,6069.9396,21.0454
416500,,,50,27,2,206.0524,-605.0699,10.1409,8.397,208.9953,5.7309,,,
417000,,,50,28,3,193.6765,-611.1382,16.1184,9.7412,156.5862,10.3532,,,
417000,,,,,,,,,,,,1000,6043.3283,19.913
417500,,,50,27,2,197.1309,-607.5485,15.7964,6.3401,143.8985,7.0928,,,
418000,,,50,26,2,200.8423,-608.6907,12.1886,9.0072,343.4217,12.8812,,,
418000,,,,,,,,,,,,1000,6384.4282,20.9482
418500,,,50,27,2,206.3529,-623.459,10.2036,8.6322,140.0979,14.495,,,
419000,,,50,28,3,209.8527,-608.594,12.3575,8.4203,136.6792,13.3448,,,
419000,,,,,,,,,,,,1000,6156.8917,21.8431
419500,,,50,23,2,228.9803,-600.4077,7.7494,9.0133,185.3628,14.4981,,,
420000,,,50,28,2,204.7595,-613.8257,15.695,9.6423,257.3373,30.3297,,,
420000,5958.4176,1000.0,,,,,,,,,,,,
420000,,,,,,,,,,,,1000,6292.8898,16.6002
420500,,,50,26,2,218.0136,-619.1704,27.622,11.5875,339.3393,8.4001,,,
421000,,,50,26,2,215.1123,-618.2532,9.5721,10.592,151.6587,19.249,,,
421000,,,,,,,,,,,,1000,6332.2734,22.1677
421500,,,50,26,2,204.1378,-617.3798,18.7978,8.7438,338.912,14.5398,,,
422000,,,50,26,2,225.8129,-604.9117,12.9414,11.3449,289.9503,8.1979,,,
422000,,,,,,,,,,,,1000,6168.6871,21.9352
422500,,,50,25,2,221.0247,-614.8468,27.2965,10.2493,582.6517,9.7845,,,
423000,,,50,29,2,195.2729,-621.9402,8.4464,7.2395,137.4933,17.3158,,,
423000,,,,,,,,,,,,1000,6284.4344,21.7145
423500,,,50,28,2,194.0927,-619.7345,13.0447,11.3086,290.8968,6.1434,,,
424000,,,50,27,2,215.5154,-613.0444,13.5375,10.7954,531.6859,10.8793,,,
424000,,,,,,,,,,,,1000,6301.9411,21.3965
424500,,,50,28,2,196.879,-621.3969,7.2685,9.5574,325.4268,10.0021,,,
425000,,,50,29,2,197.1922,-612.813,7.9936,8.9868,216.9346,10.6006,,,
425000,5924.411,1000.0,,,,,,,,,,,,
425000,,,,,,,,,,,,1000,6058.6808,15.7936
425500,,,50,26,2,206.4251,-619.1322,7.2598,6.9861,368.0082,12.7598,,,
426000,,,50,26,2,216.1879,-613.6999,7.4694,11.5831,579.2321,13.0089,,,
426000,,,,,,,,,,,,1000,6300.5861,20.8139
426500,,,50,25,2,224.9731,-613.0953,10.6533,9.3595,162.128,10.9986,,,
427000,,,50,27,2,211.4274,-616.6779,6.5484,11.5607,377.2305,10.2957,,,
427000,,,,,,,,,,,,1000,5957.7525,21.5935
427500,,,50,28,2,212.4835,-624.7841,4.2894,9.4534,225.0032,6.8884,,,
428000,,,50,25,2,227.3761,-610.1848,8.9425,10.9335,239.1979,9.7474,,,
428000,,,,,,,,,,,,1000,6251.3798,21.7825
428500,,,50,28,2,195.3133,-629.4026,16.525,7.905,563.4266,10.3661,,,
429000,,,50,28,3,200.3304,-615.8851,10.0883,8.1637,376.5783,8.6306,,,
429000,,,,,,,,,,,,1000,5568.5906,20.8029
429500,,,50,23,2,228.3607,-621.0372,12.0855,8.1845,209.9515,10.7338,,,
430000,,,50,28,2,202.1167,-627.8661,12.1531,11.0748,316.7625,13.8512,,,
430000,6661.4665,1000.0,,,,,,,,,,,,
430000,,,,,,,,,,,,1000,6347.9257,16.744
430500,,,50,26,2,212.7789,-625.2798,6.7611,9.7324,497.3691,13.1634,,,
431000,,,50,25,2,210.2058,-621.3618,5.41,9.2013,247.4687,6.3796,,,
431000,,,,,,,,,,,,1000,6179.539,21.6238
431500,,,50,25,2,232.0408,-604.0757,6.5719,8.8916,206.4169,14.1685,,,
432000,,,50,27,2,208.7047,-625.0699,9.4783,10.8487,187.8116,9.3517,,,
432000,,,,,,,,,,,,1000,5866.3212,21.9376
432500,,,50,24,2,227.1532,-615.4413,9.6398,10.457,190.3633,9.6398,,,
433000,,,50,26,2,205.7742,-612.622,9.2811,6.9009,221.4168,16.0082,,,
433000,,,,,,,,,,,,1000,5705.6384,21.4621
433500,,,50,23,2,230.6405,-608.669,7.6481,12.6454,314.8181,10.329,,,
434000,,,50,26,2,205.4792,-622.5943,9.3869,9.1332,361.5695,8.7338,,,
434000,,,,,,,,,,,,1000,5901.4249,21.0994
434500,,,50,25,2,209.2771,-619.1334,17.3772,8.7846,213.827,8.3919,,,
435000,,,50,26,2,215.6606,-617.9469,21.5767,9.3212,259.2212,7.1478,,,
435000,6490.4431,1000.0,,,,,,,,,,,,
435000,,,,,,,,,,,,1000,6234.0123,16.6605
435500,,,50,24,2,223.2169,-623.9728,10.7619,8.0314,304.3871,17.2856,,,
436000,,,50,28,2,208.4948,-631.2927,6.2789,10.5863,413.2605,7.9905,,,
436000,,,,,,,,,,,,1000,6068.7944,22.8475
436500,,,50,26,2,216.8274,-627.0937,10.7477,8.8679,182.8299,15.2904,,,
437000,,,50,27,2,207.0982,-646.0307,10.3497,9.809,377.3685,8.8385,,,
437000,,,,,,,,,,,,1000,5625.3356,25.5149
437500,,,50,25,2,209.5093,-629.0874,7.6146,10.246,381.704,11.4018,,,
438000,,,50,24,2,229.2053,-623.8257,14.5815,8.6588,288.1251,8.5171,,,
438000,,,,,,,,,,,,1000,6209.6021,24.2573
438500,,,50,27,2,203.6527,-622.4277,15.8601,10.5605,418.5404,9.8951,,,
439000,,,50,29,2,211.6619,-633.3042,15.1084,8.3337,232.7034,10.1074,,,
439000,,,,,,,,,,,,1000,6190.3882,24.5882
439500,,,50,25,2,220.4005,-612.9785,7.9397,10.1119,285.5281,9.5031,,,
440000,,,50,24,2,221.1296,-629.3839,6.395,9.6219,410.9857,6.5849,,,
440000,6240.4346,1000.0,,,,,,,,,,,,
440000,,,,,,,,,,,,1000,6368.0687,17.6417
440500,,,50,25,2,217.1917,-619.1664,8.5456,9.8559,572.7201,10.5789,,,
441000,,,50,25,2,223.6121,-626.993,13.93,10.446,318.293,7.387,,,
441000,,,,,,,,,,,,1000,6068.4796,23.9192
441500,,,50,25,2,215.4419,-625.6082,9.7007,12.5341,500.2086,12.3234,,,
442000,,,50,24,2,232.5168,-632.2728,8.7845,9.7979,793.3914,9.3268,,,
442000,,,,,,,,,,,,1000,6065.2595,24.7563
442500,,,50,26,2,224.3837,-622.0138,11.2563,12.1096,288.4909,12.0199,,,
443000,,,50,26,2,222.3192,-639.4633,7.0471,11.3664,398.9618,12.3077,,,
443000,,,,,,,,,,,,1000,6076.875,25.8702
443500,,,50,24,2,230.9679,-630.9709,8.4712,8.594,875.3708,13.6941,,,
444000,,,50,24,2,223.2936,-623.4342,21.6193,9.3999,446.6483,5.9459,,,
444000,,,,,,,,,,,,1000,421.8738,25.082
444500,,,50,24,2,227.6136,-622.6771,16.1552,7.4413,337.7066,7.3515,,,
445000,,,50,25,2,222.9494,-621.8561,15.823,9.4668,215.2246,11.4997,,,
445000,5301.6091,1000.0,,,,,,,,,,,,
445000,,,,,,,,,,,,1000,6143.5003,18.0936
445500,,,50,24,2,232.5462,-619.8646,9.9316,9.0572,322.3812,13.4857,,,
446000,,,50,26,2,201.1358,-625.8457,7.4026,8.7126,356.8529,11.2291,,,
446000,,,,,,,,,,,,1000,6319.1635,23.5959
446500,,,50,27,2,209.3772,-631.2103,7.8774,8.8081,274.6444,8.7024,,,
447000,,,50,23,2,231.132,-630.6396,28.4798,9.516,359.6544,12.765,,,
447000,,,,,,,,,,,,1000,6408.9452,23.6573
447500,,,50,25,2,224.1257,-623.3906,7.1805,11.5368,317.9189,12.4465,,,
448000,,,50,23,2,235.6976,-621.9977,10.5496,11.6661,461.8297,16.0092,,,
448000,,,,,,,,,,,,1000,6109.9181,23.6976
448500,,,50,25,2,216.1085,-625.1807,10.2536,11.1646,257.3471,14.133,,,
449000,,,50,27,2,209.5567,-617.5444,12.4762,11.663,676.4049,7.236,,,
449000,,,,,,,,,,,,1000,6368.6948,23.0574
449500,,,50,25,2,223.6697,-620.4205,11.7514,6.6651,133.1482,14.3971,,,
450000,,,50,26,2,215.6427,-618.2309,7.1404,10.1545,703.7791,13.197,,,
450000,6232.812,1000.0,,,,,,,,,,,,
450000,,,,,,,,,,,,1000,6191.2343,16.7404
450500,,,50,27,2,208.1881,-629.0507,12.5252,8.5515,167.2296,11.042,,,
451000,,,50,27,2,218.5376,-626.8257,19.8122,6.9183,186.2257,8.4168,,,
451000,,,,,,,,,,,,1000,5960.6908,21.3564
451500,,,50,26,2,231.2616,-620.7018,9.5666,8.835,220.4533,9.3095,,,
452000,,,50,24,2,236.0983,-628.0316,14.1167,10.7953,295.0473,11.3715,,,
452000,,,,,,,,,,,,1000,6195.6569,21.6442
452500,,,50,23,2,250.9498,-626.9873,23.5026,8.409,189.3727,11.6216,,,
453000,,,50,24,2,228.0814,-630.1076,12.8558,8.3968,253.4296,16.5797,,,
453000,,,,,,,,,,,,1000,6417.7319,21.2826
453500,,,50,24,2,230.3018,-640.0233,4.7881,9.1585,532.2231,6.1268,,,
454000,,,50,23,2,236.4683,-637.9672,13.8936,10.2604,402.0699,25.2718,,,
454000,,,,,,,,,,,,1000,5689.4026,22.6366
