env_steps,return,length,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
347000,,,0.012,-1131.7202,14.5607,0.012,12.0704,1601.8597,10.3777,,,
347000,,,,,,,,,,1000,10879.1126,105.3511
347500,,,0.0126,-1136.7708,9.9194,0.0126,14.1248,1023.7731,5.2884,,,
348000,,,0.0127,-1128.9509,14.2425,0.0127,25.1356,2428.9548,20.0248,,,
348000,,,,,,,,,,1000,10824.6461,106.2758
348500,,,0.0126,-1134.995,11.9807,0.0126,14.8237,1889.8634,22.5546,,,
349000,,,0.0148,-1131.8085,14.5107,0.0148,15.4227,1545.9153,8.7979,,,
349000,,,,,,,,,,1000,10600.7255,103.9314
349500,,,0.0126,-1139.1558,11.5335,0.0126,14.1853,1311.1835,12.1104,,,
350000,,,0.0132,-1131.3981,12.0174,0.0132,14.2015,1451.7423,15.714,,,
350000,11522.7017,1000.0,,,,,,,,,,
350000,,,,,,,,,,1000,11101.7644,91.1062
350500,,,0.0134,-1131.1675,13.3703,0.0134,19.9181,2689.085,12.45,,,
351000,,,0.0122,-1139.6847,11.5907,0.0122,16.9028,2049.1445,13.5931,,,
351000,,,,,,,,,,1000,10630.4473,104.2461
351500,,,0.0119,-1134.5852,6.5038,0.0119,15.7146,2215.1218,5.6057,,,
352000,,,0.0138,-1142.0162,10.7176,0.0138,18.3106,3285.5122,13.7547,,,
352000,,,,,,,,,,1000,10652.9817,104.8645
352500,,,0.0136,-1140.6344,7.7991,0.0136,12.7752,1400.6404,8.1118,,,
353000,,,0.0118,-1136.983,13.0382,0.0118,14.2831,1336.4315,11.559,,,
353000,,,,,,,,,,1000,10949.845,105.0468
353500,,,0.0126,-1143.7001,18.9672,0.0126,14.8698,2021.3588,14.4846,,,
354000,,,0.0137,-1138.3604,13.4447,0.0137,12.0689,1535.1028,15.2388,,,
354000,,,,,,,,,,1000,10939.3698,105.3224
354500,,,0.0112,-1146.3566,13.9475,0.0112,15.1763,1838.4843,7.4724,,,
355000,,,0.0127,-1139.7463,12.2881,0.0127,17.8044,3174.176,8.7444,,,
355000,11656.9531,1000.0,,,,,,,,,,
355000,,,,,,,,,,1000,11150.2578,91.2024
355500,,,0.0117,-1145.0513,12.4342,0.0117,15.1435,2052.0745,9.912,,,
356000,,,0.0131,-1144.192,10.4928,0.0131,15.1196,2660.6919,13.4579,,,
356000,,,,,,,,,,1000,11109.3846,104.1255
356500,,,0.0135,-1148.941,12.6689,0.0135,17.5891,1409.5686,9.9304,,,
357000,,,0.0119,-1141.2708,14.1118,0.0119,14.0641,1400.88,12.5843,,,
357000,,,,,,,,,,1000,11325.5522,105.2258
357500,,,0.0132,-1141.228,21.5203,0.0132,16.0501,3564.6003,26.2936,,,
358000,,,0.0121,-1145.6337,9.4148,0.0121,18.0631,2035.2251,7.407,,,
358000,,,,,,,,,,1000,11158.6342,104.7346
358500,,,0.0146,-1144.7672,10.7279,0.0146,18.3938,2179.8237,11.6402,,,
359000,,,0.0123,-1146.2141,6.7694,0.0123,14.1455,1273.1934,16.1913,,,
359000,,,,,,,,,,1000,10881.8604,102.6891
359500,,,0.013,-1151.7611,11.0773,0.013,19.3755,2937.2979,11.8297,,,
360000,,,0.0124,-1144.4288,20.0125,0.0124,15.8485,2486.4475,10.3656,,,
360000,11349.1428,1000.0,,,,,,,,,,
360000,,,,,,,,,,1000,10783.3703,90.2186
360500,,,0.0123,-1146.0549,13.677,0.0123,14.852,863.1185,9.2904,,,
361000,,,0.0138,-1144.0031,7.5268,0.0138,17.0141,2817.7593,7.9816,,,
361000,,,,,,,,,,1000,10488.0691,105.3408
361500,,,0.0147,-1144.2167,14.9081,0.0147,14.9326,1629.6146,18.8337,,,
362000,,,0.0136,-1144.1289,15.8462,0.0136,14.454,735.683,14.0385,,,
362000,,,,,,,,,,1000,9678.0403,105.071
362500,,,0.0128,-1142.6501,9.0944,0.0128,11.7721,744.9822,10.5366,,,
363000,,,0.013,-1146.047,9.091,0.013,18.0559,3236.9768,6.8009,,,
363000,,,,,,,,,,1000,11181.7581,101.584
363500,,,0.014,-1142.5077,7.5641,0.014,13.5056,1702.7261,9.227,,,
364000,,,0.0118,-1144.73,6.7266,0.0118,11.4196,801.121,13.4061,,,
364000,,,,,,,,,,1000,10824.1184,103.1224
364500,,,0.0122,-1143.626,9.2775,0.0122,15.6768,1862.9913,12.2087,,,
365000,,,0.0113,-1149.59,8.5675,0.0113,16.1904,2445.969,9.1323,,,
365000,11504.0782,1000.0,,,,,,,,,,
365000,,,,,,,,,,1000,10922.6998,87.9327
365500,,,0.012,-1139.6674,16.3768,0.012,14.6666,1663.9657,9.3356,,,
366000,,,0.0128,-1146.6029,9.2237,0.0128,18.8477,1662.2092,7.9855,,,
366000,,,,,,,,,,1000,11382.2213,103.124
366500,,,0.014,-1150.5339,9.2052,0.014,18.0561,2187.4536,9.7847,,,
367000,,,0.0131,-1146.8318,7.5591,0.0131,13.1032,958.8452,12.6463,,,
367000,,,,,,,,,,1000,11327.1951,105.6546
367500,,,0.0128,-1145.527,7.3514,0.0128,13.3353,1518.8568,9.3109,,,
368000,,,0.0144,-1154.7921,6.0831,0.0144,14.2919,2180.2981,12.7464,,,
368000,,,,,,,,,,1000,10641.2146,104.166
368500,,,0.0138,-1149.3743,11.6559,0.0138,15.4977,1852.5897,19.1726,,,
369000,,,0.0133,-1141.0809,14.2854,0.0133,14.1294,2123.9312,16.5565,,,
369000,,,,,,,,,,1000,9991.3346,103.9207
369500,,,0.0139,-1152.2633,9.061,0.0139,14.3047,1628.9556,13.87,,,
370000,,,0.0137,-1155.2738,12.6257,0.0137,12.6481,860.8608,17.4249,,,
370000,10769.4065,1000.0,,,,,,,,,,
370000,,,,,,,,,,1000,11129.0674,89.9761
370500,,,0.012,-1154.6237,7.674,0.012,12.4615,1672.5718,8.2042,,,
371000,,,0.013,-1154.322,10.5798,0.013,13.3696,1650.1483,10.0823,,,
371000,,,,,,,,,,1000,11448.9906,105.0284
371500,,,0.0129,-1151.8179,9.6069,0.0129,13.953,1165.4259,8.3979,,,
372000,,,0.0138,-1149.8334,14.1069,0.0138,14.3617,1334.9166,16.2863,,,
372000,,,,,,,,,,1000,11532.9076,104.6745
372500,,,0.0155,-1145.2935,7.2786,0.0155,15.2909,3093.262,7.2976,,,
373000,,,0.0135,-1153.2443,8.7065,0.0135,17.5876,3175.0789,10.2181,,,
373000,,,,,,,,,,1000,11347.2901,101.3942
373500,,,0.0148,-1156.3147,16.8892,0.0148,16.1845,1087.7428,9.0487,,,
374000,,,0.0148,-1160.5454,7.5512,0.0148,16.0526,3673.7148,18.2442,,,
374000,,,,,,,,,,1000,11085.3887,101.7496
374500,,,0.0124,-1159.8116,9.2529,0.0124,13.0951,1008.8483,8.6721,,,
375000,,,0.0134,-1159.915,13.0287,0.0134,17.6541,1121.3108,13.7397,,,
375000,10637.076,1000.0,,,,,,,,,,
375000,,,,,,,,,,1000,10837.1899,90.1571
375500,,,0.0135,-1162.8671,7.0488,0.0135,13.2398,1152.1571,10.0874,,,
376000,,,0.0146,-1164.1641,15.8825,0.0146,11.1654,1085.5256,11.2287,,,
376000,,,,,,,,,,1000,11316.5002,104.8863
376500,,,0.0124,-1161.9132,5.427,0.0124,12.2052,715.1227,7.4849,,,
377000,,,0.0128,-1160.5938,9.4622,0.0128,13.0034,2041.5443,8.2779,,,
377000,,,,,,,,,,1000,599.7132,103.0701
377500,,,0.0127,-1151.2676,13.7301,0.0127,12.6617,1142.7999,10.2705,,,
378000,,,0.015,-1158.2866,18.4952,0.015,18.3208,3018.6199,22.1536,,,
378000,,,,,,,,,,1000,11380.5241,103.9424
378500,,,0.0127,-1154.6542,10.1895,0.0127,17.0886,1035.7821,24.1736,,,
379000,,,0.0126,-1153.4189,8.5495,0.0126,19.7574,2560.6201,9.8062,,,
379000,,,,,,,,,,1000,10673.7693,102.9457
379500,,,0.0144,-1150.7437,10.3186,0.0144,16.5346,2187.844,9.6082,,,
380000,,,0.0135,-1162.599,15.7702,0.0135,16.7256,2267.1211,9.7112,,,
380000,11887.0648,1000.0,,,,,,,,,,
380000,,,,,,,,,,1000,-282.1801,90.9723
380500,,,0.0142,-1151.1251,15.3909,0.0142,15.4896,2481.9287,12.0386,,,
381000,,,0.0125,-1147.7457,11.4151,0.0125,15.2523,2235.1416,8.5069,,,
381000,,,,,,,,,,1000,11301.0833,105.8878
381500,,,0.0134,-1153.1653,11.8507,0.0134,15.174,1492.5345,10.2884,,,
382000,,,0.0131,-1155.791,14.3586,0.0131,16.4093,2900.1045,11.828,,,
382000,,,,,,,,,,1000,11117.5548,104.7557
382500,,,0.014,-1149.3978,17.9393,0.014,14.9115,1406.0381,17.2053,,,
383000,,,0.0136,-1155.0204,13.0491,0.0136,15.0812,1697.1992,14.391,,,
383000,,,,,,,,,,1000,10446.1066,103.5268
383500,,,0.0148,-1151.7936,6.4979,0.0148,16.5864,1399.738,10.636,,,
384000,,,0.0117,-1147.463,9.375,0.0117,17.7809,2546.3726,10.1295,,,
384000,,,,,,,,,,1000,10814.4803,105.0064
384500,,,0.0138,-1154.6917,21.6606,0.0138,15.0846,1974.5145,10.2701,,,
385000,,,0.0165,-1145.9655,9.8909,0.0165,14.632,1659.1523,7.8557,,,
385000,5139.2288,1000.0,,,,,,,,,,
385000,,,,,,,,,,1000,11135.6321,90.3165
385500,,,0.0141,-1160.6345,12.0084,0.0141,16.0096,1807.1964,14.9071,,,
386000,,,0.0139,-1152.1373,23.435,0.0139,17.0812,1899.0284,19.7649,,,
386000,,,,,,,,,,1000,11133.0967,103.8772
386500,,,0.0152,-1158.3346,7.653,0.0152,18.2509,1788.3101,5.7859,,,
387000,,,0.0133,-1156.7423,22.5124,0.0133,13.805,1378.3694,14.5719,,,
387000,,,,,,,,,,1000,11326.1861,105.435
387500,,,0.0142,-1164.6315,7.1603,0.0142,16.8119,1939.5591,7.7014,,,
388000,,,0.014,-1151.2611,13.7337,0.014,15.728,1654.1273,11.2235,,,
388000,,,,,,,,,,1000,-77.6694,105.5524
388500,,,0.0142,-1155.8976,8.4358,0.0142,11.5403,1016.3915,10.5968,,,
389000,,,0.014,-1162.9362,9.9453,0.014,15.6477,1488.5117,11.8142,,,
389000,,,,,,,,,,1000,11434.2124,104.7719
389500,,,0.012,-1147.6074,7.7033,0.012,15.268,2296.5029,11.276,,,
390000,,,0.0153,-1156.6941,9.4093,0.0153,13.9875,915.0995,19.1973,,,
390000,9279.2305,1000.0,,,,,,,,,,
390000,,,,,,,,,,1000,11522.2748,90.4348
390500,,,0.0139,-1153.806,8.1304,0.0139,16.0436,1705.0604,9.5257,,,
391000,,,0.0154,-1167.5952,13.9965,0.0154,13.792,913.6759,11.2389,,,
391000,,,,,,,,,,1000,10506.8252,101.346
391500,,,0.0135,-1145.8925,7.4503,0.0135,13.3433,1725.4117,8.9093,,,
392000,,,0.0132,-1142.4034,7.2608,0.0132,12.9816,1793.1355,9.5126,,,
392000,,,,,,,,,,1000,-273.4894,101.4284
392500,,,0.0157,-1148.8519,16.3191,0.0157,16.5734,1811.6017,11.7422,,,
393000,,,0.0146,-1154.8231,9.0733,0.0146,15.0315,1585.708,11.5001,,,
393000,,,,,,,,,,1000,-409.7624,101.7295
393500,,,0.0139,-1145.0833,10.5237,0.0139,17.8833,2401.2974,8.4983,,,
394000,,,0.0142,-1144.4232,9.5343,0.0142,17.9837,2057.0022,7.4441,,,
394000,,,,,,,,,,1000,10989.6324,102.3463
394500,,,0.0145,-1142.6404,11.0487,0.0145,12.8247,1276.0219,13.4099,,,
395000,,,0.0124,-1147.4204,8.9734,0.0124,19.4347,1778.973,7.8479,,,
395000,11984.7548,1000.0,,,,,,,,,,
395000,,,,,,,,,,1000,11081.5069,89.3357
395500,,,0.0158,-1144.8202,8.4018,0.0158,16.8977,1808.608,15.314,,,
396000,,,0.0149,-1144.069,9.0376,0.0149,20.6449,2211.0073,10.5538,,,
396000,,,,,,,,,,1000,11342.4431,103.9903
396500,,,0.0142,-1142.6953,9.8454,0.0142,20.3574,2672.4675,14.9798,,,
397000,,,0.0135,-1146.3676,18.3246,0.0135,15.2621,1542.0697,10.132,,,
397000,,,,,,,,,,1000,11314.567,102.9528
397500,,,0.0137,-1149.0156,17.5623,0.0137,20.5811,1704.6158,24.9311,,,
398000,,,0.0122,-1147.4811,9.7807,0.0122,19.6743,1603.8323,8.4098,,,
398000,,,,,,,,,,1000,11567.7198,103.6855
398500,,,0.0148,-1148.2766,8.03,0.0148,16.7923,875.858,9.4975,,,
399000,,,0.0139,-1156.5358,9.1705,0.0139,17.1745,1805.1761,9.4239,,,
399000,,,,,,,,,,1000,10879.887,102.8913
399500,,,0.0144,-1153.5787,6.9661,0.0144,16.3632,1135.2424,10.3992,,,
400000,,,0.0148,-1155.8372,7.3092,0.0148,16.7937,1789.4504,6.6874,,,
400000,11988.7178,1000.0,,,,,,,,,,
400000,,,,,,,,,,1000,11089.1163,88.2276
400500,,,0.0138,-1155.2927,10.5977,0.0138,19.8056,3660.8525,10.8236,,,
401000,,,0.0146,-1150.4222,14.983,0.0146,18.02,1779.0999,10.6047,,,
401000,,,,,,,,,,1000,11575.7568,101.8379
401500,,,0.0154,-1164.6204,11.7656,0.0154,18.213,1202.7668,14.4174,,,
402000,,,0.0146,-1158.011,16.5438,0.0146,17.6095,725.5181,10.2938,,,
402000,,,,,,,,,,1000,11272.1919,101.8907
402500,,,0.0151,-1164.551,10.2088,0.0151,20.7184,2842.1628,9.3296,,,
403000,,,0.0159,-1164.0054,7.853,0.0159,16.862,2152.0989,13.1863,,,
403000,,,,,,,,,,1000,11593.3669,103.9366
403500,,,0.0141,-1158.0071,18.1317,0.0141,14.2373,1045.3075,22.501,,,
404000,,,0.0145,-1162.3065,6.7897,0.0145,16.2442,1431.0128,9.3372,,,
404000,,,,,,,,,,1000,11305.5661,103.4784
404500,,,0.0132,-1162.5642,11.9584,0.0132,20.4134,1669.5724,11.6354,,,
405000,,,0.0148,-1161.8114,15.389,0.0148,15.4006,1882.4933,16.675,,,
405000,11741.6799,1000.0,,,,,,,,,,
405000,,,,,,,,,,1000,11583.0911,89.4312
405500,,,0.0164,-1156.9545,13.7267,0.0164,14.0326,1102.4341,24.0733,,,
406000,,,0.013,-1164.5812,10.2115,0.013,15.806,1810.4823,7.111,,,
406000,,,,,,,,,,1000,10103.4602,105.3859
406500,,,0.0155,-1161.6178,6.414,0.0155,16.5897,1525.3795,6.6052,,,
407000,,,0.015,-1166.5195,7.0977,0.015,15.7014,1565.3665,9.1667,,,
407000,,,,,,,,,,1000,11294.0512,103.9708
407500,,,0.0141,-1163.723,10.5345,0.0141,15.526,1014.1188,14.5476,,,
408000,,,0.0154,-1172.0542,8.3202,0.0154,13.5362,1383.7386,6.7886,,,
408000,,,,,,,,,,1000,11560.4576,102.239
408500,,,0.0131,-1165.585,8.0985,0.0131,14.451,1229.6406,7.3723,,,
409000,,,0.013,-1164.7816,8.1705,0.013,13.7377,782.6523,12.4526,,,
409000,,,,,,,,,,1000,11514.6301,101.8072
409500,,,0.014,-1164.5297,11.3342,0.014,15.6574,1522.1703,12.5543,,,
410000,,,0.0153,-1163.0481,12.537,0.0153,13.6067,1821.6719,12.5622,,,
410000,12114.6762,1000.0,,,,,,,,,,
410000,,,,,,,,,,1000,9569.2011,88.8957
410500,,,0.0138,-1152.0311,11.4425,0.0138,16.3342,1826.2098,9.4989,,,
411000,,,0.0145,-1169.7197,14.2401,0.0145,14.2485,942.7789,12.5878,,,
411000,,,,,,,,,,1000,11267.3524,104.838
411500,,,0.0136,-1165.6519,12.7004,0.0136,16.8403,1030.9597,8.998,,,
412000,,,0.0144,-1161.8721,13.8669,0.0144,15.0032,1301.1605,12.1217,,,
412000,,,,,,,,,,1000,9368.9147,102.1089
412500,,,0.0153,-1162.6812,21.8162,0.0153,17.1919,2167.8025,22.8113,,,
413000,,,0.0136,-1172.1912,11.921,0.0136,14.8922,1658.3373,13.5464,,,
413000,,,,,,,,,,1000,11344.4002,101.7039
413500,,,0.0139,-1156.3275,17.3369,0.0139,17.2352,1904.7805,11.3625,,,
414000,,,0.0156,-1162.8617,8.0075,0.0156,18.4649,2264.7937,15.2745,,,
414000,,,,,,,,,,1000,11519.5159,104.114
414500,,,0.0135,-1167.3115,9.618,0.0135,15.1849,1272.0303,6.532,,,
415000,,,0.0151,-1168.7316,6.5738,0.0151,13.2965,1093.5386,11.1031,,,
415000,12037.6056,1000.0,,,,,,,,,,
415000,,,,,,,,,,1000,11239.6116,90.9248
415500,,,0.0143,-1171.4917,22.0035,0.0143,13.4062,746.8994,20.7246,,,
416000,,,0.0124,-1166.4375,16.5707,0.0124,16.6588,1092.8047,14.2064,,,
416000,,,,,,,,,,1000,11664.2802,102.489
416500,,,0.013,-1166.1167,7.9836,0.013,17.6985,736.8658,14.4101,,,
417000,,,0.013,-1171.1494,13.0524,0.013,14.7641,1605.38,14.4591,,,
417000,,,,,,,,,,1000,10073.6117,104.4271
417500,,,0.0125,-1170.2482,11.3932,0.0125,15.3686,766.8975,14.8061,,,
418000,,,0.0133,-1162.9617,7.4197,0.0133,15.336,2547.512,9.6674,,,
418000,,,,,,,,,,1000,11638.8353,102.6023
418500,,,0.0171,-1164.4724,6.6155,0.0171,14.7539,850.6473,12.9681,,,
419000,,,0.0136,-1168.1683,9.7011,0.0136,16.3981,1750.4625,6.4475,,,
419000,,,,,,,,,,1000,11450.4356,103.3478
419500,,,0.0146,-1167.1549,10.0935,0.0146,11.9386,1578.5239,11.4315,,,
420000,,,0.0148,-1166.3969,8.6349,0.0148,17.2777,2462.4338,15.478,,,
420000,12132.9643,1000.0,,,,,,,,,,
420000,,,,,,,,,,1000,11363.1421,89.0666
420500,,,0.0153,-1171.2576,16.296,0.0153,15.5668,1433.6239,12.7311,,,
421000,,,0.0122,-1176.3168,15.4003,0.0122,15.4852,1210.7153,17.4764,,,
421000,,,,,,,,,,1000,11658.4155,105.7526
421500,,,0.0125,-1172.2172,10.1102,0.0125,13.2144,549.4553,7.3497,,,
422000,,,0.0139,-1175.7087,6.0031,0.0139,15.0895,1030.1051,15.6125,,,
422000,,,,,,,,,,1000,11255.2686,105.2198
422500,,,0.0131,-1169.1975,14.4014,0.0131,15.6365,1450.8903,8.1335,,,
423000,,,0.0159,-1173.3824,8.0044,0.0159,15.1472,1728.8354,15.7585,,,
423000,,,,,,,,,,1000,11623.67,102.6199
423500,,,0.0139,-1182.4133,8.5418,0.0139,17.721,2167.7227,11.1441,,,
424000,,,0.0154,-1174.8627,5.9917,0.0154,15.2608,1645.4305,7.4458,,,
424000,,,,,,,,,,1000,11166.2187,104.2304
424500,,,0.0136,-1179.9102,11.391,0.0136,12.2549,1579.4337,16.0798,,,
425000,,,0.0134,-1173.5078,17.3121,0.0134,13.3493,1320.7013,13.31,,,
425000,10989.708,1000.0,,,,,,,,,,
425000,,,,,,,,,,1000,11257.0176,89.2518
425500,,,0.0142,-1182.0247,9.6206,0.0142,10.7391,574.8483,12.0791,,,
426000,,,0.0134,-1179.1807,13.0682,0.0134,12.4698,735.7253,10.3481,,,
426000,,,,,,,,,,1000,10285.2723,103.6328
426500,,,0.0119,-1172.368,8.8877,0.0119,13.6911,2481.5437,14.9127,,,
427000,,,0.0156,-1172.6243,10.4115,0.0156,14.378,1419.5024,16.3484,,,
427000,,,,,,,,,,1000,11629.122,101.9135
427500,,,0.0161,-1174.9393,18.1249,0.0161,14.7095,909.3998,27.3473,,,
428000,,,0.0138,-1175.9802,7.3162,0.0138,12.7674,576.0964,8.7658,,,
428000,,,,,,,,,,1000,11099.3685,101.7504
428500,,,0.0154,-1171.3641,10.4542,0.0154,12.8685,943.4556,14.8011,,,
429000,,,0.0155,-1176.5902,12.7867,0.0155,13.1697,1119.2499,12.6595,,,
429000,,,,,,,,,,1000,11445.3195,104.3551
429500,,,0.0153,-1172.5675,12.8813,0.0153,15.1074,1302.0656,19.3998,,,
430000,,,0.0136,-1177.2225,8.4819,0.0136,12.8591,1531.2777,18.7525,,,
430000,11558.6068,1000.0,,,,,,,,,,
430000,,,,,,,,,,1000,11216.2049,90.1883
430500,,,0.0132,-1172.1133,8.0606,0.0132,14.367,1650.1766,11.9162,,,
431000,,,0.0126,-1179.326,7.6398,0.0126,13.4017,1723.1511,11.3346,,,
431000,,,,,,,,,,1000,11292.3233,104.5058
431500,,,0.0136,-1181.7253,6.6773,0.0136,14.6028,1675.3324,15.2586,,,
432000,,,0.0143,-1178.4846,7.6275,0.0143,15.2357,1132.5563,15.2558,,,
432000,,,,,,,,,,1000,11471.4787,103.6391
432500,,,0.0146,-1178.4526,11.1261,0.0146,14.6333,668.4016,9.6648,,,
433000,,,0.0147,-1180.5303,10.6543,0.0147,16.3122,2008.3529,12.9603,,,
433000,,,,,,,,,,1000,10730.6138,104.4622
433500,,,0.0162,-1180.1628,11.2272,0.0162,13.4554,1875.7302,19.0041,,,
434000,,,0.015,-1176.3521,11.7898,0.015,16.5736,1331.319,8.0529,,,
434000,,,,,,,,,,1000,11481.5219,103.8649
434500,,,0.0152,-1172.6732,9.9065,0.0152,14.7943,1996.7139,13.4826,,,
435000,,,0.0149,-1174.3353,12.2565,0.0149,13.4252,1088.4121,11.1937,,,
435000,12047.1655,1000.0,,,,,,,,,,
435000,,,,,,,,,,1000,11801.817,90.6727
435500,,,0.0133,-1179.0122,16.072,0.0133,14.7837,1175.5325,15.3479,,,
436000,,,0.0134,-1174.8243,9.1695,0.0134,13.8942,2221.0652,9.6146,,,
436000,,,,,,,,,,1000,10999.4526,104.0826
436500,,,0.0137,-1174.9337,11.0547,0.0137,13.842,1510.4716,23.2417,,,
437000,,,0.0142,-1185.0273,16.2101,0.0142,14.3548,755.0193,9.4317,,,
437000,,,,,,,,,,1000,11680.4287,105.8879
437500,,,0.0136,-1178.9968,6.5967,0.0136,12.6544,929.2181,12.8945,,,
438000,,,0.0142,-1188.0835,21.5738,0.0142,14.4425,2000.8142,31.3577,,,
438000,,,,,,,,,,1000,11767.8082,104.9704
438500,,,0.0143,-1188.1696,10.9589,0.0143,13.0736,770.0118,16.6558,,,
439000,,,0.0139,-1182.5664,13.0159,0.0139,14.7939,1493.9838,14.7906,,,
439000,,,,,,,,,,1000,11449.7154,101.6219
439500,,,0.0137,-1180.3356,6.9098,0.0137,12.8367,780.9782,8.7337,,,
440000,,,0.014,-1189.0013,16.7372,0.014,15.4956,2041.7936,16.887,,,
440000,12138.6048,1000.0,,,,,,,,,,
440000,,,,,,,,,,1000,11331.2917,89.4575
440500,,,0.0139,-1180.3844,7.3228,0.0139,13.8382,1011.5826,9.2909,,,
441000,,,0.0159,-1186.7719,18.2378,0.0159,13.9895,1192.09,16.9264,,,
441000,,,,,,,,,,1000,11726.294,104.2961
441500,,,0.0125,-1190.6959,6.8637,0.0125,11.7555,719.5541,11.5426,,,
442000,,,0.0155,-1185.7371,12.7518,0.0155,17.0697,2175.2927,15.5869,,,
442000,,,,,,,,,,1000,11361.8911,105.6029
442500,,,0.0143,-1179.868,10.991,0.0143,14.3552,1549.0402,11.3723,,,
443000,,,0.0149,-1189.5957,6.9354,0.0149,15.2421,862.9937,7.23,,,
443000,,,,,,,,,,1000,9764.1883,106.1852
443500,,,0.0155,-1188.9464,11.801,0.0155,13.8385,942.5184,15.1027,,,
444000,,,0.0145,-1185.7928,5.7559,0.0145,12.8771,1788.4724,8.0836,,,
444000,,,,,,,,,,1000,11481.6829,105.6551
444500,,,0.0128,-1187.8469,16.6311,0.0128,14.3178,929.9099,9.226,,,
445000,,,0.0159,-1184.7096,18.4792,0.0159,15.6778,1073.0542,13.7365,,,
445000,11845.5289,1000.0,,,,,,,,,,
445000,,,,,,,,,,1000,11483.1619,89.7263
445500,,,0.0142,-1187.3187,10.1638,0.0142,15.5954,1916.235,17.8255,,,
446000,,,0.0139,-1190.3113,10.6251,0.0139,20.3482,2101.4951,8.9224,,,
446000,,,,,,,,,,1000,11593.4319,103.8149
446500,,,0.0144,-1194.6697,13.485,0.0144,15.9686,1289.4054,6.5453,,,
447000,,,0.0146,-1186.9076,11.9562,0.0146,15.8617,1187.6631,10.8425,,,
447000,,,,,,,,,,1000,11551.5062,105.5902
447500,,,0.0142,-1188.939,11.9339,0.0142,13.3437,2049.7024,17.2914,,,
448000,,,0.0119,-1195.2781,10.1789,0.0119,12.1574,616.623,9.7143,,,
448000,,,,,,,,,,1000,11808.6698,104.0896
448500,,,0.0143,-1193.3978,15.6104,0.0143,12.9332,754.4065,10.4618,,,
449000,,,0.0139,-1189.1492,15.1462,0.0139,12.0089,1039.2576,16.4528,,,
449000,,,,,,,,,,1000,11102.7186,102.9602
449500,,,0.0156,-1193.7646,9.057,0.0156,13.2992,984.276,11.9301,,,
450000,,,0.0127,-1187.193,7.2385,0.0127,12.8321,1180.0237,5.263,,,
450000,12067.211,1000.0,,,,,,,,,,
450000,,,,,,,,,,1000,11333.8358,89.0286
450500,,,0.0149,-1195.0885,18.596,0.0149,14.4211,1501.3289,28.3922,,,
451000,,,0.0133,-1195.0403,12.4462,0.0133,13.3487,843.9521,10.716,,,
451000,,,,,,,,,,1000,11078.6345,103.2178
451500,,,0.013,-1194.271,8.7794,0.013,15.905,1296.9132,10.2503,,,
452000,,,0.014,-1191.6703,13.8319,0.014,12.7089,567.0857,10.6579,,,
452000,,,,,,,,,,1000,10783.2749,103.4141
452500,,,0.0155,-1198.4609,9.0977,0.0155,13.3632,1546.7515,9.7606,,,
453000,,,0.0126,-1190.447,14.5611,0.0126,15.748,1514.8625,11.0525,,,
453000,,,,,,,,,,1000,11752.4929,104.5145
453500,,,0.0155,-1195.0282,6.8529,0.0155,16.2733,1282.8,12.0523,,,
454000,,,0.014,-1190.559,22.666,0.014,16.5325,1709.9431,14.938,,,
454000,,,,,,,,,,1000,11359.6783,104.5979
454500,,,0.0146,-1198.4664,10.1453,0.0146,16.2915,1400.8931,15.9722,,,
455000,,,0.015,-1195.8378,5.9354,0.015,11.3352,769.6896,17.2834,,,
455000,11880.9595,1000.0,,,,,,,,,,
455000,,,,,,,,,,1000,11359.2307,88.9637
455500,,,0.0145,-1194.2979,8.4899,0.0145,14.5152,1565.3145,9.4269,,,
456000,,,0.0144,-1199.0231,16.6016,0.0144,14.7251,994.2993,12.1626,,,
456000,,,,,,,,,,1000,10615.9267,101.2864
456500,,,0.0159,-1190.1766,7.4337,0.0159,15.56,1874.9139,12.7688,,,
457000,,,0.0156,-1191.9498,8.0874,0.0156,16.3478,2008.005,13.9041,,,
457000,,,,,,,,,,1000,11719.853,103.9902
457500,,,0.0141,-1204.4192,8.8923,0.0141,13.0108,933.5654,13.6631,,,
458000,,,0.0132,-1195.168,9.1303,0.0132,14.5845,781.265,12.6046,,,
458000,,,,,,,,,,1000,11893.6964,102.1284
458500,,,0.0158,-1192.5511,13.2945,0.0158,17.3756,1702.8159,25.3989,,,
459000,,,0.0134,-1193.2931,12.529,0.0134,13.614,735.9089,8.5861,,,
459000,,,,,,,,,,1000,11083.5697,104.1124
459500,,,0.0145,-1197.3645,10.7849,0.0145,16.4324,851.9923,10.4943,,,
460000,,,0.0136,-1192.783,9.8612,0.0136,16.8537,1241.0514,12.2769,,,
460000,12286.2848,1000.0,,,,,,,,,,
460000,,,,,,,,,,1000,9898.1962,88.9595
460500,,,0.0151,-1192.8112,9.0024,0.0151,15.1531,1795.3671,9.0694,,,
461000,,,0.0145,-1187.1992,10.5255,0.0145,14.4709,597.8121,12.7384,,,
461000,,,,,,,,,,1000,11828.1599,103.5533
461500,,,0.0141,-1193.118,15.3161,0.0141,16.601,1781.0042,24.3348,,,
462000,,,0.0155,-1196.3156,14.4506,0.0155,14.1312,1570.6836,14.9588,,,
