env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
20056,,,22,107.9591,27.7206,,,,,,,,,,,
20075,,,19,92.1965,25.6279,,,,,,,,,,,
20098,,,23,110.0405,25.0398,,,,,,,,,,,
20120,,,22,106.3251,27.6228,,,,,,,,,,,
20204,,,84,382.1995,27.8922,,,,,,,,,,,
20231,,,27,132.9463,31.7818,,,,,,,,,,,
20250,,,19,90.2275,28.8376,,,,,,,,,,,
20271,,,21,103.09,29.123,,,,,,,,,,,
20334,,,63,283.3292,27.8857,,,,,,,,,,,
20387,,,53,288.2498,29.3785,,,,,,,,,,,
20423,,,36,168.2055,25.8163,,,,,,,,,,,
20447,,,24,118.11,24.5079,,,,,,,,,,,
20500,,,,,,50,50,40,15.4408,18.1167,-474.2059,86.6982,18.1167,711.111,3436.2949,6.7997
20501,,,54,211.0989,25.8178,,,,,,,,,,,
20529,,,28,135.958,26.4436,,,,,,,,,,,
20551,,,22,106.2267,30.9051,,,,,,,,,,,
20590,,,39,161.8,30.253,,,,,,,,,,,
20626,,,36,179.739,30.388,,,,,,,,,,,
20673,,,47,191.1542,27.656,,,,,,,,,,,
20695,,,22,103.896,29.1252,,,,,,,,,,,
20722,,,27,131.3096,25.7948,,,,,,,,,,,
20758,,,36,163.459,27.9946,,,,,,,,,,,
20791,,,33,152.825,34.8127,,,,,,,,,,,
20825,,,34,165.8667,33.7279,,,,,,,,,,,
20891,,,66,305.0528,27.2635,,,,,,,,,,,
20910,,,19,89.9647,29.6675,,,,,,,,,,,
20961,,,51,186.7581,28.1095,,,,,,,,,,,
20982,,,21,101.4657,26.9542,,,,,,,,,,,
21000,,,,,,50,50,44,14.1728,17.227,-505.7429,85.6201,17.227,575.4155,1846.4613,3.8831
21021,,,39,182.8303,27.157,,,,,,,,,,,
21046,,,25,122.9144,28.3946,,,,,,,,,,,
21129,,,83,349.6282,28.0054,,,,,,,,,,,
21182,,,53,208.4928,27.0115,,,,,,,,,,,
21222,,,40,180.0017,26.5863,,,,,,,,,,,
21269,,,47,204.3705,27.037,,,,,,,,,,,
21323,,,54,250.2456,28.2641,,,,,,,,,,,
21340,,,17,81.3442,29.6887,,,,,,,,,,,
21365,,,25,113.3985,28.0516,,,,,,,,,,,
21433,,,68,296.3099,28.1136,,,,,,,,,,,
21456,,,23,107.0673,29.0793,,,,,,,,,,,
21500,,,,,,50,50,42,14.786,17.8698,-497.9417,100.0553,17.8698,900.9064,2312.0515,4.9205
21521,,,65,304.651,27.9242,,,,,,,,,,,
21587,,,66,308.8089,28.0014,,,,,,,,,,,
21651,,,64,263.5289,27.1895,,,,,,,,,,,
21671,,,20,97.4222,26.5079,,,,,,,,,,,
21713,,,42,188.4794,26.7975,,,,,,,,,,,
21781,,,68,304.3823,26.4407,,,,,,,,,,,
21832,,,51,237.2337,28.5035,,,,,,,,,,,
21904,,,72,365.2423,28.869,,,,,,,,,,,
21960,,,56,297.1202,25.8159,,,,,,,,,,,
22000,,,,,,50,50,43,14.5289,17.6776,-533.1243,88.8956,17.6776,718.4321,2741.7212,4.9787
22021,,,61,261.1217,26.4958,,,,,,,,,,,
22050,,,29,144.9499,25.2147,,,,,,,,,,,
22117,,,67,298.3221,30.3673,,,,,,,,,,,
22167,,,50,228.374,28.1928,,,,,,,,,,,
22257,,,90,413.3707,28.2557,,,,,,,,,,,
22291,,,34,166.5862,26.7839,,,,,,,,,,,
22339,,,48,231.6601,27.5541,,,,,,,,,,,
22388,,,49,241.1998,27.5598,,,,,,,,,,,
22458,,,70,326.4084,29.0143,,,,,,,,,,,
22500,,,,,,50,50,42,14.0366,17.8679,-512.4758,92.7215,17.8679,891.0769,4227.6138,5.6455
22541,,,83,377.2563,29.2528,,,,,,,,,,,
22597,,,56,275.7913,30.8407,,,,,,,,,,,
22693,,,96,459.3948,28.2726,,,,,,,,,,,
22740,,,47,218.0356,28.3403,,,,,,,,,,,
22789,,,49,233.5296,25.9961,,,,,,,,,,,
22825,,,36,174.6406,26.896,,,,,,,,,,,
22860,,,35,162.1931,33.0212,,,,,,,,,,,
22919,,,59,307.5749,28.5403,,,,,,,,,,,
22984,,,65,313.7003,27.0587,,,,,,,,,,,
23000,,,,,,50,50,45,13.2644,17.0654,-521.8379,81.2263,17.0654,754.4752,2843.5972,8.0905
23034,,,50,246.2161,29.6431,,,,,,,,,,,
23098,,,64,312.3725,28.1623,,,,,,,,,,,
23169,,,71,362.3064,28.5365,,,,,,,,,,,
23208,,,39,175.6927,33.4632,,,,,,,,,,,
23260,,,52,267.8535,32.4079,,,,,,,,,,,
23311,,,51,241.6783,27.1465,,,,,,,,,,,
23358,,,47,234.4147,28.6509,,,,,,,,,,,
23419,,,61,309.5265,26.835,,,,,,,,,,,
23500,,,,,,50,50,41,18.3393,17.1187,-543.3565,93.9385,17.1187,1271.4769,6703.2446,7.4186
23504,,,85,457.0095,26.8996,,,,,,,,,,,
23559,,,55,238.5537,25.915,,,,,,,,,,,
23607,,,48,236.053,26.9063,,,,,,,,,,,
23691,,,84,398.1557,29.5238,,,,,,,,,,,
23738,,,47,202.3939,35.2342,,,,,,,,,,,
23808,,,70,332.0429,27.955,,,,,,,,,,,
23873,,,65,305.4526,25.901,,,,,,,,,,,
23927,,,54,244.6383,32.0979,,,,,,,,,,,
23967,,,40,171.897,27.1883,,,,,,,,,,,
23988,,,21,102.2442,32.1523,,,,,,,,,,,
24000,,,,,,50,50,40,18.8008,15.935,-554.0262,84.7503,15.935,996.077,3431.5149,11.5726
24008,,,20,97.7876,30.5947,,,,,,,,,,,
24057,,,49,237.4363,26.8331,,,,,,,,,,,
24081,,,24,117.6008,27.0608,,,,,,,,,,,
24128,,,47,229.132,28.5364,,,,,,,,,,,
24234,,,106,497.6823,26.1594,,,,,,,,,,,
24313,,,79,403.8397,29.6515,,,,,,,,,,,
24381,,,68,316.4046,29.3084,,,,,,,,,,,
24458,,,77,394.5008,33.4557,,,,,,,,,,,
24476,,,18,85.6433,35.6899,,,,,,,,,,,
24500,,,,,,50,50,43,14.8695,17.0791,-554.366,112.1175,17.0791,1187.6343,4971.2681,11.4055
24537,,,61,250.5406,27.706,,,,,,,,,,,
24558,,,21,103.7285,28.0282,,,,,,,,,,,
24577,,,19,91.7894,26.7164,,,,,,,,,,,
24623,,,46,194.383,25.7276,,,,,,,,,,,
24645,,,22,106.2953,26.7555,,,,,,,,,,,
24705,,,60,274.266,27.4519,,,,,,,,,,,
24782,,,77,360.5499,29.8993,,,,,,,,,,,
24827,,,45,242.2342,26.306,,,,,,,,,,,
24894,,,67,284.3244,29.991,,,,,,,,,,,
24914,,,20,94.5198,29.7779,,,,,,,,,,,
24949,,,35,165.9623,28.8464,,,,,,,,,,,
24998,,,49,203.2622,31.6418,,,,,,,,,,,
25000,,,,,,50,50,43,14.384,16.3786,-579.3906,100.6719,16.3786,1419.6382,5590.1606,10.6154
25000,195.0928,47.9,,,,,,,,,,,,,,
25076,,,78,347.883,22.434,,,,,,,,,,,
25151,,,75,317.7429,30.9761,,,,,,,,,,,
25245,,,94,421.3177,27.9152,,,,,,,,,,,
25307,,,62,248.8893,28.0767,,,,,,,,,,,
25329,,,22,107.5346,33.7506,,,,,,,,,,,
25354,,,25,122.9313,26.5056,,,,,,,,,,,
25403,,,49,205.6097,33.3599,,,,,,,,,,,
25454,,,51,214.6177,28.8609,,,,,,,,,,,
25487,,,33,162.7365,28.2489,,,,,,,,,,,
25500,,,,,,50,50,41,14.5996,16.6634,-571.8104,100.4136,16.6634,1221.6996,5128.4966,7.9866
25534,,,47,198.7998,29.332,,,,,,,,,,,
25565,,,31,156.6654,28.4185,,,,,,,,,,,
25585,,,20,98.538,34.2824,,,,,,,,,,,
25676,,,91,432.3728,30.9363,,,,,,,,,,,
25700,,,24,115.4958,29.0303,,,,,,,,,,,
25727,,,27,131.8833,28.8765,,,,,,,,,,,
25774,,,47,197.03,28.245,,,,,,,,,,,
25820,,,46,197.3041,26.1642,,,,,,,,,,,
25843,,,23,114.2926,34.1992,,,,,,,,,,,
25905,,,62,271.0039,26.5705,,,,,,,,,,,
25925,,,20,97.1222,24.0339,,,,,,,,,,,
26000,,,,,,50,50,41,15.1507,16.7344,-574.0702,95.9216,16.7344,1565.8893,5330.188,12.5003
26025,,,100,428.6261,28.1985,,,,,,,,,,,
26077,,,52,262.8049,27.3119,,,,,,,,,,,
26103,,,26,124.9219,24.6384,,,,,,,,,,,
26127,,,24,119.2576,31.6721,,,,,,,,,,,
26159,,,32,158.2857,27.3338,,,,,,,,,,,
26181,,,22,108.0424,30.6719,,,,,,,,,,,
26256,,,75,330.3794,31.2907,,,,,,,,,,,
26304,,,48,214.014,27.6315,,,,,,,,,,,
26330,,,26,129.6006,27.6365,,,,,,,,,,,
26386,,,56,292.6473,28.2625,,,,,,,,,,,
26415,,,29,140.1046,30.63,,,,,,,,,,,
26442,,,27,129.7958,29.1237,,,,,,,,,,,
26490,,,48,254.7658,26.0652,,,,,,,,,,,
26500,,,,,,50,50,41,15.7435,16.543,-624.6088,120.7311,16.543,2841.7351,5669.6045,10.1404
26584,,,94,463.5496,32.9604,,,,,,,,,,,
26678,,,94,432.6392,26.0937,,,,,,,,,,,
26700,,,22,107.4134,26.611,,,,,,,,,,,
26729,,,29,149.4213,26.7614,,,,,,,,,,,
26805,,,76,342.9474,32.4831,,,,,,,,,,,
26830,,,25,122.1244,33.8964,,,,,,,,,,,
26874,,,44,235.3941,29.6919,,,,,,,,,,,
26918,,,44,221.0276,28.5449,,,,,,,,,,,
26965,,,47,247.7225,26.615,,,,,,,,,,,
26986,,,21,99.0782,26.2438,,,,,,,,,,,
27000,,,,,,50,50,42,17.2768,17.1326,-629.121,108.072,17.1326,1401.9309,5487.8398,11.4311
27044,,,58,295.6791,26.8224,,,,,,,,,,,
27092,,,48,240.0561,26.573,,,,,,,,,,,
27113,,,21,102.5569,26.4174,,,,,,,,,,,
27157,,,44,234.9499,27.3437,,,,,,,,,,,
27180,,,23,113.3148,25.7478,,,,,,,,,,,
27203,,,23,109.1517,28.8397,,,,,,,,,,,
27225,,,22,107.2998,28.2739,,,,,,,,,,,
27246,,,21,103.3813,30.352,,,,,,,,,,,
27267,,,21,102.2782,35.2469,,,,,,,,,,,
27298,,,31,151.7874,34.4521,,,,,,,,,,,
27320,,,22,108.2628,34.3529,,,,,,,,,,,
27355,,,35,173.2812,29.0386,,,,,,,,,,,
27379,,,24,116.7147,27.3917,,,,,,,,,,,
27457,,,78,385.2257,31.4222,,,,,,,,,,,
27491,,,34,168.988,34.746,,,,,,,,,,,
27500,,,,,,50,50,41,16.5656,16.5596,-663.4293,112.0393,16.5596,2078.9822,7518.48,11.4513
27514,,,23,111.1289,33.7404,,,,,,,,,,,
27532,,,18,87.476,27.6414,,,,,,,,,,,
27622,,,90,482.4079,27.2691,,,,,,,,,,,
27684,,,62,325.4566,26.0856,,,,,,,,,,,
27736,,,52,282.0476,26.8994,,,,,,,,,,,
27755,,,19,93.1062,27.1449,,,,,,,,,,,
27818,,,63,274.5241,27.4889,,,,,,,,,,,
27840,,,22,108.0024,24.8382,,,,,,,,,,,
27861,,,21,103.1256,27.8417,,,,,,,,,,,
27924,,,63,340.8092,28.7225,,,,,,,,,,,
27943,,,19,91.8238,31.8366,,,,,,,,,,,
28000,,,,,,50,50,42,16.341,16.5374,-626.6813,112.0999,16.5374,1744.5291,10329.2871,10.2316
28014,,,71,325.0949,26.6453,,,,,,,,,,,
28052,,,38,189.9593,27.2966,,,,,,,,,,,
28079,,,27,131.1211,27.396,,,,,,,,,,,
28128,,,49,258.8826,33.9068,,,,,,,,,,,
28147,,,19,91.4419,35.6836,,,,,,,,,,,
28170,,,23,113.7244,29.8888,,,,,,,,,,,
28239,,,69,322.5149,28.2092,,,,,,,,,,,
28289,,,50,264.8118,26.4987,,,,,,,,,,,
28334,,,45,227.1094,30.9249,,,,,,,,,,,
28372,,,38,188.2261,26.9526,,,,,,,,,,,
28423,,,51,260.7061,31.3686,,,,,,,,,,,
28473,,,50,264.1873,27.6109,,,,,,,,,,,
28500,,,,,,50,50,41,21.0359,15.8872,-669.2872,141.0166,15.8872,1641.7896,6933.3789,16.595
28528,,,55,267.4352,27.761,,,,,,,,,,,
28577,,,49,229.6246,27.95,,,,,,,,,,,
28603,,,26,128.7091,27.6584,,,,,,,,,,,
28656,,,53,284.3566,29.0511,,,,,,,,,,,
28682,,,26,129.3559,25.0166,,,,,,,,,,,
28753,,,71,331.0364,26.276,,,,,,,,,,,
28800,,,47,241.2112,27.6675,,,,,,,,,,,
28853,,,53,263.0135,30.8331,,,,,,,,,,,
28873,,,20,98.0554,35.3424,,,,,,,,,,,
28894,,,21,102.8272,35.6517,,,,,,,,,,,
28914,,,20,98.4089,32.0175,,,,,,,,,,,
28969,,,55,269.6465,29.8731,,,,,,,,,,,
29000,,,,,,50,50,41,15.7672,16.2618,-657.9268,140.0233,16.2618,2416.2529,10305.3896,13.7334
29006,,,37,182.6541,33.5151,,,,,,,,,,,
29068,,,62,304.419,27.8638,,,,,,,,,,,
29090,,,22,108.0087,28.2059,,,,,,,,,,,
29154,,,64,310.4692,27.6803,,,,,,,,,,,
29176,,,22,107.0225,26.7088,,,,,,,,,,,
29198,,,22,106.563,27.6822,,,,,,,,,,,
29247,,,49,222.9964,28.0225,,,,,,,,,,,
29330,,,83,412.9711,27.8351,,,,,,,,,,,
29381,,,51,233.7532,28.7656,,,,,,,,,,,
29402,,,21,103.4948,26.8991,,,,,,,,,,,
29428,,,26,127.869,27.6687,,,,,,,,,,,
29449,,,21,101.1863,27.271,,,,,,,,,,,
29473,,,24,119.4277,27.7021,,,,,,,,,,,
29500,,,,,,50,50,39,16.1599,15.9076,-660.7917,132.1522,15.9076,2253.1504,11472.2783,16.8747
29533,,,60,281.5294,29.8159,,,,,,,,,,,
29552,,,19,92.1719,34.6846,,,,,,,,,,,
29579,,,27,133.2637,35.0176,,,,,,,,,,,
29658,,,79,419.3292,29.6928,,,,,,,,,,,
29715,,,57,274.117,30.7887,,,,,,,,,,,
29765,,,50,243.4367,27.3424,,,,,,,,,,,
29789,,,24,117.6596,28.533,,,,,,,,,,,
29815,,,26,128.1426,31.0735,,,,,,,,,,,
29856,,,41,213.9132,26.2829,,,,,,,,,,,
29881,,,25,122.6902,28.5295,,,,,,,,,,,
29903,,,22,107.9221,28.7843,,,,,,,,,,,
29927,,,24,118.3476,27.7518,,,,,,,,,,,
29987,,,60,285.9538,26.6657,,,,,,,,,,,
30000,,,,,,50,50,43,15.409,17.0275,-692.3484,135.2994,17.0275,2979.4507,10070.7764,12.2145
30000,332.8392,68.0,,,,,,,,,,,,,,
30010,,,23,112.4766,13.6066,,,,,,,,,,,
30100,,,90,403.9348,28.8428,,,,,,,,,,,
30120,,,20,98.0164,25.7313,,,,,,,,,,,
30179,,,59,258.2896,29.846,,,,,,,,,,,
30268,,,89,424.4848,27.8286,,,,,,,,,,,
30290,,,22,107.7886,24.8533,,,,,,,,,,,
30347,,,57,265.433,27.4782,,,,,,,,,,,
30384,,,37,187.2785,25.8405,,,,,,,,,,,
30411,,,27,133.3278,31.287,,,,,,,,,,,
30433,,,22,106.8562,31.6337,,,,,,,,,,,
30491,,,58,298.4712,34.5955,,,,,,,,,,,
30500,,,,,,50,50,40,18.04,15.6295,-732.3181,105.853,15.6295,3019.2339,14316.4795,16.5051
30529,,,38,190.2024,27.6187,,,,,,,,,,,
30573,,,44,240.0262,27.4024,,,,,,,,,,,
30597,,,24,119.2662,25.9704,,,,,,,,,,,
30619,,,22,107.9048,28.2552,,,,,,,,,,,
30648,,,29,145.2515,31.6546,,,,,,,,,,,
30706,,,58,307.4028,28.6351,,,,,,,,,,,
30770,,,64,320.0351,29.8967,,,,,,,,,,,
30792,,,22,108.303,34.5766,,,,,,,,,,,
30855,,,63,292.9269,28.5273,,,,,,,,,,,
30912,,,57,306.8041,32.7516,,,,,,,,,,,
30933,,,21,102.3837,34.6224,,,,,,,,,,,
31000,,,,,,50,50,42,16.4524,17.0782,-686.7924,134.1595,17.0782,2105.4282,7181.4341,22.0329
31042,,,109,474.7183,32.792,,,,,,,,,,,
31107,,,65,300.8316,29.2578,,,,,,,,,,,
31141,,,34,165.7153,28.2051,,,,,,,,,,,
31228,,,87,418.2754,28.0656,,,,,,,,,,,
31292,,,64,276.9488,27.4634,,,,,,,,,,,
31336,,,44,238.7973,32.3613,,,,,,,,,,,
31367,,,31,162.4909,30.051,,,,,,,,,,,
31500,,,,,,50,50,41,16.2553,15.0127,-762.3677,110.517,15.0127,2106.4897,8840.3096,16.8556
31535,,,168,808.2216,28.3806,,,,,,,,,,,
31585,,,50,246.5818,27.623,,,,,,,,,,,
31618,,,33,171.821,26.518,,,,,,,,,,,
31667,,,49,215.7674,28.3919,,,,,,,,,,,
31704,,,37,184.4006,27.3708,,,,,,,,,,,
31774,,,70,350.9402,26.0486,,,,,,,,,,,
31823,,,49,230.7289,26.9818,,,,,,,,,,,
31870,,,47,240.5147,29.107,,,,,,,,,,,
31944,,,74,383.551,28.0034,,,,,,,,,,,
31968,,,24,116.5432,28.9191,,,,,,,,,,,
32000,,,,,,50,50,42,15.2751,16.9401,-746.5843,133.2072,16.9401,2006.2849,7428.5952,12.7944
32014,,,46,228.2612,24.9525,,,,,,,,,,,
32064,,,50,248.1835,29.1403,,,,,,,,,,,
32149,,,85,444.7558,26.9296,,,,,,,,,,,
32187,,,38,191.1834,29.3048,,,,,,,,,,,
32241,,,54,267.8308,28.6376,,,,,,,,,,,
32337,,,96,505.415,27.7697,,,,,,,,,,,
32446,,,109,578.14,29.1342,,,,,,,,,,,
32500,,,,,,50,50,40,16.4822,16.7374,-733.7516,120.9185,16.7374,2242.563,12014.9004,13.0535
32566,,,120,623.0464,27.3385,,,,,,,,,,,
32610,,,44,201.5224,33.5558,,,,,,,,,,,
32661,,,51,252.5431,27.7256,,,,,,,,,,,
32724,,,63,335.3721,29.6076,,,,,,,,,,,
32781,,,57,305.4856,27.7265,,,,,,,,,,,
32842,,,61,314.3297,27.9462,,,,,,,,,,,
32867,,,25,122.8464,34.6133,,,,,,,,,,,
32916,,,49,243.9449,30.2016,,,,,,,,,,,
32971,,,55,298.3333,30.024,,,,,,,,,,,
33000,,,,,,50,50,41,15.5675,16.6291,-797.1132,137.4782,16.6291,2744.7197,9452.5986,20.5597
33016,,,45,232.6349,33.9646,,,,,,,,,,,
33058,,,42,212.8983,32.4942,,,,,,,,,,,
33118,,,60,294.771,30.5092,,,,,,,,,,,
33205,,,87,406.9177,29.4441,,,,,,,,,,,
33269,,,64,292.5361,27.0954,,,,,,,,,,,
33333,,,64,338.18,31.5538,,,,,,,,,,,
33414,,,81,418.3311,29.6681,,,,,,,,,,,
33472,,,58,301.1851,26.9038,,,,,,,,,,,
33500,,,,,,50,50,40,16.8902,17.3504,-783.013,154.2882,17.3504,3864.9131,20449.8535,14.5065
33537,,,65,313.9226,30.7551,,,,,,,,,,,
33609,,,72,385.5226,33.5598,,,,,,,,,,,
33692,,,83,419.7683,34.6739,,,,,,,,,,,
33766,,,74,393.2806,28.9007,,,,,,,,,,,
33818,,,52,268.4015,28.0078,,,,,,,,,,,
33840,,,22,107.235,32.6611,,,,,,,,,,,
33932,,,92,425.6239,31.6979,,,,,,,,,,,
33988,,,56,297.9776,34.378,,,,,,,,,,,
34000,,,,,,50,50,40,15.9566,17.0967,-849.0703,157.4723,17.0967,2849.0024,14917.0215,20.7487
34094,,,106,502.5045,33.3073,,,,,,,,,,,
34122,,,28,137.3472,35.1411,,,,,,,,,,,
34172,,,50,253.2035,26.8282,,,,,,,,,,,
34193,,,21,101.7731,28.3673,,,,,,,,,,,
34215,,,22,107.3603,32.2233,,,,,,,,,,,
34240,,,25,123.1744,25.7393,,,,,,,,,,,
34266,,,26,129.4856,27.3499,,,,,,,,,,,
34371,,,105,562.6287,28.3611,,,,,,,,,,,
34430,,,59,313.4877,26.281,,,,,,,,,,,
34493,,,63,309.8634,27.0387,,,,,,,,,,,
34500,,,,,,50,50,42,15.237,16.8991,-859.3834,173.3549,16.8991,2538.4438,9257.0732,18.6704
34519,,,26,129.5193,26.5747,,,,,,,,,,,
34561,,,42,219.1336,25.947,,,,,,,,,,,
34634,,,73,375.6568,27.1661,,,,,,,,,,,
34682,,,48,246.1908,33.0723,,,,,,,,,,,
34755,,,73,337.2534,34.1896,,,,,,,,,,,
34808,,,53,274.0398,31.8225,,,,,,,,,,,
34859,,,51,255.4601,30.0788,,,,,,,,,,,
34892,,,33,167.7588,31.7014,,,,,,,,,,,
34975,,,83,414.8378,31.7446,,,,,,,,,,,
35000,,,,,,50,50,41,17.2692,17.3009,-827.5502,147.6465,17.3009,2770.9751,12526.9268,15.8002
35000,302.4822,65.0,,,,,,,,,,,,,,
35041,,,66,297.5075,22.9784,,,,,,,,,,,
35070,,,29,148.2687,28.2488,,,,,,,,,,,
35171,,,101,449.4273,26.741,,,,,,,,,,,
35229,,,58,299.4236,27.8703,,,,,,,,,,,
35265,,,36,184.2103,29.4477,,,,,,,,,,,
35356,,,91,411.0311,27.0582,,,,,,,,,,,
35410,,,54,265.1448,27.851,,,,,,,,,,,
35470,,,60,290.4766,27.0999,,,,,,,,,,,
35500,,,,,,50,50,40,17.347,17.0874,-822.1746,201.8817,17.0874,3792.0642,27866.5938,17.0981
35500,,,30,147.5721,26.3059,,,,,,,,,,,
35568,,,68,297.0078,27.293,,,,,,,,,,,
35600,,,32,157.1501,28.0708,,,,,,,,,,,
35685,,,85,397.4152,28.2539,,,,,,,,,,,
35782,,,97,454.8235,31.5297,,,,,,,,,,,
35810,,,28,134.9078,32.2717,,,,,,,,,,,
35850,,,40,195.9672,29.3777,,,,,,,,,,,
35902,,,52,248.7132,27.4567,,,,,,,,,,,
35972,,,70,329.7558,27.1212,,,,,,,,,,,
36000,,,,,,50,50,41,16.3502,17.4681,-875.0073,154.0822,17.4681,4106.166,20245.5352,40.0065
36120,,,148,759.2055,27.0351,,,,,,,,,,,
36185,,,65,324.6832,28.4991,,,,,,,,,,,
36228,,,43,219.3791,26.4882,,,,,,,,,,,
36251,,,23,113.4338,28.7126,,,,,,,,,,,
36278,,,27,131.4264,26.3472,,,,,,,,,,,
36325,,,47,232.8102,30.1219,,,,,,,,,,,
36347,,,22,107.5341,31.5709,,,,,,,,,,,
36374,,,27,131.9026,26.9953,,,,,,,,,,,
36447,,,73,365.256,26.224,,,,,,,,,,,
36466,,,19,92.57,27.409,,,,,,,,,,,
36500,,,,,,50,50,44,13.6162,16.9359,-879.4046,145.1639,16.9359,3495.3203,19615.9883,33.7496
36537,,,71,318.4192,27.7131,,,,,,,,,,,
36593,,,56,250.9697,25.8378,,,,,,,,,,,
36658,,,65,303.2137,25.9522,,,,,,,,,,,
36706,,,48,229.2654,27.8429,,,,,,,,,,,
36726,,,20,96.1233,27.9431,,,,,,,,,,,
36755,,,29,142.8289,30.6124,,,,,,,,,,,
36787,,,32,158.8075,30.4048,,,,,,,,,,,
36847,,,60,294.2216,27.9066,,,,,,,,,,,
36923,,,76,400.709,28.0897,,,,,,,,,,,
36965,,,42,208.1601,29.2088,,,,,,,,,,,
36996,,,31,152.4167,29.7369,,,,,,,,,,,
37000,,,,,,50,50,42,15.1516,18.1476,-866.0261,208.4003,18.1476,3509.5652,20428.0664,20.0818
37029,,,33,165.2515,27.1655,,,,,,,,,,,
37050,,,21,101.7067,27.9788,,,,,,,,,,,
37071,,,21,103.3648,26.4302,,,,,,,,,,,
37094,,,23,112.9701,24.7172,,,,,,,,,,,
37116,,,22,108.533,28.5349,,,,,,,,,,,
37136,,,20,96.8835,28.4608,,,,,,,,,,,
37157,,,21,101.0523,25.1853,,,,,,,,,,,
37233,,,76,386.1071,29.6144,,,,,,,,,,,
37257,,,24,118.2677,30.7544,,,,,,,,,,,
37331,,,74,340.6749,28.462,,,,,,,,,,,
37359,,,28,137.8967,29.4773,,,,,,,,,,,
37381,,,22,107.7912,27.2562,,,,,,,,,,,
37457,,,76,362.794,34.1095,,,,,,,,,,,
37479,,,22,108.0989,34.6338,,,,,,,,,,,
37500,,,,,,50,50,38,19.7084,17.2252,-879.6666,173.0262,17.2252,3150.6206,15184.7217,25.8036
37541,,,62,318.424,29.545,,,,,,,,,,,
37569,,,28,137.2515,28.5314,,,,,,,,,,,
37653,,,84,384.6049,26.2046,,,,,,,,,,,
37677,,,24,117.8337,31.7656,,,,,,,,,,,
37734,,,57,285.826,28.866,,,,,,,,,,,
37799,,,65,322.4918,27.2661,,,,,,,,,,,
37854,,,55,270.7785,26.2334,,,,,,,,,,,
37916,,,62,320.9119,28.3254,,,,,,,,,,,
37971,,,55,267.9614,27.4773,,,,,,,,,,,
37993,,,22,107.5586,33.9263,,,,,,,,,,,
38000,,,,,,50,50,42,15.4256,16.7928,-878.1711,164.51,16.7928,6126.0967,34520.0898,20.5949
38015,,,22,107.9441,32.3802,,,,,,,,,,,
38042,,,27,131.4764,28.3312,,,,,,,,,,,
38064,,,22,106.8419,26.4549,,,,,,,,,,,
38090,,,26,127.5796,26.0943,,,,,,,,,,,
38163,,,73,362.2379,28.6572,,,,,,,,,,,
38186,,,23,112.4534,27.8573,,,,,,,,,,,
38276,,,90,472.8034,28.3355,,,,,,,,,,,
38341,,,65,338.2958,27.4431,,,,,,,,,,,
38374,,,33,164.5813,26.7929,,,,,,,,,,,
38401,,,27,141.3968,26.5875,,,,,,,,,,,
38419,,,18,86.4116,32.042,,,,,,,,,,,
38446,,,27,133.7295,32.2565,,,,,,,,,,,
38500,,,,,,50,50,44,13.6905,17.3063,-919.0826,191.5612,17.3063,7060.2236,39139.1172,35.4876
38506,,,60,290.2337,34.0684,,,,,,,,,,,
38529,,,23,114.6541,27.2176,,,,,,,,,,,
38602,,,73,363.1129,27.5595,,,,,,,,,,,
38622,,,20,98.7404,26.7795,,,,,,,,,,,
38696,,,74,365.5295,29.7762,,,,,,,,,,,
38752,,,56,307.0341,27.8818,,,,,,,,,,,
38779,,,27,132.8795,26.1567,,,,,,,,,,,
38804,,,25,122.1383,28.7522,,,,,,,,,,,
38853,,,49,254.1136,26.8478,,,,,,,,,,,
38913,,,60,317.138,30.6477,,,,,,,,,,,
38935,,,22,109.1826,30.6203,,,,,,,,,,,
38989,,,54,290.1769,28.4371,,,,,,,,,,,
39000,,,,,,50,50,43,14.13,16.9292,-957.0836,191.989,16.9292,5183.0088,22166.1797,27.1894
39059,,,70,337.2544,26.6596,,,,,,,,,,,
39111,,,52,263.8787,26.3732,,,,,,,,,,,
39162,,,51,235.1075,27.4387,,,,,,,,,,,
39231,,,69,345.7976,28.1052,,,,,,,,,,,
39266,,,35,170.0815,28.4184,,,,,,,,,,,
39311,,,45,223.4719,31.2131,,,,,,,,,,,
39371,,,60,276.7207,27.5203,,,,,,,,,,,
39407,,,36,176.3503,29.2957,,,,,,,,,,,
39462,,,55,267.8248,27.7764,,,,,,,,,,,
39500,,,,,,50,50,42,15.0626,16.0166,-898.6003,169.1663,16.0166,4005.6187,20947.1816,22.0612
39536,,,74,382.712,27.2603,,,,,,,,,,,
39591,,,55,266.0399,29.591,,,,,,,,,,,
39656,,,65,300.8479,30.4632,,,,,,,,,,,
39715,,,59,280.9398,27.762,,,,,,,,,,,
39824,,,109,534.7864,27.2332,,,,,,,,,,,
39880,,,56,266.7266,28.3853,,,,,,,,,,,
39907,,,27,130.7097,32.2092,,,,,,,,,,,
39985,,,78,351.1679,30.2102,,,,,,,,,,,
40000,,,,,,50,50,40,19.0776,17.4254,-871.7249,174.0662,17.4254,4474.9829,24240.9102,22.1979
40000,293.9857,62.5,,,,,,,,,,,,,,
