env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,847.0479,983.2,,,,,,,,,,,,,
41,,,41,-50.7024,4.8945,,,,,,,,,,
170,,,129,-182.1453,82.1573,,,,,,,,,,
189,,,19,-27.7224,81.9438,,,,,,,,,,
212,,,23,-39.2416,82.2567,,,,,,,,,,
288,,,76,-90.0757,82.8256,,,,,,,,,,
326,,,38,-63.3088,85.8524,,,,,,,,,,
378,,,52,-51.0535,85.7886,,,,,,,,,,
398,,,20,-16.97,85.86,,,,,,,,,,
500,,,,,,0.9368,0.7291,0.1524,-0.6353,0.5816,0.0473,-0.2739,0.4963,0.7905,0.5315
517,,,119,-125.5703,85.7153,,,,,,,,,,
548,,,31,-36.427,85.7189,,,,,,,,,,
587,,,39,-37.3083,85.9322,,,,,,,,,,
610,,,23,-25.3389,85.7591,,,,,,,,,,
638,,,28,-39.7623,85.9644,,,,,,,,,,
738,,,100,-97.3183,85.9929,,,,,,,,,,
1000,,,,,,1.1051,0.7375,0.243,-3.9789,1.0655,0.076,-0.4541,1.3267,1.7042,0.4323
1500,,,,,,1.1922,0.7408,0.2546,-7.1317,1.3377,0.1124,-0.4676,1.4809,4.1314,0.3778
1738,,,1000,-1159.4195,83.4695,,,,,,,,,,
1752,,,14,-18.2371,86.3146,,,,,,,,,,
1781,,,29,-35.1822,85.1666,,,,,,,,,,
1803,,,22,-29.7454,82.854,,,,,,,,,,
1960,,,157,-207.0922,82.6847,,,,,,,,,,
2000,,,,,,1.292,0.7439,0.264,-10.352,2.3126,0.1546,-0.5215,1.8093,9.2276,0.6061
2046,,,86,-51.4785,82.4488,,,,,,,,,,
2094,,,48,-78.6992,82.7404,,,,,,,,,,
2165,,,71,-91.5326,82.8214,,,,,,,,,,
2228,,,63,-77.5845,82.7152,,,,,,,,,,
2500,,,,,,1.4149,0.7401,0.3326,-13.8157,2.3922,0.2128,-0.6704,2.1524,11.4949,0.6736
3000,,,,,,1.4846,0.737,0.393,-16.7433,2.0755,0.2365,-0.7222,2.9281,18.8232,0.8453
3228,,,1000,-1023.7837,85.2348,,,,,,,,,,
3254,,,26,-20.8369,85.7415,,,,,,,,,,
3292,,,38,-57.4294,85.737,,,,,,,,,,
3349,,,57,-109.3906,85.8928,,,,,,,,,,
3439,,,90,-136.3306,85.7148,,,,,,,,,,
3500,,,,,,1.6012,0.7525,0.4015,-19.5105,2.5722,0.3028,-0.7459,3.5431,18.3953,0.8216
4000,,,,,,1.6236,0.7353,0.4561,-22.8687,2.8471,0.3061,-0.822,4.0709,16.7153,1.4031
4439,,,1000,-1027.5753,85.3718,,,,,,,,,,
4475,,,36,-41.452,84.8779,,,,,,,,,,
4500,,,,,,1.6669,0.7478,0.4666,-26.1225,3.5473,0.3291,-0.8367,4.0892,31.2702,2.0149
4583,,,108,-162.811,85.7075,,,,,,,,,,
4605,,,22,-29.0719,82.0555,,,,,,,,,,
4623,,,18,-15.513,82.0457,,,,,,,,,,
5000,,,,,,1.7195,0.7463,0.4852,-29.8834,3.4598,0.3694,-0.8777,4.7015,68.4994,1.6576
5000,809.4002,1000.0,,,,,,,,,,,,,
5500,,,,,,1.7983,0.7457,0.4732,-33.0158,3.9095,0.4762,-0.9107,4.5307,24.8273,2.442
5623,,,1000,-1017.9374,61.1277,,,,,,,,,,
5781,,,158,-172.2994,83.749,,,,,,,,,,
5938,,,157,-163.6194,79.4088,,,,,,,,,,
6000,,,,,,1.8435,0.7454,0.5836,-36.692,4.5673,0.4152,-1.0212,5.5954,72.3685,2.5314
6500,,,,,,1.8892,0.7511,0.6312,-41.4445,4.3211,0.407,-1.0852,6.067,37.6842,2.0717
6731,,,793,-844.3151,82.6088,,,,,,,,,,
6777,,,46,-97.3452,85.5243,,,,,,,,,,
