env_steps,return,length,success,train/return,train/length,train/success,op_loss,critic_loss,FPS
0,0.0,324.0,0.0,,,,,,
10000,0.0,324.0,0.0,0.0,70.4225,0.0,1.8949,0.0012,605.8108
20000,0.0,324.0,0.0,0.0,80.0,0.0,1.1346,0.0,916.8895
30000,0.0,324.0,0.0,0.0,59.1716,0.0,0.831,0.0,911.5252
40000,0.0,324.0,0.0,0.0,64.9351,0.0,0.6803,0.0,905.547
50000,0.0,324.0,0.0,0.0,70.4225,0.0,0.5871,0.0,904.9636
60000,0.0,324.0,0.0,0.0,70.4225,0.0,0.5293,0.0,907.1268
70000,0.0,324.0,0.0,0.0,62.8931,0.0,0.4946,0.0,902.6345
80000,0.0,324.0,0.0,0.0,65.7895,0.0,0.4722,0.0,901.5818
90000,0.0,324.0,0.0,0.0,57.8035,0.0,0.4569,0.0,902.9456
100000,0.0,324.0,0.0,0.0038,63.6943,0.0064,0.4463,0.0,899.4778
110000,0.0,324.0,0.0,0.0,70.4225,0.0,0.4371,0.0,896.4166
120000,0.0,324.0,0.0,0.0,70.922,0.0,0.4311,0.0,891.6942
130000,0.0,324.0,0.0,0.01,90.0901,0.027,0.4264,0.0,889.5862
140000,0.0,324.0,0.0,0.0,75.188,0.0,0.4198,0.0,892.2849
150000,0.0,324.0,0.0,0.0176,86.9565,0.0261,0.4148,0.0,887.5335
160000,0.0,324.0,0.0,0.0,76.3359,0.0,0.4109,0.0001,885.9265
170000,0.0,324.0,0.0,0.0,77.5194,0.0,0.4098,0.0001,872.9683
180000,0.0,324.0,0.0,0.0089,60.6061,0.0121,0.4066,0.0001,881.6259
190000,0.0,324.0,0.0,0.0045,65.7895,0.0066,0.4041,0.0001,873.3956
200000,0.0,324.0,0.0,0.0058,66.2252,0.0066,0.4043,0.0001,875.9405
210000,0.0,324.0,0.0,0.0122,64.5161,0.0194,0.4032,0.0001,872.8805
220000,0.0,324.0,0.0,0.0103,68.0272,0.0136,0.4022,0.0002,864.8631
230000,0.0,324.0,0.0,0.0035,72.4638,0.0145,0.4003,0.0001,854.3114
240000,0.0,324.0,0.0,0.0,70.922,0.0,0.3988,0.0002,870.109
250000,0.0,324.0,0.0,0.0226,78.125,0.0312,0.3974,0.0002,871.7357
260000,0.0,324.0,0.0,0.0307,76.9231,0.0385,0.3965,0.0002,862.0685
270000,0.0,324.0,0.0,0.0259,90.9091,0.0364,0.3972,0.0003,857.6863
280000,0.0,324.0,0.0,0.0321,75.188,0.0451,0.3938,0.0003,856.8246
290000,0.0964,292.9,0.1,0.0281,98.0392,0.0392,0.3947,0.0004,863.2151
300000,0.0,324.0,0.0,0.0318,68.0272,0.0408,0.3949,0.0003,862.103
310000,0.0,324.0,0.0,0.0325,76.9231,0.0385,0.3955,0.0004,859.8019
320000,0.0,324.0,0.0,0.0434,81.3008,0.0569,0.3963,0.0004,852.3392
330000,0.0964,292.9,0.1,0.031,76.9231,0.0385,0.3978,0.0005,846.3336
340000,0.0,324.0,0.0,0.0506,86.2069,0.069,0.3971,0.0005,848.7437
350000,0.0,324.0,0.0,0.0538,68.4932,0.0685,0.3976,0.0006,842.1056
360000,0.1928,261.8,0.2,0.0585,87.7193,0.0789,0.3978,0.0006,843.1709
370000,0.0,324.0,0.0,0.0179,80.6452,0.0242,0.3991,0.0006,844.4251
380000,0.1928,261.8,0.2,0.0727,80.0,0.088,0.3998,0.0007,840.877
390000,0.0,324.0,0.0,0.0669,81.3008,0.0894,0.3999,0.0007,841.447
400000,0.0953,293.3,0.1,0.0927,75.7576,0.1061,0.4007,0.0008,840.1578
410000,0.0,324.0,0.0,0.0946,102.0408,0.1224,0.4016,0.0008,839.1369
