env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
242237,,,101,-105.1815,20.5487,,,,,,,,,,
242349,,,112,-107.5887,20.6482,,,,,,,,,,
242459,,,110,-108.1754,21.9959,,,,,,,,,,
242500,,,,,,3,2,1,3087.3225,43.5137,5.0879,8.53,0.6225,283.4242,0.0
242561,,,102,-105.1875,20.4041,,,,,,,,,,
242640,,,79,-105.882,22.3206,,,,,,,,,,
242761,,,121,-109.4337,20.8562,,,,,,,,,,
242874,,,113,-107.6047,22.0089,,,,,,,,,,
242989,,,115,-107.7326,20.969,,,,,,,,,,
243000,,,,,,3,2,1,2988.7231,33.9325,5.5187,0.5028,0.8324,393.4996,0.0
243072,,,83,-106.251,20.8498,,,,,,,,,,
243155,,,83,-106.1137,23.6795,,,,,,,,,,
243263,,,108,-108.0617,20.5641,,,,,,,,,,
243368,,,105,-106.7691,20.3525,,,,,,,,,,
243457,,,89,-107.1389,21.5797,,,,,,,,,,
243500,,,,,,3,2,1,2933.8262,34.678,4.7653,0.2374,0.9436,472.0092,0.0
243569,,,112,-107.2361,21.7788,,,,,,,,,,
243681,,,112,-107.3875,22.5048,,,,,,,,,,
243796,,,115,-107.8397,22.9657,,,,,,,,,,
243904,,,108,-106.916,23.45,,,,,,,,,,
244000,,,,,,3,2,1,3097.9468,43.2968,4.9588,8.9158,0.8843,367.5504,0.0012
244018,,,114,-107.4996,20.5965,,,,,,,,,,
244134,,,116,-107.846,24.7274,,,,,,,,,,
244220,,,86,-106.3001,22.2147,,,,,,,,,,
244329,,,109,-108.1281,21.8478,,,,,,,,,,
244444,,,115,-107.701,20.8142,,,,,,,,,,
244500,,,,,,3,2,1,3085.2676,38.855,4.9824,6.4612,0.8861,215.0359,0.0
245000,,,,,,4,2,1,3008.8906,54.9715,137.5105,21.6157,0.8896,344.5238,0.0
245000,-143.8168,856.0,,,,,,,,,,,,,
245500,,,,,,3,1,1,2922.3811,46.9033,9.0453,14.7014,0.9645,235.1102,0.0
246000,,,,,,3,2,1,2996.1733,38.4529,7.8894,6.6979,0.9613,293.5475,0.0032
246044,,,1600,-173.6611,17.8327,,,,,,,,,,
246162,,,118,-108.1575,21.018,,,,,,,,,,
246279,,,117,-107.2944,23.6143,,,,,,,,,,
246500,,,,,,3,2,1,3003.0618,40.7922,110.7792,7.3654,1.6212,905.1751,0.0
247000,,,,,,3,2,1,2974.8921,40.5408,6.6573,8.637,1.0684,354.1487,0.0
247500,,,,,,4,2,1,3009.2705,84.4528,225.8332,50.9489,1.5209,348.0976,0.0003
247879,,,1600,-173.3368,22.1199,,,,,,,,,,
248000,,,,,,3,2,1,2917.9375,38.4567,4.4347,6.56,0.9796,182.3109,0.0
248059,,,180,-119.502,21.4325,,,,,,,,,,
248500,,,,,,3,2,1,2959.8723,39.421,5.1347,8.4901,2.5051,742.7842,0.0
249000,,,,,,3,1,1,3006.9006,44.6961,5.2231,14.909,1.0795,154.081,0.0
249500,,,,,,3,1,1,2953.687,29.886,3.8596,0.0917,1.1107,454.6277,0.0
249659,,,1600,-172.9277,22.5858,,,,,,,,,,
250000,,,,,,4,1,1,2961.6704,71.7318,243.6387,44.2707,1.794,653.1403,0.0
250000,-179.2996,1600.0,,,,,,,,,,,,,
250500,,,,,,3,1,1,3074.9424,64.1366,7.122,35.6417,0.8917,332.9765,0.0
251000,,,,,,3,2,1,2923.1558,37.9335,12.699,8.7921,1.0397,537.1886,0.0
251259,,,1600,-173.48,15.0328,,,,,,,,,,
251500,,,,,,3,2,1,2988.0747,33.5578,4.8181,6.7026,0.7909,196.1742,0.0
252000,,,,,,3,1,1,2939.0837,37.3011,55.8059,9.0513,1.9707,857.5772,0.0
252500,,,,,,4,2,1,2983.106,33.1648,475.3128,4.6082,4.2501,947.6265,0.0
252859,,,1600,-171.804,21.5686,,,,,,,,,,
252977,,,118,-106.8274,20.2201,,,,,,,,,,
253000,,,,,,3,2,1,2982.2783,35.3562,6.6681,6.7805,0.8893,237.1257,0.0
253500,,,,,,4,2,1,2890.8948,45.7097,68.9454,17.4469,2.3201,858.0626,0.0
254000,,,,,,3,1,1,2988.0261,49.0774,6.2474,21.2608,1.5798,333.0362,0.0
254500,,,,,,3,1,1,2957.6956,44.4206,423.5193,17.6115,1.6875,632.2075,0.0
254577,,,1600,-171.9297,21.4747,,,,,,,,,,
254760,,,183,-116.2998,22.2937,,,,,,,,,,
255000,,,,,,3,2,1,2914.4795,40.5211,9.6164,13.1596,1.1325,330.0789,0.0
255000,-172.3829,1451.1,,,,,,,,,,,,,
255500,,,,,,3,1,1,3041.0098,25.2299,4.5888,0.2639,1.0573,438.7518,0.0
256000,,,,,,3,1,1,3086.6311,55.6401,15.9056,29.4432,0.9367,188.0891,0.0
256360,,,1600,-173.4878,15.7551,,,,,,,,,,
256474,,,114,-107.7235,23.8455,,,,,,,,,,
256500,,,,,,4,2,1,2852.6577,41.17,825.4073,13.574,1.0371,244.5894,0.0
256584,,,110,-108.2548,23.2116,,,,,,,,,,
256698,,,114,-107.6267,21.1149,,,,,,,,,,
256805,,,107,-106.8403,24.4744,,,,,,,,,,
256919,,,114,-107.6197,20.8019,,,,,,,,,,
257000,,,,,,3,1,1,2965.1873,44.7929,4.9968,18.8956,2.7381,978.4748,0.0
257027,,,108,-106.9731,23.0579,,,,,,,,,,
257140,,,113,-107.3803,23.1712,,,,,,,,,,
257252,,,112,-107.1998,22.0742,,,,,,,,,,
257359,,,107,-106.9181,22.3231,,,,,,,,,,
257460,,,101,-105.3103,22.6856,,,,,,,,,,
257500,,,,,,3,1,1,2944.7837,29.7616,370.7099,2.4773,2.0867,983.0497,0.0
257574,,,114,-107.5826,24.3984,,,,,,,,,,
257674,,,100,-104.9614,21.0938,,,,,,,,,,
257784,,,110,-106.9849,23.3019,,,,,,,,,,
257890,,,106,-106.7771,22.5585,,,,,,,,,,
258000,,,,,,3,2,1,2932.7581,45.3061,357.3567,18.0568,1.8541,210.7312,0.0
258005,,,115,-107.6865,21.9467,,,,,,,,,,
258112,,,107,-106.9318,21.7618,,,,,,,,,,
258226,,,114,-107.5604,23.5688,,,,,,,,,,
258332,,,106,-106.8734,24.4367,,,,,,,,,,
258435,,,103,-106.4585,22.6974,,,,,,,,,,
258500,,,,,,3,2,1,3064.5154,42.9056,9.9917,15.0888,2.435,1037.4241,0.0
258548,,,113,-107.3051,21.0408,,,,,,,,,,
258662,,,114,-107.6663,21.2233,,,,,,,,,,
258772,,,110,-106.9912,24.8549,,,,,,,,,,
258879,,,107,-106.9036,21.9129,,,,,,,,,,
258993,,,114,-107.6112,22.5354,,,,,,,,,,
259000,,,,,,3,2,1,3080.3267,26.3458,4.8433,0.3791,2.3097,273.4548,0.0
259103,,,110,-107.1215,21.1204,,,,,,,,,,
259214,,,111,-107.0616,20.4364,,,,,,,,,,
259328,,,114,-107.6357,20.9707,,,,,,,,,,
259432,,,104,-105.4417,22.9102,,,,,,,,,,
259500,,,,,,4,2,1,2888.4407,72.5923,1251.4746,44.3839,1.4255,384.962,0.0
259536,,,104,-106.3552,21.1046,,,,,,,,,,
260000,,,,,,3,2,1,2955.6006,41.9367,8.5059,14.9098,3.2171,332.4126,0.0
260000,-115.1451,261.0,,,,,,,,,,,,,
260500,,,,,,3,2,1,2954.9395,36.0563,7.4081,8.5847,4.0477,529.8846,0.0
261000,,,,,,3,2,1,3034.6882,44.3031,7.0409,17.6193,1.3651,359.704,0.0
261136,,,1600,-173.4262,20.5194,,,,,,,,,,
261500,,,,,,3,2,1,2949.4697,29.6439,5.8947,0.4194,4.2083,861.7119,0.0
262000,,,,,,3,2,1,2957.5349,26.6964,5.4086,0.2417,1.8232,760.8929,0.0
262500,,,,,,3,1,1,2893.8962,36.149,11.6273,8.6802,1.0128,254.5259,0.0
262736,,,1600,-172.1965,21.726,,,,,,,,,,
263000,,,,,,3,1,1,3028.2031,46.1457,6.4525,20.8395,1.2794,499.8366,0.508
263500,,,,,,3,2,1,2948.4709,39.9002,7.6123,13.0475,2.5935,922.1328,0.0
264000,,,,,,3,1,1,3006.9983,27.8813,4.0663,0.251,2.5791,946.8548,0.0
264336,,,1600,-173.4315,21.6255,,,,,,,,,,
264453,,,117,-108.2014,20.3688,,,,,,,,,,
264500,,,,,,3,1,1,2944.2524,49.5301,158.0356,22.7788,6.0048,1055.4847,0.0
265000,,,,,,3,2,1,3057.3906,49.9966,9.8276,21.5508,3.7786,646.9763,0.0
265000,-143.7106,856.5,,,,,,,,,,,,,
265500,,,,,,3,2,1,2970.0593,33.28,6.707,8.9908,2.4941,715.9844,0.0
266000,,,,,,3,1,1,2906.0315,68.5228,8.8952,44.0139,7.676,1593.4008,0.0
266053,,,1600,-173.0717,18.1752,,,,,,,,,,
266168,,,115,-106.2406,20.8427,,,,,,,,,,
266500,,,,,,4,1,1,2936.1487,42.7791,771.9444,17.6554,2.2757,866.5377,0.0
267000,,,,,,3,1,1,3014.9436,46.6614,956.91,22.0261,4.7963,459.9265,0.0
267500,,,,,,3,2,1,3100.2483,26.4333,8.011,1.0228,1.9734,904.1406,0.0
267768,,,1600,-172.4758,21.471,,,,,,,,,,
268000,,,,,,3,2,1,2908.5991,45.3623,14.8469,19.8437,2.2136,689.8791,0.0
268500,,,,,,3,2,1,2890.9116,55.5649,61.1127,30.3103,4.2166,1323.9689,0.0
269000,,,,,,3,1,1,2970.0796,43.9051,33.9083,21.581,3.5376,1305.8715,0.0
269368,,,1600,-172.7128,21.6947,,,,,,,,,,
269500,,,,,,3,2,1,3025.3574,31.9257,5.6996,6.5855,5.5153,538.0237,0.0
270000,,,,,,3,2,1,3080.5454,43.6,467.2904,17.9768,5.2997,1359.0267,0.0
270000,-179.3066,1600.0,,,,,,,,,,,,,
270500,,,,,,3,2,1,3083.9915,39.0254,93.5866,15.7627,3.7727,1204.0422,0.0
270968,,,1600,-174.0475,15.3411,,,,,,,,,,
271000,,,,,,4,1,1,2958.4634,47.7929,917.0479,23.4441,5.7132,593.1229,0.0
271132,,,164,-107.6301,20.6631,,,,,,,,,,
271500,,,,,,3,1,1,3030.7661,53.0283,9.6482,29.4225,4.3026,1184.0004,0.0
272000,,,,,,3,2,1,2928.3853,33.5342,10.2558,11.4217,7.3127,480.7788,0.0
272500,,,,,,3,2,1,2930.822,44.2385,13.3358,19.2035,2.103,299.2853,0.0
272732,,,1600,-173.1312,21.3166,,,,,,,,,,
272879,,,147,-112.0636,22.3718,,,,,,,,,,
272963,,,84,-106.3105,21.4873,,,,,,,,,,
273000,,,,,,3,2,1,2928.6931,33.5492,19.8661,11.3984,3.3566,1210.6129,0.0
273079,,,116,-107.87,20.6739,,,,,,,,,,
273183,,,104,-106.4779,20.4715,,,,,,,,,,
273296,,,113,-107.4737,21.9287,,,,,,,,,,
273412,,,116,-107.8213,23.8232,,,,,,,,,,
273500,,,,,,3,1,1,3085.1555,69.7253,95.0816,47.709,6.6267,925.9587,0.0
273526,,,114,-107.9301,22.7568,,,,,,,,,,
273631,,,105,-106.4626,20.9633,,,,,,,,,,
273736,,,105,-106.5552,20.3407,,,,,,,,,,
273844,,,108,-106.9792,21.003,,,,,,,,,,
273959,,,115,-107.7366,22.1241,,,,,,,,,,
274000,,,,,,3,1,1,2962.5825,50.093,94.9056,30.2393,2.9582,828.2001,0.0
274059,,,100,-105.1423,23.9445,,,,,,,,,,
274153,,,94,-105.7118,20.5297,,,,,,,,,,
274264,,,111,-107.368,20.1558,,,,,,,,,,
274379,,,115,-107.7305,20.7159,,,,,,,,,,
274490,,,111,-107.4031,22.403,,,,,,,,,,
274500,,,,,,3,2,1,2876.8518,28.4635,7.6568,6.6671,2.673,1135.7985,0.0
274606,,,116,-107.7698,20.9582,,,,,,,,,,
274721,,,115,-107.7691,20.6883,,,,,,,,,,
274829,,,108,-106.88,22.0608,,,,,,,,,,
274932,,,103,-105.3838,20.0787,,,,,,,,,,
275000,,,,,,4,2,1,3018.2493,46.6281,21.4641,23.1605,9.9593,1620.7827,0.0
275000,-179.3014,1600.0,,,,,,,,,,,,,
275046,,,114,-107.7994,3.1085,,,,,,,,,,
275159,,,113,-107.4939,21.2993,,,,,,,,,,
275274,,,115,-107.7208,21.6697,,,,,,,,,,
275382,,,108,-106.8711,22.1328,,,,,,,,,,
275498,,,116,-107.7721,20.6902,,,,,,,,,,
275500,,,,,,3,2,1,3013.707,48.2783,26.7791,21.4482,3.9376,1426.2324,0.0002
275613,,,115,-107.8574,22.165,,,,,,,,,,
275726,,,113,-107.955,20.1313,,,,,,,,,,
275840,,,114,-107.4865,21.3719,,,,,,,,,,
275954,,,114,-107.5336,23.8767,,,,,,,,,,
276000,,,,,,3,2,1,2871.3484,46.9414,8.5485,23.3124,4.3496,1384.668,0.0
276068,,,114,-107.6234,19.8808,,,,,,,,,,
276500,,,,,,3,2,1,2891.3574,55.4309,99.94,32.2836,9.3779,451.0973,0.0
277000,,,,,,3,1,1,2965.1648,44.3178,50.0824,21.6089,5.1157,982.3389,0.0
277500,,,,,,3,1,1,2890.1816,29.8122,58.1862,7.3295,5.703,540.879,0.0
277668,,,1600,-172.5946,21.8719,,,,,,,,,,
278000,,,,,,3,2,1,2973.4368,63.4767,1200.1991,37.0056,2.61,935.0979,0.0
278500,,,,,,3,1,1,3060.9731,58.0614,193.7097,32.9008,7.6638,2087.9036,0.0
279000,,,,,,3,1,1,2980.4094,32.306,5.6734,8.5305,6.0931,1406.563,0.0
279268,,,1600,-172.487,22.0913,,,,,,,,,,
279500,,,,,,3,2,1,3031.1021,24.5345,4.9699,0.2665,1.652,712.9633,0.0
280000,,,,,,3,2,1,2898.6133,25.502,4.9292,0.1327,3.196,1135.0823,0.0
280000,-115.1955,261.3,,,,,,,,,,,,,
280500,,,,,,3,2,1,2962.6323,26.2926,7.3583,0.5226,0.7646,115.0376,0.0
280868,,,1600,-172.1053,20.6738,,,,,,,,,,
281000,,,,,,3,2,1,2932.845,33.8241,37.7554,10.0787,2.5988,437.0116,0.0
281500,,,,,,3,2,1,2940.2678,42.0572,81.9861,15.2597,6.8726,2022.1685,0.0
282000,,,,,,4,2,1,3005.8767,49.2734,578.5735,25.6006,6.6023,817.0948,0.0
282468,,,1600,-174.1114,21.2329,,,,,,,,,,
282500,,,,,,4,1,1,3075.7153,37.3235,185.3987,13.9734,4.4691,1764.5652,0.0
282586,,,118,-106.3574,21.677,,,,,,,,,,
283000,,,,,,3,2,1,2962.0237,34.0188,8.3506,6.9079,2.1621,486.1555,0.0
283500,,,,,,3,2,1,2933.4346,34.6742,12.8854,8.8025,19.6469,3148.3997,0.0
284000,,,,,,3,1,1,3016.3657,31.3589,9.6443,6.905,9.1209,500.8408,0.0
284186,,,1600,-172.4703,21.5188,,,,,,,,,,
284307,,,121,-108.928,23.0347,,,,,,,,,,
284500,,,,,,3,2,1,3009.958,43.6267,11.3066,16.9255,1.0818,401.5567,0.0
285000,,,,,,3,1,1,3012.3894,43.6714,94.5302,18.8913,11.4223,3348.9802,0.0
285000,-129.7266,559.3,,,,,,,,,,,,,
285500,,,,,,3,2,1,2984.5515,67.0709,539.9549,38.7306,3.7282,650.2762,0.0
285907,,,1600,-172.471,18.97,,,,,,,,,,
286000,,,,,,3,1,1,2964.1895,32.5188,5.5652,6.3748,3.414,710.8892,0.0
286500,,,,,,3,2,1,2990.6399,57.649,18.4743,31.7978,6.6109,1143.5662,0.0
287000,,,,,,3,2,1,2991.5754,42.0812,7.5243,12.9278,3.6902,1508.2802,0.0
287500,,,,,,4,2,1,3034.5042,44.7059,494.7574,16.5218,4.1408,682.4556,0.0
287507,,,1600,-173.3772,21.2647,,,,,,,,,,
287622,,,115,-107.0923,20.8284,,,,,,,,,,
287734,,,112,-107.5941,21.3443,,,,,,,,,,
287852,,,118,-107.96,22.3264,,,,,,,,,,
287956,,,104,-106.5622,22.8566,,,,,,,,,,
288000,,,,,,3,1,1,2957.2908,64.8834,365.374,38.4772,4.2628,1230.8702,0.0
288069,,,113,-107.4989,25.4532,,,,,,,,,,
288182,,,113,-107.5335,20.193,,,,,,,,,,
288297,,,115,-107.5999,21.1586,,,,,,,,,,
288401,,,104,-106.4812,23.0941,,,,,,,,,,
288500,,,,,,3,2,1,3018.0505,45.2422,9.3936,15.237,5.0584,1447.5758,0.0
288515,,,114,-107.8719,22.1506,,,,,,,,,,
288624,,,109,-107.0514,21.0519,,,,,,,,,,
288727,,,103,-106.517,21.0649,,,,,,,,,,
288842,,,115,-107.6932,21.199,,,,,,,,,,
288941,,,99,-105.2281,22.1233,,,,,,,,,,
289000,,,,,,3,2,1,2832.9446,45.9475,6.3697,19.1492,8.72,336.2985,0.0
289054,,,113,-107.4693,20.9833,,,,,,,,,,
289165,,,111,-107.2572,20.729,,,,,,,,,,
289265,,,100,-105.039,22.4633,,,,,,,,,,
289377,,,112,-107.4741,21.0396,,,,,,,,,,
289491,,,114,-107.5576,20.7171,,,,,,,,,,
289500,,,,,,3,2,1,2947.9768,34.7094,8.6347,6.4814,1.6083,283.8915,0.0
289599,,,108,-106.9578,20.2028,,,,,,,,,,
289719,,,120,-108.2346,21.6432,,,,,,,,,,
289832,,,113,-107.487,23.1511,,,,,,,,,,
289935,,,103,-106.3191,21.7454,,,,,,,,,,
290000,,,,,,3,1,1,2986.0378,66.0285,29.9921,37.9068,7.4365,2129.8271,0.0
290000,-165.5336,1302.6,,,,,,,,,,,,,
290049,,,114,-107.5537,3.7297,,,,,,,,,,
290135,,,86,-106.4809,20.6383,,,,,,,,,,
290248,,,113,-107.7402,20.7041,,,,,,,,,,
290357,,,109,-107.0273,24.6671,,,,,,,,,,
290465,,,108,-106.8527,21.2848,,,,,,,,,,
290500,,,,,,3,2,1,3034.5352,44.1085,7.8803,14.9443,8.8227,273.986,0.0
290575,,,110,-107.192,23.0434,,,,,,,,,,
290680,,,105,-106.6278,20.7859,,,,,,,,,,
290794,,,114,-108.0448,20.2295,,,,,,,,,,
290906,,,112,-107.2573,23.4087,,,,,,,,,,
291000,,,,,,3,3,1,3062.0493,37.0387,7.9727,8.812,3.2302,575.0021,0.0
291019,,,113,-107.629,20.818,,,,,,,,,,
291500,,,,,,4,2,1,2875.9512,52.3756,98.8057,19.4853,1.4986,258.6306,0.0
292000,,,,,,3,2,1,3005.7954,47.1164,118.2001,18.0817,6.2219,1010.8607,0.0
292500,,,,,,3,2,1,3025.0432,30.7269,5.394,0.4338,18.8518,928.5501,0.0
292619,,,1600,-172.6219,21.118,,,,,,,,,,
292735,,,116,-106.8876,22.2465,,,,,,,,,,
292851,,,116,-106.0629,24.1327,,,,,,,,,,
293000,,,,,,3,1,1,2958.6157,51.9294,50.9298,21.4585,12.4177,1836.1204,0.0
293500,,,,,,3,1,1,3042.9819,34.8664,7.3676,6.4736,8.8255,957.1467,0.0
294000,,,,,,3,2,1,2989.9695,51.4606,7.5262,21.1501,2.9381,665.192,0.0
294451,,,1600,-173.8714,21.4661,,,,,,,,,,
294500,,,,,,3,2,1,3000.677,68.8548,47.5311,42.8145,7.4192,1367.2885,0.0
295000,,,,,,3,2,1,3022.5935,42.9044,8.6186,12.9345,3.3035,619.0791,0.0
295000,-179.2987,1600.0,,,,,,,,,,,,,
295500,,,,,,3,2,1,3021.1392,37.9502,8.233,8.9089,2.1159,666.6331,0.0
296000,,,,,,3,1,1,3015.0312,44.816,6.5076,14.6865,1.6858,809.8726,0.0
296051,,,1600,-173.3892,15.3851,,,,,,,,,,
296500,,,,,,4,2,1,3042.241,59.5338,433.938,28.7206,2.4791,1280.4156,0.0
297000,,,,,,3,2,1,2951.5317,47.0018,26.3778,16.959,2.4604,587.3308,0.0
297500,,,,,,3,1,1,2856.468,64.6397,839.4127,33.6775,8.1057,1158.4312,0.0
297651,,,1600,-172.5723,21.3259,,,,,,,,,,
298000,,,,,,3,2,1,2973.4075,57.379,91.2153,29.3242,8.2045,960.8746,0.0
298500,,,,,,3,2,1,3012.2451,38.8783,7.8637,8.783,5.0488,1282.7545,0.0
299000,,,,,,3,2,1,2926.4177,38.1121,6.0648,8.5169,1.4197,957.7816,0.0
299251,,,1600,-173.3959,21.2587,,,,,,,,,,
299368,,,117,-106.2911,21.8184,,,,,,,,,,
299482,,,114,-106.2801,24.7838,,,,,,,,,,
299500,,,,,,3,1,1,2939.3088,70.9432,536.3695,44.2769,1.7799,811.6564,0.0
299598,,,116,-107.791,28.1392,,,,,,,,,,
299713,,,115,-107.7305,22.2319,,,,,,,,,,
299796,,,83,-106.0969,20.5478,,,,,,,,,,
299912,,,116,-107.5844,21.7895,,,,,,,,,,
300000,,,,,,3,1,1,3023.4431,69.217,98.6331,39.6411,1.6909,186.488,0.0
300000,-115.2745,262.7,,,,,,,,,,,,,
300024,,,112,-107.3248,11.0374,,,,,,,,,,
300127,,,103,-105.3929,21.0412,,,,,,,,,,
300238,,,111,-107.3003,20.9482,,,,,,,,,,
300351,,,113,-107.7718,20.6262,,,,,,,,,,
300461,,,110,-107.3341,19.8501,,,,,,,,,,
300500,,,,,,3,2,1,2941.0107,57.4496,251.3737,27.85,7.5493,2926.4832,0.0
300575,,,114,-107.6509,20.7751,,,,,,,,,,
300688,,,113,-107.5893,21.9908,,,,,,,,,,
300804,,,116,-107.9973,21.6462,,,,,,,,,,
300917,,,113,-107.4745,21.1779,,,,,,,,,,
301000,,,,,,3,2,1,3034.2207,40.5638,7.392,6.8405,4.4966,1080.4298,0.0
301023,,,106,-106.8316,23.4186,,,,,,,,,,
301135,,,112,-107.4146,25.0084,,,,,,,,,,
301250,,,115,-107.6901,23.7789,,,,,,,,,,
301367,,,117,-107.8099,21.9012,,,,,,,,,,
301482,,,115,-107.8088,21.4898,,,,,,,,,,
301500,,,,,,3,3,1,3000.8806,39.4664,8.6789,8.8367,2.8827,1322.2157,0.0
301570,,,88,-106.5876,21.03,,,,,,,,,,
301675,,,105,-107.7839,20.7539,,,,,,,,,,
301782,,,107,-106.835,20.3617,,,,,,,,,,
301884,,,102,-105.4038,21.5096,,,,,,,,,,
301999,,,115,-107.8432,22.4396,,,,,,,,,,
302000,,,,,,4,2,1,3040.4429,53.9597,779.0121,23.369,4.3505,1312.4178,0.0
302103,,,104,-106.608,23.4333,,,,,,,,,,
302222,,,119,-107.9537,20.6121,,,,,,,,,,
302331,,,109,-108.201,22.615,,,,,,,,,,
302439,,,108,-106.9839,20.9131,,,,,,,,,,
302500,,,,,,3,2,1,3007.1145,38.3403,6.4187,6.4743,4.7643,898.7166,0.0
302555,,,116,-107.7537,21.5581,,,,,,,,,,
302668,,,113,-107.4203,24.4663,,,,,,,,,,
302770,,,102,-106.4594,23.3252,,,,,,,,,,
302883,,,113,-107.5591,24.7383,,,,,,,,,,
302995,,,112,-107.3453,25.6261,,,,,,,,,,
303000,,,,,,3,2,1,3011.2114,51.2885,6.7127,19.075,3.3588,1129.8966,0.0
303500,,,,,,3,2,1,3028.2363,38.2176,7.1814,8.4352,1.7071,290.7888,0.0
303843,,,848,-204.4884,22.3887,,,,,,,,,,
303946,,,103,-129.8518,21.9219,,,,,,,,,,
304000,,,,,,3,2,1,3105.542,60.0137,108.7218,25.1449,7.1136,528.7796,0.0
304104,,,158,-137.4262,21.6463,,,,,,,,,,
304209,,,105,-129.9816,21.7029,,,,,,,,,,
304394,,,185,-123.6156,22.0236,,,,,,,,,,
304500,,,,,,4,2,1,3053.4346,60.0734,388.9879,20.8335,4.6359,601.3373,0.0
304539,,,145,-135.7846,22.6821,,,,,,,,,,
304722,,,183,-123.2864,23.4439,,,,,,,,,,
304824,,,102,-129.2719,21.9074,,,,,,,,,,
304867,,,43,-121.745,19.4184,,,,,,,,,,
304910,,,43,-122.8001,21.9946,,,,,,,,,,
304954,,,44,-122.3445,20.0652,,,,,,,,,,
304997,,,43,-122.0881,20.7644,,,,,,,,,,
305000,,,,,,3,3,1,3045.197,66.0561,15.4906,15.8456,5.6121,1586.9977,0.0
305000,-123.1468,60.2,,,,,,,,,,,,,
305040,,,43,-121.2364,13.7214,,,,,,,,,,
305136,,,96,-113.4542,22.877,,,,,,,,,,
305179,,,43,-122.3017,20.4922,,,,,,,,,,
305221,,,42,-123.1306,21.239,,,,,,,,,,
305292,,,71,-112.2964,22.1171,,,,,,,,,,
305335,,,43,-122.1247,20.6516,,,,,,,,,,
305378,,,43,-122.1333,25.0984,,,,,,,,,,
305421,,,43,-120.1431,24.8685,,,,,,,,,,
305464,,,43,-122.0686,22.3059,,,,,,,,,,
305500,,,,,,4,2,1,2971.251,75.221,97.719,25.6343,6.0526,636.2119,0.0
305506,,,42,-123.1112,20.8799,,,,,,,,,,
305549,,,43,-119.8322,21.4964,,,,,,,,,,
305592,,,43,-121.7165,23.1515,,,,,,,,,,
305636,,,44,-122.5325,23.2509,,,,,,,,,,
305678,,,42,-123.5717,20.4128,,,,,,,,,,
305718,,,40,-119.0962,20.6805,,,,,,,,,,
305761,,,43,-122.5749,21.6022,,,,,,,,,,
305805,,,44,-121.7151,23.5913,,,,,,,,,,
305848,,,43,-122.2712,19.7985,,,,,,,,,,
305889,,,41,-119.6746,20.2931,,,,,,,,,,
305932,,,43,-120.4317,20.3141,,,,,,,,,,
305975,,,43,-121.8755,19.8066,,,,,,,,,,
306000,,,,,,4,2,1,3011.5583,74.8284,213.097,22.2582,3.8054,234.7114,0.0
306018,,,43,-120.733,21.6904,,,,,,,,,,
306097,,,79,-112.5931,24.7545,,,,,,,,,,
306137,,,40,-119.5578,22.0118,,,,,,,,,,
306180,,,43,-122.3261,23.2296,,,,,,,,,,
306223,,,43,-122.332,22.3736,,,,,,,,,,
306266,,,43,-122.434,19.9644,,,,,,,,,,
306307,,,41,-122.9515,18.9578,,,,,,,,,,
306350,,,43,-121.6973,20.4976,,,,,,,,,,
306486,,,136,-118.6141,21.0123,,,,,,,,,,
306500,,,,,,4,2,1,3002.6465,73.164,433.6008,17.6125,4.3364,301.7101,0.0
306655,,,169,-139.1847,20.0966,,,,,,,,,,
307000,,,,,,4,1,1,2946.5994,72.6423,205.5251,15.9234,2.4306,926.4031,0.0
307500,,,,,,3,2,1,3035.3137,74.2019,8.0148,16.952,1.6359,598.024,0.0
308000,,,,,,3,1,1,2951.7627,85.351,254.0704,25.5152,1.313,281.6401,0.0
308255,,,1600,-179.4421,21.9211,,,,,,,,,,
308296,,,41,-123.6274,24.8761,,,,,,,,,,
308476,,,180,-139.8566,21.7507,,,,,,,,,,
308500,,,,,,3,2,1,3063.1072,71.5993,7.7322,8.6373,1.967,641.5209,0.0
308610,,,134,-118.4276,20.9129,,,,,,,,,,
308786,,,176,-122.5352,20.5199,,,,,,,,,,
308829,,,43,-122.0579,20.7178,,,,,,,,,,
308871,,,42,-124.1055,20.9395,,,,,,,,,,
308912,,,41,-120.0451,22.1626,,,,,,,,,,
308955,,,43,-122.1004,20.0948,,,,,,,,,,
308998,,,43,-121.8137,21.0112,,,,,,,,,,
309000,,,,,,4,2,1,3085.3652,75.4861,299.3537,13.2706,1.6541,677.8287,0.0
309041,,,43,-121.9806,21.4767,,,,,,,,,,
309083,,,42,-121.8366,20.977,,,,,,,,,,
309126,,,43,-121.5205,20.6935,,,,,,,,,,
309169,,,43,-121.7649,22.7889,,,,,,,,,,
309212,,,43,-121.9328,21.5591,,,,,,,,,,
309255,,,43,-122.305,24.1031,,,,,,,,,,
309298,,,43,-122.0342,20.7681,,,,,,,,,,
309337,,,39,-118.0967,21.2591,,,,,,,,,,
309380,,,43,-122.3347,21.5487,,,,,,,,,,
309421,,,41,-124.1893,23.9968,,,,,,,,,,
309464,,,43,-122.2813,24.0282,,,,,,,,,,
309500,,,,,,3,2,1,2937.9939,86.5339,7.3829,22.9578,1.081,103.3134,0.0
