env_steps,return,length,train/length,train/return,FPS,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
64200,,,50,-24.0034,90.6563,,,,,,,
64250,,,50,-30.6424,90.2195,,,,,,,
64300,,,50,-21.2209,90.6973,,,,,,,
64350,,,50,-23.1129,90.3517,,,,,,,
64400,,,50,-24.3101,90.6633,,,,,,,
64450,,,50,-26.5431,90.5601,,,,,,,
64500,,,,,,22.2484,0.556,0.0003,-0.0094,0.0598,8.8399,0.5956
64500,,,50,-28.3017,85.732,,,,,,,
64550,,,50,-28.6682,83.9821,,,,,,,
64600,,,50,-25.7002,84.1768,,,,,,,
64650,,,50,-26.9663,84.0942,,,,,,,
64700,,,50,-23.4765,84.1534,,,,,,,
64750,,,50,-23.8544,84.1518,,,,,,,
64800,,,50,-24.8914,84.3273,,,,,,,
64850,,,50,-28.9119,90.8666,,,,,,,
64900,,,50,-22.1902,85.4007,,,,,,,
64950,,,50,-26.0029,84.1009,,,,,,,
65000,,,,,,22.1804,0.441,0.0001,-0.0084,0.0572,7.8397,1.1502
65000,-5.3286,50.0,,,,,,,,,,
65000,,,50,-18.5461,74.5875,,,,,,,
65050,,,50,-25.0747,83.993,,,,,,,
65100,,,50,-27.2612,84.1163,,,,,,,
65150,,,50,-27.6677,84.0083,,,,,,,
65200,,,50,-20.9057,84.0823,,,,,,,
65250,,,50,-26.708,84.1619,,,,,,,
65300,,,50,-29.5152,83.7533,,,,,,,
65350,,,50,-21.7166,83.9648,,,,,,,
65400,,,50,-24.8389,84.2945,,,,,,,
65450,,,50,-26.1849,84.0535,,,,,,,
65500,,,,,,22.3178,0.5863,0.0001,-0.0087,0.0582,15.1487,0.9086
65500,,,50,-24.7074,83.8869,,,,,,,
65550,,,50,-22.9997,84.0351,,,,,,,
65600,,,50,-27.0314,84.6074,,,,,,,
65650,,,50,-23.0146,85.0453,,,,,,,
65700,,,50,-23.2721,83.7816,,,,,,,
65750,,,50,-24.384,83.8424,,,,,,,
65800,,,50,-22.1144,83.412,,,,,,,
65850,,,50,-25.1922,83.7965,,,,,,,
65900,,,50,-20.6612,83.2133,,,,,,,
65950,,,50,-20.8406,87.1962,,,,,,,
66000,,,,,,22.1688,0.685,0.0002,-0.0082,0.0593,15.1894,0.8643
66000,,,50,-26.3077,90.4183,,,,,,,
66050,,,50,-31.2835,90.2195,,,,,,,
66100,,,50,-27.5642,90.4228,,,,,,,
66150,,,50,-26.8321,90.1809,,,,,,,
66200,,,50,-25.3164,90.5585,,,,,,,
66250,,,50,-18.0613,88.6356,,,,,,,
66300,,,50,-27.0112,88.1596,,,,,,,
66350,,,50,-25.099,90.113,,,,,,,
66400,,,50,-24.1026,90.5553,,,,,,,
66450,,,50,-27.1681,90.1743,,,,,,,
66500,,,,,,22.1124,0.5572,0.0001,-0.0096,0.0744,14.6315,0.884
66500,,,50,-24.9628,90.4029,,,,,,,
66550,,,50,-24.6325,90.3661,,,,,,,
66600,,,50,-24.5928,88.2319,,,,,,,
66650,,,50,-23.0372,83.985,,,,,,,
66700,,,50,-22.1365,84.0054,,,,,,,
66750,,,50,-20.3063,85.6379,,,,,,,
66800,,,50,-24.1665,89.6885,,,,,,,
66850,,,50,-20.6896,90.436,,,,,,,
66900,,,50,-23.0483,90.6159,,,,,,,
66950,,,50,-20.4136,85.1404,,,,,,,
67000,,,,,,22.0176,0.8189,0.0002,-0.0091,0.0579,12.0529,0.8758
67000,,,50,-22.2669,87.3386,,,,,,,
67050,,,50,-21.3186,90.4887,,,,,,,
67100,,,50,-25.3095,87.6903,,,,,,,
67150,,,50,-20.7367,84.1204,,,,,,,
67200,,,50,-25.9432,83.3741,,,,,,,
67250,,,50,-22.5118,84.1636,,,,,,,
67300,,,50,-24.9825,84.0585,,,,,,,
67350,,,50,-24.0614,83.8918,,,,,,,
67400,,,50,-23.6487,83.8911,,,,,,,
67450,,,50,-22.1484,83.5959,,,,,,,
67500,,,,,,22.1427,0.451,0.0001,-0.0087,0.0604,15.5006,1.0012
67500,,,50,-21.6279,83.828,,,,,,,
67550,,,50,-22.8061,83.8705,,,,,,,
67600,,,50,-24.5132,84.0602,,,,,,,
67650,,,50,-22.2025,83.8604,,,,,,,
67700,,,50,-22.8578,90.1647,,,,,,,
67750,,,50,-17.0147,90.7731,,,,,,,
67800,,,50,-28.3114,90.4712,,,,,,,
67850,,,50,-20.7429,90.7655,,,,,,,
67900,,,50,-17.7414,90.4986,,,,,,,
67950,,,50,-25.4747,84.7987,,,,,,,
68000,,,,,,22.0452,0.548,0.0001,-0.0102,0.0601,8.7325,0.9917
68000,,,50,-20.2566,84.0787,,,,,,,
68050,,,50,-24.4354,83.8585,,,,,,,
68100,,,50,-25.6895,85.2512,,,,,,,
68150,,,50,-21.9323,90.384,,,,,,,
68200,,,50,-22.7626,90.361,,,,,,,
68250,,,50,-21.1933,90.2264,,,,,,,
68300,,,50,-20.6192,90.3605,,,,,,,
68350,,,50,-24.3385,90.4143,,,,,,,
68400,,,50,-18.8875,87.4261,,,,,,,
68450,,,50,-19.5912,90.4552,,,,,,,
68500,,,,,,22.0545,0.5504,0.0001,-0.0087,0.0588,9.3241,0.6469
68500,,,50,-19.3993,84.0925,,,,,,,
68550,,,50,-20.6752,83.731,,,,,,,
68600,,,50,-19.1128,83.5251,,,,,,,
68650,,,50,-22.104,88.025,,,,,,,
68700,,,50,-24.2804,90.9312,,,,,,,
68750,,,50,-19.1874,89.2659,,,,,,,
68800,,,50,-26.5075,84.1493,,,,,,,
68850,,,50,-19.0362,82.6594,,,,,,,
68900,,,50,-17.3338,84.1091,,,,,,,
68950,,,50,-23.7519,82.6042,,,,,,,
69000,,,,,,22.165,0.5471,0.0001,-0.0084,0.0548,9.557,0.4609
69000,,,50,-21.863,84.0261,,,,,,,
69050,,,50,-27.9176,83.3311,,,,,,,
69100,,,50,-17.1424,89.0945,,,,,,,
69150,,,50,-15.6355,90.7084,,,,,,,
69200,,,50,-14.683,90.375,,,,,,,
69250,,,50,-25.3313,90.6402,,,,,,,
69300,,,50,-19.5583,90.5254,,,,,,,
69350,,,50,-18.6066,85.4791,,,,,,,
69400,,,50,-21.9483,83.7666,,,,,,,
69450,,,50,-19.3494,89.5427,,,,,,,
69500,,,,,,21.867,0.5096,0.0002,-0.0104,0.0619,14.4909,1.0481
69500,,,50,-21.3288,89.2562,,,,,,,
69550,,,50,-17.8701,79.9298,,,,,,,
69600,,,50,-19.9378,83.2627,,,,,,,
69650,,,50,-25.6696,84.1238,,,,,,,
69700,,,50,-23.0086,84.1617,,,,,,,
69750,,,50,-22.4781,89.376,,,,,,,
69800,,,50,-19.4984,90.6069,,,,,,,
69850,,,50,-15.9196,90.6391,,,,,,,
69900,,,50,-25.1378,90.6468,,,,,,,
69950,,,50,-18.9395,90.3263,,,,,,,
70000,,,,,,21.7894,0.4984,0.0002,-0.0089,0.0673,14.077,0.9986
70000,-5.2762,50.0,,,,,,,,,,
70000,,,50,-20.2172,79.077,,,,,,,
70050,,,50,-14.5054,90.246,,,,,,,
70100,,,50,-21.0697,86.6819,,,,,,,
70150,,,50,-19.3904,90.4732,,,,,,,
70200,,,50,-19.473,89.8119,,,,,,,
70250,,,50,-19.6588,90.3663,,,,,,,
70300,,,50,-21.2231,90.3671,,,,,,,
70350,,,50,-24.9991,90.2147,,,,,,,
70400,,,50,-18.484,90.0143,,,,,,,
70450,,,50,-17.6215,84.5074,,,,,,,
70500,,,,,,21.9811,0.4551,0.0001,-0.0089,0.0636,13.7885,1.0155
70500,,,50,-19.9159,83.8387,,,,,,,
70550,,,50,-19.5931,83.9026,,,,,,,
70600,,,50,-18.5663,83.7898,,,,,,,
70650,,,50,-16.9703,84.2175,,,,,,,
70700,,,50,-26.1309,84.1005,,,,,,,
70750,,,50,-17.6549,84.0506,,,,,,,
70800,,,50,-26.42,83.3996,,,,,,,
70850,,,50,-22.8421,83.9855,,,,,,,
70900,,,50,-18.8872,89.2982,,,,,,,
70950,,,50,-20.4597,90.3425,,,,,,,
71000,,,,,,21.8576,0.4486,0.0002,-0.0091,0.0524,7.1002,0.4622
71000,,,50,-18.7356,90.5549,,,,,,,
71050,,,50,-24.4513,90.2392,,,,,,,
71100,,,50,-18.9285,88.7864,,,,,,,
71150,,,50,-23.762,83.9577,,,,,,,
71200,,,50,-20.5863,84.1239,,,,,,,
71250,,,50,-23.4075,81.8712,,,,,,,
71300,,,50,-23.2714,83.8849,,,,,,,
71350,,,50,-21.0625,83.7283,,,,,,,
71400,,,50,-20.8781,83.6225,,,,,,,
71450,,,50,-21.5896,84.0497,,,,,,,
71500,,,,,,21.7526,0.5339,0.0001,-0.0076,0.0561,9.4423,0.8726
71500,,,50,-19.3166,85.4176,,,,,,,
71550,,,50,-18.121,90.8149,,,,,,,
71600,,,50,-22.4274,90.1262,,,,,,,
71650,,,50,-22.6191,83.6723,,,,,,,
71700,,,50,-22.2036,81.5362,,,,,,,
71750,,,50,-20.8181,84.203,,,,,,,
71800,,,50,-21.5776,83.9783,,,,,,,
71850,,,50,-19.7215,83.9294,,,,,,,
71900,,,50,-16.3665,84.0328,,,,,,,
71950,,,50,-19.8528,83.9655,,,,,,,
72000,,,,,,21.5861,0.5359,0.0002,-0.009,0.0479,7.5968,0.8122
72000,,,50,-18.2631,89.406,,,,,,,
72050,,,50,-20.4502,90.8235,,,,,,,
72100,,,50,-22.2393,90.8024,,,,,,,
72150,,,50,-15.4432,90.5891,,,,,,,
72200,,,50,-19.5334,90.762,,,,,,,
72250,,,50,-19.9815,90.8628,,,,,,,
72300,,,50,-22.7488,90.6742,,,,,,,
72350,,,50,-19.8123,90.9012,,,,,,,
72400,,,50,-19.9846,90.5707,,,,,,,
72450,,,50,-21.7162,90.1159,,,,,,,
72500,,,,,,21.5201,0.3736,0.0001,-0.0078,0.0475,8.3591,0.649
72500,,,50,-19.0781,87.6435,,,,,,,
72550,,,50,-13.5322,83.9913,,,,,,,
72600,,,50,-17.1199,83.8284,,,,,,,
72650,,,50,-21.0775,84.0241,,,,,,,
72700,,,50,-19.7476,84.0981,,,,,,,
72750,,,50,-18.3668,86.431,,,,,,,
72800,,,50,-17.5838,85.7924,,,,,,,
72850,,,50,-15.7155,87.157,,,,,,,
72900,,,50,-18.6494,83.9958,,,,,,,
72950,,,50,-20.1453,84.0532,,,,,,,
73000,,,,,,21.3425,0.4377,0.0002,-0.0085,0.0492,7.0344,0.3372
73000,,,50,-17.2834,81.5326,,,,,,,
73050,,,50,-18.3341,82.4942,,,,,,,
73100,,,50,-16.5497,83.9308,,,,,,,
73150,,,50,-19.0466,84.0662,,,,,,,
73200,,,50,-21.0946,83.8035,,,,,,,
73250,,,50,-15.7837,83.7639,,,,,,,
73300,,,50,-23.255,83.7699,,,,,,,
73350,,,50,-16.111,83.2397,,,,,,,
73400,,,50,-24.4051,83.4084,,,,,,,
73450,,,50,-18.3458,83.4898,,,,,,,
73500,,,,,,21.2094,0.5233,0.0002,-0.0094,0.0453,9.3899,0.7131
73500,,,50,-17.5167,83.7832,,,,,,,
73550,,,50,-17.049,83.6863,,,,,,,
73600,,,50,-18.8633,83.7155,,,,,,,
73650,,,50,-17.5107,83.746,,,,,,,
73700,,,50,-19.7871,83.8859,,,,,,,
73750,,,50,-20.3512,83.9696,,,,,,,
73800,,,50,-15.7521,84.0886,,,,,,,
73850,,,50,-18.3502,82.819,,,,,,,
73900,,,50,-20.7594,83.8369,,,,,,,
73950,,,50,-17.2751,83.9279,,,,,,,
74000,,,,,,21.6139,0.5393,0.0002,-0.0101,0.0631,17.1252,0.9201
74000,,,50,-17.9309,83.8483,,,,,,,
74050,,,50,-16.314,83.7348,,,,,,,
74100,,,50,-19.374,83.9531,,,,,,,
74150,,,50,-19.2438,83.8781,,,,,,,
74200,,,50,-18.2237,83.9043,,,,,,,
74250,,,50,-21.0263,84.0106,,,,,,,
74300,,,50,-15.0829,83.8767,,,,,,,
74350,,,50,-19.5261,83.8427,,,,,,,
74400,,,50,-16.9354,83.8969,,,,,,,
74450,,,50,-20.7433,83.7338,,,,,,,
74500,,,,,,21.4235,0.4228,0.0002,-0.0082,0.0507,13.8079,0.6421
74500,,,50,-16.8512,83.8059,,,,,,,
74550,,,50,-16.3691,83.8129,,,,,,,
74600,,,50,-18.6887,83.6758,,,,,,,
74650,,,50,-18.0744,83.4964,,,,,,,
74700,,,50,-19.9276,83.6413,,,,,,,
74750,,,50,-13.3715,83.6362,,,,,,,
74800,,,50,-21.4423,83.754,,,,,,,
74850,,,50,-14.3199,83.8015,,,,,,,
74900,,,50,-15.7558,88.1988,,,,,,,
74950,,,50,-17.408,90.6787,,,,,,,
75000,,,,,,21.3647,0.6163,0.0002,-0.011,0.0521,11.4156,0.766
75000,-5.1988,50.0,,,,,,,,,,
75000,,,50,-12.7582,79.7444,,,,,,,
75050,,,50,-22.2705,90.4421,,,,,,,
75100,,,50,-12.1405,90.6069,,,,,,,
75150,,,50,-16.4908,90.1925,,,,,,,
75200,,,50,-13.2124,90.7036,,,,,,,
75250,,,50,-14.9764,90.7568,,,,,,,
75300,,,50,-14.0755,84.2515,,,,,,,
75350,,,50,-16.3831,83.6519,,,,,,,
75400,,,50,-21.7962,83.544,,,,,,,
75450,,,50,-22.3763,83.8065,,,,,,,
75500,,,,,,21.0829,0.4349,0.0002,-0.0098,0.0468,7.2558,0.3772
75500,,,50,-15.7367,83.6917,,,,,,,
75550,,,50,-17.8302,88.6384,,,,,,,
75600,,,50,-18.7141,90.8589,,,,,,,
75650,,,50,-17.77,90.6269,,,,,,,
75700,,,50,-22.7066,90.5269,,,,,,,
75750,,,50,-13.3851,90.722,,,,,,,
75800,,,50,-18.9969,90.5468,,,,,,,
75850,,,50,-18.1159,90.6899,,,,,,,
75900,,,50,-21.2753,90.4471,,,,,,,
75950,,,50,-14.5456,90.7607,,,,,,,
76000,,,,,,21.2104,0.4945,0.0001,-0.0077,0.0439,5.9603,0.5332
76000,,,50,-12.3087,88.8983,,,,,,,
76050,,,50,-18.2268,90.675,,,,,,,
76100,,,50,-16.4217,90.5406,,,,,,,
76150,,,50,-16.3326,90.7765,,,,,,,
76200,,,50,-14.5643,90.7251,,,,,,,
76250,,,50,-18.4762,90.6465,,,,,,,
76300,,,50,-14.0421,90.6322,,,,,,,
76350,,,50,-20.6926,90.4851,,,,,,,
76400,,,50,-16.8124,90.7094,,,,,,,
76450,,,50,-16.7035,90.3125,,,,,,,
76500,,,,,,20.9399,0.3177,0.0001,-0.0074,0.0501,7.5078,0.8461
76500,,,50,-18.0643,90.7211,,,,,,,
76550,,,50,-14.0588,90.4933,,,,,,,
76600,,,50,-21.2269,90.7429,,,,,,,
76650,,,50,-10.7009,90.5021,,,,,,,
76700,,,50,-17.9529,90.4272,,,,,,,
76750,,,50,-19.0469,90.5807,,,,,,,
76800,,,50,-14.0962,90.4263,,,,,,,
76850,,,50,-12.1505,90.6849,,,,,,,
76900,,,50,-17.0875,90.2989,,,,,,,
76950,,,50,-13.6899,90.6534,,,,,,,
77000,,,,,,20.7611,0.4608,0.0001,-0.0083,0.0555,9.8214,0.7632
77000,,,50,-11.2933,90.2943,,,,,,,
77050,,,50,-19.4879,90.5966,,,,,,,
77100,,,50,-13.3307,90.5094,,,,,,,
77150,,,50,-16.5143,90.4711,,,,,,,
77200,,,50,-14.1598,90.4477,,,,,,,
77250,,,50,-21.9891,90.2373,,,,,,,
77300,,,50,-18.2631,90.642,,,,,,,
77350,,,50,-17.9064,90.4144,,,,,,,
77400,,,50,-12.4032,90.7653,,,,,,,
77450,,,50,-12.3948,90.4054,,,,,,,
77500,,,,,,20.9983,0.3496,0.0001,-0.0081,0.0575,15.1851,0.4731
77500,,,50,-16.6311,90.651,,,,,,,
77550,,,50,-17.0758,90.6248,,,,,,,
77600,,,50,-14.2571,90.5634,,,,,,,
77650,,,50,-14.5601,90.2492,,,,,,,
77700,,,50,-16.2609,90.6207,,,,,,,
77750,,,50,-16.0465,90.6024,,,,,,,
77800,,,50,-15.9587,90.6237,,,,,,,
77850,,,50,-13.9413,88.6414,,,,,,,
77900,,,50,-22.579,83.7906,,,,,,,
77950,,,50,-15.7,84.0191,,,,,,,
78000,,,,,,20.9153,0.3557,0.0001,-0.0069,0.0483,8.2918,0.4429
78000,,,50,-12.0143,84.5231,,,,,,,
78050,,,50,-16.7009,90.6979,,,,,,,
78100,,,50,-18.2996,90.5885,,,,,,,
78150,,,50,-12.1529,90.8487,,,,,,,
78200,,,50,-14.7075,90.7178,,,,,,,
78250,,,50,-13.5147,90.7703,,,,,,,
78300,,,50,-13.9126,90.8098,,,,,,,
78350,,,50,-12.4788,90.6881,,,,,,,
78400,,,50,-15.1145,90.7876,,,,,,,
78450,,,50,-13.8376,90.5693,,,,,,,
78500,,,,,,20.724,0.4668,0.0002,-0.0092,0.0445,6.5659,0.5504
78500,,,50,-15.2203,90.6215,,,,,,,
78550,,,50,-12.606,90.6077,,,,,,,
78600,,,50,-22.4209,90.7305,,,,,,,
78650,,,50,-13.9332,90.7337,,,,,,,
78700,,,50,-17.1616,90.3156,,,,,,,
78750,,,50,-14.7469,90.9068,,,,,,,
78800,,,50,-14.3142,90.4754,,,,,,,
78850,,,50,-14.35,90.6611,,,,,,,
78900,,,50,-20.0853,90.6378,,,,,,,
78950,,,50,-15.157,90.8105,,,,,,,
79000,,,,,,20.5709,0.3755,0.0002,-0.0089,0.046,13.3136,0.8721
79000,,,50,-15.279,90.5403,,,,,,,
79050,,,50,-17.7264,90.8487,,,,,,,
79100,,,50,-9.7485,90.8864,,,,,,,
79150,,,50,-14.4286,90.4309,,,,,,,
79200,,,50,-14.2536,90.9167,,,,,,,
79250,,,50,-11.7092,90.6831,,,,,,,
79300,,,50,-16.1958,84.8573,,,,,,,
79350,,,50,-14.7539,84.2073,,,,,,,
79400,,,50,-13.6804,84.0434,,,,,,,
79450,,,50,-13.7596,84.0019,,,,,,,
79500,,,,,,20.5433,0.3834,0.0001,-0.0081,0.0462,6.818,0.5633
79500,,,50,-13.6154,84.2669,,,,,,,
79550,,,50,-14.3766,83.9052,,,,,,,
79600,,,50,-14.8602,83.7879,,,,,,,
79650,,,50,-16.4316,83.8675,,,,,,,
79700,,,50,-11.2935,89.8479,,,,,,,
79750,,,50,-17.3684,85.4621,,,,,,,
79800,,,50,-10.866,88.0522,,,,,,,
79850,,,50,-15.412,83.8558,,,,,,,
79900,,,50,-14.1028,83.7075,,,,,,,
79950,,,50,-14.9862,83.848,,,,,,,
80000,,,,,,20.6024,0.5349,0.0003,-0.0095,0.0415,10.6898,0.8571
80000,-4.9566,50.0,,,,,,,,,,
80000,,,50,-14.2649,74.289,,,,,,,
80050,,,50,-13.1741,90.5571,,,,,,,
80100,,,50,-17.9034,90.6996,,,,,,,
80150,,,50,-8.4896,88.8622,,,,,,,
80200,,,50,-13.3837,84.1998,,,,,,,
80250,,,50,-11.8497,84.0167,,,,,,,
80300,,,50,-13.1841,83.9057,,,,,,,
80350,,,50,-12.8217,83.7729,,,,,,,
80400,,,50,-14.0414,83.6856,,,,,,,
80450,,,50,-14.1067,83.7944,,,,,,,
80500,,,,,,20.4527,0.3997,0.0001,-0.0067,0.0412,3.0563,0.6974
80500,,,50,-14.1046,83.8542,,,,,,,
80550,,,50,-13.5567,83.879,,,,,,,
80600,,,50,-18.1272,83.3476,,,,,,,
80650,,,50,-13.7139,83.6763,,,,,,,
80700,,,50,-16.9738,83.6475,,,,,,,
80750,,,50,-10.8646,83.9514,,,,,,,
80800,,,50,-11.4173,83.9485,,,,,,,
80850,,,50,-13.5086,86.5972,,,,,,,
80900,,,50,-16.7867,90.9481,,,,,,,
80950,,,50,-13.6859,90.8813,,,,,,,
81000,,,,,,20.4414,0.4112,0.0001,-0.0075,0.0533,6.6751,1.0781
81000,,,50,-12.124,90.8428,,,,,,,
81050,,,50,-13.2086,90.8148,,,,,,,
81100,,,50,-16.6035,90.8013,,,,,,,
81150,,,50,-16.3874,90.8901,,,,,,,
81200,,,50,-12.5852,90.9351,,,,,,,
81250,,,50,-12.7112,90.7416,,,,,,,
81300,,,50,-11.9671,89.5466,,,,,,,
81350,,,50,-15.2213,85.409,,,,,,,
81400,,,50,-15.2859,88.8503,,,,,,,
81450,,,50,-13.0663,82.704,,,,,,,
81500,,,,,,20.1841,0.4587,0.0001,-0.0084,0.0445,7.6481,0.8339
81500,,,50,-10.1532,83.9505,,,,,,,
81550,,,50,-12.8921,84.1446,,,,,,,
81600,,,50,-12.1972,83.9426,,,,,,,
81650,,,50,-11.6593,83.701,,,,,,,
81700,,,50,-13.3834,83.5038,,,,,,,
81750,,,50,-12.7647,82.4628,,,,,,,
81800,,,50,-10.9021,83.9608,,,,,,,
81850,,,50,-10.4711,83.8812,,,,,,,
81900,,,50,-10.996,83.634,,,,,,,
81950,,,50,-12.8919,84.0348,,,,,,,
82000,,,,,,20.0669,0.3279,0.0001,-0.0086,0.0481,10.3533,1.0757
82000,,,50,-14.7004,83.237,,,,,,,
82050,,,50,-8.0531,83.9673,,,,,,,
82100,,,50,-13.1678,83.8992,,,,,,,
82150,,,50,-10.3566,83.7732,,,,,,,
82200,,,50,-15.8992,83.9305,,,,,,,
82250,,,50,-12.8996,83.9361,,,,,,,
82300,,,50,-11.2504,83.5799,,,,,,,
82350,,,50,-9.6167,83.9238,,,,,,,
82400,,,50,-11.1115,83.3314,,,,,,,
82450,,,50,-11.615,84.0387,,,,,,,
82500,,,,,,20.1561,0.3898,0.0001,-0.0081,0.0379,5.4483,0.425
82500,,,50,-12.1613,83.9974,,,,,,,
82550,,,50,-11.2697,82.69,,,,,,,
82600,,,50,-10.9315,84.0006,,,,,,,
82650,,,50,-13.4145,82.6136,,,,,,,
82700,,,50,-11.296,83.9473,,,,,,,
82750,,,50,-13.3404,84.0215,,,,,,,
82800,,,50,-14.0749,84.1869,,,,,,,
82850,,,50,-13.1715,83.7661,,,,,,,
82900,,,50,-14.6679,84.2407,,,,,,,
82950,,,50,-13.2765,84.0197,,,,,,,
83000,,,,,,20.1502,0.2956,0.0001,-0.0076,0.0415,8.6731,0.7239
83000,,,50,-8.5088,83.843,,,,,,,
83050,,,50,-11.7734,83.6839,,,,,,,
83100,,,50,-12.6701,84.1154,,,,,,,
83150,,,50,-7.8468,83.8099,,,,,,,
83200,,,50,-9.4611,84.1112,,,,,,,
83250,,,50,-11.5131,83.8954,,,,,,,
83300,,,50,-8.1336,84.1014,,,,,,,
83350,,,50,-9.2661,83.8583,,,,,,,
83400,,,50,-13.8817,83.9784,,,,,,,
83450,,,50,-11.0426,84.0668,,,,,,,
83500,,,,,,19.831,0.6857,0.0001,-0.0074,0.0432,4.9053,0.6503
83500,,,50,-14.2683,84.0683,,,,,,,
83550,,,50,-13.3142,84.0751,,,,,,,
83600,,,50,-11.3311,83.4279,,,,,,,
83650,,,50,-11.4989,83.9713,,,,,,,
83700,,,50,-11.4428,82.9123,,,,,,,
83750,,,50,-13.4655,87.7034,,,,,,,
83800,,,50,-10.7828,90.625,,,,,,,
83850,,,50,-11.8309,90.2585,,,,,,,
83900,,,50,-10.1413,90.7316,,,,,,,
83950,,,50,-10.2965,90.6609,,,,,,,
84000,,,,,,19.742,0.3114,0.0001,-0.0086,0.0408,8.3027,0.4973
84000,,,50,-14.1352,90.1938,,,,,,,
84050,,,50,-8.7199,90.88,,,,,,,
84100,,,50,-13.0503,83.8044,,,,,,,
84150,,,50,-13.8938,83.3187,,,,,,,
84200,,,50,-11.7781,83.9398,,,,,,,
84250,,,50,-10.4115,83.1951,,,,,,,
84300,,,50,-12.9391,83.2198,,,,,,,
84350,,,50,-14.9812,83.7801,,,,,,,
84400,,,50,-10.9267,84.1636,,,,,,,
84450,,,50,-12.0439,83.9692,,,,,,,
84500,,,,,,19.6212,0.284,0.0002,-0.0089,0.0431,10.2514,0.8985
84500,,,50,-13.3045,84.1317,,,,,,,
84550,,,50,-12.0264,83.9155,,,,,,,
84600,,,50,-9.7519,84.0253,,,,,,,
84650,,,50,-12.8799,84.0943,,,,,,,
84700,,,50,-12.9321,83.9264,,,,,,,
84750,,,50,-9.6558,84.0563,,,,,,,
84800,,,50,-10.3835,84.0508,,,,,,,
84850,,,50,-15.2309,83.7303,,,,,,,
84900,,,50,-14.3602,84.2687,,,,,,,
84950,,,50,-15.4379,84.2435,,,,,,,
85000,,,,,,19.6212,0.2741,0.0001,-0.0063,0.0505,8.0855,0.7427
85000,-4.895,50.0,,,,,,,,,,
85000,,,50,-13.4603,74.3783,,,,,,,
85050,,,50,-10.9905,83.8969,,,,,,,
85100,,,50,-13.9714,83.1676,,,,,,,
85150,,,50,-10.5206,83.3012,,,,,,,
85200,,,50,-11.1665,83.7937,,,,,,,
85250,,,50,-11.0552,84.0034,,,,,,,
85300,,,50,-7.7287,83.3563,,,,,,,
85350,,,50,-10.6596,83.9173,,,,,,,
85400,,,50,-13.0839,83.288,,,,,,,
85450,,,50,-12.8814,84.0174,,,,,,,
85500,,,,,,19.3714,0.3186,0.0002,-0.0093,0.0342,3.8272,0.5065
85500,,,50,-9.322,82.4526,,,,,,,
85550,,,50,-10.8806,83.9768,,,,,,,
85600,,,50,-10.3912,83.8595,,,,,,,
85650,,,50,-13.9039,83.9374,,,,,,,
85700,,,50,-9.9507,83.4763,,,,,,,
85750,,,50,-11.8667,82.8357,,,,,,,
85800,,,50,-10.6473,83.9118,,,,,,,
85850,,,50,-12.0712,83.734,,,,,,,
85900,,,50,-10.3271,83.8161,,,,,,,
85950,,,50,-11.1468,83.8025,,,,,,,
86000,,,,,,19.2339,0.4575,0.0001,-0.0075,0.0437,7.5881,1.0315
86000,,,50,-12.7293,83.0559,,,,,,,
86050,,,50,-7.5656,83.7948,,,,,,,
86100,,,50,-8.5559,83.7973,,,,,,,
86150,,,50,-9.9799,82.7691,,,,,,,
86200,,,50,-11.9043,83.4317,,,,,,,
86250,,,50,-12.9779,83.9158,,,,,,,
86300,,,50,-11.2029,83.8065,,,,,,,
86350,,,50,-11.2368,83.8042,,,,,,,
86400,,,50,-9.3649,83.9067,,,,,,,
86450,,,50,-8.8705,83.2178,,,,,,,
86500,,,,,,19.3747,0.3245,0.0001,-0.0084,0.0375,6.5852,0.6725
86500,,,50,-12.8372,83.9557,,,,,,,
86550,,,50,-10.9573,84.0246,,,,,,,
86600,,,50,-5.965,83.9924,,,,,,,
86650,,,50,-11.6367,84.1006,,,,,,,
86700,,,50,-10.1872,83.7976,,,,,,,
86750,,,50,-9.1572,83.4017,,,,,,,
86800,,,50,-10.5968,84.1934,,,,,,,
86850,,,50,-9.271,84.1757,,,,,,,
86900,,,50,-11.4023,84.1418,,,,,,,
86950,,,50,-11.2255,83.6787,,,,,,,
87000,,,,,,19.0455,0.2769,0.0001,-0.0096,0.035,5.3587,0.6866
87000,,,50,-13.5284,82.8015,,,,,,,
87050,,,50,-11.3806,83.8987,,,,,,,
87100,,,50,-8.2166,84.1938,,,,,,,
87150,,,50,-8.5935,83.6145,,,,,,,
87200,,,50,-10.3767,84.0894,,,,,,,
87250,,,50,-11.1893,83.992,,,,,,,
87300,,,50,-9.4226,83.8295,,,,,,,
87350,,,50,-8.0824,81.271,,,,,,,
87400,,,50,-6.3108,82.2439,,,,,,,
87450,,,50,-10.122,80.6603,,,,,,,
87500,,,,,,18.8638,0.3347,0.0001,-0.0073,0.0382,9.5017,0.552
87500,,,50,-6.834,83.8054,,,,,,,
87550,,,50,-11.8784,83.8237,,,,,,,
87600,,,50,-7.2584,83.1884,,,,,,,
87650,,,50,-7.2517,84.0099,,,,,,,
87700,,,50,-9.0696,83.7224,,,,,,,
87750,,,50,-6.2653,83.8409,,,,,,,
87800,,,50,-8.0746,83.4317,,,,,,,
