env_steps,return,length,success,train/return,train/length,train/success,bisim_loss,critic_loss,FPS
0,0.0,324.0,0.0,,,,,,
10000,0.0,324.0,0.0,0.0,48.0769,0.0,0.0023,0.002,512.7693
20000,0.0,324.0,0.0,0.0,49.2611,0.0,0.0002,0.0,889.1394
30000,0.0,324.0,0.0,0.0,47.3934,0.0,0.0001,0.0,887.9868
40000,0.0,324.0,0.0,0.0,42.5532,0.0,0.0001,0.0,882.4517
50000,0.0,324.0,0.0,0.0,52.6316,0.0,0.0001,0.0,879.6388
60000,0.0,324.0,0.0,0.0,50.0,0.0,0.0001,0.0,876.0795
70000,0.0,324.0,0.0,0.0,50.7614,0.0,0.0001,0.0,867.1586
80000,0.0,324.0,0.0,0.004,49.505,0.005,0.0001,0.0,870.871
90000,0.0,324.0,0.0,0.0042,62.8931,0.0063,0.0001,0.0,869.7592
100000,0.0,324.0,0.0,0.0,54.0541,0.0,0.0001,0.0,864.9854
110000,0.0,99.3,0.0,0.0028,53.4759,0.0053,0.0001,0.0,861.1647
120000,0.0,324.0,0.0,0.0,52.356,0.0,0.0001,0.0,860.9078
130000,0.0,324.0,0.0,0.0017,65.7895,0.0066,0.0001,0.0,857.6647
140000,0.0,324.0,0.0,0.0025,48.0769,0.0048,0.0001,0.0,854.9186
150000,0.0,324.0,0.0,0.0077,53.4759,0.0107,0.0001,0.0001,862.0241
160000,0.0,324.0,0.0,0.0,43.1034,0.0,0.0001,0.0001,852.7696
170000,0.0,324.0,0.0,0.0,40.0,0.0,0.0001,0.0001,852.4365
180000,0.0,99.4,0.0,0.0074,35.5872,0.0107,0.0001,0.0001,850.9566
190000,0.0,67.8,0.0,0.01,33.8983,0.0136,0.0001,0.0001,854.6501
200000,0.0,324.0,0.0,0.0026,35.3357,0.0035,0.0001,0.0002,850.2992
210000,0.0,324.0,0.0,0.007,33.4448,0.01,0.0001,0.0002,856.2631
220000,0.0,98.9,0.0,0.0057,35.7143,0.0071,0.0001,0.0003,857.5945
230000,0.0,324.0,0.0,0.0,35.0877,0.0,0.0001,0.0002,853.2227
240000,0.0,324.0,0.0,0.0122,40.3226,0.0161,0.0001,0.0003,837.6522
250000,0.0,324.0,0.0,0.0183,44.4444,0.0267,0.0001,0.0003,832.5049
260000,0.0,324.0,0.0,0.0295,52.0833,0.0417,0.0001,0.0003,836.7399
270000,0.0,324.0,0.0,0.0265,59.5238,0.0357,0.0001,0.0004,830.556
280000,0.0,324.0,0.0,0.0404,65.7895,0.0526,0.0001,0.0004,831.0914
290000,0.0964,292.9,0.1,0.0515,70.922,0.0638,0.0001,0.0005,827.5565
