env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
80000,3196.5192,1000.0,,,,,,,,,,,,
80000,,,,,,,,,,,,1000,1328.4029,33.5938
80500,,,0.9719,0.8479,0.092,-187.1767,13.628,0.8244,8.8353,108.4377,1.5214,,,
81000,,,0.9659,0.8528,0.0914,-188.2144,15.0921,0.8106,9.6934,108.3767,2.7498,,,
81000,,,,,,,,,,,,1000,3102.6057,41.1953
81500,,,0.976,0.8618,0.093,-197.2774,14.3286,0.8223,7.1196,36.637,2.0348,,,
82000,,,0.9689,0.8573,0.0926,-194.6563,13.9448,0.8237,9.371,53.0679,3.454,,,
82000,,,,,,,,,,,,1000,3310.8456,41.357
82500,,,0.9552,0.8408,0.0903,-191.6104,12.4355,0.8014,7.46,45.4362,1.8295,,,
83000,,,0.973,0.8458,0.0926,-196.7285,13.3494,0.8295,7.2445,135.3955,1.6185,,,
83000,,,,,,,,,,,,1000,3017.5373,41.2467
83500,,,0.9656,0.851,0.0916,-197.8779,13.4697,0.8255,7.0199,27.6916,1.1535,,,
84000,,,0.9267,0.8461,0.0868,-199.3953,13.8516,0.7545,7.0717,66.5924,2.0637,,,
84000,,,,,,,,,,,,1000,3253.1949,41.4791
84500,,,0.9422,0.8492,0.0895,-206.0408,12.8269,0.7753,8.1363,79.2631,1.8093,,,
85000,,,0.9645,0.8453,0.0903,-201.1031,16.2798,0.8195,7.6908,33.2416,3.2887,,,
85000,3158.8506,1000.0,,,,,,,,,,,,
85000,,,,,,,,,,,,1000,3525.0545,33.8008
85500,,,0.9483,0.8655,0.089,-210.0748,13.1062,0.7866,8.6568,73.085,1.6953,,,
86000,,,0.9667,0.8569,0.0914,-199.2774,17.5806,0.8241,10.0357,77.4181,1.609,,,
86000,,,,,,,,,,,,1000,3428.8518,37.0865
86500,,,0.9826,0.857,0.0929,-216.0658,13.2734,0.8461,7.3913,42.7397,2.1176,,,
87000,,,0.9385,0.8462,0.0886,-206.0399,11.1788,0.7721,7.8102,119.5473,1.39,,,
87000,,,,,,,,,,,,1000,2832.3348,33.8396
87500,,,0.9711,0.8511,0.0922,-213.5735,12.8843,0.8344,8.4527,130.4377,2.2375,,,
88000,,,0.9452,0.8588,0.0889,-213.0826,19.9552,0.7809,9.4543,152.6066,3.1331,,,
88000,,,,,,,,,,,,1000,3561.7513,38.3778
88500,,,0.9504,0.8564,0.0896,-214.8368,11.5428,0.7885,9.1376,126.7049,1.7877,,,
89000,,,0.9639,0.8612,0.0912,-215.3476,14.7297,0.8188,10.1832,88.7624,1.5056,,,
89000,,,,,,,,,,,,1000,3349.2612,41.4506
89500,,,0.971,0.8716,0.0921,-221.3269,13.1137,0.8256,8.1786,36.5574,1.3431,,,
90000,,,0.9577,0.8663,0.0906,-218.268,13.9527,0.8064,23.0953,126.4675,2.019,,,
90000,3497.1733,1000.0,,,,,,,,,,,,
90000,,,,,,,,,,,,1000,3171.1373,29.938
90500,,,0.9649,0.8664,0.0919,-224.3122,13.3792,0.8141,9.3671,117.8689,1.7131,,,
91000,,,0.966,0.8629,0.091,-211.5986,12.6077,0.817,8.5085,67.2809,2.0071,,,
91000,,,,,,,,,,,,1000,2191.2363,36.7482
91500,,,0.9765,0.8591,0.0942,-224.7678,15.2002,0.8395,8.5355,86.37,2.0427,,,
92000,,,0.9706,0.8674,0.0922,-223.892,15.858,0.8327,13.4121,81.2154,2.6503,,,
92000,,,,,,,,,,,,1000,3601.8673,40.8845
92500,,,0.9367,0.8644,0.0871,-233.1791,17.0319,0.7645,11.9266,63.7136,2.3196,,,
93000,,,0.9558,0.8648,0.0913,-220.8439,17.5757,0.7986,9.6691,106.1445,2.4079,,,
93000,,,,,,,,,,,,1000,3506.3398,40.0077
93500,,,0.9475,0.871,0.0898,-232.773,13.2044,0.7781,15.4249,82.991,2.6079,,,
94000,,,0.972,0.8704,0.0922,-239.6982,22.9335,0.8281,9.2799,50.8473,1.7224,,,
94000,,,,,,,,,,,,1000,3543.5116,37.3853
94500,,,0.9862,0.8635,0.0939,-235.0507,12.2319,0.8497,10.9832,48.9113,2.0429,,,
95000,,,0.9524,0.8606,0.0898,-239.2099,17.9649,0.8069,11.0921,102.3568,3.5175,,,
95000,3507.7386,1000.0,,,,,,,,,,,,
95000,,,,,,,,,,,,1000,3675.7103,30.7656
95500,,,0.9561,0.8627,0.0904,-239.5481,18.7775,0.813,10.3441,101.7958,2.2059,,,
96000,,,0.9647,0.877,0.092,-240.1838,12.0598,0.8286,13.0144,84.8093,2.474,,,
96000,,,,,,,,,,,,1000,3548.5167,37.2245
96500,,,0.9602,0.8764,0.0913,-241.5544,16.5156,0.808,13.1481,30.8482,2.1324,,,
97000,,,0.9566,0.8762,0.0903,-249.0764,11.6729,0.8039,11.3411,90.3477,1.5719,,,
97000,,,,,,,,,,,,1000,3520.7903,41.008
