env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
0,-0.5463,1000.0,,,,,,,,,,,,,
500,,,0.4158,0.7018,0.1198,-0.472,0.8389,0.0084,-0.2302,0.1806,0.9484,0.1523,,,
1000,,,0.4349,0.6965,0.1335,-1.2585,1.0357,0.009,-0.2557,0.3545,1.8649,0.2881,,,
1000,,,,,,,,,,,,,1000,-266.5494,51.2478
1500,,,0.4431,0.6979,0.1417,-1.628,1.3347,0.0098,-0.2708,0.4891,3.3414,0.4315,,,
2000,,,0.4482,0.691,0.1411,-3.0374,2.9681,0.0109,-0.2728,0.5267,4.8179,0.502,,,
2000,,,,,,,,,,,,,1000,-389.5604,84.1122
2500,,,0.4556,0.6937,0.1402,-4.1904,3.8092,0.0117,-0.274,0.6876,7.0997,0.5965,,,
3000,,,0.4546,0.6994,0.146,-5.3564,3.9179,0.0107,-0.279,0.8942,9.7858,0.8714,,,
3000,,,,,,,,,,,,,1000,-267.1804,82.3076
3500,,,0.4586,0.6935,0.1588,-6.5769,4.6187,0.0126,-0.3027,0.711,9.6082,0.6132,,,
4000,,,0.4626,0.693,0.1611,-8.0054,4.2717,0.0135,-0.2975,0.637,11.4458,0.9663,,,
4000,,,,,,,,,,,,,1000,-358.0522,81.9315
4500,,,0.4545,0.6938,0.1522,-8.68,4.8761,0.0143,-0.298,0.8685,12.6389,0.9523,,,
5000,,,0.4567,0.6928,0.1656,-8.8155,3.7003,0.0134,-0.3131,0.6735,8.8777,1.0077,,,
5000,-161.882,1000.0,,,,,,,,,,,,,
5000,,,,,,,,,,,,,1000,-297.4049,71.7542
5500,,,0.4594,0.6977,0.1542,-11.0807,5.6587,0.0127,-0.3076,1.0161,11.7009,0.9043,,,
6000,,,0.4725,0.7051,0.1602,-11.7617,4.2861,0.0142,-0.3134,0.8862,15.4775,0.6512,,,
6000,,,,,,,,,,,,,1000,-123.0223,84.9409
6500,,,0.4719,0.692,0.1559,-12.6274,4.7422,0.0138,-0.305,1.1096,14.4616,1.3149,,,
7000,,,0.4811,0.7046,0.1737,-12.5,4.0487,0.0157,-0.3317,0.9368,20.8017,1.5303,,,
7000,,,,,,,,,,,,,1000,-303.5402,85.3252
7500,,,0.4885,0.7003,0.1595,-14.1527,4.5212,0.0185,-0.3085,1.0479,16.9364,1.4849,,,
8000,,,0.4937,0.6987,0.1735,-15.6139,5.3252,0.0163,-0.3294,1.1291,16.213,1.0159,,,
8000,,,,,,,,,,,,,1000,-206.0383,87.062
8500,,,0.4866,0.7097,0.1642,-16.2092,4.5557,0.017,-0.3155,1.1643,15.2635,1.0059,,,
9000,,,0.4914,0.6976,0.1682,-17.0161,4.7927,0.0189,-0.3195,1.2555,30.6961,1.4975,,,
9000,,,,,,,,,,,,,1000,8.4356,84.5612
9500,,,0.5008,0.6994,0.1713,-19.2574,6.402,0.018,-0.3241,1.2732,15.7747,1.4234,,,
10000,,,0.5039,0.7136,0.2022,-22.3167,5.4401,0.0154,-0.3615,1.4645,19.4332,0.8648,,,
10000,842.2803,1000.0,,,,,,,,,,,,,
10000,,,,,,,,,,,,,1000,119.2965,74.6114
10500,,,0.5027,0.7073,0.1876,-24.2645,5.8371,0.0158,-0.3302,1.4219,26.4925,1.4745,,,
11000,,,0.495,0.7145,0.1706,-23.4077,5.8987,0.0162,-0.3312,1.3498,22.4792,1.7291,,,
11000,,,,,,,,,,,,,1000,-53.9715,83.3106
11500,,,0.5082,0.7127,0.1657,-27.7582,5.6879,0.018,-0.329,1.4098,21.3766,1.4877,,,
12000,,,0.5057,0.7109,0.1697,-27.4759,6.3462,0.0182,-0.3293,1.7004,34.1115,2.1267,,,
12000,,,,,,,,,,,,,1000,388.8909,81.484
12500,,,0.5117,0.7172,0.1764,-29.6802,5.3557,0.0193,-0.334,1.7013,40.5593,1.6549,,,
13000,,,0.5074,0.7154,0.2074,-30.5533,5.7738,0.0155,-0.3483,1.4924,29.8378,1.2021,,,
13000,,,,,,,,,,,,,1000,-19.7173,82.6778
13500,,,0.51,0.7208,0.1955,-33.7994,5.5461,0.0164,-0.3579,1.8692,37.869,1.3437,,,
14000,,,0.5189,0.7339,0.1893,-36.8697,6.7687,0.0166,-0.3621,2.029,42.0754,1.4048,,,
14000,,,,,,,,,,,,,1000,734.0981,83.5199
14500,,,0.5112,0.7282,0.1698,-38.2277,7.0194,0.0191,-0.3545,2.2628,65.6203,1.4518,,,
15000,,,0.5168,0.7309,0.1697,-39.6745,5.0357,0.0191,-0.3276,2.0905,65.9782,1.7452,,,
15000,1772.5652,1000.0,,,,,,,,,,,,,
15000,,,,,,,,,,,,,1000,81.9198,73.4498
15500,,,0.521,0.7275,0.1861,-45.479,6.2677,0.0182,-0.3461,2.1928,47.7816,1.392,,,
16000,,,0.5313,0.7343,0.1906,-49.5831,6.3891,0.0181,-0.3637,2.4711,49.5536,1.0181,,,
16000,,,,,,,,,,,,,1000,653.0911,81.7698
16500,,,0.5337,0.7318,0.1961,-50.5679,5.1342,0.0197,-0.3678,2.0544,51.8897,1.7286,,,
17000,,,0.5293,0.7398,0.1986,-50.6447,5.6642,0.018,-0.3837,2.1738,45.0652,1.8511,,,
17000,,,,,,,,,,,,,1000,831.8564,81.366
17500,,,0.5305,0.7451,0.189,-54.8281,5.883,0.0186,-0.3632,2.131,45.294,1.8796,,,
18000,,,0.5307,0.7403,0.1813,-58.5906,6.0426,0.0187,-0.3626,2.265,49.664,2.1581,,,
18000,,,,,,,,,,,,,1000,801.586,82.3266
18500,,,0.5327,0.7488,0.1855,-60.0504,5.4654,0.0183,-0.3651,2.128,45.4882,1.341,,,
19000,,,0.5381,0.7494,0.1929,-64.0124,4.7067,0.0174,-0.3737,1.9775,59.7466,2.1017,,,
19000,,,,,,,,,,,,,1000,989.5205,82.2139
19500,,,0.5413,0.751,0.182,-66.5961,5.9003,0.0193,-0.3518,2.1512,78.9374,1.7857,,,
20000,,,0.5363,0.7555,0.1906,-70.7913,5.0147,0.0176,-0.3771,2.6303,109.3376,2.229,,,
20000,2052.4543,1000.0,,,,,,,,,,,,,
20000,,,,,,,,,,,,,1000,860.3674,73.404
20500,,,0.5477,0.7534,0.1877,-71.3579,4.7644,0.0198,-0.364,2.1619,51.8192,1.5311,,,
21000,,,0.5324,0.7403,0.2068,-73.7007,4.4435,0.0164,-0.4189,2.2167,47.6246,1.9719,,,
21000,,,,,,,,,,,,,1000,305.1069,81.633
21500,,,0.5397,0.7514,0.193,-71.8983,5.8895,0.0197,-0.3871,2.2798,53.016,2.3625,,,
22000,,,0.547,0.7493,0.1975,-75.3149,4.2662,0.0196,-0.3754,2.5931,64.0244,1.378,,,
22000,,,,,,,,,,,,,1000,67.698,81.1817
22500,,,0.5404,0.7543,0.1967,-75.9202,4.4624,0.0193,-0.3931,2.0625,64.8692,1.6071,,,
23000,,,0.5374,0.7442,0.1826,-74.7041,5.1993,0.0218,-0.3779,2.4336,71.1363,2.3405,,,
23000,,,,,,,,,,,,,1000,-1.3078,81.4612
23500,,,0.5498,0.7525,0.1924,-81.4638,6.2917,0.0208,-0.3719,2.3113,72.2549,1.2424,,,
24000,,,0.553,0.7639,0.1963,-81.296,4.6123,0.0206,-0.3934,2.1105,60.0021,1.5205,,,
24000,,,,,,,,,,,,,1000,292.6394,81.3082
24500,,,0.5553,0.741,0.221,-82.9529,4.096,0.0209,-0.4137,2.209,54.1702,1.5186,,,
25000,,,0.5516,0.754,0.1961,-85.2392,4.3812,0.0206,-0.3913,2.2596,69.9375,2.3437,,,
25000,2262.7573,1000.0,,,,,,,,,,,,,
25000,,,,,,,,,,,,,1000,1064.0657,73.132
25500,,,0.5596,0.7558,0.1927,-91.652,5.0562,0.0213,-0.3809,2.0686,41.9983,1.484,,,
26000,,,0.5525,0.7559,0.202,-90.911,4.2932,0.0197,-0.3988,2.1416,69.614,2.0034,,,
26000,,,,,,,,,,,,,1000,1187.1607,83.4697
26500,,,0.5579,0.7592,0.2024,-94.422,3.838,0.0209,-0.388,3.1784,107.1519,2.0497,,,
27000,,,0.5597,0.7562,0.2015,-94.6348,5.2963,0.0217,-0.3941,1.9248,66.7104,2.3725,,,
27000,,,,,,,,,,,,,1000,359.5867,81.2752
27500,,,0.5506,0.7608,0.1978,-95.8224,4.1279,0.0209,-0.397,2.1165,64.9812,2.111,,,
28000,,,0.5543,0.7602,0.2002,-94.1797,3.5894,0.0218,-0.388,2.1072,44.3117,1.9034,,,
28000,,,,,,,,,,,,,1000,845.7352,81.6406
28500,,,0.5538,0.7541,0.2133,-98.7829,3.7616,0.021,-0.4066,2.0678,49.0522,2.1205,,,
29000,,,0.5583,0.7544,0.2169,-100.9024,4.3241,0.0191,-0.415,2.0349,44.7209,1.8267,,,
29000,,,,,,,,,,,,,1000,1263.7199,82.537
29500,,,0.5598,0.7646,0.2131,-106.1673,4.7725,0.0205,-0.4112,2.6086,84.7756,2.2636,,,
30000,,,0.5594,0.7649,0.2094,-107.7411,4.1676,0.0209,-0.4274,2.2578,55.9538,2.5463,,,
30000,2343.9985,1000.0,,,,,,,,,,,,,
30000,,,,,,,,,,,,,1000,1424.1443,72.3624
30500,,,0.561,0.7708,0.2201,-107.5974,4.6737,0.0193,-0.4334,2.5384,78.0368,1.9682,,,
31000,,,0.5622,0.7625,0.2053,-109.7375,4.2419,0.0222,-0.3936,4.534,106.2744,2.5986,,,
31000,,,,,,,,,,,,,1000,1215.0874,81.2904
31500,,,0.552,0.772,0.2123,-110.7104,4.6457,0.0198,-0.4139,2.597,121.7327,2.3943,,,
32000,,,0.568,0.7778,0.2175,-113.5121,4.076,0.0206,-0.4163,2.34,70.9661,2.3774,,,
32000,,,,,,,,,,,,,1000,1467.9462,81.6478
32500,,,0.5684,0.7874,0.2068,-120.141,7.3233,0.02,-0.4028,2.5429,132.7542,3.0595,,,
33000,,,0.5614,0.774,0.198,-120.1402,3.8116,0.021,-0.4062,2.6711,81.2518,2.6533,,,
33000,,,,,,,,,,,,,1000,1602.5497,81.7699
33500,,,0.5658,0.7907,0.2067,-121.876,4.2884,0.0201,-0.4066,2.1795,106.7249,2.1784,,,
34000,,,0.5638,0.7697,0.2006,-123.3203,4.6954,0.022,-0.3961,2.4076,77.5368,2.2053,,,
34000,,,,,,,,,,,,,1000,1699.4139,80.9091
34500,,,0.5715,0.7777,0.2022,-125.667,3.2079,0.0217,-0.3985,2.7898,80.7092,1.8469,,,
35000,,,0.5673,0.7741,0.2119,-125.4242,4.4688,0.0217,-0.4208,2.6705,70.2411,2.5714,,,
35000,2938.3176,1000.0,,,,,,,,,,,,,
35000,,,,,,,,,,,,,1000,435.7429,74.4109
35500,,,0.5693,0.7853,0.2047,-126.7901,3.8341,0.0212,-0.4052,2.6842,67.027,2.3985,,,
36000,,,0.5627,0.7756,0.2032,-131.6468,4.9277,0.0217,-0.4038,2.3188,67.4836,3.15,,,
36000,,,,,,,,,,,,,1000,1537.3736,81.1512
36500,,,0.566,0.7954,0.2217,-130.2737,3.9462,0.019,-0.4371,2.5289,77.1573,2.5795,,,
37000,,,0.566,0.7949,0.2048,-133.5135,4.2799,0.0211,-0.4117,2.6111,95.6647,2.8663,,,
37000,,,,,,,,,,,,,1000,1456.1766,81.5775
37500,,,0.5698,0.7789,0.2145,-132.1191,4.4467,0.0231,-0.4223,2.8622,144.7736,3.5423,,,
38000,,,0.5831,0.7927,0.2193,-139.4519,4.8477,0.0215,-0.418,3.2007,141.3574,3.2604,,,
38000,,,,,,,,,,,,,1000,1826.7343,80.7266
38500,,,0.5751,0.7939,0.2188,-139.9463,4.6528,0.0215,-0.4325,5.4756,101.6894,2.5472,,,
39000,,,0.5792,0.7912,0.2093,-143.2342,3.6916,0.0218,-0.4053,2.8063,80.7041,2.2142,,,
39000,,,,,,,,,,,,,1000,1515.4992,81.3542
39500,,,0.5765,0.7948,0.2084,-140.5606,4.4855,0.0226,-0.4186,3.2748,96.7764,3.6537,,,
40000,,,0.5725,0.7918,0.205,-142.5674,5.109,0.0215,-0.4306,3.7022,137.6636,2.1139,,,
40000,3145.6035,1000.0,,,,,,,,,,,,,
40000,,,,,,,,,,,,,1000,1072.6617,72.5009
40500,,,0.5736,0.7921,0.1996,-148.4402,3.8986,0.0228,-0.4105,2.975,71.1925,2.1715,,,
41000,,,0.5826,0.7922,0.2138,-145.4621,4.2421,0.0247,-0.4189,2.6434,77.0029,2.5494,,,
41000,,,,,,,,,,,,,1000,384.0674,80.8954
41500,,,0.5786,0.788,0.2126,-152.1142,4.45,0.0214,-0.4299,4.0178,106.4667,1.9049,,,
42000,,,0.5756,0.7889,0.2181,-149.0798,3.736,0.0225,-0.4323,4.5182,72.8363,2.39,,,
42000,,,,,,,,,,,,,1000,1837.4653,80.8174
42500,,,0.5783,0.7897,0.213,-148.5777,5.2623,0.0233,-0.4246,3.0108,84.4706,1.7405,,,
43000,,,0.5764,0.8025,0.2068,-154.1404,4.0288,0.0206,-0.4131,2.8768,58.7267,2.264,,,
43000,,,,,,,,,,,,,1000,2016.7799,82.5299
43500,,,0.5704,0.7976,0.2086,-155.8103,4.5794,0.021,-0.4191,3.0841,81.2723,3.4936,,,
44000,,,0.5819,0.8,0.215,-151.9474,4.2784,0.0219,-0.4335,2.898,118.3532,3.1507,,,
44000,,,,,,,,,,,,,1000,2005.6901,80.3084
44500,,,0.5699,0.8093,0.2261,-164.1016,4.7073,0.0184,-0.4539,2.8109,97.1983,3.2779,,,
45000,,,0.5842,0.8052,0.2154,-162.11,4.3195,0.0199,-0.4309,4.0803,103.4075,3.2917,,,
