env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1423,97.3,,,,,,,,,,,,,,,,,,
60,,,60,-114.3193,4.6413,,,,,,,,,,,,,,,
146,,,86,-121.0647,13.9603,,,,,,,,,,,,,,,
216,,,70,-116.2689,13.9737,,,,,,,,,,,,,,,
282,,,66,-114.4732,14.0066,,,,,,,,,,,,,,,
325,,,43,-118.3334,14.1456,,,,,,,,,,,,,,,
374,,,49,-116.3219,13.7798,,,,,,,,,,,,,,,
418,,,44,-120.7532,13.556,,,,,,,,,,,,,,,
500,,,,,,25,6,1,3953.7551,0.8534,1.2941,0.4341,1.5112,1.0389,1.7108,1.6574,-0.3993,2.0962,9.0612,0.0448
528,,,110,-115.309,14.0229,,,,,,,,,,,,,,,
574,,,46,-118.2715,14.0529,,,,,,,,,,,,,,,
625,,,51,-116.2287,14.4591,,,,,,,,,,,,,,,
