env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1363,97.3,,,,,,,,,,,,,,,,,,
59,,,59,-113.924,2.7963,,,,,,,,,,,,,,,
156,,,97,-121.8081,8.6131,,,,,,,,,,,,,,,
206,,,50,-109.9904,6.9267,,,,,,,,,,,,,,,
251,,,45,-118.3127,8.3953,,,,,,,,,,,,,,,
295,,,44,-120.9941,11.2969,,,,,,,,,,,,,,,
355,,,60,-113.2558,11.0548,,,,,,,,,,,,,,,
420,,,65,-112.1278,9.6878,,,,,,,,,,,,,,,
470,,,50,-120.5715,11.4355,,,,,,,,,,,,,,,
500,,,,,,14,5,1,22960.9512,0.4012,0.0195,2.4887,0.2683,-0.2825,1.0752,0.2739,-2.3391,22.3318,9.9354,0.0019
513,,,43,-122.0233,8.4929,,,,,,,,,,,,,,,
571,,,58,-110.878,10.4316,,,,,,,,,,,,,,,
681,,,110,-125.0665,10.7161,,,,,,,,,,,,,,,
776,,,95,-122.5033,9.6606,,,,,,,,,,,,,,,
919,,,143,-121.3865,8.9449,,,,,,,,,,,,,,,
1000,,,,,,13,4,1,45319.0,0.8705,0.7964,4.4799,1.2444,72.7484,8.1285,72.7823,-4.1678,4.4918,12.9227,0.005
1018,,,99,-122.2248,9.718,,,,,,,,,,,,,,,
