env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-111.4966,103.2,,,,,,,,,,,,,,,,,,
53,,,53,-110.6271,7.186,,,,,,,,,,,,,,,
102,,,49,-119.749,25.3315,,,,,,,,,,,,,,,
176,,,74,-117.1488,25.159,,,,,,,,,,,,,,,
221,,,45,-121.704,25.1303,,,,,,,,,,,,,,,
369,,,148,-126.9818,25.2746,,,,,,,,,,,,,,,
414,,,45,-121.9635,26.9403,,,,,,,,,,,,,,,
461,,,47,-120.8835,27.3852,,,,,,,,,,,,,,,
500,,,,,,21,5,1,5038.4248,0.677,0.0019,0.2824,0.2843,0.1949,1.009,0.4613,-0.4588,11.2292,4.4446,0.0029
723,,,262,-128.7124,27.0564,,,,,,,,,,,,,,,
772,,,49,-122.9129,26.0733,,,,,,,,,,,,,,,
820,,,48,-116.173,23.5543,,,,,,,,,,,,,,,
886,,,66,-116.0957,25.1187,,,,,,,,,,,,,,,
937,,,51,-117.0656,25.8953,,,,,,,,,,,,,,,
1000,,,,,,34,10,2,2543.6646,0.5565,0.0002,0.2177,0.2179,0.3075,0.9065,0.3425,-0.421,4.9757,21.2264,0.0074
1005,,,68,-114.5645,25.2078,,,,,,,,,,,,,,,
1056,,,51,-116.9519,24.9677,,,,,,,,,,,,,,,
1113,,,57,-115.4579,24.6998,,,,,,,,,,,,,,,
1279,,,166,-119.5451,24.8439,,,,,,,,,,,,,,,
1364,,,85,-120.7754,24.9926,,,,,,,,,,,,,,,
1436,,,72,-118.0051,24.6406,,,,,,,,,,,,,,,
1500,,,,,,37,12,3,2170.2688,0.6123,0.0028,0.24,0.2428,-0.0164,1.081,0.3698,-0.4664,0.9395,8.5335,0.2064
1529,,,93,-121.7213,25.8867,,,,,,,,,,,,,,,
1599,,,70,-118.0283,25.3262,,,,,,,,,,,,,,,
1677,,,78,-115.9836,25.3996,,,,,,,,,,,,,,,
1724,,,47,-117.4186,25.8015,,,,,,,,,,,,,,,
1828,,,104,-124.4644,26.1019,,,,,,,,,,,,,,,
1971,,,143,-130.2717,24.8326,,,,,,,,,,,,,,,
2000,,,,,,37,11,2,1922.9429,0.6005,0.0038,0.2395,0.2433,0.3743,1.3705,0.3577,-0.4683,2.5906,32.724,0.1235
2010,,,39,-116.8552,27.2141,,,,,,,,,,,,,,,
2203,,,193,-122.534,27.0071,,,,,,,,,,,,,,,
2258,,,55,-119.1202,27.4485,,,,,,,,,,,,,,,
2306,,,48,-119.8274,27.4139,,,,,,,,,,,,,,,
2408,,,102,-122.8842,25.0902,,,,,,,,,,,,,,,
2500,,,,,,39,12,3,1922.5422,0.6334,0.0009,0.2623,0.2632,2.2961,1.1052,0.3703,-0.5122,4.581,38.1321,0.0445
2540,,,132,-129.9306,25.071,,,,,,,,,,,,,,,
2639,,,99,-122.3309,25.3312,,,,,,,,,,,,,,,
2734,,,95,-123.9467,26.1778,,,,,,,,,,,,,,,
2794,,,60,-114.9951,24.7614,,,,,,,,,,,,,,,
2842,,,48,-122.721,25.0628,,,,,,,,,,,,,,,
2883,,,41,-119.2195,25.5693,,,,,,,,,,,,,,,
2980,,,97,-123.522,24.5701,,,,,,,,,,,,,,,
3000,,,,,,44,11,4,1669.7853,0.6017,0.0022,0.2445,0.2468,3.9006,1.0053,0.355,-0.4661,1.1403,9.091,0.0823
3053,,,73,-119.0068,27.0695,,,,,,,,,,,,,,,
3169,,,116,-115.6998,25.9042,,,,,,,,,,,,,,,
3500,,,,,,45,15,4,1405.2555,0.528,0.0029,0.2003,0.2031,2.7415,1.273,0.325,-0.3989,1.8533,18.2982,0.143
