env_steps,return,length,success,train/return,train/length,train/success,bisim_critic_loss,bisim_loss,critic_loss,FPS
0,0.0,484.0,0.0,,,,,,,
10000,0.0,484.0,0.0,0.0109,500.0,0.05,-0.0,0.0016,0.0011,128.5828
20000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0,0.0001,0.0,588.935
30000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0002,0.0002,0.0,586.7637
40000,0.0,484.0,0.0,0.0064,500.0,0.05,-0.0002,0.0002,0.0,587.1141
50000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0001,0.0002,0.0,584.5479
60000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0001,0.0001,0.0,584.1193
70000,0.0,484.0,0.0,0.0,500.0,0.0,-0.0001,0.0001,0.0,583.1089
80000,0.0,484.0,0.0,0.0224,476.1905,0.0952,-0.0001,0.0001,0.0,581.7223
90000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0002,0.0001,0.0,582.7866
100000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0003,0.0,0.0,580.7061
110000,0.0,484.0,0.0,0.0,500.0,0.0,-0.0007,0.0,0.0,580.5918
120000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0008,0.0,0.0,580.0017
130000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.001,0.0,0.0,579.1636
140000,0.0,484.0,0.0,0.0324,476.1905,0.1429,-0.0012,0.0,0.0,573.9833
150000,0.0,484.0,0.0,0.0,500.0,0.0,-0.001,0.0,0.0,574.7807
160000,0.0,484.0,0.0,0.0282,476.1905,0.0952,-0.001,0.0,0.0,570.1777
170000,0.0,484.0,0.0,0.0153,476.1905,0.0476,-0.001,0.0,0.0,573.207
180000,0.0,484.0,0.0,0.0703,454.5455,0.1364,-0.0011,0.0,0.0,568.0321
190000,0.0,484.0,0.0,0.0269,454.5455,0.0455,-0.0011,0.0001,0.0,568.1302
200000,0.0,484.0,0.0,0.0507,476.1905,0.1429,-0.0006,0.0001,0.0,563.5845
210000,0.0,484.0,0.0,0.0117,476.1905,0.0476,-0.0011,0.0,0.0,568.2842
220000,0.0,484.0,0.0,0.0,476.1905,0.0,-0.0013,0.0,0.0,565.7794
230000,0.0,484.0,0.0,0.0602,476.1905,0.0952,-0.0012,0.0,0.0001,566.9101
240000,0.0,484.0,0.0,0.0124,476.1905,0.0476,-0.0016,0.0,0.0001,566.1987
250000,0.0,484.0,0.0,0.033,454.5455,0.0455,-0.0014,0.0,0.0001,563.583
