env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,176.8021,36.1,,,,,,,,,,,,,
33,,,33,162.4077,4.1795,,,,,,,,,,
65,,,32,143.5783,76.5282,,,,,,,,,,
80,,,15,71.6446,76.7784,,,,,,,,,,
95,,,15,71.4902,76.9769,,,,,,,,,,
110,,,15,71.6072,76.2019,,,,,,,,,,
126,,,16,76.3903,76.7581,,,,,,,,,,
142,,,16,76.2122,76.9934,,,,,,,,,,
158,,,16,76.1164,77.0169,,,,,,,,,,
174,,,16,76.37,76.7738,,,,,,,,,,
189,,,15,71.559,76.7064,,,,,,,,,,
205,,,16,76.3934,77.1052,,,,,,,,,,
220,,,15,71.2128,77.0281,,,,,,,,,,
234,,,14,66.7558,76.4918,,,,,,,,,,
247,,,13,62.0605,77.0638,,,,,,,,,,
262,,,15,71.663,77.1118,,,,,,,,,,
276,,,14,66.6346,77.6998,,,,,,,,,,
290,,,14,67.0203,77.3562,,,,,,,,,,
305,,,15,71.696,77.5063,,,,,,,,,,
320,,,15,71.2792,77.2701,,,,,,,,,,
335,,,15,71.8752,76.9995,,,,,,,,,,
351,,,16,76.5397,77.2204,,,,,,,,,,
368,,,17,81.6768,77.3742,,,,,,,,,,
384,,,16,76.8348,77.5602,,,,,,,,,,
401,,,17,81.1911,77.0036,,,,,,,,,,
420,,,19,93.8671,77.1799,,,,,,,,,,
436,,,16,76.5317,77.5689,,,,,,,,,,
457,,,21,102.9586,77.0676,,,,,,,,,,
473,,,16,76.6035,77.0579,,,,,,,,,,
489,,,16,76.4209,76.963,,,,,,,,,,
500,,,,,,1.5751,0.5715,0.1845,-16.022,8.3084,0.762,-0.3591,1.2886,10.6375,0.4374
506,,,17,81.8275,77.2955,,,,,,,,,,
523,,,17,82.0931,77.8047,,,,,,,,,,
554,,,31,152.0934,77.3593,,,,,,,,,,
579,,,25,117.8316,76.2868,,,,,,,,,,
596,,,17,81.5084,77.2721,,,,,,,,,,
627,,,31,145.7623,78.9041,,,,,,,,,,
665,,,38,190.032,79.6159,,,,,,,,,,
696,,,31,146.001,77.7538,,,,,,,,,,
715,,,19,92.4024,77.1343,,,,,,,,,,
731,,,16,76.4544,75.8351,,,,,,,,,,
750,,,19,93.1426,77.8005,,,,,,,,,,
768,,,18,87.1508,77.7516,,,,,,,,,,
786,,,18,86.7947,77.6647,,,,,,,,,,
804,,,18,88.4122,77.1776,,,,,,,,,,
822,,,18,87.7815,77.4379,,,,,,,,,,
841,,,19,90.986,77.9012,,,,,,,,,,
866,,,25,113.1397,77.4408,,,,,,,,,,
882,,,16,76.4062,77.4456,,,,,,,,,,
899,,,17,81.6094,77.2126,,,,,,,,,,
915,,,16,75.9988,77.5551,,,,,,,,,,
932,,,17,82.0103,77.2096,,,,,,,,,,
948,,,16,76.3059,77.5908,,,,,,,,,,
964,,,16,76.4399,77.4819,,,,,,,,,,
982,,,18,87.2012,77.7465,,,,,,,,,,
998,,,16,76.6248,77.5975,,,,,,,,,,
1000,,,,,,1.3396,0.5675,0.1593,-27.4609,4.8513,0.4424,-0.2848,1.9584,27.3015,0.4032
1014,,,16,76.488,76.87,,,,,,,,,,
1030,,,16,76.435,77.0207,,,,,,,,,,
1046,,,16,76.1207,76.9215,,,,,,,,,,
1075,,,29,143.8303,77.1602,,,,,,,,,,
1093,,,18,86.7949,77.5103,,,,,,,,,,
1115,,,22,110.6364,77.0696,,,,,,,,,,
1132,,,17,81.8922,77.3258,,,,,,,,,,
1148,,,16,76.4016,77.5568,,,,,,,,,,
1164,,,16,76.4409,77.8739,,,,,,,,,,
1180,,,16,76.6845,77.124,,,,,,,,,,
1200,,,20,97.9207,77.9949,,,,,,,,,,
1219,,,19,94.4694,77.464,,,,,,,,,,
1235,,,16,76.5796,77.1543,,,,,,,,,,
1265,,,30,150.6088,77.0435,,,,,,,,,,
1282,,,17,81.6436,77.5642,,,,,,,,,,
1298,,,16,76.4344,77.223,,,,,,,,,,
1316,,,18,86.6525,77.1702,,,,,,,,,,
1335,,,19,94.7015,77.0273,,,,,,,,,,
1353,,,18,89.8408,77.2696,,,,,,,,,,
1374,,,21,104.5722,77.7264,,,,,,,,,,
1390,,,16,76.7484,76.836,,,,,,,,,,
1428,,,38,182.9549,77.0305,,,,,,,,,,
1453,,,25,125.5827,77.3044,,,,,,,,,,
1488,,,35,174.3393,77.2338,,,,,,,,,,
1500,,,,,,1.3318,0.5647,0.2436,-37.6663,5.2651,0.3493,-0.4409,4.9065,35.7474,0.4401
1528,,,40,200.3186,77.1771,,,,,,,,,,
1544,,,16,76.2609,77.5015,,,,,,,,,,
1561,,,17,82.1089,77.6665,,,,,,,,,,
1580,,,19,94.7805,77.4078,,,,,,,,,,
1609,,,29,144.6074,76.9644,,,,,,,,,,
1626,,,17,81.671,77.4026,,,,,,,,,,
1642,,,16,76.3891,77.3257,,,,,,,,,,
1658,,,16,76.4618,77.3132,,,,,,,,,,
1677,,,19,91.9378,77.5668,,,,,,,,,,
1694,,,17,81.4882,77.7597,,,,,,,,,,
1722,,,28,139.1626,77.1383,,,,,,,,,,
1770,,,48,230.8907,76.8188,,,,,,,,,,
1793,,,23,117.2199,77.5838,,,,,,,,,,
1812,,,19,92.1854,76.8083,,,,,,,,,,
1829,,,17,81.2735,77.6346,,,,,,,,,,
1846,,,17,81.2738,77.7003,,,,,,,,,,
1870,,,24,118.3567,77.6059,,,,,,,,,,
1918,,,48,221.0713,77.598,,,,,,,,,,
1954,,,36,180.1546,77.4563,,,,,,,,,,
1980,,,26,131.7869,77.3699,,,,,,,,,,
2000,,,,,,1.2854,0.5702,0.2518,-49.509,6.5151,0.2824,-0.4261,3.8898,19.2127,0.4489
2010,,,30,147.2153,77.3115,,,,,,,,,,
