env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
70000,,,,,,,,,,,,1000,2921.277,81.7145
70500,,,1.6057,0.8393,0.1711,-205.8352,8.3396,0.4931,3.6746,63.7707,1.4343,,,
71000,,,1.5621,0.8252,0.1669,-210.3519,7.4408,0.4534,3.8706,150.189,1.9742,,,
71000,,,,,,,,,,,,1000,3138.1713,100.7895
71500,,,1.628,0.8429,0.1749,-208.5054,7.7506,0.5119,4.3024,75.3564,1.7986,,,
72000,,,1.5912,0.8381,0.17,-215.3896,8.6771,0.4676,4.4625,33.5034,1.7531,,,
72000,,,,,,,,,,,,1000,3116.2366,100.9314
72500,,,1.6095,0.8354,0.1723,-211.5514,7.1643,0.5025,3.5458,29.8527,1.4948,,,
73000,,,1.5983,0.8345,0.169,-214.0311,7.6887,0.4811,3.6876,114.3461,2.7236,,,
73000,,,,,,,,,,,,1000,3223.7228,100.524
73500,,,1.5768,0.8333,0.1671,-211.6131,7.9643,0.4714,3.2396,48.4578,2.9508,,,
74000,,,1.5904,0.8406,0.169,-215.3773,7.5177,0.4768,3.4036,61.7292,2.386,,,
74000,,,,,,,,,,,,1000,3231.3477,99.834
74500,,,1.6289,0.8405,0.1731,-215.7325,9.7841,0.5187,3.9134,39.5253,2.5381,,,
75000,,,1.6245,0.8442,0.1725,-217.7191,7.5024,0.508,3.6457,78.2789,2.5724,,,
75000,3833.7487,1000.0,,,,,,,,,,,,
75000,,,,,,,,,,,,1000,3276.0069,81.7859
75500,,,1.6355,0.8516,0.1725,-219.9384,10.9208,0.5246,3.9961,115.6986,2.5636,,,
76000,,,1.614,0.8519,0.1708,-221.361,7.809,0.4975,3.5835,112.0249,2.3096,,,
76000,,,,,,,,,,,,1000,3436.1227,99.358
76500,,,1.6845,0.8548,0.1774,-224.6496,7.9227,0.5832,3.8167,29.6053,1.9368,,,
77000,,,1.6195,0.8457,0.1721,-227.9056,10.0981,0.4861,5.2222,102.2652,3.2094,,,
77000,,,,,,,,,,,,1000,1115.6088,99.7076
77500,,,1.5982,0.8519,0.1691,-222.992,7.4839,0.4685,4.4026,68.3026,3.6941,,,
78000,,,1.5999,0.8477,0.1711,-224.239,8.2634,0.4779,4.2748,169.1425,2.4409,,,
78000,,,,,,,,,,,,1000,3242.6555,99.8695
78500,,,1.6344,0.8481,0.1732,-228.0643,7.9848,0.5147,4.2304,65.8535,1.7123,,,
79000,,,1.6175,0.8479,0.1712,-229.6136,8.1735,0.4987,4.1686,37.0299,2.3437,,,
79000,,,,,,,,,,,,1000,3455.6077,99.3804
79500,,,1.6395,0.8476,0.1742,-227.7306,8.1827,0.5342,4.7448,67.2186,2.2603,,,
80000,,,1.6427,0.8503,0.1765,-234.8916,7.2656,0.5142,5.119,141.6514,2.7316,,,
80000,4072.4467,1000.0,,,,,,,,,,,,
80000,,,,,,,,,,,,1000,3366.1991,81.4909
80500,,,1.6159,0.8446,0.1714,-238.3419,8.7331,0.4976,5.1899,111.2689,2.3311,,,
81000,,,1.6382,0.8449,0.1747,-232.8436,7.6076,0.531,4.1384,51.8339,2.6894,,,
81000,,,,,,,,,,,,1000,3625.0081,101.7076
81500,,,1.6453,0.8619,0.1753,-243.0473,8.7419,0.4967,4.1705,103.2436,2.8325,,,
82000,,,1.6705,0.8583,0.1778,-235.2828,7.8456,0.5613,4.9605,69.2282,2.3677,,,
82000,,,,,,,,,,,,1000,3592.5941,102.6148
82500,,,1.6604,0.8457,0.1748,-236.5376,12.3771,0.5592,4.7262,91.1758,2.7441,,,
83000,,,1.6754,0.8507,0.1778,-245.9081,7.9581,0.5654,5.2632,143.8028,2.202,,,
83000,,,,,,,,,,,,1000,3582.1356,99.5377
83500,,,1.6748,0.8481,0.1779,-247.2478,8.415,0.5733,4.2588,40.0163,4.1394,,,
84000,,,1.6697,0.8517,0.1773,-246.1399,10.1871,0.5672,4.2551,108.7507,1.8809,,,
84000,,,,,,,,,,,,1000,3624.4936,99.4716
84500,,,1.6703,0.8529,0.1777,-243.9454,9.681,0.5541,4.0735,82.1311,2.3437,,,
85000,,,1.6751,0.8596,0.1786,-245.1013,8.3032,0.5554,4.5014,37.499,2.2029,,,
85000,3899.4738,1000.0,,,,,,,,,,,,
85000,,,,,,,,,,,,1000,3783.0055,83.0226
85500,,,1.6801,0.857,0.1786,-253.5837,11.4295,0.5693,4.5351,41.8687,2.6469,,,
86000,,,1.7029,0.8645,0.183,-251.2697,11.1924,0.5836,5.0621,80.4714,2.404,,,
86000,,,,,,,,,,,,1000,3835.4169,99.2481
86500,,,1.6602,0.8576,0.1766,-260.0976,8.3274,0.5377,5.0704,97.3252,2.7238,,,
87000,,,1.6398,0.8541,0.173,-254.1628,8.3737,0.5221,5.7218,86.6101,2.5457,,,
87000,,,,,,,,,,,,1000,3737.7145,99.3968
87500,,,1.7049,0.8678,0.1817,-258.0406,8.4751,0.5854,5.0759,91.1982,1.9275,,,
88000,,,1.6592,0.8517,0.1768,-259.9178,7.7576,0.5512,5.5579,120.104,4.016,,,
88000,,,,,,,,,,,,1000,3918.6037,101.0858
88500,,,1.7039,0.8649,0.1814,-263.4228,10.2846,0.591,5.2459,52.4078,3.3422,,,
89000,,,1.6916,0.8551,0.1804,-261.8711,9.7815,0.5924,4.96,98.2074,3.1103,,,
89000,,,,,,,,,,,,1000,3828.3309,99.7887
89500,,,1.7024,0.8697,0.1818,-265.8419,10.9235,0.5831,4.1528,25.5786,2.6403,,,
90000,,,1.703,0.8582,0.1805,-267.0254,11.3519,0.6091,4.6505,45.8582,2.2918,,,
90000,4215.062,1000.0,,,,,,,,,,,,
90000,,,,,,,,,,,,1000,3997.359,83.1998
90500,,,1.6827,0.8709,0.1781,-268.4633,9.5341,0.554,6.817,88.4849,2.0063,,,
91000,,,1.6881,0.8714,0.1787,-264.9488,7.9639,0.5469,4.3674,57.5462,3.9595,,,
91000,,,,,,,,,,,,1000,3424.0073,99.2722
91500,,,1.6804,0.8781,0.1801,-269.844,8.5134,0.5424,5.5863,53.6862,2.9488,,,
92000,,,1.7019,0.8651,0.181,-269.994,12.0431,0.5809,4.3479,155.2272,3.2421,,,
92000,,,,,,,,,,,,1000,4097.307,99.4535
92500,,,1.679,0.8634,0.1776,-274.4061,9.1675,0.5621,5.6531,183.9379,2.7698,,,
93000,,,1.7032,0.8673,0.1812,-274.2878,9.139,0.5898,7.4159,172.7902,2.2254,,,
93000,,,,,,,,,,,,1000,4024.9984,99.5623
93500,,,1.6485,0.8785,0.1748,-277.825,12.0721,0.4957,7.0018,199.4894,1.9471,,,
94000,,,1.6913,0.8715,0.1803,-278.9253,12.2697,0.5728,4.6647,50.2571,3.2059,,,
94000,,,,,,,,,,,,1000,4129.4409,99.4369
94500,,,1.6637,0.8615,0.1773,-285.0679,8.0504,0.5469,4.9631,52.1139,2.2228,,,
95000,,,1.662,0.8649,0.1776,-287.0209,8.9542,0.5445,5.1344,33.0639,3.8765,,,
95000,4296.4915,1000.0,,,,,,,,,,,,
95000,,,,,,,,,,,,1000,4281.7372,82.3866
95500,,,1.6723,0.863,0.1784,-287.593,15.5977,0.5652,15.1187,163.8942,2.4122,,,
96000,,,1.6639,0.8733,0.1762,-287.7812,7.4079,0.5398,8.1448,105.8681,2.4479,,,
96000,,,,,,,,,,,,1000,3095.7094,101.0155
96500,,,1.7359,0.8692,0.1832,-287.864,7.677,0.634,5.0679,39.0969,2.154,,,
97000,,,1.7071,0.8844,0.1796,-296.0705,15.5411,0.5791,6.3389,114.3299,1.5378,,,
97000,,,,,,,,,,,,1000,4328.1491,99.4607
