env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
45000,,,1.11,0.7677,0.1106,-96.3963,8.8319,0.3465,4.7351,44.6983,2.2202,,,
45000,2441.6087,1000.0,,,,,,,,,,,,
45000,,,,,,,,,,,,1000,643.7114,79.6889
45500,,,1.1047,0.7649,0.1105,-97.0265,8.0881,0.3372,4.3313,39.4759,1.847,,,
46000,,,1.1033,0.7695,0.1093,-97.36,14.1069,0.338,4.8202,24.2117,2.2095,,,
46000,,,,,,,,,,,,1000,721.1073,96.2212
46500,,,1.1045,0.7673,0.1107,-102.9889,7.3442,0.3233,3.6225,23.7421,1.3252,,,
47000,,,1.0777,0.7596,0.108,-100.2339,7.5382,0.3057,4.718,51.1787,1.7309,,,
47000,,,,,,,,,,,,1000,573.5283,94.1583
47500,,,1.1035,0.7653,0.1097,-99.0645,10.1595,0.3368,4.0749,26.3167,1.9678,,,
48000,,,1.125,0.7727,0.1126,-101.1442,9.902,0.3529,4.3322,24.2854,2.4756,,,
48000,,,,,,,,,,,,1000,992.3096,92.9187
48500,,,1.1103,0.7651,0.1099,-105.2481,8.8681,0.3481,4.196,34.6168,2.1617,,,
49000,,,1.0818,0.7693,0.1064,-104.5921,6.9468,0.305,3.4204,40.2792,1.8142,,,
49000,,,,,,,,,,,,1000,771.2856,96.72
49500,,,1.0924,0.7816,0.1082,-108.0406,9.699,0.3039,3.9248,34.351,1.5873,,,
50000,,,1.0902,0.769,0.1077,-108.018,7.4148,0.3119,3.9192,46.0062,1.403,,,
50000,2564.0812,1000.0,,,,,,,,,,,,
50000,,,,,,,,,,,,1000,1719.3744,77.6712
50500,,,1.0963,0.7689,0.1086,-112.4645,9.0317,0.3257,4.0805,46.2428,2.4384,,,
51000,,,1.0945,0.7765,0.1085,-111.7135,9.4555,0.3263,4.5279,58.1776,1.9588,,,
51000,,,,,,,,,,,,1000,1035.6027,92.7388
51500,,,1.0827,0.7704,0.1077,-113.8191,7.17,0.31,4.1292,22.0417,1.1732,,,
52000,,,1.0907,0.7755,0.1079,-111.5112,7.8701,0.3219,4.2902,29.249,2.2341,,,
52000,,,,,,,,,,,,1000,1660.2068,92.9752
52500,,,1.0957,0.7735,0.1084,-114.2603,7.6464,0.3232,5.1056,52.0548,2.1292,,,
53000,,,1.0852,0.7692,0.1075,-116.0307,7.3096,0.3148,4.6734,39.9189,1.3838,,,
53000,,,,,,,,,,,,1000,748.9584,92.7583
53500,,,1.1049,0.7739,0.1107,-117.8904,12.8935,0.3201,6.4951,48.903,2.0263,,,
54000,,,1.0649,0.7646,0.1046,-120.0027,8.0438,0.2909,4.0049,25.8894,1.2441,,,
54000,,,,,,,,,,,,1000,1773.7815,95.3432
54500,,,1.0977,0.7816,0.1074,-117.9683,10.1763,0.3182,3.781,30.3712,2.2033,,,
55000,,,1.073,0.7771,0.1058,-119.482,8.8555,0.2981,3.9818,20.0123,1.9649,,,
55000,2700.9703,1000.0,,,,,,,,,,,,
55000,,,,,,,,,,,,1000,824.6947,78.0805
55500,,,1.1047,0.7747,0.1096,-124.2774,10.6775,0.3271,4.3214,23.796,2.1991,,,
56000,,,1.1323,0.7811,0.1138,-123.3152,10.6047,0.3507,6.5183,26.8756,2.0862,,,
56000,,,,,,,,,,,,1000,1824.1823,92.8928
56500,,,1.1013,0.7826,0.1084,-124.9716,8.408,0.3203,4.3965,30.5862,1.3022,,,
57000,,,1.093,0.7867,0.1074,-126.2979,7.5596,0.3022,5.1608,24.8366,1.4413,,,
57000,,,,,,,,,,,,1000,1905.4412,94.0676
57500,,,1.1049,0.7808,0.11,-126.1813,9.2431,0.3291,3.6313,42.0186,2.0908,,,
58000,,,1.0979,0.7772,0.1082,-127.2681,8.1307,0.3271,3.8632,21.7309,2.6868,,,
58000,,,,,,,,,,,,1000,784.726,93.5724
58500,,,1.0723,0.7823,0.1053,-126.73,7.9947,0.2914,5.6502,28.6244,1.8634,,,
59000,,,1.0794,0.7822,0.1065,-130.0775,6.2848,0.2889,4.1292,33.7862,1.703,,,
59000,,,,,,,,,,,,1000,2083.4788,92.7083
59500,,,1.1036,0.7958,0.1095,-134.5229,8.8557,0.3008,3.2253,19.6205,3.0714,,,
