env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
54000,,,,,,,,,,,,,1000,3036.2687,86.1711
54500,,,0.4137,0.8485,0.1641,-221.624,4.9238,0.0687,-0.3084,4.6258,272.9537,2.6744,,,
55000,,,0.4073,0.8545,0.1543,-227.6995,6.2498,0.0707,-0.2948,3.0492,106.4981,3.5698,,,
55000,4321.6996,1000.0,,,,,,,,,,,,,
55000,,,,,,,,,,,,,1000,3033.7382,74.5735
55500,,,0.4125,0.8434,0.1481,-221.4636,4.2394,0.0766,-0.2963,3.2719,165.897,1.9445,,,
56000,,,0.4191,0.8486,0.1547,-225.1613,5.9849,0.0765,-0.2981,5.522,164.5218,3.1647,,,
56000,,,,,,,,,,,,,1000,2968.1178,86.4282
56500,,,0.4165,0.8429,0.1576,-223.7697,5.0499,0.0734,-0.3082,3.1895,81.6103,2.1395,,,
57000,,,0.4004,0.8608,0.1452,-229.8132,7.486,0.0715,-0.2883,3.044,210.587,2.3789,,,
57000,,,,,,,,,,,,,1000,3186.1281,82.6412
57500,,,0.4104,0.8573,0.1666,-234.5513,10.1656,0.0654,-0.3171,3.3769,197.4297,7.925,,,
58000,,,0.4013,0.8538,0.1426,-234.8692,6.5545,0.0732,-0.2831,3.9839,195.0923,3.0818,,,
58000,,,,,,,,,,,,,1000,3101.7377,86.1481
58500,,,0.4036,0.8566,0.1454,-239.8132,5.272,0.073,-0.2876,3.3062,130.5935,3.8255,,,
59000,,,0.4101,0.864,0.143,-233.8756,5.2273,0.0778,-0.2828,3.2256,85.7965,2.1325,,,
59000,,,,,,,,,,,,,1000,3201.1009,82.9523
59500,,,0.4035,0.86,0.15,-240.9229,6.0478,0.0707,-0.2915,3.2457,87.8123,2.8008,,,
60000,,,0.3986,0.871,0.1575,-242.2521,6.2633,0.064,-0.303,3.4725,353.66,3.623,,,
60000,4519.3423,1000.0,,,,,,,,,,,,,
60000,,,,,,,,,,,,,1000,3245.7662,75.0364
60500,,,0.3933,0.8589,0.137,-241.5939,6.0092,0.0718,-0.2815,3.2316,211.1166,4.1214,,,
61000,,,0.3858,0.8573,0.1368,-243.5591,5.6847,0.0679,-0.2791,3.397,124.6009,3.4371,,,
61000,,,,,,,,,,,,,1000,3539.5152,86.5808
61500,,,0.3938,0.8631,0.1507,-249.1045,5.9634,0.0655,-0.2904,3.597,170.0411,4.6935,,,
62000,,,0.3873,0.8614,0.136,-252.266,5.975,0.069,-0.2743,2.8924,117.8217,2.2168,,,
62000,,,,,,,,,,,,,1000,3304.137,82.636
62500,,,0.4027,0.8741,0.1483,-242.8657,4.4906,0.0711,-0.2988,4.6669,278.8138,2.4499,,,
63000,,,0.3952,0.8556,0.1402,-246.8624,4.4666,0.071,-0.2843,5.7316,278.9519,2.1609,,,
