env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,fkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
401565,,,75,266.9855,39.2844,,,,,,,,,,,,
402000,,,,,,50,50,22,53.131,81.777,38.5687,-44.1823,-222.057,271.9379,16.8067,712.7911,4.5246
402500,,,,,,50,50,20,53.5254,79.3115,34.7239,-44.1823,-236.0143,336.9102,25.6735,1285.5808,5.1858
402565,,,1000,3900.542,39.1791,,,,,,,,,,,,
403000,,,,,,50,50,21,55.1342,82.8971,34.6425,-44.1823,-225.1499,502.1931,11.0115,348.366,4.3484
403214,,,649,2357.4391,38.3304,,,,,,,,,,,,
403500,,,,,,50,50,21,58.5979,80.0172,34.8547,-44.1823,-230.9034,409.0062,14.3208,536.5357,4.2186
404000,,,,,,50,50,21,51.8631,80.1917,34.3823,-44.1823,-221.6252,414.6471,20.367,466.9328,4.3545
404214,,,1000,2196.6309,38.3813,,,,,,,,,,,,
404500,,,,,,50,50,23,56.0454,81.9937,38.6924,-44.1823,-235.4771,287.9207,13.0983,446.2125,4.3419
405000,,,,,,50,50,22,53.7522,79.9702,37.5519,-44.1823,-229.0816,295.7859,11.664,364.2145,4.9176
405000,1947.1325,519.4,,,,,,,,,,,,,,,
405214,,,1000,3679.4615,31.6265,,,,,,,,,,,,
405321,,,107,386.9716,39.2324,,,,,,,,,,,,
405492,,,171,641.962,39.166,,,,,,,,,,,,
405500,,,,,,50,50,21,56.0389,80.4647,35.6704,-44.1823,-232.9727,379.9499,17.253,947.8558,4.3895
405627,,,135,452.8156,39.1534,,,,,,,,,,,,
405730,,,103,348.0539,39.1089,,,,,,,,,,,,
406000,,,,,,50,50,21,57.7654,80.2055,36.1834,-44.1823,-236.8601,351.938,14.1205,482.7242,3.7167
406500,,,,,,50,50,21,54.4884,80.6065,35.3997,-44.1823,-234.6413,417.6217,17.442,941.7375,3.799
406730,,,1000,3978.8696,35.2219,,,,,,,,,,,,
406844,,,114,354.8706,39.073,,,,,,,,,,,,
407000,,,,,,50,50,22,55.9583,81.0641,38.0717,-44.1823,-238.2567,364.9146,24.4711,794.7946,3.6119
407345,,,501,1881.4899,39.0973,,,,,,,,,,,,
407500,,,,,,50,50,22,53.198,79.655,35.8251,-44.1823,-233.8686,310.066,15.9795,480.3161,5.4313
408000,,,,,,50,50,22,49.6686,80.7157,37.6076,-44.1823,-223.9451,329.7376,14.3731,650.3657,4.7871
408345,,,1000,1249.5422,39.1293,,,,,,,,,,,,
408500,,,,,,50,50,22,53.1265,83.1286,35.9397,-44.1823,-229.0665,411.757,10.4776,186.234,4.516
409000,,,,,,50,50,23,53.4979,79.3822,35.256,-44.1823,-225.1413,455.5627,33.7384,351.6805,5.8428
409345,,,1000,613.8096,39.1694,,,,,,,,,,,,
409500,,,,,,50,50,21,55.287,81.1243,35.9397,-44.1823,-233.9169,453.3751,39.7325,1868.6453,5.3784
410000,,,,,,50,50,23,56.3823,82.1037,38.3133,-44.1823,-235.145,302.1048,16.7927,602.6897,4.6307
410000,3250.4122,858.6,,,,,,,,,,,,,,,
410345,,,1000,3754.5052,27.9479,,,,,,,,,,,,
410500,,,,,,50,50,23,54.3447,78.0936,34.187,-44.1823,-223.4429,444.5125,17.3223,415.6404,4.4995
410548,,,203,745.6985,39.1268,,,,,,,,,,,,
411000,,,,,,50,50,22,53.6551,79.6107,34.9378,-44.1823,-238.979,370.3672,12.4892,595.3297,3.7217
411500,,,,,,50,50,22,56.1528,78.869,35.2884,-44.1823,-234.8859,340.0266,16.7248,507.798,3.8171
411548,,,1000,3928.9797,39.2411,,,,,,,,,,,,
411841,,,293,1098.9533,39.1198,,,,,,,,,,,,
412000,,,,,,50,50,23,51.5834,81.078,35.2735,-44.1823,-218.6606,417.5652,12.702,465.6353,3.8936
412500,,,,,,50,50,21,52.2652,79.3633,34.8482,-44.1823,-229.1686,352.3204,11.5825,403.5788,5.3931
412841,,,1000,3686.6596,39.1393,,,,,,,,,,,,
413000,,,,,,50,50,23,54.0971,80.5828,34.2542,-44.1823,-230.3178,351.6174,13.2284,583.4675,4.3
413071,,,230,714.6831,39.1222,,,,,,,,,,,,
413500,,,,,,50,50,22,50.8551,80.8007,36.3678,-44.1823,-230.537,453.1735,12.568,436.3828,3.4604
414000,,,,,,50,50,22,54.7075,77.2555,30.7491,-44.1823,-232.7325,404.4224,13.7262,508.9272,4.0242
414071,,,1000,3949.4046,39.1151,,,,,,,,,,,,
414123,,,52,136.6772,39.3466,,,,,,,,,,,,
414500,,,,,,50,50,22,53.6844,81.5054,37.3879,-44.1823,-238.6476,375.3849,13.6484,492.6491,4.1804
414822,,,699,2703.7406,39.2602,,,,,,,,,,,,
415000,,,,,,50,50,24,53.1171,81.7054,38.581,-44.1823,-224.2429,339.3792,13.7242,679.5862,5.2056
415000,1195.9041,327.3,,,,,,,,,,,,,,,
415222,,,400,1490.0162,28.5438,,,,,,,,,,,,
415500,,,,,,50,50,22,54.1812,79.0566,34.2097,-44.1823,-234.549,441.7589,18.8165,1009.2231,3.81
416000,,,,,,50,50,22,55.817,79.8375,34.4708,-44.1823,-227.091,371.7213,13.5328,578.539,5.7351
416222,,,1000,-39.1603,31.2496,,,,,,,,,,,,
416500,,,,,,50,50,23,51.9662,84.1329,41.1736,-44.1823,-230.5889,378.1425,15.0572,661.5513,3.3191
417000,,,,,,50,50,22,60.1994,79.6599,35.7715,-44.1823,-242.3177,365.625,15.4816,647.234,4.4307
417222,,,1000,3794.8857,39.1718,,,,,,,,,,,,
417500,,,,,,50,50,23,54.7044,81.062,35.4451,-44.1823,-225.2451,407.1565,18.903,905.0459,3.7969
418000,,,,,,50,50,22,58.2498,80.8239,35.2228,-44.1823,-228.8705,373.791,16.0064,428.167,4.6241
418222,,,1000,3773.1934,27.9108,,,,,,,,,,,,
418500,,,,,,50,50,22,56.6791,78.3449,35.3616,-44.1823,-238.255,330.0705,11.5339,320.4488,6.685
419000,,,,,,50,50,22,54.8774,78.9008,35.4395,-44.1823,-235.3902,285.3746,16.5769,621.75,6.1451
419222,,,1000,3938.3669,39.2742,,,,,,,,,,,,
419407,,,185,685.37,39.7503,,,,,,,,,,,,
419500,,,,,,50,50,23,52.6813,78.9682,35.6936,-44.1823,-223.6937,336.4647,15.1236,655.6271,4.1844
419636,,,229,852.1668,39.5922,,,,,,,,,,,,
419737,,,101,327.8412,39.7009,,,,,,,,,,,,
420000,,,,,,50,50,22,53.8061,79.2676,35.494,-44.1823,-233.409,420.9895,9.3249,281.5548,6.5403
420000,2305.8404,721.0,,,,,,,,,,,,,,,
420500,,,,,,50,50,22,55.9161,81.2456,35.6561,-44.1823,-234.6248,493.7587,15.2996,685.1406,4.3468
420737,,,1000,3976.1161,25.5727,,,,,,,,,,,,
421000,,,,,,50,50,23,53.9833,79.2108,36.1565,-44.1823,-235.6394,277.5596,11.5546,522.0054,6.8138
421005,,,268,956.8499,27.5536,,,,,,,,,,,,
421500,,,,,,50,50,23,45.8231,80.2879,35.8909,-44.1823,-224.5316,335.9514,52.1185,1257.5215,4.3567
422000,,,,,,50,50,22,55.1135,80.9994,36.0437,-44.1823,-230.0943,375.544,14.4139,504.6862,3.91
422005,,,1000,3537.0842,30.0874,,,,,,,,,,,,
422465,,,460,1727.585,39.205,,,,,,,,,,,,
422500,,,,,,50,50,23,52.9375,79.2177,35.1617,-44.1823,-229.1788,300.315,20.1799,969.4786,4.7507
423000,,,,,,50,50,22,54.4348,80.6306,34.5227,-44.1823,-241.7707,525.3259,12.8499,613.83,4.8315
423465,,,1000,4024.9696,39.5036,,,,,,,,,,,,
423500,,,,,,50,50,23,51.2061,79.2013,35.8963,-44.1823,-224.3532,415.2759,11.4891,326.7312,4.4755
424000,,,,,,50,50,23,58.4177,79.372,34.7659,-44.1823,-237.304,368.0363,15.2172,553.5097,3.9751
424021,,,556,2125.1272,39.3488,,,,,,,,,,,,
424500,,,,,,50,50,22,50.1835,81.4872,35.4562,-44.1823,-240.0316,415.2957,24.8963,909.6626,4.0341
425000,,,,,,50,50,23,52.5702,80.7409,36.8483,-44.1823,-241.259,329.7145,22.66,1173.5225,4.2306
425000,1838.8135,475.6,,,,,,,,,,,,,,,
425021,,,1000,3838.7704,32.391,,,,,,,,,,,,
425280,,,259,1037.9058,38.9199,,,,,,,,,,,,
425500,,,,,,50,50,22,57.8209,79.6931,36.7822,-44.1823,-246.3908,304.3369,10.7999,282.336,4.0461
426000,,,,,,50,50,22,59.7222,76.7607,34.9848,-44.1823,-251.1114,312.7722,23.5808,1253.9011,5.2528
426280,,,1000,3223.0277,39.1333,,,,,,,,,,,,
426500,,,,,,50,50,23,50.4548,79.4703,35.1388,-44.1823,-245.0141,352.0403,16.4025,764.6966,3.7497
427000,,,,,,50,50,23,55.0504,79.9817,33.3818,-44.1823,-238.4681,471.9069,10.6399,320.6458,3.7336
427280,,,1000,3416.1783,39.36,,,,,,,,,,,,
427432,,,152,572.8911,39.0038,,,,,,,,,,,,
427500,,,,,,50,50,22,51.9242,80.9424,37.6312,-44.1823,-235.9708,343.576,15.0855,328.4636,4.3865
428000,,,,,,50,50,23,54.0819,79.6034,34.2807,-44.1823,-237.6778,417.7254,17.209,542.7213,3.9088
428141,,,709,2551.7922,39.1977,,,,,,,,,,,,
428273,,,132,480.3514,39.2878,,,,,,,,,,,,
428357,,,84,252.5814,38.6196,,,,,,,,,,,,
428500,,,,,,50,50,23,51.8185,79.3921,35.9756,-44.1823,-235.7959,299.9777,9.3105,254.0178,4.8081
429000,,,,,,50,50,23,52.3607,77.1678,34.0531,-44.1823,-240.8436,299.3136,43.4451,480.3814,4.0616
429013,,,656,2492.534,38.9678,,,,,,,,,,,,
429378,,,365,1449.9844,39.4334,,,,,,,,,,,,
429428,,,50,147.3707,39.4576,,,,,,,,,,,,
429500,,,,,,50,50,22,53.3552,81.4001,37.75,-44.1823,-237.0045,375.9391,12.6473,557.783,4.3135
430000,,,,,,50,50,23,51.9333,81.0756,36.3428,-44.1823,-242.3603,339.7093,25.2486,1055.219,4.8602
430000,806.4175,354.6,,,,,,,,,,,,,,,
430428,,,1000,3541.0517,33.7447,,,,,,,,,,,,
430500,,,,,,50,50,23,50.7632,80.248,37.6032,-44.1823,-246.7871,301.317,19.1604,563.9607,4.8125
431000,,,,,,50,50,23,51.7677,81.8079,36.8851,-44.1823,-247.5467,387.7664,15.0525,615.2073,4.7217
431024,,,596,2195.2523,38.9783,,,,,,,,,,,,
431500,,,,,,50,50,23,53.4478,80.3285,34.8067,-44.1823,-244.5463,455.4941,18.073,436.5024,4.2577
432000,,,,,,50,50,23,52.1627,80.1142,35.8699,-44.1823,-244.4076,434.6766,21.3383,863.1516,7.1796
432024,,,1000,3843.652,29.8638,,,,,,,,,,,,
432500,,,,,,50,50,22,53.9903,80.692,35.0611,-44.1823,-239.3903,398.9462,21.3786,908.9626,5.6211
432910,,,886,3450.1391,39.3553,,,,,,,,,,,,
433000,,,,,,50,50,24,52.5609,79.6035,36.6913,-44.1823,-239.3535,395.5408,13.9475,555.184,5.0919
433500,,,,,,50,50,23,54.5528,80.9241,37.0018,-44.1823,-247.7532,368.1962,16.6315,639.7417,6.7217
433700,,,790,3235.3148,39.1875,,,,,,,,,,,,
433942,,,242,915.5466,39.2979,,,,,,,,,,,,
434000,,,,,,50,50,22,54.4552,81.6385,36.8796,-44.1823,-242.3273,360.6617,10.9011,378.6512,4.3382
434407,,,465,1828.4431,39.1355,,,,,,,,,,,,
434500,,,,,,50,50,23,57.0388,82.4782,38.31,-44.1823,-241.2163,417.8073,16.3023,580.1345,3.1893
434551,,,144,533.1881,39.447,,,,,,,,,,,,
435000,,,,,,50,50,23,47.8985,80.6699,35.9019,-44.1823,-241.9981,388.0271,41.3986,488.1138,5.6363
435000,2949.2634,755.2,,,,,,,,,,,,,,,
435248,,,697,2497.9894,26.1902,,,,,,,,,,,,
435500,,,,,,50,50,23,51.9955,79.7115,34.2346,-44.1823,-243.5087,480.9305,10.5363,538.1359,4.425
435645,,,397,1557.6054,38.7745,,,,,,,,,,,,
436000,,,,,,50,50,23,51.72,82.0439,37.6041,-44.1823,-241.5734,435.717,18.9572,771.4143,5.2977
436242,,,597,2264.0385,39.0419,,,,,,,,,,,,
436500,,,,,,50,50,23,58.0609,82.1328,38.3098,-44.1823,-253.069,335.8481,10.0998,422.6812,4.7367
437000,,,,,,50,50,23,52.1651,81.044,37.4094,-44.1823,-241.6004,343.2658,15.2487,638.8364,4.8617
437242,,,1000,3757.6067,28.3582,,,,,,,,,,,,
437357,,,115,393.9313,24.6015,,,,,,,,,,,,
437500,,,,,,50,50,23,54.426,81.4477,38.1493,-44.1823,-248.3746,344.5923,10.8717,332.965,4.3773
437979,,,622,2365.1496,26.1623,,,,,,,,,,,,
438000,,,,,,50,50,23,53.8491,80.3605,37.2563,-44.1823,-246.8884,394.2161,27.7549,1320.67,3.1512
438500,,,,,,50,50,24,50.9269,79.9261,34.0829,-44.1823,-238.9016,398.8955,12.8113,456.0167,3.7239
438979,,,1000,3860.0784,36.1841,,,,,,,,,,,,
439000,,,,,,50,50,24,50.9961,80.4142,37.0278,-44.1823,-243.1173,408.7564,10.861,252.41,4.8857
439105,,,126,335.9954,39.4323,,,,,,,,,,,,
439500,,,,,,50,50,23,53.4288,79.8499,34.3368,-44.1823,-243.8047,390.6854,11.9336,349.5653,5.1369
440000,,,,,,50,50,24,48.6757,79.3499,35.7263,-44.1823,-245.1684,342.9317,67.4696,525.0773,4.776
440000,2964.9089,745.7,,,,,,,,,,,,,,,
440105,,,1000,3843.128,26.1876,,,,,,,,,,,,
440154,,,49,158.9743,39.4879,,,,,,,,,,,,
440500,,,,,,50,50,22,54.2962,82.523,36.4622,-44.1823,-255.4305,398.7137,32.9253,1092.6146,6.2122
441000,,,,,,50,50,23,50.9257,80.9052,36.8221,-44.1823,-241.098,375.7301,13.0191,539.1239,3.9124
441154,,,1000,3932.3225,35.3481,,,,,,,,,,,,
441500,,,,,,50,50,22,52.6942,80.9066,35.2652,-44.1823,-245.9607,507.5913,10.8973,391.1519,4.1922
441928,,,774,3100.9268,32.2536,,,,,,,,,,,,
442000,,,,,,50,50,24,50.757,81.2842,37.0286,-44.1823,-244.3712,403.0144,50.425,330.988,3.3368
442500,,,,,,50,50,24,53.808,82.5888,39.6521,-44.1823,-241.1297,393.9901,13.3873,516.9916,4.5
442504,,,576,1852.7197,26.6748,,,,,,,,,,,,
442525,,,21,45.4503,26.053,,,,,,,,,,,,
442703,,,178,685.8396,35.1226,,,,,,,,,,,,
442745,,,42,120.2338,31.2366,,,,,,,,,,,,
443000,,,,,,50,50,22,52.3323,79.9092,36.3533,-44.1823,-253.4005,403.3576,17.9559,916.8671,5.8637
443357,,,612,2426.1897,31.168,,,,,,,,,,,,
443447,,,90,269.7529,39.146,,,,,,,,,,,,
443500,,,,,,50,50,23,52.2191,82.2904,39.0407,-44.1823,-248.055,378.0406,20.9176,678.0576,4.9581
444000,,,,,,50,50,22,55.0175,80.2256,37.2634,-44.1823,-246.9335,407.8047,19.8744,669.7861,3.9581
444120,,,673,2550.7821,37.6571,,,,,,,,,,,,
444498,,,378,1469.163,29.3734,,,,,,,,,,,,
444500,,,,,,50,50,24,49.0028,82.2607,36.812,-44.1823,-252.0713,504.9049,15.9808,513.2139,5.7795
445000,,,,,,50,50,24,49.1434,83.7747,39.7898,-44.1823,-242.9065,332.0892,26.0027,825.4549,3.2283
445000,2378.207,602.5,,,,,,,,,,,,,,,
445498,,,1000,920.3699,29.3714,,,,,,,,,,,,
445500,,,,,,50,50,23,49.2763,80.9294,36.7606,-44.1823,-245.7754,368.3451,19.0171,620.7901,4.1576
445540,,,42,120.4374,39.0574,,,,,,,,,,,,
446000,,,,,,50,50,24,53.6897,79.4459,34.3008,-44.1823,-245.3803,344.0788,10.542,419.3203,3.8349
446500,,,,,,50,50,23,53.589,80.0728,35.4693,-44.1823,-253.1718,371.5585,20.7764,425.2324,4.4267
446540,,,1000,1441.4932,39.0544,,,,,,,,,,,,
447000,,,,,,50,50,24,50.7662,78.9131,35.2274,-44.1823,-243.7674,366.096,18.2285,614.4415,3.364
447010,,,470,1885.681,39.0431,,,,,,,,,,,,
447190,,,180,669.1416,39.0681,,,,,,,,,,,,
447500,,,,,,50,50,24,49.5672,80.7948,37.5689,-44.1823,-241.1989,402.6324,12.2667,449.6301,4.0111
448000,,,,,,50,50,23,47.963,81.1965,36.7971,-44.1823,-241.5341,368.0208,122.0609,458.6614,4.3877
448075,,,885,3503.849,38.8857,,,,,,,,,,,,
448475,,,400,1495.5019,39.066,,,,,,,,,,,,
448500,,,,,,50,50,25,49.3931,80.4466,36.6248,-44.1823,-245.1907,370.3003,28.7436,882.329,6.6885
448563,,,88,295.1019,39.007,,,,,,,,,,,,
448735,,,172,521.3402,39.0601,,,,,,,,,,,,
449000,,,,,,50,50,24,47.435,79.4615,34.4473,-44.1823,-250.7898,372.2513,14.1717,439.8846,6.5673
449500,,,,,,50,50,24,44.931,81.686,38.0283,-44.1823,-249.3992,395.1866,11.8156,392.166,3.499
449735,,,1000,3864.5175,33.3588,,,,,,,,,,,,
450000,,,,,,50,50,23,49.6448,82.1439,36.3233,-44.1823,-250.036,515.878,13.4378,494.5923,4.1874
450000,2161.8995,645.5,,,,,,,,,,,,,,,
450500,,,,,,50,50,25,53.1108,81.5812,39.2448,-44.1823,-243.0293,322.0691,18.5378,868.4545,5.9317
450735,,,1000,3759.3387,25.0472,,,,,,,,,,,,
451000,,,,,,50,50,24,55.7734,76.5371,32.9669,-44.1823,-260.437,395.5399,13.1355,331.2587,3.577
451500,,,,,,50,50,24,52.3811,78.4294,35.1218,-44.1823,-249.0004,419.6472,25.4009,1126.0031,4.3045
451735,,,1000,4049.261,39.0625,,,,,,,,,,,,
451805,,,70,107.8897,39.0647,,,,,,,,,,,,
452000,,,,,,50,50,23,53.0634,81.4007,36.5695,-44.1823,-258.7493,386.5266,26.3859,896.7776,3.2314
452193,,,388,1569.2596,38.9796,,,,,,,,,,,,
452353,,,160,617.0441,39.0599,,,,,,,,,,,,
452500,,,,,,50,50,23,49.8436,81.1216,36.9697,-44.1823,-249.6552,427.7626,12.5618,438.1048,4.8075
452731,,,378,1449.8009,39.0374,,,,,,,,,,,,
453000,,,,,,50,50,23,51.8356,81.8356,37.3922,-44.1823,-253.5903,424.7797,13.7113,412.3828,4.8946
453500,,,,,,50,50,23,52.4178,81.814,35.3175,-44.1823,-254.8009,464.0725,13.2651,689.0789,4.409
453714,,,983,3866.4015,39.0362,,,,,,,,,,,,
453906,,,192,667.3277,39.0574,,,,,,,,,,,,
454000,,,,,,50,50,24,51.0731,82.3752,35.4288,-44.1823,-254.6064,479.6266,11.3749,320.3053,4.012
454320,,,414,1490.0785,39.1014,,,,,,,,,,,,
454500,,,,,,50,50,24,51.1551,82.542,36.3964,-44.1823,-247.763,428.2804,39.2047,1230.111,4.9888
454508,,,188,725.935,39.2853,,,,,,,,,,,,
455000,,,,,,50,50,23,48.9563,80.6766,35.8348,-44.1823,-242.8187,401.5532,14.2612,567.5192,4.236
455000,1738.1594,457.5,,,,,,,,,,,,,,,
455500,,,,,,50,50,24,49.2465,79.8726,36.2999,-44.1823,-253.296,367.3009,12.1649,282.7516,2.8769
455508,,,1000,4033.2935,32.4694,,,,,,,,,,,,
455793,,,285,1118.5339,39.1508,,,,,,,,,,,,
456000,,,,,,50,50,24,50.4109,81.4475,36.4149,-44.1823,-249.7121,350.5134,38.1301,981.5123,4.822
456500,,,,,,50,50,24,50.6378,81.6073,37.5427,-44.1823,-246.544,307.5398,9.9566,325.3717,3.3677
456793,,,1000,4050.669,39.0255,,,,,,,,,,,,
456840,,,47,133.6131,39.1176,,,,,,,,,,,,
457000,,,,,,50,50,25,44.1584,81.7105,36.1474,-44.1823,-238.53,429.0917,17.9175,668.6694,4.3034
457500,,,,,,50,50,23,52.2338,80.855,35.4943,-44.1823,-253.3778,416.4811,20.21,808.1851,3.8309
457678,,,838,3063.2446,39.026,,,,,,,,,,,,
458000,,,,,,50,50,24,51.7359,79.6377,36.8223,-44.1823,-253.0353,301.2323,26.2991,823.6666,5.6189
458175,,,497,1986.3258,38.8739,,,,,,,,,,,,
458500,,,,,,50,50,23,47.3118,83.7616,37.7933,-44.1823,-251.0851,463.8211,14.4794,386.732,4.2836
458602,,,427,1710.0959,39.0702,,,,,,,,,,,,
459000,,,,,,50,50,24,47.2462,80.9125,35.341,-44.1823,-246.7911,417.0436,12.1874,600.8425,3.706
459500,,,,,,50,50,24,50.4958,83.7037,37.9837,-44.1823,-242.4142,439.9905,12.3843,593.8862,4.5712
459602,,,1000,3699.5239,39.0243,,,,,,,,,,,,
460000,,,,,,50,50,25,51.3096,79.5154,36.917,-44.1823,-250.7857,348.5905,10.6953,254.6557,4.7745
460000,1843.7782,667.9,,,,,,,,,,,,,,,
460500,,,,,,50,50,24,48.4468,82.2353,38.6581,-44.1823,-250.4503,430.6892,17.2664,444.3806,3.8714
460602,,,1000,3550.7112,29.9081,,,,,,,,,,,,
460824,,,222,908.5274,39.1095,,,,,,,,,,,,
461000,,,,,,50,50,24,47.3747,82.8511,37.4218,-44.1823,-241.391,366.0199,10.3854,292.1056,4.5528
461225,,,401,1587.121,39.1197,,,,,,,,,,,,
461500,,,,,,50,50,23,48.261,83.9245,37.2966,-44.1823,-250.2062,443.5606,24.4743,1119.5601,4.4134
461654,,,429,1695.7776,39.1174,,,,,,,,,,,,
461824,,,170,665.6527,39.0844,,,,,,,,,,,,
462000,,,,,,50,50,24,46.2502,82.8325,37.3695,-44.1823,-250.9637,350.3698,26.5223,472.2886,4.3749
462398,,,574,2257.4096,39.0856,,,,,,,,,,,,
462500,,,,,,50,50,24,47.3905,82.5593,37.8031,-44.1823,-253.1738,357.3599,22.1127,1299.946,4.0868
462692,,,294,1063.5646,39.1665,,,,,,,,,,,,
462972,,,280,1048.3388,39.1784,,,,,,,,,,,,
463000,,,,,,50,50,23,51.7383,81.8774,37.1331,-44.1823,-255.7495,395.3146,10.1916,337.0866,5.144
463500,,,,,,50,50,24,47.1801,84.5077,39.0297,-44.1823,-248.2585,476.9348,12.2446,445.1896,5.8975
463972,,,1000,3351.5987,39.1592,,,,,,,,,,,,
464000,,,,,,50,50,23,46.7073,82.1499,36.043,-44.1823,-254.6409,400.579,15.7007,596.7767,3.6076
464500,,,,,,50,50,25,48.0176,82.9645,39.6666,-44.1823,-247.1419,358.0929,17.1509,859.1254,6.6939
464972,,,1000,4027.2078,39.1075,,,,,,,,,,,,
465000,,,,,,50,50,25,46.5368,82.0207,37.4589,-44.1823,-251.0214,407.4367,10.9695,262.3903,3.4149
465000,1510.0653,717.1,,,,,,,,,,,,,,,
465500,,,,,,50,50,23,50.0523,81.7018,38.5919,-44.1823,-259.4392,394.205,15.4491,567.764,3.7266
465972,,,1000,4084.0066,29.4712,,,,,,,,,,,,
466000,,,,,,50,50,24,47.7688,82.7312,38.127,-44.1823,-253.944,352.9406,10.6652,296.2321,3.9801
466336,,,364,1447.5536,39.1466,,,,,,,,,,,,
466500,,,,,,50,50,23,47.7707,82.3907,35.9912,-44.1823,-251.908,395.1066,15.8482,729.0126,4.944
467000,,,,,,50,50,23,47.5644,80.8316,37.3435,-44.1823,-251.002,352.4368,15.4699,673.6525,5.274
467336,,,1000,4102.6819,39.0851,,,,,,,,,,,,
467500,,,,,,50,50,24,47.5668,82.9465,39.0404,-44.1823,-246.6434,349.2393,24.9623,367.494,5.5318
467554,,,218,784.6701,39.2484,,,,,,,,,,,,
467647,,,93,305.1473,39.2887,,,,,,,,,,,,
467717,,,70,216.1749,39.3025,,,,,,,,,,,,
468000,,,,,,50,50,23,50.0117,81.6616,36.085,-44.1823,-258.3933,334.7487,11.0742,338.032,4.0934
468122,,,405,1524.1417,39.2779,,,,,,,,,,,,
468500,,,,,,50,50,24,47.0969,81.8436,37.5153,-44.1823,-255.874,372.4155,12.6075,438.6663,3.5667
469000,,,,,,50,50,23,55.0091,79.6404,37.4318,-44.1823,-260.3562,387.2854,23.1897,1252.6223,4.8616
469122,,,1000,3987.9069,39.2535,,,,,,,,,,,,
469500,,,,,,50,50,24,50.1362,81.3789,36.458,-44.1823,-250.8211,417.4123,17.6281,988.9757,5.3446
469966,,,844,3058.1396,39.2064,,,,,,,,,,,,
470000,,,,,,50,50,24,47.565,80.8592,37.4532,-44.1823,-242.6449,364.2669,21.0885,912.429,3.0736
470000,2440.2298,708.0,,,,,,,,,,,,,,,
470347,,,381,1485.6571,21.1613,,,,,,,,,,,,
470500,,,,,,50,50,25,50.9622,80.886,36.9061,-44.1823,-247.3013,343.8452,36.2017,543.3074,5.4876
470709,,,362,1414.0209,39.1019,,,,,,,,,,,,
470943,,,234,947.8416,39.2301,,,,,,,,,,,,
471000,,,,,,50,50,25,50.4864,79.9377,33.4816,-44.1823,-254.8135,452.2816,14.888,477.5959,4.7079
471036,,,93,311.9461,39.4015,,,,,,,,,,,,
471500,,,,,,50,50,24,47.7315,81.6739,36.8355,-44.1823,-247.3,340.8686,28.0589,931.3402,3.9078
472000,,,,,,50,50,24,48.1988,82.2038,38.8347,-44.1823,-256.3939,355.2716,18.904,394.4869,4.5249
472036,,,1000,2223.624,39.2187,,,,,,,,,,,,
472500,,,,,,50,50,24,48.8559,81.7388,36.4148,-44.1823,-261.1723,430.0014,16.914,573.8724,4.1089
473000,,,,,,50,50,24,41.0886,83.7824,40.7579,-44.1823,-251.2,421.0513,21.8059,430.5535,6.0637
473036,,,1000,3765.2074,39.253,,,,,,,,,,,,
473144,,,108,385.9771,39.0878,,,,,,,,,,,,
473500,,,,,,50,50,25,46.1171,83.1296,40.3392,-44.1823,-246.9812,318.3985,14.301,521.0026,4.3247
473640,,,496,1939.3618,39.2238,,,,,,,,,,,,
473693,,,53,89.9146,39.117,,,,,,,,,,,,
474000,,,,,,50,50,24,45.4179,80.2852,36.539,-44.1823,-258.3528,348.1365,16.0124,616.0859,5.7651
474500,,,,,,50,50,25,46.9886,80.5562,37.1846,-44.1823,-252.6968,329.0742,22.6576,692.3043,7.244
474693,,,1000,3816.9941,39.0557,,,,,,,,,,,,
475000,,,,,,50,50,26,44.7793,84.5593,38.2651,-44.1823,-250.9217,431.5434,13.5723,585.0787,6.1279
475000,2535.8896,717.9,,,,,,,,,,,,,,,
475500,,,,,,50,50,24,43.1356,81.5795,37.125,-44.1823,-244.8348,309.5336,15.382,705.741,4.8231
475693,,,1000,3896.2199,29.5046,,,,,,,,,,,,
476000,,,,,,50,50,25,45.9954,81.5156,36.8244,-44.1823,-257.6445,388.7134,10.5787,424.9081,4.6834
476132,,,439,1772.7861,39.1014,,,,,,,,,,,,
476500,,,,,,50,50,24,45.6022,80.6648,37.3164,-44.1823,-260.5462,342.8475,12.922,421.9969,4.4757
477000,,,,,,50,50,27,46.8936,82.7625,39.1968,-44.1823,-244.8878,370.979,23.5623,530.1401,4.253
477132,,,1000,1444.3127,39.1878,,,,,,,,,,,,
477500,,,,,,50,50,26,43.8664,82.4646,39.3038,-44.1823,-246.7828,354.0321,11.1074,367.9516,3.4749
477779,,,647,2559.2775,39.093,,,,,,,,,,,,
478000,,,,,,50,50,26,41.8986,85.3153,40.4052,-44.1823,-253.3845,363.7716,16.6341,730.8314,5.9815
478476,,,697,2755.7404,39.2043,,,,,,,,,,,,
478500,,,,,,50,50,25,49.2201,80.5992,35.5221,-44.1823,-251.2558,373.938,14.1468,508.5724,4.633
479000,,,,,,50,50,24,48.9367,80.6705,35.9887,-44.1823,-264.1177,393.0613,8.6716,162.5411,4.0001
479476,,,1000,3575.6006,39.2108,,,,,,,,,,,,
