env_steps,return,length,success,train/return,train/length,train/success,op_loss,critic_loss,FPS
0,0.0,270.0,0.0,,,,,,
10000,0.0,270.0,0.0,0.0185,270.2703,0.0541,0.3648,0.0014,652.5931
20000,0.0,270.0,0.0,0.0209,263.1579,0.0789,0.1136,0.0001,993.4784
30000,0.0,270.0,0.0,0.012,270.2703,0.0541,0.0548,0.0,986.1996
40000,0.0,270.0,0.0,0.0579,256.4103,0.1795,0.0365,0.0,984.2379
50000,0.0,270.0,0.0,0.0578,256.4103,0.1795,0.0256,0.0001,967.476
60000,0.0,270.0,0.0,0.1662,238.0952,0.4286,0.0187,0.0002,971.8569
70000,0.0,270.0,0.0,0.3124,196.0784,0.7255,0.0158,0.0004,956.3652
80000,0.6637,91.9,0.7,0.4468,163.9344,0.8525,0.0144,0.0006,949.034
90000,0.9493,15.2,1.0,0.5766,123.4568,0.9506,0.0127,0.0009,937.3346
100000,0.4397,153.1,0.5,0.6444,106.383,1.0,0.0112,0.0012,918.1214
110000,0.76,66.0,0.8,0.6923,91.7431,1.0,0.0101,0.0013,920.2804
120000,0.846,43.2,0.9,0.7021,89.2857,0.9911,0.0093,0.0013,906.0032
130000,0.2807,194.8,0.3,0.7322,80.6452,1.0,0.0085,0.0014,900.1369
140000,0.9517,14.5,1.0,0.76,71.9424,1.0,0.0081,0.0014,890.1036
150000,0.9513,14.6,1.0,0.7795,66.2252,1.0,0.0076,0.0014,884.2849
160000,0.951,14.7,1.0,0.7905,62.5,1.0,0.0073,0.0014,884.055
170000,0.9507,14.8,1.0,0.8172,54.9451,1.0,0.007,0.0014,880.4953
180000,0.95,15.0,1.0,0.8206,53.7634,1.0,0.0067,0.0014,875.5491
190000,0.9517,14.5,1.0,0.8247,52.6316,1.0,0.0064,0.0014,866.8323
200000,0.9513,14.6,1.0,0.8387,48.3092,1.0,0.0062,0.0014,870.2938
210000,0.9447,16.6,1.0,0.8441,46.9484,1.0,0.006,0.0014,867.1409
220000,0.9513,14.6,1.0,0.8535,43.8596,1.0,0.0057,0.0014,867.315
230000,0.9517,14.5,1.0,0.8559,43.29,1.0,0.0056,0.0014,864.8768
240000,0.9513,14.6,1.0,0.8608,41.841,1.0,0.0054,0.0014,858.5
250000,0.9513,14.6,1.0,0.8673,39.6825,1.0,0.0053,0.0014,848.7334
260000,0.951,14.7,1.0,0.8702,38.9105,1.0,0.0051,0.0014,845.5555
270000,0.9507,14.8,1.0,0.8764,37.037,1.0,0.005,0.0014,846.1975
280000,0.9513,14.6,1.0,0.8788,36.3636,1.0,0.0048,0.0014,851.5055
290000,0.9517,14.5,1.0,0.8823,35.3357,1.0,0.0046,0.0014,852.0646
300000,0.951,14.7,1.0,0.8877,33.67,1.0,0.0046,0.0014,850.0065
310000,0.9517,14.5,1.0,0.8908,32.7869,1.0,0.0045,0.0014,848.0734
320000,0.9517,14.5,1.0,0.8932,32.0513,1.0,0.0044,0.0015,844.1573
330000,0.9503,14.9,1.0,0.8958,31.25,1.0,0.0042,0.0014,841.9923
340000,0.9507,14.8,1.0,0.9013,29.6736,1.0,0.0042,0.0014,838.1021
350000,0.9503,14.9,1.0,0.9018,29.4118,1.0,0.0041,0.0015,833.409
360000,0.9513,14.6,1.0,0.9041,28.7356,1.0,0.0041,0.0014,832.1343
370000,0.9507,14.8,1.0,0.9059,28.3286,1.0,0.0039,0.0014,832.6528
380000,0.951,14.7,1.0,0.908,27.5482,1.0,0.0039,0.0014,830.1009
390000,0.951,14.7,1.0,0.9101,26.9542,1.0,0.0038,0.0014,832.4338
400000,0.9507,14.8,1.0,0.9104,26.9542,1.0,0.0038,0.0014,828.3865
410000,0.9507,14.8,1.0,0.9121,26.3158,1.0,0.0037,0.0014,824.026
420000,0.952,14.4,1.0,0.9138,25.9067,1.0,0.0037,0.0014,826.1304
430000,0.9503,14.9,1.0,0.9151,25.3807,1.0,0.0036,0.0014,821.7219
440000,0.9507,14.8,1.0,0.9151,25.5102,1.0,0.0035,0.0014,819.3421
450000,0.9507,14.8,1.0,0.9178,24.6914,1.0,0.0035,0.0014,824.4499
460000,0.9517,14.5,1.0,0.9184,24.4499,1.0,0.0035,0.0014,821.5458
470000,0.951,14.7,1.0,0.9206,23.8095,1.0,0.0035,0.0014,816.4207
480000,0.9507,14.8,1.0,0.9214,23.5849,1.0,0.0034,0.0014,821.3689
490000,0.952,14.4,1.0,0.9233,23.0415,1.0,0.0034,0.0014,816.4381
500000,0.951,14.7,1.0,0.9233,22.9885,1.0,0.0033,0.0014,813.9891
510000,0.9507,14.8,1.0,0.923,23.1481,1.0,0.0033,0.0013,816.4487
520000,0.9503,14.9,1.0,0.9247,22.5225,1.0,0.0033,0.0013,816.0613
530000,0.9507,14.8,1.0,0.9254,22.3714,1.0,0.0032,0.0013,810.6457
540000,0.9513,14.6,1.0,0.9263,22.1239,1.0,0.0032,0.0013,812.5074
550000,0.9503,14.9,1.0,0.9262,22.1239,1.0,0.0032,0.0013,811.5004
