env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-101.0885,148.9,,,,,,,,,,,,,
51,,,51,-110.8443,4.8379,,,,,,,,,,
106,,,55,-113.3346,41.6941,,,,,,,,,,
195,,,89,-120.8453,44.9459,,,,,,,,,,
248,,,53,-115.236,41.4184,,,,,,,,,,
294,,,46,-120.5163,46.5391,,,,,,,,,,
343,,,49,-115.0136,45.8275,,,,,,,,,,
406,,,63,-116.4677,47.8151,,,,,,,,,,
484,,,78,-107.2591,43.4767,,,,,,,,,,
500,,,,,,0.1219,0.9058,0.045,77.6019,11.5772,76.8541,-0.0411,13.2413,14.0321,0.436
602,,,118,-101.4501,40.4884,,,,,,,,,,
655,,,53,-107.2249,41.4997,,,,,,,,,,
781,,,126,-134.7058,40.0878,,,,,,,,,,
842,,,61,-104.7691,40.0871,,,,,,,,,,
904,,,62,-104.6948,40.9785,,,,,,,,,,
975,,,71,-104.4031,40.2662,,,,,,,,,,
1000,,,,,,0.1786,0.133,0.0647,1.2702,0.1002,0.0242,-0.0591,4.0089,15.7693,0.1566
1042,,,67,-103.7598,39.9831,,,,,,,,,,
1100,,,58,-104.1077,41.479,,,,,,,,,,
1152,,,52,-103.057,40.8894,,,,,,,,,,
1236,,,84,-103.7278,43.5364,,,,,,,,,,
1288,,,52,-105.0242,47.9183,,,,,,,,,,
1347,,,59,-104.1668,44.0392,,,,,,,,,,
1397,,,50,-102.5434,40.7262,,,,,,,,,,
1466,,,69,-101.4918,40.3561,,,,,,,,,,
1500,,,,,,0.3431,1.1154,0.1205,96.5017,3.9567,95.1871,-0.1175,8.8436,15.0201,0.2184
1524,,,58,-105.1035,39.4822,,,,,,,,,,
2000,,,,,,0.3534,0.5289,0.1211,37.8978,1.8249,38.0746,-0.1185,1.7942,15.9331,0.128
2500,,,,,,0.3391,0.5312,0.1274,38.2225,2.4795,38.2631,-0.1254,0.7881,7.453,0.0269
3000,,,,,,0.3271,0.7158,0.1223,56.805,3.1635,57.2164,-0.1224,0.6076,9.3695,0.016
3124,,,1600,-135.286,38.6617,,,,,,,,,,
3500,,,,,,0.3006,0.7096,0.0959,56.6296,2.7072,57.1507,-0.096,0.5726,3.3638,0.1269
4000,,,,,,0.3201,0.7097,0.1139,57.4289,1.1748,57.142,-0.1125,0.2957,5.3407,0.4049
4500,,,,,,0.285,0.5143,0.0962,37.831,0.6128,38.0549,-0.0961,0.5526,5.4161,0.5115
4724,,,1600,-127.1373,44.2846,,,,,,,,,,
5000,,,,,,0.3124,1.0941,0.1084,95.8197,1.3921,95.1662,-0.1122,0.3701,11.0623,0.2298
5000,-147.9364,1600.0,,,,,,,,,,,,,
5500,,,,,,0.284,0.1209,0.0966,0.5593,0.2201,0.0301,-0.0977,0.2311,7.0126,0.524
6000,,,,,,0.3071,0.8945,0.1076,77.4496,1.319,76.195,-0.1044,0.3039,3.9506,0.7124
6322,,,1598,-200.8791,39.5812,,,,,,,,,,
6368,,,46,-108.1924,45.2921,,,,,,,,,,
6500,,,,,,0.3058,0.5088,0.1147,39.9027,0.9606,38.1061,-0.1132,0.3249,9.4758,0.3819
7000,,,,,,0.2948,0.3102,0.1039,20.6839,0.8312,19.1923,-0.0997,0.2769,5.5621,0.1577
7500,,,,,,0.2941,1.0909,0.1042,96.7157,0.9749,95.5226,-0.1032,0.2436,5.506,0.2787
7968,,,1600,-105.535,44.3892,,,,,,,,,,
8000,,,,,,0.3428,1.2918,0.1269,116.9601,0.7629,114.5125,-0.1246,0.1544,4.0871,0.1799
8019,,,51,-116.7833,40.7664,,,,,,,,,,
8500,,,,,,0.2906,0.8909,0.1043,77.2904,0.6739,76.3334,-0.1027,0.3858,9.353,0.2101
9000,,,,,,0.3122,0.6974,0.1177,58.9536,0.5179,57.3466,-0.1165,0.2314,6.3897,0.4342
9500,,,,,,0.2852,0.3033,0.1013,20.5384,0.3359,19.154,-0.1021,0.6935,23.022,0.1637
9619,,,1600,-122.348,41.3332,,,,,,,,,,
10000,,,,,,0.3223,0.3113,0.1217,21.4701,0.2894,19.1414,-0.1202,0.465,7.8843,0.0844
10000,-113.4059,1600.0,,,,,,,,,,,,,
10500,,,,,,0.3153,0.3118,0.1212,21.375,0.3453,19.1372,-0.1194,0.3729,11.4534,0.2591
11000,,,,,,0.3018,0.3,0.1158,21.1908,0.2467,19.138,-0.1178,0.5187,18.8709,0.1596
11219,,,1600,-106.7957,37.6358,,,,,,,,,,
11267,,,48,-115.4414,40.7584,,,,,,,,,,
11500,,,,,,0.3273,1.0881,0.1261,98.0214,0.4771,95.2304,-0.1241,0.2741,10.1768,0.2729
12000,,,,,,0.3,0.5011,0.1189,40.7532,0.453,38.279,-0.1149,0.243,5.0754,0.1102
12500,,,,,,0.3115,0.4971,0.1194,41.7935,0.818,38.296,-0.1165,0.4868,11.9446,0.4737
12867,,,1600,-126.1328,41.976,,,,,,,,,,
12929,,,62,-103.7559,39.6657,,,,,,,,,,
13000,,,,,,0.2849,0.6821,0.1065,58.9967,0.6793,57.2585,-0.1032,0.3032,10.4467,0.3909
13500,,,,,,0.3001,0.2938,0.11,21.8152,0.3766,19.1716,-0.1106,0.6905,12.0643,0.3178
14000,,,,,,0.3142,0.4922,0.121,41.5353,0.4347,38.3237,-0.1221,0.2532,5.7926,0.4943
14500,,,,,,0.3084,0.2995,0.11,21.7472,0.311,19.1219,-0.1087,0.3887,8.198,0.2817
14529,,,1600,-111.0525,41.2251,,,,,,,,,,
14820,,,291,-104.2333,41.1112,,,,,,,,,,
14946,,,126,-132.6158,45.0948,,,,,,,,,,
15000,,,,,,0.2989,0.1022,0.1108,2.2064,0.6689,0.0402,-0.1109,0.761,16.2015,0.7557
15000,-139.4983,347.5,,,,,,,,,,,,,
15012,,,66,-114.5459,28.1728,,,,,,,,,,
15079,,,67,-118.9879,47.3024,,,,,,,,,,
15164,,,85,-104.2162,46.0474,,,,,,,,,,
15500,,,,,,0.3274,0.1057,0.1198,2.7424,0.6229,0.0399,-0.1177,0.6789,14.3849,0.2909
16000,,,,,,0.3485,0.8926,0.1289,80.1197,1.0394,76.518,-0.1296,0.7584,12.2016,0.4845
16500,,,,,,0.3479,0.4959,0.126,41.0906,0.4688,38.1519,-0.1251,0.5479,8.302,0.4394
16764,,,1600,-134.9971,41.8897,,,,,,,,,,
16829,,,65,-105.1396,37.5056,,,,,,,,,,
16887,,,58,-107.4696,39.4829,,,,,,,,,,
16964,,,77,-103.2647,38.7567,,,,,,,,,,
17000,,,,,,0.3908,0.695,0.1443,60.0408,0.6893,57.3338,-0.1426,1.1303,28.8232,0.6595
17042,,,78,-105.3994,39.8428,,,,,,,,,,
17134,,,92,-101.4839,38.92,,,,,,,,,,
17225,,,91,-108.5029,40.7721,,,,,,,,,,
17339,,,114,-116.9992,39.7611,,,,,,,,,,
17434,,,95,-105.685,45.5696,,,,,,,,,,
17500,,,,,,0.3641,0.1081,0.133,1.8504,0.5858,0.0488,-0.1347,1.5833,53.2155,0.7635
17512,,,78,-101.6775,47.2789,,,,,,,,,,
17622,,,110,-105.115,42.8768,,,,,,,,,,
17710,,,88,-105.7375,42.1195,,,,,,,,,,
17780,,,70,-105.6007,40.6674,,,,,,,,,,
17859,,,79,-104.4041,40.7815,,,,,,,,,,
17958,,,99,-105.0906,37.9822,,,,,,,,,,
18000,,,,,,0.4336,0.5029,0.1635,40.3548,0.7537,38.3074,-0.1566,1.9942,33.1975,0.5954
18065,,,107,-112.8428,40.4177,,,,,,,,,,
18148,,,83,-107.0286,39.7944,,,,,,,,,,
18243,,,95,-105.403,40.8,,,,,,,,,,
18305,,,62,-103.3915,38.4567,,,,,,,,,,
18404,,,99,-104.243,38.6079,,,,,,,,,,
18500,,,,,,0.4461,0.6892,0.1717,59.8695,0.5301,57.4424,-0.1745,1.551,17.752,1.0873
18520,,,116,-102.3511,43.0895,,,,,,,,,,
18616,,,96,-102.9932,43.2271,,,,,,,,,,
19000,,,,,,0.5247,0.7,0.2118,61.2552,0.9908,57.4195,-0.2112,1.5761,25.1048,0.7264
19500,,,,,,0.5299,0.5,0.2067,40.9372,1.6069,38.3457,-0.1971,3.8351,103.1858,0.4462
20000,,,,,,0.5502,0.8883,0.2172,79.8136,2.2269,76.5513,-0.2187,2.0195,40.6798,0.5348
20000,-101.6113,107.4,,,,,,,,,,,,,
20216,,,1600,-111.1358,40.5078,,,,,,,,,,
20299,,,83,-102.2848,39.714,,,,,,,,,,
20399,,,100,-99.5896,37.7339,,,,,,,,,,
20474,,,75,-102.7,39.4874,,,,,,,,,,
20500,,,,,,0.5449,0.6959,0.2097,59.1648,1.6008,57.6076,-0.2095,2.5374,53.2043,0.3267
21000,,,,,,0.5419,0.6932,0.2087,58.1521,1.5263,57.3863,-0.2076,3.4507,47.1214,1.0047
21243,,,769,-169.9743,39.6827,,,,,,,,,,
21299,,,56,-105.8677,38.4242,,,,,,,,,,
21390,,,91,-111.9793,39.0095,,,,,,,,,,
21459,,,69,-103.2385,40.718,,,,,,,,,,
21500,,,,,,0.5616,0.8887,0.2139,76.773,1.5822,76.3849,-0.213,2.1699,84.5452,0.4503
21555,,,96,-103.2394,41.0963,,,,,,,,,,
21656,,,101,-106.9329,39.4956,,,,,,,,,,
21726,,,70,-102.1784,39.9844,,,,,,,,,,
21804,,,78,-102.835,40.3243,,,,,,,,,,
21870,,,66,-100.6511,40.6167,,,,,,,,,,
21951,,,81,-112.5422,38.4198,,,,,,,,,,
22000,,,,,,0.592,0.5072,0.2284,39.2032,1.5526,38.3254,-0.2282,2.4345,37.8463,1.1556
22078,,,127,-124.4782,40.7763,,,,,,,,,,
22155,,,77,-104.8212,40.5323,,,,,,,,,,
22208,,,53,-108.8423,47.2053,,,,,,,,,,
22276,,,68,-108.5899,42.4727,,,,,,,,,,
22391,,,115,-120.7148,44.3831,,,,,,,,,,
22465,,,74,-99.7068,46.2412,,,,,,,,,,
22500,,,,,,0.6048,0.7005,0.2342,57.5771,2.4876,57.5591,-0.2483,2.1571,36.8625,0.5234
22525,,,60,-108.9744,46.4112,,,,,,,,,,
22613,,,88,-110.5666,44.4996,,,,,,,,,,
22695,,,82,-111.2342,43.466,,,,,,,,,,
22751,,,56,-106.3317,42.971,,,,,,,,,,
22841,,,90,-113.9223,47.0072,,,,,,,,,,
22919,,,78,-111.0313,42.4908,,,,,,,,,,
23000,,,,,,0.6184,0.3184,0.2433,19.0729,1.7804,19.2411,-0.2455,1.8054,50.9844,1.2452
23129,,,210,-135.9252,43.3733,,,,,,,,,,
23197,,,68,-101.3145,45.5104,,,,,,,,,,
23276,,,79,-110.7316,43.4054,,,,,,,,,,
23361,,,85,-101.3484,44.4462,,,,,,,,,,
23449,,,88,-124.5961,45.2807,,,,,,,,,,
23500,,,,,,0.6297,1.0923,0.2474,96.8752,2.7915,95.7699,-0.2496,3.7939,44.0232,1.0959
