env_steps,return,length,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
77000,,,528.6185,665.2241,25716.0215,528.6185,4.1569,308.3554,4.1118,,,
77000,,,,,,,,,,1000,5149.9307,93.0199
77500,,,573.7256,749.9391,44607.8047,573.7256,4.8977,281.5384,2.6873,,,
78000,,,529.2245,664.865,39274.5508,529.2245,4.0873,286.7672,3.2784,,,
78000,,,,,,,,,,1000,5257.0459,95.7666
78500,,,519.1849,645.1971,53861.4883,519.1849,4.7519,186.2885,5.1701,,,
79000,,,544.4349,688.8505,49068.9141,544.4349,4.5749,182.856,3.3219,,,
79000,,,,,,,,,,1000,5246.1015,93.0486
79500,,,575.6855,751.2949,37164.3125,575.6855,4.5521,124.858,3.0279,,,
80000,,,558.2782,712.86,65663.7344,558.2782,3.8836,270.9189,3.7132,,,
80000,6158.8396,1000.0,,,,,,,,,,
80000,,,,,,,,,,1000,5255.9673,76.2637
80500,,,548.5327,690.8624,49662.0547,548.5327,4.0883,244.6881,4.5303,,,
81000,,,538.9834,670.8945,41281.7578,538.9834,3.9652,216.8612,3.9602,,,
81000,,,,,,,,,,1000,5332.9349,92.0965
81500,,,567.3965,723.1321,75946.1641,567.3965,4.3411,314.5887,3.5075,,,
82000,,,537.4644,665.9764,61686.7617,537.4644,4.2183,188.6611,3.3809,,,
82000,,,,,,,,,,1000,5428.8509,91.8032
82500,,,561.4779,711.9977,47570.1641,561.4779,3.582,150.1614,3.6768,,,
83000,,,614.9426,815.7267,50560.1367,614.9426,4.3416,388.0384,3.7687,,,
83000,,,,,,,,,,1000,5669.9005,93.4796
83500,,,540.0651,662.9341,68067.8438,540.0651,4.2318,253.4537,3.4606,,,
84000,,,567.1451,715.0507,61136.5156,567.1451,4.1615,494.8261,3.3418,,,
84000,,,,,,,,,,1000,5683.9761,92.3292
84500,,,585.2809,750.2226,71387.6797,585.2809,4.7603,372.1396,3.7851,,,
85000,,,575.299,735.8417,61263.6875,575.299,4.9822,346.1796,3.9608,,,
85000,6530.9639,1000.0,,,,,,,,,,
85000,,,,,,,,,,1000,5653.4346,76.2488
85500,,,596.2386,766.9532,70523.8984,596.2386,3.8885,295.143,3.7935,,,
86000,,,584.6122,738.6272,30008.2656,584.6122,3.7864,183.0383,2.7464,,,
86000,,,,,,,,,,1000,5768.2872,91.6801
86500,,,600.237,770.9475,49634.082,600.237,4.0325,282.3331,3.2824,,,
87000,,,563.381,697.3718,47253.2656,563.381,3.9746,189.9483,9.3283,,,
87000,,,,,,,,,,1000,5877.4476,91.6788
87500,,,640.7145,847.2755,86973.7031,640.7145,4.4982,213.0689,3.2942,,,
88000,,,543.1664,650.3647,50193.3711,543.1664,4.0723,227.3723,4.8308,,,
88000,,,,,,,,,,1000,5885.91,91.4703
88500,,,492.7156,547.0094,30104.4023,492.7156,3.8231,216.8766,3.7571,,,
89000,,,638.3203,838.6791,87516.0938,638.3203,4.2968,195.3204,7.6,,,
89000,,,,,,,,,,1000,5829.7766,91.5993
89500,,,613.3616,787.0341,54325.043,613.3616,4.9863,401.4366,3.5034,,,
90000,,,526.5894,610.9956,26804.6426,526.5894,4.6986,235.6106,2.9055,,,
90000,6545.5878,1000.0,,,,,,,,,,
90000,,,,,,,,,,1000,6063.5801,76.275
90500,,,546.2024,644.7811,46256.2344,546.2024,3.8823,203.4484,3.401,,,
91000,,,583.0463,720.6233,80971.6328,583.0463,4.1392,499.9185,3.0212,,,
91000,,,,,,,,,,1000,6217.2112,91.5554
91500,,,520.6733,590.5552,46248.4961,520.6733,4.1638,380.2393,5.1719,,,
92000,,,510.2331,568.0846,35843.8633,510.2331,4.0355,314.3705,3.4777,,,
92000,,,,,,,,,,1000,5981.7428,92.9681
92500,,,626.4203,794.1521,90432.2109,626.4203,3.7586,137.3808,6.5414,,,
93000,,,560.306,664.8993,66629.7422,560.306,4.2204,150.1796,5.1979,,,
93000,,,,,,,,,,1000,6252.8544,91.3272
93500,,,618.9973,780.7178,61674.5625,618.9973,5.3256,174.6024,4.1507,,,
94000,,,529.2656,602.0977,59645.0547,529.2656,3.9772,151.8539,3.8923,,,
94000,,,,,,,,,,1000,6205.7227,91.7396
94500,,,501.6666,542.5652,23599.5586,501.6666,4.191,335.0249,3.1327,,,
95000,,,625.1483,785.5097,106314.4609,625.1483,4.7253,397.7079,3.0752,,,
95000,6668.1059,1000.0,,,,,,,,,,
95000,,,,,,,,,,1000,6258.4313,79.933
95500,,,576.6438,685.8176,50592.0586,576.6438,25.9614,301.5462,4.0247,,,
96000,,,515.4531,559.0415,59603.0703,515.4531,3.911,219.9957,3.0796,,,
96000,,,,,,,,,,1000,6443.234,91.7866
96500,,,543.1765,612.2272,61968.4219,543.1765,4.8346,446.097,3.5197,,,
97000,,,565.5712,655.1476,39343.5234,565.5712,5.4296,149.4788,3.9083,,,
97000,,,,,,,,,,1000,6530.4369,91.6579
97500,,,528.6384,581.5988,93866.7656,528.6384,5.7407,634.3393,2.8553,,,
98000,,,569.6362,660.5159,76315.3203,569.6362,4.9664,574.9368,6.856,,,
98000,,,,,,,,,,1000,6560.7288,92.1085
98500,,,581.4477,682.6345,25966.7656,581.4477,5.0313,256.1754,2.5457,,,
99000,,,603.514,721.2261,85051.3672,603.514,4.0279,392.1363,4.5641,,,
99000,,,,,,,,,,1000,6574.8035,93.8889
99500,,,664.8447,832.9693,155228.3594,664.8447,27.6202,483.486,3.0393,,,
100000,,,557.7931,622.0391,41963.3047,557.7931,6.0642,366.9287,3.7581,,,
100000,7031.4215,1000.0,,,,,,,,,,
100000,,,,,,,,,,1000,6605.8921,78.1905
100500,,,569.8798,643.5153,56795.3164,569.8798,5.0338,216.5998,4.0121,,,
101000,,,548.051,596.3291,91352.6562,548.051,6.0713,298.4357,3.1038,,,
101000,,,,,,,,,,1000,6791.3355,89.322
101500,,,562.4668,623.5602,85443.4375,562.4668,26.2539,359.3979,4.5051,,,
