env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-73.6487,693.1,,,,,,,,,,,,,,,,,,
61,,,61,-105.7292,2.8631,,,,,,,,,,,,,,,
130,,,69,-117.8667,3.0813,,,,,,,,,,,,,,,
178,,,48,-117.3549,2.9295,,,,,,,,,,,,,,,
317,,,139,-123.5318,3.085,,,,,,,,,,,,,,,
443,,,126,-115.5421,3.2886,,,,,,,,,,,,,,,
492,,,49,-120.3034,3.8489,,,,,,,,,,,,,,,
500,,,,,,50,2,1,687.0011,0.7913,0.0122,4.1529,0.4275,2.7317,1.918,0.8428,-3.6954,6.9014,16.6081,0.0432
559,,,67,-116.725,3.2697,,,,,,,,,,,,,,,
633,,,74,-120.8918,3.199,,,,,,,,,,,,,,,
719,,,86,-118.5218,3.337,,,,,,,,,,,,,,,
829,,,110,-124.0079,3.3934,,,,,,,,,,,,,,,
876,,,47,-116.341,2.8903,,,,,,,,,,,,,,,
924,,,48,-116.5376,3.4427,,,,,,,,,,,,,,,
966,,,42,-115.0153,2.847,,,,,,,,,,,,,,,
1000,,,,,,31,2,1,1333.0348,1.6882,0.4065,7.9983,1.2063,37.9111,15.3918,35.5348,-8.5081,3.622,11.4408,0.0
1010,,,44,-114.8553,2.9938,,,,,,,,,,,,,,,
1060,,,50,-117.2937,2.7088,,,,,,,,,,,,,,,
1126,,,66,-116.7516,3.6958,,,,,,,,,,,,,,,
1227,,,101,-116.3362,3.1599,,,,,,,,,,,,,,,
1296,,,69,-113.1174,3.7018,,,,,,,,,,,,,,,
1387,,,91,-117.1272,3.7234,,,,,,,,,,,,,,,
1450,,,63,-114.1219,3.1388,,,,,,,,,,,,,,,
1500,,,,,,7,2,1,2160.1101,1.9288,1.5713,8.0187,2.3731,104.0603,82.9532,99.4443,-8.4315,19.7508,129.6326,0.0
1526,,,76,-113.097,3.0683,,,,,,,,,,,,,,,
1574,,,48,-114.9419,3.1964,,,,,,,,,,,,,,,
1637,,,63,-116.6348,3.6573,,,,,,,,,,,,,,,
1728,,,91,-113.3487,3.143,,,,,,,,,,,,,,,
1867,,,139,-116.2479,3.0318,,,,,,,,,,,,,,,
1919,,,52,-115.2147,3.0424,,,,,,,,,,,,,,,
1998,,,79,-114.7638,3.4758,,,,,,,,,,,,,,,
2000,,,,,,4,3,1,2549.8809,1.7621,1.1805,8.0877,1.9892,87.3444,57.1215,82.4243,-8.6551,38.5102,251.513,0.1692
2500,,,,,,5,3,1,2848.3108,2.2095,2.3468,8.3463,3.1814,149.5201,193.0199,144.6225,-8.5908,37.8651,192.3992,0.0
