env_steps,return,length,train/length,train/return,FPS,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
188500,,,,,,5873.2695,-44.1823,-44.1823,5874.7451,43426.0781,0.2647,18.8139,0.1841
189000,,,,,,5675.686,-44.1823,-44.1823,5677.2119,67447.0781,0.176,13.7148,0.1957
189500,,,,,,5266.2891,-44.1823,-44.1823,5268.0161,62500.7734,0.1453,11.8845,0.3035
189601,,,1600,60.2993,81.9554,,,,,,,,
190000,,,,,,5675.8325,-44.1823,-44.1823,5677.4712,50498.1523,0.0737,4.2897,0.2341
190000,87.4114,1600.0,,,,,,,,,,,
190366,,,765,-69.8129,33.6306,,,,,,,,
190500,,,,,,6257.4209,-44.1823,-44.1823,6258.5439,49796.875,0.221,10.226,0.3039
191000,,,,,,6229.9839,-44.1823,-44.1823,6231.1479,55934.4414,0.1831,21.0779,0.3614
191500,,,,,,5543.5288,-44.1823,-44.1823,5544.6504,71443.3594,0.1953,11.2134,0.2199
191966,,,1600,110.5871,83.2855,,,,,,,,
192000,,,,,,5878.8745,-44.1823,-44.1823,5879.7466,59197.4844,0.114,8.2815,0.2083
192500,,,,,,5325.6133,-44.1823,-44.1823,5327.1172,44391.5,0.2115,25.1272,0.3154
193000,,,,,,5421.8306,-44.1823,-44.1823,5422.9375,45538.4922,0.1297,11.8263,0.5915
193500,,,,,,5988.2324,-44.1823,-44.1823,5988.5972,53904.1641,0.1256,9.8289,0.2559
193566,,,1600,101.4442,82.4721,,,,,,,,
194000,,,,,,5943.7812,-44.1823,-44.1823,5945.0786,48120.9414,0.2005,24.2876,0.1511
194500,,,,,,6031.7495,-44.1823,-44.1823,6032.5845,60568.3086,0.182,19.3832,0.2271
195000,,,,,,5951.541,-44.1823,-44.1823,5952.5752,60636.9531,0.1191,10.6367,0.1954
195000,103.7216,1600.0,,,,,,,,,,,
195166,,,1600,104.5176,50.4377,,,,,,,,
195500,,,,,,5539.623,-44.1823,-44.1823,5540.5,50788.6016,0.1167,10.3335,0.1561
196000,,,,,,5557.7158,-44.1823,-44.1823,5559.1255,46754.5938,0.2077,27.9497,0.2866
196500,,,,,,6315.4902,-44.1823,-44.1823,6316.3379,65594.1328,0.8062,35.3735,0.2179
196766,,,1600,115.705,81.7714,,,,,,,,
197000,,,,,,5944.605,-44.1823,-44.1823,5945.6128,46887.5742,0.1536,12.5806,0.2749
197500,,,,,,5603.9268,-44.1823,-44.1823,5604.1968,100149.75,0.136,11.3441,0.23
198000,,,,,,5857.5884,-44.1823,-44.1823,5857.8594,54195.1055,0.1415,14.0262,0.2015
198366,,,1600,126.2885,81.6745,,,,,,,,
198500,,,,,,6139.418,-44.1823,-44.1823,6140.1069,50683.4062,0.1668,8.5949,0.2691
199000,,,,,,6305.0708,-44.1823,-44.1823,6305.729,70772.75,0.2049,23.6649,0.1382
199500,,,,,,6045.0684,-44.1823,-44.1823,6045.0327,42344.3438,0.1647,14.4361,0.1768
199966,,,1600,117.0906,82.9637,,,,,,,,
200000,,,,,,5565.7163,-44.1823,-44.1823,5565.7285,43031.793,0.0987,8.5817,0.2013
200000,143.1384,1600.0,,,,,,,,,,,
200500,,,,,,5665.4209,-44.1823,-44.1823,5665.728,42322.3828,0.0946,7.3364,0.2135
201000,,,,,,5434.2979,-44.1823,-44.1823,5434.2832,63362.832,0.0826,6.3592,0.1366
201500,,,,,,6232.9873,-44.1823,-44.1823,6232.4102,56882.125,0.1441,10.3328,0.1661
201566,,,1600,140.3552,48.7717,,,,,,,,
202000,,,,,,5869.2876,-44.1823,-44.1823,5869.1538,45494.4336,0.1255,12.7422,0.1415
202500,,,,,,6367.9912,-44.1823,-44.1823,6367.5835,87154.0703,0.1429,10.3319,0.2116
203000,,,,,,5276.5244,-44.1823,-44.1823,5276.1348,56146.7422,0.0998,8.8551,0.2269
203166,,,1600,153.1892,82.6658,,,,,,,,
203500,,,,,,6194.52,-44.1823,-44.1823,6193.4985,63426.9844,0.2906,29.0779,0.2105
204000,,,,,,5285.479,-44.1823,-44.1823,5284.2412,52555.8125,0.1324,8.9673,0.3986
204500,,,,,,5234.5205,-44.1823,-44.1823,5233.8809,60642.832,0.161,11.8851,0.1961
204766,,,1600,161.2659,84.4107,,,,,,,,
205000,,,,,,5612.1196,-44.1823,-44.1823,5611.0684,50327.8594,0.1918,10.565,0.2984
205000,163.3831,1600.0,,,,,,,,,,,
205500,,,,,,6434.5303,-44.1823,-44.1823,6433.0835,75651.8594,0.1723,7.9997,0.1769
206000,,,,,,6301.2812,-44.1823,-44.1823,6300.0024,44919.2227,0.1191,9.3692,0.2886
206366,,,1600,166.106,48.8181,,,,,,,,
206500,,,,,,5969.1948,-44.1823,-44.1823,5968.355,91019.9688,0.1781,15.1917,0.1115
207000,,,,,,5511.4507,-44.1823,-44.1823,5510.3711,42081.1953,0.1244,10.4475,0.3514
207500,,,,,,5589.7573,-44.1823,-44.1823,5589.5137,70471.5859,0.2492,20.8209,0.3085
207966,,,1600,152.8136,82.9144,,,,,,,,
208000,,,,,,5040.3511,-44.1823,-44.1823,5039.207,51484.0938,0.3041,20.5784,0.2904
208500,,,,,,5334.832,-44.1823,-44.1823,5332.8848,49061.0938,0.1238,12.6648,0.3099
209000,,,,,,5209.1865,-44.1823,-44.1823,5207.5542,61832.1992,0.1575,12.775,0.1853
209500,,,,,,5314.6553,-44.1823,-44.1823,5312.8179,55306.1719,0.1825,17.8723,0.3645
209566,,,1600,154.2259,82.8684,,,,,,,,
210000,,,,,,5672.2432,-44.1823,-44.1823,5670.6733,76784.0,0.1264,6.1691,0.3796
210000,123.6059,1511.3,,,,,,,,,,,
210500,,,,,,5379.1162,-44.1823,-44.1823,5377.5474,56255.0117,0.1828,11.7234,0.1821
211000,,,,,,5372.0342,-44.1823,-44.1823,5370.938,86651.9531,0.1732,11.2786,0.1297
211166,,,1600,158.8293,49.9575,,,,,,,,
211500,,,,,,6008.4785,-44.1823,-44.1823,6006.5283,103144.9141,0.1144,8.4853,0.2
211879,,,713,-67.0691,85.066,,,,,,,,
212000,,,,,,5556.8638,-44.1823,-44.1823,5554.8623,70818.2188,0.1036,10.1032,0.1271
212500,,,,,,4877.5664,-44.1823,-44.1823,4876.4312,59468.1328,0.1378,13.2979,0.2194
213000,,,,,,5825.7773,-44.1823,-44.1823,5823.5142,54715.9336,0.263,17.0946,0.1309
213479,,,1600,133.6598,84.8128,,,,,,,,
213500,,,,,,5190.3115,-44.1823,-44.1823,5187.4482,48695.332,0.2072,17.5718,0.2514
214000,,,,,,6113.0112,-44.1823,-44.1823,6109.9277,99465.0781,0.1201,6.8702,0.1779
214500,,,,,,5062.4727,-44.1823,-44.1823,5060.1201,51414.3906,0.2155,16.6714,0.1671
214586,,,1107,-72.7525,82.1978,,,,,,,,
215000,,,,,,5171.9956,-44.1823,-44.1823,5169.9644,52921.6328,0.1388,10.0769,0.1044
215000,65.3369,1259.7,,,,,,,,,,,
215500,,,,,,5553.2983,-44.1823,-44.1823,5550.5059,60097.6172,0.1416,11.6851,0.1331
216000,,,,,,6157.3013,-44.1823,-44.1823,6154.8525,46309.2422,0.1614,11.3947,0.246
216186,,,1600,140.6818,53.2202,,,,,,,,
216286,,,100,-108.8725,82.9391,,,,,,,,
216384,,,98,-109.1876,81.4018,,,,,,,,
216500,,,,,,6158.8213,-44.1823,-44.1823,6155.311,59943.6055,0.1203,8.2787,0.1888
216552,,,168,-105.514,81.8232,,,,,,,,
216635,,,83,-113.285,80.9167,,,,,,,,
217000,,,,,,5918.6133,-44.1823,-44.1823,5915.1123,67879.0938,0.2229,14.7568,0.1786
217500,,,,,,5643.3281,-44.1823,-44.1823,5639.751,51094.6328,0.2136,12.1684,0.169
218000,,,,,,5646.5625,-44.1823,-44.1823,5642.8184,43092.3672,0.1545,8.4614,0.2376
218235,,,1600,162.3378,82.4981,,,,,,,,
218425,,,190,-99.5372,81.581,,,,,,,,
218500,,,,,,6210.209,-44.1823,-44.1823,6205.8745,68631.8594,0.0841,4.9146,0.4464
218564,,,139,-99.2263,81.1851,,,,,,,,
219000,,,,,,5086.2129,-44.1823,-44.1823,5082.8232,55274.418,0.2317,15.2572,1.6539
219500,,,,,,6877.3311,-44.1823,-44.1823,6873.7231,77112.5703,0.1129,9.6077,0.1407
220000,,,,,,6166.0249,-44.1823,-44.1823,6161.9268,125648.7891,0.1607,9.7554,0.1209
220000,132.8516,1266.7,,,,,,,,,,,
220164,,,1600,145.9744,52.9077,,,,,,,,
220500,,,,,,5454.8359,-44.1823,-44.1823,5451.1367,97749.9297,0.115,9.7634,0.4219
221000,,,,,,5353.6104,-44.1823,-44.1823,5348.6108,54335.582,0.2896,22.593,0.1351
221500,,,,,,5888.5576,-44.1823,-44.1823,5883.3213,55750.1406,0.0955,6.0853,0.1294
221764,,,1600,195.6588,82.6808,,,,,,,,
222000,,,,,,5642.0903,-44.1823,-44.1823,5637.9302,74434.9688,0.1606,13.6378,0.1342
222500,,,,,,5007.9551,-44.1823,-44.1823,5003.792,86904.3828,0.3937,18.0221,0.1042
223000,,,,,,5832.2939,-44.1823,-44.1823,5826.979,81514.5703,0.1328,7.6652,0.1287
223364,,,1600,-104.59,81.42,,,,,,,,
223500,,,,,,6122.3779,-44.1823,-44.1823,6116.6367,48226.4492,0.1945,9.2191,0.0992
224000,,,,,,5439.9229,-44.1823,-44.1823,5435.2749,94662.7109,0.2431,13.7278,0.0995
224500,,,,,,5472.9121,-44.1823,-44.1823,5467.207,102993.2266,0.245,16.2831,0.2403
224964,,,1600,-96.4378,82.1769,,,,,,,,
225000,,,,,,5238.1924,-44.1823,-44.1823,5232.4312,61878.4492,0.2479,19.9253,0.1462
225000,-114.0318,1600.0,,,,,,,,,,,
225500,,,,,,5509.8613,-44.1823,-44.1823,5503.8652,83025.8359,0.0816,6.0706,0.1341
226000,,,,,,5041.3447,-44.1823,-44.1823,5035.6035,87685.9844,0.097,7.4352,0.1466
226500,,,,,,5980.9146,-44.1823,-44.1823,5975.2681,78877.8828,0.1033,6.4756,0.1073
226564,,,1600,-113.103,48.4564,,,,,,,,
227000,,,,,,5995.6724,-44.1823,-44.1823,5989.9546,61925.9141,0.123,11.425,0.2041
227500,,,,,,5407.2666,-44.1823,-44.1823,5401.7275,73939.25,0.1346,8.7609,0.2004
227751,,,1187,-154.1355,81.9718,,,,,,,,
227911,,,160,-98.8139,82.5932,,,,,,,,
228000,,,,,,5517.3682,-44.1823,-44.1823,5511.7837,116866.8281,0.2972,28.7031,0.2244
228500,,,,,,5556.624,-44.1823,-44.1823,5551.1802,52917.2852,0.2749,16.6828,0.2095
229000,,,,,,5163.1226,-44.1823,-44.1823,5156.8301,55674.0508,0.1532,11.1646,0.2865
229500,,,,,,5221.6353,-44.1823,-44.1823,5215.3818,86587.8984,0.1402,6.0741,0.2658
229511,,,1600,-146.4954,84.0476,,,,,,,,
229639,,,128,-96.8283,81.3972,,,,,,,,
229757,,,118,-105.6576,81.2398,,,,,,,,
229862,,,105,-102.6443,81.7195,,,,,,,,
230000,,,,,,5819.9248,-44.1823,-44.1823,5814.189,63814.582,0.314,11.7339,0.2161
230000,-95.5137,569.8,,,,,,,,,,,
230306,,,444,-89.9241,43.2621,,,,,,,,
230500,,,,,,5282.7588,-44.1823,-44.1823,5277.1982,86780.9766,0.1614,14.7119,0.2449
231000,,,,,,5862.0835,-44.1823,-44.1823,5855.8467,92487.9062,0.2437,14.0279,0.3627
231500,,,,,,5517.8911,-44.1823,-44.1823,5512.5684,58628.6289,0.2862,17.674,0.3003
231906,,,1600,-104.1442,82.0686,,,,,,,,
232000,,,,,,5404.7441,-44.1823,-44.1823,5399.2485,78570.0469,0.1203,9.7892,0.1266
232500,,,,,,5841.3975,-44.1823,-44.1823,5836.5142,51572.5781,0.2941,15.7514,0.1431
233000,,,,,,5185.4971,-44.1823,-44.1823,5179.938,66242.9766,0.1237,10.2802,0.2127
233321,,,1415,-18.9796,83.0571,,,,,,,,
233500,,,,,,5061.291,-44.1823,-44.1823,5055.7812,65889.4297,0.1775,8.3398,0.4189
234000,,,,,,5951.0991,-44.1823,-44.1823,5946.1216,123563.8984,0.1927,10.1238,0.3189
234500,,,,,,4988.103,-44.1823,-44.1823,4981.8354,67112.7578,0.1409,11.5607,0.1259
234921,,,1600,155.536,82.0127,,,,,,,,
235000,,,,,,5644.8145,-44.1823,-44.1823,5638.8105,61659.8203,0.2126,10.4606,0.1596
235000,160.8714,1600.0,,,,,,,,,,,
235500,,,,,,4982.7705,-44.1823,-44.1823,4977.5562,44014.9648,0.1779,10.0456,0.1301
236000,,,,,,5113.5112,-44.1823,-44.1823,5108.02,63418.8164,0.1916,10.0735,0.1442
236500,,,,,,5387.7188,-44.1823,-44.1823,5381.6357,50234.25,0.1464,13.396,0.5415
236521,,,1600,169.1574,48.7776,,,,,,,,
237000,,,,,,5941.6377,-44.1823,-44.1823,5936.2363,116230.9609,0.1117,8.0084,0.0965
237500,,,,,,5267.2173,-44.1823,-44.1823,5261.6143,94579.2656,0.138,11.7812,0.2724
238000,,,,,,5451.5918,-44.1823,-44.1823,5445.606,55868.2617,0.1739,8.1062,0.1255
238121,,,1600,191.2925,82.6456,,,,,,,,
238367,,,246,-119.0766,94.5867,,,,,,,,
238500,,,,,,5497.875,-44.1823,-44.1823,5491.5903,86195.4688,0.2111,14.335,0.4272
238708,,,341,-93.8881,81.7211,,,,,,,,
239000,,,,,,5551.96,-44.1823,-44.1823,5545.8677,69370.8516,0.2415,15.2749,0.2093
239500,,,,,,5080.2109,-44.1823,-44.1823,5073.2505,67996.4609,0.1815,12.1797,0.17
240000,,,,,,5736.2432,-44.1823,-44.1823,5729.6587,63965.1914,0.1714,9.6747,0.1482
240000,-4.0986,1193.4,,,,,,,,,,,
240308,,,1600,26.4877,54.0964,,,,,,,,
240500,,,,,,5478.6362,-44.1823,-44.1823,5472.499,71646.0391,0.3971,16.1699,0.2589
240805,,,497,-93.5495,82.3672,,,,,,,,
241000,,,,,,6528.1885,-44.1823,-44.1823,6521.7251,193632.0312,0.1933,7.7327,0.1378
241500,,,,,,5261.2891,-44.1823,-44.1823,5253.8359,58453.5977,0.3026,17.2531,0.2142
242000,,,,,,5107.9082,-44.1823,-44.1823,5100.3149,53193.8438,0.7141,24.1645,0.2778
242246,,,1441,213.4764,81.4671,,,,,,,,
242355,,,109,-115.3059,81.3107,,,,,,,,
242500,,,,,,6033.1514,-44.1823,-44.1823,6025.0249,119474.2266,0.7448,23.7783,0.2309
243000,,,,,,4882.9668,-44.1823,-44.1823,4874.417,77447.2656,0.3671,16.6723,0.1114
243500,,,,,,5778.603,-44.1823,-44.1823,5768.8594,54855.5977,0.4666,11.0962,0.2271
243955,,,1600,186.3723,81.3972,,,,,,,,
244000,,,,,,5042.3955,-44.1823,-44.1823,5031.019,61200.7891,0.4907,21.2339,0.1564
244500,,,,,,5333.1138,-44.1823,-44.1823,5321.2393,55507.0195,0.4119,10.8325,0.248
245000,,,,,,5152.917,-44.1823,-44.1823,5141.0903,44297.1094,0.4885,16.3414,0.2249
245000,99.8694,1307.1,,,,,,,,,,,
245500,,,,,,5271.6162,-44.1823,-44.1823,5259.0635,87747.0547,0.4714,16.1715,0.4569
245555,,,1600,153.6801,52.218,,,,,,,,
246000,,,,,,5818.0132,-44.1823,-44.1823,5806.1304,108622.6797,0.4315,19.3118,0.343
246500,,,,,,5281.0635,-44.1823,-44.1823,5267.6274,81044.3125,0.3212,16.7679,0.2313
247000,,,,,,5022.0503,-44.1823,-44.1823,5007.5112,54591.5039,0.2652,10.7423,0.2238
247155,,,1600,173.4879,84.0745,,,,,,,,
247263,,,108,-121.5656,82.745,,,,,,,,
247500,,,,,,5125.2505,-44.1823,-44.1823,5112.1533,72815.3672,0.2812,12.1929,0.265
248000,,,,,,5495.5664,-44.1823,-44.1823,5481.1528,86326.2656,0.239,12.5478,0.1873
248020,,,757,-152.5556,82.7489,,,,,,,,
248500,,,,,,5089.6504,-44.1823,-44.1823,5077.1509,42727.5859,0.3226,10.2201,0.2044
248972,,,952,-172.5386,82.9018,,,,,,,,
249000,,,,,,5421.5771,-44.1823,-44.1823,5408.2183,101718.4141,0.2447,9.0818,0.3408
249500,,,,,,5692.2227,-44.1823,-44.1823,5678.1489,94657.1797,0.3166,14.5934,0.2148
250000,,,,,,5410.1074,-44.1823,-44.1823,5396.8013,90290.3203,0.4149,29.1521,0.2847
250000,-20.9547,1448.8,,,,,,,,,,,
250500,,,,,,6007.8472,-44.1823,-44.1823,5994.7158,52277.6875,0.2612,10.423,0.5038
250572,,,1600,-17.6122,50.4418,,,,,,,,
251000,,,,,,6139.7959,-44.1823,-44.1823,6124.8076,109183.2578,0.2563,11.4491,0.2622
251500,,,,,,5162.9741,-44.1823,-44.1823,5148.1338,55079.8555,0.3076,18.6056,0.3125
252000,,,,,,5431.7754,-44.1823,-44.1823,5417.6577,62417.4805,0.1595,6.4039,0.3052
252172,,,1600,43.2443,82.7051,,,,,,,,
252500,,,,,,5390.0791,-44.1823,-44.1823,5376.6338,59562.1719,0.4907,12.6112,0.2444
253000,,,,,,5633.1128,-44.1823,-44.1823,5617.6968,84378.8359,0.274,17.0481,0.1993
253114,,,942,-73.8443,82.9207,,,,,,,,
253500,,,,,,5305.2861,-44.1823,-44.1823,5291.3008,79833.3203,0.2077,8.5998,0.2105
254000,,,,,,4981.9575,-44.1823,-44.1823,4967.6978,75212.2969,0.6497,26.9321,0.2901
254500,,,,,,6645.4678,-44.1823,-44.1823,6631.9595,60528.293,0.2384,14.1906,0.2659
254714,,,1600,120.7673,82.6822,,,,,,,,
255000,,,,,,5234.7549,-44.1823,-44.1823,5220.9854,99922.0859,0.2748,11.0404,0.3415
255000,148.5207,1600.0,,,,,,,,,,,
255500,,,,,,5197.9619,-44.1823,-44.1823,5184.0874,73135.5078,0.289,11.0336,0.1862
256000,,,,,,5303.2588,-44.1823,-44.1823,5289.0396,75730.7734,0.2428,14.5386,0.3268
256314,,,1600,144.2876,49.432,,,,,,,,
256500,,,,,,5344.6421,-44.1823,-44.1823,5331.1836,114223.4062,0.5499,22.1445,0.1804
257000,,,,,,4725.2798,-44.1823,-44.1823,4710.6768,75069.9297,0.2693,17.3092,0.2509
257500,,,,,,4874.9287,-44.1823,-44.1823,4861.998,93356.8203,0.1715,8.7451,0.3046
257914,,,1600,137.9033,82.2586,,,,,,,,
258000,,,,,,4956.6699,-44.1823,-44.1823,4943.1831,73641.4375,0.3786,17.9664,0.1954
258500,,,,,,4831.1797,-44.1823,-44.1823,4817.5957,63161.0078,0.1636,9.8832,0.1394
259000,,,,,,5389.7837,-44.1823,-44.1823,5375.876,63682.2227,0.2067,10.2993,0.2594
259500,,,,,,5996.8677,-44.1823,-44.1823,5982.6929,130981.5859,0.1454,6.2856,0.2007
259514,,,1600,103.9757,81.8177,,,,,,,,
260000,,,,,,4479.75,-44.1823,-44.1823,4465.7886,81858.2422,0.1368,7.11,0.2306
260000,143.6123,1600.0,,,,,,,,,,,
260500,,,,,,4807.2446,-44.1823,-44.1823,4794.5464,66068.6953,0.1751,9.9971,0.1745
261000,,,,,,4499.6548,-44.1823,-44.1823,4486.7207,64831.0977,0.1623,11.3157,0.2859
261114,,,1600,153.3823,48.6849,,,,,,,,
261206,,,92,-105.0238,81.4503,,,,,,,,
261500,,,,,,4312.1523,-44.1823,-44.1823,4298.7671,42502.1172,0.2127,11.6602,0.2841
262000,,,,,,4927.4517,-44.1823,-44.1823,4914.7871,77201.5078,0.1578,10.2636,0.252
262500,,,,,,5045.2021,-44.1823,-44.1823,5032.042,94866.3984,0.1857,14.2647,0.2174
262806,,,1600,163.7643,81.6151,,,,,,,,
263000,,,,,,4151.3472,-44.1823,-44.1823,4138.022,61797.9062,0.1262,6.221,0.2195
263500,,,,,,4687.7021,-44.1823,-44.1823,4675.6855,93112.9453,0.2551,12.2032,0.2897
264000,,,,,,4712.6143,-44.1823,-44.1823,4699.3105,56755.4609,0.1583,8.4405,0.4474
264406,,,1600,183.0274,82.4005,,,,,,,,
264500,,,,,,4929.8184,-44.1823,-44.1823,4917.2412,52056.5234,0.1341,10.3071,0.2333
265000,,,,,,4772.3203,-44.1823,-44.1823,4759.353,44997.8516,0.1581,8.4924,0.1506
265000,179.4685,1600.0,,,,,,,,,,,
265500,,,,,,4578.1191,-44.1823,-44.1823,4565.9653,70317.3438,0.1605,9.2631,0.3438
266000,,,,,,4092.0747,-44.1823,-44.1823,4079.2791,52954.7266,0.1798,8.6623,0.6844
266006,,,1600,178.2277,48.8384,,,,,,,,
266500,,,,,,4687.9385,-44.1823,-44.1823,4675.0122,73789.8047,0.13,5.59,0.1349
267000,,,,,,4601.4307,-44.1823,-44.1823,4588.7393,42813.8125,0.203,8.3306,0.1819
267500,,,,,,4592.6865,-44.1823,-44.1823,4578.9702,62853.1406,0.1273,4.3813,0.1425
267606,,,1600,189.8614,81.6758,,,,,,,,
268000,,,,,,4961.1133,-44.1823,-44.1823,4947.5874,66199.5703,0.2103,12.1006,0.1141
268500,,,,,,4715.6172,-44.1823,-44.1823,4703.0635,50786.7656,0.2022,8.3709,0.2776
269000,,,,,,4987.3096,-44.1823,-44.1823,4974.1333,78658.6172,0.1596,6.0003,0.1307
269206,,,1600,191.6384,82.6281,,,,,,,,
269500,,,,,,4993.5615,-44.1823,-44.1823,4980.8975,91062.4219,0.2284,8.7874,0.384
270000,,,,,,5315.2969,-44.1823,-44.1823,5302.3496,125872.8672,0.1626,8.5864,0.3114
270000,-110.9494,80.5,,,,,,,,,,,
270500,,,,,,4517.3022,-44.1823,-44.1823,4504.7417,98001.8828,0.1599,8.6691,0.1947
270806,,,1600,202.5233,78.8261,,,,,,,,
271000,,,,,,4368.1641,-44.1823,-44.1823,4355.4307,103726.8203,0.24,10.6499,0.1848
271500,,,,,,4788.4229,-44.1823,-44.1823,4776.061,117226.8906,0.1108,3.4468,0.5182
272000,,,,,,4792.5732,-44.1823,-44.1823,4780.1431,62617.2891,0.1816,3.9201,0.1622
272406,,,1600,165.0078,82.32,,,,,,,,
272484,,,78,-118.8552,82.8106,,,,,,,,
272500,,,,,,4863.3916,-44.1823,-44.1823,4850.1631,57545.0,0.2111,12.3487,0.195
272599,,,115,-109.5715,82.4733,,,,,,,,
272661,,,62,-99.0624,82.6688,,,,,,,,
272737,,,76,-101.2583,86.4061,,,,,,,,
272864,,,127,-107.1253,94.0215,,,,,,,,
272946,,,82,-101.0772,82.8633,,,,,,,,
273000,,,,,,4787.7979,-44.1823,-44.1823,4775.3477,53774.3984,0.2501,13.5987,0.1908
273019,,,73,-99.835,82.4343,,,,,,,,
273117,,,98,-102.2654,82.5108,,,,,,,,
273244,,,127,-107.8157,82.5256,,,,,,,,
273320,,,76,-100.0902,83.7285,,,,,,,,
273424,,,104,-107.0914,82.2071,,,,,,,,
273500,,,,,,4326.2295,-44.1823,-44.1823,4314.9048,64289.75,0.1704,9.2904,0.2088
273507,,,83,-100.8361,81.5577,,,,,,,,
273611,,,104,-108.0271,81.4114,,,,,,,,
273683,,,72,-99.6435,81.7801,,,,,,,,
273804,,,121,-110.9223,81.5418,,,,,,,,
273894,,,90,-110.1216,81.6076,,,,,,,,
274000,,,,,,4681.8716,-44.1823,-44.1823,4670.21,60141.7773,0.2799,13.1203,0.1779
274005,,,111,-109.9186,82.4915,,,,,,,,
274385,,,380,-138.3249,82.1279,,,,,,,,
274500,,,,,,4476.6904,-44.1823,-44.1823,4464.3887,94562.6094,0.188,14.4941,0.1555
274549,,,164,-114.983,81.6513,,,,,,,,
275000,,,,,,4479.6294,-44.1823,-44.1823,4467.2954,34537.168,0.8262,34.1714,0.2246
275000,-151.9112,1150.0,,,,,,,,,,,
275500,,,,,,4814.2461,-44.1823,-44.1823,4802.1123,75171.2344,0.371,12.9409,0.1626
276000,,,,,,4318.1738,-44.1823,-44.1823,4306.3149,53827.0703,1.0065,47.7974,0.2328
276149,,,1600,-173.1229,54.5973,,,,,,,,
276229,,,80,-102.4472,82.8161,,,,,,,,
276482,,,253,-120.301,82.616,,,,,,,,
276500,,,,,,4712.7124,-44.1823,-44.1823,4700.7949,87224.6797,0.3377,13.3413,0.2246
276593,,,111,-106.3452,82.6574,,,,,,,,
276680,,,87,-103.3164,82.2937,,,,,,,,
276880,,,200,-115.9185,82.6723,,,,,,,,
276963,,,83,-103.2428,82.8128,,,,,,,,
277000,,,,,,4549.0879,-44.1823,-44.1823,4537.7471,61483.5234,0.2776,10.0064,0.1234
277500,,,,,,4823.1587,-44.1823,-44.1823,4811.7744,73868.3359,0.3624,24.9594,0.3014
278000,,,,,,4645.5723,-44.1823,-44.1823,4635.0527,56590.0625,1.2058,64.2057,0.2758
278500,,,,,,4265.897,-44.1823,-44.1823,4253.6826,58115.1367,0.6145,37.6759,0.3345
278563,,,1600,-155.2786,82.5597,,,,,,,,
279000,,,,,,4741.7695,-44.1823,-44.1823,4730.2207,52302.1016,0.3373,19.235,0.245
279500,,,,,,4425.2178,-44.1823,-44.1823,4415.0762,82110.4922,0.5007,26.3615,0.2027
280000,,,,,,3872.2725,-44.1823,-44.1823,3860.0691,61759.4414,0.5094,41.8399,0.2004
280000,-147.569,781.1,,,,,,,,,,,
280163,,,1600,-156.6437,61.4583,,,,,,,,
280500,,,,,,4482.5723,-44.1823,-44.1823,4470.9023,39624.3555,0.3067,13.4417,0.3075
281000,,,,,,4409.8574,-44.1823,-44.1823,4398.7559,46624.5781,0.6749,49.1276,0.3779
281500,,,,,,4572.3486,-44.1823,-44.1823,4561.5884,55029.2227,0.7883,52.086,0.1878
281763,,,1600,-164.4371,83.453,,,,,,,,
282000,,,,,,3783.9839,-44.1823,-44.1823,3773.1055,55739.1289,0.2737,15.2226,0.3205
282500,,,,,,4376.3105,-44.1823,-44.1823,4363.6343,51548.2031,0.3721,23.9261,0.2356
283000,,,,,,4114.1572,-44.1823,-44.1823,4102.6162,93187.9766,0.2437,11.033,0.2621
283063,,,1300,-231.4621,82.5042,,,,,,,,
283500,,,,,,4609.8677,-44.1823,-44.1823,4598.022,72426.2656,0.324,10.8984,0.3339
284000,,,,,,4134.1304,-44.1823,-44.1823,4122.6777,54364.3789,0.7181,38.9863,0.2292
284500,,,,,,4094.9409,-44.1823,-44.1823,4083.6106,58358.7227,0.397,20.6763,0.2111
284663,,,1600,-158.1272,82.0948,,,,,,,,
285000,,,,,,5320.585,-44.1823,-44.1823,5308.7114,114477.2812,0.2742,10.6836,0.3251
285000,-136.2015,859.9,,,,,,,,,,,
285500,,,,,,4633.3545,-44.1823,-44.1823,4621.6445,63454.6055,0.3969,26.9764,0.3457
286000,,,,,,4062.8398,-44.1823,-44.1823,4050.8293,88820.4141,0.1797,10.8408,0.2394
286263,,,1600,-148.8431,59.4536,,,,,,,,
286500,,,,,,4735.6309,-44.1823,-44.1823,4725.1299,80029.5234,0.7847,55.5182,0.3107
287000,,,,,,4197.1772,-44.1823,-44.1823,4186.2388,62044.5039,0.5072,25.946,0.3695
287500,,,,,,4391.5337,-44.1823,-44.1823,4380.2178,65710.4922,0.2833,16.3118,0.2442
287863,,,1600,-149.6023,82.2672,,,,,,,,
288000,,,,,,4829.6523,-44.1823,-44.1823,4818.2627,62757.4219,0.156,10.771,0.2492
288500,,,,,,3992.1421,-44.1823,-44.1823,3980.8191,70043.5312,0.2238,18.5812,0.2865
288799,,,936,-181.5968,82.6765,,,,,,,,
288880,,,81,-104.3463,81.8698,,,,,,,,
289000,,,,,,4210.251,-44.1823,-44.1823,4199.5249,69055.2812,0.2716,31.5927,0.3045
289007,,,127,-107.0359,81.1645,,,,,,,,
289097,,,90,-104.0385,81.0773,,,,,,,,
289177,,,80,-104.0299,81.4416,,,,,,,,
