env_steps,return,length,train/length,train/return,FPS,rkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
84500,,,,,,5152.8784,-44.1823,-44.1823,5161.9146,29160.1191,1.1181,63.7227,0.9136
85000,,,,,,5116.4438,-44.1823,-44.1823,5124.9775,39383.7148,0.9152,52.6369,0.722
85000,-119.3351,1298.4,,,,,,,,,,,
85306,,,1600,-71.526,53.3076,,,,,,,,
85361,,,55,-108.5366,82.7996,,,,,,,,
85442,,,81,-103.1848,83.101,,,,,,,,
85500,,,,,,4705.5215,-44.1823,-44.1823,4714.9141,25848.6172,1.0141,90.3271,0.6706
85527,,,85,-102.228,82.3565,,,,,,,,
85630,,,103,-105.8498,81.5019,,,,,,,,
86000,,,,,,4964.4692,-44.1823,-44.1823,4972.8779,34478.0078,0.9736,59.5227,0.6563
86500,,,,,,4826.1416,-44.1823,-44.1823,4834.5659,33714.3047,1.639,69.8611,0.6469
87000,,,,,,4888.0879,-44.1823,-44.1823,4895.6021,35025.5,0.9883,58.7123,0.7206
87230,,,1600,-132.6097,82.0947,,,,,,,,
87397,,,167,-120.9059,81.3242,,,,,,,,
87500,,,,,,4575.6763,-44.1823,-44.1823,4584.144,36926.8008,0.9481,53.9188,0.9048
88000,,,,,,4691.2539,-44.1823,-44.1823,4700.3555,27435.6641,1.0508,56.0974,0.9676
88500,,,,,,4994.9629,-44.1823,-44.1823,5005.4336,36912.1445,1.4074,72.7972,0.6258
88997,,,1600,-129.2451,82.6475,,,,,,,,
89000,,,,,,4698.4995,-44.1823,-44.1823,4706.4009,28034.25,1.4951,66.4799,0.5993
89500,,,,,,4949.5923,-44.1823,-44.1823,4958.627,35523.3945,0.9093,42.5442,0.7228
90000,,,,,,4584.4448,-44.1823,-44.1823,4594.5762,39235.8359,0.8554,93.556,0.662
90000,-146.9581,1452.7,,,,,,,,,,,
90500,,,,,,5089.2842,-44.1823,-44.1823,5097.8872,52285.1445,0.5738,46.8547,0.5665
90597,,,1600,-133.6954,50.9399,,,,,,,,
91000,,,,,,5380.1533,-44.1823,-44.1823,5388.9771,46462.457,0.7151,66.2992,0.6059
91500,,,,,,4333.646,-44.1823,-44.1823,4342.5957,36234.4336,0.8031,71.8801,0.64
92000,,,,,,5465.9072,-44.1823,-44.1823,5474.7329,41978.4609,1.2584,95.1251,0.5383
92197,,,1600,-141.7674,81.7685,,,,,,,,
92500,,,,,,5221.8428,-44.1823,-44.1823,5230.1899,30096.1992,0.7697,59.8447,0.8157
93000,,,,,,5577.8354,-44.1823,-44.1823,5586.7119,42612.4062,0.6936,40.8441,0.6784
93500,,,,,,4426.207,-44.1823,-44.1823,4436.4771,34740.5117,1.1041,55.73,0.7019
93797,,,1600,-130.7354,82.8305,,,,,,,,
94000,,,,,,5218.6167,-44.1823,-44.1823,5227.9312,33251.0664,0.9106,42.7204,0.6499
94500,,,,,,5295.9648,-44.1823,-44.1823,5303.7056,29970.3926,0.8059,42.9841,0.4638
95000,,,,,,4570.6519,-44.1823,-44.1823,4579.7012,30269.7148,1.0579,70.1148,0.7175
95000,-115.3131,1432.7,,,,,,,,,,,
95397,,,1600,-38.6604,50.9295,,,,,,,,
95500,,,,,,5161.8555,-44.1823,-44.1823,5171.4282,42964.6992,0.5705,33.3225,0.5294
96000,,,,,,5320.751,-44.1823,-44.1823,5328.8574,43771.0312,1.0671,61.2022,0.9725
96500,,,,,,5237.9082,-44.1823,-44.1823,5247.3232,33147.9844,0.7401,43.8239,0.519
96997,,,1600,-162.6091,82.0363,,,,,,,,
97000,,,,,,5305.0513,-44.1823,-44.1823,5315.0059,48490.3359,0.897,79.5273,0.5207
97500,,,,,,5698.2231,-44.1823,-44.1823,5707.4917,58480.2305,0.7102,48.4582,0.8236
98000,,,,,,5276.2637,-44.1823,-44.1823,5285.2168,42921.4766,0.8978,68.32,0.6096
98500,,,,,,4872.1929,-44.1823,-44.1823,4881.8208,33621.9688,0.5135,34.3588,0.7786
98597,,,1600,-125.5311,81.7723,,,,,,,,
99000,,,,,,5428.9014,-44.1823,-44.1823,5438.6475,51512.5977,1.0801,125.4058,0.8872
99500,,,,,,4993.7983,-44.1823,-44.1823,5004.0806,44224.4805,0.8142,43.7417,0.5399
100000,,,,,,5642.5112,-44.1823,-44.1823,5649.5654,35835.3398,0.6976,55.252,0.6832
100000,-104.0128,1155.5,,,,,,,,,,,
100197,,,1600,-41.0896,55.2356,,,,,,,,
100500,,,,,,5646.3286,-44.1823,-44.1823,5656.5122,39094.9219,0.7453,46.7047,0.716
101000,,,,,,5331.4805,-44.1823,-44.1823,5339.5737,35545.3086,0.8007,47.3702,0.7576
101500,,,,,,5326.3618,-44.1823,-44.1823,5335.3887,34463.6758,0.9541,72.563,0.5679
101797,,,1600,-51.3262,83.1365,,,,,,,,
102000,,,,,,5293.4058,-44.1823,-44.1823,5302.3247,43588.8086,0.603,37.207,0.529
102500,,,,,,5214.4688,-44.1823,-44.1823,5223.0474,48930.2461,0.732,32.4315,0.4311
102977,,,1180,-139.9725,82.4197,,,,,,,,
103000,,,,,,5190.6104,-44.1823,-44.1823,5197.5181,34001.7383,0.9016,63.5706,0.6175
103500,,,,,,5882.1055,-44.1823,-44.1823,5889.8662,37635.3555,0.6116,61.6657,0.6367
104000,,,,,,5035.8584,-44.1823,-44.1823,5045.606,28359.9004,0.4648,43.4822,0.6509
104500,,,,,,5784.7637,-44.1823,-44.1823,5792.375,34966.5234,0.7669,94.7319,0.6325
104577,,,1600,-105.7563,82.4165,,,,,,,,
105000,,,,,,5548.2944,-44.1823,-44.1823,5556.2002,34667.707,0.6456,48.5797,0.5974
105000,-112.8815,213.3,,,,,,,,,,,
105500,,,,,,5216.7822,-44.1823,-44.1823,5225.7852,36005.5156,0.4948,32.6847,0.461
106000,,,,,,5520.8115,-44.1823,-44.1823,5529.7041,35111.1211,0.8578,48.2819,0.4851
106177,,,1600,-53.3044,74.9679,,,,,,,,
106500,,,,,,4991.0269,-44.1823,-44.1823,4998.105,40799.8516,0.7826,67.9337,0.5168
107000,,,,,,5465.0762,-44.1823,-44.1823,5473.7661,36929.4375,0.5465,35.0134,0.4731
107500,,,,,,5607.1763,-44.1823,-44.1823,5614.6484,45938.4805,0.6514,39.8748,0.4636
107777,,,1600,-67.9689,82.1798,,,,,,,,
108000,,,,,,5511.2876,-44.1823,-44.1823,5518.27,48896.2148,0.6141,43.1485,0.6061
108500,,,,,,5449.0552,-44.1823,-44.1823,5457.2817,34207.0156,0.5575,32.4157,0.7045
109000,,,,,,5719.6748,-44.1823,-44.1823,5727.2427,43395.3477,0.45,28.8127,0.5389
109377,,,1600,-113.1573,81.7324,,,,,,,,
109500,,,,,,5538.7207,-44.1823,-44.1823,5546.1523,44709.5977,0.6795,55.973,0.8218
110000,,,,,,5364.2549,-44.1823,-44.1823,5372.0601,40932.0195,0.5219,45.0654,0.4914
110000,-84.4418,1383.5,,,,,,,,,,,
110500,,,,,,5729.6245,-44.1823,-44.1823,5736.5317,35693.793,0.5891,68.2863,0.3644
110977,,,1600,-80.7861,51.4139,,,,,,,,
111000,,,,,,5390.1646,-44.1823,-44.1823,5399.5142,40847.1445,0.3484,40.1057,0.4829
111500,,,,,,5806.9761,-44.1823,-44.1823,5813.918,43877.6172,0.5745,43.9501,0.4089
112000,,,,,,5679.5771,-44.1823,-44.1823,5686.6924,40361.4727,0.451,46.4326,0.5302
112500,,,,,,5752.4863,-44.1823,-44.1823,5759.8105,36825.6523,0.3015,19.976,0.4022
112577,,,1600,-128.6618,82.6275,,,,,,,,
112630,,,53,-107.9364,83.9072,,,,,,,,
112809,,,179,-131.7591,83.2998,,,,,,,,
113000,,,,,,5449.0552,-44.1823,-44.1823,5457.291,33156.4453,0.8641,53.0701,0.3686
113500,,,,,,5851.6016,-44.1823,-44.1823,5858.8804,38151.9453,0.4808,33.3716,0.4787
113593,,,784,-182.5465,82.9309,,,,,,,,
113691,,,98,-114.2853,83.4811,,,,,,,,
113809,,,118,-131.4179,82.7402,,,,,,,,
114000,,,,,,5435.3833,-44.1823,-44.1823,5442.1479,51601.0039,1.2507,71.8587,0.6682
114500,,,,,,5618.2876,-44.1823,-44.1823,5626.2012,37900.1641,0.3814,40.8887,0.5275
115000,,,,,,5632.2959,-44.1823,-44.1823,5639.5117,53732.6914,0.6903,53.8285,0.4923
115000,-137.0342,994.5,,,,,,,,,,,
115409,,,1600,-90.8862,57.9885,,,,,,,,
115500,,,,,,5513.8911,-44.1823,-44.1823,5520.939,40032.3945,0.6348,35.6647,0.4583
116000,,,,,,5505.9336,-44.1823,-44.1823,5512.9453,47206.6016,0.8742,49.2946,0.5713
116048,,,639,-121.878,82.8278,,,,,,,,
116500,,,,,,5891.8218,-44.1823,-44.1823,5899.7524,41957.3008,0.4958,31.9496,0.5947
116639,,,591,-111.8192,82.9328,,,,,,,,
116797,,,158,-120.01,82.7878,,,,,,,,
117000,,,,,,5643.9883,-44.1823,-44.1823,5652.1191,35116.5586,0.56,48.6064,0.7347
117103,,,306,-129.8944,82.9298,,,,,,,,
117245,,,142,-132.132,82.7242,,,,,,,,
117375,,,130,-115.6396,82.738,,,,,,,,
117500,,,,,,6078.5361,-44.1823,-44.1823,6085.7695,39757.9336,0.8568,37.1694,0.5578
117553,,,178,-111.8589,83.2098,,,,,,,,
117676,,,123,-121.5711,82.9046,,,,,,,,
118000,,,,,,5138.9839,-44.1823,-44.1823,5147.0298,36711.0312,0.4817,34.3916,0.8499
118500,,,,,,5456.3418,-44.1823,-44.1823,5462.8013,45340.8594,0.7782,39.539,0.5522
119000,,,,,,6302.979,-44.1823,-44.1823,6310.1709,39194.6211,0.4977,26.8971,0.2804
119276,,,1600,-124.7557,83.6364,,,,,,,,
119500,,,,,,6152.5088,-44.1823,-44.1823,6159.6177,51231.1953,1.0092,43.9144,0.4643
120000,,,,,,5845.999,-44.1823,-44.1823,5853.2886,44917.7734,0.5125,56.5976,0.5202
120000,-102.5501,683.2,,,,,,,,,,,
120500,,,,,,6070.4868,-44.1823,-44.1823,6077.0708,46243.7109,0.2974,19.2327,0.4225
120876,,,1600,-121.2023,63.7386,,,,,,,,
120964,,,88,-114.0791,83.26,,,,,,,,
121000,,,,,,5510.1846,-44.1823,-44.1823,5517.1978,43361.0703,0.7097,34.9515,0.428
121039,,,75,-113.0377,84.3676,,,,,,,,
121085,,,46,-116.9502,83.167,,,,,,,,
121500,,,,,,5713.0342,-44.1823,-44.1823,5720.3682,60864.2734,0.6961,31.6949,0.473
121664,,,579,-143.8473,81.7968,,,,,,,,
121757,,,93,-119.2629,81.1947,,,,,,,,
122000,,,,,,5959.8384,-44.1823,-44.1823,5967.0161,55468.5586,1.61,52.1702,0.5599
122500,,,,,,5763.5015,-44.1823,-44.1823,5770.3545,31685.2988,0.7081,43.1687,0.3752
123000,,,,,,5630.835,-44.1823,-44.1823,5638.646,53197.1914,0.5112,34.8077,0.3188
123357,,,1600,33.0768,81.2502,,,,,,,,
123500,,,,,,5964.7568,-44.1823,-44.1823,5973.0957,37278.6914,0.6765,39.6476,0.4214
124000,,,,,,5727.6533,-44.1823,-44.1823,5735.71,54481.8047,0.3105,21.2982,0.3523
124500,,,,,,5986.8486,-44.1823,-44.1823,5996.0654,39882.5156,0.3735,29.2017,0.5848
124957,,,1600,-107.7472,83.0471,,,,,,,,
125000,,,,,,6098.9609,-44.1823,-44.1823,6106.9595,31648.666,0.6914,39.9892,0.5055
125000,-57.025,1503.2,,,,,,,,,,,
125500,,,,,,5568.1538,-44.1823,-44.1823,5575.6548,39203.1797,0.7799,50.8797,0.4536
126000,,,,,,5971.7637,-44.1823,-44.1823,5979.5903,43979.9375,0.6268,45.7684,0.4751
126500,,,,,,5162.8711,-44.1823,-44.1823,5170.7192,41740.2969,0.348,25.7033,0.4052
126557,,,1600,-63.3763,49.4656,,,,,,,,
127000,,,,,,6279.3896,-44.1823,-44.1823,6287.1172,43664.0742,0.4573,34.0302,0.5047
127500,,,,,,5343.7881,-44.1823,-44.1823,5350.9438,42780.4531,1.1972,76.0077,0.7031
128000,,,,,,5914.1484,-44.1823,-44.1823,5920.8291,53956.3047,0.3619,19.0026,0.6949
128157,,,1600,-56.8453,82.3768,,,,,,,,
128500,,,,,,5737.249,-44.1823,-44.1823,5744.9712,44596.8711,0.8563,42.1044,0.6831
129000,,,,,,5873.3901,-44.1823,-44.1823,5880.1528,52085.5312,0.6073,63.9851,0.5275
129500,,,,,,5608.0811,-44.1823,-44.1823,5616.1826,43826.707,0.799,47.163,0.4528
129757,,,1600,-30.5393,81.9756,,,,,,,,
130000,,,,,,6046.0645,-44.1823,-44.1823,6052.5659,45497.6211,0.3155,20.8599,0.3112
130000,-39.7038,1600.0,,,,,,,,,,,
130500,,,,,,5577.3467,-44.1823,-44.1823,5584.2041,43587.9531,0.5581,45.8147,0.3601
131000,,,,,,5967.8848,-44.1823,-44.1823,5975.6025,44173.6758,0.7701,42.6237,0.4222
131357,,,1600,-24.1889,48.2264,,,,,,,,
131500,,,,,,6052.2744,-44.1823,-44.1823,6060.4443,37059.4922,0.6016,30.0114,0.5967
132000,,,,,,6171.417,-44.1823,-44.1823,6177.9429,39861.7188,0.4186,26.3259,0.8142
132500,,,,,,5746.0923,-44.1823,-44.1823,5753.0518,41557.5391,0.2651,25.9804,0.3703
132957,,,1600,-30.3013,82.2692,,,,,,,,
133000,,,,,,6609.8408,-44.1823,-44.1823,6616.8145,41510.9531,0.3657,28.9652,0.2956
133500,,,,,,6219.1396,-44.1823,-44.1823,6227.0801,53145.2227,0.2903,21.6281,0.436
134000,,,,,,6099.7065,-44.1823,-44.1823,6107.5298,60117.8711,0.4779,34.8449,0.4513
134500,,,,,,5277.5386,-44.1823,-44.1823,5285.146,49366.7969,0.6164,40.8911,0.2919
134557,,,1600,-27.7309,82.7477,,,,,,,,
135000,,,,,,6010.8867,-44.1823,-44.1823,6016.8105,48889.5078,0.3366,24.8218,0.4104
135000,-46.2103,1600.0,,,,,,,,,,,
135500,,,,,,6207.292,-44.1823,-44.1823,6215.5679,54040.9883,0.3013,20.2287,0.4415
136000,,,,,,5753.8994,-44.1823,-44.1823,5760.3413,57297.9609,0.4719,65.0611,0.5416
136157,,,1600,-28.8231,49.523,,,,,,,,
136500,,,,,,6299.1934,-44.1823,-44.1823,6305.6982,44674.6094,0.3191,29.9507,0.4161
137000,,,,,,5797.5693,-44.1823,-44.1823,5804.4438,46356.5742,0.3351,26.2917,0.391
137500,,,,,,5688.8564,-44.1823,-44.1823,5697.1489,46795.2305,0.3481,31.9801,0.665
137757,,,1600,-35.931,83.3459,,,,,,,,
138000,,,,,,5527.812,-44.1823,-44.1823,5535.0762,40979.0312,0.27,29.2449,0.5283
138500,,,,,,6524.0225,-44.1823,-44.1823,6530.8354,63181.2578,0.1483,12.7248,0.3324
138977,,,1220,-167.6181,82.7785,,,,,,,,
139000,,,,,,5735.0825,-44.1823,-44.1823,5743.5811,41693.6328,0.5888,58.1125,0.2902
139500,,,,,,6387.978,-44.1823,-44.1823,6395.5825,50352.8203,0.3448,25.8608,0.3664
140000,,,,,,5765.5649,-44.1823,-44.1823,5771.186,56739.0,0.4487,34.1065,0.2558
140000,41.5911,1600.0,,,,,,,,,,,
140500,,,,,,6520.0371,-44.1823,-44.1823,6526.9194,32632.6992,0.7575,48.1806,0.3301
140577,,,1600,-170.0621,48.5664,,,,,,,,
141000,,,,,,6209.5537,-44.1823,-44.1823,6217.1338,43448.5312,0.3921,53.8737,0.561
141500,,,,,,5918.4995,-44.1823,-44.1823,5926.083,53498.0586,0.3599,27.1238,0.2887
141782,,,1205,-234.2365,82.8936,,,,,,,,
142000,,,,,,5827.0288,-44.1823,-44.1823,5834.4497,36620.3164,0.3476,33.8231,0.4177
142408,,,626,-118.8307,82.9955,,,,,,,,
142500,,,,,,5780.5225,-44.1823,-44.1823,5787.5815,47094.1875,0.3759,24.1465,0.4252
143000,,,,,,5770.6543,-44.1823,-44.1823,5777.5073,44739.7578,0.8104,42.3014,0.4311
143414,,,1006,-116.2355,81.6506,,,,,,,,
143500,,,,,,5178.0635,-44.1823,-44.1823,5185.25,48904.4141,0.2441,24.2705,0.5291
144000,,,,,,5488.2939,-44.1823,-44.1823,5495.541,42585.5977,0.7561,63.6579,0.4463
144500,,,,,,5861.8564,-44.1823,-44.1823,5869.0493,52130.4258,0.5466,43.5621,0.5481
145000,,,,,,5919.9824,-44.1823,-44.1823,5927.9336,44119.3008,0.5337,35.3301,0.3641
145000,-63.0363,1085.5,,,,,,,,,,,
145014,,,1600,17.0877,56.2542,,,,,,,,
145500,,,,,,6461.3501,-44.1823,-44.1823,6468.313,39764.7266,1.5817,69.8829,0.3519
146000,,,,,,5569.9526,-44.1823,-44.1823,5577.249,49164.7422,0.6605,40.3118,0.538
146500,,,,,,5792.1084,-44.1823,-44.1823,5799.314,47428.2461,0.9238,52.6484,0.4474
146614,,,1600,17.7372,81.6863,,,,,,,,
146731,,,117,-115.5977,83.0134,,,,,,,,
147000,,,,,,5871.9927,-44.1823,-44.1823,5879.5039,46234.6055,0.2312,19.5972,0.2553
147500,,,,,,6136.9751,-44.1823,-44.1823,6143.7388,55018.2852,0.2912,20.9792,0.4337
148000,,,,,,5983.0898,-44.1823,-44.1823,5989.6392,63175.9297,0.3768,23.8112,0.3313
148331,,,1600,8.3048,82.0446,,,,,,,,
148500,,,,,,6008.4175,-44.1823,-44.1823,6014.6323,43826.6055,0.2789,16.9083,0.487
149000,,,,,,6962.23,-44.1823,-44.1823,6968.7832,51750.0898,0.447,29.6869,0.2467
149500,,,,,,6185.3281,-44.1823,-44.1823,6192.3047,52421.8711,0.5032,37.6837,0.4054
149931,,,1600,41.9325,81.7221,,,,,,,,
150000,,,,,,5796.4814,-44.1823,-44.1823,5803.6426,58089.9844,0.2904,15.2194,0.2267
150000,47.9596,1600.0,,,,,,,,,,,
150500,,,,,,6720.6816,-44.1823,-44.1823,6727.0801,48045.7188,0.461,48.5848,0.3377
151000,,,,,,5528.8677,-44.1823,-44.1823,5537.0317,39144.668,0.5464,27.818,0.4359
151500,,,,,,5768.8291,-44.1823,-44.1823,5774.9248,52182.0664,0.2711,30.2718,0.3771
151531,,,1600,44.9312,48.3794,,,,,,,,
152000,,,,,,6755.5195,-44.1823,-44.1823,6760.9517,48625.5781,0.4888,41.5636,0.4233
152500,,,,,,6182.5483,-44.1823,-44.1823,6188.8184,52863.2695,0.6867,39.711,0.3219
153000,,,,,,6777.563,-44.1823,-44.1823,6784.6416,55743.9414,0.2049,16.3684,0.2556
153131,,,1600,45.6853,82.6783,,,,,,,,
153204,,,73,-105.0325,103.2876,,,,,,,,
153500,,,,,,5688.9878,-44.1823,-44.1823,5694.7466,45725.8125,0.4996,38.9826,0.3133
154000,,,,,,5808.8652,-44.1823,-44.1823,5815.0205,54029.5938,0.3422,35.9221,0.4441
154500,,,,,,6317.9473,-44.1823,-44.1823,6322.6338,72143.4609,0.5768,44.1516,0.3887
154804,,,1600,-169.7169,82.5498,,,,,,,,
155000,,,,,,5998.1895,-44.1823,-44.1823,6003.6245,72961.8594,0.3778,33.0783,0.2669
155000,30.534,1600.0,,,,,,,,,,,
155500,,,,,,6310.9893,-44.1823,-44.1823,6317.437,56121.7109,0.3294,29.4898,0.3571
156000,,,,,,6286.8252,-44.1823,-44.1823,6292.9888,41744.8867,0.6625,55.9197,0.3958
156404,,,1600,58.4009,48.5145,,,,,,,,
156500,,,,,,5736.8193,-44.1823,-44.1823,5742.2559,43259.3945,0.2208,17.6444,0.2387
157000,,,,,,5746.2285,-44.1823,-44.1823,5752.085,71471.2578,1.2622,48.6372,0.8113
157500,,,,,,6623.7104,-44.1823,-44.1823,6628.8101,56786.0898,0.1529,11.8159,0.3091
158000,,,,,,5761.8589,-44.1823,-44.1823,5767.52,51087.3945,0.2283,22.598,0.609
158004,,,1600,65.601,82.8519,,,,,,,,
158500,,,,,,6467.3936,-44.1823,-44.1823,6472.2529,66792.9219,0.4786,32.0213,0.5275
159000,,,,,,5764.7563,-44.1823,-44.1823,5770.1572,65213.0352,0.3593,22.7523,0.545
159500,,,,,,5871.7114,-44.1823,-44.1823,5876.6426,49919.2148,0.4307,30.8156,0.4784
159604,,,1600,46.7996,82.0255,,,,,,,,
160000,,,,,,5696.6426,-44.1823,-44.1823,5701.4424,44013.668,0.41,22.1157,0.2554
160000,73.2229,1600.0,,,,,,,,,,,
160500,,,,,,6553.0557,-44.1823,-44.1823,6557.4219,49361.8789,0.2316,18.0201,0.3068
161000,,,,,,6139.1992,-44.1823,-44.1823,6144.2959,47541.4102,0.5048,33.4463,0.1991
161204,,,1600,76.4679,48.6602,,,,,,,,
161500,,,,,,6304.1895,-44.1823,-44.1823,6308.4419,64950.3125,0.2569,26.6408,0.3846
162000,,,,,,6264.833,-44.1823,-44.1823,6268.9829,69600.5938,0.3455,33.6536,0.3273
162500,,,,,,6005.4731,-44.1823,-44.1823,6010.4551,89658.8125,0.312,23.8156,0.3228
162804,,,1600,75.5318,82.0759,,,,,,,,
163000,,,,,,5769.5254,-44.1823,-44.1823,5774.5747,44591.7773,0.1911,15.1323,0.4693
163500,,,,,,5271.4648,-44.1823,-44.1823,5275.6938,39671.3164,0.2029,16.1494,0.1566
163871,,,1067,-56.7029,82.2143,,,,,,,,
163953,,,82,-102.5065,81.6384,,,,,,,,
164000,,,,,,5870.272,-44.1823,-44.1823,5874.5327,54951.6719,0.497,32.555,0.2777
164500,,,,,,6230.7188,-44.1823,-44.1823,6234.5396,63114.4609,0.3231,32.507,0.3375
164575,,,622,-181.7614,81.8579,,,,,,,,
165000,,,,,,6315.7842,-44.1823,-44.1823,6319.9727,65794.1328,0.2536,24.4178,0.5093
165000,80.1018,1498.8,,,,,,,,,,,
165500,,,,,,5509.415,-44.1823,-44.1823,5513.5322,52187.6602,0.3293,28.7101,0.3542
166000,,,,,,5330.249,-44.1823,-44.1823,5333.2456,44486.0156,0.6494,58.6602,0.3252
166175,,,1600,77.2885,49.713,,,,,,,,
166318,,,143,-111.5691,81.4731,,,,,,,,
166426,,,108,-107.8961,83.5893,,,,,,,,
166500,,,,,,6493.1436,-44.1823,-44.1823,6496.6562,51032.2656,0.4302,37.5779,0.2977
166888,,,462,-145.7953,82.195,,,,,,,,
167000,,,,,,6261.1318,-44.1823,-44.1823,6264.9463,57064.2734,0.399,48.2754,0.2682
167018,,,130,-109.5089,83.1113,,,,,,,,
167201,,,183,-127.3205,83.21,,,,,,,,
167500,,,,,,5693.2871,-44.1823,-44.1823,5697.9126,57408.8516,0.7018,36.9247,0.2328
168000,,,,,,5338.4043,-44.1823,-44.1823,5342.2554,66865.9688,0.3971,17.227,0.3643
168500,,,,,,5731.3867,-44.1823,-44.1823,5734.9146,56660.0469,0.2982,22.2226,0.2178
168801,,,1600,31.8267,82.1251,,,,,,,,
169000,,,,,,6087.3467,-44.1823,-44.1823,6092.5791,51953.4062,0.6975,35.6142,0.2199
169500,,,,,,5870.6919,-44.1823,-44.1823,5873.6509,43874.1172,0.189,15.0991,0.3565
170000,,,,,,5972.5952,-44.1823,-44.1823,5977.333,47147.2617,0.2673,21.766,0.2213
170000,23.8067,1600.0,,,,,,,,,,,
170401,,,1600,7.0875,49.7295,,,,,,,,
170500,,,,,,6604.9238,-44.1823,-44.1823,6608.1895,55633.4062,0.3568,20.6584,0.1709
171000,,,,,,6240.4814,-44.1823,-44.1823,6244.5576,52186.5664,0.3648,16.8842,0.2757
171500,,,,,,6111.4932,-44.1823,-44.1823,6115.6025,53609.3828,0.1573,10.6393,0.2044
172000,,,,,,6109.3735,-44.1823,-44.1823,6113.5278,47089.5586,0.2437,23.3395,0.3434
172001,,,1600,19.5033,82.3687,,,,,,,,
172500,,,,,,5712.1587,-44.1823,-44.1823,5715.6606,39484.3359,0.2906,27.4025,0.1426
173000,,,,,,5591.915,-44.1823,-44.1823,5595.8447,41322.8477,0.2654,28.7095,0.2741
173500,,,,,,6233.5781,-44.1823,-44.1823,6236.9561,50689.3125,0.2233,12.5519,0.2073
173601,,,1600,3.4529,81.7624,,,,,,,,
174000,,,,,,6082.1597,-44.1823,-44.1823,6085.5029,66510.5547,0.2994,25.6852,0.2409
174500,,,,,,5967.2061,-44.1823,-44.1823,5970.5957,55959.6328,0.2519,15.0237,0.3959
175000,,,,,,5919.6318,-44.1823,-44.1823,5922.269,54486.2695,0.464,33.214,0.5265
175000,15.4404,1600.0,,,,,,,,,,,
175201,,,1600,15.0172,48.693,,,,,,,,
175500,,,,,,5865.3525,-44.1823,-44.1823,5868.9395,46490.1484,0.2595,23.0328,0.416
176000,,,,,,5938.0737,-44.1823,-44.1823,5941.8291,50016.6797,0.2241,21.2682,0.2339
176500,,,,,,5350.9258,-44.1823,-44.1823,5353.9043,83414.5078,0.2359,18.347,0.2927
176801,,,1600,28.593,81.9413,,,,,,,,
177000,,,,,,5379.1538,-44.1823,-44.1823,5382.7617,49018.7695,0.1792,17.2462,0.2234
177500,,,,,,5788.001,-44.1823,-44.1823,5790.9404,90555.4375,0.2832,28.1542,0.5398
178000,,,,,,5309.0923,-44.1823,-44.1823,5311.7363,57584.2383,0.1744,14.9162,0.1727
178401,,,1600,32.8362,83.3229,,,,,,,,
178500,,,,,,5363.0874,-44.1823,-44.1823,5366.1606,46502.3438,0.2,15.2778,0.1633
179000,,,,,,6037.6611,-44.1823,-44.1823,6041.0483,67995.5312,0.1897,15.1302,0.2486
179500,,,,,,5792.1914,-44.1823,-44.1823,5795.353,71144.5703,0.1784,10.9218,0.249
180000,,,,,,5991.7549,-44.1823,-44.1823,5994.6768,46991.1875,0.3112,31.7562,0.2778
180000,90.3099,1446.3,,,,,,,,,,,
180001,,,1600,43.3145,50.323,,,,,,,,
180500,,,,,,5762.1543,-44.1823,-44.1823,5766.0298,69978.9844,0.1338,8.1689,0.3013
181000,,,,,,6118.9971,-44.1823,-44.1823,6121.4878,46285.082,0.1348,9.5751,0.1727
181500,,,,,,5780.0859,-44.1823,-44.1823,5782.4868,51622.5742,0.2451,29.5206,0.2073
181601,,,1600,62.5398,81.9674,,,,,,,,
182000,,,,,,6422.7031,-44.1823,-44.1823,6424.9102,59066.8438,0.2228,17.9502,0.2342
182500,,,,,,5453.02,-44.1823,-44.1823,5455.6465,37672.332,0.1991,16.976,0.2224
183000,,,,,,6492.0664,-44.1823,-44.1823,6494.7656,88203.875,0.157,11.2608,0.1742
183201,,,1600,65.3523,82.9705,,,,,,,,
183500,,,,,,5948.8975,-44.1823,-44.1823,5951.2061,85534.0938,0.1199,11.4731,0.1972
184000,,,,,,6582.2124,-44.1823,-44.1823,6584.4761,56139.3633,0.1433,13.4605,0.186
184500,,,,,,5634.6074,-44.1823,-44.1823,5636.875,53439.918,0.1672,16.8138,0.2266
184801,,,1600,81.8392,83.1797,,,,,,,,
185000,,,,,,6457.0552,-44.1823,-44.1823,6460.8081,79998.3203,0.205,13.7631,0.4136
185000,60.3077,1519.3,,,,,,,,,,,
185500,,,,,,5133.1924,-44.1823,-44.1823,5136.0415,52321.2617,0.1514,10.0788,0.211
186000,,,,,,5626.5967,-44.1823,-44.1823,5628.5996,63760.2852,0.1346,9.9948,0.2244
186401,,,1600,69.3169,49.6528,,,,,,,,
186500,,,,,,6497.4248,-44.1823,-44.1823,6499.9302,112546.0547,0.1408,14.0121,0.1832
187000,,,,,,6496.5605,-44.1823,-44.1823,6497.8032,65933.0859,0.191,11.2596,0.1995
187500,,,,,,6546.9712,-44.1823,-44.1823,6549.1411,60026.0117,0.1566,13.2759,0.2985
188000,,,,,,5640.2266,-44.1823,-44.1823,5642.2363,78752.6719,0.1163,10.4801,0.1512
188001,,,1600,69.9222,84.3689,,,,,,,,
