env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
95000,,,,,,,,,,,,,,1000,4235.1245,6.7405
95500,,,50,48,3,103.0761,-271.8532,6.3992,0.8713,-9.2681,5.2352,117.5379,2.2674,,,
96000,,,50,49,3,108.6266,-279.7046,4.1289,0.8753,-10.3705,6.9165,156.8426,2.5205,,,
96000,,,,,,,,,,,,,,1000,4351.5141,8.3238
96500,,,50,49,3,101.7489,-277.1751,6.4138,0.8631,-9.6002,6.6978,239.9541,4.0844,,,
97000,,,50,49,3,110.3627,-274.6047,6.0467,0.8514,-9.8394,4.6917,198.5761,3.4346,,,
97000,,,,,,,,,,,,,,1000,4431.4625,7.5248
97500,,,50,49,3,104.0337,-287.0335,6.714,0.8458,-9.5684,6.8416,147.0161,3.2782,,,
98000,,,50,49,3,105.0683,-287.1701,5.5247,0.8539,-9.6004,6.6619,291.6256,3.1694,,,
98000,,,,,,,,,,,,,,1000,4472.7226,7.303
98500,,,50,49,3,104.5683,-283.5395,5.1418,0.9481,-11.1247,8.3321,473.3063,4.2095,,,
99000,,,50,49,3,104.1511,-283.6891,4.0752,0.8665,-10.035,7.3061,148.3063,3.8636,,,
99000,,,,,,,,,,,,,,1000,4466.7587,7.4677
99500,,,50,45,3,111.3582,-297.0761,10.0788,0.7573,-10.7552,5.9624,437.1461,2.769,,,
100000,,,50,48,3,110.3091,-299.4152,5.1527,0.8315,-9.6609,5.9413,111.522,3.6958,,,
100000,4780.7916,1000.0,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,1000,4523.4935,7.0211
100500,,,50,47,3,110.3452,-292.2687,8.2547,0.8219,-8.7257,9.4735,171.233,2.4135,,,
101000,,,50,50,3,98.913,-276.6804,7.8294,0.867,-9.137,8.8754,263.5256,3.6291,,,
101000,,,,,,,,,,,,,,1000,4475.4699,7.5736
101500,,,50,47,3,111.7883,-295.7417,5.4005,0.8542,-9.814,7.9705,651.2304,2.4389,,,
102000,,,50,45,3,118.3818,-297.0887,6.5975,0.798,-10.1551,7.2334,172.9664,4.6674,,,
102000,,,,,,,,,,,,,,1000,4400.9561,7.2343
102500,,,50,46,3,121.6379,-301.7602,14.6782,0.8798,-10.4405,7.9406,165.9299,3.0294,,,
103000,,,50,46,3,122.4395,-300.6647,7.9284,0.8931,-10.5574,6.6634,303.1594,4.3637,,,
103000,,,,,,,,,,,,,,1000,4667.9041,7.751
103500,,,50,44,3,127.9408,-309.5744,9.0526,0.9303,-12.0912,5.2655,146.3396,4.4112,,,
104000,,,50,48,3,106.781,-307.6838,7.5026,0.8344,-9.0381,5.5127,274.664,2.7269,,,
104000,,,,,,,,,,,,,,1000,4399.8429,7.8906
104500,,,50,48,3,107.4458,-318.7253,6.73,0.819,-8.717,5.8159,146.7467,2.9634,,,
105000,,,50,45,3,123.25,-314.5907,11.0862,0.8329,-10.3826,6.236,242.9969,3.4739,,,
105000,4596.6184,1000.0,,,,,,,,,,,,,,
105000,,,,,,,,,,,,,,1000,4605.94,6.9673
105500,,,50,44,3,132.4775,-327.3513,7.3005,0.8433,-10.5177,7.0463,228.5783,3.5311,,,
106000,,,50,44,3,121.7823,-321.9921,8.9176,0.7905,-10.3403,6.2348,285.4773,4.1608,,,
106000,,,,,,,,,,,,,,1000,4482.9691,7.3963
106500,,,50,46,3,118.2601,-330.0587,6.9361,0.8049,-9.8174,6.2591,190.1338,3.611,,,
107000,,,50,46,3,114.241,-336.6208,9.3959,0.7201,-8.7266,7.8525,326.1714,3.3608,,,
107000,,,,,,,,,,,,,,1000,4615.6478,8.0064
107500,,,50,45,3,122.8297,-331.312,5.8054,0.7853,-10.3446,5.9449,236.5154,3.4866,,,
108000,,,50,45,3,127.9665,-338.072,10.9505,0.8055,-10.5695,6.3503,336.3257,3.9808,,,
108000,,,,,,,,,,,,,,1000,4494.6247,7.7009
108500,,,50,43,3,128.3013,-329.4648,7.8764,0.8197,-10.1635,7.2041,162.3093,3.2869,,,
109000,,,50,43,3,126.5114,-332.9185,5.305,0.7904,-10.7629,6.9691,274.4258,3.5301,,,
109000,,,,,,,,,,,,,,1000,4688.5956,8.7735
109500,,,50,42,3,132.6723,-339.6369,9.2233,0.8941,-12.2828,6.1311,284.1371,5.1248,,,
110000,,,50,43,3,123.3814,-343.883,8.3764,0.7934,-10.4429,6.843,355.5222,4.1671,,,
110000,4800.7077,1000.0,,,,,,,,,,,,,,
110000,,,,,,,,,,,,,,1000,4868.3772,7.6162
110500,,,50,40,3,135.0429,-343.5611,8.757,0.7795,-9.6039,6.7997,144.2557,4.2001,,,
111000,,,50,43,3,127.46,-336.6499,10.2261,0.7027,-10.2817,5.9815,323.4191,3.0036,,,
111000,,,,,,,,,,,,,,1000,3049.2587,8.1431
111500,,,50,44,3,123.9361,-335.306,5.5981,0.7896,-10.6853,6.6713,104.1865,4.5126,,,
112000,,,50,44,3,123.9171,-340.1601,7.8863,0.727,-10.057,7.1144,500.9651,4.0941,,,
112000,,,,,,,,,,,,,,1000,4716.7779,7.7755
112500,,,50,42,3,127.5697,-352.4781,5.5367,0.7353,-10.3292,7.0463,368.1005,4.9603,,,
113000,,,50,40,3,140.4347,-362.5363,6.6886,0.7331,-10.8968,10.411,530.0368,4.7879,,,
113000,,,,,,,,,,,,,,1000,4675.6662,8.6218
113500,,,50,41,3,128.898,-356.6935,9.6273,0.8094,-11.8825,6.0454,265.2406,3.807,,,
114000,,,50,40,3,140.7436,-350.0962,10.1608,0.7212,-9.9929,9.7366,655.8867,2.5564,,,
114000,,,,,,,,,,,,,,1000,4583.969,8.5617
114500,,,50,40,3,138.3906,-354.3748,5.6143,0.7618,-9.8536,9.8276,389.0897,5.0627,,,
115000,,,50,40,3,137.3513,-370.7528,11.3582,0.6816,-10.4721,6.5785,279.2526,4.0641,,,
115000,4698.9984,1000.0,,,,,,,,,,,,,,
115000,,,,,,,,,,,,,,1000,4513.1585,8.0545
115500,,,50,40,3,132.8787,-364.277,5.6651,0.7453,-9.833,10.1586,532.0046,5.1151,,,
116000,,,50,37,3,151.1029,-358.6391,10.875,0.7601,-11.2345,6.4396,398.9848,3.4692,,,
116000,,,,,,,,,,,,,,1000,4591.8399,8.7039
116500,,,50,41,3,135.7358,-370.1415,8.1047,0.6843,-9.9789,8.9289,216.85,3.6029,,,
117000,,,50,39,3,135.578,-367.9449,6.0162,0.7739,-13.081,11.6282,346.0384,3.9103,,,
117000,,,,,,,,,,,,,,1000,4659.7094,9.1531
117500,,,50,36,3,159.5428,-373.3314,10.4427,0.7617,-10.3148,7.9475,357.5859,3.345,,,
118000,,,50,38,3,141.6942,-372.6557,7.8311,0.7464,-12.8211,10.3611,276.0871,3.7794,,,
118000,,,,,,,,,,,,,,1000,4445.2169,8.4366
118500,,,50,37,3,156.8793,-384.967,9.495,0.6974,-11.0884,8.9305,584.9044,4.888,,,
119000,,,50,41,3,131.1882,-369.8268,9.9512,0.7003,-10.8344,13.5647,384.9758,3.9121,,,
119000,,,,,,,,,,,,,,1000,4753.9861,9.0178
119500,,,50,39,3,142.0152,-390.4531,7.3823,0.7107,-10.0731,7.777,324.9893,3.5763,,,
120000,,,50,43,3,117.2722,-382.6158,6.7115,0.6664,-8.9874,7.7566,612.585,4.4369,,,
120000,5135.6895,1000.0,,,,,,,,,,,,,,
120000,,,,,,,,,,,,,,1000,4458.2449,8.3794
120500,,,50,40,3,138.2666,-387.3352,7.7654,0.6589,-10.2872,7.813,175.3506,5.562,,,
121000,,,50,41,3,128.1063,-386.753,11.1898,0.6657,-8.4644,6.7809,304.7804,2.8455,,,
121000,,,,,,,,,,,,,,1000,4699.6812,8.6267
121500,,,50,37,3,148.4593,-390.4279,6.5056,0.849,-14.7819,6.3004,323.7029,4.6034,,,
122000,,,50,36,3,150.9756,-396.4888,5.8484,0.6158,-9.7847,6.9753,216.0047,4.8246,,,
122000,,,,,,,,,,,,,,1000,4718.7544,9.2548
122500,,,50,41,3,127.3217,-393.097,12.3998,0.7054,-11.4199,19.1111,415.5371,5.9475,,,
123000,,,50,40,3,130.8672,-378.0374,9.7741,0.7133,-10.6438,8.1483,277.7581,5.1922,,,
123000,,,,,,,,,,,,,,1000,4981.2051,9.159
123500,,,50,44,3,121.6098,-398.6537,9.9296,0.6481,-10.1617,6.5583,361.3944,3.4867,,,
124000,,,50,40,3,139.8121,-400.662,6.8742,0.639,-9.307,6.2344,398.8451,2.5649,,,
124000,,,,,,,,,,,,,,1000,4758.4261,8.6208
124500,,,50,39,3,134.3099,-404.269,10.6852,0.6143,-8.45,5.4063,222.5749,4.8216,,,
125000,,,50,39,3,139.8734,-397.9924,6.3199,0.7109,-12.6242,23.7141,882.5098,3.5798,,,
125000,5093.9606,1000.0,,,,,,,,,,,,,,
125000,,,,,,,,,,,,,,1000,4795.1034,7.6868
125500,,,50,40,3,140.3331,-396.1248,7.1363,0.6741,-11.7822,7.3072,677.6717,3.7245,,,
126000,,,50,39,3,149.6948,-401.5912,15.0296,0.6322,-12.4261,6.2973,274.9547,4.3112,,,
126000,,,,,,,,,,,,,,1000,4761.9086,8.2473
126500,,,50,40,3,139.3725,-408.0756,9.1501,0.5837,-9.7066,6.3251,378.6778,4.7345,,,
127000,,,50,40,3,138.071,-393.7187,8.9161,0.6966,-10.759,5.8213,241.7452,2.9558,,,
127000,,,,,,,,,,,,,,1000,4850.9504,8.0725
127500,,,50,44,3,125.9207,-407.1884,7.6244,0.6431,-8.6328,7.248,333.8177,3.5033,,,
128000,,,50,38,3,143.7995,-404.4104,9.1618,0.7623,-11.3585,12.3268,599.9908,4.2091,,,
128000,,,,,,,,,,,,,,1000,5058.9082,8.4094
128500,,,50,42,3,128.0479,-404.4482,6.1018,0.6577,-10.5294,5.7542,223.6114,3.2427,,,
129000,,,50,41,3,130.5829,-413.4721,6.2152,0.6433,-10.0666,8.8916,282.1915,4.2437,,,
129000,,,,,,,,,,,,,,1000,4971.6628,8.2942
129500,,,50,39,3,138.815,-417.3506,6.3706,0.6272,-10.6656,7.6196,316.3412,3.528,,,
130000,,,50,38,3,148.4503,-411.956,12.703,0.6256,-11.8025,6.4726,290.816,5.5092,,,
130000,5321.441,1000.0,,,,,,,,,,,,,,
130000,,,,,,,,,,,,,,1000,4838.4368,7.7151
130500,,,50,42,3,134.14,-422.7542,7.3379,0.675,-9.8033,6.5877,204.8354,3.3781,,,
131000,,,50,37,3,139.8403,-426.7869,7.944,1.0612,-17.2178,21.758,757.1019,4.1838,,,
131000,,,,,,,,,,,,,,1000,4889.7608,8.6677
131500,,,50,41,3,135.0844,-434.1253,5.0826,0.6499,-10.7042,9.0416,381.5571,4.4057,,,
132000,,,50,41,3,132.5636,-429.984,5.8704,0.5802,-10.8347,7.3324,141.0972,4.1195,,,
132000,,,,,,,,,,,,,,1000,5004.3812,8.3387
132500,,,50,41,3,130.9617,-424.7375,6.1845,0.927,-15.4539,6.7852,409.1198,3.4893,,,
133000,,,50,42,3,123.4738,-430.6038,6.921,0.6222,-10.8168,6.7574,251.793,4.8124,,,
133000,,,,,,,,,,,,,,1000,4926.8462,8.141
133500,,,50,42,3,135.4664,-430.7901,6.3885,0.6643,-12.1604,5.2897,198.5061,3.0537,,,
134000,,,50,40,3,128.5433,-422.9065,6.1273,0.7314,-12.9255,7.7102,239.7644,4.4098,,,
134000,,,,,,,,,,,,,,1000,5070.0181,7.7745
134500,,,50,44,3,124.1116,-433.0372,6.8286,0.6428,-9.5495,8.8202,636.2337,3.6463,,,
135000,,,50,42,3,129.3453,-436.1462,8.2258,0.6501,-9.7337,8.4111,360.7854,3.3185,,,
135000,5373.687,1000.0,,,,,,,,,,,,,,
135000,,,,,,,,,,,,,,1000,5084.8851,7.3622
135500,,,50,42,3,134.6911,-437.9715,5.9102,0.7108,-13.0379,13.0378,694.6026,5.5046,,,
136000,,,50,44,3,122.1785,-441.2304,10.4061,0.5764,-8.5401,8.5388,377.3223,7.4939,,,
136000,,,,,,,,,,,,,,1000,5036.4283,8.3857
136500,,,50,43,3,126.1304,-438.2265,7.7865,0.6354,-10.1889,5.4297,159.4073,3.9766,,,
137000,,,50,43,3,121.4437,-436.4944,9.6925,1.0377,-15.8202,7.9609,164.0299,5.7113,,,
137000,,,,,,,,,,,,,,1000,5238.899,7.7581
137500,,,50,44,3,116.9444,-442.8134,14.0188,0.6252,-9.6616,6.2381,362.114,4.9864,,,
138000,,,50,42,3,129.6132,-443.4996,9.432,0.5918,-9.7974,9.273,425.1945,7.2088,,,
138000,,,,,,,,,,,,,,1000,5185.8347,7.8415
138500,,,50,42,3,131.8317,-443.3029,10.2163,0.9882,-14.9856,6.049,158.993,5.7679,,,
139000,,,50,42,3,120.5289,-445.0316,12.6273,0.6008,-10.1407,10.02,435.5139,4.4743,,,
139000,,,,,,,,,,,,,,1000,5240.3429,7.9559
139500,,,50,44,3,124.0149,-459.4055,10.7464,0.5599,-8.8412,5.7189,211.5029,4.0328,,,
140000,,,50,39,3,134.0687,-445.0572,6.806,0.6468,-12.3313,7.521,478.1929,7.1979,,,
140000,5550.1488,1000.0,,,,,,,,,,,,,,
140000,,,,,,,,,,,,,,1000,4912.8361,7.5173
140500,,,50,42,3,123.9835,-457.1527,6.5577,0.6056,-9.1593,5.6399,218.1899,4.2972,,,
141000,,,50,42,3,128.1887,-446.7856,19.2566,0.5852,-8.2902,5.7974,169.965,3.2188,,,
141000,,,,,,,,,,,,,,1000,5054.0465,7.7575
141500,,,50,43,3,125.9895,-457.2819,6.9647,0.6035,-9.5308,7.9131,177.8875,5.9482,,,
142000,,,50,42,3,135.1459,-460.0921,7.9903,0.585,-8.5938,8.1237,184.5525,6.7534,,,
142000,,,,,,,,,,,,,,1000,5044.5054,8.0844
142500,,,50,43,3,124.8773,-458.4427,7.1287,0.5501,-7.8932,6.3713,258.7583,4.5842,,,
143000,,,50,40,3,135.4249,-459.8034,6.0457,0.5902,-12.0169,8.3214,455.7748,5.7478,,,
143000,,,,,,,,,,,,,,1000,5344.1509,8.3168
143500,,,50,43,3,119.2489,-465.7803,5.6392,0.5333,-9.4148,7.4231,236.5234,5.3481,,,
144000,,,50,42,3,124.4499,-474.3559,7.9657,0.5043,-6.5002,6.8853,305.1236,4.9953,,,
144000,,,,,,,,,,,,,,1000,5199.0397,8.0843
144500,,,50,42,3,123.2188,-466.7685,8.2058,0.8141,-13.7427,9.6346,341.9633,5.7856,,,
145000,,,50,41,3,127.9474,-462.9832,7.3043,0.558,-9.0795,6.7268,375.6782,3.0144,,,
145000,5439.0598,1000.0,,,,,,,,,,,,,,
145000,,,,,,,,,,,,,,1000,5445.1532,7.7827
145500,,,50,41,3,125.3307,-461.4737,4.7545,0.6133,-9.7956,5.7014,229.6527,8.8214,,,
146000,,,50,40,3,130.7791,-472.2518,8.9619,0.5574,-10.8618,8.0401,230.4178,4.3382,,,
146000,,,,,,,,,,,,,,1000,5164.1646,8.2283
146500,,,50,41,3,136.76,-477.7924,10.4583,0.4993,-7.8269,7.3272,382.4685,3.5785,,,
147000,,,50,36,3,152.0377,-470.7558,8.6471,0.5575,-7.897,7.7087,202.9758,4.3366,,,
147000,,,,,,,,,,,,,,1000,5148.6781,8.3291
147500,,,50,42,3,128.3524,-479.943,10.4031,0.4884,-8.7615,5.497,241.7215,4.8016,,,
148000,,,50,38,3,147.2502,-476.7488,16.4431,0.5726,-10.4974,6.9145,170.1813,3.1703,,,
148000,,,,,,,,,,,,,,1000,5391.3705,8.3554
148500,,,50,37,3,145.5506,-476.668,4.4195,0.5607,-11.6677,7.9462,289.692,4.7746,,,
149000,,,50,38,3,143.0355,-474.1031,11.9719,0.5653,-10.3648,6.6857,268.2259,4.3297,,,
149000,,,,,,,,,,,,,,1000,5486.2048,8.4419
149500,,,50,39,3,140.9058,-476.7322,7.0836,0.5343,-8.567,17.3466,698.9306,4.3157,,,
150000,,,50,41,3,136.3733,-482.7845,6.6644,0.4972,-7.9425,7.5482,327.4547,4.4931,,,
150000,5701.2287,1000.0,,,,,,,,,,,,,,
150000,,,,,,,,,,,,,,1000,5164.9455,7.5608
150500,,,50,41,3,134.9881,-488.0433,12.2025,0.5421,-8.7232,6.9559,102.5266,4.9146,,,
151000,,,50,39,3,128.9329,-489.0584,10.319,0.5091,-9.3671,9.0858,174.0433,3.9816,,,
151000,,,,,,,,,,,,,,1000,5379.0242,7.4666
151500,,,50,37,3,148.6176,-493.0981,11.8917,0.531,-8.7182,6.7754,228.4123,4.291,,,
152000,,,50,38,3,147.9959,-490.6028,7.7444,0.5009,-8.3846,6.6204,287.6383,6.7871,,,
152000,,,,,,,,,,,,,,1000,5086.6657,7.428
152500,,,50,41,3,131.4856,-496.0224,6.0848,0.5193,-8.7329,6.6645,158.0237,4.1149,,,
153000,,,50,38,3,136.7933,-495.0439,10.4382,0.4859,-6.93,7.259,332.571,4.2198,,,
153000,,,,,,,,,,,,,,1000,5364.0797,7.9186
153500,,,50,37,3,142.3512,-501.6585,38.5179,0.4811,-8.4746,6.298,288.2747,5.4752,,,
154000,,,50,36,3,148.2094,-502.0017,7.8153,0.4668,-8.9996,7.0636,185.2147,9.4547,,,
154000,,,,,,,,,,,,,,1000,5286.2446,7.5452
154500,,,50,36,3,141.2737,-502.2389,12.0063,0.4775,-7.5201,7.1993,333.614,4.1862,,,
155000,,,50,39,2,133.7502,-508.2797,12.2533,0.4482,-8.8041,10.1902,199.743,6.3028,,,
155000,5734.6445,1000.0,,,,,,,,,,,,,,
155000,,,,,,,,,,,,,,1000,5308.9487,6.8963
155500,,,50,38,2,148.352,-505.6243,13.4801,0.4964,-7.9741,6.9822,228.6172,5.9315,,,
156000,,,50,38,2,143.6302,-513.4478,15.2058,0.446,-7.9518,7.4471,191.4217,9.2501,,,
156000,,,,,,,,,,,,,,1000,5394.6104,7.3272
156500,,,50,34,3,160.8576,-500.3706,9.2542,0.5007,-8.0548,7.4539,253.5158,4.7422,,,
157000,,,50,34,2,150.2127,-515.7341,8.9218,0.4064,-6.1558,9.6874,388.8966,6.3275,,,
157000,,,,,,,,,,,,,,1000,5250.4638,6.5493
157500,,,50,32,2,161.1967,-511.825,10.2614,0.4654,-8.103,6.2833,325.7629,6.3939,,,
158000,,,50,34,2,150.6456,-513.7687,25.5572,0.479,-8.2803,8.1019,252.9107,6.6009,,,
158000,,,,,,,,,,,,,,1000,5669.783,6.5313
158500,,,50,35,2,151.6714,-513.9637,10.6565,0.4432,-6.6161,6.1179,114.5059,5.5495,,,
159000,,,50,35,2,150.5565,-518.23,18.5697,0.4508,-7.5851,6.3731,174.0125,5.3742,,,
159000,,,,,,,,,,,,,,1000,5477.1699,7.0525
159500,,,50,34,2,152.6253,-518.6821,15.0718,0.426,-8.7619,7.3301,201.5799,6.1551,,,
160000,,,50,34,2,159.4905,-518.374,8.7699,0.9747,-15.0295,8.0717,219.0111,8.8598,,,
160000,5887.477,1000.0,,,,,,,,,,,,,,
160000,,,,,,,,,,,,,,1000,5231.3849,7.858
160500,,,50,36,2,146.665,-523.9951,9.7497,0.4787,-6.7653,6.4011,288.3495,5.8186,,,
161000,,,50,33,2,166.3408,-523.3312,7.3933,0.4441,-7.8234,6.2805,305.929,5.4459,,,
161000,,,,,,,,,,,,,,1000,5442.9361,8.8612
161500,,,50,30,2,175.5151,-521.3726,16.4561,0.4264,-7.3464,8.4259,511.4343,6.5456,,,
162000,,,50,30,2,167.5775,-525.2969,12.5615,0.4406,-7.4113,11.9102,308.5443,9.2701,,,
162000,,,,,,,,,,,,,,1000,5737.1022,8.3126
162500,,,50,31,2,163.7279,-529.6368,17.9733,0.4273,-7.4573,8.0578,285.076,5.9053,,,
163000,,,50,33,2,147.6642,-528.3911,11.4141,0.4332,-9.0943,7.4505,113.653,6.7238,,,
163000,,,,,,,,,,,,,,1000,5306.1718,8.8099
163500,,,50,35,2,154.3096,-529.0695,12.3966,0.4334,-7.2233,8.8782,491.8932,6.6742,,,
164000,,,50,35,2,147.1822,-529.9276,18.5526,0.4222,-6.9008,8.2759,164.795,7.1954,,,
164000,,,,,,,,,,,,,,1000,5590.0181,8.4622
164500,,,50,35,2,146.8768,-533.1008,6.6971,0.4027,-8.2368,6.2938,153.5328,6.6425,,,
165000,,,50,36,2,152.8287,-531.3001,6.0627,0.3643,-6.8651,6.9371,188.6687,7.4311,,,
165000,5807.113,1000.0,,,,,,,,,,,,,,
165000,,,,,,,,,,,,,,1000,5740.0704,8.7703
165500,,,50,35,2,148.8943,-534.4854,13.0324,0.3901,-7.1091,7.5968,230.533,3.8477,,,
166000,,,50,34,2,160.6417,-534.002,8.6618,0.3841,-6.4103,8.2305,589.1884,6.31,,,
166000,,,,,,,,,,,,,,1000,5556.3278,9.6261
166500,,,50,31,2,170.7114,-536.3992,13.466,0.3808,-9.1827,8.3432,387.9102,17.5409,,,
167000,,,50,38,2,137.2336,-540.1198,10.4794,0.425,-8.316,8.7767,263.4746,6.2211,,,
167000,,,,,,,,,,,,,,1000,5673.4826,9.5419
167500,,,50,39,2,141.903,-541.4643,11.3562,0.4052,-6.2169,7.616,220.282,8.6747,,,
168000,,,50,42,3,131.9854,-539.8938,10.6115,0.3933,-7.8751,7.3335,180.7564,5.7586,,,
168000,,,,,,,,,,,,,,1000,5630.5611,9.1709
168500,,,50,35,2,148.2479,-540.5488,10.4574,0.3959,-5.1827,7.4616,307.5462,5.324,,,
169000,,,50,37,2,138.3121,-542.3035,12.9803,0.3938,-7.7577,6.7333,122.9171,4.6937,,,
169000,,,,,,,,,,,,,,1000,5484.0734,8.7035
169500,,,50,40,2,135.5549,-542.52,16.4672,0.3831,-7.301,6.0416,234.403,5.827,,,
170000,,,50,35,2,145.4531,-547.0007,13.9832,0.5878,-12.0419,7.2275,244.8,6.7628,,,
170000,5801.6419,1000.0,,,,,,,,,,,,,,
170000,,,,,,,,,,,,,,1000,5411.8492,8.4991
170500,,,50,34,2,149.0574,-543.8723,16.1743,0.3638,-6.7579,6.9399,195.3994,17.5075,,,
171000,,,50,39,2,144.7657,-544.9456,13.1576,0.4357,-7.541,7.1233,334.4762,3.8,,,
171000,,,,,,,,,,,,,,1000,5517.0658,10.0798
171500,,,50,34,2,152.271,-547.5216,11.7746,0.3721,-6.6838,7.5904,195.6715,9.7281,,,
172000,,,50,31,2,163.5298,-549.9291,6.8671,0.4255,-9.3481,8.3775,354.039,3.3271,,,
172000,,,,,,,,,,,,,,1000,5731.6485,9.0657
172500,,,50,34,2,161.9936,-551.0936,22.6045,0.4101,-7.9818,7.7218,130.5223,6.1881,,,
173000,,,50,29,2,180.956,-552.9708,17.6369,1.7558,-16.6887,9.9801,588.3978,5.4433,,,
173000,,,,,,,,,,,,,,1000,5385.1172,9.4112
173500,,,50,29,2,177.7868,-552.4805,6.3336,0.3572,-6.1484,7.6009,270.7325,8.2649,,,
174000,,,50,27,2,181.7617,-557.3854,18.9806,0.3657,-6.4585,9.1887,143.5296,10.5272,,,
174000,,,,,,,,,,,,,,1000,5481.6081,10.363
174500,,,50,31,2,162.3884,-554.6161,45.2284,0.3771,-6.9391,8.9998,186.6733,4.8973,,,
175000,,,50,38,2,140.4546,-557.0282,5.898,0.3721,-6.1973,6.8711,109.2673,7.1772,,,
175000,5965.1901,1000.0,,,,,,,,,,,,,,
175000,,,,,,,,,,,,,,1000,5687.2326,9.1235
175500,,,50,37,2,145.0732,-557.2324,8.2505,0.4049,-6.2059,9.6071,293.9365,5.9222,,,
176000,,,50,32,2,164.0878,-554.3968,10.7879,0.3941,-7.0168,7.7296,291.3011,5.8496,,,
176000,,,,,,,,,,,,,,1000,5505.0491,9.1429
176500,,,50,33,2,159.8834,-558.9176,14.5284,0.3649,-5.9762,8.4921,218.0713,14.7986,,,
177000,,,50,36,2,152.5686,-560.433,13.2005,0.4297,-6.9154,7.6025,266.7939,7.1255,,,
177000,,,,,,,,,,,,,,1000,5853.8357,10.6989
177500,,,50,37,2,147.5927,-557.4686,16.9949,0.3808,-7.4215,9.7044,159.6213,5.0854,,,
178000,,,50,33,2,157.5266,-559.7239,8.6765,0.3503,-5.8995,9.9879,381.7281,7.6731,,,
178000,,,,,,,,,,,,,,1000,5623.6442,9.7166
178500,,,50,36,2,146.0249,-561.4185,21.8765,0.3702,-7.2225,8.6462,426.5299,7.6843,,,
179000,,,50,39,2,137.0154,-566.104,13.2138,0.3523,-6.3298,8.4039,126.2001,4.1727,,,
179000,,,,,,,,,,,,,,1000,5637.0393,11.6987
179500,,,50,33,2,155.2931,-561.7385,4.8622,0.3956,-7.7062,7.9804,423.9882,5.9259,,,
180000,,,50,39,2,129.8355,-568.9773,47.407,0.4115,-8.8331,6.7769,181.7995,7.3728,,,
180000,6129.9483,1000.0,,,,,,,,,,,,,,
180000,,,,,,,,,,,,,,1000,5781.4926,9.2878
180500,,,50,34,2,156.4784,-565.85,9.0898,0.3787,-6.3326,9.1951,453.4315,6.4929,,,
181000,,,50,34,2,145.2863,-566.7231,8.8651,0.3703,-6.0172,8.3933,553.401,6.4959,,,
181000,,,,,,,,,,,,,,1000,5618.1814,9.8535
181500,,,50,36,2,146.5737,-570.4885,8.1203,0.3497,-5.6864,9.761,279.4077,6.9091,,,
182000,,,50,34,2,158.2978,-569.1228,13.818,0.3748,-6.6935,7.1822,364.1744,5.5721,,,
182000,,,,,,,,,,,,,,1000,5541.1419,10.6242
182500,,,50,41,2,128.925,-571.1138,12.0946,0.3725,-6.7408,10.1307,223.1462,24.4398,,,
183000,,,50,44,3,122.6048,-572.0911,21.9229,0.3545,-7.3257,9.543,242.3101,8.0348,,,
183000,,,,,,,,,,,,,,1000,5686.5529,10.4955
183500,,,50,43,3,121.298,-571.9588,13.1864,0.4976,-9.9059,10.1782,287.6246,5.7273,,,
184000,,,50,41,3,121.5116,-573.3171,11.3985,0.4748,-8.9935,7.9349,334.1693,9.3571,,,
184000,,,,,,,,,,,,,,1000,5556.6167,9.7162
184500,,,50,38,2,137.0653,-569.0085,9.1618,0.3823,-6.7654,7.2683,437.0604,13.21,,,
185000,,,50,43,3,121.4962,-574.7999,11.4987,0.3622,-5.8676,8.7296,256.0125,10.6969,,,
185000,6018.8083,1000.0,,,,,,,,,,,,,,
185000,,,,,,,,,,,,,,1000,5669.3332,9.9059
185500,,,50,43,3,120.0879,-575.046,9.3305,0.3225,-5.9017,8.889,154.9615,13.9144,,,
186000,,,50,44,3,123.1168,-576.9923,7.9905,0.4091,-10.8627,6.8692,87.6851,8.0743,,,
186000,,,,,,,,,,,,,,1000,5536.0725,10.4295
186500,,,50,38,2,133.2144,-577.6388,82.9642,1.2118,-14.1508,8.5054,97.5813,9.2569,,,
187000,,,50,39,3,132.35,-578.0283,10.9792,0.4162,-7.998,8.0914,450.6616,9.8622,,,
187000,,,,,,,,,,,,,,1000,5635.7069,9.0843
187500,,,50,45,3,118.381,-581.4753,16.1211,0.3383,-5.1849,7.9539,207.2351,9.2644,,,
188000,,,50,40,3,130.2171,-581.5582,10.9537,0.3493,-5.157,8.7664,108.4996,7.1484,,,
188000,,,,,,,,,,,,,,1000,5813.4076,9.6731
188500,,,50,31,2,169.2036,-580.5579,8.0077,0.3381,-4.6666,6.8879,406.9813,8.635,,,
189000,,,50,39,2,132.3725,-582.0422,14.3522,0.4021,-5.8315,8.6277,156.7904,7.8165,,,
189000,,,,,,,,,,,,,,1000,5587.1749,10.0042
